accession	cell	matched	density	identity	others_median	others_identity_median	n_others	diff
GCA_013397895.1	ITPR2	1	0	0.982	0	0.9899	2	0
GCA_013397895.1	ITPR3	1	0	0.9942	0	0.9838	2	0
GCA_013397955.1	ITPR1	1	0	0.9867	0.18725	0.98095	2	-0.18725
GCA_013397955.1	ITPR2	1	0	0.98	0.18725	0.9843	2	-0.18725
GCA_013397955.1	ITPR3	1	0.3745	0.9819	0	0.98335	2	0.3745
GCA_013398125.1	ITPR1	1	0	0.9899	0	0.984	2	0
GCA_013398125.1	ITPR3	1	0	0.9857	0	0.9861	2	0
GCA_013398125.1	RYR	1	0	0.9823	0	0.9878	2	0
GCA_013398155.1	ITPR1	1	0	0.9824	0	0.9812	3	0
GCA_013398155.1	ITPR2	1	0	0.9809	0	0.9824	3	0
GCA_013398155.1	ITPR3	1	0	0.9871	0	0.9812	3	0
GCA_013398155.1	RYR	1	0	0.9812	0	0.9824	3	0
GCA_013398175.1	ITPR1	1	0	0.9813	0	0.9833	2	0
GCA_013398175.1	ITPR2	1	0	0.9763	0	0.9858	2	0
GCA_013398175.1	ITPR3	1	0	0.9903	0	0.9788	2	0
GCA_013398455.1	ITPR1	1	0	0.9806	0	0.9874	2	0
GCA_013398455.1	ITPR2	1	0	0.9789	0	0.98825	2	0
GCA_013398455.1	ITPR3	1	0	0.9959	0	0.97975	2	0
GCA_013398575.1	ITPR1	1	0	0.9821	0.18725	0.9876	2	-0.18725
GCA_013398575.1	ITPR2	1	0	0.9802	0.18725	0.98855	2	-0.18725
GCA_013398575.1	ITPR3	1	0.3745	0.995	0	0.98115	2	0.3745
GCA_013398615.1	ITPR1	1	0	0.9856	0	0.97875	2	0
GCA_013398615.1	ITPR2	1	0	0.98	0	0.98155	2	0
GCA_013398615.1	RYR	1	0	0.9775	0	0.9828	2	0
GCA_013398795.1	ITPR1	1	0	0.9838	0	0.97545	2	0
GCA_013398795.1	ITPR2	1	0	0.9793	0	0.9777	2	0
GCA_013398795.1	RYR	1	0	0.9716	0	0.98155	2	0
GCA_013398835.1	ITPR2	1	0	0.9744	0	0.9664	1	0
GCA_013398835.1	RYR	1	0	0.9664	0	0.9744	1	0
GCA_013398935.1	ITPR1	1	0	0.9856	0.10065	0.97615	2	-0.10065
GCA_013398935.1	ITPR2	1	0	0.973	0.10065	0.98245	2	-0.10065
GCA_013398935.1	RYR	1	0.2013	0.9793	0	0.9793	2	0.2013
GCA_013398955.1	ITPR2	1	0	0.9811	0	0.998	1	0
GCA_013398955.1	ITPR3	1	0	0.998	0	0.9811	1	0
GCA_013398975.1	ITPR2	1	0	0.98	0	0.9944	1	0
GCA_013398975.1	ITPR3	1	0	0.9944	0	0.98	1	0
GCA_013399075.1	ITPR1	1	0.3631	0.9848	0	0.9811	3	0.3631
GCA_013399075.1	ITPR2	1	0	0.9827	0.3631	0.9811	3	-0.3631
GCA_013399075.1	ITPR3	1	0.3788	0.9753	0	0.9827	3	0.3788
GCA_013399075.1	RYR	1	0	0.9811	0.3631	0.9827	3	-0.3631
GCA_013399305.1	ITPR1	1	0	0.9892	0	0.9833	2	0
GCA_013399305.1	ITPR2	1	0	0.9779	0	0.9887	3	0
GCA_013399305.1	ITPR3	1	0	0.9887	0	0.98355	2	0
GCA_013399305.1	RYR	1	0.4026	0.9595	0	0.9779	1	0.4026
GCA_013399395.1	ITPR1	1	0	0.991	0	0.9876	1	0
GCA_013399395.1	ITPR3	1	0	0.9876	0	0.991	1	0
GCA_013399495.1	ITPR1	1	0	0.9915	0.2013	0.9757	3	-0.2013
GCA_013399495.1	ITPR2	1	0	0.9742	0.2013	0.988	3	-0.2013
GCA_013399495.1	ITPR3	1	0.3754	0.988	0	0.9757	3	0.3754
GCA_013399495.1	RYR	1	0.2013	0.9757	0	0.988	3	0.2013
GCA_013399565.1	ITPR1	1	0	0.9903	0	0.98665	2	0
GCA_013399565.1	ITPR3	1	0	0.9906	0	0.9865	2	0
GCA_013399565.1	RYR	1	0	0.9827	0	0.99045	2	0
GCA_013399735.1	ITPR1	1	0	0.986	0.3745	0.9764	1	-0.3745
GCA_013399735.1	ITPR3	1	0.3745	0.9764	0	0.986	1	0.3745
GCA_013399795.1	ITPR2	1	0	0.98	0	0.98375	2	0
GCA_013399795.1	ITPR3	1	0	0.9909	0	0.9783	2	0
GCA_013399795.1	RYR	1	0	0.9766	0	0.98545	2	0
GCA_013399855.1	ITPR1	1	0	0.9881	0.18725	0.984	2	-0.18725
GCA_013399855.1	ITPR2	1	0	0.9826	0.18725	0.98675	2	-0.18725
GCA_013399855.1	ITPR3	1	0.3745	0.9854	0	0.98535	2	0.3745
GCA_013399895.1	ITPR1	1	0.3598	0.9819	0	0.9815	3	0.3598
GCA_013399895.1	ITPR2	1	0	0.9815	0	0.9819	3	0
GCA_013399895.1	ITPR3	1	0	0.9873	0	0.9815	3	0
GCA_013399895.1	RYR	1	0	0.9767	0	0.9819	3	0
GCA_013400075.1	ITPR2	1	0	0.9801	0	0.9856	2	0
GCA_013400075.1	ITPR3	1	0	0.9944	0	0.97845	2	0
GCA_013400075.1	RYR	1	0	0.9768	0	0.98725	2	0
GCA_013400195.1	ITPR1	1	0	0.9917	0	0.98735	2	0
GCA_013400195.1	ITPR2	1	0	0.9856	0	0.9904	2	0
GCA_013400195.1	ITPR3	1	0	0.9891	0	0.98865	2	0
GCA_013400215.1	ITPR1	1	0	0.9683	0	0.98255	2	0
GCA_013400215.1	ITPR2	1	0	0.9798	0	0.9768	2	0
GCA_013400215.1	ITPR3	1	0	0.9853	0	0.97405	2	0
GCA_013400415.1	ITPR1	1	0	0.9867	0	0.98095	2	0
GCA_013400415.1	ITPR2	1	0	0.9765	0	0.98605	2	0
GCA_013400415.1	ITPR3	1	0	0.9854	0	0.9816	2	0
GCA_013400445.1	ITPR2	1	0	0.9819	0	0.9844	2	0
GCA_013400445.1	ITPR3	1	0	0.9914	0	0.97965	2	0
GCA_013400445.1	RYR	1	0	0.9774	0	0.98665	2	0
GCA_013400515.1	ITPR1	1	0	0.9842	0.18725	0.98795	2	-0.18725
GCA_013400515.1	ITPR2	1	0	0.9805	0.18725	0.9898	2	-0.18725
GCA_013400515.1	ITPR3	1	0.3745	0.9954	0	0.98235	2	0.3745
GCA_013400585.1	ITPR1	1	0	0.9845	0.18725	0.98445	2	-0.18725
GCA_013400585.1	ITPR2	1	0	0.979	0.18725	0.9872	2	-0.18725
GCA_013400585.1	ITPR3	1	0.3745	0.9899	0	0.98175	2	0.3745
GCA_013400815.1	ITPR2	1	0	0.9848	0	0.97865	2	0
GCA_013400815.1	ITPR3	1	0	0.9833	0	0.9794	2	0
GCA_013400815.1	RYR	1	0	0.974	0	0.98405	2	0
GCA_013400895.1	ITPR1	1	0	0.9914	0	0.9906	1	0
GCA_013400895.1	ITPR3	1	0	0.9906	0	0.9914	1	0
GCA_013400955.1	ITPR1	1	0	0.9806	0	0.9868	2	0
GCA_013400955.1	ITPR3	1	0	0.9965	0	0.97885	2	0
GCA_013400955.1	RYR	1	0	0.9771	0	0.98855	2	0
GCA_013401195.1	ITPR2	1	0	0.9815	0	0.9781	1	0
GCA_013401195.1	RYR	1	0	0.9781	0	0.9815	1	0
GCA_013401295.1	ITPR1	1	0	0.9914	0	0.9856	1	0
GCA_013401295.1	ITPR2	1	0	0.9856	0	0.9914	1	0
GCA_013401315.1	ITPR1	1	0	0.9909	0	0.9868	1	0
GCA_013401315.1	ITPR3	1	0	0.9868	0	0.9909	1	0
GCA_014281875.1	ITPR2	1	0.7405	0.8663	0.18725	0.8829	2	0.55325
GCA_014281875.1	ITPR3	1	0.3745	0.8823	0.37025	0.8749	2	0.00425
GCA_014281875.1	RYR	1	0	0.8835	0.5575	0.8743	2	-0.5575
GCA_014839755.1	ITPR1	1	0	0.9838	0	0.9807	3	0
GCA_014839755.1	ITPR2	1	0	0.9807	0	0.9838	3	0
GCA_014839755.1	ITPR3	1	0	0.9925	0	0.9807	3	0
GCA_014839755.1	RYR	1	0	0.9773	0	0.9838	3	0
GCA_015883425.2	ITPR1	1	0	0.9817	0	0.9807	3	0
GCA_015883425.2	ITPR2	1	0	0.9807	0	0.9817	3	0
GCA_015883425.2	ITPR3	1	0	0.9959	0	0.9807	3	0
GCA_015883425.2	RYR	1	0	0.9783	0	0.9817	3	0
GCA_017639675.1	ITPR3	1	0	0.8678	0	0.8665	1	0
GCA_017639675.1	RYR	1	0	0.8665	0	0.8678	1	0
GCA_020745705.1	ITPR1	1	0	0.9899	0.3704	0.9837	3	-0.3704
GCA_020745705.1	ITPR2	1	0.3704	0.9793	0	0.9865	3	0.3704
GCA_020745705.1	ITPR3	1	1.1261	0.9865	0	0.9837	3	1.1261
GCA_020745705.1	RYR	1	0	0.9837	0.3704	0.9865	3	-0.3704
GCA_022829145.1	ITPR1	1	0.7278	0.9123	0.2016	0.9211	1	0.5262
GCA_022829145.1	RYR	1	0.2016	0.9211	0.7278	0.9123	1	-0.5262
GCA_023764695.1	ITPR1	1	0.3626	0.9956	0.20135	0.994	2	0.16125
GCA_023764695.1	ITPR2	1	0	0.9907	0.4027	0.9956	3	-0.4027
GCA_023764695.1	ITPR3	1	1.1232	0.9731	0	0.9907	1	1.1232
GCA_023764695.1	RYR	1	0.4027	0.9973	0.1813	0.99315	2	0.2214
GCA_023974075.1	ITPR2	1	1.1107	0.8615	5.0393	0.8541	1	-3.9286
GCA_023974075.1	RYR	1	5.0393	0.8541	1.1107	0.8615	1	3.9286
GCA_027704905.1	ITPR2	1	0	0.8234	0	0.8403	1	0
GCA_027704905.1	ITPR3	1	0	0.8403	0.1008	0.84085	2	-0.1008
GCA_027704905.1	RYR	1	0.2016	0.8583	0	0.8403	1	0.2016
GCA_028571685.1	ITPR1	1	0	0.9837	0	0.9722	3	0
GCA_028571685.1	ITPR2	1	0	0.9722	0	0.9797	3	0
GCA_028571685.1	ITPR3	1	0	0.9708	0	0.9797	3	0
GCA_028571685.1	RYR	1	0	0.9797	0	0.9722	3	0
GCA_029706075.1	ITPR1	1	0.3639	0.892	1.411	0.9115	1	-1.0471
GCA_029706075.1	RYR	1	1.411	0.9115	0.3639	0.892	1	1.0471
GCA_031216635.1	ITPR2	1	0.3702	0.863	0.4031	0.8727	1	-0.0329
GCA_031216635.1	ITPR3	1	0.7491	0.8884	0.4031	0.8727	1	0.346
GCA_031216635.1	RYR	1	0.4031	0.8727	0.55965	0.8757	2	-0.15655
GCA_031835075.1	ITPR1	1	0	0.9924	0	0.9904	3	0
GCA_031835075.1	ITPR2	1	0	0.9904	0	0.9915	3	0
GCA_031835075.1	ITPR3	1	0	0.9869	0	0.9915	3	0
GCA_031835075.1	RYR	1	0	0.9915	0	0.9904	3	0
GCA_032275445.1	ITPR1	1	0	0.9719	0	0.9729	2	0
GCA_032275445.1	ITPR2	1	0	0.9804	0	0.96865	2	0
GCA_032275445.1	ITPR3	1	0	0.9654	0	0.97615	2	0
GCA_033238685.1	ITPR1	1	2.5473	0.8541	2.6204	0.8547	1	-0.0731
GCA_033238685.1	RYR	1	2.6204	0.8547	2.5473	0.8541	1	0.0731
GCA_035590135.1	ITPR1	1	0	0.9924	0	0.9884	3	0
GCA_035590135.1	ITPR2	1	0	0.9884	0	0.9899	3	0
GCA_035590135.1	ITPR3	1	0	0.9899	0	0.9884	3	0
GCA_035590135.1	RYR	1	0	0.9853	0	0.9899	3	0
GCA_036247105.2	ITPR1	1	0	0.9691	0	0.971	1	0
GCA_036247105.2	ITPR2	1	0	0.9288	0	0.9425	1	0
GCA_036247105.2	ITPR3	1	0	0.9425	0	0.9288	1	0
GCA_036247105.2	RYR	1	0	0.971	0	0.9691	1	0
GCA_043380575.1	ITPR1	1	0	0.9042	0	0.9029	1	0
GCA_043380575.1	ITPR2	1	0	0.8197	0	0.8361	1	0
GCA_043380575.1	ITPR3	1	0	0.8361	0	0.8197	1	0
GCA_043380575.1	RYR	1	0	0.9029	0	0.9042	1	0
GCA_046255725.1	ITPR3	1	0	0.8624	0	0.8657	1	0
GCA_046255725.1	RYR	1	0	0.8657	0	0.8624	1	0
GCA_048126345.2	ITPR1	1	0	0.972	0	0.9615	1	0
GCA_048126345.2	ITPR2	1	0	0.9467	0	0.95045	2	0
GCA_048126345.2	ITPR3	1	0	0.9394	0	0.9467	1	0
GCA_048126345.2	RYR	1	0	0.9615	0	0.95935	2	0
GCA_048569125.1	ITPR2	1	0.3702	0.8557	0	0.8739	1	0.3702
GCA_048569125.1	ITPR3	1	0	0.8739	0.1851	0.8738	2	-0.1851
GCA_048569125.1	RYR	1	0	0.8919	0	0.8739	1	0
GCA_050084785.1	ITPR2	1	0.7418	0.8572	0.4031	0.8735	1	0.3387
GCA_050084785.1	ITPR3	1	0	0.883	0.4031	0.8735	1	-0.4031
GCA_050084785.1	RYR	1	0.4031	0.8735	0.3709	0.8701	2	0.0322
GCA_054084135.1	ITPR1	1	0	0.9773	0	0.9804	3	0
GCA_054084135.1	ITPR2	1	0	0.9804	0	0.9777	3	0
GCA_054084135.1	ITPR3	1	0	0.9959	0	0.9777	3	0
GCA_054084135.1	RYR	1	0	0.9777	0	0.9804	3	0
GCA_054099775.1	ITPR1	1	0	0.9899	0	0.98825	2	0
GCA_054099775.1	ITPR2	1	0	0.987	0	0.9897	2	0
GCA_054099775.1	ITPR3	1	0	0.9895	0	0.98845	2	0
GCA_054644205.1	ITPR1	1	0	0.9705	0	0.9628	1	0
GCA_054644205.1	ITPR2	1	0	0.95	0	0.94995	2	0
GCA_054644205.1	ITPR3	1	0	0.9371	0	0.95	1	0
GCA_054644205.1	RYR	1	0	0.9628	0	0.96025	2	0
GCA_054883175.1	ITPR2	1	0.3702	0.8773	0	0.8798	1	0.3702
GCA_054883175.1	RYR	1	0	0.8798	0.3702	0.8773	1	-0.3702
GCA_054883375.1	ITPR1	1	0	0.909	0	0.9082	1	0
GCA_054883375.1	RYR	1	0	0.9082	0	0.909	1	0
GCA_056506795.1	ITPR2	1	0.7405	0.8771	0	0.875	1	0.7405
GCA_056506795.1	RYR	1	0	0.875	0.7405	0.8771	1	-0.7405
GCA_056776345.1	ITPR1	1	0	0.9827	0	0.9807	3	0
GCA_056776345.1	ITPR2	1	0	0.9807	0	0.9827	3	0
GCA_056776345.1	ITPR3	1	0.3745	0.9946	0	0.9807	3	0.3745
GCA_056776345.1	RYR	1	0	0.9779	0	0.9827	3	0
GCA_056783565.1	ITPR1	1	0	0.9129	0	0.91	1	0
GCA_056783565.1	RYR	1	0	0.91	0	0.9129	1	0
GCA_056783665.1	ITPR1	1	0	0.9103	0	0.9215	1	0
GCA_056783665.1	RYR	1	0	0.9215	0	0.9103	1	0
GCA_056824585.1	ITPR2	1	0	0.8097	0	0.8052	1	0
GCA_056824585.1	RYR	1	0	0.8052	0	0.8097	1	0
GCA_057876775.1	ITPR1	1	0	0.8767	0	0.8899	1	0
GCA_057876775.1	RYR	1	0	0.8899	0	0.8767	1	0
GCA_058224745.1	ITPR1	1	0	0.9842	0	0.9819	3	0
GCA_058224745.1	ITPR2	1	0	0.9819	0	0.9842	3	0
GCA_058224745.1	ITPR3	1	0	0.9948	0	0.9819	3	0
GCA_058224745.1	RYR	1	0	0.9783	0	0.9842	3	0
GCA_058707665.1	ITPR2	1	0	0.8696	0	0.8834	1	0
GCA_058707665.1	RYR	1	0	0.8834	0	0.8696	1	0
GCA_965364685.1	ITPR2	1	0.3702	0.8634	0	0.8782	1	0.3702
GCA_965364685.1	RYR	1	0	0.8782	0.3702	0.8634	1	-0.3702
GCA_980438365.1	ITPR2	1	0.3702	0.8714	0	0.8672	1	0.3702
GCA_980438365.1	RYR	1	0	0.8672	0.3702	0.8714	1	-0.3702
GCA_984656905.1	ITPR2	1	0.3702	0.8743	0.2016	0.8728	1	0.1686
GCA_984656905.1	RYR	1	0.2016	0.8728	0.3702	0.8743	1	-0.1686
GCA_987193245.1	ITPR1	1	0	0.9786	0	0.9693	3	0
GCA_987193245.1	ITPR2	1	0	0.9693	0	0.973	3	0
GCA_987193245.1	ITPR3	1	0	0.9682	0	0.973	3	0
GCA_987193245.1	RYR	1	0	0.973	0	0.9693	3	0
GCF_000001405.40	ITPR1	1	0	0.9993	0	1	3	0
GCF_000001405.40	ITPR2	1	0	1	0	0.9994	3	0
GCF_000001405.40	ITPR3	1	0	1	0	0.9994	3	0
GCF_000001405.40	RYR	1	0	0.9994	0	1	3	0
GCF_000001635.27	ITPR1	1	0	0.9989	0	1	2	0
GCF_000001635.27	ITPR2	1	0	1	0	0.99945	2	0
GCF_000001635.27	ITPR3	1	0	1	0	0.99945	2	0
GCF_000004195.4	ITPR1	1	0	0.9993	0	1	3	0
GCF_000004195.4	ITPR2	1	0	1	0	0.9993	3	0
GCF_000004195.4	ITPR3	1	0	1	0	0.9993	3	0
GCF_000004195.4	RYR	1	0	0.999	0	1	3	0
GCF_000243295.1	ITPR1	1	0	0.9637	0	0.97155	2	0
GCF_000243295.1	ITPR3	1	0	0.9757	0	0.96555	2	0
GCF_000243295.1	RYR	1	0	0.9674	0	0.9697	2	0
GCF_000298275.1	ITPR1	1	0	0.9826	0	0.9771	2	0
GCF_000298275.1	ITPR2	1	0	0.9789	0	0.9753	3	0
GCF_000298275.1	ITPR3	1	0	0.9753	0	0.9789	3	0
GCF_000298275.1	RYR	1	0	0.9618	0	0.9771	2	0
GCF_000299155.1	ITPR1	1	0	0.9742	0	0.9734	3	0
GCF_000299155.1	ITPR2	1	0	0.9752	0	0.9734	3	0
GCF_000299155.1	ITPR3	1	0	0.9734	0	0.9742	3	0
GCF_000299155.1	RYR	1	0.2013	0.9687	0	0.9742	3	0.2013
GCF_000334495.1	ITPR1	1	0.3626	0.9785	0	0.9749	1	0.3626
GCF_000334495.1	ITPR2	1	0	0.9749	0.3685	0.96765	2	-0.3685
GCF_000334495.1	ITPR3	1	0.3744	0.9568	0	0.9749	1	0.3744
GCF_000687185.1	ITPR1	1	0.3598	0.9888	0.1877	0.97665	2	0.1721
GCF_000687185.1	ITPR2	1	0	0.9768	0.3676	0.98265	2	-0.3676
GCF_000687185.1	ITPR3	1	0.3754	0.9765	0.1799	0.9828	2	0.1955
GCF_000690535.1	ITPR1	1	0	0.9917	0	0.9897	1	0
GCF_000690535.1	ITPR3	1	0	0.9897	0	0.9917	1	0
GCF_000690775.1	ITPR1	1	0.3598	0.9888	0	0.9826	1	0.3598
GCF_000690775.1	ITPR3	1	0	0.9826	0.3598	0.9888	1	-0.3598
GCF_000691975.1	ITPR1	1	0	0.9856	0	0.98635	2	0
GCF_000691975.1	ITPR2	1	0	0.9798	0	0.98925	2	0
GCF_000691975.1	ITPR3	1	0	0.9929	0	0.9827	2	0
GCF_000695765.1	ITPR1	1	0	0.9903	0	0.9813	1	0
GCF_000695765.1	ITPR3	1	0	0.9813	0	0.9903	1	0
GCF_000695815.1	ITPR1	1	0.3618	0.9787	0.47305	0.9689	2	-0.11125
GCF_000695815.1	ITPR3	1	0.9461	0.9663	0.1809	0.9751	2	0.7652
GCF_000695815.1	RYR	1	0	0.9715	0.65395	0.9725	2	-0.65395
GCF_000698965.1	ITPR1	1	0	0.9856	0.3754	0.9722	3	-0.3754
GCF_000698965.1	ITPR2	1	0	0.9709	0.3754	0.9739	3	-0.3754
GCF_000698965.1	ITPR3	1	0.3754	0.9739	0	0.9722	3	0.3754
GCF_000698965.1	RYR	1	0.4036	0.9722	0	0.9739	3	0.4036
GCF_000699105.1	ITPR1	1	0	0.9917	0.1894	0.98455	2	-0.1894
GCF_000699105.1	ITPR2	1	0	0.9835	0.1894	0.98865	2	-0.1894
GCF_000699105.1	ITPR3	1	0.3788	0.9856	0	0.9876	2	0.3788
GCF_000699145.1	ITPR1	1	0	0.9914	0	0.9857	2	0
GCF_000699145.1	ITPR2	1	0	0.9873	0	0.98775	2	0
GCF_000699145.1	ITPR3	1	0	0.9841	0	0.98935	2	0
GCF_000705375.1	ITPR1	1	0	0.986	0	0.9767	1	0
GCF_000705375.1	RYR	1	0	0.9767	0	0.986	1	0
GCF_000708025.1	ITPR1	1	0	0.9924	0	0.9834	3	0
GCF_000708025.1	ITPR2	1	0	0.9809	0	0.9871	3	0
GCF_000708025.1	ITPR3	1	0	0.9871	0	0.9834	3	0
GCF_000708025.1	RYR	1	0	0.9834	0	0.9871	3	0
GCF_000747805.2	ITPR1	1	0	0.987	0	0.9845	2	0
GCF_000747805.2	ITPR2	1	0	0.9849	0	0.98555	2	0
GCF_000747805.2	ITPR3	1	0	0.9841	0	0.98595	2	0
GCF_001715985.3	ITPR1	1	0	0.9874	0	0.98395	2	0
GCF_001715985.3	ITPR2	1	0	0.9811	0	0.9871	2	0
GCF_001715985.3	ITPR3	1	0	0.9868	0	0.98425	2	0
GCF_003342845.1	ITPR1	1	0	0.987	0	0.97745	2	0
GCF_003342845.1	ITPR2	1	0	0.9748	0	0.98355	2	0
GCF_003342845.1	ITPR3	1	0	0.9801	0	0.9809	2	0
GCF_003668045.3	ITPR2	1	0	0.9708	0	0.97145	2	0
GCF_003668045.3	ITPR3	1	0	0.9678	0	0.97295	2	0
GCF_003668045.3	RYR	1	0	0.9751	0	0.9693	2	0
GCF_003957555.1	ITPR1	1	0	0.9878	0.1852	0.9768	2	-0.1852
GCF_003957555.1	ITPR2	1	0.3704	0.9814	0	0.9722	3	0.3704
GCF_003957555.1	ITPR3	1	1.5238	0.9644	0.1852	0.9768	2	1.3386
GCF_003957555.1	RYR	1	0	0.9722	0.3704	0.9814	3	-0.3704
GCF_004115215.2	ITPR2	1	0	0.9178	0.302	0.9161	2	-0.302
GCF_004115215.2	ITPR3	1	0	0.9148	0.302	0.9176	2	-0.302
GCF_004115215.2	RYR	1	0.604	0.9174	0	0.9163	2	0.604
GCF_009764475.1	ITPR2	1	0.3702	0.8149	0.3802	0.824	1	-0.01
GCF_009764475.1	ITPR3	1	0.3802	0.824	0.3702	0.8149	1	0.01
GCF_009769465.1	ITPR1	1	0	0.991	0	0.9874	3	0
GCF_009769465.1	ITPR2	1	0	0.9874	0	0.9895	3	0
GCF_009769465.1	ITPR3	1	0.3754	0.9895	0	0.9874	3	0.3754
GCF_009769465.1	RYR	1	0	0.9819	0	0.9895	3	0
GCF_011004875.1	ITPR1	1	0	0.9917	0	0.9856	3	0
GCF_011004875.1	ITPR2	1	0	0.9856	0	0.9899	3	0
GCF_011004875.1	ITPR3	1	0	0.9899	0	0.9856	3	0
GCF_011004875.1	RYR	1	0	0.9845	0	0.9899	3	0
GCF_013368585.1	ITPR1	1	0	0.9109	0	0.9198	1	0
GCF_013368585.1	RYR	1	0	0.9198	0	0.9109	1	0
GCF_013368605.1	ITPR1	1	0	0.9906	0	0.9878	3	0
GCF_013368605.1	ITPR2	1	0	0.9878	0	0.9891	3	0
GCF_013368605.1	ITPR3	1	0	0.9891	0	0.9878	3	0
GCF_013368605.1	RYR	1	0	0.9817	0	0.9891	3	0
GCF_014839835.1	ITPR1	1	0	0.9845	0	0.97395	2	0
GCF_014839835.1	ITPR2	1	0	0.9582	0	0.97395	2	0
GCF_014839835.1	ITPR3	1	0	0.9716	0	0.9763	3	0
GCF_014839835.1	RYR	1	0	0.9763	0	0.9716	3	0
GCF_016433145.1	ITPR1	1	0.3626	0.9264	0	0.9288	2	0.3626
GCF_016433145.1	ITPR2	1	0	0.9448	0.1813	0.9443	2	-0.1813
GCF_016433145.1	ITPR3	1	0	0.9128	0.3626	0.9264	1	-0.3626
GCF_016433145.1	RYR	1	0	0.9622	0	0.9448	1	0
GCF_016699485.2	ITPR1	1	0	1	0	1	3	0
GCF_016699485.2	ITPR2	1	0	1	0	1	3	0
GCF_016699485.2	ITPR3	1	0	1	0	1	3	0
GCF_016699485.2	RYR	1	0	1	0	1	3	0
GCF_017639515.1	ITPR1	1	0	0.8759	0.2007	0.8734	1	-0.2007
GCF_017639515.1	RYR	1	0.2007	0.8734	0	0.8759	1	0.2007
GCF_017654505.1	ITPR1	1	0	0.8856	0	0.8865	1	0
GCF_017654505.1	RYR	1	0	0.8865	0	0.8856	1	0
GCF_017976375.1	ITPR1	1	0	0.9867	0	0.9815	3	0
GCF_017976375.1	ITPR2	1	0	0.9815	0	0.9861	3	0
GCF_017976375.1	ITPR3	1	0	0.9861	0	0.9815	3	0
GCF_017976375.1	RYR	1	0	0.9807	0	0.9861	3	0
GCF_018139145.2	ITPR1	1	0	0.9914	0	0.9873	3	0
GCF_018139145.2	ITPR2	1	0	0.9915	0	0.9873	3	0
GCF_018139145.2	ITPR3	1	1.1261	0.9873	0	0.9914	3	1.1261
GCF_018139145.2	RYR	1	0	0.9845	0	0.9914	3	0
GCF_018320785.1	ITPR2	1	0.3702	0.869	0.2016	0.8602	1	0.1686
GCF_018320785.1	RYR	1	0.2016	0.8602	0.3702	0.869	1	-0.1686
GCF_018691265.1	ITPR1	1	0	0.9903	0	0.9881	3	0
GCF_018691265.1	ITPR2	1	0.3704	0.9881	0	0.9903	3	0.3704
GCF_018691265.1	ITPR3	1	0	0.991	0	0.9881	3	0
GCF_018691265.1	RYR	1	0	0.9835	0	0.9903	3	0
GCF_018977255.1	ITPR3	1	0.3802	0.9972	0	0.9984	1	0.3802
GCF_018977255.1	RYR	1	0	0.9984	0.3802	0.9972	1	-0.3802
GCF_019279795.1	ITPR1	1	0	0.8021	0	0.8022	2	0
GCF_019279795.1	ITPR2	1	0	0.8144	0	0.8021	1	0
GCF_019279795.1	ITPR3	1	0	0.79	0	0.8021	1	0
GCF_019393635.1	ITPR1	1	0	0.972	2.6173	0.9578	1	-2.6173
GCF_019393635.1	ITPR2	1	0	0.9496	1.30865	0.9499	2	-1.30865
GCF_019393635.1	ITPR3	1	0	0.942	1.30865	0.9537	2	-1.30865
GCF_019393635.1	RYR	1	2.6173	0.9578	0	0.9496	3	2.6173
GCF_019740435.1	ITPR3	1	0	0.8809	0	0.8635	1	0
GCF_019740435.1	RYR	1	0	0.8635	0	0.8809	1	0
GCF_020171115.1	ITPR1	1	0	0.9865	0	0.9763	3	0
GCF_020171115.1	ITPR2	1	0	0.9763	0	0.9821	3	0
GCF_020171115.1	ITPR3	1	0	0.9738	0	0.9821	3	0
GCF_020171115.1	RYR	1	0	0.9821	0	0.9763	3	0
GCF_020740795.1	ITPR1	1	0	0.9896	0	0.9841	3	0
GCF_020740795.1	ITPR2	1	0	0.9841	0	0.9869	3	0
GCF_020740795.1	ITPR3	1	0	0.9869	0	0.9841	3	0
GCF_020740795.1	RYR	1	0	0.9801	0	0.9869	3	0
GCF_020826845.1	ITPR1	1	0	0.9855	0	0.9811	3	0
GCF_020826845.1	ITPR2	1	0	0.9811	0	0.9849	3	0
GCF_020826845.1	ITPR3	1	0	0.976	0	0.9849	3	0
GCF_020826845.1	RYR	1	0	0.9849	0	0.9811	3	0
GCF_021028975.2	ITPR2	1	1.1107	0.9472	0.3932	0.9463	1	0.7175
GCF_021028975.2	ITPR3	1	0.3932	0.9463	1.1107	0.9472	1	-0.7175
GCF_021292245.1	ITPR2	1	0.3702	0.8729	0	0.8807	1	0.3702
GCF_021292245.1	ITPR3	1	0	0.9001	0	0.8807	1	0
GCF_021292245.1	RYR	1	0	0.8807	0.1851	0.8865	2	-0.1851
GCF_021613505.1	ITPR1	1	0	0.9884	0	0.9819	3	0
GCF_021613505.1	ITPR2	1	0	0.9819	0	0.9837	3	0
GCF_021613505.1	ITPR3	1	0	0.9779	0	0.9837	3	0
GCF_021613505.1	RYR	1	0	0.9837	0	0.9819	3	0
GCF_023634155.1	ITPR1	1	0	0.9924	0	0.9896	3	0
GCF_023634155.1	ITPR2	1	0	0.9896	0	0.9899	3	0
GCF_023634155.1	ITPR3	1	0	0.9899	0	0.9896	3	0
GCF_023634155.1	RYR	1	0	0.9825	0	0.9899	3	0
