accession	organism	vclass	cell	locus_idx	contig	coverage	identity	aligned_aa	frameshifts	stop_codons	lesions	lesion_density	contig_edge	n_gap	longest_n_run	annot_gene	annot_paralog_matches	contig_n50	contig_spans_gene	scored	verdict	verdict_reason
GCF_047370975.1	Nipponia nippon	Aves	ITPR3	0	NW_028262342.1	1	0.9869	2664	0	0	0	0	0	0	0	ITPR3	1	56735934	1	1	intact	density 0.00 <= bar 1.59
GCF_047370975.1	Nipponia nippon	Aves	RYR	0	NW_028262358.1	1	0.9849	4968	0	0	0	0	0	0	0	RYR2	1	56735934	1	1	intact	density 0.00 <= bar 1.59
GCF_047370975.1	Nipponia nippon	Aves	RYR	1	NW_028262365.1	1	0.7914	5037	0	0	0	0	0	0	0	RYR1	1	56735934	1	1	intact	density 0.00 <= bar 1.59
GCF_047370975.1	Nipponia nippon	Aves	RYR	2	NW_028262291.1	1	0.6755	5037	0	0	0	0	0	0	0	RYR3	1	56735934	1	1	intact	density 0.00 <= bar 1.59
GCF_047496795.1	Chiloscyllium punctatum	Chondrichthyes	ITPR1	0	NC_092750.1	1	0.8726	2749	0	0	0	0	0	0	0	itpr1b	1	5342658	1	1	intact	density 0.00 <= bar 1.59
GCF_047496795.1	Chiloscyllium punctatum	Chondrichthyes	ITPR2	0	NC_092782.1	1	0.814	2701	0	0	0	0	0	0	0	itpr2	1	5342658	1	1	intact	density 0.00 <= bar 1.59
GCF_047496795.1	Chiloscyllium punctatum	Chondrichthyes	ITPR3	0	NC_092783.1	1	0.8382	2630	3	1	4	1.5209	0	0	0	itpr3	1	5342658	1	1	intact	density 1.52 <= bar 1.59
GCF_047496795.1	Chiloscyllium punctatum	Chondrichthyes	RYR	0	NC_092767.1	0.9972	0.886	4968	0	0	0	0	0	0	0	LOC140454477	0	5342658	1	1	intact	density 0.00 <= bar 1.59
GCF_047496795.1	Chiloscyllium punctatum	Chondrichthyes	RYR	1	NC_092749.1	0.9962	0.8772	4967	0	1	1	0.2013	0	0	0	ryr2a	1	5342658	1	1	intact	density 0.20 <= bar 1.59
GCF_047496795.1	Chiloscyllium punctatum	Chondrichthyes	RYR	2	NC_092742.1	1	0.6707	5037	1	1	2	0.3971	0	0	0	ryr3	1	5342658	1	1	intact	density 0.40 <= bar 1.59
GCF_047496885.1	Scyliorhinus torazame	Chondrichthyes	ITPR1	0	NC_092719.1	1	0.8749	2750	0	0	0	0	0	1	100	itpr1b	1	3187150	1	1	intact	density 0.00 <= bar 1.59
GCF_047496885.1	Scyliorhinus torazame	Chondrichthyes	ITPR2	0	NC_092719.1	1	0.8065	2701	0	0	0	0	0	0	0	itpr2	1	3187150	1	1	intact	density 0.00 <= bar 1.59
GCF_047496885.1	Scyliorhinus torazame	Chondrichthyes	ITPR3	0	NC_092723.1	1	0.8405	2630	2	0	2	0.7605	0	0	0	itpr3	1	3187150	1	1	intact	density 0.76 <= bar 1.59
GCF_047496885.1	Scyliorhinus torazame	Chondrichthyes	RYR	0	NC_092731.1	0.9972	0.8842	4968	0	0	0	0	0	0	0	LOC140402452	0	3187150	1	1	intact	density 0.00 <= bar 1.59
GCF_047496885.1	Scyliorhinus torazame	Chondrichthyes	RYR	1	NC_092707.1	0.9962	0.8716	4967	0	1	1	0.2013	0	0	0	ryr2a	1	3187150	1	1	intact	density 0.20 <= bar 1.59
GCF_047496885.1	Scyliorhinus torazame	Chondrichthyes	RYR	2	NC_092708.1	1	0.6645	5037	2	0	2	0.3971	0	0	0	ryr3	1	3187150	1	1	intact	density 0.40 <= bar 1.59
GCF_047663525.1	Anas platyrhynchos	Aves	ITPR1	0	NC_092599.1	1	0.9914	2779	0	0	0	0	0	0	0	ITPR1	1	80154792	1	1	intact	density 0.00 <= bar 1.59
GCF_047663525.1	Anas platyrhynchos	Aves	ITPR2	0	NC_092587.1	1	0.9826	2700	0	0	0	0	0	0	0	ITPR2	1	80154792	1	1	intact	density 0.00 <= bar 1.59
GCF_047663525.1	Anas platyrhynchos	Aves	ITPR3	0	NC_092613.1	1	0.9936	2664	0	0	0	0	0	0	0	ITPR3	1	80154792	1	1	intact	density 0.00 <= bar 1.59
GCF_047663525.1	Anas platyrhynchos	Aves	RYR	0	NC_092589.1	1	0.9799	4968	0	0	0	0	0	0	0	RYR2	1	80154792	1	1	intact	density 0.00 <= bar 1.59
GCF_047663525.1	Anas platyrhynchos	Aves	RYR	1	NC_092618.1	1	0.7797	5037	10	0	10	1.9853	0	0	0	RYR1	1	80154792	1	1	elevated_lesions	density 1.99 > bar 1.59 in a contiguous assembly
GCF_047663525.1	Anas platyrhynchos	Aves	RYR	2	NC_092591.1	1	0.6772	5037	1	0	1	0.1985	0	0	0	RYR3	1	80154792	1	1	intact	density 0.20 <= bar 1.59
GCF_047716275.1	Strix uralensis	Aves	ITPR1	0	NC_133981.1	1	0.9921	2779	0	0	0	0	0	0	0	ITPR1	1	16359274	1	1	intact	density 0.00 <= bar 1.59
GCF_047716275.1	Strix uralensis	Aves	ITPR2	0	NC_133976.1	1	0.9774	2700	0	0	0	0	0	0	0	ITPR2	1	16359274	1	1	intact	density 0.00 <= bar 1.59
GCF_047716275.1	Strix uralensis	Aves	ITPR3	0	NC_133995.1	1	0.991	2664	0	0	0	0	0	0	0	ITPR3	1	16359274	1	1	intact	density 0.00 <= bar 1.59
GCF_047716275.1	Strix uralensis	Aves	RYR	0	NC_133974.1	1	0.9851	4968	0	0	0	0	0	0	0	RYR2	1	16359274	1	1	intact	density 0.00 <= bar 1.59
GCF_047716275.1	Strix uralensis	Aves	RYR	1	NW_027436919.1	0.9643	0.7817	4857	3	0	3	0.6177	1	0	0	LOC141938815	0	16359274	1	1	intact	density 0.62 <= bar 1.59
GCF_047716275.1	Strix uralensis	Aves	RYR	2	NC_133975.1	1	0.674	5037	1	0	1	0.1985	0	0	0	RYR3	1	16359274	1	1	intact	density 0.20 <= bar 1.59
GCF_048418815.1	Hemitrygon akajei	Chondrichthyes	ITPR1	0	NC_133142.1	1	0.8681	2749	0	0	0	0	0	0	0	itpr1b	1	8940806	1	1	intact	density 0.00 <= bar 1.59
GCF_048418815.1	Hemitrygon akajei	Chondrichthyes	ITPR2	0	NC_133137.1	0.9985	0.806	2696	0	0	0	0	0	0	0	itpr2	1	8940806	1	1	intact	density 0.00 <= bar 1.59
GCF_048418815.1	Hemitrygon akajei	Chondrichthyes	ITPR3	0	NC_133150.1	1	0.8002	2630	0	0	0	0	0	0	0	itpr3	1	8940806	1	1	intact	density 0.00 <= bar 1.59
GCF_048418815.1	Hemitrygon akajei	Chondrichthyes	RYR	0	NC_133148.1	0.9972	0.8885	4968	0	0	0	0	0	1	500	LOC140716481	0	8940806	1	1	intact	density 0.00 <= bar 1.59
GCF_048418815.1	Hemitrygon akajei	Chondrichthyes	RYR	1	NC_133130.1	1	0.87	4968	0	0	0	0	0	0	0	ryr2a	1	8940806	1	1	intact	density 0.00 <= bar 1.59
GCF_048418815.1	Hemitrygon akajei	Chondrichthyes	RYR	2	NC_133126.1	1	0.6767	4968	1	0	1	0.2013	0	0	0	ryr3	1	8940806	1	1	intact	density 0.20 <= bar 1.59
GCF_048593235.1	Sminthopsis crassicaudata	Mammalia	ITPR1	0	NC_133617.1	1	0.9716	2749	0	0	0	0	0	0	0	ITPR1	1	4359487	1	1	intact	density 0.00 <= bar 1.59
GCF_048593235.1	Sminthopsis crassicaudata	Mammalia	ITPR2	0	NC_133621.1	1	0.9489	2701	0	0	0	0	0	0	0	ITPR2	1	4359487	1	1	intact	density 0.00 <= bar 1.59
GCF_048593235.1	Sminthopsis crassicaudata	Mammalia	ITPR3	0	NC_133620.1	1	0.9368	2671	0	0	0	0	0	0	0	ITPR3	1	4359487	1	1	intact	density 0.00 <= bar 1.59
GCF_048593235.1	Sminthopsis crassicaudata	Mammalia	RYR	0	NC_133620.1	1	0.9612	4967	0	0	0	0	0	0	25	RYR2	1	4359487	1	1	intact	density 0.00 <= bar 1.59
GCF_048593235.1	Sminthopsis crassicaudata	Mammalia	RYR	1	NC_133623.1	1	0.771	5037	4	0	4	0.7941	0	0	98	RYR1	1	4359487	1	1	intact	density 0.79 <= bar 1.59
GCF_048593235.1	Sminthopsis crassicaudata	Mammalia	RYR	2	NC_133618.1	0.9968	0.6721	5021	2	2	4	0.7967	0	0	0	RYR3	1	4359487	1	1	intact	density 0.80 <= bar 1.59
GCF_048594095.1	Paramormyrops kingsleyae	Actinopteri	ITPR1	0	NC_132802.1	1	0.9067	2748	0	1	1	0.3639	0	0	0	LOC111840603	0	10969524	1	1	intact	density 0.36 <= bar 1.59
GCF_048594095.1	Paramormyrops kingsleyae	Actinopteri	ITPR1	1	NC_132804.1	1	0.882	2748	0	0	0	0	0	0	0	itpr1b	1	10969524	1	1	intact	density 0.00 <= bar 1.59
GCF_048594095.1	Paramormyrops kingsleyae	Actinopteri	ITPR2	0	NC_132799.1	1	0.7758	2700	0	0	0	0	0	0	0	itpr2	1	10969524	1	1	intact	density 0.00 <= bar 1.59
GCF_048594095.1	Paramormyrops kingsleyae	Actinopteri	ITPR3	0	NC_132802.1	1	0.8075	2670	0	0	0	0	0	0	0	itpr3	1	10969524	1	1	intact	density 0.00 <= bar 1.59
GCF_048594095.1	Paramormyrops kingsleyae	Actinopteri	RYR	0	NC_132816.1	1	0.9072	4961	0	0	0	0	0	0	0	ryr2a	1	10969524	1	1	intact	density 0.00 <= bar 1.59
GCF_048594095.1	Paramormyrops kingsleyae	Actinopteri	RYR	1	NC_132814.1	1	0.809	5037	0	0	0	0	0	0	0	LOC111838045	0	10969524	1	1	intact	density 0.00 <= bar 1.59
GCF_048594095.1	Paramormyrops kingsleyae	Actinopteri	RYR	2	NC_132813.1	1	0.8052	5037	0	0	0	0	0	0	0	ryr1b	1	10969524	1	1	intact	density 0.00 <= bar 1.59
GCF_048594095.1	Paramormyrops kingsleyae	Actinopteri	RYR	3	NC_132810.1	1	0.683	4967	2	0	2	0.4027	0	0	0	ryr3	1	10969524	1	1	intact	density 0.40 <= bar 1.59
GCF_048934315.1	Petromyzon marinus	Hyperoartia	ITPR1	0	NC_133714.1	1	0.736	2758	1	0	1	0.3626	0	0	0	LOC116952798	0	4594409	1	1	intact	density 0.36 <= bar 1.59
GCF_048934315.1	Petromyzon marinus	Hyperoartia	ITPR1	1	NC_133696.1	1	0.7048	2743	0	1	1	0.3646	0	0	0	LOC116947491	0	4594409	1	1	intact	density 0.36 <= bar 1.59
GCF_048934315.1	Petromyzon marinus	Hyperoartia	ITPR1	2	NC_133708.1	1	0.655	2749	0	0	0	0	0	0	0	LOC116951169	0	4594409	1	1	intact	density 0.00 <= bar 1.59
GCF_048934315.1	Petromyzon marinus	Hyperoartia	RYR	0	NC_133719.1	1	0.9998	5168	0	0	0	0	0	0	0	LOC116953891	0	4594409	1	1	intact	density 0.00 <= bar 1.59
GCF_048934315.1	Petromyzon marinus	Hyperoartia	RYR	1	NC_133672.1	0.9998	0.742	4967	0	0	0	0	0	0	0	LOC116939631	0	4594409	1	1	intact	density 0.00 <= bar 1.59
GCF_049350105.2	Macaca mulatta	Mammalia	ITPR1	0	NC_133407.1	1	0.9956	2758	0	0	0	0	0	0	0	ITPR1	1	162285572	1	1	intact	density 0.00 <= bar 1.59
GCF_049350105.2	Macaca mulatta	Mammalia	ITPR2	0	NC_133416.1	1	0.9948	2701	0	0	0	0	0	0	0	ITPR2	1	162285572	1	1	intact	density 0.00 <= bar 1.59
GCF_049350105.2	Macaca mulatta	Mammalia	ITPR3	0	NC_133409.1	1	0.9921	2671	0	0	0	0	0	0	0	ITPR3	1	162285572	1	1	intact	density 0.00 <= bar 1.59
GCF_049350105.2	Macaca mulatta	Mammalia	RYR	0	NC_133406.1	1	0.9972	4967	0	0	0	0	0	0	0	RYR2	1	162285572	1	1	intact	density 0.00 <= bar 1.59
GCF_049350105.2	Macaca mulatta	Mammalia	RYR	1	NC_133424.1	1	0.7872	5037	0	0	0	0	0	0	0	RYR1	1	162285572	1	1	intact	density 0.00 <= bar 1.59
GCF_049350105.2	Macaca mulatta	Mammalia	RYR	2	NC_133412.1	1	0.6716	5037	1	0	1	0.1985	0	0	0	RYR3	1	162285572	1	1	intact	density 0.20 <= bar 1.59
GCF_050624435.1	Tenrec ecaudatus	Mammalia	ITPR1	0	NC_134535.1	1	0.9782	2749	0	0	0	0	0	0	0	ITPR1	1	41601014	1	1	intact	density 0.00 <= bar 1.59
GCF_050624435.1	Tenrec ecaudatus	Mammalia	ITPR2	0	NC_134535.1	1	0.9596	2701	0	0	0	0	0	0	0	ITPR2	1	41601014	1	1	intact	density 0.00 <= bar 1.59
GCF_050624435.1	Tenrec ecaudatus	Mammalia	ITPR3	0	NC_134536.1	1	0.9577	2671	0	0	0	0	0	0	0	ITPR3	1	41601014	1	1	intact	density 0.00 <= bar 1.59
GCF_050624435.1	Tenrec ecaudatus	Mammalia	RYR	0	NC_134537.1	1	0.9599	4967	0	0	0	0	0	0	0	RYR2	1	41601014	1	1	intact	density 0.00 <= bar 1.59
GCF_050624435.1	Tenrec ecaudatus	Mammalia	RYR	1	NC_134547.1	1	0.7901	5037	0	0	0	0	0	0	0	RYR1	1	41601014	1	1	intact	density 0.00 <= bar 1.59
GCF_050624435.1	Tenrec ecaudatus	Mammalia	RYR	2	NC_134543.1	1	0.6612	5037	1	0	1	0.1985	0	0	0	RYR3	1	41601014	1	1	intact	density 0.20 <= bar 1.59
GCF_052040795.1	Danio rerio	Actinopteri	ITPR1	0	NC_141026.1	1	1	2711	0	0	0	0	0	0	0	itpr1a	1	59431669	1	1	intact	density 0.00 <= bar 1.59
GCF_052040795.1	Danio rerio	Actinopteri	ITPR1	1	NC_141031.1	1	0.8735	2748	0	0	0	0	0	0	0	itpr1b	1	59431669	1	1	intact	density 0.00 <= bar 1.59
GCF_052040795.1	Danio rerio	Actinopteri	ITPR2	0	NC_141038.1	1	1	2665	0	0	0	0	0	0	0	itpr2	1	59431669	1	1	intact	density 0.00 <= bar 1.59
GCF_052040795.1	Danio rerio	Actinopteri	ITPR3	0	NC_141028.1	1	0.9977	2635	0	0	0	0	0	0	0	itpr3	1	59431669	1	1	intact	density 0.00 <= bar 1.59
GCF_052040795.1	Danio rerio	Actinopteri	RYR	0	NC_141032.1	1	1	4961	0	0	0	0	0	0	0	ryr2a	1	59431669	1	1	intact	density 0.00 <= bar 1.59
GCF_052040795.1	Danio rerio	Actinopteri	RYR	1	NC_141030.1	1	0.8105	5037	0	0	0	0	0	0	0	ryr1a	1	59431669	1	1	intact	density 0.00 <= bar 1.59
GCF_052040795.1	Danio rerio	Actinopteri	RYR	2	NC_141038.1	1	0.8065	5037	0	0	0	0	0	0	0	ryr1b	1	59431669	1	1	intact	density 0.00 <= bar 1.59
GCF_052040795.1	Danio rerio	Actinopteri	RYR	3	NC_141037.1	1	0.6679	4967	0	1	1	0.2013	0	0	0	LOC101884734	0	59431669	1	1	intact	density 0.20 <= bar 1.59
GCF_052040795.1	Danio rerio	Actinopteri	RYR	4	NC_141040.1	1	0.6545	5037	0	1	1	0.1985	0	0	0	ryr3	1	59431669	1	1	intact	density 0.20 <= bar 1.59
GCF_052040795.1	Danio rerio	Actinopteri	RYR	5	NC_141037.1	0.9996	0.5455	5166	2	2	4	0.7743	0	0	0	ryr2b	1	59431669	1	1	intact	density 0.77 <= bar 1.59
GCF_052327205.1	Somniosus microcephalus	Chondrichthyes	ITPR1	0	NC_140997.1	1	0.8496	2750	2	2	4	1.4545	0	1	500	LOC147110942	0	1075145	1	1	intact	density 1.45 <= bar 1.59
GCF_052327205.1	Somniosus microcephalus	Chondrichthyes	ITPR2	0	NC_141003.1	1	0.8164	2700	0	0	0	0	0	0	0	itpr2	1	1075145	1	1	intact	density 0.00 <= bar 1.59
GCF_052327205.1	Somniosus microcephalus	Chondrichthyes	ITPR3	0	NC_141004.1	1	0.8496	2630	0	0	0	0	0	1	500	itpr3	1	1075145	1	1	intact	density 0.00 <= bar 1.59
GCF_052327205.1	Somniosus microcephalus	Chondrichthyes	RYR	0	NC_141020.1	0.9972	0.8875	4968	0	0	0	0	0	0	0	LOC147096861	0	1075145	1	1	intact	density 0.00 <= bar 1.59
GCF_052327205.1	Somniosus microcephalus	Chondrichthyes	RYR	1	NC_140989.1	0.9962	0.8767	4967	0	1	1	0.2013	0	1	500	ryr2a	1	1075145	1	1	intact	density 0.20 <= bar 1.59
GCF_052327205.1	Somniosus microcephalus	Chondrichthyes	RYR	2	NC_140998.1	1	0.6708	5037	0	0	0	0	0	1	500	LOC147109494	0	1075145	1	1	intact	density 0.00 <= bar 1.59
GCF_054371585.1	Giraffa tippelskirchi	Mammalia	ITPR1	0	NC_137283.1	1	0.9833	2758	0	0	0	0	0	0	0	ITPR1	1	166642423	1	1	intact	density 0.00 <= bar 1.59
GCF_054371585.1	Giraffa tippelskirchi	Mammalia	ITPR2	0	NC_137278.1	1	0.9778	2701	0	0	0	0	0	0	0	ITPR2	1	166642423	1	1	intact	density 0.00 <= bar 1.59
GCF_054371585.1	Giraffa tippelskirchi	Mammalia	ITPR3	0	NC_137282.1	1	0.9708	2671	0	0	0	0	0	0	0	ITPR3	1	166642423	1	1	intact	density 0.00 <= bar 1.59
GCF_054371585.1	Giraffa tippelskirchi	Mammalia	RYR	0	NC_137276.1	1	0.9809	4967	0	0	0	0	0	0	0	RYR2	1	166642423	1	1	intact	density 0.00 <= bar 1.59
GCF_054371585.1	Giraffa tippelskirchi	Mammalia	RYR	1	NC_137281.1	1	0.7896	5037	0	0	0	0	0	0	0	RYR1	1	166642423	1	1	intact	density 0.00 <= bar 1.59
GCF_054371585.1	Giraffa tippelskirchi	Mammalia	RYR	2	NC_137281.1	0.9968	0.6677	5021	1	0	1	0.1992	0	0	0	RYR3	1	166642423	1	1	intact	density 0.20 <= bar 1.59
GCF_054491055.1	Hypomesus nipponensis	Actinopteri	ITPR1	0	NC_140369.1	1	0.9325	2748	0	0	0	0	0	0	0	LOC146272805	0	20232928	1	1	intact	density 0.00 <= bar 1.59
GCF_054491055.1	Hypomesus nipponensis	Actinopteri	ITPR1	1	NC_140369.1	1	0.8679	2748	1	0	1	0.3639	0	0	0	itpr1b	1	20232928	1	1	intact	density 0.36 <= bar 1.59
GCF_054491055.1	Hypomesus nipponensis	Actinopteri	ITPR2	0	NC_140374.1	1	0.8091	2701	0	0	0	0	0	0	0	itpr2	1	20232928	1	1	intact	density 0.00 <= bar 1.59
GCF_054491055.1	Hypomesus nipponensis	Actinopteri	ITPR3	0	NC_140378.1	1	0.86	2670	0	0	0	0	0	0	0	itpr3	1	20232928	1	1	intact	density 0.00 <= bar 1.59
GCF_054491055.1	Hypomesus nipponensis	Actinopteri	RYR	0	NC_140373.1	1	0.9118	4961	0	0	0	0	0	0	0	ryr2a	1	20232928	1	1	intact	density 0.00 <= bar 1.59
GCF_054491055.1	Hypomesus nipponensis	Actinopteri	RYR	1	NC_140365.1	1	0.7999	5037	0	0	0	0	0	0	0	ryr1a	1	20232928	1	1	intact	density 0.00 <= bar 1.59
GCF_054491055.1	Hypomesus nipponensis	Actinopteri	RYR	2	NC_140375.1	1	0.8012	5037	0	0	0	0	0	0	0	ryr1b	1	20232928	1	1	intact	density 0.00 <= bar 1.59
GCF_054491055.1	Hypomesus nipponensis	Actinopteri	RYR	3	NC_140363.1	1	0.6686	4968	0	1	1	0.2013	0	0	0	LOC146300257	0	20232928	1	1	intact	density 0.20 <= bar 1.59
GCF_054491055.1	Hypomesus nipponensis	Actinopteri	RYR	4	NC_140371.1	1	0.6612	4968	1	0	1	0.2013	0	0	0	ryr2b	1	20232928	1	1	intact	density 0.20 <= bar 1.59
GCF_054491055.1	Hypomesus nipponensis	Actinopteri	RYR	5	NC_140366.1	1	0.6522	5037	2	0	2	0.3971	0	0	0	ryr3	1	20232928	1	1	intact	density 0.40 <= bar 1.59
GCF_056507025.1	Lutjanus erythropterus	Actinopteri	ITPR1	0	NC_139318.1	1	0.963	2748	0	0	0	0	0	0	0	itpr1a	1	37725332	1	1	intact	density 0.00 <= bar 1.59
GCF_056507025.1	Lutjanus erythropterus	Actinopteri	ITPR1	1	NC_139318.1	1	0.8704	2748	0	0	0	0	0	0	0	itpr1b	1	37725332	1	1	intact	density 0.00 <= bar 1.59
GCF_056507025.1	Lutjanus erythropterus	Actinopteri	ITPR2	0	NC_139329.1	1	0.8792	2701	1	0	1	0.3702	0	0	0	itpr2	1	37725332	1	1	intact	density 0.37 <= bar 1.59
GCF_056507025.1	Lutjanus erythropterus	Actinopteri	ITPR3	0	NC_139322.1	1	0.9113	2670	0	0	0	0	0	0	0	itpr3	1	37725332	1	1	intact	density 0.00 <= bar 1.59
GCF_056507025.1	Lutjanus erythropterus	Actinopteri	RYR	0	NC_139333.1	1	0.8813	4961	0	0	0	0	0	0	0	ryr2a	1	37725332	1	1	intact	density 0.00 <= bar 1.59
GCF_056507025.1	Lutjanus erythropterus	Actinopteri	RYR	1	NC_139320.1	1	0.8142	5037	0	1	1	0.1985	0	0	0	ryr1b	1	37725332	1	1	intact	density 0.20 <= bar 1.59
GCF_056507025.1	Lutjanus erythropterus	Actinopteri	RYR	2	NC_139327.1	1	0.8029	5037	0	0	0	0	0	0	0	LOC146318937	0	37725332	1	1	intact	density 0.00 <= bar 1.59
GCF_056507025.1	Lutjanus erythropterus	Actinopteri	RYR	3	NC_139334.1	1	0.678	4968	1	0	1	0.2013	0	0	0	LOC146310615	0	37725332	1	1	intact	density 0.20 <= bar 1.59
GCF_056507025.1	Lutjanus erythropterus	Actinopteri	RYR	4	NC_139331.1	1	0.6655	4967	1	0	1	0.2013	0	0	0	ryr3	1	37725332	1	1	intact	density 0.20 <= bar 1.59
GCF_056507025.1	Lutjanus erythropterus	Actinopteri	RYR	5	NC_139330.1	1	0.5648	5168	2	0	2	0.387	0	0	0	ryr2b	1	37725332	1	1	intact	density 0.39 <= bar 1.59
GCF_057381845.1	Rhamphochromis longiceps	Actinopteri	ITPR1	0	NC_140561.1	1	0.9474	2748	0	0	0	0	0	0	0	LOC146669809	0	31399844	1	1	intact	density 0.00 <= bar 1.59
GCF_057381845.1	Rhamphochromis longiceps	Actinopteri	ITPR1	1	NC_140561.1	1	0.8696	2748	0	0	0	0	0	0	0	itpr1b	1	31399844	1	1	intact	density 0.00 <= bar 1.59
GCF_057381845.1	Rhamphochromis longiceps	Actinopteri	ITPR2	0	NC_140563.1	1	0.9952	2701	0	0	0	0	0	0	0	itpr2	1	31399844	1	1	intact	density 0.00 <= bar 1.59
GCF_057381845.1	Rhamphochromis longiceps	Actinopteri	ITPR3	0	NC_140576.1	1	0.8974	2670	0	0	0	0	0	0	0	itpr3	1	31399844	1	1	intact	density 0.00 <= bar 1.59
GCF_057381845.1	Rhamphochromis longiceps	Actinopteri	RYR	0	NC_140564.1	1	0.8709	4961	0	0	0	0	0	0	0	LOC146663001	0	31399844	1	1	intact	density 0.00 <= bar 1.59
GCF_057381845.1	Rhamphochromis longiceps	Actinopteri	RYR	1	NC_140564.1	1	0.8707	4961	0	0	0	0	0	0	0	LOC146662904	0	31399844	1	1	intact	density 0.00 <= bar 1.59
GCF_057381845.1	Rhamphochromis longiceps	Actinopteri	RYR	2	NC_140570.1	1	0.8068	5037	0	0	0	0	0	0	0	ryr1b	1	31399844	1	1	intact	density 0.00 <= bar 1.59
GCF_057381845.1	Rhamphochromis longiceps	Actinopteri	RYR	3	NC_140566.1	1	0.7952	5037	0	0	0	0	0	0	0	LOC146660566	0	31399844	1	1	intact	density 0.00 <= bar 1.59
GCF_057381845.1	Rhamphochromis longiceps	Actinopteri	RYR	4	NC_140575.1	1	0.6799	4968	1	0	1	0.2013	0	0	0	LOC146647180	0	31399844	1	1	intact	density 0.20 <= bar 1.59
GCF_057381845.1	Rhamphochromis longiceps	Actinopteri	RYR	5	NC_140571.1	1	0.6629	4967	1	0	1	0.2013	0	0	0	ryr3	1	31399844	1	1	intact	density 0.20 <= bar 1.59
GCF_057381845.1	Rhamphochromis longiceps	Actinopteri	RYR	6	NC_140569.1	1	0.5609	5168	0	0	0	0	0	0	0	ryr2b	1	31399844	1	1	intact	density 0.00 <= bar 1.59
GCF_900324485.3	Mastacembelus armatus	Actinopteri	ITPR1	0	NC_046637.1	1	0.9539	2748	0	0	0	0	0	0	0	LOC113130340	0	8014513	1	1	intact	density 0.00 <= bar 1.59
GCF_900324485.3	Mastacembelus armatus	Actinopteri	ITPR1	1	NC_046637.1	1	0.8741	2748	0	1	1	0.3639	0	0	0	itpr1b	1	8014513	1	1	intact	density 0.36 <= bar 1.59
GCF_900324485.3	Mastacembelus armatus	Actinopteri	ITPR2	0	NC_046638.1	1	0.8522	2701	2	0	2	0.7405	0	0	0	itpr2	1	8014513	1	1	intact	density 0.74 <= bar 1.59
GCF_900324485.3	Mastacembelus armatus	Actinopteri	ITPR3	0	NC_046639.1	1	0.8925	2670	0	0	0	0	0	0	0	itpr3	1	8014513	1	1	intact	density 0.00 <= bar 1.59
GCF_900324485.3	Mastacembelus armatus	Actinopteri	RYR	0	NC_046651.1	1	0.8679	4961	0	0	0	0	0	0	0	ryr2a	1	8014513	1	1	intact	density 0.00 <= bar 1.59
GCF_900324485.3	Mastacembelus armatus	Actinopteri	RYR	1	NC_046645.1	1	0.811	5037	0	0	0	0	0	0	0	ryr1b	1	8014513	1	1	intact	density 0.00 <= bar 1.59
GCF_900324485.3	Mastacembelus armatus	Actinopteri	RYR	2	NC_046646.1	1	0.7958	5037	0	0	0	0	0	0	0	LOC113142532	0	8014513	1	1	intact	density 0.00 <= bar 1.59
GCF_900324485.3	Mastacembelus armatus	Actinopteri	RYR	3	NC_046654.1	1	0.6752	4968	1	0	1	0.2013	0	0	0	LOC113131570	0	8014513	1	1	intact	density 0.20 <= bar 1.59
GCF_900324485.3	Mastacembelus armatus	Actinopteri	RYR	4	NC_046656.1	1	0.6672	4968	1	0	1	0.2013	0	0	0	ryr3	1	8014513	1	1	intact	density 0.20 <= bar 1.59
GCF_900324485.3	Mastacembelus armatus	Actinopteri	RYR	5	NC_046647.1	1	0.5546	5168	0	0	0	0	0	0	0	ryr2b	1	8014513	1	1	intact	density 0.00 <= bar 1.59
GCF_900634775.2	Gouania willdenowi	Actinopteri	ITPR1	0	NC_041048.1	1	0.9502	2748	0	0	0	0	0	0	0	LOC114463175	0	1838341	1	1	intact	density 0.00 <= bar 1.59
GCF_900634775.2	Gouania willdenowi	Actinopteri	ITPR1	1	NC_041048.1	1	0.858	2748	0	0	0	0	0	0	0	itpr1b	1	1838341	1	1	intact	density 0.00 <= bar 1.59
GCF_900634775.2	Gouania willdenowi	Actinopteri	ITPR2	0	NC_041049.1	1	0.8353	2701	1	0	1	0.3702	0	0	0	itpr2	1	1838341	1	1	intact	density 0.37 <= bar 1.59
GCF_900634775.2	Gouania willdenowi	Actinopteri	ITPR3	0	NC_041050.1	1	0.8599	2670	5	0	5	1.8727	0	0	0	itpr3	1	1838341	1	1	elevated_lesions	density 1.87 > bar 1.59 in a contiguous assembly
GCF_900634775.2	Gouania willdenowi	Actinopteri	RYR	0	NC_041062.1	1	0.849	4961	0	0	0	0	0	0	0	ryr2a	1	1838341	1	1	intact	density 0.00 <= bar 1.59
GCF_900634775.2	Gouania willdenowi	Actinopteri	RYR	1	NC_041056.1	1	0.7954	5037	6	0	6	1.1912	0	0	0	LOC114474183	0	1838341	1	1	intact	density 1.19 <= bar 1.59
GCF_900634775.2	Gouania willdenowi	Actinopteri	RYR	2	NC_041057.1	1	0.7814	5037	4	1	5	0.9927	0	0	0	LOC114475659	0	1838341	1	1	intact	density 0.99 <= bar 1.59
