panel	accession	organism	vclass	cell	full_found	full_coverage	full_bait	panel_found	panel_coverage	panel_bait	direction	full_coverage_distance_from_bar
no_ryr_control	GCF_047496885.1	Scyliorhinus torazame	Chondrichthyes	RYR	1	0.9972	A0A4W3I1N0|LOC103190328|Callorhinchus_milii|vertebrate_basal	0	0.0		loss	0.2972
drop_ITPR1_baits	GCF_047496885.1	Scyliorhinus torazame	Chondrichthyes	ITPR1	1	1.0	A0ABM4F3U0|ITPR1|Apteryx_mantelli	0	0.0		loss	0.3
drop_ITPR2_baits	GCF_047496885.1	Scyliorhinus torazame	Chondrichthyes	ITPR2	1	1.0	Q14571|ITPR2|Homo_sapiens|ITPR2	0	0.0		loss	0.3
drop_ITPR3_baits	GCF_047496885.1	Scyliorhinus torazame	Chondrichthyes	ITPR3	1	1.0	A0A4W3GWE7|ITPR3|Callorhinchus_milii	0	0.0		loss	0.3
basal_only	GCF_047663525.1	Anas platyrhynchos	Aves	ITPR1	1	1.0	A0A8V0ZJT0|ITPR1|Gallus_gallus|ITPR1	0	0.0		loss	0.3
basal_only	GCF_047663525.1	Anas platyrhynchos	Aves	ITPR2	1	1.0	F1P1X4|ITPR2|Gallus_gallus|ITPR2	0	0.0		loss	0.3
basal_only	GCF_047663525.1	Anas platyrhynchos	Aves	ITPR3	1	1.0	A0A8V1ACE6|ITPR3|Gallus_gallus|ITPR3	0	0.0		loss	0.3
basal_only	GCF_047663525.1	Anas platyrhynchos	Aves	RYR	1	1.0	A0A8V0Y8K1|RYR2|Gallus_gallus|RYR2	0	0.0		loss	0.3
no_ryr_control	GCF_047663525.1	Anas platyrhynchos	Aves	RYR	1	1.0	A0A8V0Y8K1|RYR2|Gallus_gallus|RYR2	0	0.0		loss	0.3
drop_ITPR1_baits	GCF_047663525.1	Anas platyrhynchos	Aves	ITPR1	1	1.0	A0A8V0ZJT0|ITPR1|Gallus_gallus|ITPR1	0	0.0		loss	0.3
drop_ITPR2_baits	GCF_047663525.1	Anas platyrhynchos	Aves	ITPR2	1	1.0	F1P1X4|ITPR2|Gallus_gallus|ITPR2	0	0.0		loss	0.3
drop_ITPR3_baits	GCF_047663525.1	Anas platyrhynchos	Aves	ITPR3	1	1.0	A0A8V1ACE6|ITPR3|Gallus_gallus|ITPR3	0	0.0		loss	0.3
basal_only	GCF_047716275.1	Strix uralensis	Aves	ITPR1	1	1.0	A0A8V0ZJT0|ITPR1|Gallus_gallus|ITPR1	0	0.0		loss	0.3
basal_only	GCF_047716275.1	Strix uralensis	Aves	ITPR2	1	1.0	A0A672UP22|ITPR2|Strigops_habroptila	0	0.0		loss	0.3
basal_only	GCF_047716275.1	Strix uralensis	Aves	ITPR3	1	1.0	A0A8V1ACE6|ITPR3|Gallus_gallus|ITPR3	0	0.0		loss	0.3
basal_only	GCF_047716275.1	Strix uralensis	Aves	RYR	1	1.0	A0A8V0Y8K1|RYR2|Gallus_gallus|RYR2	0	0.0		loss	0.3
no_ryr_control	GCF_047716275.1	Strix uralensis	Aves	RYR	1	1.0	A0A8V0Y8K1|RYR2|Gallus_gallus|RYR2	0	0.0		loss	0.3
drop_ITPR1_baits	GCF_047716275.1	Strix uralensis	Aves	ITPR1	1	1.0	A0A8V0ZJT0|ITPR1|Gallus_gallus|ITPR1	0	0.0		loss	0.3
drop_ITPR2_baits	GCF_047716275.1	Strix uralensis	Aves	ITPR2	1	1.0	A0A672UP22|ITPR2|Strigops_habroptila	0	0.0		loss	0.3
drop_ITPR3_baits	GCF_047716275.1	Strix uralensis	Aves	ITPR3	1	1.0	A0A8V1ACE6|ITPR3|Gallus_gallus|ITPR3	0	0.0		loss	0.3
basal_only	GCF_048418815.1	Hemitrygon akajei	Chondrichthyes	ITPR1	1	1.0	P11881|Itpr1|Mus_musculus|ITPR1	0	0.0		loss	0.3
basal_only	GCF_048418815.1	Hemitrygon akajei	Chondrichthyes	ITPR2	1	0.9985	A0A672UP22|ITPR2|Strigops_habroptila	0	0.0		loss	0.2985
basal_only	GCF_048418815.1	Hemitrygon akajei	Chondrichthyes	ITPR3	1	1.0	A0A4W3GWE7|ITPR3|Callorhinchus_milii	0	0.0		loss	0.3
basal_only	GCF_048418815.1	Hemitrygon akajei	Chondrichthyes	RYR	1	0.9972	A0A4W3I1N0|LOC103190328|Callorhinchus_milii|vertebrate_basal	0	0.0		loss	0.2972
no_ryr_control	GCF_048418815.1	Hemitrygon akajei	Chondrichthyes	RYR	1	0.9972	A0A4W3I1N0|LOC103190328|Callorhinchus_milii|vertebrate_basal	0	0.0		loss	0.2972
drop_ITPR1_baits	GCF_048418815.1	Hemitrygon akajei	Chondrichthyes	ITPR1	1	1.0	P11881|Itpr1|Mus_musculus|ITPR1	0	0.0		loss	0.3
drop_ITPR2_baits	GCF_048418815.1	Hemitrygon akajei	Chondrichthyes	ITPR2	1	0.9985	A0A672UP22|ITPR2|Strigops_habroptila	0	0.0		loss	0.2985
drop_ITPR3_baits	GCF_048418815.1	Hemitrygon akajei	Chondrichthyes	ITPR3	1	1.0	A0A4W3GWE7|ITPR3|Callorhinchus_milii	0	0.0		loss	0.3
basal_only	GCF_048593235.1	Sminthopsis crassicaudata	Mammalia	ITPR1	1	1.0	P11881|Itpr1|Mus_musculus|ITPR1	0	0.0		loss	0.3
basal_only	GCF_048593235.1	Sminthopsis crassicaudata	Mammalia	ITPR2	1	1.0	Q14571|ITPR2|Homo_sapiens|ITPR2	0	0.0		loss	0.3
basal_only	GCF_048593235.1	Sminthopsis crassicaudata	Mammalia	ITPR3	1	1.0	Q14573|ITPR3|Homo_sapiens|ITPR3	0	0.0		loss	0.3
basal_only	GCF_048593235.1	Sminthopsis crassicaudata	Mammalia	RYR	1	1.0	Q92736|RYR2|Homo_sapiens|RYR2	0	0.0		loss	0.3
no_ryr_control	GCF_048593235.1	Sminthopsis crassicaudata	Mammalia	RYR	1	1.0	Q92736|RYR2|Homo_sapiens|RYR2	0	0.0		loss	0.3
drop_ITPR1_baits	GCF_048593235.1	Sminthopsis crassicaudata	Mammalia	ITPR1	1	1.0	P11881|Itpr1|Mus_musculus|ITPR1	0	0.0		loss	0.3
drop_ITPR2_baits	GCF_048593235.1	Sminthopsis crassicaudata	Mammalia	ITPR2	1	1.0	Q14571|ITPR2|Homo_sapiens|ITPR2	0	0.0		loss	0.3
drop_ITPR3_baits	GCF_048593235.1	Sminthopsis crassicaudata	Mammalia	ITPR3	1	1.0	Q14573|ITPR3|Homo_sapiens|ITPR3	0	0.0		loss	0.3
basal_only	GCF_048594095.1	Paramormyrops kingsleyae	Actinopteri	ITPR1	1	1.0	A0A672IUQ7|ITPR1|Salarias_fasciatus	0	0.0		loss	0.3
basal_only	GCF_048594095.1	Paramormyrops kingsleyae	Actinopteri	ITPR2	1	1.0	F1P1X4|ITPR2|Gallus_gallus|ITPR2	0	0.0		loss	0.3
basal_only	GCF_048594095.1	Paramormyrops kingsleyae	Actinopteri	ITPR3	1	1.0	A0A8C6KWV8|ITPR3|Nothobranchius_furzeri	0	0.0		loss	0.3
basal_only	GCF_048594095.1	Paramormyrops kingsleyae	Actinopteri	RYR	1	1.0	A0AC58GZ77|ryr2a|Danio_rerio|RYR2	0	0.0		loss	0.3
no_ryr_control	GCF_048594095.1	Paramormyrops kingsleyae	Actinopteri	RYR	1	1.0	A0AC58GZ77|ryr2a|Danio_rerio|RYR2	0	0.0		loss	0.3
drop_ITPR1_baits	GCF_048594095.1	Paramormyrops kingsleyae	Actinopteri	ITPR1	1	1.0	A0A672IUQ7|ITPR1|Salarias_fasciatus	0	0.0		loss	0.3
drop_ITPR2_baits	GCF_048594095.1	Paramormyrops kingsleyae	Actinopteri	ITPR2	1	1.0	F1P1X4|ITPR2|Gallus_gallus|ITPR2	0	0.0		loss	0.3
drop_ITPR3_baits	GCF_048594095.1	Paramormyrops kingsleyae	Actinopteri	ITPR3	1	1.0	A0A8C6KWV8|ITPR3|Nothobranchius_furzeri	0	0.0		loss	0.3
basal_only	GCF_048934315.1	Petromyzon marinus	Hyperoartia	ITPR1	1	1.0	Q14643|ITPR1|Homo_sapiens|ITPR1	0	0.0		loss	0.3
basal_only	GCF_048934315.1	Petromyzon marinus	Hyperoartia	RYR	1	1.0	A0AAJ7XD62|LOC116953891|Petromyzon_marinus|vertebrate_basal	0	0.0		loss	0.3
no_ryr_control	GCF_048934315.1	Petromyzon marinus	Hyperoartia	RYR	1	1.0	A0AAJ7XD62|LOC116953891|Petromyzon_marinus|vertebrate_basal	0	0.0		loss	0.3
drop_ITPR1_baits	GCF_048934315.1	Petromyzon marinus	Hyperoartia	ITPR1	1	1.0	Q14643|ITPR1|Homo_sapiens|ITPR1	0	0.0		loss	0.3
drop_ITPR1_baits	GCF_048934315.1	Petromyzon marinus	Hyperoartia	ITPR2	0	0.0		1	1.0	A0A672UP22|ITPR2|Strigops_habroptila	gain	0.7
basal_only	GCF_049350105.2	Macaca mulatta	Mammalia	ITPR1	1	1.0	Q14643|ITPR1|Homo_sapiens|ITPR1	0	0.0		loss	0.3
basal_only	GCF_049350105.2	Macaca mulatta	Mammalia	ITPR2	1	1.0	Q14571|ITPR2|Homo_sapiens|ITPR2	0	0.0		loss	0.3
basal_only	GCF_049350105.2	Macaca mulatta	Mammalia	ITPR3	1	1.0	Q14573|ITPR3|Homo_sapiens|ITPR3	0	0.0		loss	0.3
basal_only	GCF_049350105.2	Macaca mulatta	Mammalia	RYR	1	1.0	Q92736|RYR2|Homo_sapiens|RYR2	0	0.0		loss	0.3
no_ryr_control	GCF_049350105.2	Macaca mulatta	Mammalia	RYR	1	1.0	Q92736|RYR2|Homo_sapiens|RYR2	0	0.0		loss	0.3
drop_ITPR1_baits	GCF_049350105.2	Macaca mulatta	Mammalia	ITPR1	1	1.0	Q14643|ITPR1|Homo_sapiens|ITPR1	0	0.0		loss	0.3
drop_ITPR2_baits	GCF_049350105.2	Macaca mulatta	Mammalia	ITPR2	1	1.0	Q14571|ITPR2|Homo_sapiens|ITPR2	0	0.0		loss	0.3
drop_ITPR3_baits	GCF_049350105.2	Macaca mulatta	Mammalia	ITPR3	1	1.0	Q14573|ITPR3|Homo_sapiens|ITPR3	0	0.0		loss	0.3
basal_only	GCF_050624435.1	Tenrec ecaudatus	Mammalia	ITPR1	1	1.0	P11881|Itpr1|Mus_musculus|ITPR1	0	0.0		loss	0.3
basal_only	GCF_050624435.1	Tenrec ecaudatus	Mammalia	ITPR2	1	1.0	Q14571|ITPR2|Homo_sapiens|ITPR2	0	0.0		loss	0.3
basal_only	GCF_050624435.1	Tenrec ecaudatus	Mammalia	ITPR3	1	1.0	Q14573|ITPR3|Homo_sapiens|ITPR3	0	0.0		loss	0.3
basal_only	GCF_050624435.1	Tenrec ecaudatus	Mammalia	RYR	1	1.0	Q92736|RYR2|Homo_sapiens|RYR2	0	0.0		loss	0.3
no_ryr_control	GCF_050624435.1	Tenrec ecaudatus	Mammalia	RYR	1	1.0	Q92736|RYR2|Homo_sapiens|RYR2	0	0.0		loss	0.3
drop_ITPR1_baits	GCF_050624435.1	Tenrec ecaudatus	Mammalia	ITPR1	1	1.0	P11881|Itpr1|Mus_musculus|ITPR1	0	0.0		loss	0.3
drop_ITPR2_baits	GCF_050624435.1	Tenrec ecaudatus	Mammalia	ITPR2	1	1.0	Q14571|ITPR2|Homo_sapiens|ITPR2	0	0.0		loss	0.3
drop_ITPR3_baits	GCF_050624435.1	Tenrec ecaudatus	Mammalia	ITPR3	1	1.0	Q14573|ITPR3|Homo_sapiens|ITPR3	0	0.0		loss	0.3
basal_only	GCF_052040795.1	Danio rerio	Actinopteri	ITPR1	1	1.0	A0A8M2BDG0|itpr1a|Danio_rerio|ITPR1	0	0.0		loss	0.3
basal_only	GCF_052040795.1	Danio rerio	Actinopteri	ITPR2	1	1.0	A0A8M9PQQ3|itpr2|Danio_rerio|ITPR2	0	0.0		loss	0.3
basal_only	GCF_052040795.1	Danio rerio	Actinopteri	ITPR3	1	1.0	A0A8M6Z266|itpr3|Danio_rerio|ITPR3	0	0.0		loss	0.3
basal_only	GCF_052040795.1	Danio rerio	Actinopteri	RYR	1	1.0	A0AC58GZ77|ryr2a|Danio_rerio|RYR2	0	0.0		loss	0.3
no_ryr_control	GCF_052040795.1	Danio rerio	Actinopteri	RYR	1	1.0	A0AC58GZ77|ryr2a|Danio_rerio|RYR2	0	0.0		loss	0.3
drop_ITPR1_baits	GCF_052040795.1	Danio rerio	Actinopteri	ITPR1	1	1.0	A0A8M2BDG0|itpr1a|Danio_rerio|ITPR1	0	0.0		loss	0.3
drop_ITPR2_baits	GCF_052040795.1	Danio rerio	Actinopteri	ITPR2	1	1.0	A0A8M9PQQ3|itpr2|Danio_rerio|ITPR2	0	0.0		loss	0.3
drop_ITPR3_baits	GCF_052040795.1	Danio rerio	Actinopteri	ITPR3	1	1.0	A0A8M6Z266|itpr3|Danio_rerio|ITPR3	0	0.0		loss	0.3
basal_only	GCF_052327205.1	Somniosus microcephalus	Chondrichthyes	ITPR1	1	1.0	A0ABM4F3U0|ITPR1|Apteryx_mantelli	0	0.0		loss	0.3
basal_only	GCF_052327205.1	Somniosus microcephalus	Chondrichthyes	ITPR2	1	1.0	F1P1X4|ITPR2|Gallus_gallus|ITPR2	0	0.0		loss	0.3
basal_only	GCF_052327205.1	Somniosus microcephalus	Chondrichthyes	ITPR3	1	1.0	A0A4W3GWE7|ITPR3|Callorhinchus_milii	0	0.0		loss	0.3
basal_only	GCF_052327205.1	Somniosus microcephalus	Chondrichthyes	RYR	1	0.9972	A0A4W3I1N0|LOC103190328|Callorhinchus_milii|vertebrate_basal	0	0.0		loss	0.2972
no_ryr_control	GCF_052327205.1	Somniosus microcephalus	Chondrichthyes	RYR	1	0.9972	A0A4W3I1N0|LOC103190328|Callorhinchus_milii|vertebrate_basal	0	0.0		loss	0.2972
drop_ITPR1_baits	GCF_052327205.1	Somniosus microcephalus	Chondrichthyes	ITPR1	1	1.0	A0ABM4F3U0|ITPR1|Apteryx_mantelli	0	0.0		loss	0.3
drop_ITPR2_baits	GCF_052327205.1	Somniosus microcephalus	Chondrichthyes	ITPR2	1	1.0	F1P1X4|ITPR2|Gallus_gallus|ITPR2	0	0.0		loss	0.3
drop_ITPR3_baits	GCF_052327205.1	Somniosus microcephalus	Chondrichthyes	ITPR3	1	1.0	A0A4W3GWE7|ITPR3|Callorhinchus_milii	0	0.0		loss	0.3
basal_only	GCF_054371585.1	Giraffa tippelskirchi	Mammalia	ITPR1	1	1.0	Q14643|ITPR1|Homo_sapiens|ITPR1	0	0.0		loss	0.3
basal_only	GCF_054371585.1	Giraffa tippelskirchi	Mammalia	ITPR2	1	1.0	Q14571|ITPR2|Homo_sapiens|ITPR2	0	0.0		loss	0.3
basal_only	GCF_054371585.1	Giraffa tippelskirchi	Mammalia	ITPR3	1	1.0	Q14573|ITPR3|Homo_sapiens|ITPR3	0	0.0		loss	0.3
basal_only	GCF_054371585.1	Giraffa tippelskirchi	Mammalia	RYR	1	1.0	Q92736|RYR2|Homo_sapiens|RYR2	0	0.0		loss	0.3
no_ryr_control	GCF_054371585.1	Giraffa tippelskirchi	Mammalia	RYR	1	1.0	Q92736|RYR2|Homo_sapiens|RYR2	0	0.0		loss	0.3
drop_ITPR1_baits	GCF_054371585.1	Giraffa tippelskirchi	Mammalia	ITPR1	1	1.0	Q14643|ITPR1|Homo_sapiens|ITPR1	0	0.0		loss	0.3
drop_ITPR2_baits	GCF_054371585.1	Giraffa tippelskirchi	Mammalia	ITPR2	1	1.0	Q14571|ITPR2|Homo_sapiens|ITPR2	0	0.0		loss	0.3
drop_ITPR3_baits	GCF_054371585.1	Giraffa tippelskirchi	Mammalia	ITPR3	1	1.0	Q14573|ITPR3|Homo_sapiens|ITPR3	0	0.0		loss	0.3
basal_only	GCF_054491055.1	Hypomesus nipponensis	Actinopteri	ITPR1	1	1.0	A0A672IUQ7|ITPR1|Salarias_fasciatus	0	0.0		loss	0.3
basal_only	GCF_054491055.1	Hypomesus nipponensis	Actinopteri	ITPR2	1	1.0	A0AAX7UHL1|ITPR2|Astatotilapia_calliptera	0	0.0		loss	0.3
basal_only	GCF_054491055.1	Hypomesus nipponensis	Actinopteri	ITPR3	1	1.0	A0A8C6KWV8|ITPR3|Nothobranchius_furzeri	0	0.0		loss	0.3
basal_only	GCF_054491055.1	Hypomesus nipponensis	Actinopteri	RYR	1	1.0	A0AC58GZ77|ryr2a|Danio_rerio|RYR2	0	0.0		loss	0.3
no_ryr_control	GCF_054491055.1	Hypomesus nipponensis	Actinopteri	RYR	1	1.0	A0AC58GZ77|ryr2a|Danio_rerio|RYR2	0	0.0		loss	0.3
drop_ITPR1_baits	GCF_054491055.1	Hypomesus nipponensis	Actinopteri	ITPR1	1	1.0	A0A672IUQ7|ITPR1|Salarias_fasciatus	0	0.0		loss	0.3
drop_ITPR2_baits	GCF_054491055.1	Hypomesus nipponensis	Actinopteri	ITPR2	1	1.0	A0AAX7UHL1|ITPR2|Astatotilapia_calliptera	0	0.0		loss	0.3
drop_ITPR3_baits	GCF_054491055.1	Hypomesus nipponensis	Actinopteri	ITPR3	1	1.0	A0A8C6KWV8|ITPR3|Nothobranchius_furzeri	0	0.0		loss	0.3
basal_only	GCF_056507025.1	Lutjanus erythropterus	Actinopteri	ITPR1	1	1.0	A0A672IUQ7|ITPR1|Salarias_fasciatus	0	0.0		loss	0.3
basal_only	GCF_056507025.1	Lutjanus erythropterus	Actinopteri	ITPR2	1	1.0	A0AAX7UHL1|ITPR2|Astatotilapia_calliptera	0	0.0		loss	0.3
basal_only	GCF_056507025.1	Lutjanus erythropterus	Actinopteri	ITPR3	1	1.0	A0A8C6KWV8|ITPR3|Nothobranchius_furzeri	0	0.0		loss	0.3
basal_only	GCF_056507025.1	Lutjanus erythropterus	Actinopteri	RYR	1	1.0	A0AC58GZ77|ryr2a|Danio_rerio|RYR2	0	0.0		loss	0.3
no_ryr_control	GCF_056507025.1	Lutjanus erythropterus	Actinopteri	RYR	1	1.0	A0AC58GZ77|ryr2a|Danio_rerio|RYR2	0	0.0		loss	0.3
drop_ITPR1_baits	GCF_056507025.1	Lutjanus erythropterus	Actinopteri	ITPR1	1	1.0	A0A672IUQ7|ITPR1|Salarias_fasciatus	0	0.0		loss	0.3
drop_ITPR2_baits	GCF_056507025.1	Lutjanus erythropterus	Actinopteri	ITPR2	1	1.0	A0AAX7UHL1|ITPR2|Astatotilapia_calliptera	0	0.0		loss	0.3
drop_ITPR3_baits	GCF_056507025.1	Lutjanus erythropterus	Actinopteri	ITPR3	1	1.0	A0A8C6KWV8|ITPR3|Nothobranchius_furzeri	0	0.0		loss	0.3
basal_only	GCF_057381845.1	Rhamphochromis longiceps	Actinopteri	ITPR1	1	1.0	A0A672IUQ7|ITPR1|Salarias_fasciatus	0	0.0		loss	0.3
basal_only	GCF_057381845.1	Rhamphochromis longiceps	Actinopteri	ITPR2	1	1.0	A0AAX7UHL1|ITPR2|Astatotilapia_calliptera	0	0.0		loss	0.3
basal_only	GCF_057381845.1	Rhamphochromis longiceps	Actinopteri	ITPR3	1	1.0	A0A8C6KWV8|ITPR3|Nothobranchius_furzeri	0	0.0		loss	0.3
basal_only	GCF_057381845.1	Rhamphochromis longiceps	Actinopteri	RYR	1	1.0	A0AC58GZ77|ryr2a|Danio_rerio|RYR2	0	0.0		loss	0.3
no_ryr_control	GCF_057381845.1	Rhamphochromis longiceps	Actinopteri	RYR	1	1.0	A0AC58GZ77|ryr2a|Danio_rerio|RYR2	0	0.0		loss	0.3
drop_ITPR1_baits	GCF_057381845.1	Rhamphochromis longiceps	Actinopteri	ITPR1	1	1.0	A0A672IUQ7|ITPR1|Salarias_fasciatus	0	0.0		loss	0.3
drop_ITPR2_baits	GCF_057381845.1	Rhamphochromis longiceps	Actinopteri	ITPR2	1	1.0	A0AAX7UHL1|ITPR2|Astatotilapia_calliptera	0	0.0		loss	0.3
drop_ITPR3_baits	GCF_057381845.1	Rhamphochromis longiceps	Actinopteri	ITPR3	1	1.0	A0A8C6KWV8|ITPR3|Nothobranchius_furzeri	0	0.0		loss	0.3
basal_only	GCF_900324485.3	Mastacembelus armatus	Actinopteri	ITPR1	1	1.0	A0A672IUQ7|ITPR1|Salarias_fasciatus	0	0.0		loss	0.3
basal_only	GCF_900324485.3	Mastacembelus armatus	Actinopteri	ITPR2	1	1.0	A0AAX7UHL1|ITPR2|Astatotilapia_calliptera	0	0.0		loss	0.3
basal_only	GCF_900324485.3	Mastacembelus armatus	Actinopteri	ITPR3	1	1.0	A0A8C6KWV8|ITPR3|Nothobranchius_furzeri	0	0.0		loss	0.3
basal_only	GCF_900324485.3	Mastacembelus armatus	Actinopteri	RYR	1	1.0	A0AC58GZ77|ryr2a|Danio_rerio|RYR2	0	0.0		loss	0.3
no_ryr_control	GCF_900324485.3	Mastacembelus armatus	Actinopteri	RYR	1	1.0	A0AC58GZ77|ryr2a|Danio_rerio|RYR2	0	0.0		loss	0.3
drop_ITPR1_baits	GCF_900324485.3	Mastacembelus armatus	Actinopteri	ITPR1	1	1.0	A0A672IUQ7|ITPR1|Salarias_fasciatus	0	0.0		loss	0.3
drop_ITPR2_baits	GCF_900324485.3	Mastacembelus armatus	Actinopteri	ITPR2	1	1.0	A0AAX7UHL1|ITPR2|Astatotilapia_calliptera	0	0.0		loss	0.3
drop_ITPR3_baits	GCF_900324485.3	Mastacembelus armatus	Actinopteri	ITPR3	1	1.0	A0A8C6KWV8|ITPR3|Nothobranchius_furzeri	0	0.0		loss	0.3
basal_only	GCF_900634775.2	Gouania willdenowi	Actinopteri	ITPR1	1	1.0	A0A672IUQ7|ITPR1|Salarias_fasciatus	0	0.0		loss	0.3
basal_only	GCF_900634775.2	Gouania willdenowi	Actinopteri	ITPR2	1	1.0	A0AAX7UHL1|ITPR2|Astatotilapia_calliptera	0	0.0		loss	0.3
basal_only	GCF_900634775.2	Gouania willdenowi	Actinopteri	ITPR3	1	1.0	A0A8C6KWV8|ITPR3|Nothobranchius_furzeri	0	0.0		loss	0.3
basal_only	GCF_900634775.2	Gouania willdenowi	Actinopteri	RYR	1	1.0	A0AC58GZ77|ryr2a|Danio_rerio|RYR2	0	0.0		loss	0.3
no_ryr_control	GCF_900634775.2	Gouania willdenowi	Actinopteri	RYR	1	1.0	A0AC58GZ77|ryr2a|Danio_rerio|RYR2	0	0.0		loss	0.3
drop_ITPR1_baits	GCF_900634775.2	Gouania willdenowi	Actinopteri	ITPR1	1	1.0	A0A672IUQ7|ITPR1|Salarias_fasciatus	0	0.0		loss	0.3
drop_ITPR2_baits	GCF_900634775.2	Gouania willdenowi	Actinopteri	ITPR2	1	1.0	A0AAX7UHL1|ITPR2|Astatotilapia_calliptera	0	0.0		loss	0.3
drop_ITPR3_baits	GCF_900634775.2	Gouania willdenowi	Actinopteri	ITPR3	1	1.0	A0A8C6KWV8|ITPR3|Nothobranchius_furzeri	0	0.0		loss	0.3
basal_only	GCF_900747795.2	Erpetoichthys calabaricus	Cladistia	ITPR1	1	1.0	A0A672IUQ7|ITPR1|Salarias_fasciatus	0	0.0		loss	0.3
basal_only	GCF_900747795.2	Erpetoichthys calabaricus	Cladistia	ITPR2	1	1.0	A0A672UP22|ITPR2|Strigops_habroptila	0	0.0		loss	0.3
basal_only	GCF_900747795.2	Erpetoichthys calabaricus	Cladistia	ITPR3	1	1.0	A0A8C6KWV8|ITPR3|Nothobranchius_furzeri	0	0.0		loss	0.3
basal_only	GCF_900747795.2	Erpetoichthys calabaricus	Cladistia	RYR	1	1.0	A0AC58GZ77|ryr2a|Danio_rerio|RYR2	0	0.0		loss	0.3
no_ryr_control	GCF_900747795.2	Erpetoichthys calabaricus	Cladistia	RYR	1	1.0	A0AC58GZ77|ryr2a|Danio_rerio|RYR2	0	0.0		loss	0.3
drop_ITPR1_baits	GCF_900747795.2	Erpetoichthys calabaricus	Cladistia	ITPR1	1	1.0	A0A672IUQ7|ITPR1|Salarias_fasciatus	0	0.0		loss	0.3
drop_ITPR2_baits	GCF_900747795.2	Erpetoichthys calabaricus	Cladistia	ITPR2	1	1.0	A0A672UP22|ITPR2|Strigops_habroptila	0	0.0		loss	0.3
drop_ITPR3_baits	GCF_900747795.2	Erpetoichthys calabaricus	Cladistia	ITPR3	1	1.0	A0A8C6KWV8|ITPR3|Nothobranchius_furzeri	0	0.0		loss	0.3
basal_only	GCF_900880675.2	Sparus aurata	Actinopteri	ITPR1	1	1.0	A0A672IUQ7|ITPR1|Salarias_fasciatus	0	0.0		loss	0.3
basal_only	GCF_900880675.2	Sparus aurata	Actinopteri	ITPR2	1	1.0	A0AAX7UHL1|ITPR2|Astatotilapia_calliptera	0	0.0		loss	0.3
basal_only	GCF_900880675.2	Sparus aurata	Actinopteri	ITPR3	1	1.0	A0A8C6KWV8|ITPR3|Nothobranchius_furzeri	0	0.0		loss	0.3
basal_only	GCF_900880675.2	Sparus aurata	Actinopteri	RYR	1	1.0	A0AC58GZ77|ryr2a|Danio_rerio|RYR2	0	0.0		loss	0.3
no_ryr_control	GCF_900880675.2	Sparus aurata	Actinopteri	RYR	1	1.0	A0AC58GZ77|ryr2a|Danio_rerio|RYR2	0	0.0		loss	0.3
drop_ITPR1_baits	GCF_900880675.2	Sparus aurata	Actinopteri	ITPR1	1	1.0	A0A672IUQ7|ITPR1|Salarias_fasciatus	0	0.0		loss	0.3
drop_ITPR2_baits	GCF_900880675.2	Sparus aurata	Actinopteri	ITPR2	1	1.0	A0AAX7UHL1|ITPR2|Astatotilapia_calliptera	0	0.0		loss	0.3
drop_ITPR3_baits	GCF_900880675.2	Sparus aurata	Actinopteri	ITPR3	1	1.0	A0A8C6KWV8|ITPR3|Nothobranchius_furzeri	0	0.0		loss	0.3
basal_only	GCF_901000725.3	Takifugu rubripes	Actinopteri	ITPR1	1	1.0	A0A672IUQ7|ITPR1|Salarias_fasciatus	0	0.0		loss	0.3
basal_only	GCF_901000725.3	Takifugu rubripes	Actinopteri	ITPR2	1	1.0	A0AAX7UHL1|ITPR2|Astatotilapia_calliptera	0	0.0		loss	0.3
basal_only	GCF_901000725.3	Takifugu rubripes	Actinopteri	ITPR3	1	1.0	A0A8C6KWV8|ITPR3|Nothobranchius_furzeri	0	0.0		loss	0.3
basal_only	GCF_901000725.3	Takifugu rubripes	Actinopteri	RYR	1	1.0	A0A6I8Q6P7|ryr1|Xenopus_tropicalis|RYR1	0	0.0		loss	0.3
no_ryr_control	GCF_901000725.3	Takifugu rubripes	Actinopteri	RYR	1	1.0	A0A6I8Q6P7|ryr1|Xenopus_tropicalis|RYR1	0	0.0		loss	0.3
drop_ITPR1_baits	GCF_901000725.3	Takifugu rubripes	Actinopteri	ITPR1	1	1.0	A0A672IUQ7|ITPR1|Salarias_fasciatus	0	0.0		loss	0.3
drop_ITPR2_baits	GCF_901000725.3	Takifugu rubripes	Actinopteri	ITPR2	1	1.0	A0AAX7UHL1|ITPR2|Astatotilapia_calliptera	0	0.0		loss	0.3
drop_ITPR3_baits	GCF_901000725.3	Takifugu rubripes	Actinopteri	ITPR3	1	1.0	A0A8C6KWV8|ITPR3|Nothobranchius_furzeri	0	0.0		loss	0.3
basal_only	GCF_901001135.2	Rhinatrema bivittatum	Amphibia	ITPR1	1	1.0	Q14643|ITPR1|Homo_sapiens|ITPR1	0	0.0		loss	0.3
basal_only	GCF_901001135.2	Rhinatrema bivittatum	Amphibia	ITPR2	1	1.0	A0A672UP22|ITPR2|Strigops_habroptila	0	0.0		loss	0.3
basal_only	GCF_901001135.2	Rhinatrema bivittatum	Amphibia	ITPR3	1	0.9989	A0A8V1ACE6|ITPR3|Gallus_gallus|ITPR3	0	0.0		loss	0.2989
