accession	organism	vclass	cell	ledger_status	gene_present	has_reference_proteome	proteome_id	n_family_protein_records_species	n_records_resolving_to_any_cell	n_records_resolving_to_cell	recovery_channel
GCF_000687185.1	Egretta garzetta	Aves	ITPR2	found_annotated	1	1	UP000053119	2	2	1	protein_database_and_genome
GCF_000687185.1	Egretta garzetta	Aves	ITPR3	found_annotated	1	1	UP000053119	2	2	0	genome_only:no_record_resolves_to_this_paralog
GCF_000687185.1	Egretta garzetta	Aves	RYR	found_annotated	1	1	UP000053119	2	2	0	genome_only:no_record_resolves_to_this_paralog
GCF_000687285.1	Phaethon lepturus	Aves	ITPR1	assembly_gap	1	1	UP000053638	2	0	0	genome_only:records_exist_but_none_full_length
GCF_000687285.1	Phaethon lepturus	Aves	ITPR2	assembly_gap	1	1	UP000053638	2	0	0	genome_only:records_exist_but_none_full_length
GCF_000687285.1	Phaethon lepturus	Aves	ITPR3	found_annotated	1	1	UP000053638	2	0	0	genome_only:records_exist_but_none_full_length
GCF_000687285.1	Phaethon lepturus	Aves	RYR	found_annotated	1	1	UP000053638	2	0	0	genome_only:records_exist_but_none_full_length
GCF_000690535.1	Cariama cristata	Aves	ITPR1	found_annotated	1	1	UP000054116	2	0	0	genome_only:records_exist_but_none_full_length
GCF_000690535.1	Cariama cristata	Aves	ITPR2	tblastn_trace	1	1	UP000054116	2	0	0	genome_only:records_exist_but_none_full_length
GCF_000690535.1	Cariama cristata	Aves	ITPR3	found_annotated	1	1	UP000054116	2	0	0	genome_only:records_exist_but_none_full_length
GCF_000690535.1	Cariama cristata	Aves	RYR	assembly_gap	1	1	UP000054116	2	0	0	genome_only:records_exist_but_none_full_length
GCF_000690775.1	Eurypyga helias	Aves	ITPR1	found_annotated	1	1	UP000054232	1	0	0	genome_only:records_exist_but_none_full_length
GCF_000690775.1	Eurypyga helias	Aves	ITPR2	tblastn_trace	1	1	UP000054232	1	0	0	genome_only:records_exist_but_none_full_length
GCF_000690775.1	Eurypyga helias	Aves	ITPR3	found_annotated	1	1	UP000054232	1	0	0	genome_only:records_exist_but_none_full_length
GCF_000690775.1	Eurypyga helias	Aves	RYR	assembly_gap	1	1	UP000054232	1	0	0	genome_only:records_exist_but_none_full_length
GCF_000690835.1	Fulmarus glacialis	Aves	ITPR1	assembly_gap	1	1	UP000053806	1	0	0	genome_only:records_exist_but_none_full_length
GCF_000690835.1	Fulmarus glacialis	Aves	ITPR2	assembly_gap	1	1	UP000053806	1	0	0	genome_only:records_exist_but_none_full_length
GCF_000690835.1	Fulmarus glacialis	Aves	ITPR3	found_annotated	1	1	UP000053806	1	0	0	genome_only:records_exist_but_none_full_length
GCF_000690835.1	Fulmarus glacialis	Aves	RYR	assembly_gap	1	1	UP000053806	1	0	0	genome_only:records_exist_but_none_full_length
GCF_000691845.1	Merops nubicus	Aves	ITPR1	assembly_gap	1	1	UP000052967	3	1	0	genome_only:no_record_resolves_to_this_paralog
GCF_000691845.1	Merops nubicus	Aves	ITPR2	assembly_gap	1	1	UP000052967	3	1	0	genome_only:no_record_resolves_to_this_paralog
GCF_000691845.1	Merops nubicus	Aves	ITPR3	assembly_gap	1	1	UP000052967	3	1	0	genome_only:no_record_resolves_to_this_paralog
GCF_000691845.1	Merops nubicus	Aves	RYR	found_annotated	1	1	UP000052967	3	1	1	protein_database_and_genome
GCF_000691975.1	Corvus brachyrhynchos	Aves	ITPR1	found_annotated	1	1	UP000052976	1	1	0	genome_only:no_record_resolves_to_this_paralog
GCF_000691975.1	Corvus brachyrhynchos	Aves	ITPR2	found_annotated	1	1	UP000052976	1	1	1	protein_database_and_genome
GCF_000691975.1	Corvus brachyrhynchos	Aves	ITPR3	found_annotated	1	1	UP000052976	1	1	0	genome_only:no_record_resolves_to_this_paralog
GCF_000691975.1	Corvus brachyrhynchos	Aves	RYR	found_annotated	1	1	UP000052976	1	1	0	genome_only:no_record_resolves_to_this_paralog
GCF_000695765.1	Mesitornis unicolor	Aves	ITPR1	found_annotated	1	1	UP000053369	1	0	0	genome_only:records_exist_but_none_full_length
GCF_000695765.1	Mesitornis unicolor	Aves	ITPR2	fragment	1	1	UP000053369	1	0	0	genome_only:records_exist_but_none_full_length
GCF_000695765.1	Mesitornis unicolor	Aves	ITPR3	found_annotated	1	1	UP000053369	1	0	0	genome_only:records_exist_but_none_full_length
GCF_000695765.1	Mesitornis unicolor	Aves	RYR	assembly_gap	1	1	UP000053369	1	0	0	genome_only:records_exist_but_none_full_length
GCF_000695815.1	Acanthisitta chloris	Aves	ITPR1	found_annotated	1	1	UP000053537	1	0	0	genome_only:records_exist_but_none_full_length
GCF_000695815.1	Acanthisitta chloris	Aves	ITPR2	fragment	1	1	UP000053537	1	0	0	genome_only:records_exist_but_none_full_length
GCF_000695815.1	Acanthisitta chloris	Aves	ITPR3	found_annotated	1	1	UP000053537	1	0	0	genome_only:records_exist_but_none_full_length
GCF_000695815.1	Acanthisitta chloris	Aves	RYR	found_annotated	1	1	UP000053537	1	0	0	genome_only:records_exist_but_none_full_length
GCF_000696875.1	Nestor notabilis	Aves	ITPR1	found_annotated	1	1	UP000053840	3	1	1	protein_database_and_genome
GCF_000696875.1	Nestor notabilis	Aves	ITPR2	assembly_gap	1	1	UP000053840	3	1	0	genome_only:no_record_resolves_to_this_paralog
GCF_000696875.1	Nestor notabilis	Aves	ITPR3	found_annotated	1	1	UP000053840	3	1	0	genome_only:no_record_resolves_to_this_paralog
GCF_000696875.1	Nestor notabilis	Aves	RYR	assembly_gap	1	1	UP000053840	3	1	0	genome_only:no_record_resolves_to_this_paralog
GCF_000698965.1	Struthio camelus australis	Aves	ITPR1	found_annotated	1	1	UP000053584	2	1	0	genome_only:no_record_resolves_to_this_paralog
GCF_000698965.1	Struthio camelus australis	Aves	ITPR2	found_annotated	1	1	UP000053584	2	1	0	genome_only:no_record_resolves_to_this_paralog
GCF_000698965.1	Struthio camelus australis	Aves	ITPR3	found_annotated	1	1	UP000053584	2	1	1	protein_database_and_genome
GCF_000698965.1	Struthio camelus australis	Aves	RYR	found_annotated	1	1	UP000053584	2	1	0	genome_only:no_record_resolves_to_this_paralog
GCF_000699105.1	Pygoscelis adeliae	Aves	ITPR1	found_annotated	1	1	UP000054081	2	2	0	genome_only:no_record_resolves_to_this_paralog
GCF_000699105.1	Pygoscelis adeliae	Aves	ITPR2	found_annotated	1	1	UP000054081	2	2	0	genome_only:no_record_resolves_to_this_paralog
GCF_000699105.1	Pygoscelis adeliae	Aves	ITPR3	found_annotated	1	1	UP000054081	2	2	1	protein_database_and_genome
GCF_000699105.1	Pygoscelis adeliae	Aves	RYR	found_annotated	1	1	UP000054081	2	2	1	protein_database_and_genome
GCF_000699145.1	Aptenodytes forsteri	Aves	ITPR1	found_annotated	1	1	UP000053286	0	0	0	genome_only:no_family_record_for_species
GCF_000699145.1	Aptenodytes forsteri	Aves	ITPR2	found_annotated	1	1	UP000053286	0	0	0	genome_only:no_family_record_for_species
GCF_000699145.1	Aptenodytes forsteri	Aves	ITPR3	found_annotated	1	1	UP000053286	0	0	0	genome_only:no_family_record_for_species
GCF_000699145.1	Aptenodytes forsteri	Aves	RYR	found_annotated	1	1	UP000053286	0	0	0	genome_only:no_family_record_for_species
GCF_000699245.1	Pterocles gutturalis	Aves	ITPR1	found_annotated	1	1	UP000053149	2	0	0	genome_only:records_exist_but_none_full_length
GCF_000699245.1	Pterocles gutturalis	Aves	ITPR2	fragment	1	1	UP000053149	2	0	0	genome_only:records_exist_but_none_full_length
GCF_000699245.1	Pterocles gutturalis	Aves	ITPR3	found_annotated	1	1	UP000053149	2	0	0	genome_only:records_exist_but_none_full_length
GCF_000699245.1	Pterocles gutturalis	Aves	RYR	found_annotated	1	1	UP000053149	2	0	0	genome_only:records_exist_but_none_full_length
GCF_000700745.2	Antrostomus carolinensis	Aves	ITPR1	found_annotated	1	1	UP000053620	2	0	0	genome_only:records_exist_but_none_full_length
GCF_000700745.2	Antrostomus carolinensis	Aves	ITPR2	tblastn_trace	1	1	UP000053620	2	0	0	genome_only:records_exist_but_none_full_length
GCF_000700745.2	Antrostomus carolinensis	Aves	ITPR3	found_annotated	1	1	UP000053620	2	0	0	genome_only:records_exist_but_none_full_length
GCF_000700745.2	Antrostomus carolinensis	Aves	RYR	assembly_gap	1	1	UP000053620	2	0	0	genome_only:records_exist_but_none_full_length
GCF_000703405.1	Apaloderma vittatum	Aves	ITPR1	tblastn_trace	1	1	UP000054244	2	0	0	genome_only:records_exist_but_none_full_length
GCF_000703405.1	Apaloderma vittatum	Aves	ITPR2	tblastn_trace	1	1	UP000054244	2	0	0	genome_only:records_exist_but_none_full_length
GCF_000703405.1	Apaloderma vittatum	Aves	ITPR3	found_annotated	1	1	UP000054244	2	0	0	genome_only:records_exist_but_none_full_length
GCF_000703405.1	Apaloderma vittatum	Aves	RYR	assembly_gap	1	1	UP000054244	2	0	0	genome_only:records_exist_but_none_full_length
GCF_000705375.1	Tinamus guttatus	Aves	ITPR1	found_annotated	1	1	UP000053641	4	1	0	genome_only:no_record_resolves_to_this_paralog
GCF_000705375.1	Tinamus guttatus	Aves	ITPR2	tblastn_trace	1	1	UP000053641	4	1	0	genome_only:no_record_resolves_to_this_paralog
GCF_000705375.1	Tinamus guttatus	Aves	ITPR3	assembly_gap	1	1	UP000053641	4	1	0	genome_only:no_record_resolves_to_this_paralog
GCF_000705375.1	Tinamus guttatus	Aves	RYR	found_annotated	1	1	UP000053641	4	1	1	protein_database_and_genome
GCF_000708025.1	Charadrius vociferus	Aves	ITPR1	found_annotated	1	1	UP000053858	1	0	0	genome_only:records_exist_but_none_full_length
GCF_000708025.1	Charadrius vociferus	Aves	ITPR2	found_annotated	1	1	UP000053858	1	0	0	genome_only:records_exist_but_none_full_length
GCF_000708025.1	Charadrius vociferus	Aves	ITPR3	found_annotated	1	1	UP000053858	1	0	0	genome_only:records_exist_but_none_full_length
GCF_000708025.1	Charadrius vociferus	Aves	RYR	found_annotated	1	1	UP000053858	1	0	0	genome_only:records_exist_but_none_full_length
GCF_000710305.1	Buceros rhinoceros silvestris	Aves	ITPR1	tblastn_trace	1	1	UP000054064	3	0	0	genome_only:records_exist_but_none_full_length
GCF_000710305.1	Buceros rhinoceros silvestris	Aves	ITPR2	tblastn_trace	1	1	UP000054064	3	0	0	genome_only:records_exist_but_none_full_length
GCF_000710305.1	Buceros rhinoceros silvestris	Aves	ITPR3	found_annotated	1	1	UP000054064	3	0	0	genome_only:records_exist_but_none_full_length
GCF_000710305.1	Buceros rhinoceros silvestris	Aves	RYR	found_annotated	1	1	UP000054064	3	0	0	genome_only:records_exist_but_none_full_length
GCF_000747805.2	Chaetura pelagica	Aves	ITPR1	found_annotated	1	1	UP000031515	0	0	0	genome_only:no_family_record_for_species
GCF_000747805.2	Chaetura pelagica	Aves	ITPR2	found_annotated	1	1	UP000031515	0	0	0	genome_only:no_family_record_for_species
GCF_000747805.2	Chaetura pelagica	Aves	ITPR3	found_annotated	1	1	UP000031515	0	0	0	genome_only:no_family_record_for_species
GCF_000747805.2	Chaetura pelagica	Aves	RYR	found_annotated	1	1	UP000031515	0	0	0	genome_only:no_family_record_for_species
GCF_001715985.3	Manacus vitellinus	Aves	ITPR1	found_annotated	1	1	UP000053258	2	2	1	protein_database_and_genome
GCF_001715985.3	Manacus vitellinus	Aves	ITPR2	found_annotated	1	1	UP000053258	2	2	1	protein_database_and_genome
GCF_001715985.3	Manacus vitellinus	Aves	ITPR3	found_annotated	1	1	UP000053258	2	2	0	genome_only:no_record_resolves_to_this_paralog
GCF_001715985.3	Manacus vitellinus	Aves	RYR	found_annotated	1	1	UP000053258	2	2	0	genome_only:no_record_resolves_to_this_paralog
GCF_003342845.1	Nothoprocta perdicaria	Aves	ITPR1	found_annotated	1	1	UP000694420	11	8	1	protein_database_and_genome
GCF_003342845.1	Nothoprocta perdicaria	Aves	ITPR2	found_annotated	1	1	UP000694420	11	8	1	protein_database_and_genome
GCF_003342845.1	Nothoprocta perdicaria	Aves	ITPR3	found_annotated	1	1	UP000694420	11	8	1	protein_database_and_genome
GCF_003342845.1	Nothoprocta perdicaria	Aves	RYR	found_annotated	1	1	UP000694420	11	8	5	protein_database_and_genome
GCF_003668045.3	Cricetulus griseus	Mammalia	ITPR1	found_annotated	1	1	UP001108280	18	17	11	protein_database_and_genome
GCF_003668045.3	Cricetulus griseus	Mammalia	ITPR2	found_annotated	1	1	UP001108280	18	17	3	protein_database_and_genome
GCF_003668045.3	Cricetulus griseus	Mammalia	ITPR3	found_annotated	1	1	UP001108280	18	17	1	protein_database_and_genome
GCF_003668045.3	Cricetulus griseus	Mammalia	RYR	found_annotated	1	1	UP001108280	18	17	2	protein_database_and_genome
GCF_003957555.1	Calypte anna	Aves	ITPR1	found_annotated	1	1	UP000054308	2	2	1	protein_database_and_genome
GCF_003957555.1	Calypte anna	Aves	ITPR2	found_annotated	1	1	UP000054308	2	2	1	protein_database_and_genome
GCF_003957555.1	Calypte anna	Aves	ITPR3	found_annotated	1	1	UP000054308	2	2	0	genome_only:no_record_resolves_to_this_paralog
GCF_003957555.1	Calypte anna	Aves	RYR	found_annotated	1	1	UP000054308	2	2	0	genome_only:no_record_resolves_to_this_paralog
GCF_004115215.2	Ornithorhynchus anatinus	Mammalia	ITPR1	found_annotated	1	1	UP000002279	21	21	5	protein_database_and_genome
GCF_004115215.2	Ornithorhynchus anatinus	Mammalia	ITPR2	found_annotated	1	1	UP000002279	21	21	3	protein_database_and_genome
GCF_004115215.2	Ornithorhynchus anatinus	Mammalia	ITPR3	found_annotated	1	1	UP000002279	21	21	1	protein_database_and_genome
GCF_004115215.2	Ornithorhynchus anatinus	Mammalia	RYR	found_annotated	1	1	UP000002279	21	21	12	protein_database_and_genome
GCF_009764475.1	Pristis pectinata	Chondrichthyes	ITPR1	found_annotated	1	0		0	0	0	genome_only:no_reference_proteome
GCF_009764475.1	Pristis pectinata	Chondrichthyes	ITPR2	found_annotated	1	0		0	0	0	genome_only:no_reference_proteome
GCF_009764475.1	Pristis pectinata	Chondrichthyes	ITPR3	found_annotated	1	0		0	0	0	genome_only:no_reference_proteome
GCF_009764475.1	Pristis pectinata	Chondrichthyes	RYR	found_annotated	1	0		0	0	0	genome_only:no_reference_proteome
GCF_009769465.1	Tauraco erythrolophus	Aves	ITPR1	found_annotated	1	1	UP000053661	2	1	0	genome_only:no_record_resolves_to_this_paralog
GCF_009769465.1	Tauraco erythrolophus	Aves	ITPR2	found_annotated	1	1	UP000053661	2	1	0	genome_only:no_record_resolves_to_this_paralog
GCF_009769465.1	Tauraco erythrolophus	Aves	ITPR3	found_annotated	1	1	UP000053661	2	1	0	genome_only:no_record_resolves_to_this_paralog
GCF_009769465.1	Tauraco erythrolophus	Aves	RYR	found_annotated	1	1	UP000053661	2	1	1	protein_database_and_genome
GCF_011004845.1	Esox lucius	Actinopteri	ITPR1	found_annotated	1	1	UP000265140	70	45	19	protein_database_and_genome
GCF_011004845.1	Esox lucius	Actinopteri	ITPR2	found_annotated	1	1	UP000265140	70	45	7	protein_database_and_genome
GCF_011004845.1	Esox lucius	Actinopteri	ITPR3	found_annotated	1	1	UP000265140	70	45	3	protein_database_and_genome
GCF_011004845.1	Esox lucius	Actinopteri	RYR	found_annotated	1	1	UP000265140	70	45	16	protein_database_and_genome
GCF_011004875.1	Balearica regulorum gibbericeps	Aves	ITPR1	found_annotated	1	1	UP000053309	2	0	0	genome_only:records_exist_but_none_full_length
GCF_011004875.1	Balearica regulorum gibbericeps	Aves	ITPR2	found_annotated	1	1	UP000053309	2	0	0	genome_only:records_exist_but_none_full_length
GCF_011004875.1	Balearica regulorum gibbericeps	Aves	ITPR3	found_annotated	1	1	UP000053309	2	0	0	genome_only:records_exist_but_none_full_length
GCF_011004875.1	Balearica regulorum gibbericeps	Aves	RYR	found_annotated	1	1	UP000053309	2	0	0	genome_only:records_exist_but_none_full_length
GCF_013368585.1	Megalops cyprinoides	Actinopteri	ITPR1	found_annotated	1	0		0	0	0	genome_only:no_reference_proteome
GCF_013368585.1	Megalops cyprinoides	Actinopteri	ITPR2	found_annotated	1	0		0	0	0	genome_only:no_reference_proteome
GCF_013368585.1	Megalops cyprinoides	Actinopteri	ITPR3	found_annotated	1	0		0	0	0	genome_only:no_reference_proteome
GCF_013368585.1	Megalops cyprinoides	Actinopteri	RYR	found_annotated	1	0		0	0	0	genome_only:no_reference_proteome
GCF_013368605.1	Nyctibius grandis	Aves	ITPR1	found_annotated	1	1	UP000567826	6	2	1	protein_database_and_genome
GCF_013368605.1	Nyctibius grandis	Aves	ITPR2	found_annotated	1	1	UP000567826	6	2	0	genome_only:no_record_resolves_to_this_paralog
GCF_013368605.1	Nyctibius grandis	Aves	ITPR3	found_annotated	1	1	UP000567826	6	2	1	protein_database_and_genome
GCF_013368605.1	Nyctibius grandis	Aves	RYR	found_annotated	1	1	UP000567826	6	2	0	genome_only:no_record_resolves_to_this_paralog
GCF_014839835.1	Dryobates pubescens	Aves	ITPR1	found_annotated	1	1	UP000053875	1	1	0	genome_only:no_record_resolves_to_this_paralog
GCF_014839835.1	Dryobates pubescens	Aves	ITPR2	found_annotated	1	1	UP000053875	1	1	1	protein_database_and_genome
GCF_014839835.1	Dryobates pubescens	Aves	ITPR3	found_annotated	1	1	UP000053875	1	1	0	genome_only:no_record_resolves_to_this_paralog
GCF_014839835.1	Dryobates pubescens	Aves	RYR	found_annotated	1	1	UP000053875	1	1	0	genome_only:no_record_resolves_to_this_paralog
GCF_016433145.1	Gracilinanus agilis	Mammalia	ITPR1	found_annotated	1	0		0	0	0	genome_only:no_reference_proteome
GCF_016433145.1	Gracilinanus agilis	Mammalia	ITPR2	found_annotated	1	0		0	0	0	genome_only:no_reference_proteome
GCF_016433145.1	Gracilinanus agilis	Mammalia	ITPR3	found_annotated	1	0		0	0	0	genome_only:no_reference_proteome
GCF_016433145.1	Gracilinanus agilis	Mammalia	RYR	found_annotated	1	0		0	0	0	genome_only:no_reference_proteome
GCF_016699485.2	Gallus gallus	Aves	ITPR1	found_annotated	1	1	UP000000539	44	27	6	protein_database_and_genome
GCF_016699485.2	Gallus gallus	Aves	ITPR2	found_annotated	1	1	UP000000539	44	27	4	protein_database_and_genome
GCF_016699485.2	Gallus gallus	Aves	ITPR3	found_annotated	1	1	UP000000539	44	27	4	protein_database_and_genome
GCF_016699485.2	Gallus gallus	Aves	RYR	found_annotated	1	1	UP000000539	44	27	13	protein_database_and_genome
GCF_016859285.1	Xiphias gladius	Actinopteri	ITPR1	found_annotated	1	0		0	0	0	genome_only:no_reference_proteome
GCF_016859285.1	Xiphias gladius	Actinopteri	ITPR2	found_annotated	1	0		0	0	0	genome_only:no_reference_proteome
GCF_016859285.1	Xiphias gladius	Actinopteri	ITPR3	found_annotated	1	0		0	0	0	genome_only:no_reference_proteome
GCF_016859285.1	Xiphias gladius	Actinopteri	RYR	found_annotated	1	0		0	0	0	genome_only:no_reference_proteome
GCF_017639515.1	Carcharodon carcharias	Chondrichthyes	ITPR1	found_annotated	1	0		0	0	0	genome_only:no_reference_proteome
GCF_017639515.1	Carcharodon carcharias	Chondrichthyes	ITPR2	found_annotated	1	0		0	0	0	genome_only:no_reference_proteome
GCF_017639515.1	Carcharodon carcharias	Chondrichthyes	ITPR3	found_annotated	1	0		0	0	0	genome_only:no_reference_proteome
GCF_017639515.1	Carcharodon carcharias	Chondrichthyes	RYR	found_annotated	1	0		0	0	0	genome_only:no_reference_proteome
GCF_017654505.1	Polyodon spathula	Actinopteri	ITPR1	found_annotated	1	1	UP001166093	7	3	1	protein_database_and_genome
GCF_017654505.1	Polyodon spathula	Actinopteri	ITPR2	found_annotated	1	1	UP001166093	7	3	0	genome_only:no_record_resolves_to_this_paralog
GCF_017654505.1	Polyodon spathula	Actinopteri	ITPR3	found_annotated	1	1	UP001166093	7	3	1	protein_database_and_genome
GCF_017654505.1	Polyodon spathula	Actinopteri	RYR	found_annotated	1	1	UP001166093	7	3	1	protein_database_and_genome
GCF_017976375.1	Cuculus canorus	Aves	ITPR1	found_annotated	1	1	UP000053760	1	1	0	genome_only:no_record_resolves_to_this_paralog
GCF_017976375.1	Cuculus canorus	Aves	ITPR2	found_annotated	1	1	UP000053760	1	1	0	genome_only:no_record_resolves_to_this_paralog
GCF_017976375.1	Cuculus canorus	Aves	ITPR3	found_annotated	1	1	UP000053760	1	1	0	genome_only:no_record_resolves_to_this_paralog
GCF_017976375.1	Cuculus canorus	Aves	RYR	found_annotated	1	1	UP000053760	1	1	1	protein_database_and_genome
GCF_018139145.2	Gymnogyps californianus	Aves	ITPR1	found_annotated	1	0		0	0	0	genome_only:no_reference_proteome
GCF_018139145.2	Gymnogyps californianus	Aves	ITPR2	found_annotated	1	0		0	0	0	genome_only:no_reference_proteome
GCF_018139145.2	Gymnogyps californianus	Aves	ITPR3	found_annotated	1	0		0	0	0	genome_only:no_reference_proteome
GCF_018139145.2	Gymnogyps californianus	Aves	RYR	found_annotated	1	0		0	0	0	genome_only:no_reference_proteome
GCF_018320785.1	Cheilinus undulatus	Actinopteri	ITPR1	found_annotated	1	0		0	0	0	genome_only:no_reference_proteome
GCF_018320785.1	Cheilinus undulatus	Actinopteri	ITPR2	found_annotated	1	0		0	0	0	genome_only:no_reference_proteome
GCF_018320785.1	Cheilinus undulatus	Actinopteri	ITPR3	found_annotated	1	0		0	0	0	genome_only:no_reference_proteome
GCF_018320785.1	Cheilinus undulatus	Actinopteri	RYR	found_annotated	1	0		0	0	0	genome_only:no_reference_proteome
GCF_018691265.1	Tyto alba	Aves	ITPR1	found_annotated	1	1	UP000054190	3	1	0	genome_only:no_record_resolves_to_this_paralog
GCF_018691265.1	Tyto alba	Aves	ITPR2	found_annotated	1	1	UP000054190	3	1	0	genome_only:no_record_resolves_to_this_paralog
GCF_018691265.1	Tyto alba	Aves	ITPR3	found_annotated	1	1	UP000054190	3	1	0	genome_only:no_record_resolves_to_this_paralog
GCF_018691265.1	Tyto alba	Aves	RYR	found_annotated	1	1	UP000054190	3	1	1	protein_database_and_genome
GCF_018977255.1	Callorhinchus milii	Chondrichthyes	ITPR1	found_annotated	1	1	UP000314986	66	49	9	protein_database_and_genome
GCF_018977255.1	Callorhinchus milii	Chondrichthyes	ITPR2	found_annotated	1	1	UP000314986	66	49	10	protein_database_and_genome
GCF_018977255.1	Callorhinchus milii	Chondrichthyes	ITPR3	found_annotated	1	1	UP000314986	66	49	10	protein_database_and_genome
GCF_018977255.1	Callorhinchus milii	Chondrichthyes	RYR	found_annotated	1	1	UP000314986	66	49	20	protein_database_and_genome
GCF_019279795.1	Protopterus annectens	Dipnoi	ITPR1	found_annotated	1	0		0	0	0	genome_only:no_reference_proteome
GCF_019279795.1	Protopterus annectens	Dipnoi	ITPR2	found_annotated	1	0		0	0	0	genome_only:no_reference_proteome
GCF_019279795.1	Protopterus annectens	Dipnoi	ITPR3	found_annotated	1	0		0	0	0	genome_only:no_reference_proteome
GCF_019279795.1	Protopterus annectens	Dipnoi	RYR	found_annotated	1	0		0	0	0	genome_only:no_reference_proteome
GCF_019393635.1	Dromiciops gliroides	Mammalia	ITPR1	found_annotated	1	0		0	0	0	genome_only:no_reference_proteome
GCF_019393635.1	Dromiciops gliroides	Mammalia	ITPR2	found_annotated	1	0		0	0	0	genome_only:no_reference_proteome
GCF_019393635.1	Dromiciops gliroides	Mammalia	ITPR3	found_annotated	1	0		0	0	0	genome_only:no_reference_proteome
GCF_019393635.1	Dromiciops gliroides	Mammalia	RYR	found_annotated	1	0		0	0	0	genome_only:no_reference_proteome
GCF_019740435.1	Gambusia affinis	Actinopteri	ITPR1	found_annotated	1	1	UP000250572	11	3	0	genome_only:no_record_resolves_to_this_paralog
GCF_019740435.1	Gambusia affinis	Actinopteri	ITPR2	found_annotated	1	1	UP000250572	11	3	1	protein_database_and_genome
GCF_019740435.1	Gambusia affinis	Actinopteri	ITPR3	found_annotated	1	1	UP000250572	11	3	0	genome_only:no_record_resolves_to_this_paralog
GCF_019740435.1	Gambusia affinis	Actinopteri	RYR	found_annotated	1	1	UP000250572	11	3	2	protein_database_and_genome
GCF_020171115.1	Neogale vison	Mammalia	ITPR1	found_annotated	1	1	UP000694425	19	9	4	protein_database_and_genome
GCF_020171115.1	Neogale vison	Mammalia	ITPR2	found_annotated	1	1	UP000694425	19	9	1	protein_database_and_genome
GCF_020171115.1	Neogale vison	Mammalia	ITPR3	found_annotated	1	1	UP000694425	19	9	1	protein_database_and_genome
GCF_020171115.1	Neogale vison	Mammalia	RYR	found_annotated	1	1	UP000694425	19	9	3	protein_database_and_genome
GCF_020740795.1	Apus apus	Aves	ITPR1	found_annotated	1	0		0	0	0	genome_only:no_reference_proteome
GCF_020740795.1	Apus apus	Aves	ITPR2	found_annotated	1	0		0	0	0	genome_only:no_reference_proteome
GCF_020740795.1	Apus apus	Aves	ITPR3	found_annotated	1	0		0	0	0	genome_only:no_reference_proteome
GCF_020740795.1	Apus apus	Aves	RYR	found_annotated	1	0		0	0	0	genome_only:no_reference_proteome
GCF_020826845.1	Diceros bicornis minor	Mammalia	ITPR1	found_annotated	1	1	UP000551758	6	1	0	genome_only:no_record_resolves_to_this_paralog
GCF_020826845.1	Diceros bicornis minor	Mammalia	ITPR2	found_annotated	1	1	UP000551758	6	1	0	genome_only:no_record_resolves_to_this_paralog
GCF_020826845.1	Diceros bicornis minor	Mammalia	ITPR3	found_annotated	1	1	UP000551758	6	1	0	genome_only:no_record_resolves_to_this_paralog
GCF_020826845.1	Diceros bicornis minor	Mammalia	RYR	found_annotated	1	1	UP000551758	6	1	1	protein_database_and_genome
GCF_021028975.2	Sphaerodactylus townsendi	Lepidosauria	ITPR1	found_annotated	1	1	UP000827872	20	0	0	genome_only:records_exist_but_none_full_length
GCF_021028975.2	Sphaerodactylus townsendi	Lepidosauria	ITPR2	found_annotated	1	1	UP000827872	20	0	0	genome_only:records_exist_but_none_full_length
GCF_021028975.2	Sphaerodactylus townsendi	Lepidosauria	ITPR3	found_annotated	1	1	UP000827872	20	0	0	genome_only:records_exist_but_none_full_length
GCF_021028975.2	Sphaerodactylus townsendi	Lepidosauria	RYR	found_annotated	1	1	UP000827872	20	0	0	genome_only:records_exist_but_none_full_length
GCF_021292245.1	Micropterus dolomieu	Actinopteri	ITPR1	found_annotated	1	0		0	0	0	genome_only:no_reference_proteome
GCF_021292245.1	Micropterus dolomieu	Actinopteri	ITPR2	found_annotated	1	0		0	0	0	genome_only:no_reference_proteome
GCF_021292245.1	Micropterus dolomieu	Actinopteri	ITPR3	found_annotated	1	0		0	0	0	genome_only:no_reference_proteome
GCF_021292245.1	Micropterus dolomieu	Actinopteri	RYR	found_annotated	1	0		0	0	0	genome_only:no_reference_proteome
GCF_021613505.1	Equus quagga	Mammalia	ITPR1	found_annotated	1	0		0	0	0	genome_only:no_reference_proteome
GCF_021613505.1	Equus quagga	Mammalia	ITPR2	found_annotated	1	0		0	0	0	genome_only:no_reference_proteome
GCF_021613505.1	Equus quagga	Mammalia	ITPR3	found_annotated	1	0		0	0	0	genome_only:no_reference_proteome
GCF_021613505.1	Equus quagga	Mammalia	RYR	found_annotated	1	0		0	0	0	genome_only:no_reference_proteome
GCF_023634155.1	Falco peregrinus	Aves	ITPR1	found_annotated	1	0		0	0	0	genome_only:no_reference_proteome
GCF_023634155.1	Falco peregrinus	Aves	ITPR2	found_annotated	1	0		0	0	0	genome_only:no_reference_proteome
GCF_023634155.1	Falco peregrinus	Aves	ITPR3	found_annotated	1	0		0	0	0	genome_only:no_reference_proteome
GCF_023634155.1	Falco peregrinus	Aves	RYR	found_annotated	1	0		0	0	0	genome_only:no_reference_proteome
GCF_023851605.1	Tamandua tetradactyla	Mammalia	ITPR1	found_annotated	1	0		0	0	0	genome_only:no_reference_proteome
