accession	organism	vclass	cell	bait	bait_species	bait_band	bait_group	bait_origin	identity	coverage	aligned	found
GCF_949987555.1	Borostomias antarcticus	Actinopteri	ITPR2	A0ABM1LG32|ITPR2|Gekko_japonicus	Gekko_japonicus	reptilia	reptile	s5_addition	0.7657	1.0	1	1
GCF_949987555.1	Borostomias antarcticus	Actinopteri	ITPR3	A0A8C6KWV8|ITPR3|Nothobranchius_furzeri	Nothobranchius_furzeri	actinopteri	ray-finned fish	s5_addition	0.8469	1.0	1	1
GCF_949987555.1	Borostomias antarcticus	Actinopteri	ITPR3	A0A8M6Z266|itpr3|Danio_rerio|ITPR3	Danio_rerio	actinopteri	ray-finned fish	s3_seed	0.8143	1.0	1	1
GCF_949987555.1	Borostomias antarcticus	Actinopteri	ITPR3	A0A8J0SYK9|itpr3|Xenopus_tropicalis|ITPR3	Xenopus_tropicalis	amphibia	amphibian	s3_seed	0.7504	1.0	1	1
GCF_949987555.1	Borostomias antarcticus	Actinopteri	ITPR3	A0A7K6LHC3|ITPR3|Falcunculus_frontatus	Falcunculus_frontatus	aves	bird	s5_addition	0.7623	0.9985	1	1
GCF_949987555.1	Borostomias antarcticus	Actinopteri	ITPR3	A0A8V1ACE6|ITPR3|Gallus_gallus|ITPR3	Gallus_gallus	aves	bird	s3_seed	0.7668	0.9985	1	1
GCF_949987555.1	Borostomias antarcticus	Actinopteri	ITPR3	A0A4W3GWE7|ITPR3|Callorhinchus_milii	Callorhinchus_milii	chondrichthyes	cartilaginous fish	s5_addition	0.7476	1.0	1	1
GCF_949987555.1	Borostomias antarcticus	Actinopteri	ITPR3	P70227|Itpr3|Mus_musculus|ITPR3	Mus_musculus	mammalia	mammal	s3_seed	0.7547	0.9985	1	1
GCF_949987555.1	Borostomias antarcticus	Actinopteri	ITPR3	Q14573|ITPR3|Homo_sapiens|ITPR3	Homo_sapiens	mammalia	mammal	s3_seed	0.7561	0.9985	1	1
GCF_949987555.1	Borostomias antarcticus	Actinopteri	ITPR3	A0A6J0TV85|ITPR3|Pogona_vitticeps	Pogona_vitticeps	reptilia	reptile	s5_addition	0.7633	0.9985	1	1
GCF_949987555.1	Borostomias antarcticus	Actinopteri	ITPR3	H3B932|ITPR3|Latimeria_chalumnae	Latimeria_chalumnae	sarcopterygian_fish	lobe-finned fish	s5_addition	0.7241	0.9955	1	1
GCF_949987555.1	Borostomias antarcticus	Actinopteri	RYR	A0AC58GZ77|ryr2a|Danio_rerio|RYR2	Danio_rerio	actinopteri	ray-finned fish	s3_seed	0.9074	1.0	1	1
GCF_949987555.1	Borostomias antarcticus	Actinopteri	RYR	A0A6I8Q6P7|ryr1|Xenopus_tropicalis|RYR1	Xenopus_tropicalis	amphibia	amphibian	s3_seed	0.667	1.0	1	1
GCF_949987555.1	Borostomias antarcticus	Actinopteri	RYR	A0A8V0Y8K1|RYR2|Gallus_gallus|RYR2	Gallus_gallus	aves	bird	s3_seed	0.8616	1.0	1	1
GCF_949987555.1	Borostomias antarcticus	Actinopteri	RYR	A0A4W3I1N0|LOC103190328|Callorhinchus_milii|vertebrate_basal	Callorhinchus_milii	chondrichthyes	cartilaginous fish	s3_seed	0.668	0.9972	1	1
GCF_949987555.1	Borostomias antarcticus	Actinopteri	RYR	A0AAJ7XD62|LOC116953891|Petromyzon_marinus|vertebrate_basal	Petromyzon_marinus	cyclostomata	cyclostome	s3_seed	0.681	1.0	1	1
GCF_949987555.1	Borostomias antarcticus	Actinopteri	RYR	Q92736|RYR2|Homo_sapiens|RYR2	Homo_sapiens	mammalia	mammal	s3_seed	0.8627	1.0	1	1
GCF_949987555.1	Borostomias antarcticus	Actinopteri	RYR	A0A3Q0HBW9|RYR|Alligator_sinensis	Alligator_sinensis	reptilia	reptile	s5_addition	0.8597	0.996	1	1
GCF_949987555.1	Borostomias antarcticus	Actinopteri	RYR	H3BGR5|RYR|Latimeria_chalumnae	Latimeria_chalumnae	sarcopterygian_fish	lobe-finned fish	s5_addition	0.6526	1.0	1	1
GCF_949987685.1	Ammodytes marinus	Actinopteri	ITPR1	A0A672IUQ7|ITPR1|Salarias_fasciatus	Salarias_fasciatus	actinopteri	ray-finned fish	s5_addition	0.9525	1.0	1	1
GCF_949987685.1	Ammodytes marinus	Actinopteri	ITPR1	A0A8M2BDG0|itpr1a|Danio_rerio|ITPR1	Danio_rerio	actinopteri	ray-finned fish	s3_seed	0.8575	1.0	1	1
GCF_949987685.1	Ammodytes marinus	Actinopteri	ITPR1	A0A8J0T3U5|itpr1|Xenopus_tropicalis|ITPR1	Xenopus_tropicalis	amphibia	amphibian	s3_seed	0.8388	1.0	1	1
GCF_949987685.1	Ammodytes marinus	Actinopteri	ITPR1	A0A8V0ZJT0|ITPR1|Gallus_gallus|ITPR1	Gallus_gallus	aves	bird	s3_seed	0.8487	0.995	1	1
GCF_949987685.1	Ammodytes marinus	Actinopteri	ITPR1	A0ABM4F3U0|ITPR1|Apteryx_mantelli	Apteryx_mantelli	aves	bird	s5_addition	0.8514	1.0	1	1
GCF_949987685.1	Ammodytes marinus	Actinopteri	ITPR1	P11881|Itpr1|Mus_musculus|ITPR1	Mus_musculus	mammalia	mammal	s3_seed	0.8564	1.0	1	1
GCF_949987685.1	Ammodytes marinus	Actinopteri	ITPR1	Q14643|ITPR1|Homo_sapiens|ITPR1	Homo_sapiens	mammalia	mammal	s3_seed	0.8529	1.0	1	1
GCF_949987685.1	Ammodytes marinus	Actinopteri	ITPR1	A0A670JBK6|ITPR1|Podarcis_muralis	Podarcis_muralis	reptilia	reptile	s5_addition	0.8541	1.0	1	1
GCF_949987685.1	Ammodytes marinus	Actinopteri	ITPR1	H3A1P5|ITPR1|Latimeria_chalumnae|ITPR1	Latimeria_chalumnae	sarcopterygian_fish	lobe-finned fish	s3_seed	0.82	1.0	1	1
GCF_949987685.1	Ammodytes marinus	Actinopteri	ITPR2	A0A8M9PQQ3|itpr2|Danio_rerio|ITPR2	Danio_rerio	actinopteri	ray-finned fish	s3_seed	0.7904	1.0	1	1
GCF_949987685.1	Ammodytes marinus	Actinopteri	ITPR2	A0AAX7UHL1|ITPR2|Astatotilapia_calliptera	Astatotilapia_calliptera	actinopteri	ray-finned fish	s5_addition	0.8596	1.0	1	1
GCF_949987685.1	Ammodytes marinus	Actinopteri	ITPR2	A0A6I8RGU0|itpr2|Xenopus_tropicalis|ITPR2	Xenopus_tropicalis	amphibia	amphibian	s3_seed	0.7656	1.0	1	1
GCF_949987685.1	Ammodytes marinus	Actinopteri	ITPR2	A0A672UP22|ITPR2|Strigops_habroptila	Strigops_habroptila	aves	bird	s5_addition	0.7703	1.0	1	1
GCF_949987685.1	Ammodytes marinus	Actinopteri	ITPR2	F1P1X4|ITPR2|Gallus_gallus|ITPR2	Gallus_gallus	aves	bird	s3_seed	0.7706	1.0	1	1
GCF_949987685.1	Ammodytes marinus	Actinopteri	ITPR2	Q14571|ITPR2|Homo_sapiens|ITPR2	Homo_sapiens	mammalia	mammal	s3_seed	0.7648	1.0	1	1
GCF_949987685.1	Ammodytes marinus	Actinopteri	ITPR2	Q9Z329|Itpr2|Mus_musculus|ITPR2	Mus_musculus	mammalia	mammal	s3_seed	0.762	1.0	1	1
GCF_949987685.1	Ammodytes marinus	Actinopteri	ITPR2	A0ABM1LG32|ITPR2|Gekko_japonicus	Gekko_japonicus	reptilia	reptile	s5_addition	0.7634	1.0	1	1
GCF_949987685.1	Ammodytes marinus	Actinopteri	ITPR3	A0A8C6KWV8|ITPR3|Nothobranchius_furzeri	Nothobranchius_furzeri	actinopteri	ray-finned fish	s5_addition	0.816	1.0	1	1
GCF_949987685.1	Ammodytes marinus	Actinopteri	ITPR3	A0A8M6Z266|itpr3|Danio_rerio|ITPR3	Danio_rerio	actinopteri	ray-finned fish	s3_seed	0.7681	1.0	1	1
GCF_949987685.1	Ammodytes marinus	Actinopteri	ITPR3	A0A8J0SYK9|itpr3|Xenopus_tropicalis|ITPR3	Xenopus_tropicalis	amphibia	amphibian	s3_seed	0.7003	0.9944	1	1
GCF_949987685.1	Ammodytes marinus	Actinopteri	ITPR3	A0A7K6LHC3|ITPR3|Falcunculus_frontatus	Falcunculus_frontatus	aves	bird	s5_addition	0.7129	1.0	1	1
GCF_949987685.1	Ammodytes marinus	Actinopteri	ITPR3	A0A8V1ACE6|ITPR3|Gallus_gallus|ITPR3	Gallus_gallus	aves	bird	s3_seed	0.7141	1.0	1	1
GCF_949987685.1	Ammodytes marinus	Actinopteri	ITPR3	A0A4W3GWE7|ITPR3|Callorhinchus_milii	Callorhinchus_milii	chondrichthyes	cartilaginous fish	s5_addition	0.6978	0.9985	1	1
GCF_949987685.1	Ammodytes marinus	Actinopteri	ITPR3	P70227|Itpr3|Mus_musculus|ITPR3	Mus_musculus	mammalia	mammal	s3_seed	0.7031	0.9985	1	1
GCF_949987685.1	Ammodytes marinus	Actinopteri	ITPR3	Q14573|ITPR3|Homo_sapiens|ITPR3	Homo_sapiens	mammalia	mammal	s3_seed	0.7052	0.9985	1	1
GCF_949987685.1	Ammodytes marinus	Actinopteri	ITPR3	A0A6J0TV85|ITPR3|Pogona_vitticeps	Pogona_vitticeps	reptilia	reptile	s5_addition	0.7146	1.0	1	1
GCF_949987685.1	Ammodytes marinus	Actinopteri	ITPR3	H3B932|ITPR3|Latimeria_chalumnae	Latimeria_chalumnae	sarcopterygian_fish	lobe-finned fish	s5_addition	0.6744	0.9966	1	1
GCF_949987685.1	Ammodytes marinus	Actinopteri	RYR	A0AC58GZ77|ryr2a|Danio_rerio|RYR2	Danio_rerio	actinopteri	ray-finned fish	s3_seed	0.863	1.0	1	1
GCF_949987685.1	Ammodytes marinus	Actinopteri	RYR	A0A6I8Q6P7|ryr1|Xenopus_tropicalis|RYR1	Xenopus_tropicalis	amphibia	amphibian	s3_seed	0.6551	1.0	1	1
GCF_949987685.1	Ammodytes marinus	Actinopteri	RYR	A0A8V0Y8K1|RYR2|Gallus_gallus|RYR2	Gallus_gallus	aves	bird	s3_seed	0.8288	1.0	1	1
GCF_949987685.1	Ammodytes marinus	Actinopteri	RYR	A0A4W3I1N0|LOC103190328|Callorhinchus_milii|vertebrate_basal	Callorhinchus_milii	chondrichthyes	cartilaginous fish	s3_seed	0.6594	0.9972	1	1
GCF_949987685.1	Ammodytes marinus	Actinopteri	RYR	A0AAJ7XD62|LOC116953891|Petromyzon_marinus|vertebrate_basal	Petromyzon_marinus	cyclostomata	cyclostome	s3_seed	0.6575	1.0	1	1
GCF_949987685.1	Ammodytes marinus	Actinopteri	RYR	Q92736|RYR2|Homo_sapiens|RYR2	Homo_sapiens	mammalia	mammal	s3_seed	0.8264	1.0	1	1
GCF_949987685.1	Ammodytes marinus	Actinopteri	RYR	A0A3Q0HBW9|RYR|Alligator_sinensis	Alligator_sinensis	reptilia	reptile	s5_addition	0.829	0.996	1	1
GCF_949987685.1	Ammodytes marinus	Actinopteri	RYR	H3BGR5|RYR|Latimeria_chalumnae	Latimeria_chalumnae	sarcopterygian_fish	lobe-finned fish	s5_addition	0.6436	1.0	1	1
GCF_951640355.1	Cnephaeus nilssonii	Mammalia	ITPR1	A0A672IUQ7|ITPR1|Salarias_fasciatus	Salarias_fasciatus	actinopteri	ray-finned fish	s5_addition	0.8596	1.0	1	1
GCF_951640355.1	Cnephaeus nilssonii	Mammalia	ITPR1	A0A8M2BDG0|itpr1a|Danio_rerio|ITPR1	Danio_rerio	actinopteri	ray-finned fish	s3_seed	0.8203	1.0	1	1
GCF_951640355.1	Cnephaeus nilssonii	Mammalia	ITPR1	A0A8J0T3U5|itpr1|Xenopus_tropicalis|ITPR1	Xenopus_tropicalis	amphibia	amphibian	s3_seed	0.8739	1.0	1	1
GCF_951640355.1	Cnephaeus nilssonii	Mammalia	ITPR1	A0A8V0ZJT0|ITPR1|Gallus_gallus|ITPR1	Gallus_gallus	aves	bird	s3_seed	0.9229	0.9953	1	1
GCF_951640355.1	Cnephaeus nilssonii	Mammalia	ITPR1	A0ABM4F3U0|ITPR1|Apteryx_mantelli	Apteryx_mantelli	aves	bird	s5_addition	0.9304	1.0	1	1
GCF_951640355.1	Cnephaeus nilssonii	Mammalia	ITPR1	P11881|Itpr1|Mus_musculus|ITPR1	Mus_musculus	mammalia	mammal	s3_seed	0.9655	1.0	1	1
GCF_951640355.1	Cnephaeus nilssonii	Mammalia	ITPR1	Q14643|ITPR1|Homo_sapiens|ITPR1	Homo_sapiens	mammalia	mammal	s3_seed	0.9645	1.0	1	1
GCF_951640355.1	Cnephaeus nilssonii	Mammalia	ITPR1	A0A670JBK6|ITPR1|Podarcis_muralis	Podarcis_muralis	reptilia	reptile	s5_addition	0.9229	1.0	1	1
GCF_951640355.1	Cnephaeus nilssonii	Mammalia	ITPR1	H3A1P5|ITPR1|Latimeria_chalumnae|ITPR1	Latimeria_chalumnae	sarcopterygian_fish	lobe-finned fish	s3_seed	0.8476	1.0	1	1
GCF_951640355.1	Cnephaeus nilssonii	Mammalia	ITPR2	A0A8M9PQQ3|itpr2|Danio_rerio|ITPR2	Danio_rerio	actinopteri	ray-finned fish	s3_seed	0.754	0.9992	1	1
GCF_951640355.1	Cnephaeus nilssonii	Mammalia	ITPR2	A0AAX7UHL1|ITPR2|Astatotilapia_calliptera	Astatotilapia_calliptera	actinopteri	ray-finned fish	s5_addition	0.7508	1.0	1	1
GCF_951640355.1	Cnephaeus nilssonii	Mammalia	ITPR2	A0A6I8RGU0|itpr2|Xenopus_tropicalis|ITPR2	Xenopus_tropicalis	amphibia	amphibian	s3_seed	0.8789	1.0	1	1
GCF_951640355.1	Cnephaeus nilssonii	Mammalia	ITPR2	A0A672UP22|ITPR2|Strigops_habroptila	Strigops_habroptila	aves	bird	s5_addition	0.9308	1.0	1	1
GCF_951640355.1	Cnephaeus nilssonii	Mammalia	ITPR2	F1P1X4|ITPR2|Gallus_gallus|ITPR2	Gallus_gallus	aves	bird	s3_seed	0.9279	1.0	1	1
GCF_951640355.1	Cnephaeus nilssonii	Mammalia	ITPR2	Q14571|ITPR2|Homo_sapiens|ITPR2	Homo_sapiens	mammalia	mammal	s3_seed	0.9748	1.0	1	1
GCF_951640355.1	Cnephaeus nilssonii	Mammalia	ITPR2	Q9Z329|Itpr2|Mus_musculus|ITPR2	Mus_musculus	mammalia	mammal	s3_seed	0.9519	1.0	1	1
GCF_951640355.1	Cnephaeus nilssonii	Mammalia	ITPR2	A0ABM1LG32|ITPR2|Gekko_japonicus	Gekko_japonicus	reptilia	reptile	s5_addition	0.9053	1.0	1	1
GCF_951640355.1	Cnephaeus nilssonii	Mammalia	ITPR3	A0A8C6KWV8|ITPR3|Nothobranchius_furzeri	Nothobranchius_furzeri	actinopteri	ray-finned fish	s5_addition	0.7565	0.9921	1	1
GCF_951640355.1	Cnephaeus nilssonii	Mammalia	ITPR3	A0A8M6Z266|itpr3|Danio_rerio|ITPR3	Danio_rerio	actinopteri	ray-finned fish	s3_seed	0.7417	0.992	1	1
GCF_951640355.1	Cnephaeus nilssonii	Mammalia	ITPR3	A0A8J0SYK9|itpr3|Xenopus_tropicalis|ITPR3	Xenopus_tropicalis	amphibia	amphibian	s3_seed	0.8305	0.9944	1	1
GCF_951640355.1	Cnephaeus nilssonii	Mammalia	ITPR3	A0A7K6LHC3|ITPR3|Falcunculus_frontatus	Falcunculus_frontatus	aves	bird	s5_addition	0.8736	1.0	1	1
GCF_951640355.1	Cnephaeus nilssonii	Mammalia	ITPR3	A0A8V1ACE6|ITPR3|Gallus_gallus|ITPR3	Gallus_gallus	aves	bird	s3_seed	0.8865	1.0	1	1
GCF_951640355.1	Cnephaeus nilssonii	Mammalia	ITPR3	A0A4W3GWE7|ITPR3|Callorhinchus_milii	Callorhinchus_milii	chondrichthyes	cartilaginous fish	s5_addition	0.7809	0.9954	1	1
GCF_951640355.1	Cnephaeus nilssonii	Mammalia	ITPR3	P70227|Itpr3|Mus_musculus|ITPR3	Mus_musculus	mammalia	mammal	s3_seed	0.9521	1.0	1	1
GCF_951640355.1	Cnephaeus nilssonii	Mammalia	ITPR3	Q14573|ITPR3|Homo_sapiens|ITPR3	Homo_sapiens	mammalia	mammal	s3_seed	0.9682	1.0	1	1
GCF_951640355.1	Cnephaeus nilssonii	Mammalia	ITPR3	A0A6J0TV85|ITPR3|Pogona_vitticeps	Pogona_vitticeps	reptilia	reptile	s5_addition	0.8791	1.0	1	1
GCF_951640355.1	Cnephaeus nilssonii	Mammalia	ITPR3	H3B932|ITPR3|Latimeria_chalumnae	Latimeria_chalumnae	sarcopterygian_fish	lobe-finned fish	s5_addition	0.7457	0.9944	1	1
GCF_951640355.1	Cnephaeus nilssonii	Mammalia	RYR	A0AC58GZ77|ryr2a|Danio_rerio|RYR2	Danio_rerio	actinopteri	ray-finned fish	s3_seed	0.8411	1.0	1	1
GCF_951640355.1	Cnephaeus nilssonii	Mammalia	RYR	A0A6I8Q6P7|ryr1|Xenopus_tropicalis|RYR1	Xenopus_tropicalis	amphibia	amphibian	s3_seed	0.6677	1.0	1	1
GCF_951640355.1	Cnephaeus nilssonii	Mammalia	RYR	A0A8V0Y8K1|RYR2|Gallus_gallus|RYR2	Gallus_gallus	aves	bird	s3_seed	0.9059	1.0	1	1
GCF_951640355.1	Cnephaeus nilssonii	Mammalia	RYR	A0A4W3I1N0|LOC103190328|Callorhinchus_milii|vertebrate_basal	Callorhinchus_milii	chondrichthyes	cartilaginous fish	s3_seed	0.6738	0.9972	1	1
GCF_951640355.1	Cnephaeus nilssonii	Mammalia	RYR	A0AAJ7XD62|LOC116953891|Petromyzon_marinus|vertebrate_basal	Petromyzon_marinus	cyclostomata	cyclostome	s3_seed	0.6812	1.0	1	1
GCF_951640355.1	Cnephaeus nilssonii	Mammalia	RYR	Q92736|RYR2|Homo_sapiens|RYR2	Homo_sapiens	mammalia	mammal	s3_seed	0.9442	1.0	1	1
GCF_951640355.1	Cnephaeus nilssonii	Mammalia	RYR	A0A3Q0HBW9|RYR|Alligator_sinensis	Alligator_sinensis	reptilia	reptile	s5_addition	0.9025	0.9962	1	1
GCF_951640355.1	Cnephaeus nilssonii	Mammalia	RYR	H3BGR5|RYR|Latimeria_chalumnae	Latimeria_chalumnae	sarcopterygian_fish	lobe-finned fish	s5_addition	0.6576	1.0	1	1
GCF_951799975.1	Gobius niger	Actinopteri	ITPR1	A0A672IUQ7|ITPR1|Salarias_fasciatus	Salarias_fasciatus	actinopteri	ray-finned fish	s5_addition	0.932	1.0	1	1
GCF_951799975.1	Gobius niger	Actinopteri	ITPR1	A0A8M2BDG0|itpr1a|Danio_rerio|ITPR1	Danio_rerio	actinopteri	ray-finned fish	s3_seed	0.8545	1.0	1	1
GCF_951799975.1	Gobius niger	Actinopteri	ITPR1	A0A8J0T3U5|itpr1|Xenopus_tropicalis|ITPR1	Xenopus_tropicalis	amphibia	amphibian	s3_seed	0.8393	1.0	1	1
GCF_951799975.1	Gobius niger	Actinopteri	ITPR1	A0A8V0ZJT0|ITPR1|Gallus_gallus|ITPR1	Gallus_gallus	aves	bird	s3_seed	0.843	0.995	1	1
GCF_951799975.1	Gobius niger	Actinopteri	ITPR1	A0ABM4F3U0|ITPR1|Apteryx_mantelli	Apteryx_mantelli	aves	bird	s5_addition	0.8473	1.0	1	1
GCF_951799975.1	Gobius niger	Actinopteri	ITPR1	P11881|Itpr1|Mus_musculus|ITPR1	Mus_musculus	mammalia	mammal	s3_seed	0.8464	1.0	1	1
GCF_951799975.1	Gobius niger	Actinopteri	ITPR1	Q14643|ITPR1|Homo_sapiens|ITPR1	Homo_sapiens	mammalia	mammal	s3_seed	0.8421	1.0	1	1
GCF_951799975.1	Gobius niger	Actinopteri	ITPR1	A0A670JBK6|ITPR1|Podarcis_muralis	Podarcis_muralis	reptilia	reptile	s5_addition	0.8349	1.0	1	1
GCF_951799975.1	Gobius niger	Actinopteri	ITPR1	H3A1P5|ITPR1|Latimeria_chalumnae|ITPR1	Latimeria_chalumnae	sarcopterygian_fish	lobe-finned fish	s3_seed	0.817	1.0	1	1
GCF_951799975.1	Gobius niger	Actinopteri	ITPR2	A0A8M9PQQ3|itpr2|Danio_rerio|ITPR2	Danio_rerio	actinopteri	ray-finned fish	s3_seed	0.7873	0.9989	1	1
GCF_951799975.1	Gobius niger	Actinopteri	ITPR2	A0AAX7UHL1|ITPR2|Astatotilapia_calliptera	Astatotilapia_calliptera	actinopteri	ray-finned fish	s5_addition	0.8394	1.0	1	1
GCF_951799975.1	Gobius niger	Actinopteri	ITPR2	A0A6I8RGU0|itpr2|Xenopus_tropicalis|ITPR2	Xenopus_tropicalis	amphibia	amphibian	s3_seed	0.7604	1.0	1	1
GCF_951799975.1	Gobius niger	Actinopteri	ITPR2	A0A672UP22|ITPR2|Strigops_habroptila	Strigops_habroptila	aves	bird	s5_addition	0.7609	1.0	1	1
GCF_951799975.1	Gobius niger	Actinopteri	ITPR2	F1P1X4|ITPR2|Gallus_gallus|ITPR2	Gallus_gallus	aves	bird	s3_seed	0.76	1.0	1	1
GCF_951799975.1	Gobius niger	Actinopteri	ITPR2	Q14571|ITPR2|Homo_sapiens|ITPR2	Homo_sapiens	mammalia	mammal	s3_seed	0.7571	1.0	1	1
GCF_951799975.1	Gobius niger	Actinopteri	ITPR2	Q9Z329|Itpr2|Mus_musculus|ITPR2	Mus_musculus	mammalia	mammal	s3_seed	0.7533	1.0	1	1
GCF_951799975.1	Gobius niger	Actinopteri	ITPR2	A0ABM1LG32|ITPR2|Gekko_japonicus	Gekko_japonicus	reptilia	reptile	s5_addition	0.7551	1.0	1	1
GCF_951799975.1	Gobius niger	Actinopteri	ITPR3	A0A8C6KWV8|ITPR3|Nothobranchius_furzeri	Nothobranchius_furzeri	actinopteri	ray-finned fish	s5_addition	0.8696	1.0	1	1
GCF_951799975.1	Gobius niger	Actinopteri	ITPR3	A0A8M6Z266|itpr3|Danio_rerio|ITPR3	Danio_rerio	actinopteri	ray-finned fish	s3_seed	0.8126	1.0	1	1
GCF_951799975.1	Gobius niger	Actinopteri	ITPR3	A0A8J0SYK9|itpr3|Xenopus_tropicalis|ITPR3	Xenopus_tropicalis	amphibia	amphibian	s3_seed	0.7455	0.9944	1	1
GCF_951799975.1	Gobius niger	Actinopteri	ITPR3	A0A7K6LHC3|ITPR3|Falcunculus_frontatus	Falcunculus_frontatus	aves	bird	s5_addition	0.7576	0.9985	1	1
GCF_951799975.1	Gobius niger	Actinopteri	ITPR3	A0A8V1ACE6|ITPR3|Gallus_gallus|ITPR3	Gallus_gallus	aves	bird	s3_seed	0.7603	0.9985	1	1
GCF_951799975.1	Gobius niger	Actinopteri	ITPR3	A0A4W3GWE7|ITPR3|Callorhinchus_milii	Callorhinchus_milii	chondrichthyes	cartilaginous fish	s5_addition	0.7375	0.9985	1	1
GCF_951799975.1	Gobius niger	Actinopteri	ITPR3	P70227|Itpr3|Mus_musculus|ITPR3	Mus_musculus	mammalia	mammal	s3_seed	0.7462	0.9985	1	1
GCF_951799975.1	Gobius niger	Actinopteri	ITPR3	Q14573|ITPR3|Homo_sapiens|ITPR3	Homo_sapiens	mammalia	mammal	s3_seed	0.7523	0.9985	1	1
GCF_951799975.1	Gobius niger	Actinopteri	ITPR3	A0A6J0TV85|ITPR3|Pogona_vitticeps	Pogona_vitticeps	reptilia	reptile	s5_addition	0.7613	0.9985	1	1
GCF_951799975.1	Gobius niger	Actinopteri	ITPR3	H3B932|ITPR3|Latimeria_chalumnae	Latimeria_chalumnae	sarcopterygian_fish	lobe-finned fish	s5_addition	0.7113	1.0	1	1
GCF_951799975.1	Gobius niger	Actinopteri	RYR	A0AC58GZ77|ryr2a|Danio_rerio|RYR2	Danio_rerio	actinopteri	ray-finned fish	s3_seed	0.839	1.0	1	1
GCF_951799975.1	Gobius niger	Actinopteri	RYR	A0A6I8Q6P7|ryr1|Xenopus_tropicalis|RYR1	Xenopus_tropicalis	amphibia	amphibian	s3_seed	0.6477	1.0	1	1
GCF_951799975.1	Gobius niger	Actinopteri	RYR	A0A8V0Y8K1|RYR2|Gallus_gallus|RYR2	Gallus_gallus	aves	bird	s3_seed	0.8071	1.0	1	1
GCF_951799975.1	Gobius niger	Actinopteri	RYR	A0A4W3I1N0|LOC103190328|Callorhinchus_milii|vertebrate_basal	Callorhinchus_milii	chondrichthyes	cartilaginous fish	s3_seed	0.6494	0.9972	1	1
GCF_951799975.1	Gobius niger	Actinopteri	RYR	A0AAJ7XD62|LOC116953891|Petromyzon_marinus|vertebrate_basal	Petromyzon_marinus	cyclostomata	cyclostome	s3_seed	0.6448	1.0	1	1
GCF_951799975.1	Gobius niger	Actinopteri	RYR	Q92736|RYR2|Homo_sapiens|RYR2	Homo_sapiens	mammalia	mammal	s3_seed	0.8065	1.0	1	1
GCF_951799975.1	Gobius niger	Actinopteri	RYR	A0A3Q0HBW9|RYR|Alligator_sinensis	Alligator_sinensis	reptilia	reptile	s5_addition	0.8053	0.9962	1	1
GCF_951799975.1	Gobius niger	Actinopteri	RYR	H3BGR5|RYR|Latimeria_chalumnae	Latimeria_chalumnae	sarcopterygian_fish	lobe-finned fish	s5_addition	0.6336	1.0	1	1
GCF_960531495.1	Zeus faber	Actinopteri	ITPR1	A0A672IUQ7|ITPR1|Salarias_fasciatus	Salarias_fasciatus	actinopteri	ray-finned fish	s5_addition	0.94	1.0	1	1
GCF_960531495.1	Zeus faber	Actinopteri	ITPR1	A0A8M2BDG0|itpr1a|Danio_rerio|ITPR1	Danio_rerio	actinopteri	ray-finned fish	s3_seed	0.8591	1.0	1	1
GCF_960531495.1	Zeus faber	Actinopteri	ITPR1	A0A8J0T3U5|itpr1|Xenopus_tropicalis|ITPR1	Xenopus_tropicalis	amphibia	amphibian	s3_seed	0.8386	1.0	1	1
GCF_960531495.1	Zeus faber	Actinopteri	ITPR1	A0A8V0ZJT0|ITPR1|Gallus_gallus|ITPR1	Gallus_gallus	aves	bird	s3_seed	0.8442	0.9953	1	1
GCF_960531495.1	Zeus faber	Actinopteri	ITPR1	A0ABM4F3U0|ITPR1|Apteryx_mantelli	Apteryx_mantelli	aves	bird	s5_addition	0.8542	1.0	1	1
GCF_960531495.1	Zeus faber	Actinopteri	ITPR1	P11881|Itpr1|Mus_musculus|ITPR1	Mus_musculus	mammalia	mammal	s3_seed	0.8585	1.0	1	1
GCF_960531495.1	Zeus faber	Actinopteri	ITPR1	Q14643|ITPR1|Homo_sapiens|ITPR1	Homo_sapiens	mammalia	mammal	s3_seed	0.8547	1.0	1	1
GCF_960531495.1	Zeus faber	Actinopteri	ITPR1	A0A670JBK6|ITPR1|Podarcis_muralis	Podarcis_muralis	reptilia	reptile	s5_addition	0.8544	1.0	1	1
GCF_960531495.1	Zeus faber	Actinopteri	ITPR1	H3A1P5|ITPR1|Latimeria_chalumnae|ITPR1	Latimeria_chalumnae	sarcopterygian_fish	lobe-finned fish	s3_seed	0.8258	1.0	1	1
GCF_960531495.1	Zeus faber	Actinopteri	ITPR2	A0A8M9PQQ3|itpr2|Danio_rerio|ITPR2	Danio_rerio	actinopteri	ray-finned fish	s3_seed	0.7999	0.9985	1	1
GCF_960531495.1	Zeus faber	Actinopteri	ITPR2	A0AAX7UHL1|ITPR2|Astatotilapia_calliptera	Astatotilapia_calliptera	actinopteri	ray-finned fish	s5_addition	0.8527	1.0	1	1
GCF_960531495.1	Zeus faber	Actinopteri	ITPR2	A0A6I8RGU0|itpr2|Xenopus_tropicalis|ITPR2	Xenopus_tropicalis	amphibia	amphibian	s3_seed	0.7759	1.0	1	1
GCF_960531495.1	Zeus faber	Actinopteri	ITPR2	A0A672UP22|ITPR2|Strigops_habroptila	Strigops_habroptila	aves	bird	s5_addition	0.7766	1.0	1	1
