accession	organism	vclass	cell	status	grade	found	control	control_reason	false_negative	s15_state	s15_rule	level	annotated_assembly	annotation_source	contig_n50	scaffold_n50	total_length_bp	spans_gene	best_coverage	recon_coverage
GCF_040807025.1	Struthio camelus	Aves	ITPR2	found_annotated	found	1	itpr_present	S15a present_single_locus (R1)	0	present_single_locus	R1	Chromosome	Y	RefSeq	28829471	84633522	1452018929	1	1.0	0.0
GCF_040807025.1	Struthio camelus	Aves	ITPR3	found_annotated	found	1	itpr_present	S15a present_single_locus (R1)	0	present_single_locus	R1	Chromosome	Y	RefSeq	28829471	84633522	1452018929	1	1.0	0.0
GCF_040807025.1	Struthio camelus	Aves	RYR	found_annotated	found	1	ryr_sister	present in every vertebrate	0			Chromosome	Y	RefSeq	28829471	84633522	1452018929	1	1.0	0.0
GCF_040954835.1	Lepisosteus oculatus	Actinopteri	ITPR1	found_annotated	found	1	itpr_present	S15a present_single_locus (R1)	0	present_single_locus	R1	Chromosome	Y	RefSeq	20019514	47769348	1200589847	1	1.0	0.0
GCF_040954835.1	Lepisosteus oculatus	Actinopteri	ITPR2	found_annotated	found	1	itpr_present	S15a present_single_locus (R1)	0	present_single_locus	R1	Chromosome	Y	RefSeq	20019514	47769348	1200589847	1	1.0	0.0
GCF_040954835.1	Lepisosteus oculatus	Actinopteri	ITPR3	found_annotated	found	1	itpr_present	S15a present_single_locus (R1)	0	present_single_locus	R1	Chromosome	Y	RefSeq	20019514	47769348	1200589847	1	1.0	0.0
GCF_040954835.1	Lepisosteus oculatus	Actinopteri	RYR	found_annotated	found	1	ryr_sister	present in every vertebrate	0			Chromosome	Y	RefSeq	20019514	47769348	1200589847	1	1.0	0.0
GCF_041296385.2	Aphelocoma coerulescens	Aves	ITPR1	found_annotated	found	1	itpr_present	S15a present_single_locus (R1)	0	present_single_locus	R1	Chromosome	Y	RefSeq	17285536	68049500	1330898477	1	1.0	0.0
GCF_041296385.2	Aphelocoma coerulescens	Aves	ITPR2	found_annotated	found	1	itpr_present	S15a present_single_locus (R1)	0	present_single_locus	R1	Chromosome	Y	RefSeq	17285536	68049500	1330898477	1	1.0	0.0
GCF_041296385.2	Aphelocoma coerulescens	Aves	ITPR3	found_annotated	found	1	itpr_present	S15a present_single_locus (R1)	0	present_single_locus	R1	Chromosome	Y	RefSeq	17285536	68049500	1330898477	1	1.0	0.0
GCF_041296385.2	Aphelocoma coerulescens	Aves	RYR	found_annotated	found	1	ryr_sister	present in every vertebrate	0			Chromosome	Y	RefSeq	17285536	68049500	1330898477	1	1.0	0.0
GCF_041902795.1	Electrophorus electricus	Actinopteri	ITPR1	found_annotated	found	1	itpr_present	S15a present_single_locus (R1)	0	present_single_locus	R1	Chromosome	Y	RefSeq	22449376	30383234	833427914	1	1.0	0.0
GCF_041902795.1	Electrophorus electricus	Actinopteri	ITPR2	found_annotated	found	1	itpr_present	S15a present_single_locus (R1)	0	present_single_locus	R1	Chromosome	Y	RefSeq	22449376	30383234	833427914	1	1.0	0.0
GCF_041902795.1	Electrophorus electricus	Actinopteri	ITPR3	found_annotated	found	1	itpr_present	S15a present_single_locus (R1)	0	present_single_locus	R1	Chromosome	Y	RefSeq	22449376	30383234	833427914	1	1.0	0.0
GCF_041902795.1	Electrophorus electricus	Actinopteri	RYR	found_annotated	found	1	ryr_sister	present in every vertebrate	0			Chromosome	Y	RefSeq	22449376	30383234	833427914	1	1.0	0.0
GCF_042186555.1	Aquarana catesbeiana	Amphibia	ITPR1	assembly_gap	assembly_gap	0	itpr_present	S15a present_truncated (R2)	1	present_truncated	R2	Chromosome	Y	RefSeq	3396515	691824178	6377618952	1	0.545	0.0
GCF_042186555.1	Aquarana catesbeiana	Amphibia	ITPR2	found_annotated	found	1	itpr_present	S15a present_single_locus (R1)	0	present_single_locus	R1	Chromosome	Y	RefSeq	3396515	691824178	6377618952	1	1.0	0.0
GCF_042186555.1	Aquarana catesbeiana	Amphibia	ITPR3	found_annotated	found	1	itpr_present	S15a present_single_locus (R1)	0	present_single_locus	R1	Chromosome	Y	RefSeq	3396515	691824178	6377618952	1	1.0	0.0
GCF_042186555.1	Aquarana catesbeiana	Amphibia	RYR	found_annotated	found	1	ryr_sister	present in every vertebrate	0			Chromosome	Y	RefSeq	3396515	691824178	6377618952	1	1.0	0.0
GCF_042242105.1	Pempheris klunzingeri	Actinopteri	ITPR1	found_annotated	found	1	itpr_present	S15a present_single_locus (R1)	0	present_single_locus	R1	Chromosome	Y	RefSeq	12920725	27715216	646252061	1	1.0	0.0
GCF_042242105.1	Pempheris klunzingeri	Actinopteri	ITPR2	found_annotated	found	1	itpr_present	S15a present_single_locus (R1)	0	present_single_locus	R1	Chromosome	Y	RefSeq	12920725	27715216	646252061	1	1.0	0.0
GCF_042242105.1	Pempheris klunzingeri	Actinopteri	ITPR3	found_annotated	found	1	itpr_present	S15a present_single_locus (R1)	0	present_single_locus	R1	Chromosome	Y	RefSeq	12920725	27715216	646252061	1	1.0	0.0
GCF_042242105.1	Pempheris klunzingeri	Actinopteri	RYR	found_annotated	found	1	ryr_sister	present in every vertebrate	0			Chromosome	Y	RefSeq	12920725	27715216	646252061	1	1.0	0.0
GCF_043380555.1	Nothobranchius furzeri	Actinopteri	ITPR1	found_annotated	found	1	itpr_present	S15a present_single_locus (R1)	0	present_single_locus	R1	Chromosome	Y	RefSeq	9298000	76394082	1479182959	1	1.0	0.0
GCF_043380555.1	Nothobranchius furzeri	Actinopteri	ITPR2	found_annotated	found	1	itpr_present	S15a present_single_locus (R1)	0	present_single_locus	R1	Chromosome	Y	RefSeq	9298000	76394082	1479182959	1	1.0	0.0
GCF_043380555.1	Nothobranchius furzeri	Actinopteri	ITPR3	found_annotated	found	1	itpr_present	S15a present_single_locus (R1)	0	present_single_locus	R1	Chromosome	Y	RefSeq	9298000	76394082	1479182959	1	1.0	0.0
GCF_043380555.1	Nothobranchius furzeri	Actinopteri	RYR	found_annotated	found	1	ryr_sister	present in every vertebrate	0			Chromosome	Y	RefSeq	9298000	76394082	1479182959	1	1.0	0.0
GCF_045865225.1	Trachurus japonicus	Actinopteri	ITPR1	found_annotated	found	1	itpr_present	S15a present_single_locus (R1)	0	present_single_locus	R1	Chromosome	Y	RefSeq	1015092	36386262	867708881	1	1.0	0.0
GCF_045865225.1	Trachurus japonicus	Actinopteri	ITPR2	found_annotated	found	1	itpr_present	S15a present_single_locus (R1)	0	present_single_locus	R1	Chromosome	Y	RefSeq	1015092	36386262	867708881	1	1.0	0.0
GCF_045865225.1	Trachurus japonicus	Actinopteri	ITPR3	found_annotated	found	1	itpr_present	S15a present_single_locus (R1)	0	present_single_locus	R1	Chromosome	Y	RefSeq	1015092	36386262	867708881	1	1.0	0.0
GCF_045865225.1	Trachurus japonicus	Actinopteri	RYR	found_annotated	found	1	ryr_sister	present in every vertebrate	0			Chromosome	Y	RefSeq	1015092	36386262	867708881	1	1.0	0.0
GCF_046128005.1	Genypterus blacodes	Actinopteri	ITPR1	found_annotated	found	1	itpr_present	S15a present_single_locus (R1)	0	present_single_locus	R1	Contig	Y	RefSeq	4774482	4774482	463765610	1	1.0	0.0
GCF_046128005.1	Genypterus blacodes	Actinopteri	ITPR2	found_annotated	found	1	itpr_present	S15a present_single_locus (R1)	0	present_single_locus	R1	Contig	Y	RefSeq	4774482	4774482	463765610	1	1.0	0.0
GCF_046128005.1	Genypterus blacodes	Actinopteri	ITPR3	found_annotated	found	1	itpr_present	S15a present_single_locus (R1)	0	present_single_locus	R1	Contig	Y	RefSeq	4774482	4774482	463765610	1	0.8944	0.0
GCF_046128005.1	Genypterus blacodes	Actinopteri	RYR	found_annotated	found	1	ryr_sister	present in every vertebrate	0			Contig	Y	RefSeq	4774482	4774482	463765610	1	1.0	0.0
GCF_047370975.1	Nipponia nippon	Aves	ITPR1	found_annotated	found	1	itpr_present	S15a present_single_locus (R1)	0	present_single_locus	R1	Scaffold	Y	RefSeq	56735934	101183595	1248639181	1	1.0	0.0
GCF_047370975.1	Nipponia nippon	Aves	ITPR2	found_annotated	found	1	itpr_present	S15a present_single_locus (R1)	0	present_single_locus	R1	Scaffold	Y	RefSeq	56735934	101183595	1248639181	1	1.0	0.0
GCF_047370975.1	Nipponia nippon	Aves	ITPR3	found_annotated	found	1	itpr_present	S15a present_single_locus (R1)	0	present_single_locus	R1	Scaffold	Y	RefSeq	56735934	101183595	1248639181	1	1.0	0.0
GCF_047370975.1	Nipponia nippon	Aves	RYR	found_annotated	found	1	ryr_sister	present in every vertebrate	0			Scaffold	Y	RefSeq	56735934	101183595	1248639181	1	1.0	0.0
GCF_047496795.1	Chiloscyllium punctatum	Chondrichthyes	ITPR1	found_annotated	found	1	itpr_present	S15a present_single_locus (R1)	0	present_single_locus	R1	Chromosome	Y	RefSeq	5342658	93668967	5274411202	1	1.0	0.0
GCF_047496795.1	Chiloscyllium punctatum	Chondrichthyes	ITPR2	found_annotated	found	1	itpr_present	S15a present_single_locus (R1)	0	present_single_locus	R1	Chromosome	Y	RefSeq	5342658	93668967	5274411202	1	1.0	0.0
GCF_047496795.1	Chiloscyllium punctatum	Chondrichthyes	ITPR3	found_annotated	found	1	itpr_present	S15a present_single_locus (R1)	0	present_single_locus	R1	Chromosome	Y	RefSeq	5342658	93668967	5274411202	1	1.0	0.0
GCF_047496795.1	Chiloscyllium punctatum	Chondrichthyes	RYR	found_annotated	found	1	ryr_sister	present in every vertebrate	0			Chromosome	Y	RefSeq	5342658	93668967	5274411202	1	0.9972	0.0
GCF_047496885.1	Scyliorhinus torazame	Chondrichthyes	ITPR1	found_annotated	found	1	itpr_present	S15a present_single_locus (R1)	0	present_single_locus	R1	Chromosome	Y	RefSeq	3187150	266286206	6451259511	1	1.0	0.0
GCF_047496885.1	Scyliorhinus torazame	Chondrichthyes	ITPR2	found_annotated	found	1	itpr_present	S15a present_single_locus (R1)	0	present_single_locus	R1	Chromosome	Y	RefSeq	3187150	266286206	6451259511	1	1.0	0.0
GCF_047496885.1	Scyliorhinus torazame	Chondrichthyes	ITPR3	found_annotated	found	1	itpr_present	S15a present_single_locus (R1)	0	present_single_locus	R1	Chromosome	Y	RefSeq	3187150	266286206	6451259511	1	1.0	0.0
GCF_047496885.1	Scyliorhinus torazame	Chondrichthyes	RYR	found_annotated	found	1	ryr_sister	present in every vertebrate	0			Chromosome	Y	RefSeq	3187150	266286206	6451259511	1	0.9972	0.0
GCF_047663525.1	Anas platyrhynchos	Aves	ITPR1	found_annotated	found	1	itpr_present	S15a present_single_locus (R1)	0	present_single_locus	R1	Complete Genome	Y	RefSeq	80154792	80154792	1261969826	1	1.0	0.0
GCF_047663525.1	Anas platyrhynchos	Aves	ITPR2	found_annotated	found	1	itpr_present	S15a present_single_locus (R1)	0	present_single_locus	R1	Complete Genome	Y	RefSeq	80154792	80154792	1261969826	1	1.0	0.0
GCF_047663525.1	Anas platyrhynchos	Aves	ITPR3	found_annotated	found	1	itpr_present	S15a present_single_locus (R1)	0	present_single_locus	R1	Complete Genome	Y	RefSeq	80154792	80154792	1261969826	1	1.0	0.0
GCF_047663525.1	Anas platyrhynchos	Aves	RYR	found_annotated	found	1	ryr_sister	present in every vertebrate	0			Complete Genome	Y	RefSeq	80154792	80154792	1261969826	1	1.0	0.0
GCF_047716275.1	Strix uralensis	Aves	ITPR1	found_annotated	found	1	itpr_present	S15a present_single_locus (R1)	0	present_single_locus	R1	Chromosome	Y	RefSeq	16359274	90173155	1380990639	1	1.0	0.0
GCF_047716275.1	Strix uralensis	Aves	ITPR2	found_annotated	found	1	itpr_present	S15a present_single_locus (R1)	0	present_single_locus	R1	Chromosome	Y	RefSeq	16359274	90173155	1380990639	1	1.0	0.0
GCF_047716275.1	Strix uralensis	Aves	ITPR3	found_annotated	found	1	itpr_present	S15a present_single_locus (R1)	0	present_single_locus	R1	Chromosome	Y	RefSeq	16359274	90173155	1380990639	1	1.0	0.0
GCF_047716275.1	Strix uralensis	Aves	RYR	found_annotated	found	1	ryr_sister	present in every vertebrate	0			Chromosome	Y	RefSeq	16359274	90173155	1380990639	1	1.0	0.0
GCF_048418815.1	Hemitrygon akajei	Chondrichthyes	ITPR1	found_annotated	found	1	itpr_present	S15a present_single_locus (R1)	0	present_single_locus	R1	Chromosome	Y	RefSeq	8940806	175234968	4229631903	1	1.0	0.0
GCF_048418815.1	Hemitrygon akajei	Chondrichthyes	ITPR2	found_annotated	found	1	itpr_present	S15a present_single_locus (R1)	0	present_single_locus	R1	Chromosome	Y	RefSeq	8940806	175234968	4229631903	1	0.9985	0.0
GCF_048418815.1	Hemitrygon akajei	Chondrichthyes	ITPR3	found_annotated	found	1	itpr_present	S15a present_single_locus (R1)	0	present_single_locus	R1	Chromosome	Y	RefSeq	8940806	175234968	4229631903	1	1.0	0.0
GCF_048418815.1	Hemitrygon akajei	Chondrichthyes	RYR	found_annotated	found	1	ryr_sister	present in every vertebrate	0			Chromosome	Y	RefSeq	8940806	175234968	4229631903	1	0.9972	0.0
GCF_048593235.1	Sminthopsis crassicaudata	Mammalia	ITPR1	found_annotated	found	1	itpr_present	S15a present_single_locus (R1)	0	present_single_locus	R1	Chromosome	Y	RefSeq	4359487	656909261	3239981553	1	1.0	0.0
GCF_048593235.1	Sminthopsis crassicaudata	Mammalia	ITPR2	found_annotated	found	1	itpr_present	S15a present_single_locus (R1)	0	present_single_locus	R1	Chromosome	Y	RefSeq	4359487	656909261	3239981553	1	1.0	0.0
GCF_048593235.1	Sminthopsis crassicaudata	Mammalia	ITPR3	found_annotated	found	1	itpr_present	S15a present_single_locus (R1)	0	present_single_locus	R1	Chromosome	Y	RefSeq	4359487	656909261	3239981553	1	1.0	0.0
GCF_048593235.1	Sminthopsis crassicaudata	Mammalia	RYR	found_annotated	found	1	ryr_sister	present in every vertebrate	0			Chromosome	Y	RefSeq	4359487	656909261	3239981553	1	1.0	0.0
GCF_048594095.1	Paramormyrops kingsleyae	Actinopteri	ITPR1	found_annotated	found	1	itpr_present	S15a present_single_locus (R1)	0	present_single_locus	R1	Chromosome	Y	RefSeq	10969524	35261244	933939706	1	1.0	0.0
GCF_048594095.1	Paramormyrops kingsleyae	Actinopteri	ITPR2	found_annotated	found	1	itpr_present	S15a present_single_locus (R1)	0	present_single_locus	R1	Chromosome	Y	RefSeq	10969524	35261244	933939706	1	1.0	0.0
GCF_048594095.1	Paramormyrops kingsleyae	Actinopteri	ITPR3	found_annotated	found	1	itpr_present	S15a present_single_locus (R1)	0	present_single_locus	R1	Chromosome	Y	RefSeq	10969524	35261244	933939706	1	1.0	0.0
GCF_048594095.1	Paramormyrops kingsleyae	Actinopteri	RYR	found_annotated	found	1	ryr_sister	present in every vertebrate	0			Chromosome	Y	RefSeq	10969524	35261244	933939706	1	1.0	0.0
GCF_048934315.1	Petromyzon marinus	Hyperoartia	ITPR1	found_annotated	found	1	itpr_present	S15a present_single_locus (R1)	0	present_single_locus	R1	Chromosome	Y	RefSeq	4594409	13495987	1808332251	1	1.0	0.0
GCF_048934315.1	Petromyzon marinus	Hyperoartia	ITPR2	absent	absent	0		S15a paralog_unassignable — not counted either way	0	paralog_unassignable	R5	Chromosome	Y	RefSeq	4594409	13495987	1808332251	1	0.0	0.0
GCF_048934315.1	Petromyzon marinus	Hyperoartia	ITPR3	absent	absent	0		S15a paralog_unassignable — not counted either way	0	paralog_unassignable	R5	Chromosome	Y	RefSeq	4594409	13495987	1808332251	1	0.0	0.0
GCF_048934315.1	Petromyzon marinus	Hyperoartia	RYR	found_annotated	found	1	ryr_sister	present in every vertebrate	0			Chromosome	Y	RefSeq	4594409	13495987	1808332251	1	1.0	0.0
GCF_049350105.2	Macaca mulatta	Mammalia	ITPR1	found_annotated	found	1	itpr_present	S15a present_single_locus (R1)	0	present_single_locus	R1	Complete Genome	Y	RefSeq	162285572	162285572	3115120525	1	1.0	0.0
GCF_049350105.2	Macaca mulatta	Mammalia	ITPR2	found_annotated	found	1	itpr_present	S15a present_single_locus (R1)	0	present_single_locus	R1	Complete Genome	Y	RefSeq	162285572	162285572	3115120525	1	1.0	0.0
GCF_049350105.2	Macaca mulatta	Mammalia	ITPR3	found_annotated	found	1	itpr_present	S15a present_single_locus (R1)	0	present_single_locus	R1	Complete Genome	Y	RefSeq	162285572	162285572	3115120525	1	1.0	0.0
GCF_049350105.2	Macaca mulatta	Mammalia	RYR	found_annotated	found	1	ryr_sister	present in every vertebrate	0			Complete Genome	Y	RefSeq	162285572	162285572	3115120525	1	1.0	0.0
GCF_050624435.1	Tenrec ecaudatus	Mammalia	ITPR1	found_annotated	found	1	itpr_present	S15a present_single_locus (R1)	0	present_single_locus	R1	Chromosome	Y	RefSeq	41601014	163958880	3922859826	1	1.0	0.0
GCF_050624435.1	Tenrec ecaudatus	Mammalia	ITPR2	found_annotated	found	1	itpr_present	S15a present_single_locus (R1)	0	present_single_locus	R1	Chromosome	Y	RefSeq	41601014	163958880	3922859826	1	1.0	0.0
GCF_050624435.1	Tenrec ecaudatus	Mammalia	ITPR3	found_annotated	found	1	itpr_present	S15a present_single_locus (R1)	0	present_single_locus	R1	Chromosome	Y	RefSeq	41601014	163958880	3922859826	1	1.0	0.0
GCF_050624435.1	Tenrec ecaudatus	Mammalia	RYR	found_annotated	found	1	ryr_sister	present in every vertebrate	0			Chromosome	Y	RefSeq	41601014	163958880	3922859826	1	1.0	0.0
GCF_052040795.1	Danio rerio	Actinopteri	ITPR1	found_annotated	found	1	itpr_present	S15a present_single_locus (R1)	0	present_single_locus	R1	Complete Genome	Y	RefSeq	59431669	59431669	1450693629	1	1.0	0.0
GCF_052040795.1	Danio rerio	Actinopteri	ITPR2	found_annotated	found	1	itpr_present	S15a present_single_locus (R1)	0	present_single_locus	R1	Complete Genome	Y	RefSeq	59431669	59431669	1450693629	1	1.0	0.0
GCF_052040795.1	Danio rerio	Actinopteri	ITPR3	found_annotated	found	1	itpr_present	S15a present_single_locus (R1)	0	present_single_locus	R1	Complete Genome	Y	RefSeq	59431669	59431669	1450693629	1	1.0	0.0
GCF_052040795.1	Danio rerio	Actinopteri	RYR	found_annotated	found	1	ryr_sister	present in every vertebrate	0			Complete Genome	Y	RefSeq	59431669	59431669	1450693629	1	1.0	0.0
GCF_052327205.1	Somniosus microcephalus	Chondrichthyes	ITPR1	found_annotated	found	1	itpr_present	S15a present_single_locus (R1)	0	present_single_locus	R1	Chromosome	Y	RefSeq	1075145	240357632	6448606148	1	1.0	0.0
GCF_052327205.1	Somniosus microcephalus	Chondrichthyes	ITPR2	found_annotated	found	1	itpr_present	S15a present_single_locus (R1)	0	present_single_locus	R1	Chromosome	Y	RefSeq	1075145	240357632	6448606148	1	1.0	0.0
GCF_052327205.1	Somniosus microcephalus	Chondrichthyes	ITPR3	found_annotated	found	1	itpr_present	S15a present_single_locus (R1)	0	present_single_locus	R1	Chromosome	Y	RefSeq	1075145	240357632	6448606148	1	1.0	0.0
GCF_052327205.1	Somniosus microcephalus	Chondrichthyes	RYR	found_annotated	found	1	ryr_sister	present in every vertebrate	0			Chromosome	Y	RefSeq	1075145	240357632	6448606148	1	0.9972	0.0
GCF_054371585.1	Giraffa tippelskirchi	Mammalia	ITPR1	found_annotated	found	1	itpr_present	S15a present_single_locus (R1)	0	present_single_locus	R1	Complete Genome	Y	RefSeq	166642423	166642423	2578316437	1	1.0	0.0
GCF_054371585.1	Giraffa tippelskirchi	Mammalia	ITPR2	found_annotated	found	1	itpr_present	S15a present_single_locus (R1)	0	present_single_locus	R1	Complete Genome	Y	RefSeq	166642423	166642423	2578316437	1	1.0	0.0
GCF_054371585.1	Giraffa tippelskirchi	Mammalia	ITPR3	found_annotated	found	1	itpr_present	S15a present_single_locus (R1)	0	present_single_locus	R1	Complete Genome	Y	RefSeq	166642423	166642423	2578316437	1	1.0	0.0
GCF_054371585.1	Giraffa tippelskirchi	Mammalia	RYR	found_annotated	found	1	ryr_sister	present in every vertebrate	0			Complete Genome	Y	RefSeq	166642423	166642423	2578316437	1	1.0	0.0
GCF_054491055.1	Hypomesus nipponensis	Actinopteri	ITPR1	found_annotated	found	1	itpr_present	S15a present_single_locus (R1)	0	present_single_locus	R1	Complete Genome	Y	RefSeq	20232928	20232928	526314162	1	1.0	0.0
GCF_054491055.1	Hypomesus nipponensis	Actinopteri	ITPR2	found_annotated	found	1	itpr_present	S15a present_single_locus (R1)	0	present_single_locus	R1	Complete Genome	Y	RefSeq	20232928	20232928	526314162	1	1.0	0.0
GCF_054491055.1	Hypomesus nipponensis	Actinopteri	ITPR3	found_annotated	found	1	itpr_present	S15a present_single_locus (R1)	0	present_single_locus	R1	Complete Genome	Y	RefSeq	20232928	20232928	526314162	1	1.0	0.0
GCF_054491055.1	Hypomesus nipponensis	Actinopteri	RYR	found_annotated	found	1	ryr_sister	present in every vertebrate	0			Complete Genome	Y	RefSeq	20232928	20232928	526314162	1	1.0	0.0
GCF_056507025.1	Lutjanus erythropterus	Actinopteri	ITPR1	found_annotated	found	1	itpr_present	S15a present_single_locus (R1)	0	present_single_locus	R1	Chromosome	Y	RefSeq	37725332	41775750	970019684	1	1.0	0.0
GCF_056507025.1	Lutjanus erythropterus	Actinopteri	ITPR2	found_annotated	found	1	itpr_present	S15a present_single_locus (R1)	0	present_single_locus	R1	Chromosome	Y	RefSeq	37725332	41775750	970019684	1	1.0	0.0
GCF_056507025.1	Lutjanus erythropterus	Actinopteri	ITPR3	found_annotated	found	1	itpr_present	S15a present_single_locus (R1)	0	present_single_locus	R1	Chromosome	Y	RefSeq	37725332	41775750	970019684	1	1.0	0.0
GCF_056507025.1	Lutjanus erythropterus	Actinopteri	RYR	found_annotated	found	1	ryr_sister	present in every vertebrate	0			Chromosome	Y	RefSeq	37725332	41775750	970019684	1	1.0	0.0
GCF_057381845.1	Rhamphochromis longiceps	Actinopteri	ITPR1	found_annotated	found	1	itpr_present	S15a present_single_locus (R1)	0	present_single_locus	R1	Chromosome	Y	RefSeq	31399844	42975577	976892117	1	1.0	0.0
GCF_057381845.1	Rhamphochromis longiceps	Actinopteri	ITPR2	found_annotated	found	1	itpr_present	S15a present_single_locus (R1)	0	present_single_locus	R1	Chromosome	Y	RefSeq	31399844	42975577	976892117	1	1.0	0.0
GCF_057381845.1	Rhamphochromis longiceps	Actinopteri	ITPR3	found_annotated	found	1	itpr_present	S15a present_single_locus (R1)	0	present_single_locus	R1	Chromosome	Y	RefSeq	31399844	42975577	976892117	1	1.0	0.0
GCF_057381845.1	Rhamphochromis longiceps	Actinopteri	RYR	found_annotated	found	1	ryr_sister	present in every vertebrate	0			Chromosome	Y	RefSeq	31399844	42975577	976892117	1	1.0	0.0
GCF_900324485.3	Mastacembelus armatus	Actinopteri	ITPR1	found_annotated	found	1	itpr_present	S15a present_single_locus (R1)	0	present_single_locus	R1	Chromosome	Y	RefSeq	8014513	25090313	591935101	1	1.0	0.0
GCF_900324485.3	Mastacembelus armatus	Actinopteri	ITPR2	found_annotated	found	1	itpr_present	S15a present_single_locus (R1)	0	present_single_locus	R1	Chromosome	Y	RefSeq	8014513	25090313	591935101	1	1.0	0.0
GCF_900324485.3	Mastacembelus armatus	Actinopteri	ITPR3	found_annotated	found	1	itpr_present	S15a present_single_locus (R1)	0	present_single_locus	R1	Chromosome	Y	RefSeq	8014513	25090313	591935101	1	1.0	0.0
GCF_900324485.3	Mastacembelus armatus	Actinopteri	RYR	found_annotated	found	1	ryr_sister	present in every vertebrate	0			Chromosome	Y	RefSeq	8014513	25090313	591935101	1	1.0	0.0
GCF_900634775.2	Gouania willdenowi	Actinopteri	ITPR1	found_annotated	found	1	itpr_present	S15a present_single_locus (R1)	0	present_single_locus	R1	Chromosome	Y	RefSeq	1838341	38978045	937150793	1	1.0	0.0
GCF_900634775.2	Gouania willdenowi	Actinopteri	ITPR2	found_annotated	found	1	itpr_present	S15a present_single_locus (R1)	0	present_single_locus	R1	Chromosome	Y	RefSeq	1838341	38978045	937150793	1	1.0	0.0
GCF_900634775.2	Gouania willdenowi	Actinopteri	ITPR3	found_annotated	found	1	itpr_present	S15a present_single_locus (R1)	0	present_single_locus	R1	Chromosome	Y	RefSeq	1838341	38978045	937150793	1	1.0	0.0
GCF_900634775.2	Gouania willdenowi	Actinopteri	RYR	found_annotated	found	1	ryr_sister	present in every vertebrate	0			Chromosome	Y	RefSeq	1838341	38978045	937150793	1	1.0	0.0
GCF_900747795.2	Erpetoichthys calabaricus	Cladistia	ITPR1	found_annotated	found	1	itpr_present	S15a present_single_locus (R1)	0	present_single_locus	R1	Chromosome	Y	RefSeq	6772339	217689105	3613534470	1	1.0	0.0
GCF_900747795.2	Erpetoichthys calabaricus	Cladistia	ITPR2	found_annotated	found	1	itpr_present	S15a present_single_locus (R1)	0	present_single_locus	R1	Chromosome	Y	RefSeq	6772339	217689105	3613534470	1	1.0	0.0
GCF_900747795.2	Erpetoichthys calabaricus	Cladistia	ITPR3	found_annotated	found	1	itpr_present	S15a present_single_locus (R1)	0	present_single_locus	R1	Chromosome	Y	RefSeq	6772339	217689105	3613534470	1	1.0	0.0
GCF_900747795.2	Erpetoichthys calabaricus	Cladistia	RYR	found_annotated	found	1	ryr_sister	present in every vertebrate	0			Chromosome	Y	RefSeq	6772339	217689105	3613534470	1	1.0	0.0
GCF_900880675.2	Sparus aurata	Actinopteri	ITPR1	found_annotated	found	1	itpr_present	S15a present_single_locus (R1)	0	present_single_locus	R1	Chromosome	Y	RefSeq	2862625	35791275	833578411	1	1.0	0.0
GCF_900880675.2	Sparus aurata	Actinopteri	ITPR2	found_annotated	found	1	itpr_present	S15a present_single_locus (R1)	0	present_single_locus	R1	Chromosome	Y	RefSeq	2862625	35791275	833578411	1	1.0	0.0
GCF_900880675.2	Sparus aurata	Actinopteri	ITPR3	found_annotated	found	1	itpr_present	S15a present_single_locus (R1)	0	present_single_locus	R1	Chromosome	Y	RefSeq	2862625	35791275	833578411	1	1.0	0.0
GCF_900880675.2	Sparus aurata	Actinopteri	RYR	found_annotated	found	1	ryr_sister	present in every vertebrate	0			Chromosome	Y	RefSeq	2862625	35791275	833578411	1	1.0	0.0
GCF_901000725.3	Takifugu rubripes	Actinopteri	ITPR1	found_annotated	found	1	itpr_present	S15a present_single_locus (R1)	0	present_single_locus	R1	Chromosome	Y	RefSeq	3136617	16705553	384110215	1	1.0	0.0
GCF_901000725.3	Takifugu rubripes	Actinopteri	ITPR2	found_annotated	found	1	itpr_present	S15a present_single_locus (R1)	0	present_single_locus	R1	Chromosome	Y	RefSeq	3136617	16705553	384110215	1	1.0	0.0
GCF_901000725.3	Takifugu rubripes	Actinopteri	ITPR3	found_annotated	found	1	itpr_present	S15a present_single_locus (R1)	0	present_single_locus	R1	Chromosome	Y	RefSeq	3136617	16705553	384110215	1	1.0	0.0
GCF_901000725.3	Takifugu rubripes	Actinopteri	RYR	found_annotated	found	1	ryr_sister	present in every vertebrate	0			Chromosome	Y	RefSeq	3136617	16705553	384110215	1	1.0	0.0
GCF_901001135.2	Rhinatrema bivittatum	Amphibia	ITPR1	found_annotated	found	1	itpr_present	S15a present_single_locus (R1)	0	present_single_locus	R1	Chromosome	Y	RefSeq	3216284	486875112	5319222779	1	1.0	0.0
GCF_901001135.2	Rhinatrema bivittatum	Amphibia	ITPR2	found_annotated	found	1	itpr_present	S15a present_single_locus (R1)	0	present_single_locus	R1	Chromosome	Y	RefSeq	3216284	486875112	5319222779	1	1.0	0.0
GCF_901001135.2	Rhinatrema bivittatum	Amphibia	ITPR3	found_annotated	found	1	itpr_present	S15a present_single_locus (R1)	0	present_single_locus	R1	Chromosome	Y	RefSeq	3216284	486875112	5319222779	1	0.9989	0.0
