accession	organism	vclass	cell	panel	n_baits	found	best_coverage	best_identity	best_bait
GCF_964237585.1	Gallinula chloropus	Aves	RYR	drop_lobe_finned_fish	35	1	1.0	0.9839	A0A8V0Y8K1|RYR2|Gallus_gallus|RYR2
GCF_964237585.1	Gallinula chloropus	Aves	ITPR1	drop_ITPR1_baits	29	0	0.0	0.0	
GCF_964237585.1	Gallinula chloropus	Aves	ITPR2	drop_ITPR1_baits	29	1	1.0	0.987	A0A672UP22|ITPR2|Strigops_habroptila
GCF_964237585.1	Gallinula chloropus	Aves	ITPR3	drop_ITPR1_baits	29	1	1.0	0.9872	A0A8V1ACE6|ITPR3|Gallus_gallus|ITPR3
GCF_964237585.1	Gallinula chloropus	Aves	RYR	drop_ITPR1_baits	29	1	1.0	0.9839	A0A8V0Y8K1|RYR2|Gallus_gallus|RYR2
GCF_964237585.1	Gallinula chloropus	Aves	ITPR1	drop_ITPR2_baits	30	1	1.0	0.9921	A0A8V0ZJT0|ITPR1|Gallus_gallus|ITPR1
GCF_964237585.1	Gallinula chloropus	Aves	ITPR2	drop_ITPR2_baits	30	0	0.0	0.0	
GCF_964237585.1	Gallinula chloropus	Aves	ITPR3	drop_ITPR2_baits	30	1	1.0	0.9872	A0A8V1ACE6|ITPR3|Gallus_gallus|ITPR3
GCF_964237585.1	Gallinula chloropus	Aves	RYR	drop_ITPR2_baits	30	1	1.0	0.9839	A0A8V0Y8K1|RYR2|Gallus_gallus|RYR2
GCF_964237585.1	Gallinula chloropus	Aves	ITPR1	drop_ITPR3_baits	28	1	1.0	0.9921	A0A8V0ZJT0|ITPR1|Gallus_gallus|ITPR1
GCF_964237585.1	Gallinula chloropus	Aves	ITPR2	drop_ITPR3_baits	28	1	1.0	0.987	A0A672UP22|ITPR2|Strigops_habroptila
GCF_964237585.1	Gallinula chloropus	Aves	ITPR3	drop_ITPR3_baits	28	0	0.0	0.0	
GCF_964237585.1	Gallinula chloropus	Aves	RYR	drop_ITPR3_baits	28	1	1.0	0.9839	A0A8V0Y8K1|RYR2|Gallus_gallus|RYR2
GCF_964237585.1	Gallinula chloropus	Aves	ITPR1	one_per_cell_nonhuman	4	1	1.0	0.9921	A0A8V0ZJT0|ITPR1|Gallus_gallus|ITPR1
GCF_964237585.1	Gallinula chloropus	Aves	ITPR2	one_per_cell_nonhuman	4	1	1.0	0.8823	A0A6I8RGU0|itpr2|Xenopus_tropicalis|ITPR2
GCF_964237585.1	Gallinula chloropus	Aves	ITPR3	one_per_cell_nonhuman	4	1	0.9944	0.7731	H3B932|ITPR3|Latimeria_chalumnae
GCF_964237585.1	Gallinula chloropus	Aves	RYR	one_per_cell_nonhuman	4	1	1.0	0.6858	A0AAJ7XD62|LOC116953891|Petromyzon_marinus|vertebrate_basal
GCF_964261635.1	Lissotriton helveticus	Amphibia	ITPR1	full38	38	1	1.0	0.9077	Q14643|ITPR1|Homo_sapiens|ITPR1
GCF_964261635.1	Lissotriton helveticus	Amphibia	ITPR2	full38	38	1	1.0	0.8893	A0A672UP22|ITPR2|Strigops_habroptila
GCF_964261635.1	Lissotriton helveticus	Amphibia	ITPR3	full38	38	1	1.0	0.857	A0A8J0SYK9|itpr3|Xenopus_tropicalis|ITPR3
GCF_964261635.1	Lissotriton helveticus	Amphibia	RYR	full38	38	1	0.996	0.913	A0A3Q0HBW9|RYR|Alligator_sinensis
GCF_964261635.1	Lissotriton helveticus	Amphibia	ITPR1	s3_seeds_only	25	1	1.0	0.9077	Q14643|ITPR1|Homo_sapiens|ITPR1
GCF_964261635.1	Lissotriton helveticus	Amphibia	ITPR2	s3_seeds_only	25	1	1.0	0.8849	Q14571|ITPR2|Homo_sapiens|ITPR2
GCF_964261635.1	Lissotriton helveticus	Amphibia	ITPR3	s3_seeds_only	25	1	1.0	0.857	A0A8J0SYK9|itpr3|Xenopus_tropicalis|ITPR3
GCF_964261635.1	Lissotriton helveticus	Amphibia	RYR	s3_seeds_only	25	1	1.0	0.9103	A0A8V0Y8K1|RYR2|Gallus_gallus|RYR2
GCF_964261635.1	Lissotriton helveticus	Amphibia	ITPR1	labelled_only	35	1	1.0	0.9077	Q14643|ITPR1|Homo_sapiens|ITPR1
GCF_964261635.1	Lissotriton helveticus	Amphibia	ITPR2	labelled_only	35	1	1.0	0.8893	A0A672UP22|ITPR2|Strigops_habroptila
GCF_964261635.1	Lissotriton helveticus	Amphibia	ITPR3	labelled_only	35	1	1.0	0.857	A0A8J0SYK9|itpr3|Xenopus_tropicalis|ITPR3
GCF_964261635.1	Lissotriton helveticus	Amphibia	RYR	labelled_only	35	1	0.996	0.913	A0A3Q0HBW9|RYR|Alligator_sinensis
GCF_964261635.1	Lissotriton helveticus	Amphibia	ITPR1	basal_only	3	0	0.0	0.0	
GCF_964261635.1	Lissotriton helveticus	Amphibia	ITPR2	basal_only	3	0	0.0	0.0	
GCF_964261635.1	Lissotriton helveticus	Amphibia	ITPR3	basal_only	3	0	0.0	0.0	
GCF_964261635.1	Lissotriton helveticus	Amphibia	RYR	basal_only	3	0	0.0	0.0	
GCF_964261635.1	Lissotriton helveticus	Amphibia	ITPR1	no_ryr_control	30	1	1.0	0.9077	Q14643|ITPR1|Homo_sapiens|ITPR1
GCF_964261635.1	Lissotriton helveticus	Amphibia	ITPR2	no_ryr_control	30	1	1.0	0.8893	A0A672UP22|ITPR2|Strigops_habroptila
GCF_964261635.1	Lissotriton helveticus	Amphibia	ITPR3	no_ryr_control	30	1	1.0	0.857	A0A8J0SYK9|itpr3|Xenopus_tropicalis|ITPR3
GCF_964261635.1	Lissotriton helveticus	Amphibia	RYR	no_ryr_control	30	0	0.0	0.0	
GCF_964261635.1	Lissotriton helveticus	Amphibia	ITPR1	amniote_only	18	1	1.0	0.9077	Q14643|ITPR1|Homo_sapiens|ITPR1
GCF_964261635.1	Lissotriton helveticus	Amphibia	ITPR2	amniote_only	18	1	1.0	0.8893	A0A672UP22|ITPR2|Strigops_habroptila
GCF_964261635.1	Lissotriton helveticus	Amphibia	ITPR3	amniote_only	18	1	1.0	0.8569	A0A8V1ACE6|ITPR3|Gallus_gallus|ITPR3
GCF_964261635.1	Lissotriton helveticus	Amphibia	RYR	amniote_only	18	1	0.996	0.913	A0A3Q0HBW9|RYR|Alligator_sinensis
GCF_964261635.1	Lissotriton helveticus	Amphibia	ITPR1	human_only	4	1	1.0	0.9077	Q14643|ITPR1|Homo_sapiens|ITPR1
GCF_964261635.1	Lissotriton helveticus	Amphibia	ITPR2	human_only	4	1	1.0	0.8849	Q14571|ITPR2|Homo_sapiens|ITPR2
GCF_964261635.1	Lissotriton helveticus	Amphibia	ITPR3	human_only	4	1	1.0	0.8417	Q14573|ITPR3|Homo_sapiens|ITPR3
GCF_964261635.1	Lissotriton helveticus	Amphibia	RYR	human_only	4	1	1.0	0.9023	Q92736|RYR2|Homo_sapiens|RYR2
GCF_964261635.1	Lissotriton helveticus	Amphibia	ITPR1	drop_ray_finned_fish	30	1	1.0	0.9077	Q14643|ITPR1|Homo_sapiens|ITPR1
GCF_964261635.1	Lissotriton helveticus	Amphibia	ITPR2	drop_ray_finned_fish	30	1	1.0	0.8893	A0A672UP22|ITPR2|Strigops_habroptila
GCF_964261635.1	Lissotriton helveticus	Amphibia	ITPR3	drop_ray_finned_fish	30	1	1.0	0.857	A0A8J0SYK9|itpr3|Xenopus_tropicalis|ITPR3
GCF_964261635.1	Lissotriton helveticus	Amphibia	RYR	drop_ray_finned_fish	30	1	0.996	0.913	A0A3Q0HBW9|RYR|Alligator_sinensis
GCF_964261635.1	Lissotriton helveticus	Amphibia	ITPR1	drop_amphibian	34	1	1.0	0.9077	Q14643|ITPR1|Homo_sapiens|ITPR1
GCF_964261635.1	Lissotriton helveticus	Amphibia	ITPR2	drop_amphibian	34	1	1.0	0.8893	A0A672UP22|ITPR2|Strigops_habroptila
GCF_964261635.1	Lissotriton helveticus	Amphibia	ITPR3	drop_amphibian	34	1	1.0	0.8569	A0A8V1ACE6|ITPR3|Gallus_gallus|ITPR3
GCF_964261635.1	Lissotriton helveticus	Amphibia	RYR	drop_amphibian	34	1	0.996	0.913	A0A3Q0HBW9|RYR|Alligator_sinensis
GCF_964261635.1	Lissotriton helveticus	Amphibia	ITPR1	drop_bird	31	1	1.0	0.9077	Q14643|ITPR1|Homo_sapiens|ITPR1
GCF_964261635.1	Lissotriton helveticus	Amphibia	ITPR2	drop_bird	31	1	1.0	0.8849	Q14571|ITPR2|Homo_sapiens|ITPR2
GCF_964261635.1	Lissotriton helveticus	Amphibia	ITPR3	drop_bird	31	1	1.0	0.857	A0A8J0SYK9|itpr3|Xenopus_tropicalis|ITPR3
GCF_964261635.1	Lissotriton helveticus	Amphibia	RYR	drop_bird	31	1	0.996	0.913	A0A3Q0HBW9|RYR|Alligator_sinensis
GCF_964261635.1	Lissotriton helveticus	Amphibia	ITPR1	drop_cartilaginous_fish	35	1	1.0	0.9077	Q14643|ITPR1|Homo_sapiens|ITPR1
GCF_964261635.1	Lissotriton helveticus	Amphibia	ITPR2	drop_cartilaginous_fish	35	1	1.0	0.8893	A0A672UP22|ITPR2|Strigops_habroptila
GCF_964261635.1	Lissotriton helveticus	Amphibia	ITPR3	drop_cartilaginous_fish	35	1	1.0	0.857	A0A8J0SYK9|itpr3|Xenopus_tropicalis|ITPR3
GCF_964261635.1	Lissotriton helveticus	Amphibia	RYR	drop_cartilaginous_fish	35	1	0.996	0.913	A0A3Q0HBW9|RYR|Alligator_sinensis
GCF_964261635.1	Lissotriton helveticus	Amphibia	ITPR1	drop_cyclostome	36	1	1.0	0.9077	Q14643|ITPR1|Homo_sapiens|ITPR1
GCF_964261635.1	Lissotriton helveticus	Amphibia	ITPR2	drop_cyclostome	36	1	1.0	0.8893	A0A672UP22|ITPR2|Strigops_habroptila
GCF_964261635.1	Lissotriton helveticus	Amphibia	ITPR3	drop_cyclostome	36	1	1.0	0.857	A0A8J0SYK9|itpr3|Xenopus_tropicalis|ITPR3
GCF_964261635.1	Lissotriton helveticus	Amphibia	RYR	drop_cyclostome	36	1	0.996	0.913	A0A3Q0HBW9|RYR|Alligator_sinensis
GCF_964261635.1	Lissotriton helveticus	Amphibia	ITPR1	drop_mammal	31	1	0.995	0.902	A0A8V0ZJT0|ITPR1|Gallus_gallus|ITPR1
GCF_964261635.1	Lissotriton helveticus	Amphibia	ITPR2	drop_mammal	31	1	1.0	0.8893	A0A672UP22|ITPR2|Strigops_habroptila
GCF_964261635.1	Lissotriton helveticus	Amphibia	ITPR3	drop_mammal	31	1	1.0	0.857	A0A8J0SYK9|itpr3|Xenopus_tropicalis|ITPR3
GCF_964261635.1	Lissotriton helveticus	Amphibia	RYR	drop_mammal	31	1	0.996	0.913	A0A3Q0HBW9|RYR|Alligator_sinensis
GCF_964261635.1	Lissotriton helveticus	Amphibia	ITPR1	drop_reptile	34	1	1.0	0.9077	Q14643|ITPR1|Homo_sapiens|ITPR1
GCF_964261635.1	Lissotriton helveticus	Amphibia	ITPR2	drop_reptile	34	1	1.0	0.8893	A0A672UP22|ITPR2|Strigops_habroptila
GCF_964261635.1	Lissotriton helveticus	Amphibia	ITPR3	drop_reptile	34	1	1.0	0.857	A0A8J0SYK9|itpr3|Xenopus_tropicalis|ITPR3
GCF_964261635.1	Lissotriton helveticus	Amphibia	RYR	drop_reptile	34	1	1.0	0.9103	A0A8V0Y8K1|RYR2|Gallus_gallus|RYR2
GCF_964261635.1	Lissotriton helveticus	Amphibia	ITPR1	drop_lobe_finned_fish	35	1	1.0	0.9077	Q14643|ITPR1|Homo_sapiens|ITPR1
GCF_964261635.1	Lissotriton helveticus	Amphibia	ITPR2	drop_lobe_finned_fish	35	1	1.0	0.8893	A0A672UP22|ITPR2|Strigops_habroptila
GCF_964261635.1	Lissotriton helveticus	Amphibia	ITPR3	drop_lobe_finned_fish	35	1	1.0	0.857	A0A8J0SYK9|itpr3|Xenopus_tropicalis|ITPR3
GCF_964261635.1	Lissotriton helveticus	Amphibia	RYR	drop_lobe_finned_fish	35	1	0.996	0.913	A0A3Q0HBW9|RYR|Alligator_sinensis
GCF_964261635.1	Lissotriton helveticus	Amphibia	ITPR1	drop_ITPR1_baits	29	0	0.0	0.0	
GCF_964261635.1	Lissotriton helveticus	Amphibia	ITPR2	drop_ITPR1_baits	29	1	1.0	0.8893	A0A672UP22|ITPR2|Strigops_habroptila
GCF_964261635.1	Lissotriton helveticus	Amphibia	ITPR3	drop_ITPR1_baits	29	1	1.0	0.857	A0A8J0SYK9|itpr3|Xenopus_tropicalis|ITPR3
GCF_964261635.1	Lissotriton helveticus	Amphibia	RYR	drop_ITPR1_baits	29	1	0.996	0.913	A0A3Q0HBW9|RYR|Alligator_sinensis
GCF_964261635.1	Lissotriton helveticus	Amphibia	ITPR1	drop_ITPR2_baits	30	1	1.0	0.9077	Q14643|ITPR1|Homo_sapiens|ITPR1
GCF_964261635.1	Lissotriton helveticus	Amphibia	ITPR2	drop_ITPR2_baits	30	0	0.0	0.0	
GCF_964261635.1	Lissotriton helveticus	Amphibia	ITPR3	drop_ITPR2_baits	30	1	1.0	0.857	A0A8J0SYK9|itpr3|Xenopus_tropicalis|ITPR3
GCF_964261635.1	Lissotriton helveticus	Amphibia	RYR	drop_ITPR2_baits	30	1	0.996	0.913	A0A3Q0HBW9|RYR|Alligator_sinensis
GCF_964261635.1	Lissotriton helveticus	Amphibia	ITPR1	drop_ITPR3_baits	28	1	1.0	0.9077	Q14643|ITPR1|Homo_sapiens|ITPR1
GCF_964261635.1	Lissotriton helveticus	Amphibia	ITPR2	drop_ITPR3_baits	28	1	1.0	0.8893	A0A672UP22|ITPR2|Strigops_habroptila
GCF_964261635.1	Lissotriton helveticus	Amphibia	ITPR3	drop_ITPR3_baits	28	0	0.0	0.0	
GCF_964261635.1	Lissotriton helveticus	Amphibia	RYR	drop_ITPR3_baits	28	1	0.996	0.913	A0A3Q0HBW9|RYR|Alligator_sinensis
GCF_964261635.1	Lissotriton helveticus	Amphibia	ITPR1	one_per_cell_nonhuman	4	1	0.995	0.902	A0A8V0ZJT0|ITPR1|Gallus_gallus|ITPR1
GCF_964261635.1	Lissotriton helveticus	Amphibia	ITPR2	one_per_cell_nonhuman	4	1	1.0	0.8841	A0A6I8RGU0|itpr2|Xenopus_tropicalis|ITPR2
GCF_964261635.1	Lissotriton helveticus	Amphibia	ITPR3	one_per_cell_nonhuman	4	1	1.0	0.766	H3B932|ITPR3|Latimeria_chalumnae
GCF_964261635.1	Lissotriton helveticus	Amphibia	RYR	one_per_cell_nonhuman	4	1	1.0	0.6792	A0AAJ7XD62|LOC116953891|Petromyzon_marinus|vertebrate_basal
GCF_964289735.1	Phaethon aethereus	Aves	ITPR1	full38	38	1	1.0	0.9921	A0A8V0ZJT0|ITPR1|Gallus_gallus|ITPR1
GCF_964289735.1	Phaethon aethereus	Aves	ITPR2	full38	38	1	1.0	0.9889	A0A672UP22|ITPR2|Strigops_habroptila
GCF_964289735.1	Phaethon aethereus	Aves	ITPR3	full38	38	1	1.0	0.9869	A0A8V1ACE6|ITPR3|Gallus_gallus|ITPR3
GCF_964289735.1	Phaethon aethereus	Aves	RYR	full38	38	1	0.9974	0.9829	A0A8V0Y8K1|RYR2|Gallus_gallus|RYR2
GCF_964289735.1	Phaethon aethereus	Aves	ITPR1	s3_seeds_only	25	1	1.0	0.9921	A0A8V0ZJT0|ITPR1|Gallus_gallus|ITPR1
GCF_964289735.1	Phaethon aethereus	Aves	ITPR2	s3_seeds_only	25	1	1.0	0.9819	F1P1X4|ITPR2|Gallus_gallus|ITPR2
GCF_964289735.1	Phaethon aethereus	Aves	ITPR3	s3_seeds_only	25	1	1.0	0.9869	A0A8V1ACE6|ITPR3|Gallus_gallus|ITPR3
GCF_964289735.1	Phaethon aethereus	Aves	RYR	s3_seeds_only	25	1	0.9974	0.9829	A0A8V0Y8K1|RYR2|Gallus_gallus|RYR2
GCF_964289735.1	Phaethon aethereus	Aves	ITPR1	labelled_only	35	1	1.0	0.9921	A0A8V0ZJT0|ITPR1|Gallus_gallus|ITPR1
GCF_964289735.1	Phaethon aethereus	Aves	ITPR2	labelled_only	35	1	1.0	0.9889	A0A672UP22|ITPR2|Strigops_habroptila
GCF_964289735.1	Phaethon aethereus	Aves	ITPR3	labelled_only	35	1	1.0	0.9869	A0A8V1ACE6|ITPR3|Gallus_gallus|ITPR3
GCF_964289735.1	Phaethon aethereus	Aves	RYR	labelled_only	35	1	0.9974	0.9829	A0A8V0Y8K1|RYR2|Gallus_gallus|RYR2
GCF_964289735.1	Phaethon aethereus	Aves	ITPR1	basal_only	3	0	0.0	0.0	
GCF_964289735.1	Phaethon aethereus	Aves	ITPR2	basal_only	3	0	0.0	0.0	
GCF_964289735.1	Phaethon aethereus	Aves	ITPR3	basal_only	3	0	0.0	0.0	
GCF_964289735.1	Phaethon aethereus	Aves	RYR	basal_only	3	0	0.0	0.0	
GCF_964289735.1	Phaethon aethereus	Aves	ITPR1	no_ryr_control	30	1	1.0	0.9921	A0A8V0ZJT0|ITPR1|Gallus_gallus|ITPR1
GCF_964289735.1	Phaethon aethereus	Aves	ITPR2	no_ryr_control	30	1	1.0	0.9889	A0A672UP22|ITPR2|Strigops_habroptila
GCF_964289735.1	Phaethon aethereus	Aves	ITPR3	no_ryr_control	30	1	1.0	0.9869	A0A8V1ACE6|ITPR3|Gallus_gallus|ITPR3
GCF_964289735.1	Phaethon aethereus	Aves	RYR	no_ryr_control	30	0	0.0	0.0	
GCF_964289735.1	Phaethon aethereus	Aves	ITPR1	amniote_only	18	1	1.0	0.9921	A0A8V0ZJT0|ITPR1|Gallus_gallus|ITPR1
GCF_964289735.1	Phaethon aethereus	Aves	ITPR2	amniote_only	18	1	1.0	0.9889	A0A672UP22|ITPR2|Strigops_habroptila
GCF_964289735.1	Phaethon aethereus	Aves	ITPR3	amniote_only	18	1	1.0	0.9869	A0A8V1ACE6|ITPR3|Gallus_gallus|ITPR3
GCF_964289735.1	Phaethon aethereus	Aves	RYR	amniote_only	18	1	0.9974	0.9829	A0A8V0Y8K1|RYR2|Gallus_gallus|RYR2
GCF_964289735.1	Phaethon aethereus	Aves	ITPR1	human_only	4	1	1.0	0.9442	Q14643|ITPR1|Homo_sapiens|ITPR1
GCF_964289735.1	Phaethon aethereus	Aves	ITPR2	human_only	4	1	1.0	0.9319	Q14571|ITPR2|Homo_sapiens|ITPR2
GCF_964289735.1	Phaethon aethereus	Aves	ITPR3	human_only	4	1	1.0	0.8949	Q14573|ITPR3|Homo_sapiens|ITPR3
GCF_964289735.1	Phaethon aethereus	Aves	RYR	human_only	4	1	0.9968	0.9376	Q92736|RYR2|Homo_sapiens|RYR2
GCF_964289735.1	Phaethon aethereus	Aves	ITPR1	drop_ray_finned_fish	30	1	1.0	0.9921	A0A8V0ZJT0|ITPR1|Gallus_gallus|ITPR1
GCF_964289735.1	Phaethon aethereus	Aves	ITPR2	drop_ray_finned_fish	30	1	1.0	0.9889	A0A672UP22|ITPR2|Strigops_habroptila
GCF_964289735.1	Phaethon aethereus	Aves	ITPR3	drop_ray_finned_fish	30	1	1.0	0.9869	A0A8V1ACE6|ITPR3|Gallus_gallus|ITPR3
GCF_964289735.1	Phaethon aethereus	Aves	RYR	drop_ray_finned_fish	30	1	0.9974	0.9829	A0A8V0Y8K1|RYR2|Gallus_gallus|RYR2
GCF_964289735.1	Phaethon aethereus	Aves	ITPR1	drop_amphibian	34	1	1.0	0.9921	A0A8V0ZJT0|ITPR1|Gallus_gallus|ITPR1
GCF_964289735.1	Phaethon aethereus	Aves	ITPR2	drop_amphibian	34	1	1.0	0.9889	A0A672UP22|ITPR2|Strigops_habroptila
GCF_964289735.1	Phaethon aethereus	Aves	ITPR3	drop_amphibian	34	1	1.0	0.9869	A0A8V1ACE6|ITPR3|Gallus_gallus|ITPR3
GCF_964289735.1	Phaethon aethereus	Aves	RYR	drop_amphibian	34	1	0.9974	0.9829	A0A8V0Y8K1|RYR2|Gallus_gallus|RYR2
GCF_964289735.1	Phaethon aethereus	Aves	ITPR1	drop_bird	31	1	1.0	0.9567	A0A670JBK6|ITPR1|Podarcis_muralis
GCF_964289735.1	Phaethon aethereus	Aves	ITPR2	drop_bird	31	1	1.0	0.9319	Q14571|ITPR2|Homo_sapiens|ITPR2
GCF_964289735.1	Phaethon aethereus	Aves	ITPR3	drop_bird	31	1	1.0	0.9274	A0A6J0TV85|ITPR3|Pogona_vitticeps
GCF_964289735.1	Phaethon aethereus	Aves	RYR	drop_bird	31	1	0.996	0.9642	A0A3Q0HBW9|RYR|Alligator_sinensis
GCF_964289735.1	Phaethon aethereus	Aves	ITPR1	drop_cartilaginous_fish	35	1	1.0	0.9921	A0A8V0ZJT0|ITPR1|Gallus_gallus|ITPR1
GCF_964289735.1	Phaethon aethereus	Aves	ITPR2	drop_cartilaginous_fish	35	1	1.0	0.9889	A0A672UP22|ITPR2|Strigops_habroptila
GCF_964289735.1	Phaethon aethereus	Aves	ITPR3	drop_cartilaginous_fish	35	1	1.0	0.9869	A0A8V1ACE6|ITPR3|Gallus_gallus|ITPR3
GCF_964289735.1	Phaethon aethereus	Aves	RYR	drop_cartilaginous_fish	35	1	0.9974	0.9829	A0A8V0Y8K1|RYR2|Gallus_gallus|RYR2
GCF_964289735.1	Phaethon aethereus	Aves	ITPR1	drop_cyclostome	36	1	1.0	0.9921	A0A8V0ZJT0|ITPR1|Gallus_gallus|ITPR1
GCF_964289735.1	Phaethon aethereus	Aves	ITPR2	drop_cyclostome	36	1	1.0	0.9889	A0A672UP22|ITPR2|Strigops_habroptila
GCF_964289735.1	Phaethon aethereus	Aves	ITPR3	drop_cyclostome	36	1	1.0	0.9869	A0A8V1ACE6|ITPR3|Gallus_gallus|ITPR3
GCF_964289735.1	Phaethon aethereus	Aves	RYR	drop_cyclostome	36	1	0.9974	0.9829	A0A8V0Y8K1|RYR2|Gallus_gallus|RYR2
GCF_964289735.1	Phaethon aethereus	Aves	ITPR1	drop_mammal	31	1	1.0	0.9921	A0A8V0ZJT0|ITPR1|Gallus_gallus|ITPR1
GCF_964289735.1	Phaethon aethereus	Aves	ITPR2	drop_mammal	31	1	1.0	0.9889	A0A672UP22|ITPR2|Strigops_habroptila
GCF_964289735.1	Phaethon aethereus	Aves	ITPR3	drop_mammal	31	1	1.0	0.9869	A0A8V1ACE6|ITPR3|Gallus_gallus|ITPR3
GCF_964289735.1	Phaethon aethereus	Aves	RYR	drop_mammal	31	1	0.9974	0.9829	A0A8V0Y8K1|RYR2|Gallus_gallus|RYR2
GCF_964289735.1	Phaethon aethereus	Aves	ITPR1	drop_reptile	34	1	1.0	0.9921	A0A8V0ZJT0|ITPR1|Gallus_gallus|ITPR1
GCF_964289735.1	Phaethon aethereus	Aves	ITPR2	drop_reptile	34	1	1.0	0.9889	A0A672UP22|ITPR2|Strigops_habroptila
GCF_964289735.1	Phaethon aethereus	Aves	ITPR3	drop_reptile	34	1	1.0	0.9869	A0A8V1ACE6|ITPR3|Gallus_gallus|ITPR3
GCF_964289735.1	Phaethon aethereus	Aves	RYR	drop_reptile	34	1	0.9974	0.9829	A0A8V0Y8K1|RYR2|Gallus_gallus|RYR2
GCF_964289735.1	Phaethon aethereus	Aves	ITPR1	drop_lobe_finned_fish	35	1	1.0	0.9921	A0A8V0ZJT0|ITPR1|Gallus_gallus|ITPR1
GCF_964289735.1	Phaethon aethereus	Aves	ITPR2	drop_lobe_finned_fish	35	1	1.0	0.9889	A0A672UP22|ITPR2|Strigops_habroptila
GCF_964289735.1	Phaethon aethereus	Aves	ITPR3	drop_lobe_finned_fish	35	1	1.0	0.9869	A0A8V1ACE6|ITPR3|Gallus_gallus|ITPR3
GCF_964289735.1	Phaethon aethereus	Aves	RYR	drop_lobe_finned_fish	35	1	0.9974	0.9829	A0A8V0Y8K1|RYR2|Gallus_gallus|RYR2
GCF_964289735.1	Phaethon aethereus	Aves	ITPR1	drop_ITPR1_baits	29	0	0.0	0.0	
GCF_964289735.1	Phaethon aethereus	Aves	ITPR2	drop_ITPR1_baits	29	1	1.0	0.9889	A0A672UP22|ITPR2|Strigops_habroptila
GCF_964289735.1	Phaethon aethereus	Aves	ITPR3	drop_ITPR1_baits	29	1	1.0	0.9869	A0A8V1ACE6|ITPR3|Gallus_gallus|ITPR3
GCF_964289735.1	Phaethon aethereus	Aves	RYR	drop_ITPR1_baits	29	1	0.9974	0.9829	A0A8V0Y8K1|RYR2|Gallus_gallus|RYR2
GCF_964289735.1	Phaethon aethereus	Aves	ITPR1	drop_ITPR2_baits	30	1	1.0	0.9921	A0A8V0ZJT0|ITPR1|Gallus_gallus|ITPR1
GCF_964289735.1	Phaethon aethereus	Aves	ITPR2	drop_ITPR2_baits	30	0	0.0	0.0	
GCF_964289735.1	Phaethon aethereus	Aves	ITPR3	drop_ITPR2_baits	30	1	1.0	0.9869	A0A8V1ACE6|ITPR3|Gallus_gallus|ITPR3
GCF_964289735.1	Phaethon aethereus	Aves	RYR	drop_ITPR2_baits	30	1	0.9974	0.9829	A0A8V0Y8K1|RYR2|Gallus_gallus|RYR2
GCF_964289735.1	Phaethon aethereus	Aves	ITPR1	drop_ITPR3_baits	28	1	1.0	0.9921	A0A8V0ZJT0|ITPR1|Gallus_gallus|ITPR1
GCF_964289735.1	Phaethon aethereus	Aves	ITPR2	drop_ITPR3_baits	28	1	1.0	0.9889	A0A672UP22|ITPR2|Strigops_habroptila
GCF_964289735.1	Phaethon aethereus	Aves	ITPR3	drop_ITPR3_baits	28	0	0.0	0.0	
GCF_964289735.1	Phaethon aethereus	Aves	RYR	drop_ITPR3_baits	28	1	0.9974	0.9829	A0A8V0Y8K1|RYR2|Gallus_gallus|RYR2
GCF_964289735.1	Phaethon aethereus	Aves	ITPR1	one_per_cell_nonhuman	4	1	1.0	0.9921	A0A8V0ZJT0|ITPR1|Gallus_gallus|ITPR1
GCF_964289735.1	Phaethon aethereus	Aves	ITPR2	one_per_cell_nonhuman	4	1	1.0	0.8837	A0A6I8RGU0|itpr2|Xenopus_tropicalis|ITPR2
GCF_964289735.1	Phaethon aethereus	Aves	ITPR3	one_per_cell_nonhuman	4	1	0.9944	0.7724	H3B932|ITPR3|Latimeria_chalumnae
GCF_964289735.1	Phaethon aethereus	Aves	RYR	one_per_cell_nonhuman	4	1	0.9969	0.6851	A0AAJ7XD62|LOC116953891|Petromyzon_marinus|vertebrate_basal
GCF_964417175.1	Larus argentatus	Aves	ITPR1	full38	38	1	1.0	0.991	A0A8V0ZJT0|ITPR1|Gallus_gallus|ITPR1
GCF_964417175.1	Larus argentatus	Aves	ITPR2	full38	38	1	1.0	0.987	A0A672UP22|ITPR2|Strigops_habroptila
GCF_964417175.1	Larus argentatus	Aves	ITPR3	full38	38	1	1.0	0.9906	A0A8V1ACE6|ITPR3|Gallus_gallus|ITPR3
GCF_964417175.1	Larus argentatus	Aves	RYR	full38	38	1	1.0	0.9853	A0A8V0Y8K1|RYR2|Gallus_gallus|RYR2
GCF_964417175.1	Larus argentatus	Aves	ITPR1	s3_seeds_only	25	1	1.0	0.991	A0A8V0ZJT0|ITPR1|Gallus_gallus|ITPR1
GCF_964417175.1	Larus argentatus	Aves	ITPR2	s3_seeds_only	25	1	1.0	0.983	F1P1X4|ITPR2|Gallus_gallus|ITPR2
GCF_964417175.1	Larus argentatus	Aves	ITPR3	s3_seeds_only	25	1	1.0	0.9906	A0A8V1ACE6|ITPR3|Gallus_gallus|ITPR3
GCF_964417175.1	Larus argentatus	Aves	RYR	s3_seeds_only	25	1	1.0	0.9853	A0A8V0Y8K1|RYR2|Gallus_gallus|RYR2
GCF_964417175.1	Larus argentatus	Aves	ITPR1	labelled_only	35	1	1.0	0.991	A0A8V0ZJT0|ITPR1|Gallus_gallus|ITPR1
