accession	assignment	confidence	evidence	reason	itpr_score	ryr_score	score_margin	rel_margin	itpr_evalue	ryr_evalue	best_evalue	itpr_coverage	ryr_coverage	itpr_positions	ryr_positions	target_coverage	length	gene	species	taxon_id	reviewed	protein_name
A0A7L4HGT3	unassigned	none	module	ryr.hmm matched only 108 profile positions (< 200) — a shared module, not a family assignment	133.2	256.2	123.0	0.4801	3.2e-36	1.6e-73	1.6e-73	0.041	0.022	110	108	1.0	108	Ryr3_3	Podargus strigoides	8905	0	RYR3 protein (Fragment)
A0A7L4I1R3	unassigned	none	module	ryr.hmm matched only 54 profile positions (< 200) — a shared module, not a family assignment	68.4	125.2	56.8	0.4537	1.1e-16	4.5e-34	4.5e-34	0.021	0.011	56	54	1.0	56	Ryr2	Scopus umbretta	33581	0	RYR2 protein (Fragment)
A0A7L4IEH5	unassigned	none	module	itpr.hmm matched only 83 profile positions (< 200) — a shared module, not a family assignment	101.3	0.0	101.3	1.0	1.3e-26		1.3e-26	0.031	0.0	83	0	0.939	82	Itpr2	Scopus umbretta	33581	0	ITPR2 protein (Fragment)
A0A7L4IJW5	unassigned	none	module	ryr.hmm matched only 173 profile positions (< 200) — a shared module, not a family assignment	42.3	321.3	279.0	0.8683	8.1e-09	3.9e-93	3.9e-93	0.029	0.035	78	173	0.983	175	Ryr3_1	Pomatorhinus ruficollis	932028	0	RYR3 protein (Fragment)
A0A7L4IKT4	unassigned	none	module	ryr.hmm matched only 44 profile positions (< 200) — a shared module, not a family assignment	0.0	46.7	46.7	1.0		2e-10	2e-10	0.0	0.009	0	44	0.979	47	Ryr3_0	Pomatorhinus ruficollis	932028	0	RYR3 protein (Fragment)
A0A7L4ILD6	unassigned	none	module	ryr.hmm matched only 108 profile positions (< 200) — a shared module, not a family assignment	133.2	256.2	123.0	0.4801	3.2e-36	1.6e-73	1.6e-73	0.041	0.022	110	108	1.0	108	Ryr3_2	Pomatorhinus ruficollis	932028	0	RYR3 protein (Fragment)
A0A7L4J0V1	unassigned	none	module	itpr.hmm matched only 83 profile positions (< 200) — a shared module, not a family assignment	101.3	0.0	101.3	1.0	1.3e-26		1.3e-26	0.031	0.0	83	0	0.939	82	Itpr2_0	Pomatorhinus ruficollis	932028	0	ITPR2 protein (Fragment)
A0A7L4J4L8	unassigned	none	module	itpr.hmm matched only 81 profile positions (< 200) — a shared module, not a family assignment	103.4	0.0	103.4	1.0	3e-27		3e-27	0.03	0.0	81	0	0.964	83	Itpr1	Pomatorhinus ruficollis	932028	0	ITPR1 protein (Fragment)
A0A7L4JJ95	unassigned	none	module	itpr.hmm matched only 83 profile positions (< 200) — a shared module, not a family assignment	101.3	0.0	101.3	1.0	1.3e-26		1.3e-26	0.031	0.0	83	0	0.939	82	Itpr2_0	Ceuthmochares aereus	1961834	0	ITPR2 protein (Fragment)
A0A7L4JQ14	unassigned	none	module	itpr.hmm matched only 81 profile positions (< 200) — a shared module, not a family assignment	108.8	0.0	108.8	1.0	7.3e-29		7.3e-29	0.03	0.0	81	0	0.988	82	Itpr1_0	Ceuthmochares aereus	1961834	0	ITPR1 protein (Fragment)
A0A7L4JSG6	unassigned	none	module	ryr.hmm matched only 49 profile positions (< 200) — a shared module, not a family assignment	0.0	46.8	46.8	1.0		1.9e-10	1.9e-10	0.0	0.01	0	49	0.979	48	Ryr3_1	Ceuthmochares aereus	1961834	0	RYR3 protein (Fragment)
A0A7L4JSI7	unassigned	none	module	ryr.hmm matched only 108 profile positions (< 200) — a shared module, not a family assignment	133.2	256.2	123.0	0.4801	3.2e-36	1.6e-73	1.6e-73	0.041	0.022	110	108	1.0	108	Ryr3_3	Ceuthmochares aereus	1961834	0	RYR3 protein (Fragment)
A0A7L4JSL2	unassigned	none	module	ryr.hmm matched only 173 profile positions (< 200) — a shared module, not a family assignment	43.1	320.9	277.8	0.8657	4.6e-09	5.1e-93	5.1e-93	0.029	0.035	78	173	1.0	174	Ryr3_2	Ceuthmochares aereus	1961834	0	RYR3 protein (Fragment)
A0A7L4KKG1	unassigned	none	module	ryr.hmm matched only 54 profile positions (< 200) — a shared module, not a family assignment	68.3	123.3	55.0	0.4461	1.2e-16	1.7e-33	1.7e-33	0.021	0.011	56	54	1.0	56	Ryr1_0	Callaeas wilsoni	1347786	0	RYR1 protein (Fragment)
A0A7L4KTX6	unassigned	none	module	itpr.hmm matched only 81 profile positions (< 200) — a shared module, not a family assignment	103.4	0.0	103.4	1.0	3e-27		3e-27	0.03	0.0	81	0	0.964	83	Itpr1_0	Callaeas wilsoni	1347786	0	ITPR1 protein (Fragment)
A0A7L4KVZ5	unassigned	none	module	ryr.hmm matched only 108 profile positions (< 200) — a shared module, not a family assignment	133.2	256.2	123.0	0.4801	3.2e-36	1.6e-73	1.6e-73	0.041	0.022	110	108	1.0	108	Ryr3_1	Callaeas wilsoni	1347786	0	RYR3 protein (Fragment)
A0A7L4KW75	unassigned	none	module	ryr.hmm matched only 173 profile positions (< 200) — a shared module, not a family assignment	42.5	321.3	278.8	0.8677	7.1e-09	4e-93	4e-93	0.029	0.035	78	173	0.983	175	Ryr3_0	Callaeas wilsoni	1347786	0	RYR3 protein (Fragment)
A0A7L4LF14	unassigned	none	module	ryr.hmm matched only 49 profile positions (< 200) — a shared module, not a family assignment	0.0	43.9	43.9	1.0		1.5e-09	1.5e-09	0.0	0.01	0	49	0.667	72	Ryr1_2	Callaeas wilsoni	1347786	0	RYR1 protein (Fragment)
A0A7L4LJC2	unassigned	none	module	itpr.hmm matched only 83 profile positions (< 200) — a shared module, not a family assignment	101.3	0.0	101.3	1.0	1.3e-26		1.3e-26	0.031	0.0	83	0	0.939	82	Itpr2_0	Callaeas wilsoni	1347786	0	ITPR2 protein (Fragment)
A0A7L4LNN0	unassigned	none	module	ryr.hmm matched only 143 profile positions (< 200) — a shared module, not a family assignment	0.0	110.8	110.8	1.0		1e-29	1e-29	0.0	0.029	0	143	0.922	166	Ryr1_4	Callaeas wilsoni	1347786	0	RYR1 protein (Fragment)
A0A7L4LRE2	unassigned	none	module	ryr.hmm matched only 173 profile positions (< 200) — a shared module, not a family assignment	35.6	305.0	269.4	0.8833	8.5e-07	3.2e-88	3.2e-88	0.022	0.035	59	173	0.977	176	Ryr1_3	Callaeas wilsoni	1347786	0	RYR1 protein (Fragment)
A0A7L4LXL8	unassigned	none	module	ryr.hmm matched only 108 profile positions (< 200) — a shared module, not a family assignment	133.2	256.2	123.0	0.4801	3.2e-36	1.6e-73	1.6e-73	0.041	0.022	110	108	1.0	108	Ryr3_1	Glareola pratincola	43316	0	RYR3 protein (Fragment)
A0A7L4LYZ3	unassigned	none	module	ryr.hmm matched only 173 profile positions (< 200) — a shared module, not a family assignment	41.6	320.0	278.4	0.87	1.3e-08	9.6e-93	9.6e-93	0.028	0.035	75	173	0.983	174	Ryr3_0	Glareola pratincola	43316	0	RYR3 protein (Fragment)
A0A7L4M1Y5	unassigned	none	module	itpr.hmm matched only 81 profile positions (< 200) — a shared module, not a family assignment	109.1	0.0	109.1	1.0	5.9e-29		5.9e-29	0.03	0.0	81	0	0.988	82	Itpr1_0	Glareola pratincola	43316	0	ITPR1 protein (Fragment)
A0A7L4MD48	unassigned	none	module	itpr.hmm matched only 83 profile positions (< 200) — a shared module, not a family assignment	101.3	0.0	101.3	1.0	1.3e-26		1.3e-26	0.031	0.0	83	0	0.939	82	Itpr2_1	Glareola pratincola	43316	0	ITPR2 protein (Fragment)
A0A7L4MSE8	unassigned	none	module	ryr.hmm matched only 49 profile positions (< 200) — a shared module, not a family assignment	0.0	43.6	43.6	1.0		1.7e-09	1.7e-09	0.0	0.01	0	49	0.75	64	Ryr1_0	Glareola pratincola	43316	0	RYR1 protein (Fragment)
A0A7L4MWM4	unassigned	none	module	ryr.hmm matched only 108 profile positions (< 200) — a shared module, not a family assignment	133.2	256.2	123.0	0.4801	3.2e-36	1.6e-73	1.6e-73	0.041	0.022	110	108	1.0	108	Ryr3_0	Ceyx cyanopectus	390723	0	RYR3 protein (Fragment)
A0A7L4MZE4	unassigned	none	module	ryr.hmm matched only 108 profile positions (< 200) — a shared module, not a family assignment	75.6	177.5	101.9	0.5741	7.1e-19	8.3e-50	8.3e-50	0.041	0.022	110	108	1.0	100	Ryr3_1	Ceyx cyanopectus	390723	0	RYR3 protein (Fragment)
A0A7L4N2Q1	unassigned	none	module	itpr.hmm matched only 83 profile positions (< 200) — a shared module, not a family assignment	101.3	0.0	101.3	1.0	1.3e-26		1.3e-26	0.031	0.0	83	0	0.939	82	Itpr2_1	Ceyx cyanopectus	390723	0	ITPR2 protein (Fragment)
A0A7L4NNR5	unassigned	none	module	ryr.hmm matched only 74 profile positions (< 200) — a shared module, not a family assignment	77.4	163.4	86.0	0.5263	2.1e-19	1.5e-45	1.5e-45	0.028	0.015	75	74	1.0	74	Ryr1	Ceyx cyanopectus	390723	0	RYR1 protein (Fragment)
A0A7L4NSW4	unassigned	none	module	ryr.hmm matched only 94 profile positions (< 200) — a shared module, not a family assignment	0.0	167.1	167.1	1.0		1.1e-46	1.1e-46	0.0	0.019	0	94	0.941	102	Ryr2_1	Ceyx cyanopectus	390723	0	RYR2 protein (Fragment)
A0A850TGU2	unassigned	none	module	ryr.hmm matched only 108 profile positions (< 200) — a shared module, not a family assignment	133.2	256.2	123.0	0.4801	3.2e-36	1.6e-73	1.6e-73	0.041	0.022	110	108	1.0	108	Ryr3_1	Grus americana	9117	0	RYR3 protein (Fragment)
A0A850TI68	unassigned	none	module	ryr.hmm matched only 173 profile positions (< 200) — a shared module, not a family assignment	42.2	321.4	279.2	0.8687	8.4e-09	3.6e-93	3.6e-93	0.029	0.035	78	173	0.989	174	Ryr3_0	Grus americana	9117	0	RYR3 protein (Fragment)
A0A850TSF0	unassigned	none	module	itpr.hmm matched only 81 profile positions (< 200) — a shared module, not a family assignment	109.3	0.0	109.3	1.0	5.1e-29		5.1e-29	0.03	0.0	81	0	0.988	82	Itpr1_0	Grus americana	9117	0	ITPR1 protein (Fragment)
A0A850U1X0	unassigned	none	module	itpr.hmm matched only 83 profile positions (< 200) — a shared module, not a family assignment	101.3	0.0	101.3	1.0	1.3e-26		1.3e-26	0.031	0.0	83	0	0.939	82	Itpr2_0	Grus americana	9117	0	ITPR2 protein (Fragment)
A0A850U234	unassigned	none	module	ryr.hmm matched only 108 profile positions (< 200) — a shared module, not a family assignment	130.3	256.2	125.9	0.4914	2.4e-35	1.6e-73	1.6e-73	0.041	0.022	110	108	1.0	108	Ryr2_2	Grus americana	9117	0	RYR2 protein (Fragment)
A0A850U2A6	unassigned	none	module	ryr.hmm matched only 173 profile positions (< 200) — a shared module, not a family assignment	41.4	327.4	286.0	0.8735	1.5e-08	5.8e-95	5.8e-95	0.025	0.035	67	173	0.983	177	Ryr2_1	Grus americana	9117	0	RYR2 protein (Fragment)
A0A850UC53	unassigned	none	module	ryr.hmm matched only 44 profile positions (< 200) — a shared module, not a family assignment	0.0	46.1	46.1	1.0		3.1e-10	3.1e-10	0.0	0.009	0	44	0.979	47	Ryr3_3	Grus americana	9117	0	RYR3 protein (Fragment)
A0A850UMS4	unassigned	none	module	ryr.hmm matched only 173 profile positions (< 200) — a shared module, not a family assignment	42.5	321.3	278.8	0.8677	7.1e-09	4e-93	4e-93	0.029	0.035	78	173	0.983	175	Ryr3_1	Chloropsis hardwickii	667144	0	RYR3 protein (Fragment)
A0A850UNZ6	unassigned	none	module	itpr.hmm matched only 81 profile positions (< 200) — a shared module, not a family assignment	103.4	0.0	103.4	1.0	3e-27		3e-27	0.03	0.0	81	0	0.964	83	Itpr1_0	Chloropsis hardwickii	667144	0	ITPR1 protein (Fragment)
A0A850UQ45	unassigned	none	module	ryr.hmm matched only 108 profile positions (< 200) — a shared module, not a family assignment	133.2	256.2	123.0	0.4801	3.2e-36	1.6e-73	1.6e-73	0.041	0.022	110	108	1.0	108	Ryr3_2	Chloropsis hardwickii	667144	0	RYR3 protein (Fragment)
A0A850UQ85	unassigned	none	module	itpr.hmm matched only 83 profile positions (< 200) — a shared module, not a family assignment	101.3	0.0	101.3	1.0	1.3e-26		1.3e-26	0.031	0.0	83	0	0.939	82	Itpr2_0	Chloropsis hardwickii	667144	0	ITPR2 protein (Fragment)
A0A850UQH8	unassigned	none	module	ryr.hmm matched only 44 profile positions (< 200) — a shared module, not a family assignment	0.0	47.1	47.1	1.0		1.6e-10	1.6e-10	0.0	0.009	0	44	0.979	47	Ryr3_0	Chloropsis hardwickii	667144	0	RYR3 protein (Fragment)
A0A850VL63	unassigned	none	module	ryr.hmm matched only 108 profile positions (< 200) — a shared module, not a family assignment	130.3	256.2	125.9	0.4914	2.4e-35	1.6e-73	1.6e-73	0.041	0.022	110	108	1.0	108	Ryr2_1	Fregata magnificens	37042	0	RYR2 protein (Fragment)
A0A850VUH1	unassigned	none	module	ryr.hmm matched only 173 profile positions (< 200) — a shared module, not a family assignment	40.6	327.1	286.5	0.8759	2.6e-08	7.1e-95	7.1e-95	0.025	0.035	67	173	0.989	175	Ryr2_0	Fregata magnificens	37042	0	RYR2 protein (Fragment)
A0A850W1R4	unassigned	none	module	ryr.hmm matched only 54 profile positions (< 200) — a shared module, not a family assignment	68.8	122.6	53.8	0.4388	8.2e-17	2.8e-33	2.8e-33	0.021	0.011	56	54	1.0	56	Ryr3_0	Fregata magnificens	37042	0	RYR3 protein (Fragment)
A0A850W7C2	unassigned	none	module	ryr.hmm matched only 49 profile positions (< 200) — a shared module, not a family assignment	0.0	47.0	47.0	1.0		1.6e-10	1.6e-10	0.0	0.01	0	49	0.923	52	Ryr1	Fregata magnificens	37042	0	RYR1 protein (Fragment)
A0A850W853	unassigned	none	module	itpr.hmm matched only 75 profile positions (< 200) — a shared module, not a family assignment	100.6	0.0	100.6	1.0	2.2e-26		2.2e-26	0.028	0.0	75	0	0.938	81	Itpr2_1	Fregata magnificens	37042	0	ITPR2 protein (Fragment)
A0A850WCW9	unassigned	none	module	itpr.hmm matched only 102 profile positions (< 200) — a shared module, not a family assignment	229.2	118.6	110.6	0.4825	3.6e-65	4.6e-32	3.6e-65	0.038	0.02	102	99	1.0	101	Itpr1_2	Fregata magnificens	37042	0	ITPR1 protein (Fragment)
A0A850WF92	unassigned	none	module	ryr.hmm matched only 108 profile positions (< 200) — a shared module, not a family assignment	133.2	256.2	123.0	0.4801	3.2e-36	1.6e-73	1.6e-73	0.041	0.022	110	108	1.0	108	Ryr3_2	Piaya cayana	33601	0	RYR3 protein (Fragment)
A0A850WI15	unassigned	none	module	ryr.hmm matched only 44 profile positions (< 200) — a shared module, not a family assignment	0.0	47.4	47.4	1.0		1.3e-10	1.3e-10	0.0	0.009	0	44	0.979	47	Ryr3_0	Piaya cayana	33601	0	RYR3 protein (Fragment)
A0A850WMB8	unassigned	none	module	itpr.hmm matched only 78 profile positions (< 200) — a shared module, not a family assignment	103.4	0.0	103.4	1.0	3e-27		3e-27	0.029	0.0	78	0	0.975	80	Itpr1_1	Fregata magnificens	37042	0	ITPR1 protein (Fragment)
A0A850WMN2	unassigned	none	module	ryr.hmm matched only 173 profile positions (< 200) — a shared module, not a family assignment	43.8	321.0	277.2	0.8636	2.8e-09	4.7e-93	4.7e-93	0.031	0.035	83	173	1.0	174	Ryr3_1	Piaya cayana	33601	0	RYR3 protein (Fragment)
A0A850WQ20	unassigned	none	module	itpr.hmm matched only 83 profile positions (< 200) — a shared module, not a family assignment	101.3	0.0	101.3	1.0	1.3e-26		1.3e-26	0.031	0.0	83	0	0.939	82	Itpr2_0	Piaya cayana	33601	0	ITPR2 protein (Fragment)
A0A850WSX0	unassigned	none	module	ryr.hmm matched only 173 profile positions (< 200) — a shared module, not a family assignment	41.0	327.4	286.4	0.8748	2e-08	5.7e-95	5.7e-95	0.025	0.035	67	173	0.977	177	Ryr2_0	Piaya cayana	33601	0	RYR2 protein (Fragment)
A0A850WYR3	unassigned	none	module	ryr.hmm matched only 49 profile positions (< 200) — a shared module, not a family assignment	0.0	44.4	44.4	1.0		1e-09	1e-09	0.0	0.01	0	49	0.959	49	Ryr1	Piaya cayana	33601	0	RYR1 protein (Fragment)
A0A850WZL0	unassigned	none	module	itpr.hmm matched only 81 profile positions (< 200) — a shared module, not a family assignment	108.8	0.0	108.8	1.0	7.3e-29		7.3e-29	0.03	0.0	81	0	0.988	82	Itpr1_0	Piaya cayana	33601	0	ITPR1 protein (Fragment)
A0A850X5I1	unassigned	none	module	ryr.hmm matched only 108 profile positions (< 200) — a shared module, not a family assignment	130.3	256.2	125.9	0.4914	2.4e-35	1.6e-73	1.6e-73	0.041	0.022	110	108	1.0	108	Ryr2_1	Piaya cayana	33601	0	RYR2 protein (Fragment)
A0A850XN82	unassigned	none	module	ryr.hmm matched only 173 profile positions (< 200) — a shared module, not a family assignment	40.9	326.1	285.2	0.8746	2.1e-08	1.4e-94	1.4e-94	0.027	0.035	72	173	0.989	175	Ryr2_0	Aegithalos caudatus	73327	0	RYR2 protein (Fragment)
A0A850XPE1	unassigned	none	module	ryr.hmm matched only 108 profile positions (< 200) — a shared module, not a family assignment	130.3	256.2	125.9	0.4914	2.4e-35	1.6e-73	1.6e-73	0.041	0.022	110	108	1.0	108	Ryr2_1	Aegithalos caudatus	73327	0	RYR2 protein (Fragment)
A0A850XQI7	unassigned	none	module	itpr.hmm matched only 75 profile positions (< 200) — a shared module, not a family assignment	100.6	0.0	100.6	1.0	2.2e-26		2.2e-26	0.028	0.0	75	0	0.938	81	Itpr2_0	Aegithalos caudatus	73327	0	ITPR2 protein (Fragment)
A0A850XVN5	unassigned	none	module	itpr.hmm matched only 81 profile positions (< 200) — a shared module, not a family assignment	103.4	0.0	103.4	1.0	3e-27		3e-27	0.03	0.0	81	0	0.964	83	Itpr1_0	Aegithalos caudatus	73327	0	ITPR1 protein (Fragment)
A0A850XWD8	unassigned	none	module	ryr.hmm matched only 49 profile positions (< 200) — a shared module, not a family assignment	0.0	45.3	45.3	1.0		5.3e-10	5.3e-10	0.0	0.01	0	49	0.923	52	Ryr1	Aegithalos caudatus	73327	0	RYR1 protein (Fragment)
A0A850XZ92	unassigned	none	module	itpr.hmm matched only 102 profile positions (< 200) — a shared module, not a family assignment	229.2	118.6	110.6	0.4825	3.6e-65	4.6e-32	3.6e-65	0.038	0.02	102	99	1.0	101	Itpr1_2	Aegithalos caudatus	73327	0	ITPR1 protein (Fragment)
A0A850XZI8	unassigned	none	module	ryr.hmm matched only 108 profile positions (< 200) — a shared module, not a family assignment	133.2	256.2	123.0	0.4801	3.2e-36	1.6e-73	1.6e-73	0.041	0.022	110	108	1.0	108	Ryr3_2	Aegithalos caudatus	73327	0	RYR3 protein (Fragment)
A0A850YGJ1	unassigned	none	module	ryr.hmm matched only 173 profile positions (< 200) — a shared module, not a family assignment	42.4	303.7	261.3	0.8604	7.4e-09	7.6e-88	7.6e-88	0.029	0.035	78	173	0.983	173	Ryr3_1	Aegithalos caudatus	73327	0	RYR3 protein (Fragment)
A0A850YZS7	unassigned	none	module	itpr.hmm matched only 81 profile positions (< 200) — a shared module, not a family assignment	103.4	0.0	103.4	1.0	3e-27		3e-27	0.03	0.0	81	0	0.964	83	Itpr1	Tichodroma muraria	237442	0	ITPR1 protein (Fragment)
A0A850Z6C7	unassigned	none	module	itpr.hmm matched only 83 profile positions (< 200) — a shared module, not a family assignment	101.3	0.0	101.3	1.0	1.3e-26		1.3e-26	0.031	0.0	83	0	0.939	82	Itpr2	Tichodroma muraria	237442	0	ITPR2 protein (Fragment)
A0A850Z9R5	unassigned	none	module	ryr.hmm matched only 99 profile positions (< 200) — a shared module, not a family assignment	0.0	161.8	161.8	1.0		4.4e-45	4.4e-45	0.0	0.02	0	99	0.99	102	Ryr3_1	Tichodroma muraria	237442	0	RYR3 protein (Fragment)
A0A850ZDR4	unassigned	none	module	ryr.hmm matched only 89 profile positions (< 200) — a shared module, not a family assignment	0.0	163.2	163.2	1.0		1.6e-45	1.6e-45	0.0	0.018	0	89	0.978	93	Ryr2	Tichodroma muraria	237442	0	RYR2 protein (Fragment)
A0A850ZQI2	unassigned	none	module	itpr.hmm matched only 75 profile positions (< 200) — a shared module, not a family assignment	100.6	0.0	100.6	1.0	2.1e-26		2.1e-26	0.028	0.0	75	0	0.938	81	Itpr2_0	Sula dactylatra	56068	0	ITPR2 protein (Fragment)
A0A850ZQU5	unassigned	none	module	ryr.hmm matched only 49 profile positions (< 200) — a shared module, not a family assignment	0.0	44.8	44.8	1.0		7.5e-10	7.5e-10	0.0	0.01	0	49	0.979	48	Ryr1	Tichodroma muraria	237442	0	RYR1 protein (Fragment)
A0A850ZX03	unassigned	none	module	ryr.hmm matched only 173 profile positions (< 200) — a shared module, not a family assignment	40.4	326.8	286.4	0.8764	3e-08	8.6e-95	8.6e-95	0.025	0.035	67	173	0.994	174	Ryr2_0	Sula dactylatra	56068	0	RYR2 protein (Fragment)
A0A850ZXS7	unassigned	none	module	ryr.hmm matched only 108 profile positions (< 200) — a shared module, not a family assignment	130.3	256.2	125.9	0.4914	2.4e-35	1.6e-73	1.6e-73	0.041	0.022	110	108	1.0	108	Ryr2_1	Sula dactylatra	56068	0	RYR2 protein (Fragment)
A0A851A909	unassigned	none	module	itpr.hmm matched only 102 profile positions (< 200) — a shared module, not a family assignment	229.2	118.6	110.6	0.4825	3.6e-65	4.6e-32	3.6e-65	0.038	0.02	102	99	1.0	101	Itpr1_2	Sula dactylatra	56068	0	ITPR1 protein (Fragment)
A0A851AD99	unassigned	none	module	itpr.hmm matched only 81 profile positions (< 200) — a shared module, not a family assignment	109.3	0.0	109.3	1.0	5.1e-29		5.1e-29	0.03	0.0	81	0	0.988	82	Itpr1_0	Sula dactylatra	56068	0	ITPR1 protein (Fragment)
A0A851AZK2	unassigned	none	module	ryr.hmm matched only 99 profile positions (< 200) — a shared module, not a family assignment	117.7	232.9	115.2	0.4946	1.6e-31	1.6e-66	1.6e-66	0.037	0.02	99	99	1.0	100	Ryr3_1	Picathartes gymnocephalus	175131	0	RYR3 protein (Fragment)
A0A851B303	unassigned	none	module	ryr.hmm matched only 108 profile positions (< 200) — a shared module, not a family assignment	132.3	253.4	121.1	0.4779	6.1e-36	1.1e-72	1.1e-72	0.041	0.022	110	108	1.0	108	Ryr1_1	Picathartes gymnocephalus	175131	0	RYR1 protein (Fragment)
A0A851B339	unassigned	none	module	ryr.hmm matched only 173 profile positions (< 200) — a shared module, not a family assignment	34.9	294.3	259.4	0.8814	1.4e-06	5.3e-85	5.3e-85	0.022	0.035	59	173	0.98	204	Ryr1_0	Picathartes gymnocephalus	175131	0	RYR1 protein (Fragment)
A0A851B498	unassigned	none	module	ryr.hmm matched only 108 profile positions (< 200) — a shared module, not a family assignment	133.2	256.2	123.0	0.4801	3.2e-36	1.6e-73	1.6e-73	0.041	0.022	110	108	1.0	108	Ryr3	Sula dactylatra	56068	0	RYR3 protein (Fragment)
A0A851B5R6	unassigned	none	module	ryr.hmm matched only 123 profile positions (< 200) — a shared module, not a family assignment	0.0	202.3	202.3	1.0		2.8e-57	2.8e-57	0.0	0.025	0	123	0.992	122	Ryr3_2	Picathartes gymnocephalus	175131	0	RYR3 protein (Fragment)
A0A851B5X8	unassigned	none	module	itpr.hmm matched only 83 profile positions (< 200) — a shared module, not a family assignment	101.3	0.0	101.3	1.0	1.3e-26		1.3e-26	0.031	0.0	83	0	0.939	82	Itpr2_0	Picathartes gymnocephalus	175131	0	ITPR2 protein (Fragment)
A0A851B6Y0	unassigned	none	module	itpr.hmm matched only 81 profile positions (< 200) — a shared module, not a family assignment	103.4	0.0	103.4	1.0	3e-27		3e-27	0.03	0.0	81	0	0.964	83	Itpr1_0	Picathartes gymnocephalus	175131	0	ITPR1 protein (Fragment)
A0A851B711	unassigned	none	module	ryr.hmm matched only 44 profile positions (< 200) — a shared module, not a family assignment	0.0	46.7	46.7	1.0		2e-10	2e-10	0.0	0.009	0	44	0.979	47	Ryr3_0	Picathartes gymnocephalus	175131	0	RYR3 protein (Fragment)
A0A851BMF8	unassigned	none	module	ryr.hmm matched only 49 profile positions (< 200) — a shared module, not a family assignment	0.0	43.2	43.2	1.0		2.3e-09	2.3e-09	0.0	0.01	0	49	0.635	74	Ryr1_2	Picathartes gymnocephalus	175131	0	RYR1 protein (Fragment)
A0A851BXW3	unassigned	none	module	itpr.hmm matched only 83 profile positions (< 200) — a shared module, not a family assignment	101.2	0.0	101.2	1.0	1.4e-26		1.4e-26	0.031	0.0	83	0	0.939	82	Itpr2_0	Calyptomena viridis	135972	0	ITPR2 protein (Fragment)
A0A851BYY0	unassigned	none	module	ryr.hmm matched only 108 profile positions (< 200) — a shared module, not a family assignment	133.2	256.2	123.0	0.4801	3.2e-36	1.6e-73	1.6e-73	0.041	0.022	110	108	1.0	108	Ryr3_1	Calyptomena viridis	135972	0	RYR3 protein (Fragment)
A0A851BZD2	unassigned	none	module	ryr.hmm matched only 173 profile positions (< 200) — a shared module, not a family assignment	42.4	320.4	278.0	0.8677	7.3e-09	7.1e-93	7.1e-93	0.029	0.035	78	173	0.989	174	Ryr3_0	Calyptomena viridis	135972	0	RYR3 protein (Fragment)
A0A851CUM6	unassigned	none	module	itpr.hmm matched only 78 profile positions (< 200) — a shared module, not a family assignment	104.1	0.0	104.1	1.0	2e-27		2e-27	0.029	0.0	78	0	0.94	83	Itpr1_0	Calyptomena viridis	135972	0	ITPR1 protein (Fragment)
A0A851CW06	unassigned	none	module	ryr.hmm matched only 99 profile positions (< 200) — a shared module, not a family assignment	128.2	236.9	108.7	0.4588	1e-34	1.1e-67	1.1e-67	0.038	0.02	102	99	1.0	101	Ryr2_1	Calyptomena viridis	135972	0	RYR2 protein (Fragment)
A0A851D3L4	unassigned	none	module	ryr.hmm matched only 44 profile positions (< 200) — a shared module, not a family assignment	0.0	44.3	44.3	1.0		1.1e-09	1.1e-09	0.0	0.009	0	44	0.979	47	Ryr1_0	Todus mexicanus	135184	0	RYR1 protein (Fragment)
A0A851D4H8	unassigned	none	module	ryr.hmm matched only 108 profile positions (< 200) — a shared module, not a family assignment	0.0	76.5	76.5	1.0		2.1e-19	2.1e-19	0.0	0.022	0	108	0.801	136	Ryr1_1	Todus mexicanus	135184	0	RYR1 protein (Fragment)
A0A851DCH7	unassigned	none	module	itpr.hmm matched only 83 profile positions (< 200) — a shared module, not a family assignment	101.3	0.0	101.3	1.0	1.3e-26		1.3e-26	0.031	0.0	83	0	0.939	82	Itpr2	Todus mexicanus	135184	0	ITPR2 protein (Fragment)
A0A851DFE1	unassigned	none	module	itpr.hmm matched only 81 profile positions (< 200) — a shared module, not a family assignment	109.0	0.0	109.0	1.0	6.3e-29		6.3e-29	0.03	0.0	81	0	0.988	82	Itpr1	Todus mexicanus	135184	0	ITPR1 protein (Fragment)
A0A851E0J1	unassigned	none	module	ryr.hmm matched only 108 profile positions (< 200) — a shared module, not a family assignment	132.6	252.5	119.9	0.4749	4.9e-36	2e-72	2e-72	0.041	0.022	110	108	1.0	108	Ryr1_0	Dryoscopus gambensis	85069	0	RYR1 protein (Fragment)
A0A851E259	unassigned	none	module	itpr.hmm matched only 75 profile positions (< 200) — a shared module, not a family assignment	100.6	0.0	100.6	1.0	2.2e-26		2.2e-26	0.028	0.0	75	0	0.938	81	Itpr2	Dryoscopus gambensis	85069	0	ITPR2 protein (Fragment)
A0A851E9T5	unassigned	none	module	itpr.hmm matched only 102 profile positions (< 200) — a shared module, not a family assignment	229.2	118.6	110.6	0.4825	3.6e-65	4.6e-32	3.6e-65	0.038	0.02	102	99	1.0	101	Itpr1_2	Dryoscopus gambensis	85069	0	ITPR1 protein (Fragment)
