accession	call	confidence	reason	instruments	arch_call	profile_call	profile_confidence	itpr_score	ryr_score	rel_margin	searches	source	gene	protein_name	species	taxon_id	group	kingdom	phylum	class	order	family	length	in_band	fragment	reviewed	protein_existence	in_alphafold	seed_pfams	pfams	n_itpr_arch	ryr_pfams
A0ABU7CQ65	RYR	medium	profile only — not in the InterPro census; ryr.hmm wins by 541.9 bits (73.8% of 734.7) over 429 profile positions	profile		RYR	medium	192.8	734.7	0.7376	sweep	HMM	RYR2_8	Ryanodine receptor 2 (Fragment)	Characodon lateralis	208331	Vertebrata	Metazoa	Chordata				439			0						
A0ABU7CQL1	RYR	medium	profile only — not in the InterPro census; ryr.hmm wins by 619.4 bits (100.0% of 619.4) over 370 profile positions; no itpr.hmm hit	profile		RYR	medium	0.0	619.4	1.0	sweep	HMM	RYR2_10	Ryanodine receptor 2 (Fragment)	Characodon lateralis	208331	Vertebrata	Metazoa	Chordata				387			0						
A0ABU7CS62	RYR	medium	profile only — not in the InterPro census; ryr.hmm wins by 578.8 bits (100.0% of 578.8) over 424 profile positions; no itpr.hmm hit	profile		RYR	medium	0.0	578.8	1.0	sweep	HMM	RYR2_12	Ryanodine receptor 2	Characodon lateralis	208331	Vertebrata	Metazoa	Chordata				561			0						
A0ABU7CSF2	RYR	medium	profile only — not in the InterPro census; ryr.hmm wins by 280.7 bits (100.0% of 280.7) over 212 profile positions; no itpr.hmm hit	profile		RYR	medium	0.0	280.7	1.0	sweep	HMM	RYR2_14	Ryanodine receptor 2	Characodon lateralis	208331	Vertebrata	Metazoa	Chordata				244			0						
A0ABU7CZY5	RYR	medium	profile only — not in the InterPro census; ryr.hmm wins by 280.4 bits (100.0% of 280.4) over 217 profile positions; no itpr.hmm hit	profile		RYR	medium	0.0	280.4	1.0	sweep	HMM	RYR2_9	Ryanodine receptor 2	Characodon lateralis	208331	Vertebrata	Metazoa	Chordata				239			0						
A0ABU7DNR7	RYR	medium	profile only — not in the InterPro census; ryr.hmm wins by 554.4 bits (67.3% of 823.8) over 375 profile positions	profile		RYR	medium	269.4	823.8	0.673	sweep	HMM	RYR1_7	Ryanodine receptor 1	Characodon lateralis	208331	Vertebrata	Metazoa	Chordata				391			0						
A0ABU7E449	RYR	medium	profile only — not in the InterPro census; ryr.hmm wins by 656.6 bits (71.3% of 921.2) over 503 profile positions	profile		RYR	medium	264.6	921.2	0.7128	sweep	HMM	RYR2_4	Ryanodine receptor 2 (Fragment)	Characodon lateralis	208331	Vertebrata	Metazoa	Chordata				535			0						
A0ABU7ECD7	ITPR	medium	profile only — not in the InterPro census; itpr.hmm wins by 449.4 bits (67.0% of 670.7) over 392 profile positions	profile		ITPR	medium	670.7	221.3	0.67	sweep	HMM	ITPR2_2	Inositol 1,4,5-trisphosphate receptor type 2 (Fragment)	Characodon lateralis	208331	Vertebrata	Metazoa	Chordata				434			0						
A0ABU7EDQ1	RYR	medium	profile only — not in the InterPro census; ryr.hmm wins by 2158.2 bits (97.5% of 2214.1) over 1425 profile positions	profile		RYR	medium	55.9	2214.1	0.9748	sweep	HMM	RYR1_1	Ryanodine receptor 1 (Fragment)	Characodon lateralis	208331	Vertebrata	Metazoa	Chordata				1430			0						
A0ABU7EDX7	RYR	medium	profile only — not in the InterPro census; ryr.hmm wins by 412.0 bits (92.5% of 445.3) over 261 profile positions	profile		RYR	medium	33.3	445.3	0.9252	sweep	HMM	RYR2_13	Ryanodine receptor 2	Characodon lateralis	208331	Vertebrata	Metazoa	Chordata				263			0						
A0ABU7EHA3	ITPR	medium	profile only — not in the InterPro census; itpr.hmm wins by 585.4 bits (73.5% of 796.3) over 451 profile positions	profile		ITPR	medium	796.3	210.9	0.7352	sweep	HMM	ITPR1_2	Inositol 1,4,5-trisphosphate receptor type 1	Characodon lateralis	208331	Vertebrata	Metazoa	Chordata				529			0						
A0ABU7EL23	RYR	medium	profile only — not in the InterPro census; ryr.hmm wins by 697.6 bits (100.0% of 697.6) over 483 profile positions; no itpr.hmm hit	profile		RYR	medium	0.0	697.6	1.0	sweep	HMM	RYR2_6	Ryanodine receptor 2 (Fragment)	Characodon lateralis	208331	Vertebrata	Metazoa	Chordata				487			0						
A0ABU7ENR0	RYR	medium	profile only — not in the InterPro census; ryr.hmm wins by 597.1 bits (100.0% of 597.1) over 449 profile positions; no itpr.hmm hit	profile		RYR	medium	0.0	597.1	1.0	sweep	HMM	RYR3_4	Ryanodine receptor 3 (Fragment)	Characodon lateralis	208331	Vertebrata	Metazoa	Chordata				441			0						
A0ABU7ER81	ITPR	medium	profile only — not in the InterPro census; itpr.hmm wins by 496.3 bits (100.0% of 496.3) over 376 profile positions; no ryr.hmm hit	profile		ITPR	medium	496.3	0.0	1.0	sweep	HMM	ITPR1_1	Inositol 1,4,5-trisphosphate receptor type 1 (Fragment)	Characodon lateralis	208331	Vertebrata	Metazoa	Chordata				437			0						
A0ABU7ETD2	ITPR	medium	profile only — not in the InterPro census; itpr.hmm wins by 382.8 bits (64.5% of 593.2) over 298 profile positions	profile		ITPR	medium	593.2	210.4	0.6453	sweep	HMM	ITPR1_5	Inositol 1,4,5-trisphosphate receptor type 1	Characodon lateralis	208331	Vertebrata	Metazoa	Chordata				341			0						
A0ABU7EWW3	RYR	medium	profile only — not in the InterPro census; ryr.hmm wins by 960.1 bits (100.0% of 960.1) over 636 profile positions; no itpr.hmm hit	profile		RYR	medium	0.0	960.1	1.0	sweep	HMM	RYR1_5	Ryanodine receptor 1	Characodon lateralis	208331	Vertebrata	Metazoa	Chordata				663			0						
A0ABU7F739	RYR	medium	profile only — not in the InterPro census; ryr.hmm wins by 484.0 bits (100.0% of 484.0) over 389 profile positions; no itpr.hmm hit	profile		RYR	medium	0.0	484.0	1.0	sweep	HMM	RYR3_3	Ryanodine receptor 3	Characodon lateralis	208331	Vertebrata	Metazoa	Chordata				432			0						
A0ABV0MW26	ITPR	medium	profile only — not in the InterPro census; itpr.hmm wins by 374.1 bits (88.8% of 421.1) over 309 profile positions	profile		ITPR	medium	421.1	47.0	0.8884	sweep	HMM	ITPR3_3	Inositol 1,4,5-trisphosphate receptor type 3 (Fragment)	Goodea atripinnis	208336	Vertebrata	Metazoa	Chordata				464			0						
A0ABV0MXQ0	RYR	medium	profile only — not in the InterPro census; ryr.hmm wins by 334.7 bits (100.0% of 334.7) over 207 profile positions; no itpr.hmm hit	profile		RYR	medium	0.0	334.7	1.0	sweep	HMM	RYR3_6	Ryanodine receptor 3 (Fragment)	Goodea atripinnis	208336	Vertebrata	Metazoa	Chordata				207			0						
A0ABV0NSM1	RYR	medium	profile only — not in the InterPro census; ryr.hmm wins by 307.1 bits (90.2% of 340.3) over 227 profile positions	profile		RYR	medium	33.2	340.3	0.9024	sweep	HMM	RYR2_13	Ryanodine receptor 2 (Fragment)	Goodea atripinnis	208336	Vertebrata	Metazoa	Chordata				235			0						
A0ABV0NVF3	RYR	medium	profile only — not in the InterPro census; ryr.hmm wins by 490.5 bits (100.0% of 490.5) over 380 profile positions; no itpr.hmm hit	profile		RYR	medium	0.0	490.5	1.0	sweep	HMM	RYR2_2	Ryanodine receptor 2 (Fragment)	Goodea atripinnis	208336	Vertebrata	Metazoa	Chordata				385			0						
A0ABV0P251	RYR	medium	profile only — not in the InterPro census; ryr.hmm wins by 199.9 bits (100.0% of 199.9) over 256 profile positions; no itpr.hmm hit	profile		RYR	medium	0.0	199.9	1.0	sweep	HMM	GOODEAATRI_007210	Uncharacterized protein (Fragment)	Goodea atripinnis	208336	Vertebrata	Metazoa	Chordata				284			0						
A0ABV0P285	RYR	medium	profile only — not in the InterPro census; ryr.hmm wins by 571.0 bits (100.0% of 571.0) over 493 profile positions; no itpr.hmm hit	profile		RYR	medium	0.0	571.0	1.0	sweep	HMM	GOODEAATRI_007209	Ryanodine receptor junctional solenoid domain-containing protein (Fragment)	Goodea atripinnis	208336	Vertebrata	Metazoa	Chordata				535			0						
A0ABV0P5N3	RYR	medium	profile only — not in the InterPro census; ryr.hmm wins by 1678.5 bits (100.0% of 1678.5) over 1080 profile positions; no itpr.hmm hit	profile		RYR	medium	0.0	1678.5	1.0	sweep	HMM	RYR3_3	Ryanodine receptor 3 (Fragment)	Goodea atripinnis	208336	Vertebrata	Metazoa	Chordata				1127			0						
A0ABV0P6V7	ITPR	medium	profile only — not in the InterPro census; itpr.hmm wins by 356.1 bits (100.0% of 356.1) over 276 profile positions; no ryr.hmm hit	profile		ITPR	medium	356.1	0.0	1.0	sweep	HMM	ITPR3_1	Inositol 1,4,5-trisphosphate receptor type 3 (Fragment)	Goodea atripinnis	208336	Vertebrata	Metazoa	Chordata				300			0						
A0ABV0P8D0	RYR	medium	profile only — not in the InterPro census; ryr.hmm wins by 554.2 bits (92.2% of 601.3) over 414 profile positions	profile		RYR	medium	47.1	601.3	0.9217	sweep	HMM	RYR1_3	Ryanodine receptor 1 (Fragment)	Goodea atripinnis	208336	Vertebrata	Metazoa	Chordata				530			0						
A0ABV0P8E6	RYR	medium	profile only — not in the InterPro census; ryr.hmm wins by 420.3 bits (60.4% of 696.4) over 311 profile positions	profile		RYR	medium	276.1	696.4	0.6035	sweep	HMM	RYR1_4	Ryanodine receptor 1 (Fragment)	Goodea atripinnis	208336	Vertebrata	Metazoa	Chordata				315			0						
A0ABV0PBN8	ITPR	medium	profile only — not in the InterPro census; itpr.hmm wins by 245.5 bits (100.0% of 245.5) over 247 profile positions; no ryr.hmm hit	profile		ITPR	medium	245.5	0.0	1.0	sweep	HMM	GOODEAATRI_005855	Uncharacterized protein (Fragment)	Goodea atripinnis	208336	Vertebrata	Metazoa	Chordata				262			0						
A0ABV0PBT9	RYR	medium	profile only — not in the InterPro census; ryr.hmm wins by 715.0 bits (94.5% of 756.8) over 592 profile positions	profile		RYR	medium	41.8	756.8	0.9448	sweep	HMM	GOODEAATRI_006243	EF-hand domain-containing protein (Fragment)	Goodea atripinnis	208336	Vertebrata	Metazoa	Chordata				602			0						
A0ABV0PBW6	RYR	medium	profile only — not in the InterPro census; ryr.hmm wins by 786.5 bits (100.0% of 786.5) over 730 profile positions; no itpr.hmm hit	profile		RYR	medium	0.0	786.5	1.0	sweep	HMM	GOODEAATRI_006242	Ryanodine receptor 3 (Fragment)	Goodea atripinnis	208336	Vertebrata	Metazoa	Chordata				856			0						
A0ABV0PNG2	RYR	medium	profile only — not in the InterPro census; ryr.hmm wins by 515.0 bits (100.0% of 515.0) over 335 profile positions; no itpr.hmm hit	profile		RYR	medium	0.0	515.0	1.0	sweep	HMM	GOODEAATRI_014148	SPRY domain-containing protein (Fragment)	Goodea atripinnis	208336	Vertebrata	Metazoa	Chordata				351			0						
A0ABV0Q232	RYR	medium	profile only — not in the InterPro census; ryr.hmm wins by 306.8 bits (100.0% of 306.8) over 242 profile positions; no itpr.hmm hit	profile		RYR	medium	0.0	306.8	1.0	sweep	HMM	RYR2_9	Ryanodine receptor 2 (Fragment)	Goodea atripinnis	208336	Vertebrata	Metazoa	Chordata				331			0						
A0ABV0Q7Z6	ITPR	medium	profile only — not in the InterPro census; itpr.hmm wins by 253.8 bits (64.0% of 396.6) over 217 profile positions	profile		ITPR	medium	396.6	142.8	0.6399	sweep	HMM	ITPR1_1	Inositol 1,4,5-trisphosphate receptor type 1 (Fragment)	Xenoophorus captivus	1517983	Vertebrata	Metazoa	Chordata				255			0						
A0ABV0QCQ7	ITPR	medium	profile only — not in the InterPro census; itpr.hmm wins by 329.7 bits (100.0% of 329.7) over 274 profile positions; no ryr.hmm hit	profile		ITPR	medium	329.7	0.0	1.0	sweep	HMM	ITPR2_1	Inositol 1,4,5-trisphosphate receptor type 2 (Fragment)	Xenoophorus captivus	1517983	Vertebrata	Metazoa	Chordata				293			0						
A0ABV0QDM8	RYR	medium	profile only — not in the InterPro census; ryr.hmm wins by 343.5 bits (100.0% of 343.5) over 291 profile positions; no itpr.hmm hit	profile		RYR	medium	0.0	343.5	1.0	sweep	HMM	XENOCAPTIV_018025	Ryanodine receptor 1 (Fragment)	Xenoophorus captivus	1517983	Vertebrata	Metazoa	Chordata				287			0						
A0ABV0QDN3	RYR	medium	profile only — not in the InterPro census; ryr.hmm wins by 748.8 bits (91.3% of 820.0) over 582 profile positions	profile		RYR	medium	71.2	820.0	0.9132	sweep	HMM	XENOCAPTIV_018027	Ryanodine Receptor TM 4-6 domain-containing protein	Xenoophorus captivus	1517983	Vertebrata	Metazoa	Chordata				673			0						
A0ABV0QFP0	RYR	medium	profile only — not in the InterPro census; ryr.hmm wins by 515.3 bits (90.2% of 571.0) over 567 profile positions	profile		RYR	medium	55.7	571.0	0.9025	sweep	HMM	XENOCAPTIV_028294	Ryanodine Receptor TM 4-6 domain-containing protein (Fragment)	Xenoophorus captivus	1517983	Vertebrata	Metazoa	Chordata				615			0						
A0ABV0QSR3	RYR	medium	profile only — not in the InterPro census; ryr.hmm wins by 556.8 bits (100.0% of 556.8) over 557 profile positions; no itpr.hmm hit	profile		RYR	medium	0.0	556.8	1.0	sweep	HMM	XENOCAPTIV_014914	Uncharacterized protein (Fragment)	Xenoophorus captivus	1517983	Vertebrata	Metazoa	Chordata				548			0						
A0ABV0QT21	RYR	medium	profile only — not in the InterPro census; ryr.hmm wins by 381.0 bits (100.0% of 381.0) over 256 profile positions; no itpr.hmm hit	profile		RYR	medium	0.0	381.0	1.0	sweep	HMM	RYR1_5	Ryanodine receptor 1	Xenoophorus captivus	1517983	Vertebrata	Metazoa	Chordata				252			0						
A0ABV0R392	RYR	medium	profile only — not in the InterPro census; ryr.hmm wins by 676.9 bits (100.0% of 676.9) over 611 profile positions; no itpr.hmm hit	profile		RYR	medium	0.0	676.9	1.0	sweep	HMM	XENOCAPTIV_007712	Uncharacterized protein (Fragment)	Xenoophorus captivus	1517983	Vertebrata	Metazoa	Chordata				737			0						
A0ABV0R3M2	RYR	medium	profile only — not in the InterPro census; ryr.hmm wins by 391.7 bits (100.0% of 391.7) over 286 profile positions; no itpr.hmm hit	profile		RYR	medium	0.0	391.7	1.0	sweep	HMM	XENOCAPTIV_011033	Ryanodine receptor Ryr domain-containing protein	Xenoophorus captivus	1517983	Vertebrata	Metazoa	Chordata				337			0						
A0ABV0RCR4	RYR	medium	profile only — not in the InterPro census; ryr.hmm wins by 592.8 bits (100.0% of 592.8) over 473 profile positions; no itpr.hmm hit	profile		RYR	medium	0.0	592.8	1.0	sweep	HMM	XENOCAPTIV_015405	Ryanodine Receptor TM 4-6 domain-containing protein	Xenoophorus captivus	1517983	Vertebrata	Metazoa	Chordata				493			0						
A0ABV0RI59	ITPR	medium	profile only — not in the InterPro census; itpr.hmm wins by 223.4 bits (82.4% of 271.2) over 212 profile positions	profile		ITPR	medium	271.2	47.8	0.8237	sweep	HMM	ITPR3_4	Inositol 1,4,5-trisphosphate receptor type 3 (Fragment)	Xenoophorus captivus	1517983	Vertebrata	Metazoa	Chordata				327			0						
A0ABV0RPF6	RYR	medium	profile only — not in the InterPro census; ryr.hmm wins by 555.9 bits (100.0% of 555.9) over 498 profile positions; no itpr.hmm hit	profile		RYR	medium	0.0	555.9	1.0	sweep	HMM	XENOCAPTIV_006290	B30.2/SPRY domain-containing protein (Fragment)	Xenoophorus captivus	1517983	Vertebrata	Metazoa	Chordata				529			0						
A0ABV0RPJ3	RYR	medium	profile only — not in the InterPro census; ryr.hmm wins by 536.6 bits (93.0% of 576.9) over 394 profile positions	profile		RYR	medium	40.3	576.9	0.9301	sweep	HMM	RYR1_1	Ryanodine receptor 1	Xenoophorus captivus	1517983	Vertebrata	Metazoa	Chordata				463			0						
A0ABV0S9Y4	RYR	medium	profile only — not in the InterPro census; ryr.hmm wins by 722.4 bits (100.0% of 722.4) over 547 profile positions; no itpr.hmm hit	profile		RYR	medium	0.0	722.4	1.0	sweep	HMM	XENOCAPTIV_007823	B30.2/SPRY domain-containing protein	Xenoophorus captivus	1517983	Vertebrata	Metazoa	Chordata				563			0						
A0ABV0SF61	RYR	medium	profile only — not in the InterPro census; ryr.hmm wins by 380.4 bits (100.0% of 380.4) over 271 profile positions; no itpr.hmm hit	profile		RYR	medium	0.0	380.4	1.0	sweep	HMM	RYR2_3	Ryanodine receptor 2 (Fragment)	Xenoophorus captivus	1517983	Vertebrata	Metazoa	Chordata				254			0						
A0ABV0SIS7	RYR	medium	profile only — not in the InterPro census; ryr.hmm wins by 347.8 bits (100.0% of 347.8) over 311 profile positions; no itpr.hmm hit	profile		RYR	medium	0.0	347.8	1.0	sweep	HMM	RYR3_3	Ryanodine receptor 3	Xenoophorus captivus	1517983	Vertebrata	Metazoa	Chordata				350			0						
A0ABV0SUJ5	RYR	medium	profile only — not in the InterPro census; ryr.hmm wins by 413.5 bits (74.7% of 553.3) over 271 profile positions	profile		RYR	medium	139.8	553.3	0.7473	sweep	HMM	RYR1_8	Ryanodine receptor 1	Ilyodon furcidens	33524	Vertebrata	Metazoa	Chordata				292			0						
A0ABV0SXT0	RYR	medium	profile only — not in the InterPro census; ryr.hmm wins by 1497.0 bits (97.2% of 1539.4) over 1016 profile positions	profile		RYR	medium	42.4	1539.4	0.9725	sweep	HMM	RYR1_1	Ryanodine receptor 1 (Fragment)	Ilyodon furcidens	33524	Vertebrata	Metazoa	Chordata				1008			0						
A0ABV0T279	RYR	medium	profile only — not in the InterPro census; ryr.hmm wins by 521.0 bits (100.0% of 521.0) over 375 profile positions; no itpr.hmm hit	profile		RYR	medium	0.0	521.0	1.0	sweep	HMM	RYR2_12	Ryanodine receptor 2	Ilyodon furcidens	33524	Vertebrata	Metazoa	Chordata				374			0						
A0ABV0T337	RYR	medium	profile only — not in the InterPro census; ryr.hmm wins by 688.1 bits (100.0% of 688.1) over 468 profile positions; no itpr.hmm hit	profile		RYR	medium	0.0	688.1	1.0	sweep	HMM	ILYODFUR_030127	B30.2/SPRY domain-containing protein (Fragment)	Ilyodon furcidens	33524	Vertebrata	Metazoa	Chordata				566			0						
A0ABV0TW65	RYR	medium	profile only — not in the InterPro census; ryr.hmm wins by 430.4 bits (100.0% of 430.4) over 306 profile positions; no itpr.hmm hit	profile		RYR	medium	0.0	430.4	1.0	sweep	HMM	RYR2_3	Ryanodine receptor 2 (Fragment)	Ilyodon furcidens	33524	Vertebrata	Metazoa	Chordata				305			0						
A0ABV0U2I9	RYR	medium	profile only — not in the InterPro census; ryr.hmm wins by 460.2 bits (89.8% of 512.3) over 355 profile positions	profile		RYR	medium	52.1	512.3	0.8983	sweep	HMM	RYR2_13	Ryanodine receptor 2	Ilyodon furcidens	33524	Vertebrata	Metazoa	Chordata				358			0						
A0ABV0U518	RYR	medium	profile only — not in the InterPro census; ryr.hmm wins by 330.8 bits (100.0% of 330.8) over 360 profile positions; no itpr.hmm hit	profile		RYR	medium	0.0	330.8	1.0	sweep	HMM	ILYODFUR_036608	Ryanodine Receptor TM 4-6 domain-containing protein	Ilyodon furcidens	33524	Vertebrata	Metazoa	Chordata				394			0						
A0ABV0U8F7	RYR	medium	profile only — not in the InterPro census; ryr.hmm wins by 1219.8 bits (100.0% of 1219.8) over 754 profile positions; no itpr.hmm hit	profile		RYR	medium	0.0	1219.8	1.0	sweep	HMM	RYR3_3	Ryanodine receptor 3 (Fragment)	Ilyodon furcidens	33524	Vertebrata	Metazoa	Chordata				777			0						
A0ABV0UDF8	RYR	medium	profile only — not in the InterPro census; ryr.hmm wins by 640.1 bits (68.7% of 931.4) over 473 profile positions	profile		RYR	medium	291.3	931.4	0.6872	sweep	HMM	RYR2_1	Ryanodine receptor 2	Ilyodon furcidens	33524	Vertebrata	Metazoa	Chordata				484			0						
A0ABV0UII0	RYR	medium	profile only — not in the InterPro census; ryr.hmm wins by 819.5 bits (100.0% of 819.5) over 532 profile positions; no itpr.hmm hit	profile		RYR	medium	0.0	819.5	1.0	sweep	HMM	ILYODFUR_023364	Ryanodine receptor Ryr domain-containing protein (Fragment)	Ilyodon furcidens	33524	Vertebrata	Metazoa	Chordata				535			0						
A0ABV0UJE2	RYR	medium	profile only — not in the InterPro census; ryr.hmm wins by 496.5 bits (92.9% of 534.4) over 296 profile positions	profile		RYR	medium	37.9	534.4	0.9291	sweep	HMM	RYR2_5	Ryanodine receptor 2 (Fragment)	Ilyodon furcidens	33524	Vertebrata	Metazoa	Chordata				305			0						
A0ABV0UVR8	ITPR	medium	profile only — not in the InterPro census; itpr.hmm wins by 761.1 bits (78.0% of 975.5) over 612 profile positions	profile		ITPR	medium	975.5	214.4	0.7802	sweep	HMM	ITPR3_2	Inositol 1,4,5-trisphosphate receptor type 3	Ilyodon furcidens	33524	Vertebrata	Metazoa	Chordata				692			0						
A0ABV0UWE7	RYR	medium	profile only — not in the InterPro census; ryr.hmm wins by 247.2 bits (100.0% of 247.2) over 232 profile positions; no itpr.hmm hit	profile		RYR	medium	0.0	247.2	1.0	sweep	HMM	ILYODFUR_029879	Ryanodine receptor Ryr domain-containing protein (Fragment)	Ilyodon furcidens	33524	Vertebrata	Metazoa	Chordata				233			0						
A0ABV0UWY9	RYR	medium	profile only — not in the InterPro census; ryr.hmm wins by 757.5 bits (73.9% of 1024.9) over 651 profile positions	profile		RYR	medium	267.4	1024.9	0.7391	sweep	HMM	RYR2_7	Ryanodine receptor 2 (Fragment)	Ilyodon furcidens	33524	Vertebrata	Metazoa	Chordata				689			0						
A0ABV0V087	RYR	medium	profile only — not in the InterPro census; ryr.hmm wins by 220.7 bits (100.0% of 220.7) over 217 profile positions; no itpr.hmm hit	profile		RYR	medium	0.0	220.7	1.0	sweep	HMM	ILYODFUR_033368	Uncharacterized protein (Fragment)	Ilyodon furcidens	33524	Vertebrata	Metazoa	Chordata				215			0						
A0ABV0V7H1	ITPR	medium	profile only — not in the InterPro census; itpr.hmm wins by 290.4 bits (100.0% of 290.4) over 285 profile positions; no ryr.hmm hit	profile		ITPR	medium	290.4	0.0	1.0	sweep	HMM	ITPR3_4	Inositol 1,4,5-trisphosphate receptor type 3 (Fragment)	Ilyodon furcidens	33524	Vertebrata	Metazoa	Chordata				296			0						
A0ABV0V9V8	RYR	medium	profile only — not in the InterPro census; ryr.hmm wins by 348.6 bits (100.0% of 348.6) over 242 profile positions; no itpr.hmm hit	profile		RYR	medium	0.0	348.6	1.0	sweep	HMM	RYR3_8	Ryanodine receptor 3	Ilyodon furcidens	33524	Vertebrata	Metazoa	Chordata				251			0						
A0ABV0VKL4	RYR	medium	profile only — not in the InterPro census; ryr.hmm wins by 404.6 bits (100.0% of 404.6) over 306 profile positions; no itpr.hmm hit	profile		RYR	medium	0.0	404.6	1.0	sweep	HMM	RYR3_7	Ryanodine receptor 3	Ilyodon furcidens	33524	Vertebrata	Metazoa	Chordata				337			0						
A0ABV0VSB5	ITPR	medium	profile only — not in the InterPro census; itpr.hmm wins by 383.3 bits (64.6% of 593.2) over 298 profile positions	profile		ITPR	medium	593.2	209.9	0.6462	sweep	HMM	ITPR1_7	Inositol 1,4,5-trisphosphate receptor type 1	Xenotaenia resolanae	208358	Vertebrata	Metazoa	Chordata				341			0						
A0ABV0VU85	RYR	medium	profile only — not in the InterPro census; ryr.hmm wins by 1068.3 bits (96.2% of 1110.6) over 759 profile positions	profile		RYR	medium	42.3	1110.6	0.9619	sweep	HMM	RYR1_2	Ryanodine receptor 1 (Fragment)	Xenotaenia resolanae	208358	Vertebrata	Metazoa	Chordata				746			0						
A0ABV0VYG1	RYR	medium	profile only — not in the InterPro census; ryr.hmm wins by 995.6 bits (100.0% of 995.6) over 700 profile positions; no itpr.hmm hit	profile		RYR	medium	0.0	995.6	1.0	sweep	HMM	XENORESO_010084	B30.2/SPRY domain-containing protein (Fragment)	Xenotaenia resolanae	208358	Vertebrata	Metazoa	Chordata				819			0						
A0ABV0W3C9	RYR	medium	profile only — not in the InterPro census; ryr.hmm wins by 374.3 bits (63.1% of 592.7) over 276 profile positions	profile		RYR	medium	218.4	592.7	0.6315	sweep	HMM	RYR1_4	Ryanodine receptor 1 (Fragment)	Xenotaenia resolanae	208358	Vertebrata	Metazoa	Chordata				280			0						
A0ABV0WB93	RYR	medium	profile only — not in the InterPro census; ryr.hmm wins by 345.2 bits (58.8% of 586.8) over 281 profile positions	profile		RYR	medium	241.6	586.8	0.5883	sweep	HMM	RYR2_6	Ryanodine receptor 2 (Fragment)	Xenotaenia resolanae	208358	Vertebrata	Metazoa	Chordata				284			0						
A0ABV0WEZ1	RYR	medium	profile only — not in the InterPro census; ryr.hmm wins by 388.2 bits (88.0% of 441.0) over 301 profile positions	profile		RYR	medium	52.8	441.0	0.8803	sweep	HMM	RYR2_4	Ryanodine receptor 2	Xenotaenia resolanae	208358	Vertebrata	Metazoa	Chordata				296			0						
A0ABV0WI25	RYR	medium	profile only — not in the InterPro census; ryr.hmm wins by 658.7 bits (100.0% of 658.7) over 439 profile positions; no itpr.hmm hit	profile		RYR	medium	0.0	658.7	1.0	sweep	HMM	XENORESO_015356	B30.2/SPRY domain-containing protein (Fragment)	Xenotaenia resolanae	208358	Vertebrata	Metazoa	Chordata				539			0						
A0ABV0WJJ4	RYR	medium	profile only — not in the InterPro census; ryr.hmm wins by 401.6 bits (100.0% of 401.6) over 419 profile positions; no itpr.hmm hit	profile		RYR	medium	0.0	401.6	1.0	sweep	HMM	XENORESO_009824	Ryanodine Receptor TM 4-6 domain-containing protein (Fragment)	Xenotaenia resolanae	208358	Vertebrata	Metazoa	Chordata				479			0						
A0ABV0WUH1	ITPR	medium	profile only — not in the InterPro census; itpr.hmm wins by 290.4 bits (100.0% of 290.4) over 285 profile positions; no ryr.hmm hit	profile		ITPR	medium	290.4	0.0	1.0	sweep	HMM	ITPR3_3	Inositol 1,4,5-trisphosphate receptor type 3 (Fragment)	Xenotaenia resolanae	208358	Vertebrata	Metazoa	Chordata				296			0						
A0ABV0WYJ9	RYR	medium	profile only — not in the InterPro census; ryr.hmm wins by 448.5 bits (100.0% of 448.5) over 345 profile positions; no itpr.hmm hit	profile		RYR	medium	0.0	448.5	1.0	sweep	HMM	RYR3_4	Ryanodine receptor 3	Xenotaenia resolanae	208358	Vertebrata	Metazoa	Chordata				374			0						
A0ABV0WYZ2	RYR	medium	profile only — not in the InterPro census; ryr.hmm wins by 304.1 bits (90.1% of 337.5) over 207 profile positions	profile		RYR	medium	33.4	337.5	0.901	sweep	HMM	RYR2_3	Ryanodine receptor 2	Xenotaenia resolanae	208358	Vertebrata	Metazoa	Chordata				220			0						
A0ABV0WZ39	RYR	medium	profile only — not in the InterPro census; ryr.hmm wins by 1224.8 bits (100.0% of 1224.8) over 789 profile positions; no itpr.hmm hit	profile		RYR	medium	0.0	1224.8	1.0	sweep	HMM	RYR2_2	Ryanodine receptor 2 (Fragment)	Xenotaenia resolanae	208358	Vertebrata	Metazoa	Chordata				790			0						
A0ABV0X6V4	RYR	medium	profile only — not in the InterPro census; ryr.hmm wins by 269.3 bits (84.4% of 319.2) over 212 profile positions	profile		RYR	medium	49.9	319.2	0.8437	sweep	HMM	RYR1_6	Ryanodine receptor 1	Xenotaenia resolanae	208358	Vertebrata	Metazoa	Chordata				224			0						
A0ABV0XM69	RYR	medium	profile only — not in the InterPro census; ryr.hmm wins by 1009.2 bits (95.4% of 1057.4) over 735 profile positions	profile		RYR	medium	48.2	1057.4	0.9544	sweep	HMM	RYR3_1	Ryanodine receptor 3 (Fragment)	Ameca splendens	208324	Vertebrata	Metazoa	Chordata				768			0						
A0ABV0XVV7	RYR	medium	profile only — not in the InterPro census; ryr.hmm wins by 576.9 bits (100.0% of 576.9) over 424 profile positions; no itpr.hmm hit	profile		RYR	medium	0.0	576.9	1.0	sweep	HMM	RYR2_13	Ryanodine receptor 2 (Fragment)	Ameca splendens	208324	Vertebrata	Metazoa	Chordata				551			0						
