accession	call	confidence	reason	instruments	arch_call	profile_call	profile_confidence	itpr_score	ryr_score	rel_margin	searches	source	gene	protein_name	species	taxon_id	group	kingdom	phylum	class	order	family	length	in_band	fragment	reviewed	protein_existence	in_alphafold	seed_pfams	pfams	n_itpr_arch	ryr_pfams	verdict
A0A9J8ARH7	ITPR	high	architecture and profile both call ITPR	both	ITPR	ITPR	high	3642.6	387.3	0.8937	interpro+calibration	InterPro		Inositol 1,4,5-trisphosphate receptor	Cyprinus carpio carpio	630221	Vertebrata	Metazoa	Chordata	Actinopteri	Cypriniformes	Cyprinidae	2513	1		0	Inferred from homology	0	PF01365;PF08454;PF08709	PF00520;PF01365;PF02815;PF08454;PF08709	5		not in the sweep DB — never searched
A0A9J8AX34	ITPR	high	architecture and profile both call ITPR	both	ITPR	ITPR	high	3903.6	435.5	0.8884	interpro+calibration	InterPro		Inositol 1,4,5-trisphosphate receptor	Cyprinus carpio carpio	630221	Vertebrata	Metazoa	Chordata	Actinopteri	Cypriniformes	Cyprinidae	2651	1		0	Inferred from homology	0	PF01365;PF08454;PF08709	PF00520;PF01365;PF02815;PF08454;PF08709	5		not in the sweep DB — never searched
A0A9J8B0G2	ITPR	high	architecture and profile both call ITPR	both	ITPR	ITPR	high	3885.4	388.3	0.9001	interpro+calibration	InterPro		Inositol 1,4,5-trisphosphate receptor	Cyprinus carpio carpio	630221	Vertebrata	Metazoa	Chordata	Actinopteri	Cypriniformes	Cyprinidae	2638	1		0	Inferred from homology	0	PF01365;PF08454;PF08709	PF00520;PF01365;PF02815;PF08454;PF08709	5		not in the sweep DB — never searched
A0A9J8B1R0	ITPR	high	architecture and profile both call ITPR	both	ITPR	ITPR	high	3873.0	428.9	0.8893	interpro+calibration	InterPro		Inositol 1,4,5-trisphosphate receptor	Cyprinus carpio carpio	630221	Vertebrata	Metazoa	Chordata	Actinopteri	Cypriniformes	Cyprinidae	2640	1		0	Inferred from homology	0	PF01365;PF08454;PF08709	PF00520;PF01365;PF02815;PF08454;PF08709	5		not in the sweep DB — never searched
A0A9J8B384	ITPR	high	architecture and profile both call ITPR	both	ITPR	ITPR	high	3847.2	410.8	0.8932	interpro+calibration	InterPro		Inositol 1,4,5-trisphosphate receptor	Cyprinus carpio carpio	630221	Vertebrata	Metazoa	Chordata	Actinopteri	Cypriniformes	Cyprinidae	2606	1		0	Inferred from homology	0	PF01365;PF08454;PF08709	PF00520;PF01365;PF02815;PF08454;PF08709	5		not in the sweep DB — never searched
A0A9J8B3N9	ITPR	high	architecture and profile both call ITPR	both	ITPR	ITPR	high	3845.1	401.5	0.8956	interpro+calibration	InterPro		Inositol 1,4,5-trisphosphate receptor	Cyprinus carpio carpio	630221	Vertebrata	Metazoa	Chordata	Actinopteri	Cypriniformes	Cyprinidae	2615	1		0	Inferred from homology	0	PF01365;PF08454;PF08709	PF00520;PF01365;PF02815;PF08454;PF08709	5		not in the sweep DB — never searched
A0A9J8B7W9	ITPR	high	architecture and profile both call ITPR	both	ITPR	ITPR	high	3265.4	229.2	0.9298	interpro+calibration	InterPro		Inositol 1,4,5-trisphosphate receptor	Cyprinus carpio carpio	630221	Vertebrata	Metazoa	Chordata	Actinopteri	Cypriniformes	Cyprinidae	2272	1		0	Inferred from homology	0	PF01365;PF08454;PF08709	PF01365;PF02815;PF08454;PF08709	4		not in the sweep DB — never searched
A0A9J8BH66	ITPR	high	architecture and profile both call ITPR	both	ITPR	ITPR	high	4083.9	404.2	0.901	interpro+calibration	InterPro		Inositol 1,4,5-trisphosphate receptor	Cyprinus carpio carpio	630221	Vertebrata	Metazoa	Chordata	Actinopteri	Cypriniformes	Cyprinidae	2631	1		0	Inferred from homology	0	PF01365;PF08454;PF08709	PF00520;PF01365;PF02815;PF08454;PF08709	5		not in the sweep DB — never searched
A0A9J8BIZ4	ITPR	high	architecture and profile both call ITPR	both	ITPR	ITPR	high	4176.4	402.7	0.9036	interpro+calibration	InterPro		Inositol 1,4,5-trisphosphate receptor	Cyprinus carpio carpio	630221	Vertebrata	Metazoa	Chordata	Actinopteri	Cypriniformes	Cyprinidae	2622	1		0	Inferred from homology	0	PF01365;PF08454;PF08709	PF00520;PF01365;PF02815;PF08454;PF08709	5		not in the sweep DB — never searched
A0A9J8BYP5	ITPR	high	architecture and profile both call ITPR	both	ITPR	ITPR	high	4230.5	400.1	0.9054	interpro+calibration	InterPro		Inositol 1,4,5-trisphosphate receptor	Cyprinus carpio carpio	630221	Vertebrata	Metazoa	Chordata	Actinopteri	Cypriniformes	Cyprinidae	2637	1		0	Inferred from homology	0	PF01365;PF08454;PF08709	PF00520;PF01365;PF02815;PF08454;PF08709	5		not in the sweep DB — never searched
A0A9J8C2C3	ITPR	high	architecture and profile both call ITPR	both	ITPR	ITPR	high	4050.9	401.3	0.9009	interpro+calibration	InterPro		Inositol 1,4,5-trisphosphate receptor	Cyprinus carpio carpio	630221	Vertebrata	Metazoa	Chordata	Actinopteri	Cypriniformes	Cyprinidae	2558	1		0	Inferred from homology	0	PF01365;PF08454;PF08709	PF00520;PF01365;PF02815;PF08454;PF08709	5		not in the sweep DB — never searched
A0A9J8C439	ITPR	high	architecture and profile both call ITPR	both	ITPR	ITPR	high	3947.6	436.4	0.8895	interpro+calibration	InterPro		Inositol 1,4,5-trisphosphate receptor	Cyprinus carpio carpio	630221	Vertebrata	Metazoa	Chordata	Actinopteri	Cypriniformes	Cyprinidae	2664	1		0	Inferred from homology	0	PF01365;PF08454;PF08709	PF00520;PF01365;PF02815;PF08454;PF08709	5		not in the sweep DB — never searched
A0A9J8C7I8	ITPR	high	architecture and profile both call ITPR	both	ITPR	ITPR	high	3623.5	382.2	0.8945	interpro+calibration	InterPro		Inositol 1,4,5-trisphosphate receptor	Cyprinus carpio carpio	630221	Vertebrata	Metazoa	Chordata	Actinopteri	Cypriniformes	Cyprinidae	2483	1		0	Inferred from homology	0	PF01365;PF08454;PF08709	PF00520;PF01365;PF02815;PF08454;PF08709	5		not in the sweep DB — never searched
A0A9J8CDK3	ITPR	high	architecture and profile both call ITPR	both	ITPR	ITPR	high	3867.7	223.0	0.9423	interpro+calibration	InterPro		Inositol 1,4,5-trisphosphate receptor	Cyprinus carpio carpio	630221	Vertebrata	Metazoa	Chordata	Actinopteri	Cypriniformes	Cyprinidae	2507	1		0	Inferred from homology	0	PF01365;PF08454;PF08709	PF01365;PF02815;PF08454;PF08709	4		not in the sweep DB — never searched
A0A9J8CPU8	ITPR	high	architecture and profile both call ITPR	both	ITPR	ITPR	high	4269.9	431.2	0.899	interpro+calibration	InterPro		Inositol 1,4,5-trisphosphate-gated calcium channel ITPR2 (IP3 receptor isoform 2) (Inositol 1,4,5-trisphosphate receptor	Cyprinus carpio carpio	630221	Vertebrata	Metazoa	Chordata	Actinopteri	Cypriniformes	Cyprinidae	2698	1		0	Inferred from homology	0	PF01365;PF08454;PF08709	PF00520;PF01365;PF02815;PF08454;PF08709	5		not in the sweep DB — never searched
A0A9J8CYF0	ITPR	high	architecture and profile both call ITPR	both	ITPR	ITPR	high	4139.9	394.0	0.9048	interpro+calibration	InterPro		Inositol 1,4,5-trisphosphate receptor	Cyprinus carpio carpio	630221	Vertebrata	Metazoa	Chordata	Actinopteri	Cypriniformes	Cyprinidae	2605	1		0	Inferred from homology	0	PF01365;PF08454;PF08709	PF00520;PF01365;PF02815;PF08454;PF08709	5		not in the sweep DB — never searched
A0A9J8D044	ITPR	high	architecture and profile both call ITPR	both	ITPR	ITPR	high	3838.2	424.7	0.8893	interpro+calibration	InterPro		Inositol 1,4,5-trisphosphate receptor	Cyprinus carpio carpio	630221	Vertebrata	Metazoa	Chordata	Actinopteri	Cypriniformes	Cyprinidae	2620	1		0	Inferred from homology	0	PF01365;PF08454;PF08709	PF00520;PF01365;PF02815;PF08454;PF08709	5		not in the sweep DB — never searched
A0A9J8D9W5	ITPR	high	architecture and profile both call ITPR	both	ITPR	ITPR	high	3872.3	424.6	0.8903	interpro+calibration	InterPro		Inositol 1,4,5-trisphosphate receptor	Cyprinus carpio carpio	630221	Vertebrata	Metazoa	Chordata	Actinopteri	Cypriniformes	Cyprinidae	2641	1		0	Inferred from homology	0	PF01365;PF08454;PF08709	PF00520;PF01365;PF02815;PF08454;PF08709	5		not in the sweep DB — never searched
A0A9J8DAF0	ITPR	high	architecture and profile both call ITPR	both	ITPR	ITPR	high	3853.1	396.4	0.8971	interpro+calibration	InterPro		Inositol 1,4,5-trisphosphate receptor	Cyprinus carpio carpio	630221	Vertebrata	Metazoa	Chordata	Actinopteri	Cypriniformes	Cyprinidae	2626	1		0	Inferred from homology	0	PF01365;PF08454;PF08709	PF00520;PF01365;PF02815;PF08454;PF08709	5		not in the sweep DB — never searched
A0A9J8DML1	ITPR	high	architecture and profile both call ITPR	both	ITPR	ITPR	high	3470.5	248.3	0.9285	interpro+calibration	InterPro		Inositol 1,4,5-trisphosphate receptor	Cyprinus carpio carpio	630221	Vertebrata	Metazoa	Chordata	Actinopteri	Cypriniformes	Cyprinidae	2441	1		0	Inferred from homology	0	PF01365;PF08454;PF08709	PF01365;PF02815;PF08454;PF08709	4		not in the sweep DB — never searched
A0A9L0IDK9	ITPR	high	architecture and profile both call ITPR	both	ITPR	ITPR	medium	1315.3	327.7	0.7509	interpro+calibration	InterPro	ITPR1	Inositol 1,4,5-trisphosphate receptor	Equus asinus (Donkey) (Equus africanus asinus)	9793	Vertebrata	Metazoa	Chordata	Mammalia	Perissodactyla	Equidae	721	0		0	Inferred from homology	1	PF08709	PF00520;PF02815;PF08709	3		not in the DB; another entry of the same gene was hit
A0A9L0RH15	ITPR	high	architecture and profile both call ITPR	both	ITPR	ITPR	high	4170.1	413.0	0.901	interpro+calibration	InterPro		Inositol 1,4,5-trisphosphate receptor	Equus caballus (Horse)	9796	Vertebrata	Metazoa	Chordata	Mammalia	Perissodactyla	Equidae	2669	1		0	Inferred from homology	0	PF01365;PF08454;PF08709	PF00520;PF01365;PF02815;PF08454;PF08709	5		not in the sweep DB — never searched
A0A9L0RPR3	ITPR	high	architecture and profile both call ITPR	both	ITPR	ITPR	high	3597.7	255.2	0.9291	interpro+calibration	InterPro		Inositol 1,4,5-trisphosphate receptor	Equus caballus (Horse)	9796	Vertebrata	Metazoa	Chordata	Mammalia	Perissodactyla	Equidae	2454	1		0	Inferred from homology	0	PF01365;PF08454;PF08709	PF01365;PF02815;PF08454;PF08709	4		not in the sweep DB — never searched
A0A9L0RVQ9	ITPR	high	architecture and profile both call ITPR	both	ITPR	ITPR	high	4088.5	449.8	0.89	interpro+calibration	InterPro		Inositol 1,4,5-trisphosphate receptor	Equus caballus (Horse)	9796	Vertebrata	Metazoa	Chordata	Mammalia	Perissodactyla	Equidae	2617	1		0	Inferred from homology	0	PF01365;PF08454;PF08709	PF00520;PF01365;PF02815;PF08454;PF08709	5		not in the sweep DB — never searched
A0A9L0S413	ITPR	high	architecture and profile both call ITPR	both	ITPR	ITPR	high	3991.4	420.8	0.8946	interpro+calibration	InterPro		Inositol 1,4,5-trisphosphate receptor	Equus caballus (Horse)	9796	Vertebrata	Metazoa	Chordata	Mammalia	Perissodactyla	Equidae	2644	1		0	Inferred from homology	0	PF01365;PF08454;PF08709	PF00520;PF01365;PF02815;PF08454;PF08709	5		not in the sweep DB — never searched
A0A9L0T188	ITPR	high	architecture and profile both call ITPR	both	ITPR	ITPR	high	3600.0	255.0	0.9292	interpro+calibration	InterPro		Inositol 1,4,5-trisphosphate receptor	Equus caballus (Horse)	9796	Vertebrata	Metazoa	Chordata	Mammalia	Perissodactyla	Equidae	2452	1		0	Inferred from homology	0	PF01365;PF08454;PF08709	PF01365;PF02815;PF08454;PF08709	4		not in the sweep DB — never searched
A0A9L0TD86	ITPR	high	architecture and profile both call ITPR	both	ITPR	ITPR	high	4266.6	468.9	0.8901	interpro+calibration	InterPro		Inositol 1,4,5-trisphosphate receptor	Equus caballus (Horse)	9796	Vertebrata	Metazoa	Chordata	Mammalia	Perissodactyla	Equidae	2670	1		0	Inferred from homology	0	PF01365;PF08454;PF08709	PF00520;PF01365;PF02815;PF08454;PF08709	5		not in the sweep DB — never searched
A0A9V1FRE8	ITPR	high	architecture and profile both call ITPR	both	ITPR	ITPR	high	4137.8	449.0	0.8915	interpro+calibration	InterPro	ITPR2	Inositol 1,4,5-trisphosphate receptor	Panthera pardus (Leopard) (Felis pardus)	9691	Vertebrata	Metazoa	Chordata	Mammalia	Carnivora	Felidae	2639	1		0	Inferred from homology	0	PF01365;PF08454;PF08709	PF00520;PF01365;PF02815;PF08454;PF08709	5		not in the DB; another entry of the same gene was hit
A0A9V1FRJ6	ITPR	high	architecture and profile both call ITPR	both	ITPR	ITPR	high	3905.2	394.1	0.8991	interpro+calibration	InterPro	ITPR2	Inositol 1,4,5-trisphosphate receptor	Panthera pardus (Leopard) (Felis pardus)	9691	Vertebrata	Metazoa	Chordata	Mammalia	Carnivora	Felidae	2517	1		0	Inferred from homology	0	PF01365;PF08454;PF08709	PF00520;PF01365;PF02815;PF08454;PF08709	5		not in the DB; another entry of the same gene was hit
A0A9W2UZ89	ITPR	high	architecture and profile both call ITPR	both	ITPR	ITPR	high	4263.7	449.7	0.8945	interpro+calibration	InterPro	ITPR2	Inositol 1,4,5-trisphosphate receptor	Panthera pardus (Leopard) (Felis pardus)	9691	Vertebrata	Metazoa	Chordata	Mammalia	Carnivora	Felidae	2700	1		0	Inferred from homology	0	PF01365;PF08454;PF08709	PF00520;PF01365;PF02815;PF08454;PF08709	5		not in the DB; another entry of the same gene was hit
A0A9W2V4A6	ITPR	high	architecture and profile both call ITPR	both	ITPR	ITPR	high	4439.0	432.1	0.9027	interpro+calibration	InterPro	ITPR1	Inositol 1,4,5-trisphosphate receptor	Panthera pardus (Leopard) (Felis pardus)	9691	Vertebrata	Metazoa	Chordata	Mammalia	Carnivora	Felidae	2733	1		0	Inferred from homology	0	PF01365;PF08454;PF08709	PF00520;PF01365;PF02815;PF08454;PF08709	5		not in the DB; another entry of the same gene was hit
A0A9W2V4B9	ITPR	high	architecture and profile both call ITPR	both	ITPR	ITPR	high	4449.9	433.7	0.9025	interpro+calibration	InterPro	ITPR1	Inositol 1,4,5-trisphosphate receptor	Panthera pardus (Leopard) (Felis pardus)	9691	Vertebrata	Metazoa	Chordata	Mammalia	Carnivora	Felidae	2709	1		0	Inferred from homology	0	PF01365;PF08454;PF08709	PF00520;PF01365;PF02815;PF08454;PF08709	5		not in the DB; another entry of the same gene was hit
A0A9W2V4G4	ITPR	high	architecture and profile both call ITPR	both	ITPR	ITPR	high	4441.2	434.2	0.9022	interpro+calibration	InterPro	ITPR1	Inositol 1,4,5-trisphosphate receptor	Panthera pardus (Leopard) (Felis pardus)	9691	Vertebrata	Metazoa	Chordata	Mammalia	Carnivora	Felidae	2748	1		0	Inferred from homology	0	PF01365;PF08454;PF08709	PF00520;PF01365;PF02815;PF08454;PF08709	5		not in the DB; another entry of the same gene was hit
A0A9W2V4X7	ITPR	high	architecture and profile both call ITPR	both	ITPR	ITPR	high	4447.7	431.7	0.9029	interpro+calibration	InterPro	ITPR1	Inositol 1,4,5-trisphosphate receptor	Panthera pardus (Leopard) (Felis pardus)	9691	Vertebrata	Metazoa	Chordata	Mammalia	Carnivora	Felidae	2694	1		0	Inferred from homology	0	PF01365;PF08454;PF08709	PF00520;PF01365;PF02815;PF08454;PF08709	5		not in the DB; another entry of the same gene was hit
A0A9W2V509	ITPR	high	architecture and profile both call ITPR	both	ITPR	ITPR	high	4438.4	432.1	0.9026	interpro+calibration	InterPro	ITPR1	Inositol 1,4,5-trisphosphate receptor	Panthera pardus (Leopard) (Felis pardus)	9691	Vertebrata	Metazoa	Chordata	Mammalia	Carnivora	Felidae	2734	1		0	Inferred from homology	0	PF01365;PF08454;PF08709	PF00520;PF01365;PF02815;PF08454;PF08709	5		not in the DB; another entry of the same gene was hit
A0A9W2VQU5	ITPR	high	architecture and profile both call ITPR	both	ITPR	ITPR	high	4050.0	418.1	0.8968	interpro+calibration	InterPro	ITPR3	Inositol 1,4,5-trisphosphate receptor	Panthera pardus (Leopard) (Felis pardus)	9691	Vertebrata	Metazoa	Chordata	Mammalia	Carnivora	Felidae	2668	1		0	Inferred from homology	0	PF01365;PF08454;PF08709	PF00520;PF01365;PF02815;PF08454;PF08709	5		not in the DB; another entry of the same gene was hit
A0A9W2VRK6	ITPR	high	architecture and profile both call ITPR	both	ITPR	ITPR	high	3462.7	206.7	0.9403	interpro+calibration	InterPro	ITPR3	Inositol 1,4,5-trisphosphate receptor	Panthera pardus (Leopard) (Felis pardus)	9691	Vertebrata	Metazoa	Chordata	Mammalia	Carnivora	Felidae	2349	1		0	Inferred from homology	0	PF01365;PF08454;PF08709	PF01365;PF02815;PF08454;PF08709	4		not in the DB; another entry of the same gene was hit
A0A9W2W9X5	ITPR	high	architecture and profile both call ITPR	both	ITPR	ITPR	high	3859.2	418.8	0.8915	interpro+calibration	InterPro	ITPR3	Inositol 1,4,5-trisphosphate receptor	Physeter macrocephalus (Sperm whale) (Physeter catodon)	9755	Vertebrata	Metazoa	Chordata	Mammalia	Artiodactyla	Physeteridae	2573	1		0	Inferred from homology	0	PF01365;PF08454;PF08709	PF00520;PF01365;PF02815;PF08454;PF08709	5		not in the DB; another entry of the same gene was hit
A0A9W2XTA5	ITPR	high	architecture and profile both call ITPR	both	ITPR	ITPR	high	4276.9	393.5	0.908	interpro+calibration	InterPro	itpr1b	Inositol 1,4,5-trisphosphate receptor	Betta splendens (Siamese fighting fish)	158456	Vertebrata	Metazoa	Chordata	Actinopteri	Anabantiformes	Osphronemidae	2773	1		0	Inferred from homology	0	PF01365;PF08454;PF08709	PF00520;PF01365;PF02815;PF08454;PF08709	5		not in the DB; another entry of the same gene was hit
A0A9W2XTP6	ITPR	high	architecture and profile both call ITPR	both	ITPR	ITPR	high	4302.6	387.0	0.9101	interpro+calibration	InterPro	itpr1b	Inositol 1,4,5-trisphosphate receptor	Betta splendens (Siamese fighting fish)	158456	Vertebrata	Metazoa	Chordata	Actinopteri	Anabantiformes	Osphronemidae	2759	1		0	Inferred from homology	0	PF01365;PF08454;PF08709	PF00520;PF01365;PF02815;PF08454;PF08709	5		not in the DB; another entry of the same gene was hit
A0A9W2XU08	ITPR	high	architecture and profile both call ITPR	both	ITPR	ITPR	high	4326.5	413.5	0.9044	interpro+calibration	InterPro	itpr1a	Inositol 1,4,5-trisphosphate receptor	Betta splendens (Siamese fighting fish)	158456	Vertebrata	Metazoa	Chordata	Actinopteri	Anabantiformes	Osphronemidae	2701	1		0	Inferred from homology	0	PF01365;PF08454;PF08709	PF00520;PF01365;PF02815;PF08454;PF08709	5		not in the DB; another entry of the same gene was hit
A0A9W2XU27	ITPR	high	architecture and profile both call ITPR	both	ITPR	ITPR	high	4325.5	411.7	0.9048	interpro+calibration	InterPro	itpr1a	Inositol 1,4,5-trisphosphate receptor	Betta splendens (Siamese fighting fish)	158456	Vertebrata	Metazoa	Chordata	Actinopteri	Anabantiformes	Osphronemidae	2728	1		0	Inferred from homology	0	PF01365;PF08454;PF08709	PF00520;PF01365;PF02815;PF08454;PF08709	5		not in the DB; another entry of the same gene was hit
A0A9W2XU49	ITPR	high	architecture and profile both call ITPR	both	ITPR	ITPR	high	4331.5	411.6	0.905	interpro+calibration	InterPro	itpr1a	Inositol 1,4,5-trisphosphate receptor	Betta splendens (Siamese fighting fish)	158456	Vertebrata	Metazoa	Chordata	Actinopteri	Anabantiformes	Osphronemidae	2716	1		0	Inferred from homology	0	PF01365;PF08454;PF08709	PF00520;PF01365;PF02815;PF08454;PF08709	5		not in the DB; another entry of the same gene was hit
A0A9W2XU82	ITPR	high	architecture and profile both call ITPR	both	ITPR	ITPR	high	4316.6	413.8	0.9041	interpro+calibration	InterPro	itpr1a	Inositol 1,4,5-trisphosphate receptor	Betta splendens (Siamese fighting fish)	158456	Vertebrata	Metazoa	Chordata	Actinopteri	Anabantiformes	Osphronemidae	2728	1		0	Inferred from homology	0	PF01365;PF08454;PF08709	PF00520;PF01365;PF02815;PF08454;PF08709	5		not in the DB; another entry of the same gene was hit
A0A9W2XU98	ITPR	high	architecture and profile both call ITPR	both	ITPR	ITPR	high	4323.2	411.7	0.9048	interpro+calibration	InterPro	itpr1a	Inositol 1,4,5-trisphosphate receptor	Betta splendens (Siamese fighting fish)	158456	Vertebrata	Metazoa	Chordata	Actinopteri	Anabantiformes	Osphronemidae	2731	1		0	Inferred from homology	0	PF01365;PF08454;PF08709	PF00520;PF01365;PF02815;PF08454;PF08709	5		not in the DB; another entry of the same gene was hit
A0A9W2XUG5	ITPR	high	architecture and profile both call ITPR	both	ITPR	ITPR	high	3573.6	196.5	0.945	interpro+calibration	InterPro	itpr1a	Inositol 1,4,5-trisphosphate receptor	Betta splendens (Siamese fighting fish)	158456	Vertebrata	Metazoa	Chordata	Actinopteri	Anabantiformes	Osphronemidae	2316	1		0	Inferred from homology	0	PF01365;PF08454;PF08709	PF01365;PF02815;PF08454;PF08709	4		not in the DB; another entry of the same gene was hit
A0A9W2XUH3	ITPR	high	architecture and profile both call ITPR	both	ITPR	ITPR	high	4309.6	388.8	0.9098	interpro+calibration	InterPro	itpr1b	Inositol 1,4,5-trisphosphate receptor	Betta splendens (Siamese fighting fish)	158456	Vertebrata	Metazoa	Chordata	Actinopteri	Anabantiformes	Osphronemidae	2729	1		0	Inferred from homology	0	PF01365;PF08454;PF08709	PF00520;PF01365;PF02815;PF08454;PF08709	5		not in the DB; another entry of the same gene was hit
A0A9W2XUH4	ITPR	high	architecture and profile both call ITPR	both	ITPR	ITPR	high	4291.0	386.1	0.91	interpro+calibration	InterPro	itpr1b	Inositol 1,4,5-trisphosphate receptor	Betta splendens (Siamese fighting fish)	158456	Vertebrata	Metazoa	Chordata	Actinopteri	Anabantiformes	Osphronemidae	2784	1		0	Inferred from homology	0	PF01365;PF08454;PF08709	PF00520;PF01365;PF02815;PF08454;PF08709	5		not in the DB; another entry of the same gene was hit
A0A9W2XUH8	ITPR	high	architecture and profile both call ITPR	both	ITPR	ITPR	high	4310.5	387.3	0.9101	interpro+calibration	InterPro	itpr1b	Inositol 1,4,5-trisphosphate receptor	Betta splendens (Siamese fighting fish)	158456	Vertebrata	Metazoa	Chordata	Actinopteri	Anabantiformes	Osphronemidae	2719	1		0	Inferred from homology	0	PF01365;PF08454;PF08709	PF00520;PF01365;PF02815;PF08454;PF08709	5		not in the DB; another entry of the same gene was hit
A0A9W2XUV1	ITPR	high	architecture and profile both call ITPR	both	ITPR	ITPR	high	3998.2	457.4	0.8856	interpro+calibration	InterPro	itpr2	Inositol 1,4,5-trisphosphate receptor	Betta splendens (Siamese fighting fish)	158456	Vertebrata	Metazoa	Chordata	Actinopteri	Anabantiformes	Osphronemidae	2666	1		0	Inferred from homology	0	PF01365;PF08454;PF08709	PF00520;PF01365;PF02815;PF08454;PF08709	5		not in the DB; another entry of the same gene was hit
A0A9X9LWQ7	ITPR	high	architecture and profile both call ITPR	both	ITPR	ITPR	high	3460.9	217.7	0.9371	interpro+calibration	InterPro	BN2614_LOCUS3	Inositol 1,4,5-trisphosphate receptor	Gulo gulo (Wolverine) (Gluton)	48420	Vertebrata	Metazoa	Chordata	Mammalia	Carnivora	Mustelidae	2148	1	fragment	0	Inferred from homology	0	PF01365;PF08454;PF08709	PF01365;PF02815;PF08454;PF08709	4		not in the sweep DB — never searched
A0A9Y3VQ72	ITPR	high	architecture and profile both call ITPR	both	ITPR	ITPR	high	4342.1	411.4	0.9053	interpro+calibration	InterPro	LOC102200029	Inositol 1,4,5-trisphosphate receptor	Pundamilia nyererei	303518	Vertebrata	Metazoa	Chordata	Actinopteri	Cichliformes	Cichlidae	2717	1		0	Inferred from homology	0	PF01365;PF08454;PF08709	PF00520;PF01365;PF02815;PF08454;PF08709	5		not in the DB; another entry of the same gene was hit
A0A9Y4NXQ1	ITPR	high	architecture and profile both call ITPR	both	ITPR	ITPR	high	4352.2	407.7	0.9063	interpro+calibration	InterPro	LOC103376586	Inositol 1,4,5-trisphosphate receptor	Stegastes partitus (bicolor damselfish)	144197	Vertebrata	Metazoa	Chordata	Actinopteri		Pomacentridae	2716	1		0	Inferred from homology	0	PF01365;PF08454;PF08709	PF00520;PF01365;PF02815;PF08454;PF08709	5		not in the DB; another entry of the same gene was hit
A0A9Y6J769	ITPR	high	architecture and profile both call ITPR	both	ITPR	ITPR	high	4287.9	394.0	0.9081	interpro+calibration	InterPro	itpr1b	Inositol 1,4,5-trisphosphate receptor	Pundamilia nyererei	303518	Vertebrata	Metazoa	Chordata	Actinopteri	Cichliformes	Cichlidae	2784	1		0	Inferred from homology	0	PF01365;PF08454;PF08709	PF00520;PF01365;PF02815;PF08454;PF08709	5		not in the DB; another entry of the same gene was hit
A0A9Y6J7E1	ITPR	high	architecture and profile both call ITPR	both	ITPR	ITPR	high	4304.7	387.4	0.91	interpro+calibration	InterPro	itpr1b	Inositol 1,4,5-trisphosphate receptor	Pundamilia nyererei	303518	Vertebrata	Metazoa	Chordata	Actinopteri	Cichliformes	Cichlidae	2783	1		0	Inferred from homology	0	PF01365;PF08454;PF08709	PF00520;PF01365;PF02815;PF08454;PF08709	5		not in the DB; another entry of the same gene was hit
A0A9Y6JA87	ITPR	high	architecture and profile both call ITPR	both	ITPR	ITPR	high	4296.8	394.1	0.9083	interpro+calibration	InterPro	itpr1b	Inositol 1,4,5-trisphosphate receptor	Pundamilia nyererei	303518	Vertebrata	Metazoa	Chordata	Actinopteri	Cichliformes	Cichlidae	2756	1		0	Inferred from homology	0	PF01365;PF08454;PF08709	PF00520;PF01365;PF02815;PF08454;PF08709	5		not in the DB; another entry of the same gene was hit
A0A9Y6JBQ3	ITPR	high	architecture and profile both call ITPR	both	ITPR	ITPR	high	4300.8	398.0	0.9075	interpro+calibration	InterPro	itpr1b	Inositol 1,4,5-trisphosphate receptor	Pundamilia nyererei	303518	Vertebrata	Metazoa	Chordata	Actinopteri	Cichliformes	Cichlidae	2781	1		0	Inferred from homology	0	PF01365;PF08454;PF08709	PF00520;PF01365;PF02815;PF08454;PF08709	5		not in the DB; another entry of the same gene was hit
A0A9Y6JK81	ITPR	high	architecture and profile both call ITPR	both	ITPR	ITPR	high	3891.6	399.0	0.8975	interpro+calibration	InterPro	itpr3	Inositol 1,4,5-trisphosphate receptor	Pundamilia nyererei	303518	Vertebrata	Metazoa	Chordata	Actinopteri	Cichliformes	Cichlidae	2687	1		0	Inferred from homology	0	PF01365;PF08454;PF08709	PF00520;PF01365;PF02815;PF08454;PF08709	5		not in the DB; another entry of the same gene was hit
A0A9Y6M101	ITPR	high	architecture and profile both call ITPR	both	ITPR	ITPR	high	4333.7	411.3	0.9051	interpro+calibration	InterPro	LOC102200029	Inositol 1,4,5-trisphosphate receptor	Pundamilia nyererei	303518	Vertebrata	Metazoa	Chordata	Actinopteri	Cichliformes	Cichlidae	2733	1		0	Inferred from homology	0	PF01365;PF08454;PF08709	PF00520;PF01365;PF02815;PF08454;PF08709	5		not in the DB; another entry of the same gene was hit
A0A9Y6M3N9	ITPR	high	architecture and profile both call ITPR	both	ITPR	ITPR	high	4322.5	391.5	0.9094	interpro+calibration	InterPro	itpr1b	Inositol 1,4,5-trisphosphate receptor	Pundamilia nyererei	303518	Vertebrata	Metazoa	Chordata	Actinopteri	Cichliformes	Cichlidae	2728	1		0	Inferred from homology	0	PF01365;PF08454;PF08709	PF00520;PF01365;PF02815;PF08454;PF08709	5		not in the DB; another entry of the same gene was hit
