accession	band	role	length	n_itpr_arch	itpr_score	verdict	detail
T1JNF8	Arthropoda	RYR	1174	3	170.8	shape	length 1174 outside RyR bait band 4600-5400
T1PIU0	Arthropoda	ITPR	928	2	1293.8	shape	length 928 outside measured bait band 2450-3250
T2MDQ2	Cnidaria	ITPR	2174	4	2740.3	shape	length 2174 outside measured bait band 2450-3250
V4A499	Mollusca	ITPR	784	3	1185.2	shape	length 784 outside measured bait band 2450-3250
V4BA02	Mollusca	ITPR	1271	2	1681.8	shape	length 1271 outside measured bait band 2450-3250
V5GNA9	Arthropoda	RYR	422	1	133.1	shape	length 422 outside RyR bait band 4600-5400
V5GUX1	Arthropoda	ITPR	316	2	576.5	shape	length 316 outside measured bait band 2450-3250
V5HT06	Arthropoda	RYR	476	1	136.3	shape	length 476 outside RyR bait band 4600-5400
V9FIB5	Oomycota	ITPR	3787	5	1981.2	shape	length 3787 outside measured bait band 2450-3250
V9I8G0	Arthropoda	ITPR	1165	2	1545.7	shape	length 1165 outside measured bait band 2450-3250
V9I9P2	Arthropoda	ITPR	1201	2	1534.5	shape	length 1201 outside measured bait band 2450-3250
V9IL82	Arthropoda	RYR	403	2	117.2	shape	length 403 outside RyR bait band 4600-5400
W2SI90	Nematoda	ITPR	1488	3	1312.8	shape	length 1488 outside measured bait band 2450-3250
W6U4N9	Platyhelminthes	RYR	3636	3	227.0	shape	length 3636 outside RyR bait band 4600-5400
W7XAT4	Ciliophora	ITPR	3584	1	680.5	shape	length 3584 outside measured bait band 2450-3250
W7XL50	Ciliophora	ITPR	3256	3	571.8	shape	length 3256 outside measured bait band 2450-3250
W8AC79	Arthropoda	RYR	1166	2	402.3	shape	length 1166 outside RyR bait band 4600-5400
W8AXC8	Arthropoda	RYR	1330	2	442.6	shape	length 1330 outside RyR bait band 4600-5400
A0A026W4Y4	Arthropoda	RYR	729		0.0	shape	length 729 outside RyR bait band 4600-5400
A0A067CH94	Oomycota	ITPR	351		217.1	shape	length 351 outside measured bait band 2450-3250
A0A067CP85	Oomycota	ITPR	1062		258.3	shape	length 1062 outside measured bait band 2450-3250
A0A067CXU1	Oomycota	ITPR	515		155.8	shape	length 515 outside measured bait band 2450-3250
A0A067QHX1	Arthropoda	RYR	242		0.0	shape	length 242 outside RyR bait band 4600-5400
A0A067QLT2	Arthropoda	RYR	317		0.0	shape	length 317 outside RyR bait band 4600-5400
A0A087UUA1	Arthropoda	ITPR	325		345.0	shape	length 325 outside measured bait band 2450-3250
A0A087UUA8	Arthropoda	ITPR	323		438.5	shape	length 323 outside measured bait band 2450-3250
A0A087VYB7	Platyhelminthes	RYR	1593		0.0	shape	length 1593 outside RyR bait band 4600-5400
A0A0B1S0I9	Nematoda	RYR	311		286.9	shape	length 311 outside RyR bait band 4600-5400
A0A0B1S3F4	Nematoda	RYR	311		0.0	shape	length 311 outside RyR bait band 4600-5400
A0A0B1S5U8	Nematoda	RYR	251		274.3	shape	length 251 outside RyR bait band 4600-5400
A0A0B1SFV3	Nematoda	RYR	359		0.0	shape	length 359 outside RyR bait band 4600-5400
A0A0B1SHH1	Nematoda	RYR	246		0.0	shape	length 246 outside RyR bait band 4600-5400
A0A0B1SMX3	Nematoda	RYR	434		0.0	shape	length 434 outside RyR bait band 4600-5400
A0A0B1SNJ7	Nematoda	RYR	375		0.0	shape	length 375 outside RyR bait band 4600-5400
A0A0B1SP88	Nematoda	RYR	355		0.0	shape	length 355 outside RyR bait band 4600-5400
A0A0B1SSG8	Nematoda	RYR	435		0.0	shape	length 435 outside RyR bait band 4600-5400
A0A0B1STG3	Nematoda	RYR	269		0.0	shape	length 269 outside RyR bait band 4600-5400
A0A0B1T651	Nematoda	RYR	404		289.9	shape	length 404 outside RyR bait band 4600-5400
A0A0B2VBF1	Nematoda	RYR	219		233.6	shape	length 219 outside RyR bait band 4600-5400
A0A0B7N6H0	Mucoromycota	ITPR	253		76.2	shape	length 253 outside measured bait band 2450-3250
A0A0C2FCH9	Nematoda	RYR	396		0.0	shape	length 396 outside RyR bait band 4600-5400
A0A0C2FD84	Nematoda	RYR	714		0.0	shape	length 714 outside RyR bait band 4600-5400
A0A0C2FRG6	Nematoda	ITPR	259		218.5	shape	length 259 outside measured bait band 2450-3250
A0A0C2G4W4	Nematoda	RYR	439		0.0	shape	length 439 outside RyR bait band 4600-5400
A0A0C2GD16	Nematoda	RYR	466		0.0	shape	length 466 outside RyR bait band 4600-5400
A0A0C2GMK5	Nematoda	ITPR	1003		1068.6	shape	length 1003 outside measured bait band 2450-3250
A0A0C2JV03	Cnidaria	ITPR	227		313.1	shape	length 227 outside measured bait band 2450-3250
A0A0D6M9D8	Nematoda	ITPR	293		152.5	shape	length 293 outside measured bait band 2450-3250
A0A0D8Y9H7	Nematoda	RYR	810		0.0	shape	length 810 outside RyR bait band 4600-5400
A0A0D8YFH0	Nematoda	RYR	342		0.0	shape	length 342 outside RyR bait band 4600-5400
A0A0K0D4X0	Nematoda	ITPR	253		335.3	shape	length 253 outside measured bait band 2450-3250
A0A0M0JZK5	Haptophyta	ITPR	472		126.8	shape	length 472 outside measured bait band 2450-3250
A0A0M3IA50	Nematoda	RYR	284		0.0	shape	length 284 outside RyR bait band 4600-5400
A0A0M3J0K1	Nematoda	RYR	609		0.0	shape	length 609 outside RyR bait band 4600-5400
A0A0M3J0N8	Nematoda	RYR	447		0.0	shape	length 447 outside RyR bait band 4600-5400
A0A0M3J4M1	Nematoda	RYR	244		0.0	shape	length 244 outside RyR bait band 4600-5400
A0A0M3J998	Nematoda	RYR	248		0.0	shape	length 248 outside RyR bait band 4600-5400
A0A0M3KBJ7	Nematoda	RYR	655		0.0	shape	length 655 outside RyR bait band 4600-5400
A0A0M3KE18	Nematoda	RYR	405		32.6	shape	length 405 outside RyR bait band 4600-5400
A0A0M3KEN5	Nematoda	RYR	233		143.7	shape	length 233 outside RyR bait band 4600-5400
A0A0N1I3C2	Arthropoda	RYR	376		0.0	shape	length 376 outside RyR bait band 4600-5400
A0A0N1IA42	Arthropoda	RYR	294		0.0	shape	length 294 outside RyR bait band 4600-5400
A0A0N4WID4	Nematoda	RYR	216		0.0	shape	length 216 outside RyR bait band 4600-5400
A0A0N4WXZ8	Nematoda	RYR	1223		0.0	shape	length 1223 outside RyR bait band 4600-5400
A0A0N4XL69	Nematoda	RYR	279		0.0	shape	length 279 outside RyR bait band 4600-5400
A0A0N4XMZ4	Nematoda	RYR	278		0.0	shape	length 278 outside RyR bait band 4600-5400
A0A0N4YRE6	Nematoda	RYR	378		0.0	shape	length 378 outside RyR bait band 4600-5400
A0A0N4YT38	Nematoda	RYR	616		0.0	shape	length 616 outside RyR bait band 4600-5400
A0A0N4YU74	Nematoda	ITPR	276		128.6	shape	length 276 outside measured bait band 2450-3250
A0A0N4ZXB3	Nematoda	RYR	881		0.0	shape	length 881 outside RyR bait band 4600-5400
A0A0N5CMI5	Nematoda	RYR	290		0.0	shape	length 290 outside RyR bait band 4600-5400
A0A0R3PKN4	Nematoda	RYR	297		227.4	shape	length 297 outside RyR bait band 4600-5400
A0A0R3R357	Nematoda	ITPR	377		179.4	shape	length 377 outside measured bait band 2450-3250
A0A0R3TIH8	Platyhelminthes	RYR	342		54.1	shape	length 342 outside RyR bait band 4600-5400
A0A0R3VYI1	Platyhelminthes	RYR	382		0.0	shape	length 382 outside RyR bait band 4600-5400
A0A0R3VZ63	Platyhelminthes	RYR	354		0.0	shape	length 354 outside RyR bait band 4600-5400
A0A0R3WFR9	Platyhelminthes	RYR	762		69.4	shape	length 762 outside RyR bait band 4600-5400
A0A0S4INU4	Euglenozoa	ITPR	261		208.2	shape	length 261 outside measured bait band 2450-3250
A0A0V0QLA8	Ciliophora	ITPR	911		323.8	shape	length 911 outside measured bait band 2450-3250
A0A0V0R909	Ciliophora	ITPR	664		36.4	shape	length 664 outside measured bait band 2450-3250
A0A150GRB6	Chlorophyta	ITPR	266		117.5	shape	length 266 outside measured bait band 2450-3250
A0A150GSG3	Chlorophyta	ITPR	906		129.4	shape	length 906 outside measured bait band 2450-3250
A0A158QJ92	Platyhelminthes	RYR	864		0.0	shape	length 864 outside RyR bait band 4600-5400
A0A158QN08	Nematoda	RYR	387		281.7	shape	length 387 outside RyR bait band 4600-5400
A0A158R381	Nematoda	RYR	430		0.0	shape	length 430 outside RyR bait band 4600-5400
A0A177AU49	Orthonectida	RYR	338		0.0	shape	length 338 outside RyR bait band 4600-5400
A0A177AV90	Orthonectida	RYR	540		0.0	shape	length 540 outside RyR bait band 4600-5400
A0A177AYA1	Orthonectida	ITPR	318		254.7	shape	length 318 outside measured bait band 2450-3250
A0A177AYG6	Orthonectida	RYR	745		0.0	shape	length 745 outside RyR bait band 4600-5400
A0A177AZI8	Orthonectida	RYR	530		0.0	shape	length 530 outside RyR bait band 4600-5400
A0A177B1U3	Orthonectida	ITPR	687		176.2	shape	length 687 outside measured bait band 2450-3250
A0A182S8H5	Arthropoda	RYR	729		0.0	shape	length 729 outside RyR bait band 4600-5400
A0A182SBM6	Arthropoda	RYR	831		0.0	shape	length 831 outside RyR bait band 4600-5400
A0A182SKB0	Arthropoda	RYR	374		0.0	shape	length 374 outside RyR bait band 4600-5400
A0A182T1B1	Arthropoda	ITPR	449		580.6	shape	length 449 outside measured bait band 2450-3250
A0A182T8C3	Arthropoda	RYR	977		324.6	shape	length 977 outside RyR bait band 4600-5400
A0A183A7U9	Platyhelminthes	RYR	375		266.5	shape	length 375 outside RyR bait band 4600-5400
A0A183AFJ9	Platyhelminthes	RYR	909		0.0	shape	length 909 outside RyR bait band 4600-5400
A0A183AW48	Platyhelminthes	ITPR	287		75.6	shape	length 287 outside measured bait band 2450-3250
A0A183BIF3	Nematoda	RYR	807		299.8	shape	length 807 outside RyR bait band 4600-5400
A0A183CZA0	Nematoda	ITPR	276		113.6	shape	length 276 outside measured bait band 2450-3250
A0A183EFQ5	Nematoda	RYR	275		0.0	shape	length 275 outside RyR bait band 4600-5400
A0A183F2Z0	Nematoda	ITPR	242		203.8	shape	length 242 outside measured bait band 2450-3250
A0A183FE63	Nematoda	RYR	350		226.4	shape	length 350 outside RyR bait band 4600-5400
A0A183GZN8	Nematoda	ITPR	503		580.5	shape	length 503 outside measured bait band 2450-3250
A0A183GZU3	Nematoda	RYR	1167		0.0	shape	length 1167 outside RyR bait band 4600-5400
A0A183H1U4	Nematoda	RYR	390		283.8	shape	length 390 outside RyR bait band 4600-5400
A0A183HA15	Nematoda	RYR	253		0.0	shape	length 253 outside RyR bait band 4600-5400
A0A183HJT6	Nematoda	RYR	230		0.0	shape	length 230 outside RyR bait band 4600-5400
A0A183IC91	Nematoda	ITPR	580		665.5	shape	length 580 outside measured bait band 2450-3250
A0A183IP21	Nematoda	ITPR	479		257.0	shape	length 479 outside measured bait band 2450-3250
A0A183IXB3	Nematoda	RYR	970		32.3	shape	length 970 outside RyR bait band 4600-5400
A0A183J1R3	Nematoda	RYR	565		0.0	shape	length 565 outside RyR bait band 4600-5400
A0A183JX81	Platyhelminthes	RYR	407		178.6	shape	length 407 outside RyR bait band 4600-5400
A0A183KHE9	Platyhelminthes	ITPR	584		145.2	shape	length 584 outside measured bait band 2450-3250
A0A183KJ58	Platyhelminthes	RYR	620		0.0	shape	length 620 outside RyR bait band 4600-5400
A0A183LAM9	Platyhelminthes	RYR	500		217.6	shape	length 500 outside RyR bait band 4600-5400
A0A183LSJ4	Platyhelminthes	ITPR	680		128.4	shape	length 680 outside measured bait band 2450-3250
A0A183NRT8	Platyhelminthes	RYR	493		178.2	shape	length 493 outside RyR bait band 4600-5400
A0A183P5C7	Platyhelminthes	RYR	645		0.0	shape	length 645 outside RyR bait band 4600-5400
A0A183PAR2	Platyhelminthes	RYR	435		0.0	shape	length 435 outside RyR bait band 4600-5400
A0A183PGN8	Platyhelminthes	RYR	401		44.4	shape	length 401 outside RyR bait band 4600-5400
A0A183PGU9	Platyhelminthes	RYR	560		0.0	shape	length 560 outside RyR bait band 4600-5400
A0A183S925	Platyhelminthes	RYR	777		0.0	shape	length 777 outside RyR bait band 4600-5400
A0A183SPW1	Platyhelminthes	RYR	1044		0.0	shape	length 1044 outside RyR bait band 4600-5400
A0A1A9V798	Arthropoda	ITPR	257		148.9	shape	length 257 outside measured bait band 2450-3250
A0A1B0BWR6	Arthropoda	ITPR	333		239.2	shape	length 333 outside measured bait band 2450-3250
A0A1D2MKU4	Arthropoda	RYR	607		0.0	shape	length 607 outside RyR bait band 4600-5400
A0A1I7WUG1	Nematoda	ITPR	933		469.4	shape	length 933 outside measured bait band 2450-3250
A0A1I7WUH0	Nematoda	ITPR	666		290.6	shape	length 666 outside measured bait band 2450-3250
A0A1I7XL42	Nematoda	RYR	990		0.0	shape	length 990 outside RyR bait band 4600-5400
A0A1I7XL99	Nematoda	RYR	234		0.0	shape	length 234 outside RyR bait band 4600-5400
A0A1I7XLT8	Nematoda	RYR	244		196.6	shape	length 244 outside RyR bait band 4600-5400
A0A1I7XMF7	Nematoda	RYR	348		0.0	shape	length 348 outside RyR bait band 4600-5400
A0A1I7XMG4	Nematoda	RYR	715		0.0	shape	length 715 outside RyR bait band 4600-5400
A0A1I8B146	Nematoda	ITPR	959		667.5	shape	length 959 outside measured bait band 2450-3250
A0A1I8F1M2	Platyhelminthes	ITPR	409		108.9	shape	length 409 outside measured bait band 2450-3250
A0A1I8F839	Platyhelminthes	ITPR	1089		58.5	shape	length 1089 outside measured bait band 2450-3250
A0A1I8FAF2	Platyhelminthes	ITPR	630		195.2	shape	length 630 outside measured bait band 2450-3250
A0A1I8FBJ9	Platyhelminthes	RYR	608		0.0	shape	length 608 outside RyR bait band 4600-5400
A0A1I8FJM8	Platyhelminthes	ITPR	526		267.7	shape	length 526 outside measured bait band 2450-3250
A0A1I8FMW5	Platyhelminthes	ITPR	937		387.7	shape	length 937 outside measured bait band 2450-3250
A0A1I8FRN0	Platyhelminthes	ITPR	641		318.4	shape	length 641 outside measured bait band 2450-3250
A0A1I8G076	Platyhelminthes	ITPR	269		212.8	shape	length 269 outside measured bait band 2450-3250
A0A1I8G2K1	Platyhelminthes	ITPR	317		270.7	shape	length 317 outside measured bait band 2450-3250
A0A1I8GHK6	Platyhelminthes	ITPR	268		56.7	shape	length 268 outside measured bait band 2450-3250
A0A1I8GHW0	Platyhelminthes	ITPR	330		95.6	shape	length 330 outside measured bait band 2450-3250
A0A1I8GLK6	Platyhelminthes	ITPR	207		77.8	shape	length 207 outside measured bait band 2450-3250
A0A1I8GPK4	Platyhelminthes	ITPR	226		151.1	shape	length 226 outside measured bait band 2450-3250
A0A1I8GW73	Platyhelminthes	ITPR	252		142.8	shape	length 252 outside measured bait band 2450-3250
A0A1I8GXE5	Platyhelminthes	ITPR	366		75.9	shape	length 366 outside measured bait band 2450-3250
A0A1I8H0U8	Platyhelminthes	ITPR	250		61.9	shape	length 250 outside measured bait band 2450-3250
A0A1I8I1W9	Platyhelminthes	ITPR	698		413.8	shape	length 698 outside measured bait band 2450-3250
A0A1I8I4N5	Platyhelminthes	ITPR	369		105.3	shape	length 369 outside measured bait band 2450-3250
A0A1I8I891	Platyhelminthes	RYR	1689		299.1	shape	length 1689 outside RyR bait band 4600-5400
A0A1I8ICY4	Platyhelminthes	ITPR	377		117.6	shape	length 377 outside measured bait band 2450-3250
A0A1I8ICZ4	Platyhelminthes	ITPR	336		276.2	shape	length 336 outside measured bait band 2450-3250
A0A1I8IM03	Platyhelminthes	ITPR	688		140.8	shape	length 688 outside measured bait band 2450-3250
A0A1I8IT98	Platyhelminthes	RYR	698		0.0	shape	length 698 outside RyR bait band 4600-5400
A0A1I8IWZ2	Platyhelminthes	ITPR	378		119.0	shape	length 378 outside measured bait band 2450-3250
A0A1I8IXP5	Platyhelminthes	ITPR	828		431.1	shape	length 828 outside measured bait band 2450-3250
A0A1I8IXV3	Platyhelminthes	RYR	881		244.4	shape	length 881 outside RyR bait band 4600-5400
A0A1I8JHH3	Platyhelminthes	ITPR	635		448.1	shape	length 635 outside measured bait band 2450-3250
A0A1I8JKI3	Platyhelminthes	ITPR	390		73.3	shape	length 390 outside measured bait band 2450-3250
A0A1I8JL45	Platyhelminthes	ITPR	231		128.4	shape	length 231 outside measured bait band 2450-3250
A0A1R2BRC7	Ciliophora	ITPR	652		353.8	shape	length 652 outside measured bait band 2450-3250
A0A1S8WJN4	Platyhelminthes	RYR	447		0.0	shape	length 447 outside RyR bait band 4600-5400
A0A1S8WVG9	Platyhelminthes	RYR	375		0.0	shape	length 375 outside RyR bait band 4600-5400
A0A1S8WWX1	Platyhelminthes	RYR	1239		298.0	shape	length 1239 outside RyR bait band 4600-5400
A0A1V9ZW02	Oomycota	ITPR	782		208.1	shape	length 782 outside measured bait band 2450-3250
A0A1W0WD38	Tardigrada	RYR	304		0.0	shape	length 304 outside RyR bait band 4600-5400
A0A1Y3B8G0	Arthropoda	ITPR	397		290.7	shape	length 397 outside measured bait band 2450-3250
A0A1Y3BBE6	Arthropoda	RYR	516		270.8	shape	length 516 outside RyR bait band 4600-5400
A0A1Y3BF83	Arthropoda	ITPR	588		744.7	shape	length 588 outside measured bait band 2450-3250
A0A212FJL8	Arthropoda	RYR	201		213.8	shape	length 201 outside RyR bait band 4600-5400
A0A238BWD9	Nematoda	RYR	587		299.8	shape	length 587 outside RyR bait band 4600-5400
A0A238BWE5	Nematoda	RYR	596		0.0	shape	length 596 outside RyR bait band 4600-5400
A0A267DK01	Platyhelminthes	ITPR	411		286.3	shape	length 411 outside measured bait band 2450-3250
A0A267DX22	Platyhelminthes	RYR	763		0.0	shape	length 763 outside RyR bait band 4600-5400
A0A267ELX4	Platyhelminthes	ITPR	1538		304.5	shape	length 1538 outside measured bait band 2450-3250
A0A2G8KLL2	Echinodermata	RYR	1420		0.0	shape	length 1420 outside RyR bait band 4600-5400
A0A2G8L7K9	Echinodermata	RYR	831		216.6	shape	length 831 outside RyR bait band 4600-5400
A0A2G9TCZ3	Nematoda	RYR	212		143.6	shape	length 212 outside RyR bait band 4600-5400
A0A2G9TJ44	Nematoda	ITPR	280		216.1	shape	length 280 outside measured bait band 2450-3250
A0A2G9TJS4	Nematoda	RYR	295		0.0	shape	length 295 outside RyR bait band 4600-5400
A0A2G9TW16	Nematoda	RYR	333		0.0	shape	length 333 outside RyR bait band 4600-5400
A0A2G9U412	Nematoda	RYR	287		0.0	shape	length 287 outside RyR bait band 4600-5400
A0A2G9U596	Nematoda	RYR	681		0.0	shape	length 681 outside RyR bait band 4600-5400
A0A2G9U5E2	Nematoda	RYR	550		0.0	shape	length 550 outside RyR bait band 4600-5400
A0A2G9UA75	Nematoda	ITPR	369		474.4	shape	length 369 outside measured bait band 2450-3250
A0A2T7NJW1	Mollusca	ITPR	577		77.0	shape	length 577 outside measured bait band 2450-3250
A0A2W1B094	Arthropoda	RYR	784		45.8	shape	length 784 outside RyR bait band 4600-5400
A0A2W1BC44	Arthropoda	RYR	237		258.2	shape	length 237 outside RyR bait band 4600-5400
A0A368FLY1	Nematoda	RYR	889		0.0	shape	length 889 outside RyR bait band 4600-5400
A0A368GNC0	Nematoda	ITPR	677		468.7	shape	length 677 outside measured bait band 2450-3250
A0A368H249	Nematoda	RYR	1040		0.0	shape	length 1040 outside RyR bait band 4600-5400
A0A3L5TWJ8	Mollusca	RYR	595		0.0	shape	length 595 outside RyR bait band 4600-5400
A0A3M6U4W7	Cnidaria	RYR	1476		0.0	shape	length 1476 outside RyR bait band 4600-5400
A0A3M7Q5E0	Rotifera	RYR	284		249.9	shape	length 284 outside RyR bait band 4600-5400
A0A3M7QNW5	Rotifera	ITPR	321		480.1	shape	length 321 outside measured bait band 2450-3250
A0A3M7R0W2	Rotifera	RYR	457		0.0	shape	length 457 outside RyR bait band 4600-5400
A0A3M7R169	Rotifera	RYR	392		0.0	shape	length 392 outside RyR bait band 4600-5400
A0A3M7R1S3	Rotifera	RYR	432		0.0	shape	length 432 outside RyR bait band 4600-5400
A0A3P6NYT8	Nematoda	ITPR	550		318.8	shape	length 550 outside measured bait band 2450-3250
A0A3P6P7H8	Platyhelminthes	RYR	309		0.0	shape	length 309 outside RyR bait band 4600-5400
A0A3P6Q3G3	Nematoda	RYR	319		279.4	shape	length 319 outside RyR bait band 4600-5400
A0A3P6S0P9	Platyhelminthes	RYR	217		216.3	shape	length 217 outside RyR bait band 4600-5400
A0A3P6S261	Nematoda	RYR	308		141.2	shape	length 308 outside RyR bait band 4600-5400
A0A3P6SFU0	Nematoda	RYR	235		0.0	shape	length 235 outside RyR bait band 4600-5400
A0A3P6T9Y3	Nematoda	RYR	406		0.0	shape	length 406 outside RyR bait band 4600-5400
A0A3P6TGN9	Nematoda	RYR	234		0.0	shape	length 234 outside RyR bait band 4600-5400
A0A3P6TL01	Nematoda	RYR	206		0.0	shape	length 206 outside RyR bait band 4600-5400
A0A3P7BM65	Nematoda	RYR	683		283.7	shape	length 683 outside RyR bait band 4600-5400
A0A3P7BZN9	Nematoda	RYR	356		0.0	shape	length 356 outside RyR bait band 4600-5400
A0A3P7JDX0	Nematoda	RYR	339		0.0	shape	length 339 outside RyR bait band 4600-5400
A0A3P7JG38	Nematoda	RYR	261		0.0	shape	length 261 outside RyR bait band 4600-5400
A0A3P7JIJ8	Nematoda	RYR	334		0.0	shape	length 334 outside RyR bait band 4600-5400
A0A3P7JN85	Nematoda	ITPR	323		318.9	shape	length 323 outside measured bait band 2450-3250
A0A3P7LEN6	Nematoda	ITPR	220		95.5	shape	length 220 outside measured bait band 2450-3250
A0A3P7LG40	Platyhelminthes	RYR	537		0.0	shape	length 537 outside RyR bait band 4600-5400
A0A3P7LJ71	Nematoda	ITPR	375		240.6	shape	length 375 outside measured bait band 2450-3250
A0A3P7LJS3	Nematoda	RYR	535		0.0	shape	length 535 outside RyR bait band 4600-5400
A0A3P7LK40	Platyhelminthes	RYR	584		0.0	shape	length 584 outside RyR bait band 4600-5400
A0A3P7LTF3	Platyhelminthes	RYR	310		0.0	shape	length 310 outside RyR bait band 4600-5400
A0A3P7LUG3	Platyhelminthes	RYR	434		0.0	shape	length 434 outside RyR bait band 4600-5400
A0A3P7NR39	Platyhelminthes	RYR	472		276.9	shape	length 472 outside RyR bait band 4600-5400
A0A3P7TA15	Platyhelminthes	RYR	200		212.6	shape	length 200 outside RyR bait band 4600-5400
A0A3P7V0X1	Nematoda	RYR	262		0.0	shape	length 262 outside RyR bait band 4600-5400
A0A3P8AY42	Nematoda	RYR	279		217.1	shape	length 279 outside RyR bait band 4600-5400
A0A3P8FRT3	Platyhelminthes	RYR	381		0.0	shape	length 381 outside RyR bait band 4600-5400
A0A3P8JNQ2	Platyhelminthes	RYR	561		48.0	shape	length 561 outside RyR bait band 4600-5400
A0A3Q0IX53	Arthropoda	RYR	1230		0.0	shape	length 1230 outside RyR bait band 4600-5400
A0A3R7D688	Oomycota	ITPR	410		221.0	shape	length 410 outside measured bait band 2450-3250
A0A3R7T1F9	Arthropoda	RYR	367		0.0	shape	length 367 outside RyR bait band 4600-5400
A0A3R7WPK9	Oomycota	ITPR	736		266.5	shape	length 736 outside measured bait band 2450-3250
A0A3R7Y391	Oomycota	ITPR	855		194.5	shape	length 855 outside measured bait band 2450-3250
A0A3R7Y6K4	Oomycota	ITPR	970		239.0	shape	length 970 outside measured bait band 2450-3250
A0A3R7Y9W3	Oomycota	ITPR	515		84.7	shape	length 515 outside measured bait band 2450-3250
A0A418AGV4	Oomycota	ITPR	1133		397.1	shape	length 1133 outside measured bait band 2450-3250
A0A425DAS6	Oomycota	ITPR	609		278.2	shape	length 609 outside measured bait band 2450-3250
A0A430Q426	Platyhelminthes	ITPR	749		136.2	shape	length 749 outside measured bait band 2450-3250
A0A433SLL8	Mollusca	RYR	707		0.0	shape	length 707 outside RyR bait band 4600-5400
A0A443S4K1	Arthropoda	RYR	848		0.0	shape	length 848 outside RyR bait band 4600-5400
A0A448WGP0	Platyhelminthes	RYR	334		39.1	shape	length 334 outside RyR bait band 4600-5400
A0A448XCF2	Platyhelminthes	RYR	439		0.0	shape	length 439 outside RyR bait band 4600-5400
A0A485KK27	Oomycota	ITPR	638		265.4	shape	length 638 outside measured bait band 2450-3250
A0A485KK54	Oomycota	ITPR	624		265.5	shape	length 624 outside measured bait band 2450-3250
A0A485LGK6	Oomycota	ITPR	960		247.2	shape	length 960 outside measured bait band 2450-3250
A0A4C1VKE9	Arthropoda	RYR	534		291.3	shape	length 534 outside RyR bait band 4600-5400
A0A4C2ABW4	Arthropoda	ITPR	696		634.7	shape	length 696 outside measured bait band 2450-3250
A0A4U5NUE8	Nematoda	RYR	751		0.0	shape	length 751 outside RyR bait band 4600-5400
A0A5B7CRQ7	Arthropoda	RYR	280		0.0	shape	length 280 outside RyR bait band 4600-5400
A0A5B7CRR6	Arthropoda	RYR	220		0.0	shape	length 220 outside RyR bait band 4600-5400
A0A5B7CTI4	Arthropoda	RYR	1495		239.3	shape	length 1495 outside RyR bait band 4600-5400
A0A5B7CTJ5	Arthropoda	RYR	404		0.0	shape	length 404 outside RyR bait band 4600-5400
A0A5N5SP65	Arthropoda	RYR	428		0.0	shape	length 428 outside RyR bait band 4600-5400
A0A6A3MJ05	Oomycota	ITPR	749		403.0	shape	length 749 outside measured bait band 2450-3250
A0A6A4DQU5	Oomycota	ITPR	642		389.2	shape	length 642 outside measured bait band 2450-3250
A0A6A4WJ83	Arthropoda	RYR	547		292.8	shape	length 547 outside RyR bait band 4600-5400
A0A6A4WYC9	Arthropoda	RYR	288		0.0	shape	length 288 outside RyR bait band 4600-5400
A0A6A5BAN4	Heterolobosea	ITPR	581		320.7	shape	length 581 outside measured bait band 2450-3250
A0A6A5BAS4	Heterolobosea	ITPR	442		254.3	shape	length 442 outside measured bait band 2450-3250
A0A6G0WE71	Oomycota	ITPR	970		265.6	shape	length 970 outside measured bait band 2450-3250
A0A6G0XGG8	Oomycota	ITPR	555		351.2	shape	length 555 outside measured bait band 2450-3250
A0A6G0Y1E1	Arthropoda	RYR	370		273.8	shape	length 370 outside RyR bait band 4600-5400
A0A6H5GNL4	Arthropoda	RYR	469		0.0	shape	length 469 outside RyR bait band 4600-5400
A0A6H5HFY7	Arthropoda	RYR	779		175.0	shape	length 779 outside RyR bait band 4600-5400
A0A6H5HH08	Arthropoda	RYR	381		0.0	shape	length 381 outside RyR bait band 4600-5400
A0A6J8CBW5	Mollusca	RYR	399		58.6	shape	length 399 outside RyR bait band 4600-5400
A0A6P3WWB4	Arthropoda	RYR	730		0.0	shape	length 730 outside RyR bait band 4600-5400
A0A6P8ISY3	Cnidaria	RYR	1467		0.0	shape	length 1467 outside RyR bait band 4600-5400
A0A7D9EUQ3	Cnidaria	ITPR	587		784.3	shape	length 587 outside measured bait band 2450-3250
A0A7F5R4R4	Arthropoda	RYR	398		277.2	shape	length 398 outside RyR bait band 4600-5400
A0A7G2C0E9	Euglenozoa	ITPR	482		211.4	shape	length 482 outside measured bait band 2450-3250
A0A7G2CNL1	Euglenozoa	ITPR	334		196.5	shape	length 334 outside measured bait band 2450-3250
A0A7I8W1Q1	Annelida	RYR	521		0.0	shape	length 521 outside RyR bait band 4600-5400
A0A7I8W9K6	Annelida	ITPR	245		176.2	shape	length 245 outside measured bait band 2450-3250
A0A7J6QVG5	Perkinsozoa	ITPR	411		51.7	shape	length 411 outside measured bait band 2450-3250
A0A7J7JQ07	Bryozoa	ITPR	378		435.1	shape	length 378 outside measured bait band 2450-3250
A0A7J7KJ79	Bryozoa	ITPR	255		195.0	shape	length 255 outside measured bait band 2450-3250
A0A7M7NTU7	Echinodermata	RYR	1518		0.0	shape	length 1518 outside RyR bait band 4600-5400
A0A7M7PQT2	Echinodermata	RYR	395		252.0	shape	length 395 outside RyR bait band 4600-5400
