species	organism	accession	cell	role	junction_index	intron_class	annotated	splice_class	probe_len	deposit_status	deposit_hits	deposit_spanning	deposit_spanning_anchor_only	deposit_best_identity	deposit_best_subject	control_hits	control_spanning
nalbiflora	Nibea albiflora	GCA_014281875.1	ITPR2	failed	51	unannotated	0	canonical	180	cached	0	0	0			2	0
nalbiflora	Nibea albiflora	GCA_014281875.1	ITPR2	failed	50	unannotated	0	canonical	180	cached	0	0	0			2	0
nalbiflora	Nibea albiflora	GCA_014281875.1	ITPR2	failed	49	unannotated	0	canonical	180	cached	0	0	0			2	0
nalbiflora	Nibea albiflora	GCA_014281875.1	ITPR2	failed	48	unannotated	0	canonical	180	cached	0	0	0			2	0
nalbiflora	Nibea albiflora	GCA_014281875.1	ITPR2	failed	47	unannotated	0	canonical	180	cached	0	0	0			2	0
nalbiflora	Nibea albiflora	GCA_014281875.1	ITPR2	failed	46	unannotated	0	canonical	180	cached	0	0	0			2	0
nalbiflora	Nibea albiflora	GCA_014281875.1	ITPR2	failed	45	unannotated	0	canonical	180	cached	0	0	0			2	0
nalbiflora	Nibea albiflora	GCA_014281875.1	ITPR2	failed	44	unannotated	0	canonical	180	cached	0	0	0			2	0
nalbiflora	Nibea albiflora	GCA_014281875.1	ITPR2	failed	43	unannotated	0	canonical	180	cached	0	0	0			2	0
nalbiflora	Nibea albiflora	GCA_014281875.1	ITPR2	failed	42	unannotated	0	canonical	180	cached	0	0	0			2	0
nalbiflora	Nibea albiflora	GCA_014281875.1	ITPR2	failed	41	unannotated	0	canonical	180	cached	0	0	0			2	0
nalbiflora	Nibea albiflora	GCA_014281875.1	ITPR2	failed	40	unannotated	0	canonical	180	cached	0	0	0			2	0
nalbiflora	Nibea albiflora	GCA_014281875.1	ITPR2	failed	39	unannotated	0	canonical	180	cached	0	0	0			2	0
nalbiflora	Nibea albiflora	GCA_014281875.1	ITPR2	failed	38	unannotated	0	canonical	180	cached	0	0	0			2	0
nalbiflora	Nibea albiflora	GCA_014281875.1	ITPR2	failed	37	unannotated	0	canonical	180	cached	0	0	0			2	0
nalbiflora	Nibea albiflora	GCA_014281875.1	ITPR2	failed	36	unannotated	0	canonical	180	cached	0	0	0			2	0
nalbiflora	Nibea albiflora	GCA_014281875.1	ITPR2	failed	35	unannotated	0	canonical	180	cached	0	0	0			2	0
nalbiflora	Nibea albiflora	GCA_014281875.1	ITPR2	failed	34	unannotated	0	canonical	180	cached	0	0	0			2	0
nalbiflora	Nibea albiflora	GCA_014281875.1	ITPR2	failed	33	unannotated	0	canonical	180	cached	0	0	0			2	0
nalbiflora	Nibea albiflora	GCA_014281875.1	ITPR2	failed	32	unannotated	0	canonical	180	cached	0	0	0			2	0
nalbiflora	Nibea albiflora	GCA_014281875.1	ITPR2	failed	31	unannotated	0	canonical	180	cached	0	0	0			2	0
nalbiflora	Nibea albiflora	GCA_014281875.1	ITPR2	failed	30	unannotated	0	canonical	180	cached	0	0	0			2	0
nalbiflora	Nibea albiflora	GCA_014281875.1	ITPR2	failed	29	unannotated	0	canonical	180	cached	0	0	0			2	0
nalbiflora	Nibea albiflora	GCA_014281875.1	ITPR2	failed	28	unannotated	0	canonical	180	cached	0	0	0			2	0
nalbiflora	Nibea albiflora	GCA_014281875.1	ITPR2	failed	27	unannotated	0	canonical	180	cached	0	0	0			2	0
nalbiflora	Nibea albiflora	GCA_014281875.1	ITPR2	failed	26	unannotated	0	canonical	180	cached	0	0	0			2	0
nalbiflora	Nibea albiflora	GCA_014281875.1	ITPR2	failed	25	unannotated	0	canonical	180	cached	0	0	0			2	0
nalbiflora	Nibea albiflora	GCA_014281875.1	ITPR2	failed	24	unannotated	0	canonical	180	cached	0	0	0			2	0
nalbiflora	Nibea albiflora	GCA_014281875.1	ITPR2	failed	23	unannotated	0	canonical	180	cached	0	0	0			2	0
nalbiflora	Nibea albiflora	GCA_014281875.1	ITPR2	failed	22	unannotated	0	canonical	180	cached	0	0	0			2	0
nalbiflora	Nibea albiflora	GCA_014281875.1	ITPR2	failed	21	unannotated	0	canonical	180	cached	0	0	0			2	0
nalbiflora	Nibea albiflora	GCA_014281875.1	ITPR2	failed	20	unannotated	0	canonical	180	cached	0	0	0			2	0
nalbiflora	Nibea albiflora	GCA_014281875.1	ITPR2	failed	19	unannotated	0	canonical	180	cached	0	0	0			2	0
nalbiflora	Nibea albiflora	GCA_014281875.1	ITPR2	failed	18	unannotated	0	canonical	180	cached	0	0	0			2	0
nalbiflora	Nibea albiflora	GCA_014281875.1	ITPR2	failed	17	unannotated	0	canonical	180	cached	0	0	0			2	0
nalbiflora	Nibea albiflora	GCA_014281875.1	ITPR2	failed	16	unannotated	0	canonical	180	cached	0	0	0			2	0
nalbiflora	Nibea albiflora	GCA_014281875.1	ITPR2	failed	15	unannotated	0	minor	180	cached	0	0	0			2	0
nalbiflora	Nibea albiflora	GCA_014281875.1	ITPR2	failed	14	unannotated	0	canonical	180	cached	0	0	0			2	0
nalbiflora	Nibea albiflora	GCA_014281875.1	ITPR2	failed	13	unannotated	0	canonical	180	cached	0	0	0			2	0
nalbiflora	Nibea albiflora	GCA_014281875.1	ITPR2	failed	12	unannotated	0	canonical	180	cached	0	0	0			2	0
nalbiflora	Nibea albiflora	GCA_014281875.1	ITPR2	failed	11	unannotated	0	canonical	180	cached	0	0	0			2	0
nalbiflora	Nibea albiflora	GCA_014281875.1	ITPR2	failed	10	unannotated	0	canonical	180	cached	0	0	0			3	0
nalbiflora	Nibea albiflora	GCA_014281875.1	ITPR2	failed	9	unannotated	0	canonical	180	cached	0	0	0			3	0
nalbiflora	Nibea albiflora	GCA_014281875.1	ITPR2	failed	8	unannotated	0	canonical	180	cached	0	0	0			2	0
nalbiflora	Nibea albiflora	GCA_014281875.1	ITPR2	failed	7	unannotated	0	canonical	180	cached	0	0	0			2	0
nalbiflora	Nibea albiflora	GCA_014281875.1	ITPR2	failed	6	unannotated	0	canonical	180	cached	0	0	0			2	0
nalbiflora	Nibea albiflora	GCA_014281875.1	ITPR2	failed	5	unannotated	0	canonical	180	cached	0	0	0			2	0
nalbiflora	Nibea albiflora	GCA_014281875.1	ITPR2	failed	4	unannotated	0	canonical	180	cached	0	0	0			2	0
nalbiflora	Nibea albiflora	GCA_014281875.1	ITPR2	failed	3	unannotated	0	canonical	180	cached	0	0	0			2	0
nalbiflora	Nibea albiflora	GCA_014281875.1	ITPR2	failed	2	unannotated	0	canonical	180	cached	0	0	0			2	0
nalbiflora	Nibea albiflora	GCA_014281875.1	ITPR2	failed	1	unannotated	0	canonical	180	cached	0	0	0			2	0
nalbiflora	Nibea albiflora	GCA_014281875.1	ITPR3	control_paralog	57	model_to_gap	0	canonical	180	cached	0	0	0			2	0
nalbiflora	Nibea albiflora	GCA_014281875.1	ITPR3	control_paralog	53	model_to_gap	0	canonical	180	cached	0	0	0			2	0
nalbiflora	Nibea albiflora	GCA_014281875.1	ITPR3	control_paralog	52	model_to_gap	0	canonical	180	cached	0	0	0			2	0
nalbiflora	Nibea albiflora	GCA_014281875.1	ITPR3	control_paralog	47	model_to_gap	0	canonical	180	cached	0	0	0			2	0
nalbiflora	Nibea albiflora	GCA_014281875.1	ITPR3	control_paralog	46	unannotated	0	canonical	180	cached	0	0	0			2	0
nalbiflora	Nibea albiflora	GCA_014281875.1	ITPR3	control_paralog	45	model_to_gap	0	canonical	180	cached	0	0	0			2	0
nalbiflora	Nibea albiflora	GCA_014281875.1	ITPR3	control_paralog	27	model_to_gap	0	canonical	180	cached	0	0	0			2	0
nalbiflora	Nibea albiflora	GCA_014281875.1	ITPR3	control_paralog	26	model_to_gap	0	canonical	180	cached	0	0	0			1	0
nalbiflora	Nibea albiflora	GCA_014281875.1	ITPR3	control_paralog	24	model_to_gap	0	canonical	180	cached	0	0	0			3	0
nalbiflora	Nibea albiflora	GCA_014281875.1	ITPR3	control_paralog	23	model_to_gap	0	canonical	180	cached	0	0	0			3	0
nalbiflora	Nibea albiflora	GCA_014281875.1	ITPR3	control_paralog	17	model_to_gap	0	canonical	180	cached	0	0	0			2	0
nalbiflora	Nibea albiflora	GCA_014281875.1	ITPR3	control_paralog	16	model_to_gap	0	canonical	180	cached	0	0	0			2	0
nalbiflora	Nibea albiflora	GCA_014281875.1	ITPR3	control_paralog	9	model_to_gap	0	canonical	180	cached	0	0	0			3	0
nalbiflora	Nibea albiflora	GCA_014281875.1	ITPR3	control_paralog	8	model_to_gap	0	canonical	180	cached	0	0	0			3	0
nalbiflora	Nibea albiflora	GCA_014281875.1	ITPR3	control_paralog	2	model_to_gap	0	canonical	180	cached	0	0	0			2	0
nalbiflora	Nibea albiflora	GCA_014281875.1	ITPR3	control_paralog	1	unannotated	0	canonical	180	cached	0	0	0			2	0
nalbiflora	Nibea albiflora	GCA_014281875.1	ITPR3	control_paralog	56	within_one_model	1	canonical	180	cached	0	0	0			2	0
nalbiflora	Nibea albiflora	GCA_014281875.1	ITPR3	control_paralog	55	within_one_model	1	canonical	180	cached	0	0	0			2	0
nalbiflora	Nibea albiflora	GCA_014281875.1	ITPR3	control_paralog	54	within_one_model	1	canonical	180	cached	0	0	0			2	0
nalbiflora	Nibea albiflora	GCA_014281875.1	ITPR3	control_paralog	51	within_one_model	1	canonical	180	cached	0	0	0			2	0
nalbiflora	Nibea albiflora	GCA_014281875.1	ITPR3	control_paralog	50	within_one_model	1	canonical	180	cached	0	0	0			2	0
nalbiflora	Nibea albiflora	GCA_014281875.1	ITPR3	control_paralog	49	within_one_model	1	canonical	180	cached	0	0	0			2	0
nalbiflora	Nibea albiflora	GCA_014281875.1	ITPR3	control_paralog	48	within_one_model	1	canonical	180	cached	0	0	0			2	0
nalbiflora	Nibea albiflora	GCA_014281875.1	ITPR3	control_paralog	44	within_one_model	1	canonical	180	cached	0	0	0			2	0
nalbiflora	Nibea albiflora	GCA_014281875.1	ITPR3	control_paralog	43	within_one_model	1	canonical	180	cached	0	0	0			2	0
nalbiflora	Nibea albiflora	GCA_014281875.1	ITPR3	control_paralog	42	within_one_model	1	canonical	180	cached	0	0	0			2	0
nalbiflora	Nibea albiflora	GCA_014281875.1	ITPR3	control_paralog	41	within_one_model	1	canonical	180	cached	0	0	0			2	0
nalbiflora	Nibea albiflora	GCA_014281875.1	ITPR3	control_paralog	40	within_one_model	1	canonical	180	cached	0	0	0			2	0
nalbiflora	Nibea albiflora	GCA_014281875.1	ITPR3	control_paralog	39	within_one_model	1	canonical	180	cached	0	0	0			2	0
nalbiflora	Nibea albiflora	GCA_014281875.1	ITPR3	control_paralog	38	within_one_model	1	canonical	180	cached	0	0	0			2	0
nalbiflora	Nibea albiflora	GCA_014281875.1	ITPR3	control_paralog	37	within_one_model	1	canonical	180	cached	0	0	0			2	0
nalbiflora	Nibea albiflora	GCA_014281875.1	ITPR3	control_paralog	36	within_one_model	1	canonical	180	cached	0	0	0			2	0
nalbiflora	Nibea albiflora	GCA_014281875.1	ITPR3	control_paralog	35	within_one_model	1	canonical	180	cached	0	0	0			2	0
nalbiflora	Nibea albiflora	GCA_014281875.1	ITPR3	control_paralog	34	within_one_model	1	canonical	180	cached	0	0	0			2	0
nalbiflora	Nibea albiflora	GCA_014281875.1	ITPR3	control_paralog	33	within_one_model	1	canonical	180	cached	0	0	0			2	0
nalbiflora	Nibea albiflora	GCA_014281875.1	ITPR3	control_paralog	32	within_one_model	1	canonical	180	cached	0	0	0			2	0
nalbiflora	Nibea albiflora	GCA_014281875.1	ITPR3	control_paralog	31	within_one_model	1	canonical	180	cached	0	0	0			2	0
nalbiflora	Nibea albiflora	GCA_014281875.1	ITPR3	control_paralog	30	within_one_model	1	canonical	180	cached	0	0	0			2	0
nalbiflora	Nibea albiflora	GCA_014281875.1	ITPR3	control_paralog	29	within_one_model	1	canonical	180	cached	0	0	0			2	0
nalbiflora	Nibea albiflora	GCA_014281875.1	ITPR3	control_paralog	28	within_one_model	1	canonical	180	cached	0	0	0			2	0
nalbiflora	Nibea albiflora	GCA_014281875.1	ITPR3	control_paralog	25	within_one_model	1	canonical	180	cached	0	0	0			2	0
nalbiflora	Nibea albiflora	GCA_014281875.1	ITPR3	control_paralog	22	within_one_model	1	canonical	180	cached	0	0	0			2	0
nalbiflora	Nibea albiflora	GCA_014281875.1	ITPR3	control_paralog	21	within_one_model	1	canonical	180	cached	0	0	0			2	0
nalbiflora	Nibea albiflora	GCA_014281875.1	ITPR3	control_paralog	20	within_one_model	1	canonical	180	cached	0	0	0			2	0
nalbiflora	Nibea albiflora	GCA_014281875.1	ITPR3	control_paralog	19	within_one_model	1	canonical	180	cached	0	0	0			2	0
nalbiflora	Nibea albiflora	GCA_014281875.1	ITPR3	control_paralog	18	within_one_model	1	canonical	180	cached	0	0	0			2	0
nalbiflora	Nibea albiflora	GCA_014281875.1	ITPR3	control_paralog	15	within_one_model	1	canonical	180	cached	0	0	0			2	0
nalbiflora	Nibea albiflora	GCA_014281875.1	ITPR3	control_paralog	14	within_one_model	1	canonical	180	cached	0	0	0			2	0
nalbiflora	Nibea albiflora	GCA_014281875.1	ITPR3	control_paralog	13	within_one_model	1	canonical	180	cached	0	0	0			2	0
nalbiflora	Nibea albiflora	GCA_014281875.1	ITPR3	control_paralog	12	within_one_model	1	canonical	180	cached	0	0	0			2	0
nalbiflora	Nibea albiflora	GCA_014281875.1	ITPR3	control_paralog	11	within_one_model	1	canonical	180	cached	0	0	0			2	0
nalbiflora	Nibea albiflora	GCA_014281875.1	ITPR3	control_paralog	10	within_one_model	1	canonical	180	cached	0	0	0			2	0
nalbiflora	Nibea albiflora	GCA_014281875.1	ITPR3	control_paralog	7	within_one_model	1	canonical	180	cached	0	0	0			2	0
nalbiflora	Nibea albiflora	GCA_014281875.1	ITPR3	control_paralog	6	within_one_model	1	canonical	180	cached	0	0	0			2	0
nalbiflora	Nibea albiflora	GCA_014281875.1	ITPR3	control_paralog	5	within_one_model	1	canonical	180	cached	0	0	0			2	0
nalbiflora	Nibea albiflora	GCA_014281875.1	ITPR3	control_paralog	4	within_one_model	1	canonical	180	cached	0	0	0			2	0
nalbiflora	Nibea albiflora	GCA_014281875.1	ITPR3	control_paralog	3	within_one_model	1	canonical	180	cached	0	0	0			2	0
nalbiflora	Nibea albiflora	GCA_014281875.1	RYR	control_family	1	unannotated	0	canonical	135	cached	0	0	0			2	0
nalbiflora	Nibea albiflora	GCA_014281875.1	RYR	control_family	2	unannotated	0	canonical	180	cached	0	0	0			2	0
nalbiflora	Nibea albiflora	GCA_014281875.1	RYR	control_family	3	unannotated	0	canonical	180	cached	0	0	0			3	0
nalbiflora	Nibea albiflora	GCA_014281875.1	RYR	control_family	4	unannotated	0	canonical	180	cached	0	0	0			3	0
nalbiflora	Nibea albiflora	GCA_014281875.1	RYR	control_family	5	unannotated	0	canonical	180	cached	0	0	0			2	0
nalbiflora	Nibea albiflora	GCA_014281875.1	RYR	control_family	6	unannotated	0	canonical	180	cached	0	0	0			2	0
nalbiflora	Nibea albiflora	GCA_014281875.1	RYR	control_family	7	unannotated	0	canonical	180	cached	0	0	0			2	0
nalbiflora	Nibea albiflora	GCA_014281875.1	RYR	control_family	8	unannotated	0	canonical	180	cached	0	0	0			2	0
nalbiflora	Nibea albiflora	GCA_014281875.1	RYR	control_family	9	unannotated	0	canonical	180	cached	0	0	0			2	0
nalbiflora	Nibea albiflora	GCA_014281875.1	RYR	control_family	10	unannotated	0	canonical	180	cached	0	0	0			2	0
nalbiflora	Nibea albiflora	GCA_014281875.1	RYR	control_family	11	unannotated	0	canonical	180	cached	0	0	0			2	0
nalbiflora	Nibea albiflora	GCA_014281875.1	RYR	control_family	12	unannotated	0	canonical	180	cached	0	0	0			2	0
nalbiflora	Nibea albiflora	GCA_014281875.1	RYR	control_family	13	unannotated	0	canonical	180	cached	0	0	0			2	0
nalbiflora	Nibea albiflora	GCA_014281875.1	RYR	control_family	14	unannotated	0	canonical	180	cached	0	0	0			2	0
nalbiflora	Nibea albiflora	GCA_014281875.1	RYR	control_family	15	unannotated	0	canonical	180	cached	0	0	0			2	0
nalbiflora	Nibea albiflora	GCA_014281875.1	RYR	control_family	16	unannotated	0	canonical	180	cached	0	0	0			2	0
nalbiflora	Nibea albiflora	GCA_014281875.1	RYR	control_family	17	unannotated	0	canonical	180	cached	0	0	0			2	0
nalbiflora	Nibea albiflora	GCA_014281875.1	RYR	control_family	18	unannotated	0	canonical	180	cached	0	0	0			2	0
nalbiflora	Nibea albiflora	GCA_014281875.1	RYR	control_family	19	unannotated	0	canonical	180	cached	0	0	0			2	0
nalbiflora	Nibea albiflora	GCA_014281875.1	RYR	control_family	20	unannotated	0	canonical	180	cached	0	0	0			2	0
nalbiflora	Nibea albiflora	GCA_014281875.1	RYR	control_family	21	unannotated	0	canonical	180	cached	0	0	0			2	0
nalbiflora	Nibea albiflora	GCA_014281875.1	RYR	control_family	22	unannotated	0	canonical	180	cached	0	0	0			2	0
nalbiflora	Nibea albiflora	GCA_014281875.1	RYR	control_family	23	unannotated	0	canonical	180	cached	0	0	0			2	0
nalbiflora	Nibea albiflora	GCA_014281875.1	RYR	control_family	24	unannotated	0	canonical	180	cached	0	0	0			2	0
nalbiflora	Nibea albiflora	GCA_014281875.1	RYR	control_family	25	unannotated	0	canonical	180	cached	0	0	0			2	0
nalbiflora	Nibea albiflora	GCA_014281875.1	RYR	control_family	26	unannotated	0	canonical	180	cached	0	0	0			2	0
nalbiflora	Nibea albiflora	GCA_014281875.1	RYR	control_family	27	unannotated	0	canonical	180	cached	0	0	0			2	0
nalbiflora	Nibea albiflora	GCA_014281875.1	RYR	control_family	28	unannotated	0	canonical	180	cached	0	0	0			2	0
nalbiflora	Nibea albiflora	GCA_014281875.1	RYR	control_family	29	unannotated	0	canonical	180	cached	0	0	0			2	0
nalbiflora	Nibea albiflora	GCA_014281875.1	RYR	control_family	30	unannotated	0	canonical	180	cached	0	0	0			2	0
nalbiflora	Nibea albiflora	GCA_014281875.1	RYR	control_family	31	unannotated	0	canonical	180	cached	0	0	0			2	0
nalbiflora	Nibea albiflora	GCA_014281875.1	RYR	control_family	32	unannotated	0	canonical	180	cached	0	0	0			2	0
nalbiflora	Nibea albiflora	GCA_014281875.1	RYR	control_family	33	unannotated	0	canonical	180	cached	0	0	0			2	0
nalbiflora	Nibea albiflora	GCA_014281875.1	RYR	control_family	34	unannotated	0	canonical	180	cached	0	0	0			2	0
nalbiflora	Nibea albiflora	GCA_014281875.1	RYR	control_family	35	unannotated	0	canonical	180	cached	0	0	0			2	0
nalbiflora	Nibea albiflora	GCA_014281875.1	RYR	control_family	36	unannotated	0	canonical	180	cached	0	0	0			2	0
nalbiflora	Nibea albiflora	GCA_014281875.1	RYR	control_family	37	unannotated	0	canonical	180	cached	0	0	0			2	0
nalbiflora	Nibea albiflora	GCA_014281875.1	RYR	control_family	38	unannotated	0	canonical	180	cached	0	0	0			2	0
nalbiflora	Nibea albiflora	GCA_014281875.1	RYR	control_family	39	unannotated	0	canonical	180	cached	0	0	0			2	0
nalbiflora	Nibea albiflora	GCA_014281875.1	RYR	control_family	40	unannotated	0	canonical	180	cached	0	0	0			2	0
nalbiflora	Nibea albiflora	GCA_014281875.1	RYR	control_family	41	unannotated	0	canonical	180	cached	0	0	0			2	0
nalbiflora	Nibea albiflora	GCA_014281875.1	RYR	control_family	42	unannotated	0	canonical	180	cached	0	0	0			2	0
nalbiflora	Nibea albiflora	GCA_014281875.1	RYR	control_family	43	unannotated	0	canonical	180	cached	0	0	0			2	0
nalbiflora	Nibea albiflora	GCA_014281875.1	RYR	control_family	44	unannotated	0	canonical	180	cached	0	0	0			2	0
nalbiflora	Nibea albiflora	GCA_014281875.1	RYR	control_family	45	unannotated	0	canonical	180	cached	0	0	0			2	0
nalbiflora	Nibea albiflora	GCA_014281875.1	RYR	control_family	46	unannotated	0	canonical	180	cached	0	0	0			2	0
nalbiflora	Nibea albiflora	GCA_014281875.1	RYR	control_family	47	unannotated	0	canonical	180	cached	0	0	0			2	0
nalbiflora	Nibea albiflora	GCA_014281875.1	RYR	control_family	48	unannotated	0	canonical	180	cached	0	0	0			2	0
nalbiflora	Nibea albiflora	GCA_014281875.1	RYR	control_family	49	unannotated	0	canonical	180	cached	0	0	0			2	0
nalbiflora	Nibea albiflora	GCA_014281875.1	RYR	control_family	50	unannotated	0	canonical	180	cached	0	0	0			2	0
nalbiflora	Nibea albiflora	GCA_014281875.1	RYR	control_family	51	unannotated	0	canonical	180	cached	0	0	0			2	0
nalbiflora	Nibea albiflora	GCA_014281875.1	RYR	control_family	52	unannotated	0	canonical	180	cached	0	0	0			2	0
nalbiflora	Nibea albiflora	GCA_014281875.1	RYR	control_family	53	unannotated	0	canonical	180	cached	0	0	0			2	0
nalbiflora	Nibea albiflora	GCA_014281875.1	RYR	control_family	54	unannotated	0	canonical	180	cached	0	0	0			2	0
nalbiflora	Nibea albiflora	GCA_014281875.1	RYR	control_family	55	unannotated	0	canonical	180	cached	0	0	0			2	0
nalbiflora	Nibea albiflora	GCA_014281875.1	RYR	control_family	56	unannotated	0	canonical	180	cached	0	0	0			2	0
nalbiflora	Nibea albiflora	GCA_014281875.1	RYR	control_family	57	unannotated	0	canonical	180	cached	0	0	0			2	0
nalbiflora	Nibea albiflora	GCA_014281875.1	RYR	control_family	58	unannotated	0	canonical	180	cached	0	0	0			2	0
nalbiflora	Nibea albiflora	GCA_014281875.1	RYR	control_family	59	unannotated	0	canonical	180	cached	0	0	0			2	0
nalbiflora	Nibea albiflora	GCA_014281875.1	RYR	control_family	60	unannotated	0	canonical	180	cached	0	0	0			2	0
nalbiflora	Nibea albiflora	GCA_014281875.1	RYR	control_family	61	unannotated	0	canonical	180	cached	0	0	0			2	0
nalbiflora	Nibea albiflora	GCA_014281875.1	RYR	control_family	62	unannotated	0	canonical	180	cached	0	0	0			2	0
nalbiflora	Nibea albiflora	GCA_014281875.1	RYR	control_family	63	unannotated	0	canonical	180	cached	0	0	0			2	0
nalbiflora	Nibea albiflora	GCA_014281875.1	RYR	control_family	64	unannotated	0	canonical	180	cached	0	0	0			2	0
nalbiflora	Nibea albiflora	GCA_014281875.1	RYR	control_family	65	unannotated	0	canonical	180	cached	0	0	0			2	0
nalbiflora	Nibea albiflora	GCA_014281875.1	RYR	control_family	66	unannotated	0	canonical	180	cached	0	0	0			3	0
nalbiflora	Nibea albiflora	GCA_014281875.1	RYR	control_family	67	unannotated	0	canonical	180	cached	0	0	0			4	0
nalbiflora	Nibea albiflora	GCA_014281875.1	RYR	control_family	68	unannotated	0	canonical	180	cached	0	0	0			3	0
nalbiflora	Nibea albiflora	GCA_014281875.1	RYR	control_family	69	unannotated	0	canonical	180	cached	0	0	0			2	0
nalbiflora	Nibea albiflora	GCA_014281875.1	RYR	control_family	70	unannotated	0	canonical	180	cached	0	0	0			2	0
nalbiflora	Nibea albiflora	GCA_014281875.1	RYR	control_family	71	unannotated	0	canonical	180	cached	0	0	0			2	0
nalbiflora	Nibea albiflora	GCA_014281875.1	RYR	control_family	72	unannotated	0	canonical	180	cached	0	0	0			2	0
nalbiflora	Nibea albiflora	GCA_014281875.1	RYR	control_family	73	unannotated	0	canonical	180	cached	0	0	0			2	0
nalbiflora	Nibea albiflora	GCA_014281875.1	RYR	control_family	74	unannotated	0	canonical	180	cached	0	0	0			2	0
nalbiflora	Nibea albiflora	GCA_014281875.1	RYR	control_family	75	unannotated	0	canonical	180	cached	0	0	0			2	0
nalbiflora	Nibea albiflora	GCA_014281875.1	RYR	control_family	76	unannotated	0	canonical	180	cached	0	0	0			2	0
nalbiflora	Nibea albiflora	GCA_014281875.1	RYR	control_family	77	unannotated	0	canonical	180	cached	0	0	0			2	0
nalbiflora	Nibea albiflora	GCA_014281875.1	RYR	control_family	78	unannotated	0	canonical	180	cached	0	0	0			3	0
nalbiflora	Nibea albiflora	GCA_014281875.1	RYR	control_family	79	unannotated	0	canonical	180	cached	0	0	0			3	0
nalbiflora	Nibea albiflora	GCA_014281875.1	RYR	control_family	80	unannotated	0	canonical	180	cached	0	0	0			2	0
nalbiflora	Nibea albiflora	GCA_014281875.1	RYR	control_family	81	unannotated	0	canonical	180	cached	0	0	0			2	0
nalbiflora	Nibea albiflora	GCA_014281875.1	RYR	control_family	82	unannotated	0	canonical	180	cached	0	0	0			2	0
nalbiflora	Nibea albiflora	GCA_014281875.1	RYR	control_family	83	unannotated	0	canonical	180	cached	0	0	0			3	0
nalbiflora	Nibea albiflora	GCA_014281875.1	RYR	control_family	84	unannotated	0	canonical	180	cached	0	0	0			2	0
nalbiflora	Nibea albiflora	GCA_014281875.1	RYR	control_family	85	unannotated	0	canonical	180	cached	0	0	0			2	0
nalbiflora	Nibea albiflora	GCA_014281875.1	RYR	control_family	86	unannotated	0	canonical	180	cached	0	0	0			2	0
nalbiflora	Nibea albiflora	GCA_014281875.1	RYR	control_family	87	unannotated	0	canonical	180	cached	0	0	0			2	0
nalbiflora	Nibea albiflora	GCA_014281875.1	RYR	control_family	88	unannotated	0	canonical	180	cached	0	0	0			2	0
nalbiflora	Nibea albiflora	GCA_014281875.1	RYR	control_family	89	unannotated	0	canonical	180	cached	0	0	0			2	0
nalbiflora	Nibea albiflora	GCA_014281875.1	RYR	control_family	90	unannotated	0	canonical	180	cached	0	0	0			2	0
nalbiflora	Nibea albiflora	GCA_014281875.1	RYR	control_family	91	unannotated	0	canonical	180	cached	0	0	0			2	0
nalbiflora	Nibea albiflora	GCA_014281875.1	RYR	control_family	92	unannotated	0	canonical	180	cached	0	0	0			2	0
nalbiflora	Nibea albiflora	GCA_014281875.1	RYR	control_family	93	unannotated	0	canonical	180	cached	0	0	0			2	0
nalbiflora	Nibea albiflora	GCA_014281875.1	RYR	control_family	94	unannotated	0	canonical	180	cached	0	0	0			2	0
nalbiflora	Nibea albiflora	GCA_014281875.1	RYR	control_family	95	unannotated	0	canonical	180	cached	0	0	0			2	0
nalbiflora	Nibea albiflora	GCA_014281875.1	RYR	control_family	96	unannotated	0	minor	180	cached	0	0	0			2	0
nalbiflora	Nibea albiflora	GCA_014281875.1	RYR	control_family	97	unannotated	0	canonical	180	cached	0	0	0			2	0
nalbiflora	Nibea albiflora	GCA_014281875.1	RYR	control_family	98	unannotated	0	canonical	180	cached	0	0	0			2	0
nalbiflora	Nibea albiflora	GCA_014281875.1	RYR	control_family	99	unannotated	0	canonical	180	cached	0	0	0			2	0
nalbiflora	Nibea albiflora	GCA_014281875.1	RYR	control_family	100	unannotated	0	canonical	180	cached	0	0	0			2	0
nalbiflora	Nibea albiflora	GCA_014281875.1	RYR	control_family	101	unannotated	0	canonical	180	cached	0	0	0			2	0
nalbiflora	Nibea albiflora	GCA_014281875.1	RYR	control_family	102	unannotated	0	canonical	180	cached	0	0	0			2	0
nalbiflora	Nibea albiflora	GCA_014281875.1	RYR	control_family	103	unannotated	0	canonical	180	cached	0	0	0			2	0
nalbiflora	Nibea albiflora	GCA_014281875.1	RYR	control_family	104	unannotated	0	canonical	180	cached	0	0	0			2	0
nalbiflora	Nibea albiflora	GCA_014281875.1	RYR	control_family	105	unannotated	0	canonical	180	cached	0	0	0			2	0
nalbiflora	Nibea albiflora	GCA_014281875.1	RYR	control_family	106	unannotated	0	canonical	180	cached	0	0	0			3	0
nalbiflora	Nibea albiflora	GCA_014281875.1	RYR	control_family	107	unannotated	0	canonical	180	cached	0	0	0			3	0
nalbiflora	Nibea albiflora	GCA_014281875.1	RYR	control_family	108	unannotated	0	canonical	180	cached	0	0	0			3	0
nalbiflora	Nibea albiflora	GCA_014281875.1	RYR	control_family	109	unannotated	0	canonical	180	cached	0	0	0			3	0
nalbiflora	Nibea albiflora	GCA_014281875.1	RYR	control_family	110	unannotated	0	canonical	180	cached	0	0	0			2	0
