species	seq	junction_index	cds_offset	left_exon	right_exon	intron_start	intron_end	intron_length	class	annotated	donor	acceptor	splice_class	left_models	right_models
nalbiflora	ITPR1|nalbiflora	3	273	3	4	23116131	23116609	479	within_one_model	1	GT	AG	canonical	gene-GBF38_012862	gene-GBF38_012862
nalbiflora	ITPR1|nalbiflora	4	360	4	5	23115096	23116043	948	within_one_model	1	GT	AG	canonical	gene-GBF38_012862	gene-GBF38_012862
nalbiflora	ITPR1|nalbiflora	5	519	5	6	23113833	23114936	1104	within_one_model	1	GT	AG	canonical	gene-GBF38_012862	gene-GBF38_012862
nalbiflora	ITPR1|nalbiflora	6	618	6	7	23113137	23113733	597	model_to_gap	0	GT	AG	canonical		gene-GBF38_012862
nalbiflora	ITPR1|nalbiflora	7	702	7	8	23112571	23113052	482	unannotated	0	GT	AG	canonical		
nalbiflora	ITPR1|nalbiflora	8	849	8	9	23112204	23112423	220	model_to_gap	0	GT	AG	canonical	gene-GBF38_012862	
nalbiflora	ITPR1|nalbiflora	9	945	9	10	23111915	23112107	193	model_to_gap	0	GT	AG	canonical		gene-GBF38_012862
nalbiflora	ITPR1|nalbiflora	10	987	10	11	23110984	23111872	889	model_to_gap	0	GT	AG	canonical	gene-GBF38_012862	
nalbiflora	ITPR1|nalbiflora	11	1142	11	12	23109899	23110828	930	within_one_model	1	GT	AG	canonical	gene-GBF38_012862	gene-GBF38_012862
nalbiflora	ITPR1|nalbiflora	12	1242	12	13	23109421	23109798	378	within_one_model	1	GT	AG	canonical	gene-GBF38_012862	gene-GBF38_012862
nalbiflora	ITPR1|nalbiflora	13	1403	13	14	23109177	23109259	83	within_one_model	1	GT	AG	canonical	gene-GBF38_012862	gene-GBF38_012862
nalbiflora	ITPR1|nalbiflora	14	1545	14	15	23108869	23109034	166	within_one_model	1	GT	AG	canonical	gene-GBF38_012862	gene-GBF38_012862
nalbiflora	ITPR1|nalbiflora	15	1704	15	16	23108122	23108709	588	within_one_model	1	GT	AG	canonical	gene-GBF38_012862	gene-GBF38_012862
nalbiflora	ITPR1|nalbiflora	16	1877	16	17	23107723	23107948	226	within_one_model	1	GT	AG	canonical	gene-GBF38_012862	gene-GBF38_012862
nalbiflora	ITPR1|nalbiflora	17	1997	17	18	23107255	23107602	348	within_one_model	1	GT	AG	canonical	gene-GBF38_012862	gene-GBF38_012862
nalbiflora	ITPR1|nalbiflora	18	2192	18	19	23106920	23107059	140	within_one_model	1	GT	AG	canonical	gene-GBF38_012862	gene-GBF38_012862
nalbiflora	ITPR1|nalbiflora	19	2444	19	20	23106569	23106667	99	within_one_model	1	GT	AG	canonical	gene-GBF38_012862	gene-GBF38_012862
nalbiflora	ITPR1|nalbiflora	20	2586	20	21	23106347	23106426	80	within_one_model	1	GT	AG	canonical	gene-GBF38_012862	gene-GBF38_012862
nalbiflora	ITPR1|nalbiflora	21	2740	21	22	23106086	23106192	107	within_one_model	1	GT	AG	canonical	gene-GBF38_012862	gene-GBF38_012862
nalbiflora	ITPR1|nalbiflora	22	2931	22	23	23105808	23105894	87	within_one_model	1	GT	AG	canonical	gene-GBF38_012862	gene-GBF38_012862
nalbiflora	ITPR1|nalbiflora	23	3064	23	24	23105590	23105674	85	within_one_model	1	GT	AG	canonical	gene-GBF38_012862	gene-GBF38_012862
nalbiflora	ITPR1|nalbiflora	24	3119	24	25	23105436	23105534	99	within_one_model	1	GT	AG	canonical	gene-GBF38_012862	gene-GBF38_012862
nalbiflora	ITPR1|nalbiflora	25	3285	25	26	23105089	23105269	181	within_one_model	1	GT	AG	canonical	gene-GBF38_012862	gene-GBF38_012862
nalbiflora	ITPR1|nalbiflora	26	3459	26	27	23104832	23104914	83	within_one_model	1	GT	AG	canonical	gene-GBF38_012862	gene-GBF38_012862
nalbiflora	ITPR1|nalbiflora	27	3534	27	28	23104638	23104756	119	within_one_model	1	GT	AG	canonical	gene-GBF38_012862	gene-GBF38_012862
nalbiflora	ITPR1|nalbiflora	28	3673	28	29	23104416	23104498	83	model_to_gap	0	GT	AG	canonical		gene-GBF38_012862
nalbiflora	ITPR1|nalbiflora	29	3820	29	30	23104154	23104268	115	model_to_gap	0	GT	AG	canonical	gene-GBF38_012862	
nalbiflora	ITPR1|nalbiflora	30	4015	30	31	23103863	23103958	96	within_one_model	1	GT	AG	canonical	gene-GBF38_012862	gene-GBF38_012862
nalbiflora	ITPR1|nalbiflora	31	4267	31	32	23103537	23103610	74	within_one_model	1	GT	AG	canonical	gene-GBF38_012862	gene-GBF38_012862
nalbiflora	ITPR1|nalbiflora	32	4393	32	33	23103320	23103410	91	within_one_model	1	GT	AG	canonical	gene-GBF38_012862	gene-GBF38_012862
nalbiflora	ITPR1|nalbiflora	33	4522	33	34	23102003	23103190	1188	within_one_model	1	GT	AG	canonical	gene-GBF38_012862	gene-GBF38_012862
nalbiflora	ITPR1|nalbiflora	34	4643	34	35	23101715	23101881	167	within_one_model	1	GT	AG	canonical	gene-GBF38_012862	gene-GBF38_012862
nalbiflora	ITPR1|nalbiflora	35	4828	35	36	23101447	23101529	83	within_one_model	1	GT	AG	canonical	gene-GBF38_012862	gene-GBF38_012862
nalbiflora	ITPR1|nalbiflora	36	4977	36	37	23101203	23101297	95	within_one_model	1	GT	AG	canonical	gene-GBF38_012862	gene-GBF38_012862
nalbiflora	ITPR1|nalbiflora	37	5101	37	38	23096027	23101078	5052	model_to_gap	0	GC	AG	minor		gene-GBF38_012862
nalbiflora	ITPR1|nalbiflora	38	5149	38	39	23094501	23095978	1478	model_to_gap	0	GT	AG	canonical	gene-GBF38_012862	
nalbiflora	ITPR1|nalbiflora	39	5282	39	40	23092571	23094367	1797	within_one_model	1	GT	AG	canonical	gene-GBF38_012862	gene-GBF38_012862
nalbiflora	ITPR1|nalbiflora	40	5470	40	41	23087463	23092382	4920	within_one_model	1	GT	AG	canonical	gene-GBF38_012862	gene-GBF38_012862
nalbiflora	ITPR1|nalbiflora	41	5654	41	42	23087126	23087278	153	within_one_model	1	GT	AG	canonical	gene-GBF38_012862	gene-GBF38_012862
nalbiflora	ITPR1|nalbiflora	42	5908	42	43	23085879	23086871	993	within_one_model	1	GT	AG	canonical	gene-GBF38_012862	gene-GBF38_012862
nalbiflora	ITPR1|nalbiflora	43	6110	43	44	23085580	23085676	97	within_one_model	1	GT	AG	canonical	gene-GBF38_012862	gene-GBF38_012862
nalbiflora	ITPR1|nalbiflora	44	6221	44	45	23085123	23085468	346	within_one_model	1	GT	AG	canonical	gene-GBF38_012862	gene-GBF38_012862
nalbiflora	ITPR1|nalbiflora	45	6317	45	46	23084894	23085026	133	within_one_model	1	GT	AG	canonical	gene-GBF38_012862	gene-GBF38_012862
nalbiflora	ITPR1|nalbiflora	46	6461	46	47	23084645	23084749	105	within_one_model	1	GT	AG	canonical	gene-GBF38_012862	gene-GBF38_012862
nalbiflora	ITPR1|nalbiflora	47	6569	47	48	23084347	23084536	190	within_one_model	1	GT	AG	canonical	gene-GBF38_012862	gene-GBF38_012862
nalbiflora	ITPR1|nalbiflora	48	6762	48	49	23082497	23084153	1657	within_one_model	1	GT	AG	canonical	gene-GBF38_012862	gene-GBF38_012862
nalbiflora	ITPR1|nalbiflora	49	6885	49	50	23079822	23082373	2552	within_one_model	1	GT	AG	canonical	gene-GBF38_012862	gene-GBF38_012862
nalbiflora	ITPR1|nalbiflora	50	7061	50	51	23078471	23079645	1175	within_one_model	1	GT	AG	canonical	gene-GBF38_012862	gene-GBF38_012862
nalbiflora	ITPR1|nalbiflora	51	7226	51	52	23077682	23078305	624	within_one_model	1	GT	AG	canonical	gene-GBF38_012862	gene-GBF38_012862
nalbiflora	ITPR1|nalbiflora	52	7456	52	53	23077365	23077451	87	within_one_model	1	GT	AG	canonical	gene-GBF38_012862	gene-GBF38_012862
nalbiflora	ITPR1|nalbiflora	53	7536	53	54	23075580	23077284	1705	within_one_model	1	GT	AG	canonical	gene-GBF38_012862	gene-GBF38_012862
nalbiflora	ITPR1|nalbiflora	54	7679	54	55	23073781	23075436	1656	within_one_model	1	GT	AG	canonical	gene-GBF38_012862	gene-GBF38_012862
nalbiflora	ITPR1|nalbiflora	55	7845	55	56	23071355	23073614	2260	within_one_model	1	GT	AG	canonical	gene-GBF38_012862	gene-GBF38_012862
nalbiflora	ITPR1|nalbiflora	56	8006	56	57	23070392	23071193	802	within_one_model	1	GT	AG	canonical	gene-GBF38_012862	gene-GBF38_012862
nalbiflora	ITPR1|nalbiflora	57	8168	57	58	23069546	23070229	684	model_to_gap	0	GT	AG	canonical		gene-GBF38_012862
nalbiflora	ITPR2|nalbiflora	1	92	1	2	12495805	12500214	4410	unannotated	0	GT	AG	canonical		
nalbiflora	ITPR2|nalbiflora	2	163	2	3	12495410	12495733	324	unannotated	0	GT	AG	canonical		
nalbiflora	ITPR2|nalbiflora	3	282	3	4	12495203	12495290	88	unannotated	0	GT	AG	canonical		
nalbiflora	ITPR2|nalbiflora	4	369	4	5	12494320	12495115	796	unannotated	0	GT	AG	canonical		
nalbiflora	ITPR2|nalbiflora	5	528	5	6	12493348	12494160	813	unannotated	0	GT	AG	canonical		
nalbiflora	ITPR2|nalbiflora	6	627	6	7	12493032	12493248	217	unannotated	0	GT	AG	canonical		
nalbiflora	ITPR2|nalbiflora	7	711	7	8	12492780	12492947	168	unannotated	0	GT	AG	canonical		
nalbiflora	ITPR2|nalbiflora	8	858	8	9	12491874	12492632	759	unannotated	0	GT	AG	canonical		
nalbiflora	ITPR2|nalbiflora	9	954	9	10	12491412	12491777	366	unannotated	0	GT	AG	canonical		
nalbiflora	ITPR2|nalbiflora	10	999	10	11	12489660	12491366	1707	unannotated	0	GT	AG	canonical		
nalbiflora	ITPR2|nalbiflora	11	1151	11	12	12488788	12489507	720	unannotated	0	GT	AG	canonical		
nalbiflora	ITPR2|nalbiflora	12	1251	12	13	12488589	12488687	99	unannotated	0	GT	AG	canonical		
nalbiflora	ITPR2|nalbiflora	13	1412	13	14	12488334	12488427	94	unannotated	0	GT	AG	canonical		
nalbiflora	ITPR2|nalbiflora	14	1554	14	15	12488004	12488191	188	unannotated	0	GT	AG	canonical		
nalbiflora	ITPR2|nalbiflora	15	1713	15	16	12486435	12487844	1410	unannotated	0	GC	AG	minor		
nalbiflora	ITPR2|nalbiflora	16	1886	16	17	12485933	12486261	329	unannotated	0	GT	AG	canonical		
nalbiflora	ITPR2|nalbiflora	17	2006	17	18	12485570	12485812	243	unannotated	0	GT	AG	canonical		
nalbiflora	ITPR2|nalbiflora	18	2189	18	19	12485214	12485386	173	unannotated	0	GT	AG	canonical		
nalbiflora	ITPR2|nalbiflora	19	2441	19	20	12484874	12484961	88	unannotated	0	GT	AG	canonical		
nalbiflora	ITPR2|nalbiflora	20	2589	20	21	12484640	12484725	86	unannotated	0	GT	AG	canonical		
nalbiflora	ITPR2|nalbiflora	21	2741	21	22	12483738	12484487	750	unannotated	0	GT	AG	canonical		
nalbiflora	ITPR2|nalbiflora	22	2929	22	23	12483468	12483549	82	unannotated	0	GT	AG	canonical		
nalbiflora	ITPR2|nalbiflora	23	3053	23	24	12483251	12483343	93	unannotated	0	GT	AG	canonical		
nalbiflora	ITPR2|nalbiflora	24	3137	24	25	12483055	12483166	112	unannotated	0	GT	AG	canonical		
nalbiflora	ITPR2|nalbiflora	25	3298	25	26	12482559	12482893	335	unannotated	0	GT	AG	canonical		
nalbiflora	ITPR2|nalbiflora	26	3466	26	27	12481836	12482390	555	unannotated	0	GT	AG	canonical		
nalbiflora	ITPR2|nalbiflora	27	3553	27	28	12481665	12481748	84	unannotated	0	GT	AG	canonical		
nalbiflora	ITPR2|nalbiflora	28	3679	28	29	12481442	12481538	97	unannotated	0	GT	AG	canonical		
nalbiflora	ITPR2|nalbiflora	29	3802	29	30	12481023	12481318	296	unannotated	0	GT	AG	canonical		
nalbiflora	ITPR2|nalbiflora	30	4003	30	31	12480700	12480821	122	unannotated	0	GT	AG	canonical		
nalbiflora	ITPR2|nalbiflora	31	4255	31	32	12480359	12480447	89	unannotated	0	GT	AG	canonical		
nalbiflora	ITPR2|nalbiflora	32	4381	32	33	12480035	12480232	198	unannotated	0	GT	AG	canonical		
nalbiflora	ITPR2|nalbiflora	33	4510	33	34	12479589	12479905	317	unannotated	0	GT	AG	canonical		
nalbiflora	ITPR2|nalbiflora	34	4631	34	35	12479357	12479467	111	unannotated	0	GT	AG	canonical		
nalbiflora	ITPR2|nalbiflora	35	4813	35	36	12478826	12479174	349	unannotated	0	GT	AG	canonical		
nalbiflora	ITPR2|nalbiflora	36	4956	36	37	12478108	12478682	575	unannotated	0	GT	AG	canonical		
nalbiflora	ITPR2|nalbiflora	37	5065	37	38	12468012	12477998	9987	unannotated	0	GT	AG	canonical		
nalbiflora	ITPR2|nalbiflora	38	5186	38	39	12467607	12467890	284	unannotated	0	GT	AG	canonical		
nalbiflora	ITPR2|nalbiflora	39	5357	39	40	12467294	12467435	142	unannotated	0	GT	AG	canonical		
nalbiflora	ITPR2|nalbiflora	40	5538	40	41	12466491	12467112	622	unannotated	0	GT	AG	canonical		
nalbiflora	ITPR2|nalbiflora	41	5792	41	42	12466130	12466236	107	unannotated	0	GT	AG	canonical		
nalbiflora	ITPR2|nalbiflora	42	5993	42	43	12465392	12465928	537	unannotated	0	GT	AG	canonical		
nalbiflora	ITPR2|nalbiflora	43	6104	43	44	12464943	12465280	338	unannotated	0	GT	AG	canonical		
nalbiflora	ITPR2|nalbiflora	44	6200	44	45	12464688	12464846	159	unannotated	0	GT	AG	canonical		
nalbiflora	ITPR2|nalbiflora	45	6320	45	46	12462673	12464567	1895	unannotated	0	GT	AG	canonical		
nalbiflora	ITPR2|nalbiflora	46	6443	46	47	12462399	12462549	151	unannotated	0	GT	AG	canonical		
nalbiflora	ITPR2|nalbiflora	47	6636	47	48	12462008	12462205	198	unannotated	0	GT	AG	canonical		
nalbiflora	ITPR2|nalbiflora	48	6762	48	49	12460411	12461881	1471	unannotated	0	GT	AG	canonical		
nalbiflora	ITPR2|nalbiflora	49	6938	49	50	12460129	12460234	106	unannotated	0	GT	AG	canonical		
nalbiflora	ITPR2|nalbiflora	50	7103	50	51	12459862	12459963	102	unannotated	0	GT	AG	canonical		
nalbiflora	ITPR2|nalbiflora	51	7329	51	52	12457232	12459635	2404	unannotated	0	GT	AG	canonical		
nalbiflora	ITPR2|nalbiflora	52	7451	52	53	12457017	12457109	93	unannotated	0	GT	AG	canonical		
nalbiflora	ITPR2|nalbiflora	53	7617	53	54	12456756	12456850	95	unannotated	0	GT	AG	canonical		
nalbiflora	ITPR2|nalbiflora	54	7778	54	55	12449780	12456594	6815	unannotated	0	GT	AG	canonical		
nalbiflora	ITPR2|nalbiflora	55	7940	55	56	12447919	12449617	1699	unannotated	0	GT	AG	canonical		
nalbiflora	ITPR3|nalbiflora	1	92	1	2	25715237	25721249	6013	unannotated	0	GT	AG	canonical		
nalbiflora	ITPR3|nalbiflora	2	163	2	3	25713659	25715165	1507	model_to_gap	0	GT	AG	canonical	gene-GBF38_020338	
nalbiflora	ITPR3|nalbiflora	3	285	3	4	25712547	25713536	990	within_one_model	1	GT	AG	canonical	gene-GBF38_020338	gene-GBF38_020338
nalbiflora	ITPR3|nalbiflora	4	372	4	5	25711654	25712459	806	within_one_model	1	GT	AG	canonical	gene-GBF38_020338	gene-GBF38_020338
nalbiflora	ITPR3|nalbiflora	5	531	5	6	25711380	25711494	115	within_one_model	1	GT	AG	canonical	gene-GBF38_020338	gene-GBF38_020338
nalbiflora	ITPR3|nalbiflora	6	630	6	7	25711175	25711280	106	within_one_model	1	GT	AG	canonical	gene-GBF38_020338	gene-GBF38_020338
nalbiflora	ITPR3|nalbiflora	7	714	7	8	25710481	25711090	610	within_one_model	1	GT	AG	canonical	gene-GBF38_020338	gene-GBF38_020338
nalbiflora	ITPR3|nalbiflora	8	1056	8	9	25710056	25710138	83	model_to_gap	0	GT	AG	canonical		gene-GBF38_020338
nalbiflora	ITPR3|nalbiflora	9	1101	9	10	25709885	25710010	126	model_to_gap	0	GT	AG	canonical	gene-GBF38_020338	
nalbiflora	ITPR3|nalbiflora	10	1244	10	11	25709624	25709741	118	within_one_model	1	GT	AG	canonical	gene-GBF38_020338	gene-GBF38_020338
nalbiflora	ITPR3|nalbiflora	11	1345	11	12	25709431	25709522	92	within_one_model	1	GT	AG	canonical	gene-GBF38_020338	gene-GBF38_020338
nalbiflora	ITPR3|nalbiflora	12	1506	12	13	25709178	25709269	92	within_one_model	1	GT	AG	canonical	gene-GBF38_020338	gene-GBF38_020338
nalbiflora	ITPR3|nalbiflora	13	1648	13	14	25708952	25709035	84	within_one_model	1	GT	AG	canonical	gene-GBF38_020338	gene-GBF38_020338
nalbiflora	ITPR3|nalbiflora	14	1813	14	15	25708668	25708786	119	within_one_model	1	GT	AG	canonical	gene-GBF38_020338	gene-GBF38_020338
nalbiflora	ITPR3|nalbiflora	15	1986	15	16	25708411	25708494	84	within_one_model	1	GT	AG	canonical	gene-GBF38_020338	gene-GBF38_020338
nalbiflora	ITPR3|nalbiflora	16	2106	16	17	25708123	25708290	168	model_to_gap	0	GT	AG	canonical		gene-GBF38_020338
nalbiflora	ITPR3|nalbiflora	17	2188	17	18	25707930	25708040	111	model_to_gap	0	GT	AG	canonical	gene-GBF38_020338	
nalbiflora	ITPR3|nalbiflora	18	2304	18	19	25707735	25707813	79	within_one_model	1	GT	AG	canonical	gene-GBF38_020338	gene-GBF38_020338
nalbiflora	ITPR3|nalbiflora	19	2556	19	20	25707130	25707482	353	within_one_model	1	GT	AG	canonical	gene-GBF38_020338	gene-GBF38_020338
nalbiflora	ITPR3|nalbiflora	20	2701	20	21	25706894	25706984	91	within_one_model	1	GT	AG	canonical	gene-GBF38_020338	gene-GBF38_020338
nalbiflora	ITPR3|nalbiflora	21	2846	21	22	25706672	25706748	77	within_one_model	1	GT	AG	canonical	gene-GBF38_020338	gene-GBF38_020338
nalbiflora	ITPR3|nalbiflora	22	3061	22	23	25706354	25706456	103	within_one_model	1	GT	AG	canonical	gene-GBF38_020338	gene-GBF38_020338
nalbiflora	ITPR3|nalbiflora	23	3182	23	24	25705956	25706232	277	model_to_gap	0	GT	AG	canonical		gene-GBF38_020338
nalbiflora	ITPR3|nalbiflora	24	3237	24	25	25705820	25705900	81	model_to_gap	0	GT	AG	canonical	gene-GBF38_020338	
nalbiflora	ITPR3|nalbiflora	25	3403	25	26	25704461	25705653	1193	within_one_model	1	GT	AG	canonical	gene-GBF38_020338	gene-GBF38_020338
nalbiflora	ITPR3|nalbiflora	26	3571	26	27	25702564	25704292	1729	model_to_gap	0	GT	AG	canonical		gene-GBF38_020338
nalbiflora	ITPR3|nalbiflora	27	3643	27	28	25701276	25702491	1216	model_to_gap	0	GT	AG	canonical	gene-GBF38_020338	
nalbiflora	ITPR3|nalbiflora	28	3763	28	29	25701079	25701155	77	within_one_model	1	GT	AG	canonical	gene-GBF38_020338	gene-GBF38_020338
nalbiflora	ITPR3|nalbiflora	29	3886	29	30	25700870	25700955	86	within_one_model	1	GT	AG	canonical	gene-GBF38_020338	gene-GBF38_020338
nalbiflora	ITPR3|nalbiflora	30	4087	30	31	25700591	25700668	78	within_one_model	1	GT	AG	canonical	gene-GBF38_020338	gene-GBF38_020338
nalbiflora	ITPR3|nalbiflora	31	4203	31	32	25700390	25700474	85	within_one_model	1	GT	AG	canonical	gene-GBF38_020338	gene-GBF38_020338
nalbiflora	ITPR3|nalbiflora	32	4465	32	33	25700023	25700127	105	within_one_model	1	GT	AG	canonical	gene-GBF38_020338	gene-GBF38_020338
nalbiflora	ITPR3|nalbiflora	33	4591	33	34	25699808	25699896	89	within_one_model	1	GT	AG	canonical	gene-GBF38_020338	gene-GBF38_020338
nalbiflora	ITPR3|nalbiflora	34	4712	34	35	25699594	25699686	93	within_one_model	1	GT	AG	canonical	gene-GBF38_020338	gene-GBF38_020338
nalbiflora	ITPR3|nalbiflora	35	4894	35	36	25699332	25699411	80	within_one_model	1	GT	AG	canonical	gene-GBF38_020338	gene-GBF38_020338
nalbiflora	ITPR3|nalbiflora	36	5043	36	37	25699046	25699182	137	within_one_model	1	GT	AG	canonical	gene-GBF38_020338	gene-GBF38_020338
nalbiflora	ITPR3|nalbiflora	37	5152	37	38	25698366	25698936	571	within_one_model	1	GT	AG	canonical	gene-GBF38_020338	gene-GBF38_020338
nalbiflora	ITPR3|nalbiflora	38	5276	38	39	25698154	25698241	88	within_one_model	1	GT	AG	canonical	gene-GBF38_020338	gene-GBF38_020338
nalbiflora	ITPR3|nalbiflora	39	5449	39	40	25697904	25697980	77	within_one_model	1	GT	AG	canonical	gene-GBF38_020338	gene-GBF38_020338
nalbiflora	ITPR3|nalbiflora	40	5627	40	41	25697633	25697725	93	within_one_model	1	GT	AG	canonical	gene-GBF38_020338	gene-GBF38_020338
nalbiflora	ITPR3|nalbiflora	41	5815	41	42	25697348	25697444	97	within_one_model	1	GT	AG	canonical	gene-GBF38_020338	gene-GBF38_020338
nalbiflora	ITPR3|nalbiflora	42	6016	42	43	25697051	25697146	96	within_one_model	1	GT	AG	canonical	gene-GBF38_020338	gene-GBF38_020338
nalbiflora	ITPR3|nalbiflora	43	6127	43	44	25696853	25696939	87	within_one_model	1	GT	AG	canonical	gene-GBF38_020338	gene-GBF38_020338
nalbiflora	ITPR3|nalbiflora	44	6223	44	45	25696665	25696756	92	within_one_model	1	GT	AG	canonical	gene-GBF38_020338	gene-GBF38_020338
nalbiflora	ITPR3|nalbiflora	45	6325	45	46	25696387	25696562	176	model_to_gap	0	GT	AG	canonical		gene-GBF38_020338
nalbiflora	ITPR3|nalbiflora	46	6409	46	47	25696209	25696302	94	unannotated	0	GT	AG	canonical		
nalbiflora	ITPR3|nalbiflora	47	6520	47	48	25695996	25696097	102	model_to_gap	0	GT	AG	canonical	gene-GBF38_020338	
nalbiflora	ITPR3|nalbiflora	48	6713	48	49	25695708	25695802	95	within_one_model	1	GT	AG	canonical	gene-GBF38_020338	gene-GBF38_020338
nalbiflora	ITPR3|nalbiflora	49	6833	49	50	25695411	25695587	177	within_one_model	1	GT	AG	canonical	gene-GBF38_020338	gene-GBF38_020338
nalbiflora	ITPR3|nalbiflora	50	7006	50	51	25695150	25695237	88	within_one_model	1	GT	AG	canonical	gene-GBF38_020338	gene-GBF38_020338
nalbiflora	ITPR3|nalbiflora	51	7171	51	52	25694899	25694984	86	within_one_model	1	GT	AG	canonical	gene-GBF38_020338	gene-GBF38_020338
nalbiflora	ITPR3|nalbiflora	52	7361	52	53	25694442	25694708	267	model_to_gap	0	GT	AG	canonical		gene-GBF38_020338
nalbiflora	ITPR3|nalbiflora	53	7460	53	54	25694254	25694342	89	model_to_gap	0	GT	AG	canonical	gene-GBF38_020338	
nalbiflora	ITPR3|nalbiflora	54	7579	54	55	25694052	25694134	83	within_one_model	1	GT	AG	canonical	gene-GBF38_020338	gene-GBF38_020338
nalbiflora	ITPR3|nalbiflora	55	7745	55	56	25693805	25693885	81	within_one_model	1	GT	AG	canonical	gene-GBF38_020338	gene-GBF38_020338
nalbiflora	ITPR3|nalbiflora	56	7906	56	57	25693558	25693643	86	within_one_model	1	GT	AG	canonical	gene-GBF38_020338	gene-GBF38_020338
nalbiflora	ITPR3|nalbiflora	57	8068	57	58	25693166	25693395	230	model_to_gap	0	GT	AG	canonical		gene-GBF38_020338
nalbiflora	RYR|nalbiflora	1	45	1	2	1526504	1570005	43502	unannotated	0	GT	AG	canonical		
nalbiflora	RYR|nalbiflora	2	165	2	3	1570126	1572919	2794	unannotated	0	GT	AG	canonical		
nalbiflora	RYR|nalbiflora	3	270	3	4	1573025	1575687	2663	unannotated	0	GT	AG	canonical		
nalbiflora	RYR|nalbiflora	4	315	4	5	1575733	1580999	5267	unannotated	0	GT	AG	canonical		
nalbiflora	RYR|nalbiflora	5	390	5	6	1581075	1581948	874	unannotated	0	GT	AG	canonical		
nalbiflora	RYR|nalbiflora	6	469	6	7	1582028	1583657	1630	unannotated	0	GT	AG	canonical		
nalbiflora	RYR|nalbiflora	7	582	7	8	1583771	1584773	1003	unannotated	0	GT	AG	canonical		
nalbiflora	RYR|nalbiflora	8	682	8	9	1584874	1585376	503	unannotated	0	GT	AG	canonical		
nalbiflora	RYR|nalbiflora	9	779	9	10	1585474	1586276	803	unannotated	0	GT	AG	canonical		
nalbiflora	RYR|nalbiflora	10	854	10	11	1586352	1587011	660	unannotated	0	GT	AG	canonical		
nalbiflora	RYR|nalbiflora	11	1011	11	12	1587169	1591691	4523	unannotated	0	GT	AG	canonical		
nalbiflora	RYR|nalbiflora	12	1176	12	13	1591857	1592250	394	unannotated	0	GT	AG	canonical		
nalbiflora	RYR|nalbiflora	13	1298	13	14	1592373	1593849	1477	unannotated	0	GT	AG	canonical		
nalbiflora	RYR|nalbiflora	14	1482	14	15	1594034	1594890	857	unannotated	0	GT	AG	canonical		
nalbiflora	RYR|nalbiflora	15	1618	15	16	1595027	1595262	236	unannotated	0	GT	AG	canonical		
nalbiflora	RYR|nalbiflora	16	1714	16	17	1595359	1596161	803	unannotated	0	GT	AG	canonical		
nalbiflora	RYR|nalbiflora	17	1833	17	18	1596281	1596626	346	unannotated	0	GT	AG	canonical		
nalbiflora	RYR|nalbiflora	18	1967	18	19	1596761	1596898	138	unannotated	0	GT	AG	canonical		
nalbiflora	RYR|nalbiflora	19	2209	19	20	1597141	1597227	87	unannotated	0	GT	AG	canonical		
nalbiflora	RYR|nalbiflora	20	2402	20	21	1597421	1597853	433	unannotated	0	GT	AG	canonical		
nalbiflora	RYR|nalbiflora	21	2607	21	22	1598059	1598593	535	unannotated	0	GT	AG	canonical		
nalbiflora	RYR|nalbiflora	22	2712	22	23	1598699	1599396	698	unannotated	0	GT	AG	canonical		
nalbiflora	RYR|nalbiflora	23	2816	23	24	1599501	1599724	224	unannotated	0	GT	AG	canonical		
nalbiflora	RYR|nalbiflora	24	2900	24	25	1599809	1599971	163	unannotated	0	GT	AG	canonical		
nalbiflora	RYR|nalbiflora	25	3060	25	26	1600132	1601382	1251	unannotated	0	GT	AG	canonical		
nalbiflora	RYR|nalbiflora	26	3208	26	27	1601531	1601622	92	unannotated	0	GT	AG	canonical		
nalbiflora	RYR|nalbiflora	27	3309	27	28	1601724	1601816	93	unannotated	0	GT	AG	canonical		
nalbiflora	RYR|nalbiflora	28	3414	28	29	1601922	1602048	127	unannotated	0	GT	AG	canonical		
nalbiflora	RYR|nalbiflora	29	3589	29	30	1602224	1602585	362	unannotated	0	GT	AG	canonical		
nalbiflora	RYR|nalbiflora	30	3798	30	31	1602795	1602952	158	unannotated	0	GT	AG	canonical		
nalbiflora	RYR|nalbiflora	31	3975	31	32	1603130	1603433	304	unannotated	0	GT	AG	canonical		
nalbiflora	RYR|nalbiflora	32	4121	32	33	1603580	1603725	146	unannotated	0	GT	AG	canonical		
nalbiflora	RYR|nalbiflora	33	4236	33	34	1603841	1604003	163	unannotated	0	GT	AG	canonical		
nalbiflora	RYR|nalbiflora	34	4397	34	35	1604165	1604312	148	unannotated	0	GT	AG	canonical		
nalbiflora	RYR|nalbiflora	35	4557	35	36	1604473	1604631	159	unannotated	0	GT	AG	canonical		
nalbiflora	RYR|nalbiflora	36	4644	36	37	1604719	1605307	589	unannotated	0	GT	AG	canonical		
nalbiflora	RYR|nalbiflora	37	4776	37	38	1605440	1605572	133	unannotated	0	GT	AG	canonical		
nalbiflora	RYR|nalbiflora	38	4871	38	39	1605668	1605789	122	unannotated	0	GT	AG	canonical		
nalbiflora	RYR|nalbiflora	39	5047	39	40	1605966	1606278	313	unannotated	0	GT	AG	canonical		
nalbiflora	RYR|nalbiflora	40	5706	40	41	1606938	1607719	782	unannotated	0	GT	AG	canonical		
