accession	organism	vclass	class	status	contig	start	coverage	identity	family_margin	paralog_margin	assigned_via	bait	annot_gene	annot_paralog	annot_agrees
GCF_045865225.1	Trachurus japonicus	Actinopteri	RYR	found_annotated	NC_140921.1	13634595	1.0	0.5619	1.0	1.0	primary	A0AAJ7XD62|LOC116953891|Petromyzon_marinus|vertebrate_basal	ryr2b	RYR2	1
GCF_046128005.1	Genypterus blacodes	Actinopteri	ITPR1	found_annotated	NW_027466880.1	683254	1.0	0.9476	1.0	0.2993	primary	A0A672IUQ7|ITPR1|Salarias_fasciatus	itpr1a	ITPR1	1
GCF_046128005.1	Genypterus blacodes	Actinopteri	ITPR1	found_annotated	NW_027466831.1	7083524	1.0	0.8593	1.0	0.2249	unresolved:vertebrate_basal	A0A672IUQ7|ITPR1|Salarias_fasciatus	itpr1b	ITPR1	1
GCF_046128005.1	Genypterus blacodes	Actinopteri	ITPR2	found_annotated	NW_027466834.1	3847609	1.0	0.8204	1.0	0.2725	primary	A0AAX7UHL1|ITPR2|Astatotilapia_calliptera	itpr2	ITPR2	1
GCF_046128005.1	Genypterus blacodes	Actinopteri	ITPR3	found_annotated	NW_027467302.1	163	0.8944	0.8721	1.0	0.322	primary	A0A8C6KWV8|ITPR3|Nothobranchius_furzeri	LOC142990507		0
GCF_046128005.1	Genypterus blacodes	Actinopteri	RYR	found_annotated	NW_027466859.1	338871	1.0	0.8644	1.0	1.0	primary	A0AC58GZ77|ryr2a|Danio_rerio|RYR2	ryr2a	RYR2	1
GCF_046128005.1	Genypterus blacodes	Actinopteri	RYR	found_annotated	NW_027466845.1	489927	1.0	0.8062	1.0	1.0	primary	A0A6I8Q6P7|ryr1|Xenopus_tropicalis|RYR1	ryr1b	RYR1	1
GCF_046128005.1	Genypterus blacodes	Actinopteri	RYR	found_annotated	NW_027466989.1	1674764	1.0	0.7868	1.0	1.0	primary	A0A6I8Q6P7|ryr1|Xenopus_tropicalis|RYR1	LOC143014831		0
GCF_046128005.1	Genypterus blacodes	Actinopteri	RYR	found_annotated	NW_027466916.1	2581659	1.0	0.6682	1.0	1.0	primary	A0A8V0Y8K1|RYR2|Gallus_gallus|RYR2	LOC143009537		0
GCF_046128005.1	Genypterus blacodes	Actinopteri	RYR	found_annotated	NW_027466827.1	763438	1.0	0.648	1.0	1.0	primary	Q92736|RYR2|Homo_sapiens|RYR2	ryr3	RYR3	1
GCF_046128005.1	Genypterus blacodes	Actinopteri	RYR	found_annotated	NW_027467090.1	297802	1.0	0.5544	1.0	1.0	primary	A0AAJ7XD62|LOC116953891|Petromyzon_marinus|vertebrate_basal	ryr2b	RYR2	1
GCF_047370975.1	Nipponia nippon	Aves	ITPR1	found_annotated	NW_028262413.1	13959491	1.0	0.9921	1.0	0.3354	primary	A0A8V0ZJT0|ITPR1|Gallus_gallus|ITPR1	ITPR1	ITPR1	1
GCF_047370975.1	Nipponia nippon	Aves	ITPR2	found_annotated	NW_028262347.1	75777179	1.0	0.9889	1.0	0.3158	primary	A0A672UP22|ITPR2|Strigops_habroptila	ITPR2	ITPR2	1
GCF_047370975.1	Nipponia nippon	Aves	ITPR3	found_annotated	NW_028262342.1	6820446	1.0	0.9869	1.0	0.39	primary	A0A8V1ACE6|ITPR3|Gallus_gallus|ITPR3	ITPR3	ITPR3	1
GCF_047370975.1	Nipponia nippon	Aves	RYR	found_annotated	NW_028262358.1	42448572	1.0	0.9849	1.0	1.0	primary	A0A8V0Y8K1|RYR2|Gallus_gallus|RYR2	RYR2	RYR2	1
GCF_047370975.1	Nipponia nippon	Aves	RYR	found_annotated	NW_028262365.1	246480	1.0	0.7914	1.0	1.0	primary	A0A6I8Q6P7|ryr1|Xenopus_tropicalis|RYR1	RYR1	RYR1	1
GCF_047370975.1	Nipponia nippon	Aves	RYR	found_annotated	NW_028262291.1	35923906	1.0	0.6755	1.0	1.0	primary	A0A6I8Q6P7|ryr1|Xenopus_tropicalis|RYR1	RYR3	RYR3	1
GCF_047496795.1	Chiloscyllium punctatum	Chondrichthyes	ITPR1	found_annotated	NC_092750.1	63514029	1.0	0.8726	1.0	0.2149	unresolved:vertebrate_basal	P11881|Itpr1|Mus_musculus|ITPR1	itpr1b	ITPR1	1
GCF_047496795.1	Chiloscyllium punctatum	Chondrichthyes	ITPR2	found_annotated	NC_092782.1	15861634	1.0	0.814	1.0	0.1486	primary	A0ABM1LG32|ITPR2|Gekko_japonicus	itpr2	ITPR2	1
GCF_047496795.1	Chiloscyllium punctatum	Chondrichthyes	ITPR3	found_annotated	NC_092783.1	34655282	1.0	0.8382	1.0	0.2218	primary	A0A4W3GWE7|ITPR3|Callorhinchus_milii	itpr3	ITPR3	1
GCF_047496795.1	Chiloscyllium punctatum	Chondrichthyes	RYR	found_annotated	NC_092767.1	63576125	0.9972	0.886	1.0	1.0	primary	A0A4W3I1N0|LOC103190328|Callorhinchus_milii|vertebrate_basal	LOC140454477		0
GCF_047496795.1	Chiloscyllium punctatum	Chondrichthyes	RYR	found_annotated	NC_092749.1	27928614	0.9962	0.8772	1.0	1.0	primary	A0A3Q0HBW9|RYR|Alligator_sinensis	ryr2a	RYR2	1
GCF_047496795.1	Chiloscyllium punctatum	Chondrichthyes	RYR	found_annotated	NC_092742.1	76334191	1.0	0.6707	1.0	1.0	primary	A0A6I8Q6P7|ryr1|Xenopus_tropicalis|RYR1	ryr3	RYR3	1
GCF_047496885.1	Scyliorhinus torazame	Chondrichthyes	ITPR1	found_annotated	NC_092719.1	128957828	1.0	0.8749	1.0	0.2142	unresolved:vertebrate_basal	A0ABM4F3U0|ITPR1|Apteryx_mantelli	itpr1b	ITPR1	1
GCF_047496885.1	Scyliorhinus torazame	Chondrichthyes	ITPR2	found_annotated	NC_092719.1	79498875	1.0	0.8065	1.0	0.1462	primary	Q14571|ITPR2|Homo_sapiens|ITPR2	itpr2	ITPR2	1
GCF_047496885.1	Scyliorhinus torazame	Chondrichthyes	ITPR3	found_annotated	NC_092723.1	44162390	1.0	0.8405	1.0	0.2286	primary	A0A4W3GWE7|ITPR3|Callorhinchus_milii	itpr3	ITPR3	1
GCF_047496885.1	Scyliorhinus torazame	Chondrichthyes	RYR	found_annotated	NC_092731.1	30057955	0.9972	0.8842	1.0	1.0	primary	A0A4W3I1N0|LOC103190328|Callorhinchus_milii|vertebrate_basal	LOC140402452		0
GCF_047496885.1	Scyliorhinus torazame	Chondrichthyes	RYR	found_annotated	NC_092707.1	374759082	0.9962	0.8716	1.0	1.0	primary	A0A3Q0HBW9|RYR|Alligator_sinensis	ryr2a	RYR2	1
GCF_047496885.1	Scyliorhinus torazame	Chondrichthyes	RYR	found_annotated	NC_092708.1	231928502	1.0	0.6645	1.0	1.0	primary	A0A6I8Q6P7|ryr1|Xenopus_tropicalis|RYR1	ryr3	RYR3	1
GCF_047663525.1	Anas platyrhynchos	Aves	ITPR1	found_annotated	NC_092599.1	1846755	1.0	0.9914	1.0	0.3351	primary	A0A8V0ZJT0|ITPR1|Gallus_gallus|ITPR1	ITPR1	ITPR1	1
GCF_047663525.1	Anas platyrhynchos	Aves	ITPR2	found_annotated	NC_092587.1	75005606	1.0	0.9826	1.0	0.3077	primary	F1P1X4|ITPR2|Gallus_gallus|ITPR2	ITPR2	ITPR2	1
GCF_047663525.1	Anas platyrhynchos	Aves	ITPR3	found_annotated	NC_092613.1	3788420	1.0	0.9936	1.0	0.3954	primary	A0A8V1ACE6|ITPR3|Gallus_gallus|ITPR3	ITPR3	ITPR3	1
GCF_047663525.1	Anas platyrhynchos	Aves	RYR	found_annotated	NC_092589.1	27741600	1.0	0.9799	1.0	1.0	primary	A0A8V0Y8K1|RYR2|Gallus_gallus|RYR2	RYR2	RYR2	1
GCF_047663525.1	Anas platyrhynchos	Aves	RYR	found_annotated	NC_092618.1	9891968	1.0	0.7797	1.0	1.0	primary	A0A6I8Q6P7|ryr1|Xenopus_tropicalis|RYR1	RYR1	RYR1	1
GCF_047663525.1	Anas platyrhynchos	Aves	RYR	found_annotated	NC_092591.1	39383382	1.0	0.6772	1.0	1.0	primary	A0A6I8Q6P7|ryr1|Xenopus_tropicalis|RYR1	RYR3	RYR3	1
GCF_047716275.1	Strix uralensis	Aves	ITPR1	found_annotated	NC_133981.1	12332812	1.0	0.9921	1.0	0.3348	primary	A0A8V0ZJT0|ITPR1|Gallus_gallus|ITPR1	ITPR1	ITPR1	1
GCF_047716275.1	Strix uralensis	Aves	ITPR2	found_annotated	NC_133976.1	64208588	1.0	0.9774	1.0	0.3086	primary	A0A672UP22|ITPR2|Strigops_habroptila	ITPR2	ITPR2	1
GCF_047716275.1	Strix uralensis	Aves	ITPR3	found_annotated	NC_133995.1	5671534	1.0	0.991	1.0	0.39	primary	A0A8V1ACE6|ITPR3|Gallus_gallus|ITPR3	ITPR3	ITPR3	1
GCF_047716275.1	Strix uralensis	Aves	RYR	found_annotated	NC_133974.1	85762589	1.0	0.9851	1.0	1.0	primary	A0A8V0Y8K1|RYR2|Gallus_gallus|RYR2	RYR2	RYR2	1
GCF_047716275.1	Strix uralensis	Aves	RYR	found_annotated	NW_027436919.1	3173	0.9643	0.7817	1.0	1.0	primary	A0A6I8Q6P7|ryr1|Xenopus_tropicalis|RYR1	LOC141938815		0
GCF_047716275.1	Strix uralensis	Aves	RYR	found_annotated	NC_133975.1	97732611	1.0	0.674	1.0	1.0	primary	A0A6I8Q6P7|ryr1|Xenopus_tropicalis|RYR1	RYR3	RYR3	1
GCF_048418815.1	Hemitrygon akajei	Chondrichthyes	ITPR1	found_annotated	NC_133142.1	48751160	1.0	0.8681	1.0	0.2185	unresolved:vertebrate_basal	P11881|Itpr1|Mus_musculus|ITPR1	itpr1b	ITPR1	1
GCF_048418815.1	Hemitrygon akajei	Chondrichthyes	ITPR2	found_annotated	NC_133137.1	51048910	0.9985	0.806	1.0	0.1439	primary	A0A672UP22|ITPR2|Strigops_habroptila	itpr2	ITPR2	1
GCF_048418815.1	Hemitrygon akajei	Chondrichthyes	ITPR3	found_annotated	NC_133150.1	18983420	1.0	0.8002	1.0	0.2036	primary	A0A4W3GWE7|ITPR3|Callorhinchus_milii	itpr3	ITPR3	1
GCF_048418815.1	Hemitrygon akajei	Chondrichthyes	RYR	found_annotated	NC_133148.1	27728801	0.9972	0.8885	1.0	1.0	primary	A0A4W3I1N0|LOC103190328|Callorhinchus_milii|vertebrate_basal	LOC140716481		0
GCF_048418815.1	Hemitrygon akajei	Chondrichthyes	RYR	found_annotated	NC_133130.1	28576545	1.0	0.87	1.0	1.0	primary	A0A8V0Y8K1|RYR2|Gallus_gallus|RYR2	ryr2a	RYR2	1
GCF_048418815.1	Hemitrygon akajei	Chondrichthyes	RYR	found_annotated	NC_133126.1	73602667	1.0	0.6767	1.0	1.0	primary	A0A8V0Y8K1|RYR2|Gallus_gallus|RYR2	ryr3	RYR3	1
GCF_048593235.1	Sminthopsis crassicaudata	Mammalia	ITPR1	found_annotated	NC_133617.1	712021628	1.0	0.9716	1.0	0.3198	primary	P11881|Itpr1|Mus_musculus|ITPR1	ITPR1	ITPR1	1
GCF_048593235.1	Sminthopsis crassicaudata	Mammalia	ITPR2	found_annotated	NC_133621.1	172130249	1.0	0.9489	1.0	0.2925	primary	Q14571|ITPR2|Homo_sapiens|ITPR2	ITPR2	ITPR2	1
GCF_048593235.1	Sminthopsis crassicaudata	Mammalia	ITPR3	found_annotated	NC_133620.1	290077389	1.0	0.9368	1.0	0.362	primary	Q14573|ITPR3|Homo_sapiens|ITPR3	ITPR3	ITPR3	1
GCF_048593235.1	Sminthopsis crassicaudata	Mammalia	RYR	found_annotated	NC_133620.1	388496471	1.0	0.9612	1.0	1.0	primary	Q92736|RYR2|Homo_sapiens|RYR2	RYR2	RYR2	1
GCF_048593235.1	Sminthopsis crassicaudata	Mammalia	RYR	found_annotated	NC_133623.1	56804030	1.0	0.771	1.0	1.0	primary	A0A6I8Q6P7|ryr1|Xenopus_tropicalis|RYR1	RYR1	RYR1	1
GCF_048593235.1	Sminthopsis crassicaudata	Mammalia	RYR	found_annotated	NC_133618.1	262487386	0.9968	0.6721	1.0	1.0	primary	A0A6I8Q6P7|ryr1|Xenopus_tropicalis|RYR1	RYR3	RYR3	1
GCF_048594095.1	Paramormyrops kingsleyae	Actinopteri	ITPR1	found_annotated	NC_132802.1	24602499	1.0	0.9067	1.0	0.2563	unresolved:vertebrate_basal	A0A672IUQ7|ITPR1|Salarias_fasciatus	LOC111840603		0
GCF_048594095.1	Paramormyrops kingsleyae	Actinopteri	ITPR1	found_annotated	NC_132804.1	15426720	1.0	0.882	1.0	0.2399	unresolved:vertebrate_basal	A0A672IUQ7|ITPR1|Salarias_fasciatus	itpr1b	ITPR1	1
GCF_048594095.1	Paramormyrops kingsleyae	Actinopteri	ITPR2	found_annotated	NC_132799.1	35692169	1.0	0.7758	1.0	0.2028	primary	F1P1X4|ITPR2|Gallus_gallus|ITPR2	itpr2	ITPR2	1
GCF_048594095.1	Paramormyrops kingsleyae	Actinopteri	ITPR3	found_annotated	NC_132802.1	29556282	1.0	0.8075	1.0	0.2306	primary	A0A8C6KWV8|ITPR3|Nothobranchius_furzeri	itpr3	ITPR3	1
GCF_048594095.1	Paramormyrops kingsleyae	Actinopteri	RYR	found_annotated	NC_132816.1	16121868	1.0	0.9072	1.0	1.0	primary	A0AC58GZ77|ryr2a|Danio_rerio|RYR2	ryr2a	RYR2	1
GCF_048594095.1	Paramormyrops kingsleyae	Actinopteri	RYR	found_annotated	NC_132814.1	8747082	1.0	0.809	1.0	1.0	primary	A0A6I8Q6P7|ryr1|Xenopus_tropicalis|RYR1	LOC111838045		0
GCF_048594095.1	Paramormyrops kingsleyae	Actinopteri	RYR	found_annotated	NC_132813.1	13850591	1.0	0.8052	1.0	1.0	primary	A0A6I8Q6P7|ryr1|Xenopus_tropicalis|RYR1	ryr1b	RYR1	1
GCF_048594095.1	Paramormyrops kingsleyae	Actinopteri	RYR	found_annotated	NC_132810.1	8106066	1.0	0.683	1.0	1.0	primary	Q92736|RYR2|Homo_sapiens|RYR2	ryr3	RYR3	1
GCF_048934315.1	Petromyzon marinus	Hyperoartia	ITPR1	found_annotated	NC_133714.1	6489574	1.0	0.736	1.0	0.1139	unresolved:vertebrate_basal	Q14643|ITPR1|Homo_sapiens|ITPR1	LOC116952798		0
GCF_048934315.1	Petromyzon marinus	Hyperoartia	ITPR1	found_annotated	NC_133696.1	4193989	1.0	0.7048	1.0	0.0839	unresolved:vertebrate_basal	A0A8J0T3U5|itpr1|Xenopus_tropicalis|ITPR1	LOC116947491		0
GCF_048934315.1	Petromyzon marinus	Hyperoartia	ITPR1	found_annotated	NC_133708.1	13310471	1.0	0.655	1.0	0.0543	primary	P11881|Itpr1|Mus_musculus|ITPR1	LOC116951169		0
GCF_048934315.1	Petromyzon marinus	Hyperoartia	RYR	found_annotated	NC_133719.1	6658552	1.0	0.9998	1.0	1.0	primary	A0AAJ7XD62|LOC116953891|Petromyzon_marinus|vertebrate_basal	LOC116953891		0
GCF_048934315.1	Petromyzon marinus	Hyperoartia	RYR	found_annotated	NC_133672.1	5716832	0.9998	0.742	1.0	1.0	primary	A0A8V0Y8K1|RYR2|Gallus_gallus|RYR2	LOC116939631		0
GCF_049350105.2	Macaca mulatta	Mammalia	ITPR1	found_annotated	NC_133407.1	143262551	1.0	0.9956	1.0	0.3328	primary	Q14643|ITPR1|Homo_sapiens|ITPR1	ITPR1	ITPR1	1
GCF_049350105.2	Macaca mulatta	Mammalia	ITPR2	found_annotated	NC_133416.1	28688432	1.0	0.9948	1.0	0.3236	primary	Q14571|ITPR2|Homo_sapiens|ITPR2	ITPR2	ITPR2	1
GCF_049350105.2	Macaca mulatta	Mammalia	ITPR3	found_annotated	NC_133409.1	148569176	1.0	0.9921	1.0	0.3988	primary	Q14573|ITPR3|Homo_sapiens|ITPR3	ITPR3	ITPR3	1
GCF_049350105.2	Macaca mulatta	Mammalia	RYR	found_annotated	NC_133406.1	11260161	1.0	0.9972	1.0	1.0	primary	Q92736|RYR2|Homo_sapiens|RYR2	RYR2	RYR2	1
GCF_049350105.2	Macaca mulatta	Mammalia	RYR	found_annotated	NC_133424.1	49520741	1.0	0.7872	1.0	1.0	primary	A0A6I8Q6P7|ryr1|Xenopus_tropicalis|RYR1	RYR1	RYR1	1
GCF_049350105.2	Macaca mulatta	Mammalia	RYR	found_annotated	NC_133412.1	10486055	1.0	0.6716	1.0	1.0	primary	A0A6I8Q6P7|ryr1|Xenopus_tropicalis|RYR1	RYR3	RYR3	1
GCF_050624435.1	Tenrec ecaudatus	Mammalia	ITPR1	found_annotated	NC_134535.1	143553327	1.0	0.9782	1.0	0.3211	primary	P11881|Itpr1|Mus_musculus|ITPR1	ITPR1	ITPR1	1
GCF_050624435.1	Tenrec ecaudatus	Mammalia	ITPR2	found_annotated	NC_134535.1	104330198	1.0	0.9596	1.0	0.3032	primary	Q14571|ITPR2|Homo_sapiens|ITPR2	ITPR2	ITPR2	1
GCF_050624435.1	Tenrec ecaudatus	Mammalia	ITPR3	found_annotated	NC_134536.1	164495846	1.0	0.9577	1.0	0.3752	primary	Q14573|ITPR3|Homo_sapiens|ITPR3	ITPR3	ITPR3	1
GCF_050624435.1	Tenrec ecaudatus	Mammalia	RYR	found_annotated	NC_134537.1	61480968	1.0	0.9599	1.0	1.0	primary	Q92736|RYR2|Homo_sapiens|RYR2	RYR2	RYR2	1
GCF_050624435.1	Tenrec ecaudatus	Mammalia	RYR	found_annotated	NC_134547.1	20130928	1.0	0.7901	1.0	1.0	primary	A0A6I8Q6P7|ryr1|Xenopus_tropicalis|RYR1	RYR1	RYR1	1
GCF_050624435.1	Tenrec ecaudatus	Mammalia	RYR	found_annotated	NC_134543.1	89718102	1.0	0.6612	1.0	1.0	primary	A0A6I8Q6P7|ryr1|Xenopus_tropicalis|RYR1	RYR3	RYR3	1
GCF_052040795.1	Danio rerio	Actinopteri	ITPR1	found_annotated	NC_141026.1	42103917	1.0	1.0	1.0	0.3405	primary	A0A8M2BDG0|itpr1a|Danio_rerio|ITPR1	itpr1a	ITPR1	1
GCF_052040795.1	Danio rerio	Actinopteri	ITPR1	found_annotated	NC_141031.1	38671712	1.0	0.8735	1.0	0.2303	unresolved:vertebrate_basal	A0A672IUQ7|ITPR1|Salarias_fasciatus	itpr1b	ITPR1	1
GCF_052040795.1	Danio rerio	Actinopteri	ITPR2	found_annotated	NC_141038.1	17365080	1.0	1.0	1.0	0.3972	primary	A0A8M9PQQ3|itpr2|Danio_rerio|ITPR2	itpr2	ITPR2	1
GCF_052040795.1	Danio rerio	Actinopteri	ITPR3	found_annotated	NC_141028.1	23179810	1.0	0.9977	1.0	0.372	primary	A0A8M6Z266|itpr3|Danio_rerio|ITPR3	itpr3	ITPR3	1
GCF_052040795.1	Danio rerio	Actinopteri	RYR	found_annotated	NC_141032.1	49697979	1.0	1.0	1.0	1.0	primary	A0AC58GZ77|ryr2a|Danio_rerio|RYR2	ryr2a	RYR2	1
GCF_052040795.1	Danio rerio	Actinopteri	RYR	found_annotated	NC_141030.1	37176064	1.0	0.8105	1.0	1.0	primary	A0A6I8Q6P7|ryr1|Xenopus_tropicalis|RYR1	ryr1a	RYR1	1
GCF_052040795.1	Danio rerio	Actinopteri	RYR	found_annotated	NC_141038.1	38544916	1.0	0.8065	1.0	1.0	primary	A0A6I8Q6P7|ryr1|Xenopus_tropicalis|RYR1	ryr1b	RYR1	1
GCF_052040795.1	Danio rerio	Actinopteri	RYR	found_annotated	NC_141037.1	825935	1.0	0.6679	1.0	1.0	primary	Q92736|RYR2|Homo_sapiens|RYR2	LOC101884734		0
GCF_052040795.1	Danio rerio	Actinopteri	RYR	found_annotated	NC_141040.1	33231579	1.0	0.6545	1.0	1.0	primary	A0A6I8Q6P7|ryr1|Xenopus_tropicalis|RYR1	ryr3	RYR3	1
GCF_052040795.1	Danio rerio	Actinopteri	RYR	found_annotated	NC_141037.1	21252708	0.9996	0.5455	1.0	1.0	primary	A0AAJ7XD62|LOC116953891|Petromyzon_marinus|vertebrate_basal	ryr2b	RYR2	1
GCF_052327205.1	Somniosus microcephalus	Chondrichthyes	ITPR1	found_annotated	NC_140997.1	147905519	1.0	0.8496	1.0	0.2266	unresolved:vertebrate_basal	A0ABM4F3U0|ITPR1|Apteryx_mantelli	LOC147110942		0
GCF_052327205.1	Somniosus microcephalus	Chondrichthyes	ITPR2	found_annotated	NC_141003.1	13643062	1.0	0.8164	1.0	0.1476	primary	F1P1X4|ITPR2|Gallus_gallus|ITPR2	itpr2	ITPR2	1
GCF_052327205.1	Somniosus microcephalus	Chondrichthyes	ITPR3	found_annotated	NC_141004.1	41648481	1.0	0.8496	1.0	0.2348	primary	A0A4W3GWE7|ITPR3|Callorhinchus_milii	itpr3	ITPR3	1
GCF_052327205.1	Somniosus microcephalus	Chondrichthyes	RYR	found_annotated	NC_141020.1	19168080	0.9972	0.8875	1.0	1.0	primary	A0A4W3I1N0|LOC103190328|Callorhinchus_milii|vertebrate_basal	LOC147096861		0
GCF_052327205.1	Somniosus microcephalus	Chondrichthyes	RYR	found_annotated	NC_140989.1	40856658	0.9962	0.8767	1.0	1.0	primary	A0A3Q0HBW9|RYR|Alligator_sinensis	ryr2a	RYR2	1
GCF_052327205.1	Somniosus microcephalus	Chondrichthyes	RYR	found_annotated	NC_140998.1	121435491	1.0	0.6708	1.0	1.0	primary	A0A6I8Q6P7|ryr1|Xenopus_tropicalis|RYR1	LOC147109494		0
GCF_054371585.1	Giraffa tippelskirchi	Mammalia	ITPR1	found_annotated	NC_137283.1	20674093	1.0	0.9833	1.0	0.3193	primary	Q14643|ITPR1|Homo_sapiens|ITPR1	ITPR1	ITPR1	1
GCF_054371585.1	Giraffa tippelskirchi	Mammalia	ITPR2	found_annotated	NC_137278.1	178460678	1.0	0.9778	1.0	0.3148	primary	Q14571|ITPR2|Homo_sapiens|ITPR2	ITPR2	ITPR2	1
GCF_054371585.1	Giraffa tippelskirchi	Mammalia	ITPR3	found_annotated	NC_137282.1	124460593	1.0	0.9708	1.0	0.3828	primary	Q14573|ITPR3|Homo_sapiens|ITPR3	ITPR3	ITPR3	1
GCF_054371585.1	Giraffa tippelskirchi	Mammalia	RYR	found_annotated	NC_137276.1	81146352	1.0	0.9809	1.0	1.0	primary	Q92736|RYR2|Homo_sapiens|RYR2	RYR2	RYR2	1
GCF_054371585.1	Giraffa tippelskirchi	Mammalia	RYR	found_annotated	NC_137281.1	14296151	1.0	0.7896	1.0	1.0	primary	A0A6I8Q6P7|ryr1|Xenopus_tropicalis|RYR1	RYR1	RYR1	1
GCF_054371585.1	Giraffa tippelskirchi	Mammalia	RYR	found_annotated	NC_137281.1	91841499	0.9968	0.6677	1.0	1.0	primary	A0A6I8Q6P7|ryr1|Xenopus_tropicalis|RYR1	RYR3	RYR3	1
GCF_054491055.1	Hypomesus nipponensis	Actinopteri	ITPR1	found_annotated	NC_140369.1	10085198	1.0	0.9325	1.0	0.2802	primary	A0A672IUQ7|ITPR1|Salarias_fasciatus	LOC146272805		0
GCF_054491055.1	Hypomesus nipponensis	Actinopteri	ITPR1	found_annotated	NC_140369.1	12690544	1.0	0.8679	1.0	0.239	unresolved:vertebrate_basal	A0A672IUQ7|ITPR1|Salarias_fasciatus	itpr1b	ITPR1	1
GCF_054491055.1	Hypomesus nipponensis	Actinopteri	ITPR2	found_annotated	NC_140374.1	3067582	1.0	0.8091	1.0	0.2396	primary	A0AAX7UHL1|ITPR2|Astatotilapia_calliptera	itpr2	ITPR2	1
GCF_054491055.1	Hypomesus nipponensis	Actinopteri	ITPR3	found_annotated	NC_140378.1	6231454	1.0	0.86	1.0	0.2807	primary	A0A8C6KWV8|ITPR3|Nothobranchius_furzeri	itpr3	ITPR3	1
GCF_054491055.1	Hypomesus nipponensis	Actinopteri	RYR	found_annotated	NC_140373.1	6334826	1.0	0.9118	1.0	1.0	primary	A0AC58GZ77|ryr2a|Danio_rerio|RYR2	ryr2a	RYR2	1
GCF_054491055.1	Hypomesus nipponensis	Actinopteri	RYR	found_annotated	NC_140365.1	2087589	1.0	0.7999	1.0	1.0	primary	A0A6I8Q6P7|ryr1|Xenopus_tropicalis|RYR1	ryr1a	RYR1	1
GCF_054491055.1	Hypomesus nipponensis	Actinopteri	RYR	found_annotated	NC_140375.1	15442162	1.0	0.8012	1.0	1.0	primary	A0A6I8Q6P7|ryr1|Xenopus_tropicalis|RYR1	ryr1b	RYR1	1
GCF_054491055.1	Hypomesus nipponensis	Actinopteri	RYR	found_annotated	NC_140363.1	19638513	1.0	0.6686	1.0	1.0	primary	A0A8V0Y8K1|RYR2|Gallus_gallus|RYR2	LOC146300257		0
GCF_054491055.1	Hypomesus nipponensis	Actinopteri	RYR	found_annotated	NC_140371.1	20038968	1.0	0.6612	1.0	1.0	primary	A0A8V0Y8K1|RYR2|Gallus_gallus|RYR2	ryr2b	RYR2	1
GCF_054491055.1	Hypomesus nipponensis	Actinopteri	RYR	found_annotated	NC_140366.1	15246619	1.0	0.6522	1.0	1.0	primary	A0A6I8Q6P7|ryr1|Xenopus_tropicalis|RYR1	ryr3	RYR3	1
GCF_056507025.1	Lutjanus erythropterus	Actinopteri	ITPR1	found_annotated	NC_139318.1	22113666	1.0	0.963	1.0	0.2992	primary	A0A672IUQ7|ITPR1|Salarias_fasciatus	itpr1a	ITPR1	1
GCF_056507025.1	Lutjanus erythropterus	Actinopteri	ITPR1	found_annotated	NC_139318.1	11212350	1.0	0.8704	1.0	0.2333	unresolved:vertebrate_basal	A0A672IUQ7|ITPR1|Salarias_fasciatus	itpr1b	ITPR1	1
GCF_056507025.1	Lutjanus erythropterus	Actinopteri	ITPR2	found_annotated	NC_139329.1	16865281	1.0	0.8792	1.0	0.2956	primary	A0AAX7UHL1|ITPR2|Astatotilapia_calliptera	itpr2	ITPR2	1
GCF_056507025.1	Lutjanus erythropterus	Actinopteri	ITPR3	found_annotated	NC_139322.1	1452316	1.0	0.9113	1.0	0.3137	primary	A0A8C6KWV8|ITPR3|Nothobranchius_furzeri	itpr3	ITPR3	1
GCF_056507025.1	Lutjanus erythropterus	Actinopteri	RYR	found_annotated	NC_139333.1	30484096	1.0	0.8813	1.0	1.0	primary	A0AC58GZ77|ryr2a|Danio_rerio|RYR2	ryr2a	RYR2	1
GCF_056507025.1	Lutjanus erythropterus	Actinopteri	RYR	found_annotated	NC_139320.1	27339603	1.0	0.8142	1.0	1.0	primary	A0A6I8Q6P7|ryr1|Xenopus_tropicalis|RYR1	ryr1b	RYR1	1
GCF_056507025.1	Lutjanus erythropterus	Actinopteri	RYR	found_annotated	NC_139327.1	19102862	1.0	0.8029	1.0	1.0	primary	A0A6I8Q6P7|ryr1|Xenopus_tropicalis|RYR1	LOC146318937		0
GCF_056507025.1	Lutjanus erythropterus	Actinopteri	RYR	found_annotated	NC_139334.1	9343055	1.0	0.678	1.0	1.0	primary	A0A8V0Y8K1|RYR2|Gallus_gallus|RYR2	LOC146310615		0
GCF_056507025.1	Lutjanus erythropterus	Actinopteri	RYR	found_annotated	NC_139331.1	20089519	1.0	0.6655	1.0	1.0	primary	Q92736|RYR2|Homo_sapiens|RYR2	ryr3	RYR3	1
GCF_056507025.1	Lutjanus erythropterus	Actinopteri	RYR	found_annotated	NC_139330.1	22252678	1.0	0.5648	1.0	1.0	primary	A0AAJ7XD62|LOC116953891|Petromyzon_marinus|vertebrate_basal	ryr2b	RYR2	1
GCF_057381845.1	Rhamphochromis longiceps	Actinopteri	ITPR1	found_annotated	NC_140561.1	19627418	1.0	0.9474	1.0	0.2948	primary	A0A672IUQ7|ITPR1|Salarias_fasciatus	LOC146669809		0
