group	profile	accession	target	species	taxon_id	gene	length	full_evalue	full_score	hmm_coverage	qlen	positions	protein_name
viridiplantae	ryr	A0A834LUU9	tr|A0A834LUU9|A0A834LUU9_RHOSS	Rhododendron simsii	118357	RHSIM_Rhsim02G0047000	102	8.8	11.5	0.012	4930	59	EF-hand domain-containing protein
viridiplantae	ryr	A0A6G1E1V1	tr|A0A6G1E1V1|A0A6G1E1V1_9ORYZ	Oryza meyeriana var. granulata	110450	E2562_026058	511	8.8	11.5	0.018	4930	89	SPRY domain-containing protein
viridiplantae	ryr	I1LPH9	tr|I1LPH9|I1LPH9_SOYBN	Glycine max	3847		140	8.9	11.5	0.011	4930	54	EF-hand domain-containing protein
viridiplantae	ryr	A0A0A0L8P1	tr|A0A0A0L8P1|A0A0A0L8P1_CUCSA	Cucumis sativus	3659	Csa_3G588520	141	8.9	11.5	0.011	4930	54	EF-hand domain-containing protein
viridiplantae	ryr	A0A8J5GL42	tr|A0A8J5GL42|A0A8J5GL42_ZINOF	Zingiber officinale	94328	ZIOFF_034458	147	8.9	11.5	0.01	4930	49	EF-hand domain-containing protein
viridiplantae	ryr	A0A4D6NPZ7	tr|A0A4D6NPZ7|A0A4D6NPZ7_VIGUN	Vigna unguiculata	3917	DEO72_LG11g1314	140	8.9	11.5	0.013	4930	64	Calcium-binding protein CML
viridiplantae	ryr	A0A7J8ZUR7	tr|A0A7J8ZUR7|A0A7J8ZUR7_9ROSI	Gossypium laxum	34288	Golax_014317	109	8.9	11.5	0.011	4930	54	EF-hand domain-containing protein (Fragment)
viridiplantae	ryr	A0AAV6KTT8	tr|A0AAV6KTT8|A0AAV6KTT8_9ERIC	Rhododendron griersonianum	479676	RHGRI_006354	523	8.9	11.5	0.011	4930	54	non-specific serine/threonine protein kinase
viridiplantae	ryr	A0A6I9TH56	tr|A0A6I9TH56|A0A6I9TH56_SESIN	Sesamum indicum	4182	LOC105165092	214	8.9	11.5	0.022	4930	108	Stromal cell-derived factor 2-like protein
viridiplantae	ryr	A0A2P5F8S7	tr|A0A2P5F8S7|A0A2P5F8S7_TREOI	Trema orientale	63057	TorRG33x02_099120	118	8.9	11.5	0.011	4930	54	Parvalbumin
viridiplantae	ryr	V7CCS3	tr|V7CCS3|V7CCS3_PHAVU	Phaseolus vulgaris	3885	PHAVU_003G172800g	471	8.9	11.5	0.014	4930	69	EF-hand domain-containing protein
viridiplantae	ryr	A0A2G9GA29	tr|A0A2G9GA29|A0A2G9GA29_9LAMI	Handroanthus impetiginosus	429701	CDL12_25346	147	8.9	11.5	0.012	4930	59	Calmodulin and related proteins (EF-Hand superfamily)
viridiplantae	ryr	A0A8T2CHY9	tr|A0A8T2CHY9|A0A8T2CHY9_ARASU	Arabidopsis suecica	45249	ISN44_As06g021470	149	8.9	11.5	0.012	4930	59	EF-hand domain
viridiplantae	ryr	A0A803MTR9	tr|A0A803MTR9|A0A803MTR9_CHEQI	Chenopodium quinoa	63459	LOC110697185	147	8.9	11.5	0.012	4930	59	EF-hand domain-containing protein
viridiplantae	ryr	A0AA35Z9F8	tr|A0AA35Z9F8|A0AA35Z9F8_LACSI	Lactuca saligna	75948	LSALG_LOCUS27222	412	8.9	11.5	0.034	4930	168	PPIase cyclophilin-type domain-containing protein
viridiplantae	ryr	A0A7J6FRU1	tr|A0A7J6FRU1|A0A7J6FRU1_CANSA	Cannabis sativa	3483	G4B88_015985	386	8.9	11.5	0.011	4930	54	EF-hand domain-containing protein
viridiplantae	ryr	A0AB40E620	tr|A0AB40E620|A0AB40E620_CANSA	Cannabis sativa	3483	LOC115722660	386	8.9	11.5	0.011	4930	54	EF-hand domain-containing protein
viridiplantae	ryr	A0ACF7VA80	tr|A0ACF7VA80|A0ACF7VA80_9CHLO	Micractinium tetrahymenae	2728915	ABPG75_005812	507	8.9	11.5	0.025	4930	123	Uncharacterized protein
viridiplantae	ryr	A0AAN8YJM7	tr|A0AAN8YJM7|A0AAN8YJM7_SOLBU	Solanum bulbocastanum	147425	RDI58_003895	424	8.9	11.5	0.011	4930	54	EF-hand domain-containing protein
viridiplantae	ryr	A0A103Y0S6	tr|A0A103Y0S6|A0A103Y0S6_CYNCS	Cynara cardunculus var. scolymus	59895	Ccrd_021407	223	8.9	11.5	0.011	4930	54	EF-hand domain-containing protein
viridiplantae	ryr	A0AAV9KA17	tr|A0AAV9KA17|A0AAV9KA17_9SOLN	Solanum pinnatisectum	50273	R3W88_030369	191	8.9	11.5	0.011	4930	54	EF-hand domain-containing protein
viridiplantae	ryr	A0ACC2CFZ1	tr|A0ACC2CFZ1|A0ACC2CFZ1_DIPCM	Diphasiastrum complanatum	34168	O6H91_10G038700	222	8.9	11.5	0.018	4930	89	Uncharacterized protein
viridiplantae	ryr	A0ABD2V4M6	tr|A0ABD2V4M6|A0ABD2V4M6_9SOLN	Solanum stoloniferum	62892	AABB24_002664	373	8.9	11.5	0.011	4930	54	EF-hand domain-containing protein
viridiplantae	ryr	S8C1A3	tr|S8C1A3|S8C1A3_9LAMI	Genlisea aurea	192259	M569_14338	147	8.9	11.5	0.012	4930	59	EF-hand domain-containing protein
viridiplantae	ryr	A0ABM0W7G3	tr|A0ABM0W7G3|A0ABM0W7G3_CAMSA	Camelina sativa	90675	LOC104746931	229	8.9	11.5	0.011	4930	54	Probable calcium-binding protein CML22
viridiplantae	ryr	A0A444Z5F4	tr|A0A444Z5F4|A0A444Z5F4_ARAHY	Arachis hypogaea	3818	Ahy_B05g077491	181	8.9	11.5	0.011	4930	54	EF-hand domain-containing protein
viridiplantae	ryr	A0ACH3RKB4	tr|A0ACH3RKB4|A0ACH3RKB4_ARAHY	Arachis hypogaea	3818	HN873_051511	181	8.9	11.5	0.011	4930	54	Uncharacterized protein
viridiplantae	ryr	A0AAD3TJB2	tr|A0AAD3TJB2|A0AAD3TJB2_NEPGR	Nepenthes gracilis	150966	Nepgr_032064	186	8.9	11.5	0.011	4930	54	EF-hand domain-containing protein
viridiplantae	ryr	A0ACC1WP50	tr|A0ACC1WP50|A0ACC1WP50_MELAZ	Melia azedarach	155640	OWV82_023957	158	8.9	11.5	0.012	4930	59	EF hand calcium-binding family protein
viridiplantae	ryr	A0AA35ZAY7	tr|A0AA35ZAY7|A0AA35ZAY7_LACSI	Lactuca saligna	75948	LSALG_LOCUS28171	189	9.0	11.4	0.013	4930	64	EF-hand domain-containing protein
viridiplantae	ryr	A0A078H1E3	tr|A0A078H1E3|A0A078H1E3_BRANA	Brassica napus	3708	BnaC08g15540D	148	9.0	11.4	0.012	4930	59	BnaC08g15540D protein
viridiplantae	ryr	A0ABC8WJ12	tr|A0ABC8WJ12|A0ABC8WJ12_9POAL	Urochloa decumbens	240449	URODEC1_LOCUS14215	574	9.0	11.4	0.012	4930	59	GTP diphosphokinase
viridiplantae	ryr	A0AAN9QWV3	tr|A0AAN9QWV3|A0AAN9QWV3_CANGL	Canavalia gladiata	3824	VNO77_09991	450	9.0	11.4	0.014	4930	69	EF-hand domain-containing protein
viridiplantae	ryr	A0A8D9HZZ6	tr|A0A8D9HZZ6|A0A8D9HZZ6_BRACM	Brassica campestris	3711	BRAPAZ1V2_A04P32850.2	508	9.0	11.4	0.041	4930	202	DNA-(apurinic or apyrimidinic site) endonuclease
viridiplantae	ryr	A0A5J5BDW3	tr|A0A5J5BDW3|A0A5J5BDW3_9ASTE	Nyssa sinensis	561372	F0562_024541	215	9.0	11.4	0.022	4930	108	MIR domain-containing protein
viridiplantae	ryr	A0ABQ9L342	tr|A0ABQ9L342|A0ABQ9L342_HEVBR	Hevea brasiliensis	3981	P3X46_027937	158	9.0	11.4	0.011	4930	54	EF-hand domain-containing protein
viridiplantae	ryr	A0AAN9T9G5	tr|A0AAN9T9G5|A0AAN9T9G5_PSOTE	Psophocarpus tetragonolobus	3891	VNO78_01580	161	9.0	11.4	0.011	4930	54	EF-hand domain-containing protein
viridiplantae	ryr	A0A8M8UN18	tr|A0A8M8UN18|A0A8M8UN18_SESIN	Sesamum indicum	4182	LOC105176016	528	9.0	11.4	0.012	4930	59	non-specific serine/threonine protein kinase
viridiplantae	ryr	I1K817	tr|I1K817|I1K817_SOYBN	Glycine max	3847	LOC100785312	478	9.0	11.4	0.02	4930	99	B30.2/SPRY domain-containing protein
viridiplantae	ryr	A0ACC0HTI4	tr|A0ACC0HTI4|A0ACC0HTI4_9ERIC	Camellia lanceoleosa	1840588	LOK49_LG05G03482	103	9.0	11.4	0.01	4930	49	EF-hand domain-containing protein
viridiplantae	ryr	A0ABR0VHP4	tr|A0ABR0VHP4|A0ABR0VHP4_REHGL	Rehmannia glutinosa	99300	DH2020_032440	188	9.0	11.4	0.011	4930	54	EF-hand domain-containing protein
viridiplantae	ryr	A0A328DTR0	tr|A0A328DTR0|A0A328DTR0_9ASTE	Cuscuta australis	267555	DM860_001000	561	9.0	11.4	0.011	4930	54	non-specific serine/threonine protein kinase
viridiplantae	ryr	A0AAQ3JUW9	tr|A0AAQ3JUW9|A0AAQ3JUW9_9LILI	Canna indica	4628	Cni_G05537	192	9.0	11.4	0.011	4930	54	EF-hand domain-containing protein
viridiplantae	ryr	A0A5N6P604	tr|A0A5N6P604|A0A5N6P604_9ASTR	Mikania micrantha	192012	E3N88_12549	186	9.0	11.4	0.012	4930	59	EF-hand domain-containing protein
viridiplantae	ryr	A0ACF8CD42	tr|A0ACF8CD42|A0ACF8CD42_9ROSI	Castanea dentata	134033	ACB092_11G157600	302	9.0	11.4	0.011	4930	54	Uncharacterized protein
viridiplantae	ryr	A0A8X8YV58	tr|A0A8X8YV58|A0A8X8YV58_SALSN	Salvia splendens	180675	SASPL_103295	475	9.0	11.4	0.016	4930	79	Endonuclease/exonuclease/phosphatase domain-containing protein
viridiplantae	ryr	S8CQU9	tr|S8CQU9|S8CQU9_9LAMI	Genlisea aurea	192259	M569_05196	484	9.0	11.4	0.011	4930	54	non-specific serine/threonine protein kinase (Fragment)
viridiplantae	ryr	A0A4S8I909	tr|A0A4S8I909|A0A4S8I909_MUSBA	Musa balbisiana	52838	C4D60_Mb02t07700	121	9.0	11.4	0.011	4930	54	EF-hand domain-containing protein
viridiplantae	ryr	A0ACG4RLR8	tr|A0ACG4RLR8|A0ACG4RLR8_9ASTR	Helianthus anomalus	73274	Hanom_Chr08g00719531	143	9.0	11.4	0.011	4930	54	EF-hand domain pair protein CML
viridiplantae	ryr	A0AAV9EWU9	tr|A0AAV9EWU9|A0AAV9EWU9_ACOCL	Acorus calamus	4465	CML41	190	9.1	11.4	0.011	4930	54	Calcium-binding protein CML41
viridiplantae	ryr	A0ABD3H3Q0	tr|A0ABD3H3Q0|A0ABD3H3Q0_9MARC	Riccia sorocarpa	122646	R1sor_003890	1413	9.1	11.4	0.012	4930	59	EF-hand domain-containing protein
viridiplantae	ryr	A0A9Q0GXZ5	tr|A0A9Q0GXZ5|A0A9Q0GXZ5_9MAGN	Protea cynaroides	273540	NE237_011466	147	9.1	11.4	0.012	4930	59	EF-hand domain-containing protein
viridiplantae	ryr	A0AAE1S055	tr|A0AAE1S055|A0AAE1S055_9SOLA	Anisodus tanguticus	243964	RND71_019239	457	9.1	11.4	0.012	4930	59	EF-hand domain-containing protein
viridiplantae	ryr	A0AAW1Y3U4	tr|A0AAW1Y3U4|A0AAW1Y3U4_RUBAR	Rubus argutus	59490	M0R45_008500	435	9.1	11.4	0.013	4930	64	Uncharacterized protein
viridiplantae	ryr	A0A371H8S4	tr|A0A371H8S4|A0A371H8S4_MUCPR	Mucuna pruriens	157652	CML45	207	9.1	11.4	0.011	4930	54	Calcium-binding protein CML45 (Fragment)
viridiplantae	ryr	A0A7J8YMU9	tr|A0A7J8YMU9|A0A7J8YMU9_GOSAI	Gossypium aridum	34290	Goari_020354	202	9.1	11.4	0.011	4930	54	EF-hand domain-containing protein
viridiplantae	ryr	A0A4P1RVV8	tr|A0A4P1RVV8|A0A4P1RVV8_LUPAN	Lupinus angustifolius	3871	TanjilG_25362	84	9.1	11.4	0.012	4930	59	EF-hand domain-containing protein
viridiplantae	ryr	A0A7I8I8W0	tr|A0A7I8I8W0|A0A7I8I8W0_SPIIN	Spirodela intermedia	51605	SI7747_01000697	240	9.1	11.4	0.011	4930	54	EF-hand domain-containing protein
viridiplantae	ryr	A0ACB9R5U7	tr|A0ACB9R5U7|A0ACB9R5U7_9MYRT	Melastoma candidum	119954	MLD38_011371	151	9.1	11.4	0.011	4930	54	EF-hand domain-containing protein
viridiplantae	ryr	A0A6A1WC41	tr|A0A6A1WC41|A0A6A1WC41_9ROSI	Morella rubra	262757	CJ030_MR2G006885	674	9.2	11.4	0.014	4930	69	Heterogeneous nuclear ribonucleoprotein U-like protein 1
viridiplantae	ryr	A0A7J7HF73	tr|A0A7J7HF73|A0A7J7HF73_CAMSI	Camellia sinensis	4442	HYC85_012577	209	9.2	11.4	0.01	4930	49	EF-hand domain-containing protein
viridiplantae	ryr	A0A835AZX7	tr|A0A835AZX7|A0A835AZX7_9POAL	Digitaria exilis	1010633	HU200_048751	164	9.2	11.4	0.011	4930	54	EF-hand domain-containing protein
viridiplantae	ryr	A0AAV1XUX4	tr|A0AAV1XUX4|A0AAV1XUX4_LUPLU	Lupinus luteus	3873	LLUT_LOCUS25897	84	9.2	11.4	0.012	4930	59	EF-hand domain-containing protein
viridiplantae	ryr	A0AAD8KZL0	tr|A0AAD8KZL0|A0AAD8KZL0_TARER	Tagetes erecta	13708	QVD17_09587	141	9.2	11.4	0.011	4930	54	EF-hand domain-containing protein
viridiplantae	ryr	A0A8J5LJE9	tr|A0A8J5LJE9|A0A8J5LJE9_ZINOF	Zingiber officinale	94328	ZIOFF_019696	464	9.2	11.4	0.012	4930	59	EF-hand domain-containing protein
viridiplantae	ryr	A0A445D5E3	tr|A0A445D5E3|A0A445D5E3_ARAHY	Arachis hypogaea	3818	Ahy_A05g024213	181	9.2	11.4	0.011	4930	54	EF-hand domain-containing protein
viridiplantae	ryr	A0A6P4DGM8	tr|A0A6P4DGM8|A0A6P4DGM8_ARADU	Arachis duranensis	130453	LOC107489568	181	9.2	11.4	0.011	4930	54	Probable calcium-binding protein CML45
viridiplantae	ryr	A0ACH3UCW5	tr|A0ACH3UCW5|A0ACH3UCW5_ARAHY	Arachis hypogaea	3818	HN873_015806	181	9.2	11.4	0.011	4930	54	Uncharacterized protein
viridiplantae	ryr	A0ABD3JY74	tr|A0ABD3JY74|A0ABD3JY74_EUCGL	Eucalyptus globulus	34317	ACJRO7_022374	93	9.2	11.4	0.011	4930	54	EF-hand domain-containing protein
viridiplantae	ryr	A0A7J0H3G5	tr|A0A7J0H3G5|A0A7J0H3G5_9ERIC	Actinidia rufa	165716	Acr_26g0008420	149	9.2	11.4	0.012	4930	59	Calcium-binding EF-hand family protein
viridiplantae	ryr	V4L8X5	tr|V4L8X5|V4L8X5_EUTSA	Eutrema salsugineum	72664	EUTSA_v10028638mg	468	9.2	11.4	0.015	4930	74	B30.2/SPRY domain-containing protein
viridiplantae	ryr	J3LZW9	tr|J3LZW9|J3LZW9_ORYBR	Oryza brachyantha	4533	LOC102701073	286	9.2	11.4	0.011	4930	54	EF-hand domain-containing protein
viridiplantae	ryr	A0A3B6TLX2	tr|A0A3B6TLX2|A0A3B6TLX2_WHEAT	Triticum aestivum	4565	LOC123170091	96	9.2	11.4	0.011	4930	54	EF-hand domain-containing protein
viridiplantae	ryr	A0A453R3H4	tr|A0A453R3H4|A0A453R3H4_AEGTS	Aegilops tauschii subsp. strangulata	200361		96	9.2	11.4	0.011	4930	54	EF-hand domain-containing protein
viridiplantae	ryr	A0A9Q1KKE4	tr|A0A9Q1KKE4|A0A9Q1KKE4_9CARY	Carnegiea gigantea	171969	Cgig2_005948	180	9.2	11.4	0.012	4930	59	EF-hand domain-containing protein
viridiplantae	ryr	A0ACB9QF96	tr|A0ACB9QF96|A0ACB9QF96_9MYRT	Melastoma candidum	119954	MLD38_020579	150	9.2	11.4	0.011	4930	54	EF-hand domain-containing protein
viridiplantae	ryr	A0ABD3KB72	tr|A0ABD3KB72|A0ABD3KB72_EUCGL	Eucalyptus globulus	34317	ACJRO7_022373	93	9.2	11.4	0.011	4930	54	EF-hand domain-containing protein
viridiplantae	ryr	A0AAD3HNA8	tr|A0AAD3HNA8|A0AAD3HNA8_9CHLO	Astrephomene gubernaculifera	47775	Agub_g8717	188	9.2	11.4	0.012	4930	59	EF-hand domain-containing protein
viridiplantae	ryr	A0A0E0I9M3	tr|A0A0E0I9M3|A0A0E0I9M3_ORYNI	Oryza nivara	4536		313	9.3	11.4	0.021	4930	104	MIR domain-containing protein
viridiplantae	ryr	A0AAV3RAH4	tr|A0AAV3RAH4|A0AAV3RAH4_LITER	Lithospermum erythrorhizon	34254	LIER_26126	387	9.3	11.4	0.011	4930	54	Calmodulin-related
viridiplantae	ryr	A0ABD1L6W5	tr|A0ABD1L6W5|A0ABD1L6W5_9FABA	Flemingia macrophylla	520843	Fmac_028228	171	9.3	11.4	0.01	4930	49	EF-hand domain-containing protein
viridiplantae	ryr	A0AAD4J8B8	tr|A0AAD4J8B8|A0AAD4J8B8_PERFH	Perilla frutescens var. hirtella	608512	C2S53_012364	97	9.3	11.4	0.011	4930	54	EF-hand domain-containing protein
viridiplantae	ryr	D8TZL4	tr|D8TZL4|D8TZL4_VOLCA	Volvox carteri f. nagariensis	3068	VOLCADRAFT_105252	228	9.3	11.4	0.013	4930	64	EF-hand domain-containing protein
viridiplantae	ryr	A0ACF7PIU4	tr|A0ACF7PIU4|A0ACF7PIU4_9ROSI	Hibiscus cannabinus	229543	GQ457_12G018430	449	9.3	11.4	0.021	4930	104	Uncharacterized protein
viridiplantae	ryr	A0A7N2N4B1	tr|A0A7N2N4B1|A0A7N2N4B1_QUELO	Quercus lobata	97700	LOC115971072	188	9.3	11.4	0.011	4930	54	EF-hand domain-containing protein
viridiplantae	ryr	A0A067KWD9	tr|A0A067KWD9|A0A067KWD9_JATCU	Jatropha curcas	180498	JCGZ_24476	381	9.3	11.4	0.011	4930	54	EF-hand domain-containing protein
viridiplantae	ryr	A0A4U6VB37	tr|A0A4U6VB37|A0A4U6VB37_SETVI	Setaria viridis	4556	SEVIR_3G041000v2	298	9.3	11.4	0.011	4930	54	EF-hand domain-containing protein
viridiplantae	ryr	K3Z8D7	tr|K3Z8D7|K3Z8D7_SETIT	Setaria italica	4555	LOC101786939	298	9.3	11.4	0.011	4930	54	EF-hand domain-containing protein
viridiplantae	ryr	A0ACG4UDQ5	tr|A0ACG4UDQ5|A0ACG4UDQ5_9ASTR	Helianthus anomalus	73274	Hanom_Chr12g01108371	178	9.3	11.4	0.013	4930	64	EF-hand domain pair protein CML
viridiplantae	ryr	A0A0S3R5Q2	tr|A0A0S3R5Q2|A0A0S3R5Q2_PHAAN	Vigna angularis var. angularis	157739	Vigan.01G391900	141	9.3	11.4	0.013	4930	64	EF-hand domain-containing protein
viridiplantae	ryr	A0AAQ3KQS1	tr|A0AAQ3KQS1|A0AAQ3KQS1_9LILI	Canna indica	4628	Cni_G20125	182	9.3	11.4	0.011	4930	54	EF-hand domain-containing protein
viridiplantae	ryr	A0ABD1NU34	tr|A0ABD1NU34|A0ABD1NU34_9LAMI	Abeliophyllum distichum	126358	Adt_47572	210	9.3	11.4	0.035	4930	173	Uncharacterized protein
viridiplantae	ryr	A0ABR0UX61	tr|A0ABR0UX61|A0ABR0UX61_REHGL	Rehmannia glutinosa	99300	DH2020_038962	218	9.3	11.4	0.011	4930	54	EF-hand domain-containing protein
viridiplantae	ryr	A0ABR0UX74	tr|A0ABR0UX74|A0ABR0UX74_REHGL	Rehmannia glutinosa	99300	DH2020_039031	218	9.3	11.4	0.011	4930	54	EF-hand domain-containing protein
viridiplantae	ryr	A0AAV3NZ83	tr|A0AAV3NZ83|A0AAV3NZ83_LITER	Lithospermum erythrorhizon	34254	LIER_04605	509	9.3	11.4	0.011	4930	54	non-specific serine/threonine protein kinase
viridiplantae	ryr	A0A103XTB5	tr|A0A103XTB5|A0A103XTB5_CYNCS	Cynara cardunculus var. scolymus	59895	Ccrd_001450	127	9.3	11.4	0.01	4930	49	Calcium-binding EF-hand (Fragment)
viridiplantae	ryr	A0A0D3G037	tr|A0A0D3G037|A0A0D3G037_9ORYZ	Oryza barthii	65489		622	9.3	11.4	0.024	4930	118	SPRY domain-containing protein
viridiplantae	ryr	A0ABD3JJK1	tr|A0ABD3JJK1|A0ABD3JJK1_EUCGL	Eucalyptus globulus	34317	ACJRO7_031697	283	9.3	11.4	0.012	4930	59	EF-hand domain-containing protein
viridiplantae	ryr	A0A151SNN1	tr|A0A151SNN1|A0A151SNN1_CAJCA	Cajanus cajan	3821	KK1_002691	147	9.3	11.4	0.012	4930	59	Calcium-binding protein CML13
viridiplantae	ryr	A0AAW0L718	tr|A0AAW0L718|A0AAW0L718_QUESU	Quercus suber	58331	CFP56_007169	321	9.3	11.4	0.011	4930	54	EF-hand domain-containing protein
viridiplantae	ryr	A0A067KQ75	tr|A0A067KQ75|A0A067KQ75_JATCU	Jatropha curcas	180498	JCGZ_04286	86	9.3	11.4	0.013	4930	64	EF-hand domain-containing protein
viridiplantae	ryr	W9RDJ1	tr|W9RDJ1|W9RDJ1_9ROSA	Morus notabilis	981085	L484_006237	84	9.3	11.4	0.011	4930	54	Polcalcin Syr v 3
viridiplantae	ryr	A0AAQ3QBV4	tr|A0AAQ3QBV4|A0AAQ3QBV4_9LILI	Canna indica	4628	Cni_G12531	93	9.4	11.4	0.011	4930	54	Calmodulin-like protein
viridiplantae	ryr	A0A0A0LTE2	tr|A0A0A0LTE2|A0A0A0LTE2_CUCSA	Cucumis sativus	3659	Csa_1G033260	204	9.4	11.4	0.011	4930	54	EF-hand domain-containing protein
viridiplantae	ryr	A0A835HBG5	tr|A0A835HBG5|A0A835HBG5_9MAGN	Coptis chinensis	261450	IFM89_016401	133	9.4	11.4	0.012	4930	59	EF-hand domain-containing protein
viridiplantae	ryr	A0ACB7WBS4	tr|A0ACB7WBS4|A0ACB7WBS4_DIOAL	Dioscorea alata	55571	IHE45_04G027000	434	9.4	11.4	0.025	4930	123	Concanavalin A-like lectins/glucanases protein
viridiplantae	ryr	A0A4D6KSY5	tr|A0A4D6KSY5|A0A4D6KSY5_VIGUN	Vigna unguiculata	3917	DEO72_LG2g1479	140	9.4	11.4	0.013	4930	64	Calcium-binding protein CML
viridiplantae	ryr	A0AA88S3Z7	tr|A0AA88S3Z7|A0AA88S3Z7_9ASTE	Escallonia rubra	112253	RJ640_020252	91	9.4	11.4	0.013	4930	64	EF-hand domain-containing protein
viridiplantae	ryr	A0AA88VE33	tr|A0AA88VE33|A0AA88VE33_9ASTE	Escallonia herrerae	1293975	RJ639_019680	215	9.4	11.4	0.022	4930	108	MIR domain-containing protein
viridiplantae	ryr	A0A9W3CEG6	tr|A0A9W3CEG6|A0A9W3CEG6_RAPSA	Raphanus sativus	3726	LOC130499643	466	9.4	11.4	0.02	4930	99	Uncharacterized protein LOC130499643
viridiplantae	ryr	A0ABR2LFX9	tr|A0ABR2LFX9|A0ABR2LFX9_9ASPA	Platanthera guangdongensis	2320717	CML38	180	9.4	11.4	0.011	4930	54	Calcium-binding protein CML38
viridiplantae	ryr	A0A9Q0JBL8	tr|A0A9Q0JBL8|A0A9Q0JBL8_9ROSI	Turnera subulata	218843	Tsubulata_041717	99	9.4	11.4	0.014	4930	69	EF-hand domain-containing protein
viridiplantae	ryr	A0ABR0D7H1	tr|A0ABR0D7H1|A0ABR0D7H1_9LAMI	Penstemon davidsonii	160366	RD792_007167	123	9.4	11.4	0.011	4930	54	EF-hand domain-containing protein
viridiplantae	ryr	A0A803MM05	tr|A0A803MM05|A0A803MM05_CHEQI	Chenopodium quinoa	63459	LOC110729905	224	9.4	11.4	0.025	4930	123	Uncharacterized protein
viridiplantae	ryr	A0A445K9C9	tr|A0A445K9C9|A0A445K9C9_GLYSO	Glycine soja	3848	D0Y65_014632	450	9.4	11.4	0.016	4930	79	Putative calcium-binding protein isoform A
viridiplantae	ryr	A0AA38UAT8	tr|A0AA38UAT8|A0AA38UAT8_9ASTR	Centaurea solstitialis	347529	OSB04_002528	693	9.4	11.4	0.013	4930	64	SPRY domain-containing protein
viridiplantae	ryr	A0A5D2I691	tr|A0A5D2I691|A0A5D2I691_GOSTO	Gossypium tomentosum	34277	ES332_D12G075700v1	194	9.4	11.4	0.012	4930	59	EF-hand domain-containing protein
viridiplantae	ryr	A0A445K4G8	tr|A0A445K4G8|A0A445K4G8_GLYSO	Glycine soja	3848	D0Y65_013703	493	9.5	11.4	0.02	4930	99	SPRY domain-containing protein
viridiplantae	ryr	A0A3Q7EET5	tr|A0A3Q7EET5|A0A3Q7EET5_SOLLC	Solanum lycopersicum	4081		155	9.5	11.4	0.011	4930	54	EF-hand domain-containing protein
viridiplantae	ryr	A0ABY9DS96	tr|A0ABY9DS96|A0ABY9DS96_VITVI	Vitis vinifera	29760	VitviT2T_027527	456	9.5	11.4	0.018	4930	89	B30.2/SPRY domain-containing protein
viridiplantae	ryr	F6H1A6	tr|F6H1A6|F6H1A6_VITVI	Vitis vinifera	29760	VIT_18s0001g10120	456	9.5	11.4	0.018	4930	89	B30.2/SPRY domain-containing protein
viridiplantae	ryr	A0A388KCD0	tr|A0A388KCD0|A0A388KCD0_CHABU	Chara braunii	69332	CBR_g733	821	9.5	11.4	0.015	4930	74	SPRY domain-containing protein
viridiplantae	ryr	A0AAV9CI78	tr|A0AAV9CI78|A0AAV9CI78_ACOCL	Acorus calamus	4465	QJS10_CPB19g01733	78	9.5	11.4	0.012	4930	59	EF-hand domain-containing protein
viridiplantae	ryr	A0AAE1N3V4	tr|A0AAE1N3V4|A0AAE1N3V4_9FABA	Acacia crassicarpa	499986	QN277_013370	218	9.5	11.4	0.011	4930	54	EF-hand domain-containing protein
viridiplantae	ryr	A0AAD5JS05	tr|A0AAD5JS05|A0AAD5JS05_ACENE	Acer negundo	4023	LWI28_000454	170	9.5	11.4	0.012	4930	59	EF-hand domain-containing protein
viridiplantae	ryr	A0A8T0WR05	tr|A0A8T0WR05|A0A8T0WR05_PANVG	Panicum virgatum	38727	PVAP13_1NG290000	230	9.5	11.4	0.017	4930	84	B30.2/SPRY domain-containing protein
viridiplantae	ryr	A0ACB9AQS0	tr|A0ACB9AQS0|A0ACB9AQS0_9ASTR	Smallanthus sonchifolius	185202	L1987_71126	188	9.5	11.4	0.012	4930	59	EF-hand domain-containing protein
viridiplantae	ryr	A0AAP0QP17	tr|A0AAP0QP17|A0AAP0QP17_9ROSI	Citrus x changshan-huyou	2935761	WN944_017657	171	9.5	11.4	0.012	4930	59	EF-hand domain-containing protein
viridiplantae	ryr	A0AAJ6UHG6	tr|A0AAJ6UHG6|A0AAJ6UHG6_POPEU	Populus euphratica	75702	LOC105129221	466	9.5	11.4	0.017	4930	84	Uncharacterized protein LOC105129221
viridiplantae	ryr	A0A7J6F413	tr|A0A7J6F413|A0A7J6F413_CANSA	Cannabis sativa	3483	G4B88_017352	495	9.5	11.4	0.009	4930	44	EF-hand domain-containing protein
viridiplantae	ryr	A0A2P5AST7	tr|A0A2P5AST7|A0A2P5AST7_PARAD	Parasponia andersonii	3476	PanWU01x14_303870	104	9.5	11.4	0.014	4930	69	Parvalbumin
viridiplantae	ryr	A0A7N0RG19	tr|A0A7N0RG19|A0A7N0RG19_KALFE	Kalanchoe fedtschenkoi	63787		488	9.5	11.4	0.016	4930	79	EF-hand domain-containing protein
viridiplantae	ryr	A0A1R3G9T7	tr|A0A1R3G9T7|A0A1R3G9T7_COCAP	Corchorus capsularis	210143	CCACVL1_27521	178	9.5	11.4	0.019	4930	94	Uncharacterized protein
