accession	organism	vclass	cell	contig	coverage	identity	aligned_aa	frameshifts	stop_codons	lesion_density	verdict	cell_state	elevated	incomplete	not_live	state_reading_available	is_fossil	reading
GCF_047496795.1	Chiloscyllium punctatum	Chondrichthyes	ITPR3	NC_092783.1	1	0.8382	2630	3	1	1.5209	intact	present_single_locus	0	0	0	1	0	not a fossil under any reading
GCF_047496795.1	Chiloscyllium punctatum	Chondrichthyes	RYR	NC_092767.1	0.9972	0.886	4968	0	0	0	intact	not_in_matrix	0	0	0	0	0	not a fossil under any reading
GCF_047496795.1	Chiloscyllium punctatum	Chondrichthyes	RYR	NC_092749.1	0.9962	0.8772	4967	0	1	0.2013	intact	not_in_matrix	0	0	0	0	0	not a fossil under any reading
GCF_047496795.1	Chiloscyllium punctatum	Chondrichthyes	RYR	NC_092742.1	1	0.6707	5037	1	1	0.3971	intact	not_in_matrix	0	0	0	0	0	not a fossil under any reading
GCF_047496885.1	Scyliorhinus torazame	Chondrichthyes	ITPR1	NC_092719.1	1	0.8749	2750	0	0	0	intact	present_single_locus	0	0	0	1	0	not a fossil under any reading
GCF_047496885.1	Scyliorhinus torazame	Chondrichthyes	ITPR2	NC_092719.1	1	0.8065	2701	0	0	0	intact	present_single_locus	0	0	0	1	0	not a fossil under any reading
GCF_047496885.1	Scyliorhinus torazame	Chondrichthyes	ITPR3	NC_092723.1	1	0.8405	2630	2	0	0.7605	intact	present_single_locus	0	0	0	1	0	not a fossil under any reading
GCF_047496885.1	Scyliorhinus torazame	Chondrichthyes	RYR	NC_092731.1	0.9972	0.8842	4968	0	0	0	intact	not_in_matrix	0	0	0	0	0	not a fossil under any reading
GCF_047496885.1	Scyliorhinus torazame	Chondrichthyes	RYR	NC_092707.1	0.9962	0.8716	4967	0	1	0.2013	intact	not_in_matrix	0	0	0	0	0	not a fossil under any reading
GCF_047496885.1	Scyliorhinus torazame	Chondrichthyes	RYR	NC_092708.1	1	0.6645	5037	2	0	0.3971	intact	not_in_matrix	0	0	0	0	0	not a fossil under any reading
GCF_047663525.1	Anas platyrhynchos	Aves	ITPR1	NC_092599.1	1	0.9914	2779	0	0	0	intact	present_single_locus	0	0	0	1	0	not a fossil under any reading
GCF_047663525.1	Anas platyrhynchos	Aves	ITPR2	NC_092587.1	1	0.9826	2700	0	0	0	intact	present_single_locus	0	0	0	1	0	not a fossil under any reading
GCF_047663525.1	Anas platyrhynchos	Aves	ITPR3	NC_092613.1	1	0.9936	2664	0	0	0	intact	present_single_locus	0	0	0	1	0	not a fossil under any reading
GCF_047663525.1	Anas platyrhynchos	Aves	RYR	NC_092589.1	1	0.9799	4968	0	0	0	intact	not_in_matrix	0	0	0	0	0	not a fossil under any reading
GCF_047663525.1	Anas platyrhynchos	Aves	RYR	NC_092618.1	1	0.7797	5037	10	0	1.9853	elevated_lesions	not_in_matrix	1	0	0	0	0	not a fossil under any reading
GCF_047663525.1	Anas platyrhynchos	Aves	RYR	NC_092591.1	1	0.6772	5037	1	0	0.1985	intact	not_in_matrix	0	0	0	0	0	not a fossil under any reading
GCF_047716275.1	Strix uralensis	Aves	ITPR1	NC_133981.1	1	0.9921	2779	0	0	0	intact	present_single_locus	0	0	0	1	0	not a fossil under any reading
GCF_047716275.1	Strix uralensis	Aves	ITPR2	NC_133976.1	1	0.9774	2700	0	0	0	intact	present_single_locus	0	0	0	1	0	not a fossil under any reading
GCF_047716275.1	Strix uralensis	Aves	ITPR3	NC_133995.1	1	0.991	2664	0	0	0	intact	present_single_locus	0	0	0	1	0	not a fossil under any reading
GCF_047716275.1	Strix uralensis	Aves	RYR	NC_133974.1	1	0.9851	4968	0	0	0	intact	not_in_matrix	0	0	0	0	0	not a fossil under any reading
GCF_047716275.1	Strix uralensis	Aves	RYR	NW_027436919.1	0.9643	0.7817	4857	3	0	0.6177	intact	not_in_matrix	0	0	0	0	0	not a fossil under any reading
GCF_047716275.1	Strix uralensis	Aves	RYR	NC_133975.1	1	0.674	5037	1	0	0.1985	intact	not_in_matrix	0	0	0	0	0	not a fossil under any reading
GCF_048418815.1	Hemitrygon akajei	Chondrichthyes	ITPR1	NC_133142.1	1	0.8681	2749	0	0	0	intact	present_single_locus	0	0	0	1	0	not a fossil under any reading
GCF_048418815.1	Hemitrygon akajei	Chondrichthyes	ITPR2	NC_133137.1	0.9985	0.806	2696	0	0	0	intact	present_single_locus	0	0	0	1	0	not a fossil under any reading
GCF_048418815.1	Hemitrygon akajei	Chondrichthyes	ITPR3	NC_133150.1	1	0.8002	2630	0	0	0	intact	present_single_locus	0	0	0	1	0	not a fossil under any reading
GCF_048418815.1	Hemitrygon akajei	Chondrichthyes	RYR	NC_133148.1	0.9972	0.8885	4968	0	0	0	intact	not_in_matrix	0	0	0	0	0	not a fossil under any reading
GCF_048418815.1	Hemitrygon akajei	Chondrichthyes	RYR	NC_133130.1	1	0.87	4968	0	0	0	intact	not_in_matrix	0	0	0	0	0	not a fossil under any reading
GCF_048418815.1	Hemitrygon akajei	Chondrichthyes	RYR	NC_133126.1	1	0.6767	4968	1	0	0.2013	intact	not_in_matrix	0	0	0	0	0	not a fossil under any reading
GCF_048593235.1	Sminthopsis crassicaudata	Mammalia	ITPR1	NC_133617.1	1	0.9716	2749	0	0	0	intact	present_single_locus	0	0	0	1	0	not a fossil under any reading
GCF_048593235.1	Sminthopsis crassicaudata	Mammalia	ITPR2	NC_133621.1	1	0.9489	2701	0	0	0	intact	present_single_locus	0	0	0	1	0	not a fossil under any reading
GCF_048593235.1	Sminthopsis crassicaudata	Mammalia	ITPR3	NC_133620.1	1	0.9368	2671	0	0	0	intact	present_single_locus	0	0	0	1	0	not a fossil under any reading
GCF_048593235.1	Sminthopsis crassicaudata	Mammalia	RYR	NC_133620.1	1	0.9612	4967	0	0	0	intact	not_in_matrix	0	0	0	0	0	not a fossil under any reading
GCF_048593235.1	Sminthopsis crassicaudata	Mammalia	RYR	NC_133623.1	1	0.771	5037	4	0	0.7941	intact	not_in_matrix	0	0	0	0	0	not a fossil under any reading
GCF_048593235.1	Sminthopsis crassicaudata	Mammalia	RYR	NC_133618.1	0.9968	0.6721	5021	2	2	0.7967	intact	not_in_matrix	0	0	0	0	0	not a fossil under any reading
GCF_048594095.1	Paramormyrops kingsleyae	Actinopteri	ITPR1	NC_132802.1	1	0.9067	2748	0	1	0.3639	intact	present_single_locus	0	0	0	1	0	not a fossil under any reading
GCF_048594095.1	Paramormyrops kingsleyae	Actinopteri	ITPR1	NC_132804.1	1	0.882	2748	0	0	0	intact	present_single_locus	0	0	0	1	0	not a fossil under any reading
GCF_048594095.1	Paramormyrops kingsleyae	Actinopteri	ITPR2	NC_132799.1	1	0.7758	2700	0	0	0	intact	present_single_locus	0	0	0	1	0	not a fossil under any reading
GCF_048594095.1	Paramormyrops kingsleyae	Actinopteri	ITPR3	NC_132802.1	1	0.8075	2670	0	0	0	intact	present_single_locus	0	0	0	1	0	not a fossil under any reading
GCF_048594095.1	Paramormyrops kingsleyae	Actinopteri	RYR	NC_132816.1	1	0.9072	4961	0	0	0	intact	not_in_matrix	0	0	0	0	0	not a fossil under any reading
GCF_048594095.1	Paramormyrops kingsleyae	Actinopteri	RYR	NC_132814.1	1	0.809	5037	0	0	0	intact	not_in_matrix	0	0	0	0	0	not a fossil under any reading
GCF_048594095.1	Paramormyrops kingsleyae	Actinopteri	RYR	NC_132813.1	1	0.8052	5037	0	0	0	intact	not_in_matrix	0	0	0	0	0	not a fossil under any reading
GCF_048594095.1	Paramormyrops kingsleyae	Actinopteri	RYR	NC_132810.1	1	0.683	4967	2	0	0.4027	intact	not_in_matrix	0	0	0	0	0	not a fossil under any reading
GCF_048934315.1	Petromyzon marinus	Hyperoartia	ITPR1	NC_133714.1	1	0.736	2758	1	0	0.3626	intact	present_single_locus	0	0	0	1	0	not a fossil under any reading
GCF_048934315.1	Petromyzon marinus	Hyperoartia	ITPR1	NC_133696.1	1	0.7048	2743	0	1	0.3646	intact	present_single_locus	0	0	0	1	0	not a fossil under any reading
GCF_048934315.1	Petromyzon marinus	Hyperoartia	ITPR1	NC_133708.1	1	0.655	2749	0	0	0	intact	present_single_locus	0	0	0	1	0	not a fossil under any reading
GCF_048934315.1	Petromyzon marinus	Hyperoartia	RYR	NC_133719.1	1	0.9998	5168	0	0	0	intact	not_in_matrix	0	0	0	0	0	not a fossil under any reading
GCF_048934315.1	Petromyzon marinus	Hyperoartia	RYR	NC_133672.1	0.9998	0.742	4967	0	0	0	intact	not_in_matrix	0	0	0	0	0	not a fossil under any reading
GCF_049350105.2	Macaca mulatta	Mammalia	ITPR1	NC_133407.1	1	0.9956	2758	0	0	0	intact	present_single_locus	0	0	0	1	0	not a fossil under any reading
GCF_049350105.2	Macaca mulatta	Mammalia	ITPR2	NC_133416.1	1	0.9948	2701	0	0	0	intact	present_single_locus	0	0	0	1	0	not a fossil under any reading
GCF_049350105.2	Macaca mulatta	Mammalia	ITPR3	NC_133409.1	1	0.9921	2671	0	0	0	intact	present_single_locus	0	0	0	1	0	not a fossil under any reading
GCF_049350105.2	Macaca mulatta	Mammalia	RYR	NC_133406.1	1	0.9972	4967	0	0	0	intact	not_in_matrix	0	0	0	0	0	not a fossil under any reading
GCF_049350105.2	Macaca mulatta	Mammalia	RYR	NC_133424.1	1	0.7872	5037	0	0	0	intact	not_in_matrix	0	0	0	0	0	not a fossil under any reading
GCF_049350105.2	Macaca mulatta	Mammalia	RYR	NC_133412.1	1	0.6716	5037	1	0	0.1985	intact	not_in_matrix	0	0	0	0	0	not a fossil under any reading
GCF_050624435.1	Tenrec ecaudatus	Mammalia	ITPR1	NC_134535.1	1	0.9782	2749	0	0	0	intact	present_single_locus	0	0	0	1	0	not a fossil under any reading
GCF_050624435.1	Tenrec ecaudatus	Mammalia	ITPR2	NC_134535.1	1	0.9596	2701	0	0	0	intact	present_single_locus	0	0	0	1	0	not a fossil under any reading
GCF_050624435.1	Tenrec ecaudatus	Mammalia	ITPR3	NC_134536.1	1	0.9577	2671	0	0	0	intact	present_single_locus	0	0	0	1	0	not a fossil under any reading
GCF_050624435.1	Tenrec ecaudatus	Mammalia	RYR	NC_134537.1	1	0.9599	4967	0	0	0	intact	not_in_matrix	0	0	0	0	0	not a fossil under any reading
GCF_050624435.1	Tenrec ecaudatus	Mammalia	RYR	NC_134547.1	1	0.7901	5037	0	0	0	intact	not_in_matrix	0	0	0	0	0	not a fossil under any reading
GCF_050624435.1	Tenrec ecaudatus	Mammalia	RYR	NC_134543.1	1	0.6612	5037	1	0	0.1985	intact	not_in_matrix	0	0	0	0	0	not a fossil under any reading
GCF_052040795.1	Danio rerio	Actinopteri	ITPR1	NC_141026.1	1	1	2711	0	0	0	intact	present_single_locus	0	0	0	1	0	not a fossil under any reading
GCF_052040795.1	Danio rerio	Actinopteri	ITPR1	NC_141031.1	1	0.8735	2748	0	0	0	intact	present_single_locus	0	0	0	1	0	not a fossil under any reading
GCF_052040795.1	Danio rerio	Actinopteri	ITPR2	NC_141038.1	1	1	2665	0	0	0	intact	present_single_locus	0	0	0	1	0	not a fossil under any reading
GCF_052040795.1	Danio rerio	Actinopteri	ITPR3	NC_141028.1	1	0.9977	2635	0	0	0	intact	present_single_locus	0	0	0	1	0	not a fossil under any reading
GCF_052040795.1	Danio rerio	Actinopteri	RYR	NC_141032.1	1	1	4961	0	0	0	intact	not_in_matrix	0	0	0	0	0	not a fossil under any reading
GCF_052040795.1	Danio rerio	Actinopteri	RYR	NC_141030.1	1	0.8105	5037	0	0	0	intact	not_in_matrix	0	0	0	0	0	not a fossil under any reading
GCF_052040795.1	Danio rerio	Actinopteri	RYR	NC_141038.1	1	0.8065	5037	0	0	0	intact	not_in_matrix	0	0	0	0	0	not a fossil under any reading
GCF_052040795.1	Danio rerio	Actinopteri	RYR	NC_141037.1	1	0.6679	4967	0	1	0.2013	intact	not_in_matrix	0	0	0	0	0	not a fossil under any reading
GCF_052040795.1	Danio rerio	Actinopteri	RYR	NC_141040.1	1	0.6545	5037	0	1	0.1985	intact	not_in_matrix	0	0	0	0	0	not a fossil under any reading
GCF_052040795.1	Danio rerio	Actinopteri	RYR	NC_141037.1	0.9996	0.5455	5166	2	2	0.7743	intact	not_in_matrix	0	0	0	0	0	not a fossil under any reading
GCF_052327205.1	Somniosus microcephalus	Chondrichthyes	ITPR1	NC_140997.1	1	0.8496	2750	2	2	1.4545	intact	present_single_locus	0	0	0	1	0	not a fossil under any reading
GCF_052327205.1	Somniosus microcephalus	Chondrichthyes	ITPR2	NC_141003.1	1	0.8164	2700	0	0	0	intact	present_single_locus	0	0	0	1	0	not a fossil under any reading
GCF_052327205.1	Somniosus microcephalus	Chondrichthyes	ITPR3	NC_141004.1	1	0.8496	2630	0	0	0	intact	present_single_locus	0	0	0	1	0	not a fossil under any reading
GCF_052327205.1	Somniosus microcephalus	Chondrichthyes	RYR	NC_141020.1	0.9972	0.8875	4968	0	0	0	intact	not_in_matrix	0	0	0	0	0	not a fossil under any reading
GCF_052327205.1	Somniosus microcephalus	Chondrichthyes	RYR	NC_140989.1	0.9962	0.8767	4967	0	1	0.2013	intact	not_in_matrix	0	0	0	0	0	not a fossil under any reading
GCF_052327205.1	Somniosus microcephalus	Chondrichthyes	RYR	NC_140998.1	1	0.6708	5037	0	0	0	intact	not_in_matrix	0	0	0	0	0	not a fossil under any reading
GCF_054371585.1	Giraffa tippelskirchi	Mammalia	ITPR1	NC_137283.1	1	0.9833	2758	0	0	0	intact	present_single_locus	0	0	0	1	0	not a fossil under any reading
GCF_054371585.1	Giraffa tippelskirchi	Mammalia	ITPR2	NC_137278.1	1	0.9778	2701	0	0	0	intact	present_single_locus	0	0	0	1	0	not a fossil under any reading
GCF_054371585.1	Giraffa tippelskirchi	Mammalia	ITPR3	NC_137282.1	1	0.9708	2671	0	0	0	intact	present_single_locus	0	0	0	1	0	not a fossil under any reading
GCF_054371585.1	Giraffa tippelskirchi	Mammalia	RYR	NC_137276.1	1	0.9809	4967	0	0	0	intact	not_in_matrix	0	0	0	0	0	not a fossil under any reading
GCF_054371585.1	Giraffa tippelskirchi	Mammalia	RYR	NC_137281.1	1	0.7896	5037	0	0	0	intact	not_in_matrix	0	0	0	0	0	not a fossil under any reading
GCF_054371585.1	Giraffa tippelskirchi	Mammalia	RYR	NC_137281.1	0.9968	0.6677	5021	1	0	0.1992	intact	not_in_matrix	0	0	0	0	0	not a fossil under any reading
GCF_054491055.1	Hypomesus nipponensis	Actinopteri	ITPR1	NC_140369.1	1	0.9325	2748	0	0	0	intact	present_single_locus	0	0	0	1	0	not a fossil under any reading
GCF_054491055.1	Hypomesus nipponensis	Actinopteri	ITPR1	NC_140369.1	1	0.8679	2748	1	0	0.3639	intact	present_single_locus	0	0	0	1	0	not a fossil under any reading
GCF_054491055.1	Hypomesus nipponensis	Actinopteri	ITPR2	NC_140374.1	1	0.8091	2701	0	0	0	intact	present_single_locus	0	0	0	1	0	not a fossil under any reading
GCF_054491055.1	Hypomesus nipponensis	Actinopteri	ITPR3	NC_140378.1	1	0.86	2670	0	0	0	intact	present_single_locus	0	0	0	1	0	not a fossil under any reading
GCF_054491055.1	Hypomesus nipponensis	Actinopteri	RYR	NC_140373.1	1	0.9118	4961	0	0	0	intact	not_in_matrix	0	0	0	0	0	not a fossil under any reading
GCF_054491055.1	Hypomesus nipponensis	Actinopteri	RYR	NC_140365.1	1	0.7999	5037	0	0	0	intact	not_in_matrix	0	0	0	0	0	not a fossil under any reading
GCF_054491055.1	Hypomesus nipponensis	Actinopteri	RYR	NC_140375.1	1	0.8012	5037	0	0	0	intact	not_in_matrix	0	0	0	0	0	not a fossil under any reading
GCF_054491055.1	Hypomesus nipponensis	Actinopteri	RYR	NC_140363.1	1	0.6686	4968	0	1	0.2013	intact	not_in_matrix	0	0	0	0	0	not a fossil under any reading
GCF_054491055.1	Hypomesus nipponensis	Actinopteri	RYR	NC_140371.1	1	0.6612	4968	1	0	0.2013	intact	not_in_matrix	0	0	0	0	0	not a fossil under any reading
GCF_054491055.1	Hypomesus nipponensis	Actinopteri	RYR	NC_140366.1	1	0.6522	5037	2	0	0.3971	intact	not_in_matrix	0	0	0	0	0	not a fossil under any reading
GCF_056507025.1	Lutjanus erythropterus	Actinopteri	ITPR1	NC_139318.1	1	0.963	2748	0	0	0	intact	present_single_locus	0	0	0	1	0	not a fossil under any reading
GCF_056507025.1	Lutjanus erythropterus	Actinopteri	ITPR1	NC_139318.1	1	0.8704	2748	0	0	0	intact	present_single_locus	0	0	0	1	0	not a fossil under any reading
GCF_056507025.1	Lutjanus erythropterus	Actinopteri	ITPR2	NC_139329.1	1	0.8792	2701	1	0	0.3702	intact	present_single_locus	0	0	0	1	0	not a fossil under any reading
GCF_056507025.1	Lutjanus erythropterus	Actinopteri	ITPR3	NC_139322.1	1	0.9113	2670	0	0	0	intact	present_single_locus	0	0	0	1	0	not a fossil under any reading
GCF_056507025.1	Lutjanus erythropterus	Actinopteri	RYR	NC_139333.1	1	0.8813	4961	0	0	0	intact	not_in_matrix	0	0	0	0	0	not a fossil under any reading
GCF_056507025.1	Lutjanus erythropterus	Actinopteri	RYR	NC_139320.1	1	0.8142	5037	0	1	0.1985	intact	not_in_matrix	0	0	0	0	0	not a fossil under any reading
GCF_056507025.1	Lutjanus erythropterus	Actinopteri	RYR	NC_139327.1	1	0.8029	5037	0	0	0	intact	not_in_matrix	0	0	0	0	0	not a fossil under any reading
GCF_056507025.1	Lutjanus erythropterus	Actinopteri	RYR	NC_139334.1	1	0.678	4968	1	0	0.2013	intact	not_in_matrix	0	0	0	0	0	not a fossil under any reading
GCF_056507025.1	Lutjanus erythropterus	Actinopteri	RYR	NC_139331.1	1	0.6655	4967	1	0	0.2013	intact	not_in_matrix	0	0	0	0	0	not a fossil under any reading
GCF_056507025.1	Lutjanus erythropterus	Actinopteri	RYR	NC_139330.1	1	0.5648	5168	2	0	0.387	intact	not_in_matrix	0	0	0	0	0	not a fossil under any reading
GCF_057381845.1	Rhamphochromis longiceps	Actinopteri	ITPR1	NC_140561.1	1	0.9474	2748	0	0	0	intact	present_single_locus	0	0	0	1	0	not a fossil under any reading
GCF_057381845.1	Rhamphochromis longiceps	Actinopteri	ITPR1	NC_140561.1	1	0.8696	2748	0	0	0	intact	present_single_locus	0	0	0	1	0	not a fossil under any reading
GCF_057381845.1	Rhamphochromis longiceps	Actinopteri	ITPR2	NC_140563.1	1	0.9952	2701	0	0	0	intact	present_single_locus	0	0	0	1	0	not a fossil under any reading
GCF_057381845.1	Rhamphochromis longiceps	Actinopteri	ITPR3	NC_140576.1	1	0.8974	2670	0	0	0	intact	present_single_locus	0	0	0	1	0	not a fossil under any reading
GCF_057381845.1	Rhamphochromis longiceps	Actinopteri	RYR	NC_140564.1	1	0.8709	4961	0	0	0	intact	not_in_matrix	0	0	0	0	0	not a fossil under any reading
GCF_057381845.1	Rhamphochromis longiceps	Actinopteri	RYR	NC_140564.1	1	0.8707	4961	0	0	0	intact	not_in_matrix	0	0	0	0	0	not a fossil under any reading
GCF_057381845.1	Rhamphochromis longiceps	Actinopteri	RYR	NC_140570.1	1	0.8068	5037	0	0	0	intact	not_in_matrix	0	0	0	0	0	not a fossil under any reading
GCF_057381845.1	Rhamphochromis longiceps	Actinopteri	RYR	NC_140566.1	1	0.7952	5037	0	0	0	intact	not_in_matrix	0	0	0	0	0	not a fossil under any reading
GCF_057381845.1	Rhamphochromis longiceps	Actinopteri	RYR	NC_140575.1	1	0.6799	4968	1	0	0.2013	intact	not_in_matrix	0	0	0	0	0	not a fossil under any reading
GCF_057381845.1	Rhamphochromis longiceps	Actinopteri	RYR	NC_140571.1	1	0.6629	4967	1	0	0.2013	intact	not_in_matrix	0	0	0	0	0	not a fossil under any reading
GCF_057381845.1	Rhamphochromis longiceps	Actinopteri	RYR	NC_140569.1	1	0.5609	5168	0	0	0	intact	not_in_matrix	0	0	0	0	0	not a fossil under any reading
GCF_900324485.3	Mastacembelus armatus	Actinopteri	ITPR1	NC_046637.1	1	0.9539	2748	0	0	0	intact	present_single_locus	0	0	0	1	0	not a fossil under any reading
GCF_900324485.3	Mastacembelus armatus	Actinopteri	ITPR1	NC_046637.1	1	0.8741	2748	0	1	0.3639	intact	present_single_locus	0	0	0	1	0	not a fossil under any reading
GCF_900324485.3	Mastacembelus armatus	Actinopteri	ITPR2	NC_046638.1	1	0.8522	2701	2	0	0.7405	intact	present_single_locus	0	0	0	1	0	not a fossil under any reading
GCF_900324485.3	Mastacembelus armatus	Actinopteri	ITPR3	NC_046639.1	1	0.8925	2670	0	0	0	intact	present_single_locus	0	0	0	1	0	not a fossil under any reading
GCF_900324485.3	Mastacembelus armatus	Actinopteri	RYR	NC_046651.1	1	0.8679	4961	0	0	0	intact	not_in_matrix	0	0	0	0	0	not a fossil under any reading
GCF_900324485.3	Mastacembelus armatus	Actinopteri	RYR	NC_046645.1	1	0.811	5037	0	0	0	intact	not_in_matrix	0	0	0	0	0	not a fossil under any reading
GCF_900324485.3	Mastacembelus armatus	Actinopteri	RYR	NC_046646.1	1	0.7958	5037	0	0	0	intact	not_in_matrix	0	0	0	0	0	not a fossil under any reading
GCF_900324485.3	Mastacembelus armatus	Actinopteri	RYR	NC_046654.1	1	0.6752	4968	1	0	0.2013	intact	not_in_matrix	0	0	0	0	0	not a fossil under any reading
GCF_900324485.3	Mastacembelus armatus	Actinopteri	RYR	NC_046656.1	1	0.6672	4968	1	0	0.2013	intact	not_in_matrix	0	0	0	0	0	not a fossil under any reading
GCF_900324485.3	Mastacembelus armatus	Actinopteri	RYR	NC_046647.1	1	0.5546	5168	0	0	0	intact	not_in_matrix	0	0	0	0	0	not a fossil under any reading
GCF_900634775.2	Gouania willdenowi	Actinopteri	ITPR1	NC_041048.1	1	0.9502	2748	0	0	0	intact	present_single_locus	0	0	0	1	0	not a fossil under any reading
GCF_900634775.2	Gouania willdenowi	Actinopteri	ITPR1	NC_041048.1	1	0.858	2748	0	0	0	intact	present_single_locus	0	0	0	1	0	not a fossil under any reading
GCF_900634775.2	Gouania willdenowi	Actinopteri	ITPR2	NC_041049.1	1	0.8353	2701	1	0	0.3702	intact	present_single_locus	0	0	0	1	0	not a fossil under any reading
GCF_900634775.2	Gouania willdenowi	Actinopteri	ITPR3	NC_041050.1	1	0.8599	2670	5	0	1.8727	elevated_lesions	present_single_locus	1	0	0	1	0	not a fossil under any reading
GCF_900634775.2	Gouania willdenowi	Actinopteri	RYR	NC_041062.1	1	0.849	4961	0	0	0	intact	not_in_matrix	0	0	0	0	0	not a fossil under any reading
GCF_900634775.2	Gouania willdenowi	Actinopteri	RYR	NC_041056.1	1	0.7954	5037	6	0	1.1912	intact	not_in_matrix	0	0	0	0	0	not a fossil under any reading
GCF_900634775.2	Gouania willdenowi	Actinopteri	RYR	NC_041057.1	1	0.7814	5037	4	1	0.9927	intact	not_in_matrix	0	0	0	0	0	not a fossil under any reading
GCF_900634775.2	Gouania willdenowi	Actinopteri	RYR	NC_041065.1	1	0.6735	4968	1	0	0.2013	intact	not_in_matrix	0	0	0	0	0	not a fossil under any reading
GCF_900634775.2	Gouania willdenowi	Actinopteri	RYR	NC_041066.1	1	0.6576	4967	3	0	0.604	intact	not_in_matrix	0	0	0	0	0	not a fossil under any reading
GCF_900634775.2	Gouania willdenowi	Actinopteri	RYR	NC_041058.1	1	0.5437	5168	0	0	0	intact	not_in_matrix	0	0	0	0	0	not a fossil under any reading
GCF_900747795.2	Erpetoichthys calabaricus	Cladistia	ITPR1	NC_041411.2	1	0.8922	2748	0	0	0	intact	present_single_locus	0	0	0	1	0	not a fossil under any reading
GCF_900747795.2	Erpetoichthys calabaricus	Cladistia	ITPR2	NC_041394.2	1	0.7614	2700	0	0	0	intact	present_single_locus	0	0	0	1	0	not a fossil under any reading
GCF_900747795.2	Erpetoichthys calabaricus	Cladistia	ITPR3	NC_041396.2	1	0.759	2670	0	0	0	intact	present_single_locus	0	0	0	1	0	not a fossil under any reading
GCF_900747795.2	Erpetoichthys calabaricus	Cladistia	RYR	NC_041408.2	1	0.8802	4961	0	0	0	intact	not_in_matrix	0	0	0	0	0	not a fossil under any reading
GCF_900747795.2	Erpetoichthys calabaricus	Cladistia	RYR	NC_041394.2	1	0.8413	5037	0	0	0	intact	not_in_matrix	0	0	0	0	0	not a fossil under any reading
GCF_900747795.2	Erpetoichthys calabaricus	Cladistia	RYR	NC_041409.2	1	0.6976	4968	0	0	0	intact	not_in_matrix	0	0	0	0	0	not a fossil under any reading
GCF_900880675.2	Sparus aurata	Actinopteri	ITPR1	NC_044192.1	1	0.9594	2748	0	0	0	intact	present_single_locus	0	0	0	1	0	not a fossil under any reading
GCF_900880675.2	Sparus aurata	Actinopteri	ITPR1	NC_044192.1	1	0.8683	2748	1	0	0.3639	intact	present_single_locus	0	0	0	1	0	not a fossil under any reading
GCF_900880675.2	Sparus aurata	Actinopteri	ITPR2	NC_044194.1	1	0.8605	2701	1	1	0.7405	intact	present_single_locus	0	0	0	1	0	not a fossil under any reading
GCF_900880675.2	Sparus aurata	Actinopteri	ITPR3	NC_044193.1	1	0.9045	2670	0	0	0	intact	present_single_locus	0	0	0	1	0	not a fossil under any reading
GCF_900880675.2	Sparus aurata	Actinopteri	RYR	NC_044206.1	1	0.8794	4961	0	0	0	intact	not_in_matrix	0	0	0	0	0	not a fossil under any reading
GCF_900880675.2	Sparus aurata	Actinopteri	RYR	NC_044188.1	1	0.8067	5037	0	0	0	intact	not_in_matrix	0	0	0	0	0	not a fossil under any reading
GCF_900880675.2	Sparus aurata	Actinopteri	RYR	NC_044199.1	1	0.7978	5037	0	0	0	intact	not_in_matrix	0	0	0	0	0	not a fossil under any reading
GCF_900880675.2	Sparus aurata	Actinopteri	RYR	NC_044202.1	0.9962	0.675	4967	2	0	0.4027	intact	not_in_matrix	0	0	0	0	0	not a fossil under any reading
GCF_900880675.2	Sparus aurata	Actinopteri	RYR	NC_044208.1	1	0.6529	5037	1	0	0.1985	intact	not_in_matrix	0	0	0	0	0	not a fossil under any reading
GCF_900880675.2	Sparus aurata	Actinopteri	RYR	NC_044201.1	1	0.5661	5168	0	0	0	intact	not_in_matrix	0	0	0	0	0	not a fossil under any reading
GCF_901000725.3	Takifugu rubripes	Actinopteri	ITPR1	NC_042303.1	1	0.9313	2748	0	0	0	intact	present_single_locus	0	0	0	1	0	not a fossil under any reading
GCF_901000725.3	Takifugu rubripes	Actinopteri	ITPR1	NC_042303.1	1	0.862	2748	0	0	0	intact	present_single_locus	0	0	0	1	0	not a fossil under any reading
GCF_901000725.3	Takifugu rubripes	Actinopteri	ITPR2	NC_042293.1	1	0.8535	2701	0	1	0.3702	intact	present_single_locus	0	0	0	1	0	not a fossil under any reading
GCF_901000725.3	Takifugu rubripes	Actinopteri	ITPR3	NC_042287.1	1	0.8589	2670	43	2	16.8539	elevated_lesions	present_single_locus	1	0	0	1	1	above the lesion bar with 2 internal stops
GCF_901000725.3	Takifugu rubripes	Actinopteri	RYR	NC_042295.1	1	0.8005	5037	0	0	0	intact	not_in_matrix	0	0	0	0	0	not a fossil under any reading
GCF_901000725.3	Takifugu rubripes	Actinopteri	RYR	NC_042299.1	1	0.7926	5037	0	0	0	intact	not_in_matrix	0	0	0	0	0	not a fossil under any reading
GCF_901000725.3	Takifugu rubripes	Actinopteri	RYR	NC_042285.1	1	0.7934	4961	0	0	0	intact	not_in_matrix	0	0	0	0	0	not a fossil under any reading
GCF_901000725.3	Takifugu rubripes	Actinopteri	RYR	NC_042286.1	1	0.6735	4968	2	0	0.4026	intact	not_in_matrix	0	0	0	0	0	not a fossil under any reading
