coding	character	evidence	use_r5	use_r6	branch_lengths	n_absent	model	fitted	n_params	rate	rate_gain	loglik	aic	profile_shape	profile_argmax	reason	first_seen_note
paralog	ITPR3	locus_only	1	0	calibrated	8	irreversible	1	1	0.00025314	0	-44.9708	91.9416				one row per distinct character; the fits are memoised on the character vector
paralog	ITPR2	locus_only	0	1	calibrated	3	ER	1	1	6.574e-05	6.574e-05	-11.907	25.814				one row per distinct character; the fits are memoised on the character vector
paralog	ITPR2	locus_only	0	1	calibrated	3	ARD	1	2	0.00074484	0.0703506	-16.6592	37.3185				one row per distinct character; the fits are memoised on the character vector
paralog	ITPR2	locus_only	0	1	calibrated	3	irreversible	1	1	6.882e-05	0	-11.7815	25.563				one row per distinct character; the fits are memoised on the character vector
paralog	ITPR3	locus_only	0	1	calibrated	3	ER	1	1	6.398e-05	6.398e-05	-12.4635	26.927				one row per distinct character; the fits are memoised on the character vector
paralog	ITPR3	locus_only	0	1	calibrated	3	ARD	1	2	0.00084615	0.0833117	-16.7838	37.5676				one row per distinct character; the fits are memoised on the character vector
paralog	ITPR3	locus_only	0	1	calibrated	3	irreversible	1	1	6.698e-05	0	-12.3387	26.6773				one row per distinct character; the fits are memoised on the character vector
paralog	ITPR2	locus_only	0	0	calibrated	24	ER	1	1	0.00080308	0.00080308	-96.8329	195.666				one row per distinct character; the fits are memoised on the character vector
paralog	ITPR2	locus_only	0	0	calibrated	24	ARD	1	2	0.00231469	0.0321618	-84.0732	172.146				one row per distinct character; the fits are memoised on the character vector
paralog	ITPR2	locus_only	0	0	calibrated	24	irreversible	1	1	0.00074525	0	-96.8997	195.799				one row per distinct character; the fits are memoised on the character vector
paralog	ITPR3	locus_only	0	0	calibrated	13	ER	1	1	0.00039569	0.00039569	-61.3836	124.767				one row per distinct character; the fits are memoised on the character vector
paralog	ITPR3	locus_only	0	0	calibrated	13	ARD	1	2	0.00301617	0.0701367	-53.8109	111.622				one row per distinct character; the fits are memoised on the character vector
paralog	ITPR3	locus_only	0	0	calibrated	13	irreversible	1	1	0.00038831	0	-61.1186	124.237				one row per distinct character; the fits are memoised on the character vector
family	ITPR_family	full_locus_only	1	1	calibrated	0	ER	0	1					monotone decreasing	1e-06	the character is invariant, so there is no transition to estimate; the likelihood is monotone decreasing in the loss rate and its maximum is at the boundary (1e-06)	one row per distinct character; the fits are memoised on the character vector
family	ITPR_family	full_locus_only	1	1	calibrated	0	ARD	0	2					monotone decreasing	1e-06	the character is invariant, so there is no transition to estimate; the likelihood is monotone decreasing in the loss rate and its maximum is at the boundary (1e-06); the gain rate is monotone increasing to the grid's own edge, so the pair is not identified	one row per distinct character; the fits are memoised on the character vector
family	ITPR_family	full_locus_only	1	1	calibrated	0	irreversible	0	1					monotone decreasing	1e-06	the character is invariant, so there is no transition to estimate; the likelihood is monotone decreasing in the loss rate and its maximum is at the boundary (1e-06)	one row per distinct character; the fits are memoised on the character vector
paralog	ITPR1	full_locus_only	1	1	calibrated	0	ER	0	1					monotone decreasing	1e-06	the character is invariant, so there is no transition to estimate; the likelihood is monotone decreasing in the loss rate and its maximum is at the boundary (1e-06)	one row per distinct character; the fits are memoised on the character vector
paralog	ITPR1	full_locus_only	1	1	calibrated	0	ARD	0	2					monotone decreasing	1e-06	the character is invariant, so there is no transition to estimate; the likelihood is monotone decreasing in the loss rate and its maximum is at the boundary (1e-06); the gain rate is monotone increasing to the grid's own edge, so the pair is not identified	one row per distinct character; the fits are memoised on the character vector
paralog	ITPR1	full_locus_only	1	1	calibrated	0	irreversible	0	1					monotone decreasing	1e-06	the character is invariant, so there is no transition to estimate; the likelihood is monotone decreasing in the loss rate and its maximum is at the boundary (1e-06)	one row per distinct character; the fits are memoised on the character vector
paralog	ITPR2	full_locus_only	1	1	calibrated	1	ER	1	1	3.465e-05	3.465e-05	-6.8299	15.6597				one row per distinct character; the fits are memoised on the character vector
paralog	ITPR2	full_locus_only	1	1	calibrated	1	ARD	1	2	0.00099995	0.252987	-6.5354	17.0707				one row per distinct character; the fits are memoised on the character vector
paralog	ITPR2	full_locus_only	1	1	calibrated	1	irreversible	1	1	3.443e-05	0	-6.1407	14.2813				one row per distinct character; the fits are memoised on the character vector
paralog	ITPR3	full_locus_only	1	1	calibrated	0	ER	0	1					monotone decreasing	1e-06	the character is invariant, so there is no transition to estimate; the likelihood is monotone decreasing in the loss rate and its maximum is at the boundary (1e-06)	one row per distinct character; the fits are memoised on the character vector
paralog	ITPR3	full_locus_only	1	1	calibrated	0	ARD	0	2					monotone decreasing	1e-06	the character is invariant, so there is no transition to estimate; the likelihood is monotone decreasing in the loss rate and its maximum is at the boundary (1e-06); the gain rate is monotone increasing to the grid's own edge, so the pair is not identified	one row per distinct character; the fits are memoised on the character vector
paralog	ITPR3	full_locus_only	1	1	calibrated	0	irreversible	0	1					monotone decreasing	1e-06	the character is invariant, so there is no transition to estimate; the likelihood is monotone decreasing in the loss rate and its maximum is at the boundary (1e-06)	one row per distinct character; the fits are memoised on the character vector
family	ITPR_family	full_locus_only	1	0	calibrated	1	ER	1	1	3.056e-05	3.056e-05	-7.3606	16.7212				one row per distinct character; the fits are memoised on the character vector
family	ITPR_family	full_locus_only	1	0	calibrated	1	ARD	1	2	0.001	0.308	-6.7317	17.4634				one row per distinct character; the fits are memoised on the character vector
family	ITPR_family	full_locus_only	1	0	calibrated	1	irreversible	1	1	3.043e-05	0	-6.6696	15.3392				one row per distinct character; the fits are memoised on the character vector
paralog	ITPR1	full_locus_only	1	0	calibrated	20	ER	1	1	0.00067644	0.00067644	-90.4341	182.868				one row per distinct character; the fits are memoised on the character vector
paralog	ITPR1	full_locus_only	1	0	calibrated	20	ARD	1	2	0.00055122	0.0306044	-61.9905	127.981				one row per distinct character; the fits are memoised on the character vector
paralog	ITPR1	full_locus_only	1	0	calibrated	20	irreversible	1	1	0.00064483	0	-94.0743	190.149				one row per distinct character; the fits are memoised on the character vector
paralog	ITPR2	full_locus_only	1	0	calibrated	28	ER	1	1	0.0009691	0.0009691	-107.378	216.756				one row per distinct character; the fits are memoised on the character vector
paralog	ITPR2	full_locus_only	1	0	calibrated	28	ARD	1	2	0.0009504	0.0260759	-86.3785	176.757				one row per distinct character; the fits are memoised on the character vector
paralog	ITPR2	full_locus_only	1	0	calibrated	28	irreversible	1	1	0.000855	0	-107.931	217.863				one row per distinct character; the fits are memoised on the character vector
paralog	ITPR3	full_locus_only	1	0	calibrated	13	ER	1	1	0.00045894	0.00045894	-65.0543	132.109				one row per distinct character; the fits are memoised on the character vector
paralog	ITPR3	full_locus_only	1	0	calibrated	13	ARD	1	2	0.00420721	0.086983	-52.7267	109.453				one row per distinct character; the fits are memoised on the character vector
paralog	ITPR3	full_locus_only	1	0	calibrated	13	irreversible	1	1	0.00043084	0	-64.759	131.518				one row per distinct character; the fits are memoised on the character vector
paralog	ITPR1	full_locus_only	0	1	calibrated	1	ER	1	1	3.278e-05	3.278e-05	-7.4105	16.8209				one row per distinct character; the fits are memoised on the character vector
paralog	ITPR1	full_locus_only	0	1	calibrated	1	ARD	1	2	0.001	0.261	-6.5664	17.1329				one row per distinct character; the fits are memoised on the character vector
paralog	ITPR1	full_locus_only	0	1	calibrated	1	irreversible	1	1	3.262e-05	0	-6.7197	15.4394				one row per distinct character; the fits are memoised on the character vector
paralog	ITPR2	full_locus_only	0	1	calibrated	4	ER	1	1	0.00010427	0.00010427	-16.1475	34.295				one row per distinct character; the fits are memoised on the character vector
paralog	ITPR2	full_locus_only	0	1	calibrated	4	ARD	1	2	0.00010042	0.00031127	-15.9018	35.8035				one row per distinct character; the fits are memoised on the character vector
paralog	ITPR2	full_locus_only	0	1	calibrated	4	irreversible	1	1	0.00010853	0	-15.9683	33.9366				one row per distinct character; the fits are memoised on the character vector
paralog	ITPR3	full_locus_only	0	1	calibrated	4	ER	1	1	0.00010129	0.00010129	-17.1415	36.283				one row per distinct character; the fits are memoised on the character vector
paralog	ITPR3	full_locus_only	0	1	calibrated	4	ARD	1	2	9.758e-05	0.00031125	-16.8873	37.7746				one row per distinct character; the fits are memoised on the character vector
paralog	ITPR3	full_locus_only	0	1	calibrated	4	irreversible	1	1	0.00010528	0	-16.9686	35.9371				one row per distinct character; the fits are memoised on the character vector
paralog	ITPR1	full_locus_only	0	0	calibrated	48	ER	1	1	0.00142645	0.00142645	-146.66	295.319				one row per distinct character; the fits are memoised on the character vector
paralog	ITPR1	full_locus_only	0	0	calibrated	48	ARD	1	2	0.00141309	0.0226844	-112.178	228.356				one row per distinct character; the fits are memoised on the character vector
paralog	ITPR1	full_locus_only	0	0	calibrated	48	irreversible	1	1	0.00129992	0	-161.766	325.532				one row per distinct character; the fits are memoised on the character vector
paralog	ITPR2	full_locus_only	0	0	calibrated	56	ER	1	1	0.00189329	0.00189329	-161.604	325.209				one row per distinct character; the fits are memoised on the character vector
paralog	ITPR2	full_locus_only	0	0	calibrated	56	ARD	1	2	0.00156096	0.0196997	-131.566	267.132				one row per distinct character; the fits are memoised on the character vector
paralog	ITPR2	full_locus_only	0	0	calibrated	56	irreversible	1	1	0.00154357	0	-167.803	337.606				one row per distinct character; the fits are memoised on the character vector
paralog	ITPR3	full_locus_only	0	0	calibrated	40	ER	1	1	0.00123379	0.00123379	-129.317	260.634				one row per distinct character; the fits are memoised on the character vector
paralog	ITPR3	full_locus_only	0	0	calibrated	40	ARD	1	2	0.00288817	0.0310427	-112.948	229.896				one row per distinct character; the fits are memoised on the character vector
paralog	ITPR3	full_locus_only	0	0	calibrated	40	irreversible	1	1	0.00108071	0	-130.949	263.899				one row per distinct character; the fits are memoised on the character vector
