accession	call	confidence	reason	instruments	arch_call	profile_call	profile_confidence	itpr_score	ryr_score	rel_margin	searches	source	gene	protein_name	species	taxon_id	group	kingdom	phylum	class	order	family	length	in_band	fragment	reviewed	protein_existence	in_alphafold	seed_pfams	pfams	n_itpr_arch	ryr_pfams	source_detail	genome_accession	contig	start	end	strand	cell	cell_status	db_status	coverage	contig_spans_gene	s20_call	s20_confidence	s20_group	s20_itpr_score	s20_ryr_score	s20_rel_margin	s20_evidence	tax_domain	tax_kingdom	tax_phylum	tax_class	tax_order	tax_family	tax_genus	tax_group	plant_fungal_verdict	plant_fungal_rule
GCF_041902795.1|RYR|NC_137502.1:13093681-13155321-	RYR	high	ryr.hmm wins by 7449.2 bits (90.9% of 8193.2) over 4930 profile positions	s5_genome_sweep		RYR	high	744.0	8193.2	0.9092		S5_genome	LOC113576609		Electrophorus electricus					Actinopteri	Gymnotiformes		5057										annotated_unnamed	GCF_041902795.1	NC_137502.1	13093681	13155321	-	RYR	found_annotated	annotated_unnamed	1.0	1								Eukaryota	Metazoa	Chordata	Actinopteri	Gymnotiformes	Gymnotidae	Electrophorus	Vertebrata		
GCF_041902795.1|RYR|NC_137506.1:24837230-24982160-	RYR	high	ryr.hmm wins by 7226.0 bits (90.9% of 7947.1) over 4851 profile positions	s5_genome_sweep		RYR	high	721.1	7947.1	0.9093		S5_genome	LOC113571324		Electrophorus electricus					Actinopteri	Gymnotiformes		4921										annotated_unnamed	GCF_041902795.1	NC_137506.1	24837230	24982160	-	RYR	found_annotated	annotated_unnamed	1.0	1								Eukaryota	Metazoa	Chordata	Actinopteri	Gymnotiformes	Gymnotidae	Electrophorus	Vertebrata		
GCF_042186555.1|ITPR1|NC_133330.1:2484375-2770908-	ITPR	high	itpr.hmm wins by 2139.8 bits (96.1% of 2227.2) over 1380 profile positions	s5_genome_sweep		ITPR	high	2227.2	87.4	0.9608		S5_genome	LOC141102426		Aquarana catesbeiana					Amphibia	Anura		1488										annotated_unnamed	GCF_042186555.1	NC_133330.1	2484375	2770908	-	ITPR1	assembly_gap	annotated_unnamed	0.545	1								Eukaryota	Metazoa	Chordata	Amphibia	Anura	Ranidae	Aquarana	Vertebrata		
GCF_042186555.1|ITPR1|NC_133330.1:2167838-2535578+	ITPR	medium	itpr.hmm wins by 1559.5 bits (84.0% of 1857.5) over 1219 profile positions	s5_genome_sweep		ITPR	medium	1857.5	298.0	0.8396		S5_genome	LOC141102610		Aquarana catesbeiana					Amphibia	Anura		1333										annotated_unnamed	GCF_042186555.1	NC_133330.1	2167838	2535578	+	ITPR1	assembly_gap	annotated_unnamed	0.4874	1								Eukaryota	Metazoa	Chordata	Amphibia	Anura	Ranidae	Aquarana	Vertebrata		
GCF_042242105.1|ITPR1|NC_092013.1:9877267-9939217+	ITPR	high	itpr.hmm wins by 3938.2 bits (90.7% of 4342.6) over 2636 profile positions	s5_genome_sweep		ITPR	high	4342.6	404.4	0.9069		S5_genome	LOC139218084		Pempheris klunzingeri					Actinopteri	Acropomatiformes		2744										annotated_unnamed	GCF_042242105.1	NC_092013.1	9877267	9939217	+	ITPR1	found_annotated	annotated_unnamed	1.0	1								Eukaryota	Metazoa	Chordata	Actinopteri	Acropomatiformes	Pempheridae	Pempheris	Vertebrata		
GCF_042242105.1|RYR|NC_092025.1:11356847-11404002-	RYR	high	ryr.hmm wins by 7377.9 bits (90.5% of 8152.1) over 4930 profile positions	s5_genome_sweep		RYR	high	774.2	8152.1	0.905		S5_genome	LOC139213044		Pempheris klunzingeri					Actinopteri	Acropomatiformes		5065										annotated_unnamed	GCF_042242105.1	NC_092025.1	11356847	11404002	-	RYR	found_annotated	annotated_unnamed	1.0	1								Eukaryota	Metazoa	Chordata	Actinopteri	Acropomatiformes	Pempheridae	Pempheris	Vertebrata		
GCF_042242105.1|RYR|NC_092024.1:10088839-10187897+	RYR	high	ryr.hmm wins by 7258.9 bits (91.1% of 7970.7) over 4925 profile positions	s5_genome_sweep		RYR	high	711.8	7970.7	0.9107		S5_genome	LOC139211790		Pempheris klunzingeri					Actinopteri	Acropomatiformes		4907										annotated_unnamed	GCF_042242105.1	NC_092024.1	10088839	10187897	+	RYR	found_annotated	annotated_unnamed	1.0	1								Eukaryota	Metazoa	Chordata	Actinopteri	Acropomatiformes	Pempheridae	Pempheris	Vertebrata		
GCF_043380555.1|ITPR1|NC_091743.1:49798504-49917515+	ITPR	high	itpr.hmm wins by 3835.3 bits (90.5% of 4239.4) over 2636 profile positions	s5_genome_sweep		ITPR	high	4239.4	404.1	0.9047		S5_genome	LOC107384050		Nothobranchius furzeri					Actinopteri	Cyprinodontiformes		2737										annotated_unnamed	GCF_043380555.1	NC_091743.1	49798504	49917515	+	ITPR1	found_annotated	annotated_unnamed	1.0	1								Eukaryota	Metazoa	Chordata	Actinopteri	Cyprinodontiformes	Nothobranchiidae	Nothobranchius	Vertebrata		
GCF_043380555.1|RYR|NC_091750.1:45737691-45796737+	RYR	high	ryr.hmm wins by 7361.7 bits (90.6% of 8124.5) over 4930 profile positions	s5_genome_sweep		RYR	high	762.8	8124.5	0.9061		S5_genome	LOC107386401		Nothobranchius furzeri					Actinopteri	Cyprinodontiformes		5053										annotated_unnamed	GCF_043380555.1	NC_091750.1	45737691	45796737	+	RYR	found_annotated	annotated_unnamed	1.0	1								Eukaryota	Metazoa	Chordata	Actinopteri	Cyprinodontiformes	Nothobranchiidae	Nothobranchius	Vertebrata		
GCF_043380555.1|RYR|NC_091758.1:33465891-33594580-	RYR	high	ryr.hmm wins by 7195.3 bits (90.9% of 7915.2) over 4925 profile positions	s5_genome_sweep		RYR	high	719.9	7915.2	0.909		S5_genome	LOC107392446		Nothobranchius furzeri					Actinopteri	Cyprinodontiformes		4963										annotated_unnamed	GCF_043380555.1	NC_091758.1	33465891	33594580	-	RYR	found_annotated	annotated_unnamed	1.0	1								Eukaryota	Metazoa	Chordata	Actinopteri	Cyprinodontiformes	Nothobranchiidae	Nothobranchius	Vertebrata		
GCF_045865225.1|ITPR1|NC_140911.1:2647767-2762950-	ITPR	high	itpr.hmm wins by 3939.1 bits (90.6% of 4347.8) over 2636 profile positions	s5_genome_sweep		ITPR	high	4347.8	408.7	0.906		S5_genome	LOC146986774		Trachurus japonicus					Actinopteri	Carangiformes		2733										annotated_unnamed	GCF_045865225.1	NC_140911.1	2647767	2762950	-	ITPR1	found_annotated	annotated_unnamed	1.0	1								Eukaryota	Metazoa	Chordata	Actinopteri	Carangiformes	Carangidae	Trachurus	Vertebrata		
GCF_045865225.1|RYR|NC_140920.1:15795103-15839308-	RYR	high	ryr.hmm wins by 7411.7 bits (90.9% of 8157.2) over 4925 profile positions	s5_genome_sweep		RYR	high	745.5	8157.2	0.9086		S5_genome	LOC146974543		Trachurus japonicus					Actinopteri	Carangiformes		5064										annotated_unnamed	GCF_045865225.1	NC_140920.1	15795103	15839308	-	RYR	found_annotated	annotated_unnamed	1.0	1								Eukaryota	Metazoa	Chordata	Actinopteri	Carangiformes	Carangidae	Trachurus	Vertebrata		
GCF_045865225.1|RYR|NC_140928.1:18474569-18615415+	RYR	high	ryr.hmm wins by 7240.7 bits (90.9% of 7964.6) over 4925 profile positions	s5_genome_sweep		RYR	high	723.9	7964.6	0.9091		S5_genome	LOC146963900		Trachurus japonicus					Actinopteri	Carangiformes		4931										annotated_unnamed	GCF_045865225.1	NC_140928.1	18474569	18615415	+	RYR	found_annotated	annotated_unnamed	1.0	1								Eukaryota	Metazoa	Chordata	Actinopteri	Carangiformes	Carangidae	Trachurus	Vertebrata		
GCF_046128005.1|ITPR3|NW_027467302.1:163-24592+	ITPR	high	itpr.hmm wins by 3031.1 bits (90.8% of 3337.7) over 2348 profile positions	s5_genome_sweep		ITPR	high	3337.7	306.6	0.9081		S5_genome	LOC142990507		Genypterus blacodes					Actinopteri	Ophidiiformes		2405										annotated_unnamed	GCF_046128005.1	NW_027467302.1	163	24592	+	ITPR3	found_annotated	annotated_unnamed	0.8944	1								Eukaryota	Metazoa	Chordata	Actinopteri	Ophidiiformes	Ophidiidae	Genypterus	Vertebrata		
GCF_046128005.1|RYR|NW_027466989.1:1674764-1716333+	RYR	high	ryr.hmm wins by 7309.4 bits (90.8% of 8054.6) over 4930 profile positions	s5_genome_sweep		RYR	high	745.2	8054.6	0.9075		S5_genome	LOC143014831		Genypterus blacodes					Actinopteri	Ophidiiformes		5062										annotated_unnamed	GCF_046128005.1	NW_027466989.1	1674764	1716333	+	RYR	found_annotated	annotated_unnamed	1.0	1								Eukaryota	Metazoa	Chordata	Actinopteri	Ophidiiformes	Ophidiidae	Genypterus	Vertebrata		
GCF_046128005.1|RYR|NW_027466916.1:2581659-2655315-	RYR	high	ryr.hmm wins by 7188.7 bits (91.0% of 7897.5) over 4925 profile positions	s5_genome_sweep		RYR	high	708.8	7897.5	0.9103		S5_genome	LOC143009537		Genypterus blacodes					Actinopteri	Ophidiiformes		4985										annotated_unnamed	GCF_046128005.1	NW_027466916.1	2581659	2655315	-	RYR	found_annotated	annotated_unnamed	1.0	1								Eukaryota	Metazoa	Chordata	Actinopteri	Ophidiiformes	Ophidiidae	Genypterus	Vertebrata		
GCF_047496795.1|RYR|NC_092767.1:63576125-63974777-	RYR	high	ryr.hmm wins by 7470.1 bits (90.8% of 8227.9) over 4910 profile positions	s5_genome_sweep		RYR	high	757.8	8227.9	0.9079		S5_genome	LOC140454477		Chiloscyllium punctatum					Chondrichthyes	Orectolobiformes		5020										annotated_unnamed	GCF_047496795.1	NC_092767.1	63576125	63974777	-	RYR	found_annotated	annotated_unnamed	0.9972	1								Eukaryota	Metazoa	Chordata	Chondrichthyes	Orectolobiformes	Hemiscylliidae	Chiloscyllium	Vertebrata		
GCF_047496885.1|RYR|NC_092731.1:30057955-30553718+	RYR	high	ryr.hmm wins by 7464.2 bits (91.3% of 8175.8) over 4910 profile positions	s5_genome_sweep		RYR	high	711.6	8175.8	0.913		S5_genome	LOC140402452		Scyliorhinus torazame					Chondrichthyes	Carcharhiniformes		5003										annotated_unnamed	GCF_047496885.1	NC_092731.1	30057955	30553718	+	RYR	found_annotated	annotated_unnamed	0.9972	1								Eukaryota	Metazoa	Chordata	Chondrichthyes	Carcharhiniformes	Scyliorhinidae	Scyliorhinus	Vertebrata		
GCF_047716275.1|RYR|NW_027436919.1:3173-81914-	RYR	high	ryr.hmm wins by 6831.2 bits (91.3% of 7478.2) over 4748 profile positions	s5_genome_sweep		RYR	high	647.0	7478.2	0.9135		S5_genome	LOC141938815		Strix uralensis					Aves	Strigiformes		4869										annotated_unnamed	GCF_047716275.1	NW_027436919.1	3173	81914	-	RYR	found_annotated	annotated_unnamed	0.9643	1								Eukaryota	Metazoa	Chordata	Aves	Strigiformes	Strigidae	Strix	Vertebrata		
GCF_048418815.1|RYR|NC_133148.1:27728801-28287726-	RYR	high	ryr.hmm wins by 7490.7 bits (91.1% of 8220.1) over 4910 profile positions	s5_genome_sweep		RYR	high	729.4	8220.1	0.9113		S5_genome	LOC140716481		Hemitrygon akajei					Chondrichthyes	Myliobatiformes		4982										annotated_unnamed	GCF_048418815.1	NC_133148.1	27728801	28287726	-	RYR	found_annotated	annotated_unnamed	0.9972	1								Eukaryota	Metazoa	Chordata	Chondrichthyes	Myliobatiformes	Dasyatidae	Hemitrygon	Vertebrata		
GCF_048594095.1|ITPR1|NC_132802.1:24602499-24704510-	ITPR	high	itpr.hmm wins by 3952.8 bits (90.5% of 4366.2) over 2636 profile positions	s5_genome_sweep		ITPR	high	4366.2	413.4	0.9053		S5_genome	LOC111840603		Paramormyrops kingsleyae					Actinopteri	Osteoglossiformes		2753										annotated_unnamed	GCF_048594095.1	NC_132802.1	24602499	24704510	-	ITPR1	found_annotated	annotated_unnamed	1.0	1								Eukaryota	Metazoa	Chordata	Actinopteri	Osteoglossiformes	Mormyridae	Paramormyrops	Vertebrata		
GCF_048594095.1|RYR|NC_132814.1:8747082-8829328-	RYR	high	ryr.hmm wins by 7480.0 bits (90.9% of 8226.4) over 4925 profile positions	s5_genome_sweep		RYR	high	746.4	8226.4	0.9093		S5_genome	LOC111838045		Paramormyrops kingsleyae					Actinopteri	Osteoglossiformes		5066										annotated_unnamed	GCF_048594095.1	NC_132814.1	8747082	8829328	-	RYR	found_annotated	annotated_unnamed	1.0	1								Eukaryota	Metazoa	Chordata	Actinopteri	Osteoglossiformes	Mormyridae	Paramormyrops	Vertebrata		
GCF_048934315.1|ITPR1|NC_133714.1:6489574-6762255+	ITPR	high	itpr.hmm wins by 3744.6 bits (89.4% of 4188.0) over 2638 profile positions	s5_genome_sweep		ITPR	high	4188.0	443.4	0.8941		S5_genome	LOC116952798		Petromyzon marinus					Hyperoartia	Petromyzontiformes		2826										annotated_unnamed	GCF_048934315.1	NC_133714.1	6489574	6762255	+	ITPR1	found_annotated	annotated_unnamed	1.0	1								Eukaryota	Metazoa	Chordata	Hyperoartia	Petromyzontiformes	Petromyzontidae	Petromyzon	Vertebrata		
GCF_048934315.1|ITPR1|NC_133696.1:4193989-4332052-	ITPR	high	itpr.hmm wins by 3538.5 bits (89.2% of 3965.2) over 2625 profile positions	s5_genome_sweep		ITPR	high	3965.2	426.7	0.8924		S5_genome	LOC116947491		Petromyzon marinus					Hyperoartia	Petromyzontiformes		2777										annotated_unnamed	GCF_048934315.1	NC_133696.1	4193989	4332052	-	ITPR1	found_annotated	annotated_unnamed	1.0	1								Eukaryota	Metazoa	Chordata	Hyperoartia	Petromyzontiformes	Petromyzontidae	Petromyzon	Vertebrata		
GCF_048934315.1|ITPR1|NC_133708.1:13310471-13441646+	ITPR	high	itpr.hmm wins by 3387.0 bits (88.8% of 3814.5) over 2630 profile positions	s5_genome_sweep		ITPR	high	3814.5	427.5	0.8879		S5_genome	LOC116951169		Petromyzon marinus					Hyperoartia	Petromyzontiformes		2743										annotated_unnamed	GCF_048934315.1	NC_133708.1	13310471	13441646	+	ITPR1	found_annotated	annotated_unnamed	1.0	1								Eukaryota	Metazoa	Chordata	Hyperoartia	Petromyzontiformes	Petromyzontidae	Petromyzon	Vertebrata		
GCF_048934315.1|RYR|NC_133719.1:6658552-6975379-	RYR	high	ryr.hmm wins by 7396.0 bits (91.3% of 8096.0) over 4925 profile positions	s5_genome_sweep		RYR	high	700.0	8096.0	0.9135		S5_genome	LOC116953891		Petromyzon marinus					Hyperoartia	Petromyzontiformes		5169										annotated_unnamed	GCF_048934315.1	NC_133719.1	6658552	6975379	-	RYR	found_annotated	annotated_unnamed	1.0	1								Eukaryota	Metazoa	Chordata	Hyperoartia	Petromyzontiformes	Petromyzontidae	Petromyzon	Vertebrata		
GCF_048934315.1|RYR|NC_133672.1:5716832-6045081-	RYR	high	ryr.hmm wins by 7243.5 bits (90.6% of 7996.2) over 4920 profile positions	s5_genome_sweep		RYR	high	752.7	7996.2	0.9059		S5_genome	LOC116939631		Petromyzon marinus					Hyperoartia	Petromyzontiformes		5003										annotated_unnamed	GCF_048934315.1	NC_133672.1	5716832	6045081	-	RYR	found_annotated	annotated_unnamed	0.9998	1								Eukaryota	Metazoa	Chordata	Hyperoartia	Petromyzontiformes	Petromyzontidae	Petromyzon	Vertebrata		
GCF_052040795.1|RYR|NC_141037.1:825935-1078172-	RYR	high	ryr.hmm wins by 7195.2 bits (90.9% of 7915.1) over 4925 profile positions	s5_genome_sweep		RYR	high	719.9	7915.1	0.909		S5_genome	LOC101884734		Danio rerio					Actinopteri	Cypriniformes		4974										annotated_unnamed	GCF_052040795.1	NC_141037.1	825935	1078172	-	RYR	found_annotated	annotated_unnamed	1.0	1								Eukaryota	Metazoa	Chordata	Actinopteri	Cypriniformes	Danionidae	Danio	Vertebrata		
GCF_052327205.1|ITPR1|NC_140997.1:147905519-148503708+	ITPR	high	itpr.hmm wins by 3764.3 bits (90.6% of 4155.5) over 2558 profile positions	s5_genome_sweep		ITPR	high	4155.5	391.2	0.9059		S5_genome	LOC147110942		Somniosus microcephalus					Chondrichthyes	Squaliformes		2752										annotated_unnamed	GCF_052327205.1	NC_140997.1	147905519	148503708	+	ITPR1	found_annotated	annotated_unnamed	1.0	1								Eukaryota	Metazoa	Chordata	Chondrichthyes	Squaliformes	Somniosidae	Somniosus	Vertebrata		
GCF_052327205.1|RYR|NC_141020.1:19168080-19626967-	RYR	high	ryr.hmm wins by 7471.0 bits (91.3% of 8179.9) over 4910 profile positions	s5_genome_sweep		RYR	high	708.9	8179.9	0.9133		S5_genome	LOC147096861		Somniosus microcephalus					Chondrichthyes	Squaliformes		5013										annotated_unnamed	GCF_052327205.1	NC_141020.1	19168080	19626967	-	RYR	found_annotated	annotated_unnamed	0.9972	1								Eukaryota	Metazoa	Chordata	Chondrichthyes	Squaliformes	Somniosidae	Somniosus	Vertebrata		
GCF_052327205.1|RYR|NC_140998.1:121435491-122164358+	RYR	high	ryr.hmm wins by 7180.3 bits (90.7% of 7917.8) over 4925 profile positions	s5_genome_sweep		RYR	high	737.5	7917.8	0.9069		S5_genome	LOC147109494		Somniosus microcephalus					Chondrichthyes	Squaliformes		4877										annotated_unnamed	GCF_052327205.1	NC_140998.1	121435491	122164358	+	RYR	found_annotated	annotated_unnamed	1.0	1								Eukaryota	Metazoa	Chordata	Chondrichthyes	Squaliformes	Somniosidae	Somniosus	Vertebrata		
GCF_054491055.1|ITPR1|NC_140369.1:10085198-10137918+	ITPR	high	itpr.hmm wins by 3933.9 bits (90.6% of 4343.8) over 2636 profile positions	s5_genome_sweep		ITPR	high	4343.8	409.9	0.9056		S5_genome	LOC146272805		Hypomesus nipponensis					Actinopteri	Osmeriformes		2737										annotated_unnamed	GCF_054491055.1	NC_140369.1	10085198	10137918	+	ITPR1	found_annotated	annotated_unnamed	1.0	1								Eukaryota	Metazoa	Chordata	Actinopteri	Osmeriformes	Osmeridae	Hypomesus	Vertebrata		
GCF_054491055.1|RYR|NC_140363.1:19638513-19734805+	RYR	high	ryr.hmm wins by 7157.4 bits (91.0% of 7863.9) over 4930 profile positions	s5_genome_sweep		RYR	high	706.5	7863.9	0.9102		S5_genome	LOC146300257		Hypomesus nipponensis					Actinopteri	Osmeriformes		4947										annotated_unnamed	GCF_054491055.1	NC_140363.1	19638513	19734805	+	RYR	found_annotated	annotated_unnamed	1.0	1								Eukaryota	Metazoa	Chordata	Actinopteri	Osmeriformes	Osmeridae	Hypomesus	Vertebrata		
GCF_056507025.1|RYR|NC_139327.1:19102862-19167086-	RYR	high	ryr.hmm wins by 7390.5 bits (90.8% of 8143.6) over 4930 profile positions	s5_genome_sweep		RYR	high	753.1	8143.6	0.9075		S5_genome	LOC146318937		Lutjanus erythropterus					Actinopteri	Lutjaniformes		5040										annotated_unnamed	GCF_056507025.1	NC_139327.1	19102862	19167086	-	RYR	found_annotated	annotated_unnamed	1.0	1								Eukaryota	Metazoa	Chordata	Actinopteri	Lutjaniformes	Lutjanidae	Lutjanus	Vertebrata		
GCF_056507025.1|RYR|NC_139334.1:9343055-9490386+	RYR	high	ryr.hmm wins by 7262.2 bits (91.0% of 7979.1) over 4925 profile positions	s5_genome_sweep		RYR	high	716.9	7979.1	0.9102		S5_genome	LOC146310615		Lutjanus erythropterus					Actinopteri	Lutjaniformes		4895										annotated_unnamed	GCF_056507025.1	NC_139334.1	9343055	9490386	+	RYR	found_annotated	annotated_unnamed	1.0	1								Eukaryota	Metazoa	Chordata	Actinopteri	Lutjaniformes	Lutjanidae	Lutjanus	Vertebrata		
GCF_057381845.1|ITPR1|NC_140561.1:19627418-19699163+	ITPR	high	itpr.hmm wins by 3921.3 bits (90.5% of 4330.8) over 2636 profile positions	s5_genome_sweep		ITPR	high	4330.8	409.5	0.9054		S5_genome	LOC146669809		Rhamphochromis longiceps					Actinopteri	Cichliformes		2755										annotated_unnamed	GCF_057381845.1	NC_140561.1	19627418	19699163	+	ITPR1	found_annotated	annotated_unnamed	1.0	1								Eukaryota	Metazoa	Chordata	Actinopteri	Cichliformes	Cichlidae	Rhamphochromis	Vertebrata		
GCF_057381845.1|RYR|NC_140564.1:6255238-6563791+	RYR	high	ryr.hmm wins by 7523.1 bits (91.2% of 8248.9) over 4925 profile positions	s5_genome_sweep		RYR	high	725.8	8248.9	0.912		S5_genome	LOC146663001		Rhamphochromis longiceps					Actinopteri	Cichliformes		4966										annotated_unnamed	GCF_057381845.1	NC_140564.1	6255238	6563791	+	RYR	found_annotated	annotated_unnamed	1.0	1								Eukaryota	Metazoa	Chordata	Actinopteri	Cichliformes	Cichlidae	Rhamphochromis	Vertebrata		
GCF_057381845.1|RYR|NC_140564.1:3217572-3530405+	RYR	high	ryr.hmm wins by 7523.6 bits (91.2% of 8249.4) over 4925 profile positions	s5_genome_sweep		RYR	high	725.8	8249.4	0.912		S5_genome	LOC146662904		Rhamphochromis longiceps					Actinopteri	Cichliformes		4966										annotated_unnamed	GCF_057381845.1	NC_140564.1	3217572	3530405	+	RYR	found_annotated	annotated_unnamed	1.0	1								Eukaryota	Metazoa	Chordata	Actinopteri	Cichliformes	Cichlidae	Rhamphochromis	Vertebrata		
GCF_057381845.1|RYR|NC_140566.1:16049127-16104087-	RYR	high	ryr.hmm wins by 7387.5 bits (90.7% of 8141.7) over 4930 profile positions	s5_genome_sweep		RYR	high	754.2	8141.7	0.9074		S5_genome	LOC146660566		Rhamphochromis longiceps					Actinopteri	Cichliformes		5093										annotated_unnamed	GCF_057381845.1	NC_140566.1	16049127	16104087	-	RYR	found_annotated	annotated_unnamed	1.0	1								Eukaryota	Metazoa	Chordata	Actinopteri	Cichliformes	Cichlidae	Rhamphochromis	Vertebrata		
GCF_057381845.1|RYR|NC_140575.1:32252661-32365060-	RYR	high	ryr.hmm wins by 7255.8 bits (91.0% of 7970.4) over 4925 profile positions	s5_genome_sweep		RYR	high	714.6	7970.4	0.9103		S5_genome	LOC146647180		Rhamphochromis longiceps					Actinopteri	Cichliformes		4903										annotated_unnamed	GCF_057381845.1	NC_140575.1	32252661	32365060	-	RYR	found_annotated	annotated_unnamed	1.0	1								Eukaryota	Metazoa	Chordata	Actinopteri	Cichliformes	Cichlidae	Rhamphochromis	Vertebrata		
GCF_900324485.3|ITPR1|NC_046637.1:26724814-26783303+	ITPR	high	itpr.hmm wins by 3934.9 bits (90.8% of 4333.9) over 2636 profile positions	s5_genome_sweep		ITPR	high	4333.9	399.0	0.9079		S5_genome	LOC113130340		Mastacembelus armatus					Actinopteri	Synbranchiformes		2746										annotated_unnamed	GCF_900324485.3	NC_046637.1	26724814	26783303	+	ITPR1	found_annotated	annotated_unnamed	1.0	1								Eukaryota	Metazoa	Chordata	Actinopteri	Synbranchiformes	Mastacembelidae	Mastacembelus	Vertebrata		
GCF_900324485.3|RYR|NC_046646.1:11619015-11660822-	RYR	high	ryr.hmm wins by 7396.8 bits (91.0% of 8131.5) over 4930 profile positions	s5_genome_sweep		RYR	high	734.7	8131.5	0.9096		S5_genome	LOC113142532		Mastacembelus armatus					Actinopteri	Synbranchiformes		5081										annotated_unnamed	GCF_900324485.3	NC_046646.1	11619015	11660822	-	RYR	found_annotated	annotated_unnamed	1.0	1								Eukaryota	Metazoa	Chordata	Actinopteri	Synbranchiformes	Mastacembelidae	Mastacembelus	Vertebrata		
GCF_900324485.3|RYR|NC_046654.1:12253668-12360633-	RYR	high	ryr.hmm wins by 7233.5 bits (90.9% of 7954.2) over 4925 profile positions	s5_genome_sweep		RYR	high	720.7	7954.2	0.9094		S5_genome	LOC113131570		Mastacembelus armatus					Actinopteri	Synbranchiformes		4926										annotated_unnamed	GCF_900324485.3	NC_046654.1	12253668	12360633	-	RYR	found_annotated	annotated_unnamed	1.0	1								Eukaryota	Metazoa	Chordata	Actinopteri	Synbranchiformes	Mastacembelidae	Mastacembelus	Vertebrata		
GCF_900634775.2|ITPR1|NC_041048.1:21385608-21495709-	ITPR	high	itpr.hmm wins by 3910.4 bits (90.7% of 4311.6) over 2636 profile positions	s5_genome_sweep		ITPR	high	4311.6	401.2	0.9069		S5_genome	LOC114463175		Gouania willdenowi					Actinopteri	Blenniiformes		2733										annotated_unnamed	GCF_900634775.2	NC_041048.1	21385608	21495709	-	ITPR1	found_annotated	annotated_unnamed	1.0	1								Eukaryota	Metazoa	Chordata	Actinopteri	Blenniiformes	Gobiesocidae	Gouania	Vertebrata		
GCF_900634775.2|RYR|NC_041056.1:121206-265830-	RYR	high	ryr.hmm wins by 7386.1 bits (91.2% of 8094.0) over 4925 profile positions	s5_genome_sweep		RYR	high	707.9	8094.0	0.9125		S5_genome	LOC114474183		Gouania willdenowi					Actinopteri	Blenniiformes		5095										annotated_unnamed	GCF_900634775.2	NC_041056.1	121206	265830	-	RYR	found_annotated	annotated_unnamed	1.0	1								Eukaryota	Metazoa	Chordata	Actinopteri	Blenniiformes	Gobiesocidae	Gouania	Vertebrata		
GCF_900634775.2|RYR|NC_041057.1:4298738-4385252-	RYR	high	ryr.hmm wins by 7326.8 bits (91.3% of 8022.9) over 4930 profile positions	s5_genome_sweep		RYR	high	696.1	8022.9	0.9132		S5_genome	LOC114475659		Gouania willdenowi					Actinopteri	Blenniiformes		5133										annotated_unnamed	GCF_900634775.2	NC_041057.1	4298738	4385252	-	RYR	found_annotated	annotated_unnamed	1.0	1								Eukaryota	Metazoa	Chordata	Actinopteri	Blenniiformes	Gobiesocidae	Gouania	Vertebrata		
GCF_900634775.2|RYR|NC_041065.1:24025520-24155919+	RYR	high	ryr.hmm wins by 7158.5 bits (90.9% of 7875.6) over 4925 profile positions	s5_genome_sweep		RYR	high	717.1	7875.6	0.9089		S5_genome	LOC114456551		Gouania willdenowi					Actinopteri	Blenniiformes		4929										annotated_unnamed	GCF_900634775.2	NC_041065.1	24025520	24155919	+	RYR	found_annotated	annotated_unnamed	1.0	1								Eukaryota	Metazoa	Chordata	Actinopteri	Blenniiformes	Gobiesocidae	Gouania	Vertebrata		
GCF_900747795.2|ITPR1|NC_041411.2:75817806-75975967+	ITPR	high	itpr.hmm wins by 3983.5 bits (90.6% of 4398.2) over 2636 profile positions	s5_genome_sweep		ITPR	high	4398.2	414.7	0.9057		S5_genome	LOC127526220		Erpetoichthys calabaricus					Cladistia	Polypteriformes		2733										annotated_unnamed	GCF_900747795.2	NC_041411.2	75817806	75975967	+	ITPR1	found_annotated	annotated_unnamed	1.0	1								Eukaryota	Metazoa	Chordata	Cladistia	Polypteriformes	Polypteridae	Erpetoichthys	Vertebrata		
GCF_900747795.2|RYR|NC_041394.2:27348788-27734681+	RYR	high	ryr.hmm wins by 7604.4 bits (91.2% of 8339.3) over 4925 profile positions	s5_genome_sweep		RYR	high	734.9	8339.3	0.9119		S5_genome	LOC114647909		Erpetoichthys calabaricus					Cladistia	Polypteriformes		5047										annotated_unnamed	GCF_900747795.2	NC_041394.2	27348788	27734681	+	RYR	found_annotated	annotated_unnamed	1.0	1								Eukaryota	Metazoa	Chordata	Cladistia	Polypteriformes	Polypteridae	Erpetoichthys	Vertebrata		
GCF_900880675.2|ITPR1|NC_044192.1:22530122-22610540-	ITPR	high	itpr.hmm wins by 3923.7 bits (90.4% of 4342.4) over 2636 profile positions	s5_genome_sweep		ITPR	high	4342.4	418.7	0.9036		S5_genome	LOC115582679		Sparus aurata					Actinopteri	Spariformes		2744										annotated_unnamed	GCF_900880675.2	NC_044192.1	22530122	22610540	-	ITPR1	found_annotated	annotated_unnamed	1.0	1								Eukaryota	Metazoa	Chordata	Actinopteri	Spariformes	Sparidae	Sparus	Vertebrata		
