label	accession	organism	vclass	vorder	cell	locus_idx	status	contig	start	end	span_bp	identity	coverage	bait	bait_paralog	annot_gene	annot_paralog	has_gene_table
Mastacembelus_armatus|GCF_900324485.3|ITPR1.1	GCF_900324485.3	Mastacembelus armatus	Actinopteri	Synbranchiformes	ITPR1	1	found_annotated	NC_046637.1	20338870	20407549	68679	0.8741	1.0000	A0A672IUQ7|ITPR1|Salarias_fasciatus	ITPR1	itpr1b	ITPR1	1
Mastacembelus_armatus|GCF_900324485.3|ITPR2.0	GCF_900324485.3	Mastacembelus armatus	Actinopteri	Synbranchiformes	ITPR2	0	found_annotated	NC_046638.1	22711883	22760498	48615	0.8522	1.0000	A0AAX7UHL1|ITPR2|Astatotilapia_calliptera	ITPR2	itpr2	ITPR2	1
Mastacembelus_armatus|GCF_900324485.3|ITPR3.0	GCF_900324485.3	Mastacembelus armatus	Actinopteri	Synbranchiformes	ITPR3	0	found_annotated	NC_046639.1	18152332	18238584	86252	0.8925	1.0000	A0A8C6KWV8|ITPR3|Nothobranchius_furzeri	ITPR3	itpr3	ITPR3	1
Mastacembelus_armatus|GCF_900324485.3|RYR.0	GCF_900324485.3	Mastacembelus armatus	Actinopteri	Synbranchiformes	RYR	0	found_annotated	NC_046651.1	3844311	4240802	396491	0.8679	1.0000	A0AC58GZ77|ryr2a|Danio_rerio|RYR2	RYR2	ryr2a	RYR2	1
Mastacembelus_armatus|GCF_900324485.3|RYR.1	GCF_900324485.3	Mastacembelus armatus	Actinopteri	Synbranchiformes	RYR	1	found_annotated	NC_046645.1	22753642	22816850	63208	0.8110	1.0000	A0A6I8Q6P7|ryr1|Xenopus_tropicalis|RYR1	RYR1	ryr1b	RYR1	1
Mastacembelus_armatus|GCF_900324485.3|RYR.2	GCF_900324485.3	Mastacembelus armatus	Actinopteri	Synbranchiformes	RYR	2	found_annotated	NC_046646.1	11619015	11660822	41807	0.7958	1.0000	A0A6I8Q6P7|ryr1|Xenopus_tropicalis|RYR1	RYR1	LOC113142532		1
Mastacembelus_armatus|GCF_900324485.3|RYR.3	GCF_900324485.3	Mastacembelus armatus	Actinopteri	Synbranchiformes	RYR	3	found_annotated	NC_046654.1	12253668	12360633	106965	0.6752	1.0000	A0A8V0Y8K1|RYR2|Gallus_gallus|RYR2	RYR2	LOC113131570		1
Mastacembelus_armatus|GCF_900324485.3|RYR.4	GCF_900324485.3	Mastacembelus armatus	Actinopteri	Synbranchiformes	RYR	4	found_annotated	NC_046656.1	16179293	16262071	82778	0.6672	1.0000	A0A8V0Y8K1|RYR2|Gallus_gallus|RYR2	RYR2	ryr3	RYR3	1
Mastacembelus_armatus|GCF_900324485.3|RYR.5	GCF_900324485.3	Mastacembelus armatus	Actinopteri	Synbranchiformes	RYR	5	found_annotated	NC_046647.1	14139355	14194456	55101	0.5546	1.0000	A0AAJ7XD62|LOC116953891|Petromyzon_marinus|vertebrate_basal	vertebrate_basal	ryr2b	RYR2	1
Gouania_willdenowi|GCF_900634775.2|ITPR1.0	GCF_900634775.2	Gouania willdenowi	Actinopteri	Blenniiformes	ITPR1	0	found_annotated	NC_041048.1	21385608	21495709	110101	0.9502	1.0000	A0A672IUQ7|ITPR1|Salarias_fasciatus	ITPR1	LOC114463175		1
Gouania_willdenowi|GCF_900634775.2|ITPR1.1	GCF_900634775.2	Gouania willdenowi	Actinopteri	Blenniiformes	ITPR1	1	found_annotated	NC_041048.1	34250669	34455930	205261	0.8580	1.0000	A0A672IUQ7|ITPR1|Salarias_fasciatus	ITPR1	itpr1b	ITPR1	1
Gouania_willdenowi|GCF_900634775.2|ITPR2.0	GCF_900634775.2	Gouania willdenowi	Actinopteri	Blenniiformes	ITPR2	0	found_annotated	NC_041049.1	44940148	45064923	124775	0.8353	1.0000	A0AAX7UHL1|ITPR2|Astatotilapia_calliptera	ITPR2	itpr2	ITPR2	1
Gouania_willdenowi|GCF_900634775.2|ITPR3.0	GCF_900634775.2	Gouania willdenowi	Actinopteri	Blenniiformes	ITPR3	0	found_annotated	NC_041050.1	40257828	40328110	70282	0.8599	1.0000	A0A8C6KWV8|ITPR3|Nothobranchius_furzeri	ITPR3	itpr3	ITPR3	1
Gouania_willdenowi|GCF_900634775.2|RYR.0	GCF_900634775.2	Gouania willdenowi	Actinopteri	Blenniiformes	RYR	0	found_annotated	NC_041062.1	21492148	21678467	186319	0.8490	1.0000	A0AC58GZ77|ryr2a|Danio_rerio|RYR2	RYR2	ryr2a	RYR2	1
Gouania_willdenowi|GCF_900634775.2|RYR.1	GCF_900634775.2	Gouania willdenowi	Actinopteri	Blenniiformes	RYR	1	found_annotated	NC_041056.1	121206	265830	144624	0.7954	1.0000	A0A6I8Q6P7|ryr1|Xenopus_tropicalis|RYR1	RYR1	LOC114474183		1
Gouania_willdenowi|GCF_900634775.2|RYR.2	GCF_900634775.2	Gouania willdenowi	Actinopteri	Blenniiformes	RYR	2	found_annotated	NC_041057.1	4298738	4385252	86514	0.7814	1.0000	A0A6I8Q6P7|ryr1|Xenopus_tropicalis|RYR1	RYR1	LOC114475659		1
Gouania_willdenowi|GCF_900634775.2|RYR.3	GCF_900634775.2	Gouania willdenowi	Actinopteri	Blenniiformes	RYR	3	found_annotated	NC_041065.1	24025520	24155919	130399	0.6735	1.0000	A0A8V0Y8K1|RYR2|Gallus_gallus|RYR2	RYR2	LOC114456551		1
Gouania_willdenowi|GCF_900634775.2|RYR.4	GCF_900634775.2	Gouania willdenowi	Actinopteri	Blenniiformes	RYR	4	found_annotated	NC_041066.1	7679505	7848082	168577	0.6576	1.0000	Q92736|RYR2|Homo_sapiens|RYR2	RYR2	ryr3	RYR3	1
Gouania_willdenowi|GCF_900634775.2|RYR.5	GCF_900634775.2	Gouania willdenowi	Actinopteri	Blenniiformes	RYR	5	found_annotated	NC_041058.1	9570328	9647501	77173	0.5437	1.0000	A0AAJ7XD62|LOC116953891|Petromyzon_marinus|vertebrate_basal	vertebrate_basal	ryr2b	RYR2	1
Erpetoichthys_calabaricus|GCF_900747795.2|ITPR1.0	GCF_900747795.2	Erpetoichthys calabaricus	Cladistia	Polypteriformes	ITPR1	0	found_annotated	NC_041411.2	75817806	75975967	158161	0.8922	1.0000	A0A672IUQ7|ITPR1|Salarias_fasciatus	ITPR1	LOC127526220		1
Erpetoichthys_calabaricus|GCF_900747795.2|ITPR2.0	GCF_900747795.2	Erpetoichthys calabaricus	Cladistia	Polypteriformes	ITPR2	0	found_annotated	NC_041394.2	278386834	278953339	566505	0.7614	1.0000	A0A672UP22|ITPR2|Strigops_habroptila	ITPR2	itpr2	ITPR2	1
Erpetoichthys_calabaricus|GCF_900747795.2|ITPR3.0	GCF_900747795.2	Erpetoichthys calabaricus	Cladistia	Polypteriformes	ITPR3	0	found_annotated	NC_041396.2	33265803	33461210	195407	0.7590	1.0000	A0A8C6KWV8|ITPR3|Nothobranchius_furzeri	ITPR3	itpr3	ITPR3	1
Erpetoichthys_calabaricus|GCF_900747795.2|RYR.0	GCF_900747795.2	Erpetoichthys calabaricus	Cladistia	Polypteriformes	RYR	0	found_annotated	NC_041408.2	70825170	71481228	656058	0.8802	1.0000	A0AC58GZ77|ryr2a|Danio_rerio|RYR2	RYR2	ryr2a	RYR2	1
Erpetoichthys_calabaricus|GCF_900747795.2|RYR.1	GCF_900747795.2	Erpetoichthys calabaricus	Cladistia	Polypteriformes	RYR	1	found_annotated	NC_041394.2	27348788	27734681	385893	0.8413	1.0000	A0A6I8Q6P7|ryr1|Xenopus_tropicalis|RYR1	RYR1	LOC114647909		1
Erpetoichthys_calabaricus|GCF_900747795.2|RYR.2	GCF_900747795.2	Erpetoichthys calabaricus	Cladistia	Polypteriformes	RYR	2	found_annotated	NC_041409.2	33856798	34390339	533541	0.6976	1.0000	A0A8V0Y8K1|RYR2|Gallus_gallus|RYR2	RYR2	ryr3	RYR3	1
Sparus_aurata|GCF_900880675.2|ITPR1.0	GCF_900880675.2	Sparus aurata	Actinopteri	Spariformes	ITPR1	0	found_annotated	NC_044192.1	22530122	22610540	80418	0.9594	1.0000	A0A672IUQ7|ITPR1|Salarias_fasciatus	ITPR1	LOC115582679		1
Sparus_aurata|GCF_900880675.2|ITPR1.1	GCF_900880675.2	Sparus aurata	Actinopteri	Spariformes	ITPR1	1	found_annotated	NC_044192.1	30648596	30737732	89136	0.8683	1.0000	A0A672IUQ7|ITPR1|Salarias_fasciatus	ITPR1	itpr1b	ITPR1	1
Sparus_aurata|GCF_900880675.2|ITPR2.0	GCF_900880675.2	Sparus aurata	Actinopteri	Spariformes	ITPR2	0	found_annotated	NC_044194.1	7364893	7432624	67731	0.8605	1.0000	A0AAX7UHL1|ITPR2|Astatotilapia_calliptera	ITPR2	itpr2	ITPR2	1
Sparus_aurata|GCF_900880675.2|ITPR3.0	GCF_900880675.2	Sparus aurata	Actinopteri	Spariformes	ITPR3	0	found_annotated	NC_044193.1	1344013	1389021	45008	0.9045	1.0000	A0A8C6KWV8|ITPR3|Nothobranchius_furzeri	ITPR3	itpr3	ITPR3	1
Sparus_aurata|GCF_900880675.2|RYR.0	GCF_900880675.2	Sparus aurata	Actinopteri	Spariformes	RYR	0	found_annotated	NC_044206.1	5849321	6015898	166577	0.8794	1.0000	A0AC58GZ77|ryr2a|Danio_rerio|RYR2	RYR2	ryr2a	RYR2	1
Sparus_aurata|GCF_900880675.2|RYR.1	GCF_900880675.2	Sparus aurata	Actinopteri	Spariformes	RYR	1	found_annotated	NC_044188.1	4730681	4796149	65468	0.8067	1.0000	A0A6I8Q6P7|ryr1|Xenopus_tropicalis|RYR1	RYR1	ryr1b	RYR1	1
Sparus_aurata|GCF_900880675.2|RYR.2	GCF_900880675.2	Sparus aurata	Actinopteri	Spariformes	RYR	2	found_annotated	NC_044199.1	10571040	10618002	46962	0.7978	1.0000	A0A6I8Q6P7|ryr1|Xenopus_tropicalis|RYR1	RYR1	LOC115594616		1
Sparus_aurata|GCF_900880675.2|RYR.3	GCF_900880675.2	Sparus aurata	Actinopteri	Spariformes	RYR	3	found_annotated	NC_044202.1	16703144	16814286	111142	0.6750	0.9962	A0A3Q0HBW9|RYR|Alligator_sinensis	RYR	LOC115597678		1
Sparus_aurata|GCF_900880675.2|RYR.4	GCF_900880675.2	Sparus aurata	Actinopteri	Spariformes	RYR	4	found_annotated	NC_044208.1	13096635	13234084	137449	0.6529	1.0000	A0A6I8Q6P7|ryr1|Xenopus_tropicalis|RYR1	RYR1	ryr3	RYR3	1
Sparus_aurata|GCF_900880675.2|RYR.5	GCF_900880675.2	Sparus aurata	Actinopteri	Spariformes	RYR	5	found_annotated	NC_044201.1	22393551	22457064	63513	0.5661	1.0000	A0AAJ7XD62|LOC116953891|Petromyzon_marinus|vertebrate_basal	vertebrate_basal	ryr2b	RYR2	1
Takifugu_rubripes|GCF_901000725.3|ITPR1.0	GCF_901000725.3	Takifugu rubripes	Actinopteri	Tetraodontiformes	ITPR1	0	found_annotated	NC_042303.1	7272640	7316158	43518	0.9313	1.0000	A0A672IUQ7|ITPR1|Salarias_fasciatus	ITPR1	LOC101074739		1
Takifugu_rubripes|GCF_901000725.3|ITPR1.1	GCF_901000725.3	Takifugu rubripes	Actinopteri	Tetraodontiformes	ITPR1	1	found_annotated	NC_042303.1	17007076	17054504	47428	0.8620	1.0000	A0A672IUQ7|ITPR1|Salarias_fasciatus	ITPR1	itpr1b	ITPR1	1
Takifugu_rubripes|GCF_901000725.3|ITPR2.0	GCF_901000725.3	Takifugu rubripes	Actinopteri	Tetraodontiformes	ITPR2	0	found_annotated	NC_042293.1	7118211	7154384	36173	0.8535	1.0000	A0AAX7UHL1|ITPR2|Astatotilapia_calliptera	ITPR2	itpr2	ITPR2	1
Takifugu_rubripes|GCF_901000725.3|ITPR3.0	GCF_901000725.3	Takifugu rubripes	Actinopteri	Tetraodontiformes	ITPR3	0	found_annotated	NC_042287.1	5634625	5664918	30293	0.8589	1.0000	A0A8C6KWV8|ITPR3|Nothobranchius_furzeri	ITPR3	itpr3	ITPR3	1
Takifugu_rubripes|GCF_901000725.3|RYR.0	GCF_901000725.3	Takifugu rubripes	Actinopteri	Tetraodontiformes	RYR	0	found_annotated	NC_042295.1	13887834	13925336	37502	0.8005	1.0000	A0A6I8Q6P7|ryr1|Xenopus_tropicalis|RYR1	RYR1	ryr1b	RYR1	1
Takifugu_rubripes|GCF_901000725.3|RYR.1	GCF_901000725.3	Takifugu rubripes	Actinopteri	Tetraodontiformes	RYR	1	found_annotated	NC_042299.1	14254983	14290077	35094	0.7926	1.0000	A0A6I8Q6P7|ryr1|Xenopus_tropicalis|RYR1	RYR1	LOC101072939		1
Takifugu_rubripes|GCF_901000725.3|RYR.2	GCF_901000725.3	Takifugu rubripes	Actinopteri	Tetraodontiformes	RYR	2	found_annotated	NC_042285.1	5860143	5953174	93031	0.7934	1.0000	A0AC58GZ77|ryr2a|Danio_rerio|RYR2	RYR2	ryr2a	RYR2	1
Takifugu_rubripes|GCF_901000725.3|RYR.3	GCF_901000725.3	Takifugu rubripes	Actinopteri	Tetraodontiformes	RYR	3	found_annotated	NC_042286.1	10200686	10264420	63734	0.6735	1.0000	A0A8V0Y8K1|RYR2|Gallus_gallus|RYR2	RYR2	LOC101061096		1
Takifugu_rubripes|GCF_901000725.3|RYR.4	GCF_901000725.3	Takifugu rubripes	Actinopteri	Tetraodontiformes	RYR	4	found_annotated	NC_042300.1	9850796	9907000	56204	0.6578	1.0000	Q92736|RYR2|Homo_sapiens|RYR2	RYR2	ryr3	RYR3	1
Takifugu_rubripes|GCF_901000725.3|RYR.5	GCF_901000725.3	Takifugu rubripes	Actinopteri	Tetraodontiformes	RYR	5	found_annotated	NC_042288.1	5114135	5161508	47373	0.6127	1.0000	Q92736|RYR2|Homo_sapiens|RYR2	RYR2	ryr2b	RYR2	1
Rhinatrema_bivittatum|GCF_901001135.2|ITPR1.0	GCF_901001135.2	Rhinatrema bivittatum	Amphibia	Gymnophiona	ITPR1	0	found_annotated	NC_042618.1	431330014	431749144	419130	0.9033	1.0000	Q14643|ITPR1|Homo_sapiens|ITPR1	ITPR1	ITPR1	ITPR1	1
Rhinatrema_bivittatum|GCF_901001135.2|ITPR2.0	GCF_901001135.2	Rhinatrema bivittatum	Amphibia	Gymnophiona	ITPR2	0	found_annotated	NC_042618.1	286012647	287691553	1678906	0.9031	1.0000	A0A672UP22|ITPR2|Strigops_habroptila	ITPR2	ITPR2	ITPR2	1
Rhinatrema_bivittatum|GCF_901001135.2|ITPR3.0	GCF_901001135.2	Rhinatrema bivittatum	Amphibia	Gymnophiona	ITPR3	0	found_annotated	NC_042626.1	19030086	19483711	453625	0.8694	0.9989	A0A8V1ACE6|ITPR3|Gallus_gallus|ITPR3	ITPR3	ITPR3	ITPR3	1
Rhinatrema_bivittatum|GCF_901001135.2|RYR.0	GCF_901001135.2	Rhinatrema bivittatum	Amphibia	Gymnophiona	RYR	0	found_annotated	NC_042617.1	163141808	164911523	1769715	0.9158	0.9962	A0A3Q0HBW9|RYR|Alligator_sinensis	RYR	RYR2	RYR2	1
Rhinatrema_bivittatum|GCF_901001135.2|RYR.1	GCF_901001135.2	Rhinatrema bivittatum	Amphibia	Gymnophiona	RYR	1	found_annotated	NC_042625.1	77531090	77662059	130969	0.8814	1.0000	A0A6I8Q6P7|ryr1|Xenopus_tropicalis|RYR1	RYR1	RYR1	RYR1	1
Rhinatrema_bivittatum|GCF_901001135.2|RYR.2	GCF_901001135.2	Rhinatrema bivittatum	Amphibia	Gymnophiona	RYR	2	found_annotated	NC_042618.1	292402913	293693878	1290965	0.6699	1.0000	A0A6I8Q6P7|ryr1|Xenopus_tropicalis|RYR1	RYR1	RYR3	RYR3	1
Sphaeramia_orbicularis|GCF_902148855.1|ITPR1.0	GCF_902148855.1	Sphaeramia orbicularis	Actinopteri	Kurtiformes	ITPR1	0	found_annotated	NC_043961.1	28327631	28402852	75221	0.9665	1.0000	A0A672IUQ7|ITPR1|Salarias_fasciatus	ITPR1	itpr1a	ITPR1	1
Sphaeramia_orbicularis|GCF_902148855.1|ITPR1.1	GCF_902148855.1	Sphaeramia orbicularis	Actinopteri	Kurtiformes	ITPR1	1	found_annotated	NC_043961.1	11428304	11643790	215486	0.8709	1.0000	A0A672IUQ7|ITPR1|Salarias_fasciatus	ITPR1	itpr1b	ITPR1	1
Sphaeramia_orbicularis|GCF_902148855.1|ITPR2.0	GCF_902148855.1	Sphaeramia orbicularis	Actinopteri	Kurtiformes	ITPR2	0	found_annotated	NC_043962.1	24602970	24685194	82224	0.8477	1.0000	A0AAX7UHL1|ITPR2|Astatotilapia_calliptera	ITPR2	itpr2	ITPR2	1
Sphaeramia_orbicularis|GCF_902148855.1|ITPR3.0	GCF_902148855.1	Sphaeramia orbicularis	Actinopteri	Kurtiformes	ITPR3	0	found_annotated	NC_043963.1	1259080	1321983	62903	0.9065	1.0000	A0A8C6KWV8|ITPR3|Nothobranchius_furzeri	ITPR3	itpr3	ITPR3	1
Sphaeramia_orbicularis|GCF_902148855.1|RYR.0	GCF_902148855.1	Sphaeramia orbicularis	Actinopteri	Kurtiformes	RYR	0	found_annotated	NC_043975.1	3375132	3618581	243449	0.8679	1.0000	A0AC58GZ77|ryr2a|Danio_rerio|RYR2	RYR2	LOC115410430		1
Sphaeramia_orbicularis|GCF_902148855.1|RYR.1	GCF_902148855.1	Sphaeramia orbicularis	Actinopteri	Kurtiformes	RYR	1	found_annotated	NC_043969.1	44228740	44357618	128878	0.8092	1.0000	A0A6I8Q6P7|ryr1|Xenopus_tropicalis|RYR1	RYR1	ryr1b	RYR1	1
Sphaeramia_orbicularis|GCF_902148855.1|RYR.2	GCF_902148855.1	Sphaeramia orbicularis	Actinopteri	Kurtiformes	RYR	2	found_annotated	NC_043970.1	28734383	28790510	56127	0.8058	1.0000	A0A6I8Q6P7|ryr1|Xenopus_tropicalis|RYR1	RYR1	LOC115433333		1
Sphaeramia_orbicularis|GCF_902148855.1|RYR.3	GCF_902148855.1	Sphaeramia orbicularis	Actinopteri	Kurtiformes	RYR	3	found_annotated	NC_043978.1	34649793	34776247	126454	0.6758	1.0000	A0A8V0Y8K1|RYR2|Gallus_gallus|RYR2	RYR2	LOC115413408		1
Sphaeramia_orbicularis|GCF_902148855.1|RYR.4	GCF_902148855.1	Sphaeramia orbicularis	Actinopteri	Kurtiformes	RYR	4	found_annotated	NC_043979.1	28766625	28938552	171927	0.6666	1.0000	Q92736|RYR2|Homo_sapiens|RYR2	RYR2	ryr3	RYR3	1
Sphaeramia_orbicularis|GCF_902148855.1|RYR.5	GCF_902148855.1	Sphaeramia orbicularis	Actinopteri	Kurtiformes	RYR	5	found_annotated	NC_043971.1	30716996	30807692	90696	0.5579	1.0000	A0AAJ7XD62|LOC116953891|Petromyzon_marinus|vertebrate_basal	vertebrate_basal	ryr2b	RYR2	1
Myripristis_murdjan|GCF_902150065.1|ITPR1.0	GCF_902150065.1	Myripristis murdjan	Actinopteri	Holocentriformes	ITPR1	0	found_annotated	NC_043984.1	20528351	20600919	72568	0.9567	1.0000	A0A672IUQ7|ITPR1|Salarias_fasciatus	ITPR1	LOC115359857		1
Myripristis_murdjan|GCF_902150065.1|ITPR1.1	GCF_902150065.1	Myripristis murdjan	Actinopteri	Holocentriformes	ITPR1	1	found_annotated	NC_043984.1	28681105	28777881	96776	0.8723	1.0000	A0A672IUQ7|ITPR1|Salarias_fasciatus	ITPR1	itpr1b	ITPR1	1
Myripristis_murdjan|GCF_902150065.1|ITPR2.0	GCF_902150065.1	Myripristis murdjan	Actinopteri	Holocentriformes	ITPR2	0	found_annotated	NC_043985.1	23685652	23745053	59401	0.8612	1.0000	A0AAX7UHL1|ITPR2|Astatotilapia_calliptera	ITPR2	itpr2	ITPR2	1
Myripristis_murdjan|GCF_902150065.1|ITPR3.0	GCF_902150065.1	Myripristis murdjan	Actinopteri	Holocentriformes	ITPR3	0	found_annotated	NC_043986.1	2873749	2962903	89154	0.8947	1.0000	A0A8C6KWV8|ITPR3|Nothobranchius_furzeri	ITPR3	itpr3	ITPR3	1
Myripristis_murdjan|GCF_902150065.1|RYR.0	GCF_902150065.1	Myripristis murdjan	Actinopteri	Holocentriformes	RYR	0	found_annotated	NC_043998.1	474303	1139184	664881	0.8854	1.0000	A0AC58GZ77|ryr2a|Danio_rerio|RYR2	RYR2	ryr2a	RYR2	1
Myripristis_murdjan|GCF_902150065.1|RYR.1	GCF_902150065.1	Myripristis murdjan	Actinopteri	Holocentriformes	RYR	1	found_annotated	NC_043992.1	38685196	38785263	100067	0.8181	1.0000	A0A6I8Q6P7|ryr1|Xenopus_tropicalis|RYR1	RYR1	ryr1b	RYR1	1
Myripristis_murdjan|GCF_902150065.1|RYR.2	GCF_902150065.1	Myripristis murdjan	Actinopteri	Holocentriformes	RYR	2	found_annotated	NC_043993.1	17164556	17223646	59090	0.8005	1.0000	A0A6I8Q6P7|ryr1|Xenopus_tropicalis|RYR1	RYR1	LOC115371805		1
Myripristis_murdjan|GCF_902150065.1|RYR.3	GCF_902150065.1	Myripristis murdjan	Actinopteri	Holocentriformes	RYR	3	found_annotated	NC_044001.1	19169485	19284191	114706	0.6827	1.0000	Q92736|RYR2|Homo_sapiens|RYR2	RYR2	LOC115380742		1
Myripristis_murdjan|GCF_902150065.1|RYR.4	GCF_902150065.1	Myripristis murdjan	Actinopteri	Holocentriformes	RYR	4	found_annotated	NC_044003.1	15632877	15768757	135880	0.6693	1.0000	A0A8V0Y8K1|RYR2|Gallus_gallus|RYR2	RYR2	ryr3	RYR3	1
Myripristis_murdjan|GCF_902150065.1|RYR.5	GCF_902150065.1	Myripristis murdjan	Actinopteri	Holocentriformes	RYR	5	found_annotated	NC_043994.1	13653367	13727258	73891	0.6606	1.0000	A0A8V0Y8K1|RYR2|Gallus_gallus|RYR2	RYR2	LOC115372917		1
Gadus_morhua|GCF_902167405.1|ITPR1.0	GCF_902167405.1	Gadus morhua	Actinopteri	Gadiformes	ITPR1	0	found_annotated	NC_044060.1	5605266	5680778	75512	0.9276	1.0000	A0A672IUQ7|ITPR1|Salarias_fasciatus	ITPR1	itpr1a	ITPR1	1
Gadus_morhua|GCF_902167405.1|ITPR1.1	GCF_902167405.1	Gadus morhua	Actinopteri	Gadiformes	ITPR1	1	found_annotated	NC_044060.1	17049730	17145221	95491	0.8571	1.0000	A0A672IUQ7|ITPR1|Salarias_fasciatus	ITPR1	itpr1b	ITPR1	1
Gadus_morhua|GCF_902167405.1|ITPR2.0	GCF_902167405.1	Gadus morhua	Actinopteri	Gadiformes	ITPR2	0	found_annotated	NC_044056.1	24559978	24633276	73298	0.8243	1.0000	A0AAX7UHL1|ITPR2|Astatotilapia_calliptera	ITPR2	itpr2	ITPR2	1
Gadus_morhua|GCF_902167405.1|ITPR3.0	GCF_902167405.1	Gadus morhua	Actinopteri	Gadiformes	ITPR3	0	found_annotated	NC_044048.1	22307760	22354203	46443	0.8433	0.9978	A0A8C6KWV8|ITPR3|Nothobranchius_furzeri	ITPR3	itpr3	ITPR3	1
Gadus_morhua|GCF_902167405.1|RYR.0	GCF_902167405.1	Gadus morhua	Actinopteri	Gadiformes	RYR	0	found_annotated	NC_044065.1	21202025	21366877	164852	0.8611	1.0000	A0AC58GZ77|ryr2a|Danio_rerio|RYR2	RYR2	ryr2a	RYR2	1
Gadus_morhua|GCF_902167405.1|RYR.1	GCF_902167405.1	Gadus morhua	Actinopteri	Gadiformes	RYR	1	found_annotated	NC_044054.1	13554953	13620887	65934	0.7911	1.0000	A0A6I8Q6P7|ryr1|Xenopus_tropicalis|RYR1	RYR1	LOC115546754		1
Gadus_morhua|GCF_902167405.1|RYR.2	GCF_902167405.1	Gadus morhua	Actinopteri	Gadiformes	RYR	2	found_annotated	NC_044063.1	4175822	4270662	94840	0.8031	1.0000	A0A6I8Q6P7|ryr1|Xenopus_tropicalis|RYR1	RYR1	ryr1b	RYR1	1
Gadus_morhua|GCF_902167405.1|RYR.3	GCF_902167405.1	Gadus morhua	Actinopteri	Gadiformes	RYR	3	found_annotated	NC_044052.1	10471875	10601656	129781	0.6635	1.0000	A0A8V0Y8K1|RYR2|Gallus_gallus|RYR2	RYR2	LOC115543879		1
Gadus_morhua|GCF_902167405.1|RYR.4	GCF_902167405.1	Gadus morhua	Actinopteri	Gadiformes	RYR	4	found_annotated	NC_044068.1	15925838	16034053	108215	0.6516	1.0000	Q92736|RYR2|Homo_sapiens|RYR2	RYR2	ryr3	RYR3	1
Gadus_morhua|GCF_902167405.1|RYR.5	GCF_902167405.1	Gadus morhua	Actinopteri	Gadiformes	RYR	5	found_annotated	NC_044062.1	18827824	18902559	74735	0.5467	1.0000	A0AAJ7XD62|LOC116953891|Petromyzon_marinus|vertebrate_basal	vertebrate_basal	ryr2b	RYR2	1
Chanos_chanos|GCF_902362185.1|ITPR1.0	GCF_902362185.1	Chanos chanos	Actinopteri	Gonorynchiformes	ITPR1	0	found_annotated	NC_044500.1	49154734	49222204	67470	0.9082	1.0000	A0A8M2BDG0|itpr1a|Danio_rerio|ITPR1	ITPR1	itpr1a	ITPR1	1
Chanos_chanos|GCF_902362185.1|ITPR1.1	GCF_902362185.1	Chanos chanos	Actinopteri	Gonorynchiformes	ITPR1	1	found_annotated	NC_044500.1	43408354	43495188	86834	0.8904	1.0000	A0A672IUQ7|ITPR1|Salarias_fasciatus	ITPR1	itpr1b	ITPR1	1
Chanos_chanos|GCF_902362185.1|ITPR2.0	GCF_902362185.1	Chanos chanos	Actinopteri	Gonorynchiformes	ITPR2	0	found_annotated	NC_044507.1	7209471	7278998	69527	0.8407	1.0000	A0A8M9PQQ3|itpr2|Danio_rerio|ITPR2	ITPR2	itpr2	ITPR2	1
Chanos_chanos|GCF_902362185.1|ITPR3.0	GCF_902362185.1	Chanos chanos	Actinopteri	Gonorynchiformes	ITPR3	0	found_annotated	NC_044503.1	6301849	6330775	28926	0.8376	1.0000	A0A8M6Z266|itpr3|Danio_rerio|ITPR3	ITPR3	itpr3	ITPR3	1
Chanos_chanos|GCF_902362185.1|RYR.0	GCF_902362185.1	Chanos chanos	Actinopteri	Gonorynchiformes	RYR	0	found_annotated	NC_044499.1	33162313	33295443	133130	0.9264	1.0000	A0AC58GZ77|ryr2a|Danio_rerio|RYR2	RYR2	ryr2a	RYR2	1
Chanos_chanos|GCF_902362185.1|RYR.1	GCF_902362185.1	Chanos chanos	Actinopteri	Gonorynchiformes	RYR	1	found_annotated	NC_044509.1	12466165	12518971	52806	0.8210	1.0000	A0A6I8Q6P7|ryr1|Xenopus_tropicalis|RYR1	RYR1			1
Chanos_chanos|GCF_902362185.1|RYR.2	GCF_902362185.1	Chanos chanos	Actinopteri	Gonorynchiformes	RYR	2	found_annotated	NC_044496.1	28156247	28235319	79072	0.8162	1.0000	A0A6I8Q6P7|ryr1|Xenopus_tropicalis|RYR1	RYR1	ryr1b	RYR1	1
Chanos_chanos|GCF_902362185.1|RYR.3	GCF_902362185.1	Chanos chanos	Actinopteri	Gonorynchiformes	RYR	3	found_annotated	NC_044495.1	6275527	6404942	129415	0.6826	1.0000	Q92736|RYR2|Homo_sapiens|RYR2	RYR2	LOC115815591		1
Chanos_chanos|GCF_902362185.1|RYR.4	GCF_902362185.1	Chanos chanos	Actinopteri	Gonorynchiformes	RYR	4	found_annotated	NC_044498.1	9615361	9698660	83299	0.6624	1.0000	A0A6I8Q6P7|ryr1|Xenopus_tropicalis|RYR1	RYR1	ryr3	RYR3	1
Chanos_chanos|GCF_902362185.1|RYR.5	GCF_902362185.1	Chanos chanos	Actinopteri	Gonorynchiformes	RYR	5	found_annotated	NC_044504.1	23224642	23269839	45197	0.5531	1.0000	A0AAJ7XD62|LOC116953891|Petromyzon_marinus|vertebrate_basal	vertebrate_basal	ryr2b	RYR2	1
