label	accession	organism	vclass	vorder	cell	locus_idx	status	window	n_flanks	scanned_up	scanned_down	n_informative	n_root_keys	in_matrix	keys_relaxed
Mastacembelus_armatus|GCF_900324485.3|RYR.0	GCF_900324485.3	Mastacembelus armatus	Actinopteri	Synbranchiformes	RYR	0	found_annotated	informative10	20	11	18	20	20	1	ACBD4;ADOA;BMS1;CHRM3B;COPS3;COX19;EGR2B;EXOC6;FMN2B;HHEX;LMF1;LRRC45;MTR;NRBF2B;NT5M;PEMT;RAB26;RAC3B;SOX8A;TRUB1
Mastacembelus_armatus|GCF_900324485.3|RYR.1	GCF_900324485.3	Mastacembelus armatus	Actinopteri	Synbranchiformes	RYR	1	found_annotated	informative10	20	11	26	20	20	0	AXL;B3GNT2L;BCKDH;CLDN;CLDNJ;EXOSC5;GALNT17;GIPR;HNRNPUL1;NAPA;NUP88;OPA3;PPP1R13L;PPP5C;RASGRP4;RHBDD1;SBDS;TGFB1A;TMEM91;TYW1
Mastacembelus_armatus|GCF_900324485.3|RYR.2	GCF_900324485.3	Mastacembelus armatus	Actinopteri	Synbranchiformes	RYR	2	found_annotated	informative10	20	24	11	20	20	0	ARHGAP31;B4GALT4;BRD8A;CASR;CXXC5A;DNAJC18;GNG8;GSX1;LIPI;MAP7D2A;NFRK;NRG2A;PDHA1A;PPP3C;PRDX4;PURA;SLC22A6L;SMS;TMEM45B;WASF3A
Mastacembelus_armatus|GCF_900324485.3|RYR.3	GCF_900324485.3	Mastacembelus armatus	Actinopteri	Synbranchiformes	RYR	3	found_annotated	informative10	20	26	16	20	20	0	ACP7;ADSS1;AREL1;ARHGAP11A;BMF1;CHRM5A;CYP1C1;DNAJC17;EIF2AK4;EXD1;FSIP1;GCHFR;GPX2;GREM1B;LIN52;POMT2;SIVA1;THBS1A;VSX2;ZBTB42
Mastacembelus_armatus|GCF_900324485.3|RYR.4	GCF_900324485.3	Mastacembelus armatus	Actinopteri	Synbranchiformes	RYR	4	found_annotated	informative10	20	13	11	20	20	0	ABRACL;ACTC1A;CHRM5B;CLU;EMC7B;FNTB;GPR176;GREM1A;HECA;KATNBL1;KNSTRN;MAX;MTIF3;REPS1;SCARA3;SCG5;SLC10A1;SRSF5B;SUSD6;THBS1B
Mastacembelus_armatus|GCF_900324485.3|RYR.5	GCF_900324485.3	Mastacembelus armatus	Actinopteri	Synbranchiformes	RYR	5	found_annotated	informative10	20	14	15	20	20	0	ACTN2B;BICC1A;BORA;CCSER2A;CHRM3A;DACHC;DNAJC9;ECD;FAM149B1;FMN2A;GREM2A;GRID1A;KHDRBS2;MZT1;NDNFL;P4HA1B;PHYHIPL;RGS7A;UBAC2;WAPL
Gouania_willdenowi|GCF_900634775.2|ITPR1.0	GCF_900634775.2	Gouania willdenowi	Actinopteri	Blenniiformes	ITPR1	0	found_annotated	informative10	20	15	35	20	20	1	ATF1;ATF7B;CYP27B1;DIP2B;ESPL1;ESYT1B;FAIM2B;LARP4A;MCRS1;METTL1;OSGN1;PFDN5;PFKM;SCN8A;SLC4A8;SUMF1;SUOX;TTLL3;ZC3H10;ZNF740A
Gouania_willdenowi|GCF_900634775.2|ITPR1.1	GCF_900634775.2	Gouania willdenowi	Actinopteri	Blenniiformes	ITPR1	1	found_annotated	informative10	20	14	13	20	20	0	ADAMTS9;ARL6IP5A;ATXN7;EEVS;FOXP1B;FRMD4B;KBTBD8;LRIG1;LRRN1;MAGI1B;MDFIC2;MITF;PRICKLE2B;PROK2;PSMD6;SETMAR;SLC25A26;SLC2A9L1;THOC7;TRNT1
Gouania_willdenowi|GCF_900634775.2|ITPR2.0	GCF_900634775.2	Gouania willdenowi	Actinopteri	Blenniiformes	ITPR2	0	found_annotated	informative10	20	13	13	20	20	1	BANP;BHLHE41;BMAL2;C1QTNF13;EEA1;ENDOUC;FANCI;FBXO31;KRAS;NR1H4;NUDT4A;POLG;PPFIBP1B;RASSF8A;RHCG;SASS6;SLC17A8;SSPN;UBE2N;ZNF469
Gouania_willdenowi|GCF_900634775.2|ITPR3.0	GCF_900634775.2	Gouania willdenowi	Actinopteri	Blenniiformes	ITPR3	0	found_annotated	informative10	12	11	7	11	11	1	AMT;CELSR3;HM13;HYAL3;IFRD2;MGLL;MRGBP;NAA80;PRKAR2A;SLC26A6;WDR6
Gouania_willdenowi|GCF_900634775.2|RYR.0	GCF_900634775.2	Gouania willdenowi	Actinopteri	Blenniiformes	RYR	0	found_annotated	informative10	20	11	16	20	20	1	ADOA;ATP6V0A1B;BMS1;CCDC57;CHRM3B;CYP26A1;EGR2B;ENPP7;EXOC6;FASN;FMN2B;HHEX;IPMK;JMJD1C;MTR;NAGLU;NRBF2B;RAB3GAP1;REEP3B;TFAM
Gouania_willdenowi|GCF_900634775.2|RYR.1	GCF_900634775.2	Gouania willdenowi	Actinopteri	Blenniiformes	RYR	1	found_annotated	informative10	11	2	16	11	11	0	AXL;BLVR;CKMB;ERCC2;KCNK6;KLC3;MARK4B;PRX;RASGRP4;SERTAD3;SPTBN4B
Gouania_willdenowi|GCF_900634775.2|RYR.2	GCF_900634775.2	Gouania willdenowi	Actinopteri	Blenniiformes	RYR	2	found_annotated	informative10	20	22	12	20	20	0	ARHGAP31;CXXC5A;DNAJC18;GABRR3A;GNG8;GSX1;LIPI;MAP7D2A;NFRK;NRG2A;PDHA1A;PHLDB2A;PPP3C;PRDX4;PURA;PYGM;SLC22A6L;SMS;TMEM45B;WASF3A
Gouania_willdenowi|GCF_900634775.2|RYR.3	GCF_900634775.2	Gouania willdenowi	Actinopteri	Blenniiformes	RYR	3	found_annotated	informative10	20	15	26	20	20	0	ACP7;ACTC1B;ADSS1;AREL1;ARHGAP11A;BMF1;CHRM5A;CYP1C1;DNAJC17;EIF2AK4;EXD1;FSIP1;GCHFR;GPX2;GREM1B;LIN52;POMT2;SIVA1;THBS1A;VSX2
Gouania_willdenowi|GCF_900634775.2|RYR.4	GCF_900634775.2	Gouania willdenowi	Actinopteri	Blenniiformes	RYR	4	found_annotated	informative10	20	11	11	20	20	0	ACTC1A;CHRM5B;DYNLT1B;EMC7B;FMN1;FNTB;GPR176;GREM1A;GTF2H5;KATNBL1;MAX;MRPS10;SCG5;SERAC1;SLC10A1;SRSF5B;SUSD6;THBS1B;TMEM181;TULP4A
Gouania_willdenowi|GCF_900634775.2|RYR.5	GCF_900634775.2	Gouania willdenowi	Actinopteri	Blenniiformes	RYR	5	found_annotated	informative10	20	20	17	20	20	0	ACTN2B;BICC1A;BORA;CHRM3A;DACHC;DIS3;DNAJC9;ECD;FAM149B1;FMN2A;GRID1A;MZT1;NDNFL;P4HA1B;PHACTR2;PHYHIPL;PIBF1;SPARCL2;UBAC2;WAPL
Erpetoichthys_calabaricus|GCF_900747795.2|ITPR1.0	GCF_900747795.2	Erpetoichthys calabaricus	Cladistia	Polypteriformes	ITPR1	0	found_annotated	informative10	20	11	17	20	20	1	ABHD6A;ARL8B;AVPR2B;BHLHE40;CCDC174;CRBN;DENND6A;EDEM1;GHRL;LMCD1;LRRN1;NR2C2;PDE12;RPS23;SETMAR;SLMAP;SUMF1;TATDN2;TRNT1;VHL
Erpetoichthys_calabaricus|GCF_900747795.2|ITPR2.0	GCF_900747795.2	Erpetoichthys calabaricus	Cladistia	Polypteriformes	ITPR2	0	found_annotated	informative10	20	19	14	20	20	1	BCAT1;BHLHE41;C2CD5;DENND6B;DNAI7;EEA1;ETNK1;GCC1;INTS13;LRMP;MRPL42;NUDT4A;PLEKHG7;PPP6R2A;RABL2;RASSF8B;SOX5;SSPN;ST8SIA1;TYMP
Erpetoichthys_calabaricus|GCF_900747795.2|ITPR3.0	GCF_900747795.2	Erpetoichthys calabaricus	Cladistia	Polypteriformes	ITPR3	0	found_annotated	informative10	15	25	60	15	15	1	APOBEC2A;ARL8A;C3H6ORF89;CDKN1A;CELSR2;DSTYK;ELF3;FKBP5;FRS3;OARD1;PLXNA2;PPIL1;PTH4;SARS1;TMCC2
Erpetoichthys_calabaricus|GCF_900747795.2|RYR.0	GCF_900747795.2	Erpetoichthys calabaricus	Cladistia	Polypteriformes	RYR	0	found_annotated	informative10	20	28	10	20	20	1	ASRGL1;B3GAT2;CDC42EP3;CENPK;COL9A1B;EPHX5;FAM135A;FH;FMN2B;GREM2B;GTPBP2B;MAD2L1BP;MTR;OGFRL1;OPN3;POLH;RIMS1B;SDHAF4;SEC23B;SMAP1
Erpetoichthys_calabaricus|GCF_900747795.2|RYR.1	GCF_900747795.2	Erpetoichthys calabaricus	Cladistia	Polypteriformes	RYR	1	found_annotated	informative10	20	27	39	20	19	0	ACSL2;B9D2;BLVR;CCDC9;CCDC97;DACT3A;ENKD1;ESRRD;FOSB;HNRNPUL1L;KCNK6;NCCRP1;PAK4;POLB;PPP1R14A;SAE1;SERTAD3;SHKBP1;SPINT2;ZC3H4
Erpetoichthys_calabaricus|GCF_900747795.2|RYR.2	GCF_900747795.2	Erpetoichthys calabaricus	Cladistia	Polypteriformes	RYR	2	found_annotated	informative10	20	18	14	20	20	0	ACP7;ARHGAP11A;ATP6V1D;AVEN;CHRM5B;CHURC1;DICER1;EMC7B;FSIP1;GANC;GLRX5;GPR176;GSC;KATNBL1;RGS6;SIPA1L1;SPTB;SYNE3;THBS1B;ZFYVE26
Sparus_aurata|GCF_900880675.2|ITPR1.0	GCF_900880675.2	Sparus aurata	Actinopteri	Spariformes	ITPR1	0	found_annotated	informative10	20	13	30	20	20	1	ATF1;ATF7B;CDK4;CYP27B1;DIP2B;ESPL1;FAIM2B;LARP4A;MCRS1;METTL1;MMP19;PFDN5;SCN8A;SLC4A8;SUMF1;SUOX;TMT1A;TTLL3;ZC3H10;ZNF740A
Sparus_aurata|GCF_900880675.2|ITPR1.1	GCF_900880675.2	Sparus aurata	Actinopteri	Spariformes	ITPR1	1	found_annotated	informative10	20	14	13	20	20	0	ARL6IP5A;ARL8B;AVPR2B;BHLHE40;CCDC120B;COMT;CXXC1B;FOXP1B;FRMD4B;GPR27;GRM6B;LRRN1;MBD1B;MDFIC2;MITF;MON1A;MST1R;SETMAR;TRAIP;TRNT1
Sparus_aurata|GCF_900880675.2|ITPR2.0	GCF_900880675.2	Sparus aurata	Actinopteri	Spariformes	ITPR2	0	found_annotated	informative10	20	14	11	20	20	1	BANP;BHLHE41;BMAL2;C1QTNF13;CES2B;EEA1;ENDOUC;FANCI;FBXO31;KRAS;NR1H4;NUDT4A;PLEKHG7;POLG;PPFIBP1B;RASSF8A;SLC17A8;SSPN;UBE2N;ZNF469
Sparus_aurata|GCF_900880675.2|ITPR3.0	GCF_900880675.2	Sparus aurata	Actinopteri	Spariformes	ITPR3	0	found_annotated	informative10	20	26	57	20	20	1	ACSS2;ATP6AP1A;BCAP31;CCDC135;EDEM2;ELK1;GPR37L1B;GRIPAP1;HM13;KCND1;NDNL2;OTUD5A;PIM2;PLXNA3;PTPN18;RFC2;SLC35A2;SNX21;TAFAZZIN;USP11
Sparus_aurata|GCF_900880675.2|RYR.0	GCF_900880675.2	Sparus aurata	Actinopteri	Spariformes	RYR	0	found_annotated	informative10	20	17	15	20	20	1	ABCC3;ACBD4;ADGRA1A;CABCOCO1;CCDC57;CSNK1D;DAGL;FASN;GALK1;LLGL2;MBTD1;MRPL58;MYO15B;RAB3GAP1;SAP30BP;SLC16A3B;SPAG9B;TDRKH;TMEM26B;TMEM94
Sparus_aurata|GCF_900880675.2|RYR.1	GCF_900880675.2	Sparus aurata	Actinopteri	Spariformes	RYR	1	found_annotated	informative10	20	31	11	20	20	0	AXL;B3GNT2L;BCKDH;BICR;CALN1;CLDN;CLDNJ;EXOSC5;GALNT17;GIPR;HNRNPUL1;NAPA;OPA3;PPP1R13L;PPP5C;RASGRP4;SBDS;TGFB1A;TMEM91;TYW1
Sparus_aurata|GCF_900880675.2|RYR.2	GCF_900880675.2	Sparus aurata	Actinopteri	Spariformes	RYR	2	found_annotated	informative10	20	23	11	20	20	0	ATP6V1A;BRD8A;CXXC5A;DNAJC18;GABRR3A;GNG8;GSX1;LIPI;MAP7D2A;NFRK;NRG2A;PDHA1A;PHLDB2A;PPP3C;PRDX4;PURA;SLC22A6L;SMS;TMEM45B;WASF3A
Sparus_aurata|GCF_900880675.2|RYR.3	GCF_900880675.2	Sparus aurata	Actinopteri	Spariformes	RYR	3	found_annotated	informative10	20	26	15	20	20	0	ACP7;ACTC1B;ADSS1;AREL1;ARHGAP11A;BMF1;CHRM5A;CYP1C1;DNAJC17;EIF2AK4;EXD1;FSIP1;GCHFR;GPX2;GREM1B;LIN52;POMT2;SIVA1;THBS1A;VSX2
Sparus_aurata|GCF_900880675.2|RYR.4	GCF_900880675.2	Sparus aurata	Actinopteri	Spariformes	RYR	4	found_annotated	informative10	20	12	10	20	20	0	ABRACL;ACOT20;ACTC1A;AVEN;CHRM5B;CLU;EMC7B;FMN1;GPR176;GREM1A;HECA;KATNBL1;MTIF3;REPS1;SCARA3;SCG5;SLC10A1;SRSF5B;SUSD6;THBS1B
Sparus_aurata|GCF_900880675.2|RYR.5	GCF_900880675.2	Sparus aurata	Actinopteri	Spariformes	RYR	5	found_annotated	informative10	20	13	14	20	20	0	ACTN2B;BICC1A;CCSER2A;CHRM3A;DACHC;DNAJC9;ECD;FAM149B1;FMN2A;GREM2A;GRID1A;MZT1;NDNFL;P4HA1B;PHYHIPL;RGS7A;SLC16A9A;SPARCL2;UBAC2;WAPL
Takifugu_rubripes|GCF_901000725.3|ITPR1.0	GCF_901000725.3	Takifugu rubripes	Actinopteri	Tetraodontiformes	ITPR1	0	found_annotated	informative10	20	24	19	20	20	1	ATF1;ATF7B;CDK4;CYP27B1;DIP2B;ESPL1;ESYT1B;FAIM2B;LARP4A;MCRS1;METTL1;MMP19;PFDN5;SLC4A8;SUMF1;SUOX;TIMELESS;TTLL3;ZC3H10;ZNF740A
Takifugu_rubripes|GCF_901000725.3|ITPR1.1	GCF_901000725.3	Takifugu rubripes	Actinopteri	Tetraodontiformes	ITPR1	1	found_annotated	informative10	20	12	12	20	19	0	ARL8B;CAMKV;CCDC120B;CDK5RAP1;CHL1B;CNTN4;CNTN6;COMT;GHRH;GRM6B;IFT52;LRRN1;MBD1B;MON1A;MST1R;MYBL2B;RPN2;SEMA3F;SETMAR;TRAIP
Takifugu_rubripes|GCF_901000725.3|ITPR2.0	GCF_901000725.3	Takifugu rubripes	Actinopteri	Tetraodontiformes	ITPR2	0	found_annotated	informative10	20	14	15	20	20	1	BANP;BHLHE41;BMAL2;C1QTNF13;CES2B;EEA1;ENDOUC;FANCI;FBXO31;KRAS;NR1H4;NUDT4A;PLEKHG7;POLG;PPFIBP1B;RASSF8A;SLC17A8;SSPN;UBE2N;ZNF469
Takifugu_rubripes|GCF_901000725.3|ITPR3.0	GCF_901000725.3	Takifugu rubripes	Actinopteri	Tetraodontiformes	ITPR3	0	found_annotated	informative10	20	24	14	20	20	1	BCAP31;CALCRL2;CHCHD6A;CTNNBL1;E2F1;ELK1;GPR37L1B;GRIPAP1;HDAC7A;ITCH;KCND1;OTUD5A;PLXNA3;PTPN18;SLC35A2;SLC6A8;TTI1;VSTM2L;ZGPAT;ZNF341
Takifugu_rubripes|GCF_901000725.3|RYR.0	GCF_901000725.3	Takifugu rubripes	Actinopteri	Tetraodontiformes	RYR	0	found_annotated	informative10	20	16	18	19	19	1	AXL;CADM2B;CLDN27A;CLDN3A;CLDN5C;CLDN8;CLDNE;CLDNF;CLDNJ;GBE1B;GRIK1B;MTUS2B;OPA3;PPP5C;RASGRP4;RWDD2B;SBDS;TGFB1A;USP16
Takifugu_rubripes|GCF_901000725.3|RYR.1	GCF_901000725.3	Takifugu rubripes	Actinopteri	Tetraodontiformes	RYR	1	found_annotated	informative10	20	23	11	20	20	0	ARHGAP31;B4GALT4;CXXC5A;DNAJC18;GABRR3A;GNG8;GSX1;LIPI;MAP7D2A;NFRK;NRG2A;PHLDB2A;PPP3C;PRDX4;PURA;PYGM;SLC22A6L;SMS;TMEM45B;WASF3A
Takifugu_rubripes|GCF_901000725.3|RYR.2	GCF_901000725.3	Takifugu rubripes	Actinopteri	Tetraodontiformes	RYR	2	found_annotated	informative10	20	31	14	20	20	0	ACLY;ADGRA1A;ALDH18A1;BMS1;CHRM3B;DBF4B;FKBP10B;GALK1;GHDC;GPAM;IPMK;LLGL2;MBTD1;MED1;MTR;MYO15B;NAGLU;PNMT;TDRKH;TMEM94
Takifugu_rubripes|GCF_901000725.3|RYR.3	GCF_901000725.3	Takifugu rubripes	Actinopteri	Tetraodontiformes	RYR	3	found_annotated	informative10	20	26	15	20	20	0	ACP7;ACTC1B;ADSS1;AREL1;ARHGAP11A;BMF1;CHRM5A;DNAJC17;EIF2AK4;EXD1;FSIP1;GCHFR;GPX2;GREM1B;LIN52;POMT2;SIVA1;SLC10A1;VSX2;ZBTB42
Takifugu_rubripes|GCF_901000725.3|RYR.4	GCF_901000725.3	Takifugu rubripes	Actinopteri	Tetraodontiformes	RYR	4	found_annotated	informative10	20	12	11	20	20	0	ACTC1A;ATP6V1D;AVEN;CHRM5B;EIF2S1B;EMC7B;FMN1;GPHN;GPR176;GREM1A;GTF2H5;HSP90AB1;KATNBL1;MYCT1A;PALS1B;RBM25B;SCG5;SERAC1;SYNE1A;THBS1B
Takifugu_rubripes|GCF_901000725.3|RYR.5	GCF_901000725.3	Takifugu rubripes	Actinopteri	Tetraodontiformes	RYR	5	found_annotated	informative10	20	14	13	20	20	0	ACTN2B;CCSER2A;CHRM3A;DACHC;DNAJC9;ECD;FAM13C;FAM149B1;FMN2A;GREM2A;GRID1A;MZT1;NDNFL;P4HA1B;PHYHIPL;RGS7A;SLC16A9A;STYXL1;UBAC2;WAPL
Rhinatrema_bivittatum|GCF_901001135.2|ITPR1.0	GCF_901001135.2	Rhinatrema bivittatum	Amphibia	Gymnophiona	ITPR1	0	found_annotated	informative10	20	11	11	20	20	1	ARL8B;BHLHE40;CRBN;EDEM1;GLT8D2;GRM7;HSP90B1;IL5RA;LMCD1;LRRN1;NT5DC3;OXTR;RAD18;SRGAP3;SSUH2;SUMF1;TDG;THUMPD3;TRNT1;UQCC6
Rhinatrema_bivittatum|GCF_901001135.2|ITPR2.0	GCF_901001135.2	Rhinatrema bivittatum	Amphibia	Gymnophiona	ITPR2	0	found_annotated	informative10	20	13	10	20	20	1	ABCC9;BCAT1;BHLHE41;CMAS;DNAI7;EIF2AK4;ETFRF1;FGFR1OP2;GOLT1B;INTS13;IRAG2;KATNBL1;KCNJ8;KRAS;LMNTD1;MED21;RASSF8;RECQL;SOX5;TM7SF3
Rhinatrema_bivittatum|GCF_901001135.2|ITPR3.0	GCF_901001135.2	Rhinatrema bivittatum	Amphibia	Gymnophiona	ITPR3	0	found_annotated	informative10	20	10	17	20	20	1	ABCG4;C2CD2L;CBL;CFAP276;GRM4;HINFP;HMGA1;IP6K3;LEMD2;MLN;NHERF4;NLRX1;NUDT3;PACSIN1;RNF26;RPS10;SARS1;SMIM29;SPDEF;TMEM167B
Rhinatrema_bivittatum|GCF_901001135.2|RYR.0	GCF_901001135.2	Rhinatrema bivittatum	Amphibia	Gymnophiona	RYR	0	found_annotated	informative10	20	12	17	20	20	0	AHCTF1;BIRC6;CHRM3;DPY30;FAM98A;KCNK1;LTBP1;MAP3K21;MEMO1;MTR;PSEN2;RASGRP3;SCCPDH;SLC35F3;SPAST;SRD5A2;STRN;TTC27;VIT;YIPF4
Rhinatrema_bivittatum|GCF_901001135.2|RYR.1	GCF_901001135.2	Rhinatrema bivittatum	Amphibia	Gymnophiona	RYR	1	found_annotated	informative10	20	21	15	20	20	1	ADAD2;ALKBH6;BICRA;CAPNS1;CHP2;CLIP3;DLL3;EHD2;EIF3K;FAM98C;GGN;MAP4K1;NAPA;NOP53;PSMD8;RASGRP4;SPRED3;SYNE4;TIMM50;ZNF541
Rhinatrema_bivittatum|GCF_901001135.2|RYR.2	GCF_901001135.2	Rhinatrema bivittatum	Amphibia	Gymnophiona	RYR	2	found_annotated	informative10	20	10	11	20	20	0	ABCC9;ARHGAP11A;AVEN;CDIN1;DPH6;EIF2AK4;FAM98B;FGFR1OP2;GOLT1B;GPR176;KATNBL1;KCNJ8;MED21;MEIS2;RECQL;SCG5;THBS1;TM7SF3;TMEM220;ZNF770
Sphaeramia_orbicularis|GCF_902148855.1|ITPR1.0	GCF_902148855.1	Sphaeramia orbicularis	Actinopteri	Kurtiformes	ITPR1	0	found_annotated	informative10	20	31	14	20	20	1	ATF1;ATF7B;C1QL4B;CDK4;CYP27B1;DIP2B;DTX3L;ESPL1;FAIM2B;MCRS1;METTL1;PFDN5;PFKM;SCN8A;SLC4A8;SUMF1;SUOX;TTLL3;ZC3H10;ZNF740A
Sphaeramia_orbicularis|GCF_902148855.1|ITPR1.1	GCF_902148855.1	Sphaeramia orbicularis	Actinopteri	Kurtiformes	ITPR1	1	found_annotated	informative10	20	19	12	20	20	0	ARHGAP46A;ARL6IP5A;AVPR2B;BHLHE40;EEVS;FOXP1B;FRMD4B;GPR27;ID1;LRRN1;MITF;NCOA3;NDRG3A;PHF20A;SETMAR;SLA2A;SNAI1A;SULF2A;TRNT1;TRPC4AP
Sphaeramia_orbicularis|GCF_902148855.1|ITPR2.0	GCF_902148855.1	Sphaeramia orbicularis	Actinopteri	Kurtiformes	ITPR2	0	found_annotated	informative10	20	11	11	20	20	1	BANP;BHLHE41;BMAL2;C1QTNF13;CES2B;EEA1;ENDOUC;FANCI;FBXO31;KRAS;NR1H4;NUDT4A;PLEKHG7;POLG;PPFIBP1B;RASSF8A;SLC17A8;SSPN;UBE2N;ZNF469
Sphaeramia_orbicularis|GCF_902148855.1|ITPR3.0	GCF_902148855.1	Sphaeramia orbicularis	Actinopteri	Kurtiformes	ITPR3	0	found_annotated	informative10	20	33	27	19	19	1	ADRM1;CELSR3;CLCN6;CRY3A;FSBP;HM13;KIAA2013;MRGBP;MTHFR;NAA80;PLOD1A;PRKAR2A;RPS21;SLC26A6;SLC66A1;SNX21;SULF2B;TRIM33;WDR6
Sphaeramia_orbicularis|GCF_902148855.1|RYR.0	GCF_902148855.1	Sphaeramia orbicularis	Actinopteri	Kurtiformes	RYR	0	found_annotated	informative10	20	36	25	20	20	1	ACBD4;ANKFN1A;CHRM3B;DPYSL4;EPAS1A;GLUD1B;HLFB;JAKMIP3;LDB3B;MTA3;MYOZ1B;NOG3;PPM1B;PRKCE;SIX3B;SMIM36;SNCG;SYDE1;TCERG1L;USP54B
Sphaeramia_orbicularis|GCF_902148855.1|RYR.1	GCF_902148855.1	Sphaeramia orbicularis	Actinopteri	Kurtiformes	RYR	1	found_annotated	informative10	20	11	30	20	20	0	AXL;B3GNT2L;BCKDH;BICR;CLDN;CLDNF;CLDNJ;EML2;EXOSC5;GALNT17;HNRNPUL1;NAPA;OPA3;PPP1R13L;PPP5C;RASGRP4;SBDS;TGFB1A;TMEM91;TYW1
Sphaeramia_orbicularis|GCF_902148855.1|RYR.2	GCF_902148855.1	Sphaeramia orbicularis	Actinopteri	Kurtiformes	RYR	2	found_annotated	informative10	20	22	11	20	20	0	ARHGAP31;BRD8A;CXXC5A;DNAJC18;GABRR3A;GNG8;GSX1;LIPI;MAP7D2A;NFRK;NRG2A;PDHA1A;PHLDB2A;PPP3C;PRDX4;PURA;SLC22A6L;SMS;TMEM45B;WASF3A
Sphaeramia_orbicularis|GCF_902148855.1|RYR.3	GCF_902148855.1	Sphaeramia orbicularis	Actinopteri	Kurtiformes	RYR	3	found_annotated	informative10	20	26	20	20	20	0	ACP7;ACTC1B;ADSS1;AKT1;AREL1;ARHGAP11A;BMF1;CHRM5A;EIF2AK4;EXD1;FSIP1;GCHFR;GPX2;GREM1B;LIN52;POMT2;SIVA1;THBS1A;VSX2;ZBTB42
Sphaeramia_orbicularis|GCF_902148855.1|RYR.4	GCF_902148855.1	Sphaeramia orbicularis	Actinopteri	Kurtiformes	RYR	4	found_annotated	informative10	20	12	12	20	20	0	ABRACL;ACOT20;ACTC1A;CHRM5B;EMC7B;FMN1;GPR176;GREM1A;HECA;KATNBL1;KNSTRN;MAX;MTIF3;REPS1;SCARA3;SCG5;SLC10A1;SRSF5B;SUSD6;THBS1B
Sphaeramia_orbicularis|GCF_902148855.1|RYR.5	GCF_902148855.1	Sphaeramia orbicularis	Actinopteri	Kurtiformes	RYR	5	found_annotated	informative10	20	11	16	20	20	0	ACTN2B;BICC1A;BORA;CCSER2A;CHRM3A;DACHC;DIS3;DNAJC9;ECD;FAM149B1;FMN2A;GREM2A;GRID1A;MZT1;NDNFL;P4HA1B;RGS7A;SPARCL2;STYXL1;UBAC2
Myripristis_murdjan|GCF_902150065.1|ITPR1.0	GCF_902150065.1	Myripristis murdjan	Actinopteri	Holocentriformes	ITPR1	0	found_annotated	informative10	20	15	28	20	20	1	ATF1;ATF7B;C1QL4B;CDK4;CYP27B1;DIP2B;ESPL1;ESYT1B;FAIM2B;LARP4A;MCRS1;METTL1;PFDN5;PFKM;SCN8A;SLC4A8;SUMF1;SUOX;ZC3H10;ZNF740A
Myripristis_murdjan|GCF_902150065.1|ITPR1.1	GCF_902150065.1	Myripristis murdjan	Actinopteri	Holocentriformes	ITPR1	1	found_annotated	informative10	20	13	11	20	20	0	ARL6IP5A;ARL8B;AVPR2B;BHLHE40;CAMKV;CCDC120B;COMT;EEVS;FOXP1B;FRMD4B;GRM6B;LRRN1;MBD1B;MDFIC2;MITF;MON1A;MST1R;SETMAR;TRAIP;TRNT1
Myripristis_murdjan|GCF_902150065.1|ITPR2.0	GCF_902150065.1	Myripristis murdjan	Actinopteri	Holocentriformes	ITPR2	0	found_annotated	informative10	20	11	10	20	20	1	BANP;BHLHE41;BMAL2;C1QTNF13;CES2B;EEA1;ENDOUC;FANCI;FBXO31;KRAS;NR1H4;NUDT4A;PLEKHG7;POLG;PPFIBP1B;RASSF8A;SLC17A8;SSPN;UBE2N;ZNF469
Myripristis_murdjan|GCF_902150065.1|ITPR3.0	GCF_902150065.1	Myripristis murdjan	Actinopteri	Holocentriformes	ITPR3	0	found_annotated	informative10	20	36	29	20	20	1	BCAP31;COMMD7;DNMT3B;EDEM2;ELK1;GRIPAP1;HM13;KCND1;MAPRE1B;MRGBP;OTUD5A;PIM2;PLXNA3;PTPN18;RFC2;SLC35A2;SLC6A8;SNX21;SRMS;USP11
Myripristis_murdjan|GCF_902150065.1|RYR.0	GCF_902150065.1	Myripristis murdjan	Actinopteri	Holocentriformes	RYR	0	found_annotated	informative10	12	4	12	12	12	1	ACADS;BMS1;CHRM3B;CSNK1E;DMC1;FMN2B;GSPT1;MAFF;MTR;RSL1D1;TMEM184B;TOMM22
Myripristis_murdjan|GCF_902150065.1|RYR.1	GCF_902150065.1	Myripristis murdjan	Actinopteri	Holocentriformes	RYR	1	found_annotated	informative10	20	10	28	20	20	0	AXL;B3GNT2L;BCKDH;BICR;CLDN;CLDNF;CLDNJ;EXOSC5;GALNT17;GIPR;HNRNPUL1;NAPA;OPA3;PPP1R13L;PPP5C;RASGRP4;SBDS;TGFB1A;TMEM91;TYW1
Myripristis_murdjan|GCF_902150065.1|RYR.2	GCF_902150065.1	Myripristis murdjan	Actinopteri	Holocentriformes	RYR	2	found_annotated	informative10	20	19	14	20	20	0	BHLHA9;BRD8A;CFAP54;CXXC5A;DLAT;DNAJC18;GABRR3A;GDPD5A;GNG8;MICU2;NFRK;NRG2A;NRIP1B;PURA;SAMSN1B;SMS;SPTBN4A;TMEM45B;USP25;WSCD1B
