accession	organism	vclass	vorder	source	assembly_level	cell	locus_idx	is_control	contig	start	end	strand	bait	coverage	identity	frameshifts	stop_codons	cell_status	contig_spans_gene	contig_n50	gene_set	state	state_reason	locus_cds_bp	n_models	n_coding_models	n_coding_pieces	n_noncoding_models	best_model_frac	union_coding_frac	noncoding_biotype	top_overlapper_biotype	top_overlapper_pseudo	best_gene_id	best_symbol	best_product	best_biotype	namer_gene_id	namer_symbol	namer_product	namer_biotype	namer_coding	namer_frac_cds	namer_own_frac	namer_model_aa	symbol_verdict	symbol_claim	product_verdict	product_claim	integrity_verdict	lesion_density
GCF_041902795.1	Electrophorus electricus	Actinopteri	Gymnotiformes	RefSeq	Chromosome	RYR	0	1	NC_137511.1	26381882	26570797	+	A0AC58GZ77	1	0.8999	0	0	found_annotated	1	22449376	present	complete	one model covers 1.00 of the coding footprint (bar 0.50)	14898	1	1	1	0	0.9973	0.9973		protein_coding	0	gene-ryr2a	ryr2a	ryanodine receptor 2a (cardiac)	protein_coding	gene-ryr2a	ryr2a	ryanodine receptor 2a (cardiac)	protein_coding	1	0.9973	0.9948	4978	correct_paralog	RYR2	correct_paralog	RYR	intact	0
GCF_041902795.1	Electrophorus electricus	Actinopteri	Gymnotiformes	RefSeq	Chromosome	RYR	1	1	NC_137502.1	13093681	13155321	-	A0A6I8Q6P7	1	0.8029	0	0	found_annotated	1	22449376	present	complete	one model covers 1.00 of the coding footprint (bar 0.50)	15171	1	1	1	0	0.998	0.998		protein_coding	0	gene-LOC113576609	LOC113576609	ryanodine receptor 1-like	protein_coding	gene-LOC113576609	LOC113576609	ryanodine receptor 1-like	protein_coding	1	0.998	0.9898	5099	placeholder		correct_paralog	RYR	intact	0
GCF_041902795.1	Electrophorus electricus	Actinopteri	Gymnotiformes	RefSeq	Chromosome	RYR	2	1	NC_137515.1	8011411	8073586	-	A0A6I8Q6P7	1	0.7905	0	0	found_annotated	1	22449376	present	complete	one model covers 0.99 of the coding footprint (bar 0.50)	15303	1	1	1	0	0.9904	0.9904		protein_coding	0	gene-ryr1a	ryr1a	ryanodine receptor 1a (skeletal)	protein_coding	gene-ryr1a	ryr1a	ryanodine receptor 1a (skeletal)	protein_coding	1	0.9904	0.9949	5078	correct_paralog	RYR1	correct_paralog	RYR	intact	0
GCF_041902795.1	Electrophorus electricus	Actinopteri	Gymnotiformes	RefSeq	Chromosome	RYR	3	1	NC_137506.1	24837230	24982160	-	Q92736	1	0.6768	1	0	found_annotated	1	22449376	present	complete	one model covers 0.98 of the coding footprint (bar 0.50)	14764	1	1	1	0	0.9839	0.9839		protein_coding	0	gene-LOC113571324	LOC113571324	ryanodine receptor 3	protein_coding	gene-LOC113571324	LOC113571324	ryanodine receptor 3	protein_coding	1	0.9839	0.9825	4928	placeholder		correct_paralog	RYR	intact	0.2013
GCF_041902795.1	Electrophorus electricus	Actinopteri	Gymnotiformes	RefSeq	Chromosome	RYR	4	1	NC_137503.1	27005559	27074695	-	A0A8V0Y8K1	1	0.6689	1	2	found_annotated	1	22449376	present	complete	one model covers 0.99 of the coding footprint (bar 0.50)	14744	1	1	1	0	0.9851	0.9851		protein_coding	0	gene-ryr3	ryr3	ryanodine receptor 3	protein_coding	gene-ryr3	ryr3	ryanodine receptor 3	protein_coding	1	0.9851	0.9725	4978	correct_paralog	RYR3	correct_paralog	RYR	intact	0.6039
GCF_042186555.1	Aquarana catesbeiana	Amphibia	Anura	RefSeq	Chromosome	ITPR1	0	0	NC_133330.1	2484375	2770908	-	A0A8J0T3U5	0.545	0.878	1	0	assembly_gap	1	3396515	present	complete	one model covers 0.92 of the coding footprint (bar 0.50)	4462	1	1	1	0	0.9247	0.9247		protein_coding	0	gene-LOC141102426	LOC141102426	inositol 1,4,5-trisphosphate-gated calcium channel ITPR1-like	protein_coding	gene-LOC141102426	LOC141102426	inositol 1,4,5-trisphosphate-gated calcium channel ITPR1-like	protein_coding	1	0.9247	0.9814	1401	placeholder		correct_paralog	ITPR1	not_scored	0.6689
GCF_042186555.1	Aquarana catesbeiana	Amphibia	Anura	RefSeq	Chromosome	ITPR1	1	0	NC_133330.1	2167838	2535578	+	A0A8J0T3U5	0.4874	0.8836	0	0	assembly_gap	1	3396515	present	complete	one model covers 0.92 of the coding footprint (bar 0.50)	3999	1	1	1	0	0.9212	0.9212		protein_coding	0	gene-LOC141102610	LOC141102610	inositol 1,4,5-trisphosphate-gated calcium channel ITPR1	protein_coding	gene-LOC141102610	LOC141102610	inositol 1,4,5-trisphosphate-gated calcium channel ITPR1	protein_coding	1	0.9212	0.9984	1230	placeholder		correct_paralog	ITPR1	not_scored	0
GCF_042186555.1	Aquarana catesbeiana	Amphibia	Anura	RefSeq	Chromosome	ITPR2	0	0	NC_133326.1	558457101	558971906	+	A0A6I8RGU0	1	0.9011	0	0	found_annotated	1	3396515	present	complete	one model covers 0.99 of the coding footprint (bar 0.50)	8151	1	1	1	0	0.9937	0.9937		protein_coding	0	gene-ITPR2	ITPR2	inositol 1,4,5-trisphosphate receptor type 2	protein_coding	gene-ITPR2	ITPR2	inositol 1,4,5-trisphosphate receptor type 2	protein_coding	1	0.9937	0.9854	2740	correct_paralog	ITPR2	correct_paralog	ITPR2	intact	0
GCF_042186555.1	Aquarana catesbeiana	Amphibia	Anura	RefSeq	Chromosome	ITPR3	0	0	NC_133325.1	561552130	562136167	-	A0A8J0SYK9	1	0.8903	0	0	found_annotated	1	3396515	present	complete	one model covers 1.00 of the coding footprint (bar 0.50)	8028	1	1	1	0	1	1		protein_coding	0	gene-ITPR3	ITPR3	inositol 1,4,5-trisphosphate receptor type 3	protein_coding	gene-ITPR3	ITPR3	inositol 1,4,5-trisphosphate receptor type 3	protein_coding	1	1	0.9993	2678	correct_paralog	ITPR3	correct_paralog	ITPR3	intact	0
GCF_042186555.1	Aquarana catesbeiana	Amphibia	Anura	RefSeq	Chromosome	RYR	0	1	NC_133332.1	68370922	68671179	+	A0A6I8Q6P7	1	0.9125	0	0	found_annotated	1	3396515	present	complete	one model covers 1.00 of the coding footprint (bar 0.50)	15114	1	1	1	0	1	1		protein_coding	0	gene-RYR1	RYR1	ryanodine receptor 1	protein_coding	gene-RYR1	RYR1	ryanodine receptor 1	protein_coding	1	1	0.9966	5055	correct_paralog	RYR1	correct_paralog	RYR	intact	0
GCF_042186555.1	Aquarana catesbeiana	Amphibia	Anura	RefSeq	Chromosome	RYR	1	1	NC_133336.1	100735852	101817078	-	A0A4W3I1N0	0.9972	0.6907	0	0	found_annotated	1	3396515	present	complete	one model covers 0.97 of the coding footprint (bar 0.50)	14778	1	1	1	0	0.9706	0.9706		protein_coding	0	gene-RYR3	RYR3	ryanodine receptor 3	protein_coding	gene-RYR3	RYR3	ryanodine receptor 3	protein_coding	1	0.9706	0.9741	4908	correct_paralog	RYR3	correct_paralog	RYR	intact	0
GCF_042242105.1	Pempheris klunzingeri	Actinopteri	Acropomatiformes	RefSeq	Chromosome	ITPR1	0	0	NC_092013.1	9877267	9939217	+	A0A672IUQ7	1	0.9604	0	0	found_annotated	1	12920725	present	complete	one model covers 1.00 of the coding footprint (bar 0.50)	8232	1	1	1	0	0.996	0.996		protein_coding	0	gene-LOC139218084	LOC139218084	inositol 1,4,5-trisphosphate-gated calcium channel ITPR1	protein_coding	gene-LOC139218084	LOC139218084	inositol 1,4,5-trisphosphate-gated calcium channel ITPR1	protein_coding	1	0.996	0.9956	2745	placeholder		correct_paralog	ITPR1	intact	0
GCF_042242105.1	Pempheris klunzingeri	Actinopteri	Acropomatiformes	RefSeq	Chromosome	ITPR1	1	0	NC_092013.1	31204413	31279496	+	A0A672IUQ7	1	0.8685	0	0	found_annotated	1	12920725	present	complete	one model covers 0.95 of the coding footprint (bar 0.50)	8220	1	1	1	0	0.9479	0.9479		protein_coding	0	gene-itpr1b	itpr1b	inositol 1,4,5-trisphosphate receptor, type 1b	protein_coding	gene-itpr1b	itpr1b	inositol 1,4,5-trisphosphate receptor, type 1b	protein_coding	1	0.9479	0.9872	2631	correct_paralog	ITPR1	correct_paralog	ITPR1	intact	0
GCF_042242105.1	Pempheris klunzingeri	Actinopteri	Acropomatiformes	RefSeq	Chromosome	ITPR2	0	0	NC_092016.1	16761730	16816933	+	A0AAX7UHL1	1	0.8757	0	0	found_annotated	1	12920725	present	complete	one model covers 0.99 of the coding footprint (bar 0.50)	8061	1	1	1	0	0.9881	0.9881		protein_coding	0	gene-itpr2	itpr2	inositol 1,4,5-trisphosphate receptor, type 2	protein_coding	gene-itpr2	itpr2	inositol 1,4,5-trisphosphate receptor, type 2	protein_coding	1	0.9881	0.9844	2697	correct_paralog	ITPR2	correct_paralog	ITPR2	intact	0
GCF_042242105.1	Pempheris klunzingeri	Actinopteri	Acropomatiformes	RefSeq	Chromosome	ITPR3	0	0	NC_092022.1	26404523	26550347	-	A0A8C6KWV8	1	0.9085	0	0	found_annotated	1	12920725	present	complete	one model covers 1.00 of the coding footprint (bar 0.50)	8061	1	1	1	0	1	1		protein_coding	0	gene-itpr3	itpr3	inositol 1,4,5-trisphosphate receptor, type 3	protein_coding	gene-itpr3	itpr3	inositol 1,4,5-trisphosphate receptor, type 3	protein_coding	1	1	0.9996	2688	correct_paralog	ITPR3	correct_paralog	ITPR3	intact	0
GCF_042242105.1	Pempheris klunzingeri	Actinopteri	Acropomatiformes	RefSeq	Chromosome	RYR	0	1	NC_092031.1	20464652	20619138	-	A0AC58GZ77	1	0.8766	0	0	found_annotated	1	12920725	present	complete	one model covers 1.00 of the coding footprint (bar 0.50)	14922	1	1	1	0	0.9996	0.9996		protein_coding	0	gene-ryr2a	ryr2a	ryanodine receptor 2a (cardiac)	protein_coding	gene-ryr2a	ryr2a	ryanodine receptor 2a (cardiac)	protein_coding	1	0.9996	0.9978	4983	correct_paralog	RYR2	correct_paralog	RYR	intact	0
GCF_042242105.1	Pempheris klunzingeri	Actinopteri	Acropomatiformes	RefSeq	Chromosome	RYR	1	1	NC_092015.1	4578745	4646954	-	A0A6I8Q6P7	1	0.8079	0	0	found_annotated	1	12920725	present	complete	one model covers 0.99 of the coding footprint (bar 0.50)	15264	1	1	1	0	0.9923	0.9923		protein_coding	0	gene-ryr1b	ryr1b	ryanodine receptor 1b (skeletal)	protein_coding	gene-ryr1b	ryr1b	ryanodine receptor 1b (skeletal)	protein_coding	1	0.9923	0.9966	5066	correct_paralog	RYR1	correct_paralog	RYR	intact	0
GCF_042242105.1	Pempheris klunzingeri	Actinopteri	Acropomatiformes	RefSeq	Chromosome	RYR	2	1	NC_092025.1	11356847	11404002	-	A0A6I8Q6P7	1	0.7972	0	0	found_annotated	1	12920725	present	complete	one model covers 1.00 of the coding footprint (bar 0.50)	15195	1	1	1	0	1	1		protein_coding	0	gene-LOC139213044	LOC139213044	ryanodine receptor 1-like	protein_coding	gene-LOC139213044	LOC139213044	ryanodine receptor 1-like	protein_coding	1	1	0.9949	5091	placeholder		correct_paralog	RYR	intact	0
GCF_042242105.1	Pempheris klunzingeri	Actinopteri	Acropomatiformes	RefSeq	Chromosome	RYR	3	1	NC_092024.1	10088839	10187897	+	Q92736	1	0.675	1	0	found_annotated	1	12920725	present	complete	one model covers 0.93 of the coding footprint (bar 0.50)	14722	1	1	1	0	0.9328	0.9328		protein_coding	0	gene-LOC139211790	LOC139211790	ryanodine receptor 3-like	protein_coding	gene-LOC139211790	LOC139211790	ryanodine receptor 3-like	protein_coding	1	0.9328	0.983	4657	placeholder		correct_paralog	RYR	intact	0.2013
GCF_042242105.1	Pempheris klunzingeri	Actinopteri	Acropomatiformes	RefSeq	Chromosome	RYR	4	1	NC_092029.1	16488509	16593970	-	Q92736	1	0.6622	1	1	found_annotated	1	12920725	present	complete	one model covers 0.99 of the coding footprint (bar 0.50)	14689	1	1	1	0	0.9865	0.9865		protein_coding	0	gene-ryr3	ryr3	ryanodine receptor 3	protein_coding	gene-ryr3	ryr3	ryanodine receptor 3	protein_coding	1	0.9865	0.997	4845	correct_paralog	RYR3	correct_paralog	RYR	intact	0.4027
GCF_042242105.1	Pempheris klunzingeri	Actinopteri	Acropomatiformes	RefSeq	Chromosome	RYR	5	1	NC_092023.1	8908502	8970387	-	A0AAJ7XD62	1	0.5654	0	0	found_annotated	1	12920725	present	complete	one model covers 0.99 of the coding footprint (bar 0.50)	14871	1	1	1	0	0.9853	0.9853		protein_coding	0	gene-ryr2b	ryr2b	ryanodine receptor 2b (cardiac)	protein_coding	gene-ryr2b	ryr2b	ryanodine receptor 2b (cardiac)	protein_coding	1	0.9853	0.9871	4948	correct_paralog	RYR2	correct_paralog	RYR	intact	0
GCF_043380555.1	Nothobranchius furzeri	Actinopteri	Cyprinodontiformes	RefSeq	Chromosome	ITPR1	0	0	NC_091743.1	49798504	49917515	+	A0A672IUQ7	1	0.8949	0	0	found_annotated	1	9298000	present	complete	one model covers 1.00 of the coding footprint (bar 0.50)	8211	1	1	1	0	0.9953	0.9953		protein_coding	0	gene-LOC107384050	LOC107384050	inositol 1,4,5-trisphosphate-gated calcium channel ITPR1	protein_coding	gene-LOC107384050	LOC107384050	inositol 1,4,5-trisphosphate-gated calcium channel ITPR1	protein_coding	1	0.9953	1	2724	placeholder		correct_paralog	ITPR1	intact	0
GCF_043380555.1	Nothobranchius furzeri	Actinopteri	Cyprinodontiformes	RefSeq	Chromosome	ITPR1	1	0	NC_091743.1	45043802	45241816	-	A0A672IUQ7	1	0.8571	0	0	found_annotated	1	9298000	present	complete	one model covers 1.00 of the coding footprint (bar 0.50)	8208	1	1	1	0	0.9976	0.9976		protein_coding	0	gene-itpr1b	itpr1b	inositol 1,4,5-trisphosphate receptor, type 1b	protein_coding	gene-itpr1b	itpr1b	inositol 1,4,5-trisphosphate receptor, type 1b	protein_coding	1	0.9976	0.9783	2790	correct_paralog	ITPR1	correct_paralog	ITPR1	intact	0
GCF_043380555.1	Nothobranchius furzeri	Actinopteri	Cyprinodontiformes	RefSeq	Chromosome	ITPR2	0	0	NC_091744.1	73697693	73772103	+	A0AAX7UHL1	1	0.7827	2	0	found_annotated	1	9298000	present	complete	one model covers 0.97 of the coding footprint (bar 0.50)	8123	1	1	1	0	0.9701	0.9701		protein_coding	0	gene-itpr2	itpr2	inositol 1,4,5-trisphosphate receptor, type 2	protein_coding	gene-itpr2	itpr2	inositol 1,4,5-trisphosphate receptor, type 2	protein_coding	1	0.9701	0.9819	2675	correct_paralog	ITPR2	correct_paralog	ITPR2	intact	0.7405
GCF_043380555.1	Nothobranchius furzeri	Actinopteri	Cyprinodontiformes	RefSeq	Chromosome	ITPR3	0	0	NC_091755.1	46395347	46450572	-	A0A8C6KWV8	1	1	0	0	found_annotated	1	9298000	present	complete	one model covers 1.00 of the coding footprint (bar 0.50)	8013	1	1	1	0	1	1		protein_coding	0	gene-itpr3	itpr3	inositol 1,4,5-trisphosphate receptor, type 3	protein_coding	gene-itpr3	itpr3	inositol 1,4,5-trisphosphate receptor, type 3	protein_coding	1	1	0.9915	2694	correct_paralog	ITPR3	correct_paralog	ITPR3	intact	0
GCF_043380555.1	Nothobranchius furzeri	Actinopteri	Cyprinodontiformes	RefSeq	Chromosome	RYR	0	1	NC_091756.1	3032040	3742539	-	A0AC58GZ77	1	0.8579	0	0	found_annotated	1	9298000	present	complete	one model covers 1.00 of the coding footprint (bar 0.50)	14877	1	1	1	0	0.9996	0.9996		protein_coding	0	gene-ryr2a	ryr2a	ryanodine receptor 2a (cardiac)	protein_coding	gene-ryr2a	ryr2a	ryanodine receptor 2a (cardiac)	protein_coding	1	0.9996	0.9067	5467	correct_paralog	RYR2	correct_paralog	RYR	intact	0
GCF_043380555.1	Nothobranchius furzeri	Actinopteri	Cyprinodontiformes	RefSeq	Chromosome	RYR	1	1	NC_091753.1	58705712	58821915	+	A0A6I8Q6P7	1	0.8076	0	0	found_annotated	1	9298000	present	complete	one model covers 1.00 of the coding footprint (bar 0.50)	15165	1	1	1	0	0.9996	0.9996		protein_coding	0	gene-ryr1b	ryr1b	ryanodine receptor 1b (skeletal)	protein_coding	gene-ryr1b	ryr1b	ryanodine receptor 1b (skeletal)	protein_coding	1	0.9996	0.9902	5103	correct_paralog	RYR1	correct_paralog	RYR	intact	0
GCF_043380555.1	Nothobranchius furzeri	Actinopteri	Cyprinodontiformes	RefSeq	Chromosome	RYR	2	1	NC_091750.1	45737691	45796737	+	A0A6I8Q6P7	1	0.7927	0	0	found_annotated	1	9298000	present	complete	one model covers 1.00 of the coding footprint (bar 0.50)	15159	1	1	1	0	1	1		protein_coding	0	gene-LOC107386401	LOC107386401	ryanodine receptor 1	protein_coding	gene-LOC107386401	LOC107386401	ryanodine receptor 1	protein_coding	1	1	0.9951	5078	placeholder		correct_paralog	RYR	intact	0
GCF_043380555.1	Nothobranchius furzeri	Actinopteri	Cyprinodontiformes	RefSeq	Chromosome	RYR	3	1	NC_091758.1	33465891	33594580	-	A0A8V0Y8K1	1	0.6702	1	0	found_annotated	1	9298000	present	complete	one model covers 0.97 of the coding footprint (bar 0.50)	14890	1	1	1	0	0.9743	0.9743		protein_coding	0	gene-LOC107392446	LOC107392446	ryanodine receptor 3	protein_coding	gene-LOC107392446	LOC107392446	ryanodine receptor 3	protein_coding	1	0.9743	0.9897	4886	placeholder		correct_paralog	RYR	intact	0.2013
GCF_043380555.1	Nothobranchius furzeri	Actinopteri	Cyprinodontiformes	RefSeq	Chromosome	RYR	4	1	NC_091742.1	12356541	12461697	-	A0A8V0Y8K1	1	0.6636	2	1	found_annotated	1	9298000	present	complete	one model covers 0.99 of the coding footprint (bar 0.50)	14706	1	1	1	0	0.9881	0.9881		protein_coding	0	gene-ryr3	ryr3	ryanodine receptor 3	protein_coding	gene-ryr3	ryr3	ryanodine receptor 3	protein_coding	1	0.9881	0.9975	4856	correct_paralog	RYR3	correct_paralog	RYR	intact	0.6039
GCF_043380555.1	Nothobranchius furzeri	Actinopteri	Cyprinodontiformes	RefSeq	Chromosome	RYR	5	1	NC_091752.1	30598107	30706713	+	A0AAJ7XD62	0.9992	0.5407	1	0	found_annotated	1	9298000	present	complete	one model covers 0.98 of the coding footprint (bar 0.50)	14686	1	1	1	0	0.9802	0.9802		protein_coding	0	gene-ryr2b	ryr2b	ryanodine receptor 2b (cardiac)	protein_coding	gene-ryr2b	ryr2b	ryanodine receptor 2b (cardiac)	protein_coding	1	0.9802	0.9737	4928	correct_paralog	RYR2	correct_paralog	RYR	intact	0.1936
GCF_045865225.1	Trachurus japonicus	Actinopteri	Carangiformes	RefSeq	Chromosome	ITPR1	0	0	NC_140911.1	2647767	2762950	-	A0A672IUQ7	1	0.9629	0	0	found_annotated	1	1015092	present	complete	one model covers 1.00 of the coding footprint (bar 0.50)	8199	1	1	1	0	1	1		protein_coding	0	gene-LOC146986774	LOC146986774	inositol 1,4,5-trisphosphate-gated calcium channel ITPR1	protein_coding	gene-LOC146986774	LOC146986774	inositol 1,4,5-trisphosphate-gated calcium channel ITPR1	protein_coding	1	1	0.9924	2754	placeholder		correct_paralog	ITPR1	intact	0
GCF_045865225.1	Trachurus japonicus	Actinopteri	Carangiformes	RefSeq	Chromosome	ITPR1	1	0	NC_140911.1	12887720	12970190	-	A0A672IUQ7	1	0.868	0	1	found_annotated	1	1015092	present	complete	one model covers 0.99 of the coding footprint (bar 0.50)	8262	1	1	1	0	0.9893	0.9893		protein_coding	0	gene-itpr1b	itpr1b	inositol 1,4,5-trisphosphate receptor, type 1b	protein_coding	gene-itpr1b	itpr1b	inositol 1,4,5-trisphosphate receptor, type 1b	protein_coding	1	0.9893	0.9731	2800	correct_paralog	ITPR1	correct_paralog	ITPR1	intact	0.3639
GCF_045865225.1	Trachurus japonicus	Actinopteri	Carangiformes	RefSeq	Chromosome	ITPR2	0	0	NC_140912.1	18291804	18345805	+	A0AAX7UHL1	1	0.8688	0	1	found_annotated	1	1015092	present	complete	one model covers 0.98 of the coding footprint (bar 0.50)	8172	1	1	1	0	0.9767	0.9767		protein_coding	0	gene-itpr2	itpr2	inositol 1,4,5-trisphosphate receptor, type 2	protein_coding	gene-itpr2	itpr2	inositol 1,4,5-trisphosphate receptor, type 2	protein_coding	1	0.9767	0.9887	2691	correct_paralog	ITPR2	correct_paralog	ITPR2	intact	0.3702
GCF_045865225.1	Trachurus japonicus	Actinopteri	Carangiformes	RefSeq	Chromosome	ITPR3	0	0	NC_140913.1	3024266	3151569	+	A0A8C6KWV8	1	0.9087	0	0	found_annotated	1	1015092	present	complete	one model covers 1.00 of the coding footprint (bar 0.50)	8076	1	1	1	0	1	1		protein_coding	0	gene-itpr3	itpr3	inositol 1,4,5-trisphosphate receptor, type 3	protein_coding	gene-itpr3	itpr3	inositol 1,4,5-trisphosphate receptor, type 3	protein_coding	1	1	1	2692	correct_paralog	ITPR3	correct_paralog	ITPR3	intact	0
GCF_045865225.1	Trachurus japonicus	Actinopteri	Carangiformes	RefSeq	Chromosome	RYR	0	1	NC_140925.1	16620249	16771961	+	A0AC58GZ77	1	0.8776	2	0	found_annotated	1	1015092	present	complete	one model covers 1.00 of the coding footprint (bar 0.50)	14988	1	1	1	0	0.996	0.996		protein_coding	0	gene-ryr2a	ryr2a	ryanodine receptor 2a (cardiac)	protein_coding	gene-ryr2a	ryr2a	ryanodine receptor 2a (cardiac)	protein_coding	1	0.996	0.9962	4995	correct_paralog	RYR2	correct_paralog	RYR	intact	0.4031
GCF_045865225.1	Trachurus japonicus	Actinopteri	Carangiformes	RefSeq	Chromosome	RYR	1	1	NC_140919.1	29060133	29124977	-	A0A6I8Q6P7	1	0.8093	0	0	found_annotated	1	1015092	present	complete	one model covers 1.00 of the coding footprint (bar 0.50)	15243	1	1	1	0	0.9988	0.9988		protein_coding	0	gene-ryr1b	ryr1b	ryanodine receptor 1b (skeletal)	protein_coding	gene-ryr1b	ryr1b	ryanodine receptor 1b (skeletal)	protein_coding	1	0.9988	0.9924	5113	correct_paralog	RYR1	correct_paralog	RYR	intact	0
GCF_045865225.1	Trachurus japonicus	Actinopteri	Carangiformes	RefSeq	Chromosome	RYR	2	1	NC_140920.1	15795103	15839308	-	A0A6I8Q6P7	1	0.7969	1	0	found_annotated	1	1015092	present	complete	one model covers 1.00 of the coding footprint (bar 0.50)	15193	1	1	1	0	0.9997	0.9997		protein_coding	0	gene-LOC146974543	LOC146974543	ryanodine receptor 1-like	protein_coding	gene-LOC146974543	LOC146974543	ryanodine receptor 1-like	protein_coding	1	0.9997	0.9965	5081	placeholder		correct_paralog	RYR	intact	0.1985
GCF_045865225.1	Trachurus japonicus	Actinopteri	Carangiformes	RefSeq	Chromosome	RYR	3	1	NC_140928.1	18474569	18615415	+	Q92736	1	0.6779	3	0	found_annotated	1	1015092	present	complete	one model covers 0.97 of the coding footprint (bar 0.50)	14798	1	1	1	0	0.9745	0.9745		protein_coding	0	gene-LOC146963900	LOC146963900	ryanodine receptor 3	protein_coding	gene-LOC146963900	LOC146963900	ryanodine receptor 3	protein_coding	1	0.9745	0.9798	4906	placeholder		correct_paralog	RYR	intact	0.604
GCF_045865225.1	Trachurus japonicus	Actinopteri	Carangiformes	RefSeq	Chromosome	RYR	4	1	NC_140930.1	11075570	11200629	-	A0A8V0Y8K1	1	0.6624	1	0	found_annotated	1	1015092	present	complete	one model covers 0.98 of the coding footprint (bar 0.50)	14732	1	1	1	0	0.9847	0.9847		protein_coding	0	gene-ryr3	ryr3	ryanodine receptor 3	protein_coding	gene-ryr3	ryr3	ryanodine receptor 3	protein_coding	1	0.9847	0.9953	4858	correct_paralog	RYR3	correct_paralog	RYR	intact	0.2013
GCF_045865225.1	Trachurus japonicus	Actinopteri	Carangiformes	RefSeq	Chromosome	RYR	5	1	NC_140921.1	13634595	13697804	-	A0AAJ7XD62	1	0.5619	0	3	found_annotated	1	1015092	present	complete	one model covers 0.99 of the coding footprint (bar 0.50)	14934	1	1	1	0	0.986	0.986		protein_coding	0	gene-ryr2b	ryr2b	ryanodine receptor 2b (cardiac)	protein_coding	gene-ryr2b	ryr2b	ryanodine receptor 2b (cardiac)	protein_coding	1	0.986	0.9868	4974	correct_paralog	RYR2	correct_paralog	RYR	intact	0.5805
GCF_046128005.1	Genypterus blacodes	Actinopteri	Ophidiiformes	RefSeq	Contig	ITPR1	0	0	NW_027466880.1	683254	733086	+	A0A672IUQ7	1	0.9476	0	0	found_annotated	1	4774482	present	complete	one model covers 0.99 of the coding footprint (bar 0.50)	8274	1	1	1	0	0.9938	0.9938		protein_coding	0	gene-itpr1a	itpr1a	inositol 1,4,5-trisphosphate receptor, type 1a	protein_coding	gene-itpr1a	itpr1a	inositol 1,4,5-trisphosphate receptor, type 1a	protein_coding	1	0.9938	0.9956	2753	correct_paralog	ITPR1	correct_paralog	ITPR1	intact	0
GCF_046128005.1	Genypterus blacodes	Actinopteri	Ophidiiformes	RefSeq	Contig	ITPR1	1	0	NW_027466831.1	7083524	7138046	+	A0A672IUQ7	1	0.8593	0	0	found_annotated	1	4774482	present	complete	one model covers 0.99 of the coding footprint (bar 0.50)	8199	1	1	1	0	0.9888	0.9888		protein_coding	0	gene-itpr1b	itpr1b	inositol 1,4,5-trisphosphate receptor, type 1b	protein_coding	gene-itpr1b	itpr1b	inositol 1,4,5-trisphosphate receptor, type 1b	protein_coding	1	0.9888	0.9809	2755	correct_paralog	ITPR1	correct_paralog	ITPR1	intact	0
GCF_046128005.1	Genypterus blacodes	Actinopteri	Ophidiiformes	RefSeq	Contig	ITPR2	0	0	NW_027466834.1	3847609	3892173	-	A0AAX7UHL1	1	0.8204	1	0	found_annotated	1	4774482	present	complete	one model covers 0.99 of the coding footprint (bar 0.50)	8068	1	1	1	0	0.9897	0.9897		protein_coding	0	gene-itpr2	itpr2	inositol 1,4,5-trisphosphate receptor, type 2	protein_coding	gene-itpr2	itpr2	inositol 1,4,5-trisphosphate receptor, type 2	protein_coding	1	0.9897	0.9873	2696	correct_paralog	ITPR2	correct_paralog	ITPR2	intact	0.3702
GCF_046128005.1	Genypterus blacodes	Actinopteri	Ophidiiformes	RefSeq	Contig	ITPR3	0	0	NW_027467302.1	163	24592	+	A0A8C6KWV8	0.8944	0.8721	1	0	found_annotated	1	4774482	present	complete	one model covers 0.98 of the coding footprint (bar 0.50)	7216	1	1	1	0	0.9778	0.9778		protein_coding	0	gene-LOC142990507	LOC142990507	inositol 1,4,5-trisphosphate-gated calcium channel ITPR3-like	protein_coding	gene-LOC142990507	LOC142990507	inositol 1,4,5-trisphosphate-gated calcium channel ITPR3-like	protein_coding	1	0.9778	1	2352	placeholder		correct_paralog	ITPR3	intact	0.4188
GCF_046128005.1	Genypterus blacodes	Actinopteri	Ophidiiformes	RefSeq	Contig	RYR	0	1	NW_027466859.1	338871	425119	+	A0AC58GZ77	1	0.8644	1	0	found_annotated	1	4774482	present	complete	one model covers 0.99 of the coding footprint (bar 0.50)	14954	1	1	1	0	0.9887	0.9887		protein_coding	0	gene-ryr2a	ryr2a	ryanodine receptor 2a (cardiac)	protein_coding	gene-ryr2a	ryr2a	ryanodine receptor 2a (cardiac)	protein_coding	1	0.9887	0.993	4963	correct_paralog	RYR2	correct_paralog	RYR	intact	0.2016
GCF_046128005.1	Genypterus blacodes	Actinopteri	Ophidiiformes	RefSeq	Contig	RYR	1	1	NW_027466845.1	489927	544775	-	A0A6I8Q6P7	1	0.8062	0	0	found_annotated	1	4774482	present	complete	one model covers 1.00 of the coding footprint (bar 0.50)	15171	1	1	1	0	0.9994	0.9994		protein_coding	0	gene-ryr1b	ryr1b	ryanodine receptor 1b (skeletal)	protein_coding	gene-ryr1b	ryr1b	ryanodine receptor 1b (skeletal)	protein_coding	1	0.9994	0.9933	5088	correct_paralog	RYR1	correct_paralog	RYR	intact	0
