accession	call	source	length	excluded_by
A0A0B1S3F4	RYR	S20 sweep	311	P2 not a protein-database record (S20 sweep)
A0A0B1S5U8	RYR	S20 sweep	251	P2 not a protein-database record (S20 sweep)
A0A0B1SFV3	RYR	S20 sweep	359	P2 not a protein-database record (S20 sweep)
A0A0B1SHH1	RYR	S20 sweep	246	P2 not a protein-database record (S20 sweep)
A0A0B1SMX3	RYR	S20 sweep	434	P2 not a protein-database record (S20 sweep)
A0A0B1SNJ7	RYR	S20 sweep	375	P2 not a protein-database record (S20 sweep)
A0A0B1SP88	RYR	S20 sweep	355	P2 not a protein-database record (S20 sweep)
A0A0B1SSG8	RYR	S20 sweep	435	P2 not a protein-database record (S20 sweep)
A0A0B1STG3	RYR	S20 sweep	269	P2 not a protein-database record (S20 sweep)
A0A0B1T651	RYR	S20 sweep	404	P2 not a protein-database record (S20 sweep)
A0A0B2VBF1	RYR	S20 sweep	219	P2 not a protein-database record (S20 sweep)
A0A0B7N6H0	ITPR	S20 sweep	253	P2 not a protein-database record (S20 sweep)
A0A0C2FCH9	RYR	S20 sweep	396	P2 not a protein-database record (S20 sweep)
A0A0C2FD84	RYR	S20 sweep	714	P2 not a protein-database record (S20 sweep)
A0A0C2FRG6	ITPR	S20 sweep	259	P2 not a protein-database record (S20 sweep)
A0A0C2G4W4	RYR	S20 sweep	439	P2 not a protein-database record (S20 sweep)
A0A0C2GD16	RYR	S20 sweep	466	P2 not a protein-database record (S20 sweep)
A0A0C2GMK5	ITPR	S20 sweep	1003	P2 not a protein-database record (S20 sweep)
A0A0C2JV03	ITPR	S20 sweep	227	P2 not a protein-database record (S20 sweep)
A0A0D6M9D8	ITPR	S20 sweep	293	P2 not a protein-database record (S20 sweep)
A0A0D8Y9H7	RYR	S20 sweep	810	P2 not a protein-database record (S20 sweep)
A0A0D8YFH0	RYR	S20 sweep	342	P2 not a protein-database record (S20 sweep)
A0A0K0D4X0	ITPR	S20 sweep	253	P2 not a protein-database record (S20 sweep)
A0A0L0D4G4	RYR	S20 sweep	4954	P2 not a protein-database record (S20 sweep)
A0A0L0G190	ITPR	S20 sweep	456	P2 not a protein-database record (S20 sweep)
A0A0M0JZK5	ITPR	S20 sweep	472	P2 not a protein-database record (S20 sweep)
A0A0M0K5W5	RYR	S20 sweep	8369	P2 not a protein-database record (S20 sweep)
A0A0M3IA50	RYR	S20 sweep	284	P2 not a protein-database record (S20 sweep)
A0A0M3J0K1	RYR	S20 sweep	609	P2 not a protein-database record (S20 sweep)
A0A0M3J0N8	RYR	S20 sweep	447	P2 not a protein-database record (S20 sweep)
A0A0M3J4M1	RYR	S20 sweep	244	P2 not a protein-database record (S20 sweep)
A0A0M3J998	RYR	S20 sweep	248	P2 not a protein-database record (S20 sweep)
A0A0M3KBJ7	RYR	S20 sweep	655	P2 not a protein-database record (S20 sweep)
A0A0M3KE18	RYR	S20 sweep	405	P2 not a protein-database record (S20 sweep)
A0A0M3KEN5	RYR	S20 sweep	233	P2 not a protein-database record (S20 sweep)
A0A0N1I3C2	RYR	S20 sweep	376	P2 not a protein-database record (S20 sweep)
A0A0N1IA42	RYR	S20 sweep	294	P2 not a protein-database record (S20 sweep)
A0A0N4WID4	RYR	S20 sweep	216	P2 not a protein-database record (S20 sweep)
A0A0N4WXZ8	RYR	S20 sweep	1223	P2 not a protein-database record (S20 sweep)
A0A0N4XL69	RYR	S20 sweep	279	P2 not a protein-database record (S20 sweep)
A0A0N4XMZ4	RYR	S20 sweep	278	P2 not a protein-database record (S20 sweep)
A0A0N4YRE6	RYR	S20 sweep	378	P2 not a protein-database record (S20 sweep)
A0A0N4YT38	RYR	S20 sweep	616	P2 not a protein-database record (S20 sweep)
A0A0N4YU74	ITPR	S20 sweep	276	P2 not a protein-database record (S20 sweep)
A0A0N4ZXB3	RYR	S20 sweep	881	P2 not a protein-database record (S20 sweep)
A0A0N5CMI5	RYR	S20 sweep	290	P2 not a protein-database record (S20 sweep)
A0A0P1A6H4	RYR	S20 sweep	1063	P2 not a protein-database record (S20 sweep)
A0A0P1AVY8	RYR	S20 sweep	756	P2 not a protein-database record (S20 sweep)
A0A0R3PKN4	RYR	S20 sweep	297	P2 not a protein-database record (S20 sweep)
A0A0R3R357	ITPR	S20 sweep	377	P2 not a protein-database record (S20 sweep)
A0A0R3TIH8	RYR	S20 sweep	342	P2 not a protein-database record (S20 sweep)
A0A0R3VYI1	RYR	S20 sweep	382	P2 not a protein-database record (S20 sweep)
A0A0R3VZ63	RYR	S20 sweep	354	P2 not a protein-database record (S20 sweep)
A0A0R3WFR9	RYR	S20 sweep	762	P2 not a protein-database record (S20 sweep)
A0A0S4INU4	ITPR	S20 sweep	261	P2 not a protein-database record (S20 sweep)
A0A0V0QLA8	ITPR	S20 sweep	911	P2 not a protein-database record (S20 sweep)
A0A0V0R909	ITPR	S20 sweep	664	P2 not a protein-database record (S20 sweep)
A0A150GRB6	ITPR	S20 sweep	266	P2 not a protein-database record (S20 sweep)
A0A150GSG3	ITPR	S20 sweep	906	P2 not a protein-database record (S20 sweep)
A0A158QJ92	RYR	S20 sweep	864	P2 not a protein-database record (S20 sweep)
A0A158QN08	RYR	S20 sweep	387	P2 not a protein-database record (S20 sweep)
A0A158R381	RYR	S20 sweep	430	P2 not a protein-database record (S20 sweep)
A0A177AU49	RYR	S20 sweep	338	P2 not a protein-database record (S20 sweep)
A0A177AV90	RYR	S20 sweep	540	P2 not a protein-database record (S20 sweep)
A0A177AYA1	ITPR	S20 sweep	318	P2 not a protein-database record (S20 sweep)
A0A177AYG6	RYR	S20 sweep	745	P2 not a protein-database record (S20 sweep)
A0A177AZI8	RYR	S20 sweep	530	P2 not a protein-database record (S20 sweep)
A0A177B1U3	ITPR	S20 sweep	687	P2 not a protein-database record (S20 sweep)
A0A182S8H5	RYR	S20 sweep	729	P2 not a protein-database record (S20 sweep)
A0A182SBM6	RYR	S20 sweep	831	P2 not a protein-database record (S20 sweep)
A0A182SKB0	RYR	S20 sweep	374	P2 not a protein-database record (S20 sweep)
A0A182T1B1	ITPR	S20 sweep	449	P2 not a protein-database record (S20 sweep)
A0A182T8C3	RYR	S20 sweep	977	P2 not a protein-database record (S20 sweep)
A0A183A7U9	RYR	S20 sweep	375	P2 not a protein-database record (S20 sweep)
A0A183AFJ9	RYR	S20 sweep	909	P2 not a protein-database record (S20 sweep)
A0A183AW48	ITPR	S20 sweep	287	P2 not a protein-database record (S20 sweep)
A0A183BIF3	RYR	S20 sweep	807	P2 not a protein-database record (S20 sweep)
A0A183CZA0	ITPR	S20 sweep	276	P2 not a protein-database record (S20 sweep)
A0A183EFQ5	RYR	S20 sweep	275	P2 not a protein-database record (S20 sweep)
A0A183F2Z0	ITPR	S20 sweep	242	P2 not a protein-database record (S20 sweep)
A0A183FE63	RYR	S20 sweep	350	P2 not a protein-database record (S20 sweep)
A0A183GZN8	ITPR	S20 sweep	503	P2 not a protein-database record (S20 sweep)
A0A183GZU3	RYR	S20 sweep	1167	P2 not a protein-database record (S20 sweep)
A0A183H1U4	RYR	S20 sweep	390	P2 not a protein-database record (S20 sweep)
A0A183HA15	RYR	S20 sweep	253	P2 not a protein-database record (S20 sweep)
A0A183HJT6	RYR	S20 sweep	230	P2 not a protein-database record (S20 sweep)
A0A183IC91	ITPR	S20 sweep	580	P2 not a protein-database record (S20 sweep)
A0A183IP21	ITPR	S20 sweep	479	P2 not a protein-database record (S20 sweep)
A0A183IXB3	RYR	S20 sweep	970	P2 not a protein-database record (S20 sweep)
A0A183J1R3	RYR	S20 sweep	565	P2 not a protein-database record (S20 sweep)
A0A183JX81	RYR	S20 sweep	407	P2 not a protein-database record (S20 sweep)
A0A183KHE9	ITPR	S20 sweep	584	P2 not a protein-database record (S20 sweep)
A0A183KJ58	RYR	S20 sweep	620	P2 not a protein-database record (S20 sweep)
A0A183LAM9	RYR	S20 sweep	500	P2 not a protein-database record (S20 sweep)
A0A183LSJ4	ITPR	S20 sweep	680	P2 not a protein-database record (S20 sweep)
A0A183NRT8	RYR	S20 sweep	493	P2 not a protein-database record (S20 sweep)
A0A183P5C7	RYR	S20 sweep	645	P2 not a protein-database record (S20 sweep)
A0A183PAR2	RYR	S20 sweep	435	P2 not a protein-database record (S20 sweep)
A0A183PGN8	RYR	S20 sweep	401	P2 not a protein-database record (S20 sweep)
A0A183PGU9	RYR	S20 sweep	560	P2 not a protein-database record (S20 sweep)
A0A183S925	RYR	S20 sweep	777	P2 not a protein-database record (S20 sweep)
A0A183SPW1	RYR	S20 sweep	1044	P2 not a protein-database record (S20 sweep)
A0A1A9V798	ITPR	S20 sweep	257	P2 not a protein-database record (S20 sweep)
A0A1B0BWR6	ITPR	S20 sweep	333	P2 not a protein-database record (S20 sweep)
A0A1D2MKU4	RYR	S20 sweep	607	P2 not a protein-database record (S20 sweep)
A0A1I7WUG1	ITPR	S20 sweep	933	P2 not a protein-database record (S20 sweep)
A0A1I7WUH0	ITPR	S20 sweep	666	P2 not a protein-database record (S20 sweep)
A0A1I7XL42	RYR	S20 sweep	990	P2 not a protein-database record (S20 sweep)
A0A1I7XL99	RYR	S20 sweep	234	P2 not a protein-database record (S20 sweep)
A0A1I7XLT8	RYR	S20 sweep	244	P2 not a protein-database record (S20 sweep)
A0A1I7XMF7	RYR	S20 sweep	348	P2 not a protein-database record (S20 sweep)
A0A1I7XMG4	RYR	S20 sweep	715	P2 not a protein-database record (S20 sweep)
A0A1I8B146	ITPR	S20 sweep	959	P2 not a protein-database record (S20 sweep)
A0A1I8F1M2	ITPR	S20 sweep	409	P2 not a protein-database record (S20 sweep)
A0A1I8F839	ITPR	S20 sweep	1089	P2 not a protein-database record (S20 sweep)
A0A1I8FAF2	ITPR	S20 sweep	630	P2 not a protein-database record (S20 sweep)
A0A1I8FBJ9	RYR	S20 sweep	608	P2 not a protein-database record (S20 sweep)
A0A1I8FJM8	ITPR	S20 sweep	526	P2 not a protein-database record (S20 sweep)
A0A1I8FMW5	ITPR	S20 sweep	937	P2 not a protein-database record (S20 sweep)
A0A1I8FRN0	ITPR	S20 sweep	641	P2 not a protein-database record (S20 sweep)
A0A1I8G076	ITPR	S20 sweep	269	P2 not a protein-database record (S20 sweep)
A0A1I8G2K1	ITPR	S20 sweep	317	P2 not a protein-database record (S20 sweep)
A0A1I8GHK6	ITPR	S20 sweep	268	P2 not a protein-database record (S20 sweep)
A0A1I8GHW0	ITPR	S20 sweep	330	P2 not a protein-database record (S20 sweep)
A0A1I8GLK6	ITPR	S20 sweep	207	P2 not a protein-database record (S20 sweep)
A0A1I8GPK4	ITPR	S20 sweep	226	P2 not a protein-database record (S20 sweep)
A0A1I8GW73	ITPR	S20 sweep	252	P2 not a protein-database record (S20 sweep)
A0A1I8GXE5	ITPR	S20 sweep	366	P2 not a protein-database record (S20 sweep)
A0A1I8H0U8	ITPR	S20 sweep	250	P2 not a protein-database record (S20 sweep)
A0A1I8I1W9	ITPR	S20 sweep	698	P2 not a protein-database record (S20 sweep)
A0A1I8I4N5	ITPR	S20 sweep	369	P2 not a protein-database record (S20 sweep)
A0A1I8I891	RYR	S20 sweep	1689	P2 not a protein-database record (S20 sweep)
A0A1I8ICY4	ITPR	S20 sweep	377	P2 not a protein-database record (S20 sweep)
A0A1I8ICZ4	ITPR	S20 sweep	336	P2 not a protein-database record (S20 sweep)
A0A1I8IM03	ITPR	S20 sweep	688	P2 not a protein-database record (S20 sweep)
A0A1I8IT98	RYR	S20 sweep	698	P2 not a protein-database record (S20 sweep)
A0A1I8IWZ2	ITPR	S20 sweep	378	P2 not a protein-database record (S20 sweep)
A0A1I8IXP5	ITPR	S20 sweep	828	P2 not a protein-database record (S20 sweep)
A0A1I8IXV3	RYR	S20 sweep	881	P2 not a protein-database record (S20 sweep)
A0A1I8JHH3	ITPR	S20 sweep	635	P2 not a protein-database record (S20 sweep)
A0A1I8JKI3	ITPR	S20 sweep	390	P2 not a protein-database record (S20 sweep)
A0A1I8JL45	ITPR	S20 sweep	231	P2 not a protein-database record (S20 sweep)
A0A1R2BRC7	ITPR	S20 sweep	652	P2 not a protein-database record (S20 sweep)
A0A1S8WJN4	RYR	S20 sweep	447	P2 not a protein-database record (S20 sweep)
A0A1S8WVG9	RYR	S20 sweep	375	P2 not a protein-database record (S20 sweep)
A0A1S8WWX1	RYR	S20 sweep	1239	P2 not a protein-database record (S20 sweep)
A0A1V9YNP8	RYR	S20 sweep	1361	P2 not a protein-database record (S20 sweep)
A0A1V9ZUT4	RYR	S20 sweep	975	P2 not a protein-database record (S20 sweep)
A0A1V9ZW02	ITPR	S20 sweep	782	P2 not a protein-database record (S20 sweep)
A0A1W0A8K7	RYR	S20 sweep	4855	P2 not a protein-database record (S20 sweep)
A0A1W0WD38	RYR	S20 sweep	304	P2 not a protein-database record (S20 sweep)
A0A1X0NLJ1	RYR	S20 sweep	3742	P2 not a protein-database record (S20 sweep)
A0A1X2GYZ5	RYR	S20 sweep	722	P2 not a protein-database record (S20 sweep)
A0A1Y1YSX8	RYR	S20 sweep	1425	P2 not a protein-database record (S20 sweep)
A0A1Y3B8G0	ITPR	S20 sweep	397	P2 not a protein-database record (S20 sweep)
A0A1Y3BBE6	RYR	S20 sweep	516	P2 not a protein-database record (S20 sweep)
A0A1Y3BF83	ITPR	S20 sweep	588	P2 not a protein-database record (S20 sweep)
A0A212FJL8	RYR	S20 sweep	201	P2 not a protein-database record (S20 sweep)
A0A225WXT7	RYR	S20 sweep	1254	P2 not a protein-database record (S20 sweep)
A0A238BWD9	RYR	S20 sweep	587	P2 not a protein-database record (S20 sweep)
A0A238BWE5	RYR	S20 sweep	596	P2 not a protein-database record (S20 sweep)
A0A267DK01	ITPR	S20 sweep	411	P2 not a protein-database record (S20 sweep)
A0A267DX22	RYR	S20 sweep	763	P2 not a protein-database record (S20 sweep)
A0A267ELX4	ITPR	S20 sweep	1538	P2 not a protein-database record (S20 sweep)
A0A2G8KLL2	RYR	S20 sweep	1420	P2 not a protein-database record (S20 sweep)
A0A2G8L7K9	RYR	S20 sweep	831	P2 not a protein-database record (S20 sweep)
A0A2G9TCZ3	RYR	S20 sweep	212	P2 not a protein-database record (S20 sweep)
A0A2G9TJ44	ITPR	S20 sweep	280	P2 not a protein-database record (S20 sweep)
A0A2G9TJS4	RYR	S20 sweep	295	P2 not a protein-database record (S20 sweep)
A0A2G9TW16	RYR	S20 sweep	333	P2 not a protein-database record (S20 sweep)
A0A2G9U412	RYR	S20 sweep	287	P2 not a protein-database record (S20 sweep)
A0A2G9U596	RYR	S20 sweep	681	P2 not a protein-database record (S20 sweep)
A0A2G9U5E2	RYR	S20 sweep	550	P2 not a protein-database record (S20 sweep)
A0A2G9UA75	ITPR	S20 sweep	369	P2 not a protein-database record (S20 sweep)
A0A2P4XEY2	RYR	S20 sweep	2166	P2 not a protein-database record (S20 sweep)
A0A2P4XU79	RYR	S20 sweep	438	P2 not a protein-database record (S20 sweep)
A0A2R5G6D5	RYR	S20 sweep	2017	P2 not a protein-database record (S20 sweep)
A0A2R5GE48	RYR	S20 sweep	2148	P2 not a protein-database record (S20 sweep)
A0A2T7NJW1	ITPR	S20 sweep	577	P2 not a protein-database record (S20 sweep)
A0A2W1B094	RYR	S20 sweep	784	P2 not a protein-database record (S20 sweep)
A0A2W1BC44	RYR	S20 sweep	237	P2 not a protein-database record (S20 sweep)
A0A329S1U4	RYR	S20 sweep	6761	P2 not a protein-database record (S20 sweep)
A0A329SXL5	RYR	S20 sweep	931	P2 not a protein-database record (S20 sweep)
A0A329T4N0	RYR	S20 sweep	744	P2 not a protein-database record (S20 sweep)
A0A367JA78	RYR	S20 sweep	526	P2 not a protein-database record (S20 sweep)
A0A368FLY1	RYR	S20 sweep	889	P2 not a protein-database record (S20 sweep)
A0A368GNC0	ITPR	S20 sweep	677	P2 not a protein-database record (S20 sweep)
A0A368H249	RYR	S20 sweep	1040	P2 not a protein-database record (S20 sweep)
A0A3L5TWJ8	RYR	S20 sweep	595	P2 not a protein-database record (S20 sweep)
A0A3M6U4W7	RYR	S20 sweep	1476	P2 not a protein-database record (S20 sweep)
A0A3M6VI66	RYR	S20 sweep	1247	P2 not a protein-database record (S20 sweep)
A0A3M6VJL0	RYR	S20 sweep	2133	P2 not a protein-database record (S20 sweep)
A0A3M7Q5E0	RYR	S20 sweep	284	P2 not a protein-database record (S20 sweep)
A0A3M7QNW5	ITPR	S20 sweep	321	P2 not a protein-database record (S20 sweep)
A0A3M7R0W2	RYR	S20 sweep	457	P2 not a protein-database record (S20 sweep)
A0A3M7R169	RYR	S20 sweep	392	P2 not a protein-database record (S20 sweep)
A0A3M7R1S3	RYR	S20 sweep	432	P2 not a protein-database record (S20 sweep)
A0A3P6NYT8	ITPR	S20 sweep	550	P2 not a protein-database record (S20 sweep)
A0A3P6P7H8	RYR	S20 sweep	309	P2 not a protein-database record (S20 sweep)
A0A3P6Q3G3	RYR	S20 sweep	319	P2 not a protein-database record (S20 sweep)
A0A3P6S0P9	RYR	S20 sweep	217	P2 not a protein-database record (S20 sweep)
A0A3P6S261	RYR	S20 sweep	308	P2 not a protein-database record (S20 sweep)
A0A3P6SFU0	RYR	S20 sweep	235	P2 not a protein-database record (S20 sweep)
A0A3P6T9Y3	RYR	S20 sweep	406	P2 not a protein-database record (S20 sweep)
A0A3P6TGN9	RYR	S20 sweep	234	P2 not a protein-database record (S20 sweep)
A0A3P6TL01	RYR	S20 sweep	206	P2 not a protein-database record (S20 sweep)
A0A3P7BM65	RYR	S20 sweep	683	P2 not a protein-database record (S20 sweep)
A0A3P7BZN9	RYR	S20 sweep	356	P2 not a protein-database record (S20 sweep)
A0A3P7JDX0	RYR	S20 sweep	339	P2 not a protein-database record (S20 sweep)
A0A3P7JG38	RYR	S20 sweep	261	P2 not a protein-database record (S20 sweep)
A0A3P7JIJ8	RYR	S20 sweep	334	P2 not a protein-database record (S20 sweep)
A0A3P7JN85	ITPR	S20 sweep	323	P2 not a protein-database record (S20 sweep)
A0A3P7LEN6	ITPR	S20 sweep	220	P2 not a protein-database record (S20 sweep)
A0A3P7LG40	RYR	S20 sweep	537	P2 not a protein-database record (S20 sweep)
A0A3P7LJ71	ITPR	S20 sweep	375	P2 not a protein-database record (S20 sweep)
A0A3P7LJS3	RYR	S20 sweep	535	P2 not a protein-database record (S20 sweep)
A0A3P7LK40	RYR	S20 sweep	584	P2 not a protein-database record (S20 sweep)
A0A3P7LTF3	RYR	S20 sweep	310	P2 not a protein-database record (S20 sweep)
A0A3P7LUG3	RYR	S20 sweep	434	P2 not a protein-database record (S20 sweep)
A0A3P7NR39	RYR	S20 sweep	472	P2 not a protein-database record (S20 sweep)
A0A3P7TA15	RYR	S20 sweep	200	P2 not a protein-database record (S20 sweep)
A0A3P7V0X1	RYR	S20 sweep	262	P2 not a protein-database record (S20 sweep)
A0A3P8AY42	RYR	S20 sweep	279	P2 not a protein-database record (S20 sweep)
A0A3P8FRT3	RYR	S20 sweep	381	P2 not a protein-database record (S20 sweep)
A0A3P8JNQ2	RYR	S20 sweep	561	P2 not a protein-database record (S20 sweep)
A0A3Q0IX53	RYR	S20 sweep	1230	P2 not a protein-database record (S20 sweep)
A0A3R6YZE5	RYR	S20 sweep	1332	P2 not a protein-database record (S20 sweep)
A0A3R7D688	ITPR	S20 sweep	410	P2 not a protein-database record (S20 sweep)
A0A3R7T1F9	RYR	S20 sweep	367	P2 not a protein-database record (S20 sweep)
A0A3R7WCM3	RYR	S20 sweep	917	P2 not a protein-database record (S20 sweep)
A0A3R7WPK9	ITPR	S20 sweep	736	P2 not a protein-database record (S20 sweep)
A0A3R7Y391	ITPR	S20 sweep	855	P2 not a protein-database record (S20 sweep)
A0A3R7Y6K4	ITPR	S20 sweep	970	P2 not a protein-database record (S20 sweep)
A0A3R7Y9W3	ITPR	S20 sweep	515	P2 not a protein-database record (S20 sweep)
A0A3S7WSP0	RYR	S20 sweep	5641	P2 not a protein-database record (S20 sweep)
A0A418AGV4	ITPR	S20 sweep	1133	P2 not a protein-database record (S20 sweep)
A0A421H1S8	RYR	S20 sweep	1194	P2 not a protein-database record (S20 sweep)
A0A425DAS6	ITPR	S20 sweep	609	P2 not a protein-database record (S20 sweep)
A0A425DNT0	RYR	S20 sweep	2137	P2 not a protein-database record (S20 sweep)
A0A430Q426	ITPR	S20 sweep	749	P2 not a protein-database record (S20 sweep)
A0A433SLL8	RYR	S20 sweep	707	P2 not a protein-database record (S20 sweep)
A0A443S4K1	RYR	S20 sweep	848	P2 not a protein-database record (S20 sweep)
A0A448WGP0	RYR	S20 sweep	334	P2 not a protein-database record (S20 sweep)
A0A448XCF2	RYR	S20 sweep	439	P2 not a protein-database record (S20 sweep)
A0A485K713	RYR	S20 sweep	735	P2 not a protein-database record (S20 sweep)
A0A485KK27	ITPR	S20 sweep	638	P2 not a protein-database record (S20 sweep)
A0A485KK54	ITPR	S20 sweep	624	P2 not a protein-database record (S20 sweep)
A0A485KKK9	RYR	S20 sweep	1286	P2 not a protein-database record (S20 sweep)
A0A485L1E0	RYR	S20 sweep	6375	P2 not a protein-database record (S20 sweep)
A0A485LGK6	ITPR	S20 sweep	960	P2 not a protein-database record (S20 sweep)
A0A485LJD4	RYR	S20 sweep	1327	P2 not a protein-database record (S20 sweep)
A0A4C1VKE9	RYR	S20 sweep	534	P2 not a protein-database record (S20 sweep)
A0A4C2ABW4	ITPR	S20 sweep	696	P2 not a protein-database record (S20 sweep)
A0A4D9CQM1	RYR	S20 sweep	7622	P2 not a protein-database record (S20 sweep)
A0A4U5NUE8	RYR	S20 sweep	751	P2 not a protein-database record (S20 sweep)
A0A5A8CEJ7	RYR	S20 sweep	1188	P2 not a protein-database record (S20 sweep)
A0A5A8CT96	RYR	S20 sweep	6120	P2 not a protein-database record (S20 sweep)
A0A5B7CRQ7	RYR	S20 sweep	280	P2 not a protein-database record (S20 sweep)
A0A5B7CRR6	RYR	S20 sweep	220	P2 not a protein-database record (S20 sweep)
A0A5B7CTI4	RYR	S20 sweep	1495	P2 not a protein-database record (S20 sweep)
A0A5B7CTJ5	RYR	S20 sweep	404	P2 not a protein-database record (S20 sweep)
A0A5N5SP65	RYR	S20 sweep	428	P2 not a protein-database record (S20 sweep)
A0A640KHN0	RYR	S20 sweep	5649	P2 not a protein-database record (S20 sweep)
A0A6A3EDB8	RYR	S20 sweep	757	P2 not a protein-database record (S20 sweep)
A0A6A3MJ05	ITPR	S20 sweep	749	P2 not a protein-database record (S20 sweep)
A0A6A3NL09	RYR	S20 sweep	757	P2 not a protein-database record (S20 sweep)
A0A6A4A937	RYR	S20 sweep	1347	P2 not a protein-database record (S20 sweep)
A0A6A4DQU5	ITPR	S20 sweep	642	P2 not a protein-database record (S20 sweep)
A0A6A4G777	RYR	S20 sweep	1319	P2 not a protein-database record (S20 sweep)
A0A6A4WJ83	RYR	S20 sweep	547	P2 not a protein-database record (S20 sweep)
A0A6A4WYC9	RYR	S20 sweep	288	P2 not a protein-database record (S20 sweep)
A0A6A5BAN4	ITPR	S20 sweep	581	P2 not a protein-database record (S20 sweep)
A0A6A5BAS4	ITPR	S20 sweep	442	P2 not a protein-database record (S20 sweep)
A0A6G0WE71	ITPR	S20 sweep	970	P2 not a protein-database record (S20 sweep)
A0A6G0WQ81	RYR	S20 sweep	1164	P2 not a protein-database record (S20 sweep)
A0A6G0WV12	RYR	S20 sweep	1251	P2 not a protein-database record (S20 sweep)
A0A6G0XGG8	ITPR	S20 sweep	555	P2 not a protein-database record (S20 sweep)
A0A6G0XRM3	RYR	S20 sweep	6360	P2 not a protein-database record (S20 sweep)
A0A6G0XSM6	RYR	S20 sweep	675	P2 not a protein-database record (S20 sweep)
A0A6G0Y1E1	RYR	S20 sweep	370	P2 not a protein-database record (S20 sweep)
A0A6H5GNL4	RYR	S20 sweep	469	P2 not a protein-database record (S20 sweep)
A0A6H5HFY7	RYR	S20 sweep	779	P2 not a protein-database record (S20 sweep)
A0A6H5HH08	RYR	S20 sweep	381	P2 not a protein-database record (S20 sweep)
A0A6J8CBW5	RYR	S20 sweep	399	P2 not a protein-database record (S20 sweep)
A0A6P3WWB4	RYR	S20 sweep	730	P2 not a protein-database record (S20 sweep)
A0A6P8ISY3	RYR	S20 sweep	1467	P2 not a protein-database record (S20 sweep)
A0A7D9EUQ3	ITPR	S20 sweep	587	P2 not a protein-database record (S20 sweep)
A0A7F5R4R4	RYR	S20 sweep	398	P2 not a protein-database record (S20 sweep)
A0A7G2C0E9	ITPR	S20 sweep	482	P2 not a protein-database record (S20 sweep)
A0A7G2CNL1	ITPR	S20 sweep	334	P2 not a protein-database record (S20 sweep)
A0A7I8W1Q1	RYR	S20 sweep	521	P2 not a protein-database record (S20 sweep)
A0A7I8W9K6	ITPR	S20 sweep	245	P2 not a protein-database record (S20 sweep)
A0A7J6QVG5	ITPR	S20 sweep	411	P2 not a protein-database record (S20 sweep)
A0A7J7JQ07	ITPR	S20 sweep	378	P2 not a protein-database record (S20 sweep)
A0A7J7KJ79	ITPR	S20 sweep	255	P2 not a protein-database record (S20 sweep)
A0A7M7NTU7	RYR	S20 sweep	1518	P2 not a protein-database record (S20 sweep)
A0A7M7PQT2	RYR	S20 sweep	395	P2 not a protein-database record (S20 sweep)
A0A7M7SQA8	RYR	S20 sweep	578	P2 not a protein-database record (S20 sweep)
A0A7R8CVM2	RYR	S20 sweep	378	P2 not a protein-database record (S20 sweep)
A0A7R8H2B8	ITPR	S20 sweep	552	P2 not a protein-database record (S20 sweep)
A0A7R8YXE5	RYR	S20 sweep	727	P2 not a protein-database record (S20 sweep)
A0A7R9C1M8	ITPR	S20 sweep	951	P2 not a protein-database record (S20 sweep)
A0A7R9GDN6	RYR	S20 sweep	784	P2 not a protein-database record (S20 sweep)
A0A7R9GH29	ITPR	S20 sweep	816	P2 not a protein-database record (S20 sweep)
A0A7R9LCE9	RYR	S20 sweep	608	P2 not a protein-database record (S20 sweep)
A0A7R9LDZ0	RYR	S20 sweep	736	P2 not a protein-database record (S20 sweep)
A0A7T8K114	ITPR	S20 sweep	229	P2 not a protein-database record (S20 sweep)
A0A812BGC3	ITPR	S20 sweep	631	P2 not a protein-database record (S20 sweep)
A0A812EIE4	ITPR	S20 sweep	404	P2 not a protein-database record (S20 sweep)
A0A812JA97	ITPR	S20 sweep	600	P2 not a protein-database record (S20 sweep)
A0A812K6W3	ITPR	S20 sweep	279	P2 not a protein-database record (S20 sweep)
A0A812MNR6	ITPR	S20 sweep	355	P2 not a protein-database record (S20 sweep)
A0A812N3Q8	ITPR	S20 sweep	1149	P2 not a protein-database record (S20 sweep)
A0A812PCF6	ITPR	S20 sweep	3197	P2 not a protein-database record (S20 sweep)
A0A812QIU8	ITPR	S20 sweep	609	P2 not a protein-database record (S20 sweep)
A0A812UBX4	ITPR	S20 sweep	590	P2 not a protein-database record (S20 sweep)
A0A812UW99	ITPR	S20 sweep	6253	P2 not a protein-database record (S20 sweep)
A0A812ZJ92	ITPR	S20 sweep	1724	P2 not a protein-database record (S20 sweep)
A0A813C2T1	ITPR	S20 sweep	571	P2 not a protein-database record (S20 sweep)
A0A813CFU2	ITPR	S20 sweep	546	P2 not a protein-database record (S20 sweep)
A0A813FLW5	ITPR	S20 sweep	773	P2 not a protein-database record (S20 sweep)
A0A814WTK5	RYR	S20 sweep	368	P2 not a protein-database record (S20 sweep)
A0A814X0K0	RYR	S20 sweep	333	P2 not a protein-database record (S20 sweep)
A0A816CM59	RYR	S20 sweep	936	P2 not a protein-database record (S20 sweep)
A0A816GIP7	RYR	S20 sweep	381	P2 not a protein-database record (S20 sweep)
A0A816GNR8	RYR	S20 sweep	479	P2 not a protein-database record (S20 sweep)
A0A816GR63	RYR	S20 sweep	479	P2 not a protein-database record (S20 sweep)
