accession	species	group	tax_class	length	reviewed	census_call	census_confidence	gene	protein_name	seq_family	family_rel_margin	family_runner_up	itpr_bits	ryr_bits	paralog_askable	seq_paralog	paralog_rel_margin	paralog_runner_up	symbol_verdict	symbol_claim	name_verdict	name_claim	n_bait_hits	panel_reaches_claim	has_naming_pfam	n_family_pfam	arch_call	profile_call	instruments	sequence_resolved
A0AAW0MV73	Mugilogobius chulae (yellowstripe goby)	Vertebrata	Actinopteri	2992	0	RYR	high	WMY93_029221	Ryanodine receptor 1 (Skeletal muscle calcium release channel) (Skeletal muscle ryanodine receptor) (Skeletal muscle-typ	RYR	0.9844	ITPR	73.9	4728	1	RYR1	0.1618	RYR2	placeholder		paralog_unspecified	RYR	37	1	0	2	RYR	RYR	both	1
A0AAW0NCK9	Mugilogobius chulae (yellowstripe goby)	Vertebrata	Actinopteri	2103	0	ITPR	high	WMY93_022853	Inositol 1,4,5-trisphosphate receptor	ITPR	0.912	RYR	1420	125	1	ITPR2	0.1993	ITPR1	placeholder		paralog_unspecified	ITPR	38	1	1	4	ITPR	ITPR	both	1
A0AAW0NUU8	Mugilogobius chulae (yellowstripe goby)	Vertebrata	Actinopteri	4296	0	RYR	high	WMY93_018661	Ryanodine receptor 2b (cardiac)	RYR	0.9812	ITPR	85.9	4568	1	RYR2	0.174	RYR1	placeholder		paralog_unspecified	RYR	38	1	1	4	RYR	RYR	both	1
A0AAW0NVT2	Mugilogobius chulae (yellowstripe goby)	Vertebrata	Actinopteri	4692	0	RYR	high	WMY93_017578	Ryanodine receptor 3	RYR	0.9701	ITPR	146	4885	1	no_call	0.0678	RYR1	placeholder		correct_paralog	RYR	38	1	1	4	RYR	RYR	both	1
A0AAW0NWX8	Mugilogobius chulae (yellowstripe goby)	Vertebrata	Actinopteri	4765	0	RYR	high	WMY93_016196	Ryanodine receptor 3	RYR	0.9626	ITPR	179	4780	1	no_call	0.0249	RYR1	placeholder		correct_paralog	RYR	38	1	1	4	RYR	RYR	both	1
A0AAW0P5A6	Mugilogobius chulae (yellowstripe goby)	Vertebrata	Actinopteri	2827	0	ITPR	high	WMY93_011198	Inositol 1,4,5-trisphosphate receptor	ITPR	0.9838	RYR	4130	67	1	ITPR1	0.3692	ITPR3	placeholder		paralog_unspecified	ITPR	38	1	1	4	ITPR	ITPR	both	1
A0AAW0P8D4	Mugilogobius chulae (yellowstripe goby)	Vertebrata	Actinopteri	4723	0	RYR	high	WMY93_010777	Ryanodine receptor 2	RYR	0.9762	ITPR	180	7554	1	RYR2	0.2862	RYR1	placeholder		paralog_unspecified	RYR	38	1	1	4	RYR	RYR	both	1
A0AAW0PG84	Mugilogobius chulae (yellowstripe goby)	Vertebrata	Actinopteri	4406	0	RYR	high	WMY93_008413	Uncharacterized protein	RYR	0.9852	ITPR	89.4	6023	1	RYR1	0.1785	RYR2	placeholder		placeholder		38	1	1	4	RYR	RYR	both	1
A0AAW0SKF4	Scylla paramamosain (Mud crab)	Metazoa (non-vertebrate)	Malacostraca	2969	0	RYR	high	O3P69_008335	Ryanodine receptor	RYR	0.9587	ITPR	99	2396	0	not_asked	0		placeholder		correct_paralog	RYR	38	1	1	3	RYR	RYR	v4+s20	1
A0AAW0SNG3	Scylla paramamosain (Mud crab)	Metazoa (non-vertebrate)	Malacostraca	2188	0	RYR	high	O3P69_008441	EF-hand domain-containing protein	RYR	0.9019	ITPR	178	1814	0	not_asked	0		placeholder		family_unnamed		38	1	0	1	RYR	RYR	v4+s20	1
A0AAW0TJU3	Scylla paramamosain (Mud crab)	Metazoa (non-vertebrate)	Malacostraca	2796	0	ITPR	high	O3P69_020115	Inositol 1,4,5-trisphosphate receptor	ITPR	0.9561	RYR	3031	133	0	not_asked	0		placeholder		correct_paralog	ITPR	38	1	1	4	ITPR	ITPR	both	1
A0AAW0TJU8	Scylla paramamosain (Mud crab)	Metazoa (non-vertebrate)	Malacostraca	2775	0	ITPR	high	O3P69_020115	Inositol 1,4,5-trisphosphate receptor	ITPR	0.9563	RYR	3041	133	0	not_asked	0		placeholder		correct_paralog	ITPR	38	1	1	4	ITPR	ITPR	both	1
A0AAW0TK04	Scylla paramamosain (Mud crab)	Metazoa (non-vertebrate)	Malacostraca	2768	0	ITPR	high	O3P69_020115	Inositol 1,4,5-trisphosphate receptor	ITPR	0.9563	RYR	3041	133	0	not_asked	0		placeholder		correct_paralog	ITPR	38	1	1	4	ITPR	ITPR	both	1
A0AAW0TKF1	Scylla paramamosain (Mud crab)	Metazoa (non-vertebrate)	Malacostraca	2775	0	ITPR	high	O3P69_020115	Inositol 1,4,5-trisphosphate receptor	ITPR	0.9562	RYR	3037	133	0	not_asked	0		placeholder		correct_paralog	ITPR	38	1	1	4	ITPR	ITPR	both	1
A0AAW0TKI5	Scylla paramamosain (Mud crab)	Metazoa (non-vertebrate)	Malacostraca	2817	0	ITPR	high	O3P69_020115	Inositol 1,4,5-trisphosphate receptor	ITPR	0.9563	RYR	3045	133	0	not_asked	0		placeholder		correct_paralog	ITPR	38	1	1	4	ITPR	ITPR	v4+s20	1
A0AAW0TKK1	Scylla paramamosain (Mud crab)	Metazoa (non-vertebrate)	Malacostraca	2768	0	ITPR	high	O3P69_020115	Inositol 1,4,5-trisphosphate receptor	ITPR	0.9566	RYR	3067	133	0	not_asked	0		placeholder		correct_paralog	ITPR	38	1	1	4	ITPR	ITPR	both	1
A0AAW0TKU4	Scylla paramamosain (Mud crab)	Metazoa (non-vertebrate)	Malacostraca	2796	0	ITPR	high	O3P69_020115	Inositol 1,4,5-trisphosphate receptor	ITPR	0.9565	RYR	3057	133	0	not_asked	0		placeholder		correct_paralog	ITPR	38	1	1	4	ITPR	ITPR	both	1
A0AAW0TL62	Scylla paramamosain (Mud crab)	Metazoa (non-vertebrate)	Malacostraca	2789	0	ITPR	high	O3P69_020115	Inositol 1,4,5-trisphosphate receptor	ITPR	0.9564	RYR	3049	133	0	not_asked	0		placeholder		correct_paralog	ITPR	38	1	1	4	ITPR	ITPR	both	1
A0AAW0TMY2	Scylla paramamosain (Mud crab)	Metazoa (non-vertebrate)	Malacostraca	2789	0	ITPR	high	O3P69_020115	Inositol 1,4,5-trisphosphate receptor	ITPR	0.9565	RYR	3057	133	0	not_asked	0		placeholder		correct_paralog	ITPR	38	1	1	4	ITPR	ITPR	both	1
A0AAW0TNQ9	Scylla paramamosain (Mud crab)	Metazoa (non-vertebrate)	Malacostraca	2747	0	ITPR	high	O3P69_020115	Inositol 1,4,5-trisphosphate receptor	ITPR	0.9565	RYR	3054	133	0	not_asked	0		placeholder		correct_paralog	ITPR	38	1	1	4	ITPR	ITPR	both	1
A0AAW0Y510	Cherax quadricarinatus (Australian red claw crayfish)	Metazoa (non-vertebrate)	Malacostraca	5062	0	RYR	high	OTU49_010995	Ryanodine receptor	RYR	0.9429	ITPR	177	3098	0	not_asked	0		placeholder		correct_paralog	RYR	38	1	1	4	RYR	RYR	both	1
A0AAW0YG48	Cherax quadricarinatus (Australian red claw crayfish)	Metazoa (non-vertebrate)	Malacostraca	5038	0	RYR	high	OTU49_010995	Ryanodine receptor	RYR	0.9428	ITPR	177	3096	0	not_asked	0		placeholder		correct_paralog	RYR	38	1	1	4	RYR	RYR	both	1
A0AAW0YJN3	Cherax quadricarinatus (Australian red claw crayfish)	Metazoa (non-vertebrate)	Malacostraca	5041	0	RYR	high	OTU49_010995	Ryanodine receptor	RYR	0.9427	ITPR	177	3091	0	not_asked	0		placeholder		correct_paralog	RYR	38	1	1	4	RYR	RYR	both	1
A0AAW0YJS6	Cherax quadricarinatus (Australian red claw crayfish)	Metazoa (non-vertebrate)	Malacostraca	5066	0	RYR	high	OTU49_010995	Ryanodine receptor	RYR	0.9428	ITPR	177	3095	0	not_asked	0		placeholder		correct_paralog	RYR	38	1	1	4	RYR	RYR	v4+s20	1
A0AAW0ZPY7	Tetragonisca angustula	Metazoa (non-vertebrate)	Insecta	2791	0	ITPR	high	QLX08_007324	Inositol 1,4,5-trisphosphate receptor	ITPR	0.9508	RYR	3373	166	0	not_asked	0		placeholder		correct_paralog	ITPR	38	1	1	4	ITPR	ITPR	both	1
A0AAW0ZPZ6	Tetragonisca angustula	Metazoa (non-vertebrate)	Insecta	2736	0	ITPR	high	QLX08_007324	Inositol 1,4,5-trisphosphate receptor	ITPR	0.9506	RYR	3363	166	0	not_asked	0		placeholder		correct_paralog	ITPR	38	1	1	4	ITPR	ITPR	both	1
A0AAW0ZPZ7	Tetragonisca angustula	Metazoa (non-vertebrate)	Insecta	2798	0	ITPR	high	QLX08_007324	Inositol 1,4,5-trisphosphate receptor	ITPR	0.9508	RYR	3373	166	0	not_asked	0		placeholder		correct_paralog	ITPR	38	1	1	4	ITPR	ITPR	both	1
A0AAW0ZQ34	Tetragonisca angustula	Metazoa (non-vertebrate)	Insecta	2772	0	ITPR	high	QLX08_007324	Inositol 1,4,5-trisphosphate receptor	ITPR	0.9508	RYR	3373	166	0	not_asked	0		placeholder		correct_paralog	ITPR	38	1	1	4	ITPR	ITPR	both	1
A0AAW0ZQ75	Tetragonisca angustula	Metazoa (non-vertebrate)	Insecta	2727	0	ITPR	high	QLX08_007324	Inositol 1,4,5-trisphosphate receptor	ITPR	0.9506	RYR	3363	166	0	not_asked	0		placeholder		correct_paralog	ITPR	38	1	1	4	ITPR	ITPR	both	1
A0AAW0ZQ91	Tetragonisca angustula	Metazoa (non-vertebrate)	Insecta	2760	0	ITPR	high	QLX08_007324	Inositol 1,4,5-trisphosphate receptor	ITPR	0.9508	RYR	3375	166	0	not_asked	0		placeholder		correct_paralog	ITPR	38	1	1	4	ITPR	ITPR	both	1
A0AAW0ZQM1	Tetragonisca angustula	Metazoa (non-vertebrate)	Insecta	2769	0	ITPR	high	QLX08_007324	Inositol 1,4,5-trisphosphate receptor	ITPR	0.9508	RYR	3372	166	0	not_asked	0		placeholder		correct_paralog	ITPR	38	1	1	4	ITPR	ITPR	both	1
A0AAW0ZQU1	Tetragonisca angustula	Metazoa (non-vertebrate)	Insecta	2753	0	ITPR	high	QLX08_007324	Inositol 1,4,5-trisphosphate receptor	ITPR	0.9506	RYR	3363	166	0	not_asked	0		placeholder		correct_paralog	ITPR	38	1	1	4	ITPR	ITPR	both	1
A0AAW0ZRB8	Tetragonisca angustula	Metazoa (non-vertebrate)	Insecta	2724	0	ITPR	high	QLX08_007324	Inositol 1,4,5-trisphosphate receptor	ITPR	0.9506	RYR	3363	166	0	not_asked	0		placeholder		correct_paralog	ITPR	38	1	1	4	ITPR	ITPR	both	1
A0AAW0ZRS4	Tetragonisca angustula	Metazoa (non-vertebrate)	Insecta	2795	0	ITPR	high	QLX08_007324	Inositol 1,4,5-trisphosphate receptor	ITPR	0.9508	RYR	3372	166	0	not_asked	0		placeholder		correct_paralog	ITPR	38	1	1	4	ITPR	ITPR	both	1
A0AAW0ZRY0	Tetragonisca angustula	Metazoa (non-vertebrate)	Insecta	2762	0	ITPR	high	QLX08_007324	Inositol 1,4,5-trisphosphate receptor	ITPR	0.9506	RYR	3361	166	0	not_asked	0		placeholder		correct_paralog	ITPR	38	1	1	4	ITPR	ITPR	both	1
A0AAW0ZSR4	Tetragonisca angustula	Metazoa (non-vertebrate)	Insecta	2789	0	ITPR	high	QLX08_007324	Inositol 1,4,5-trisphosphate receptor	ITPR	0.9508	RYR	3375	166	0	not_asked	0		placeholder		correct_paralog	ITPR	38	1	1	4	ITPR	ITPR	both	1
A0AAW0ZST9	Tetragonisca angustula	Metazoa (non-vertebrate)	Insecta	2812	0	ITPR	high	QLX08_007324	Inositol 1,4,5-trisphosphate receptor	ITPR	0.9507	RYR	3366	166	0	not_asked	0		placeholder		correct_paralog	ITPR	38	1	1	4	ITPR	ITPR	v4+s20	1
A0AAW1A662	Tetragonisca angustula	Metazoa (non-vertebrate)	Insecta	5132	0	RYR	high	QLX08_003525	Ryanodine receptor	RYR	0.9455	ITPR	174	3190	0	not_asked	0		placeholder		correct_paralog	RYR	38	1	1	4	RYR	RYR	v4+s20	1
A0AAW1A678	Tetragonisca angustula	Metazoa (non-vertebrate)	Insecta	5116	0	RYR	high	QLX08_003525	Ryanodine receptor	RYR	0.9454	ITPR	174	3184	0	not_asked	0		placeholder		correct_paralog	RYR	38	1	1	4	RYR	RYR	both	1
A0AAW1A6E3	Tetragonisca angustula	Metazoa (non-vertebrate)	Insecta	5087	0	RYR	high	QLX08_003525	Ryanodine receptor	RYR	0.9538	ITPR	145	3138	0	not_asked	0		placeholder		correct_paralog	RYR	38	1	1	4	RYR	RYR	both	1
A0AAW1A6F4	Tetragonisca angustula	Metazoa (non-vertebrate)	Insecta	5129	0	RYR	high	QLX08_003525	Ryanodine receptor	RYR	0.9453	ITPR	174	3182	0	not_asked	0		placeholder		correct_paralog	RYR	38	1	1	4	RYR	RYR	both	1
A0AAW1A6I0	Tetragonisca angustula	Metazoa (non-vertebrate)	Insecta	5090	0	RYR	high	QLX08_003525	Ryanodine receptor	RYR	0.9456	ITPR	174	3197	0	not_asked	0		placeholder		correct_paralog	RYR	38	1	1	4	RYR	RYR	both	1
A0AAW1A6I2	Tetragonisca angustula	Metazoa (non-vertebrate)	Insecta	5062	0	RYR	high	QLX08_003525	Ryanodine receptor	RYR	0.9539	ITPR	145	3145	0	not_asked	0		placeholder		correct_paralog	RYR	38	1	1	4	RYR	RYR	both	1
A0AAW1A6L7	Tetragonisca angustula	Metazoa (non-vertebrate)	Insecta	5107	0	RYR	high	QLX08_003525	Ryanodine receptor	RYR	0.9455	ITPR	174	3195	0	not_asked	0		placeholder		correct_paralog	RYR	38	1	1	4	RYR	RYR	both	1
A0AAW1A6N7	Tetragonisca angustula	Metazoa (non-vertebrate)	Insecta	5079	0	RYR	high	QLX08_003525	Ryanodine receptor	RYR	0.9538	ITPR	145	3139	0	not_asked	0		placeholder		correct_paralog	RYR	38	1	1	4	RYR	RYR	both	1
A0AAW1A6V7	Tetragonisca angustula	Metazoa (non-vertebrate)	Insecta	5121	0	RYR	high	QLX08_003525	Ryanodine receptor	RYR	0.9453	ITPR	174	3183	0	not_asked	0		placeholder		correct_paralog	RYR	38	1	1	4	RYR	RYR	both	1
A0AAW1A715	Tetragonisca angustula	Metazoa (non-vertebrate)	Insecta	5092	0	RYR	high	QLX08_003525	Ryanodine receptor	RYR	0.9539	ITPR	145	3145	0	not_asked	0		placeholder		correct_paralog	RYR	38	1	1	4	RYR	RYR	both	1
A0AAW1A8C8	Tetragonisca angustula	Metazoa (non-vertebrate)	Insecta	5067	0	RYR	high	QLX08_003525	Ryanodine receptor	RYR	0.9539	ITPR	145	3144	0	not_asked	0		placeholder		correct_paralog	RYR	38	1	1	4	RYR	RYR	both	1
A0AAW1A8Q7	Tetragonisca angustula	Metazoa (non-vertebrate)	Insecta	5072	0	RYR	high	QLX08_003525	Ryanodine receptor	RYR	0.9539	ITPR	145	3144	0	not_asked	0		placeholder		correct_paralog	RYR	38	1	1	4	RYR	RYR	both	1
A0AAW1A918	Tetragonisca angustula	Metazoa (non-vertebrate)	Insecta	5060	0	RYR	high	QLX08_003525	Ryanodine receptor	RYR	0.9539	ITPR	145	3148	0	not_asked	0		placeholder		correct_paralog	RYR	38	1	1	4	RYR	RYR	both	1
A0AAW1A9L7	Tetragonisca angustula	Metazoa (non-vertebrate)	Insecta	5077	0	RYR	high	QLX08_003525	Ryanodine receptor	RYR	0.9539	ITPR	145	3144	0	not_asked	0		placeholder		correct_paralog	RYR	38	1	1	4	RYR	RYR	both	1
A0AAW1AXU0	Crotalus adamanteus (Eastern diamondback rattlesnake)	Vertebrata	Lepidosauria	4964	0	RYR	high	NXF25_014859	Ryanodine receptor 1 (Skeletal muscle calcium release channel) (Skeletal muscle ryanodine receptor) (Skeletal muscle-typ	RYR	0.9789	ITPR	177	8382	1	RYR1	0.2035	RYR2	placeholder		paralog_unspecified	RYR	38	1	1	4	RYR	RYR	both	1
A0AAW1BQ64	Crotalus adamanteus (Eastern diamondback rattlesnake)	Vertebrata	Lepidosauria	2666	0	ITPR	high	NXF25_009273	Inositol 1,4,5-trisphosphate receptor	ITPR	0.9671	RYR	5202	171	1	ITPR3	0.3235	ITPR2	placeholder		paralog_unspecified	ITPR	38	1	1	4	ITPR	ITPR	both	1
A0AAW1CBE6	Crotalus adamanteus (Eastern diamondback rattlesnake)	Vertebrata	Lepidosauria	3392	0	RYR	high	NXF25_002984	Ryanodine receptor 2	RYR	0.9697	ITPR	102	3363	1	RYR2	0.2492	RYR1	placeholder		paralog_unspecified	RYR	38	1	1	3	RYR	RYR	both	1
A0AAW1DJ36	Rhynocoris fuscipes	Metazoa (non-vertebrate)	Insecta	4992	0	RYR	high	O3M35_005062	B30.2/SPRY domain-containing protein	RYR	0.9448	ITPR	177	3208	0	not_asked	0		placeholder		family_unnamed		38	1	1	4	RYR	RYR	v4+s20	1
A0AAW1DX26	Zoarces viviparus (Viviparous eelpout) (Blennius viviparus)	Vertebrata	Actinopteri	2769	0	ITPR	high	VZT92_025390	Inositol 1,4,5-trisphosphate receptor	ITPR	0.9631	RYR	4174	154	1	ITPR3	0.323	ITPR2	placeholder		paralog_unspecified	ITPR	38	1	1	4	ITPR	ITPR	both	1
A0AAW1E582	Zoarces viviparus (Viviparous eelpout) (Blennius viviparus)	Vertebrata	Actinopteri	2683	0	ITPR	high	VZT92_024773	Inositol 1,4,5-trisphosphate receptor	ITPR	0.9636	RYR	4672	170	1	ITPR2	0.2314	ITPR1	placeholder		paralog_unspecified	ITPR	38	1	1	4	ITPR	ITPR	both	1
A0AAW1EH29	Zoarces viviparus (Viviparous eelpout) (Blennius viviparus)	Vertebrata	Actinopteri	5093	0	RYR	high	VZT92_021050	Ryanodine receptor 1 (Skeletal muscle calcium release channel) (Skeletal muscle ryanodine receptor) (Skeletal muscle-typ	RYR	0.9784	ITPR	177	8181	1	RYR1	0.1691	RYR2	placeholder		paralog_unspecified	RYR	38	1	1	4	RYR	RYR	both	1
A0AAW1F2R9	Zoarces viviparus (Viviparous eelpout) (Blennius viviparus)	Vertebrata	Actinopteri	2805	0	ITPR	high	VZT92_013260	Inositol 1,4,5-trisphosphate receptor	ITPR	0.9669	RYR	5314	176	1	ITPR1	0.2979	ITPR2	placeholder		paralog_unspecified	ITPR	38	1	1	4	ITPR	ITPR	both	1
A0AAW1F5F0	Zoarces viviparus (Viviparous eelpout) (Blennius viviparus)	Vertebrata	Actinopteri	2407	0	RYR	high	VZT92_011459	EF-hand domain-containing protein	RYR	0.9595	ITPR	176	4343	1	RYR2	0.2572	RYR1	placeholder		family_unnamed		38	1	0	1	RYR	RYR	both	1
A0AAW1F7I6	Zoarces viviparus (Viviparous eelpout) (Blennius viviparus)	Vertebrata	Actinopteri	2735	0	ITPR	high	VZT92_013597	Inositol 1,4,5-trisphosphate receptor	ITPR	0.9655	RYR	4892	169	1	ITPR1	0.2222	ITPR2	placeholder		paralog_unspecified	ITPR	38	1	1	4	ITPR	ITPR	both	1
A0AAW1F9S7	Zoarces viviparus (Viviparous eelpout) (Blennius viviparus)	Vertebrata	Actinopteri	4772	0	RYR	high	VZT92_010762	Ryanodine receptor 3	RYR	0.9628	ITPR	176	4731	1	no_call	0.0154	RYR1	placeholder		correct_paralog	RYR	38	1	1	4	RYR	RYR	both	1
A0AAW1FAW3	Zoarces viviparus (Viviparous eelpout) (Blennius viviparus)	Vertebrata	Actinopteri	4845	0	RYR	high	VZT92_010762	Ryanodine receptor 3	RYR	0.9628	ITPR	176	4735	1	no_call	0.0161	RYR1	placeholder		correct_paralog	RYR	38	1	1	4	RYR	RYR	both	1
A0AAW1FGJ0	Zoarces viviparus (Viviparous eelpout) (Blennius viviparus)	Vertebrata	Actinopteri	4881	0	RYR	high	VZT92_008658	Ryanodine receptor	RYR	0.9744	ITPR	176	6888	1	RYR2	0.2979	RYR1	placeholder		paralog_unspecified	RYR	38	1	1	4	RYR	RYR	both	1
A0AAW1FGQ9	Zoarces viviparus (Viviparous eelpout) (Blennius viviparus)	Vertebrata	Actinopteri	4881	0	RYR	high	VZT92_008658	Ryanodine receptor	RYR	0.9742	ITPR	177	6867	1	RYR2	0.2956	RYR1	placeholder		paralog_unspecified	RYR	38	1	1	4	RYR	RYR	both	1
A0AAW1G244	Zoarces viviparus (Viviparous eelpout) (Blennius viviparus)	Vertebrata	Actinopteri	4946	0	RYR	high	VZT92_001431	Ryanodine receptor 2-like	RYR	0.9737	ITPR	173	6570	1	RYR2	0.1251	RYR1	placeholder		paralog_unspecified	RYR	38	1	1	4	RYR	RYR	both	1
A0AAW1M9L9	Popillia japonica (Japanese beetle)	Metazoa (non-vertebrate)	Insecta	3675	0	RYR	high	QE152_g8309	Inositol 1,4,5-trisphosphate/ryanodine receptor	RYR	0.9489	ITPR	90.5	1770	0	not_asked	0		placeholder		family_ambiguous	ITPR/RYR	37	1	1	3	RYR	RYR	v4+s20	1
A0AAW1MC85	Popillia japonica (Japanese beetle)	Metazoa (non-vertebrate)	Insecta	3640	0	RYR	high	QE152_g8309	Inositol 1,4,5-trisphosphate/ryanodine receptor	RYR	0.9486	ITPR	90.9	1770	0	not_asked	0		placeholder		family_ambiguous	ITPR/RYR	37	1	1	3	RYR	RYR	both	1
A0AAW1MCQ8	Popillia japonica (Japanese beetle)	Metazoa (non-vertebrate)	Insecta	3645	0	RYR	high	QE152_g8309	Inositol 1,4,5-trisphosphate/ryanodine receptor	RYR	0.9491	ITPR	90.1	1770	0	not_asked	0		placeholder		family_ambiguous	ITPR/RYR	37	1	1	3	RYR	RYR	both	1
A0AAW1N9J3	Popillia japonica (Japanese beetle)	Metazoa (non-vertebrate)	Insecta	2726	0	ITPR	high	QE152_g503	Inositol 1,4,5-trisphosphate receptor	ITPR	0.9468	RYR	3249	173	0	not_asked	0		placeholder		correct_paralog	ITPR	38	1	1	4	ITPR	ITPR	v4+s20	1
A0AAW1NH87	Popillia japonica (Japanese beetle)	Metazoa (non-vertebrate)	Insecta	2692	0	ITPR	high	QE152_g503	Inositol 1,4,5-trisphosphate receptor	ITPR	0.9468	RYR	3252	173	0	not_asked	0		placeholder		correct_paralog	ITPR	38	1	1	4	ITPR	ITPR	both	1
A0AAW1UQP2	Henosepilachna vigintioctopunctata	Metazoa (non-vertebrate)	Insecta	2763	0	RYR	high	WA026_013661	B30.2/SPRY domain-containing protein	RYR	1		0	1810	0	not_asked	0		placeholder		family_unnamed		8	1	0	1	RYR	RYR	v4+s20	1
A0AAW1V2D9	Henosepilachna vigintioctopunctata	Metazoa (non-vertebrate)	Insecta	2750	0	ITPR	high	WA026_004699	Inositol 1,4,5-trisphosphate receptor	ITPR	0.9482	RYR	3261	169	0	not_asked	0		placeholder		correct_paralog	ITPR	38	1	1	4	ITPR	ITPR	v4+s20	1
A0AAW1Z6V8	Culter alburnus (Topmouth culter)	Vertebrata	Actinopteri	4857	0	RYR	high	ABG768_014270	Ryanodine receptor 3	RYR	0.9635	ITPR	178	4876	1	no_call	0.0232	RYR1	placeholder		correct_paralog	RYR	38	1	1	4	RYR	RYR	both	1
A0AAW1ZCE9	Culter alburnus (Topmouth culter)	Vertebrata	Actinopteri	5065	0	RYR	high	ABG768_011210	Ryanodine receptor 1 (Skeletal muscle calcium release channel) (Skeletal muscle ryanodine receptor) (Skeletal muscle-typ	RYR	0.9778	ITPR	178	8036	1	RYR1	0.1472	RYR2	placeholder		paralog_unspecified	RYR	38	1	1	4	RYR	RYR	both	1
A0AAW1ZCP7	Culter alburnus (Topmouth culter)	Vertebrata	Actinopteri	5071	0	RYR	high	ABG768_011210	Ryanodine receptor 1 (Skeletal muscle calcium release channel) (Skeletal muscle ryanodine receptor) (Skeletal muscle-typ	RYR	0.9779	ITPR	178	8040	1	RYR1	0.1484	RYR2	placeholder		paralog_unspecified	RYR	38	1	1	4	RYR	RYR	both	1
A0AAW1ZDD6	Culter alburnus (Topmouth culter)	Vertebrata	Actinopteri	4895	0	RYR	high	ABG768_009608	Ryanodine receptor 2	RYR	0.9724	ITPR	178	6438	1	RYR2	0.128	RYR1	placeholder		paralog_unspecified	RYR	38	1	1	4	RYR	RYR	both	1
A0AAW1ZDM8	Culter alburnus (Topmouth culter)	Vertebrata	Actinopteri	2660	0	ITPR	high	ABG768_010967	Inositol 1,4,5-trisphosphate receptor	ITPR	0.9648	RYR	5108	180	1	ITPR2	0.3222	ITPR1	placeholder		paralog_unspecified	ITPR	38	1	1	4	ITPR	ITPR	both	1
A0AAW1ZHY4	Culter alburnus (Topmouth culter)	Vertebrata	Actinopteri	3503	0	RYR	high	ABG768_010366	Ryanodine receptor 3	RYR	0.9756	ITPR	124	5082	1	RYR2	0.4026	RYR1	placeholder		paralog_unspecified	RYR	38	1	1	3	RYR	RYR	both	1
A0AAW1ZYQ2	Culter alburnus (Topmouth culter)	Vertebrata	Actinopteri	4947	0	RYR	high	ABG768_005043	Ryanodine receptor 2	RYR	0.9823	ITPR	176	9969	1	RYR2	0.3039	RYR1	placeholder		paralog_unspecified	RYR	38	1	1	4	RYR	RYR	both	1
A0AAW2A6Q9	Culter alburnus (Topmouth culter)	Vertebrata	Actinopteri	5071	0	RYR	high	ABG768_002753	Skeletal muscle ryanodine receptor	RYR	0.9778	ITPR	178	8027	1	RYR2	0.247	RYR1	placeholder		paralog_unspecified	RYR	38	1	1	4	RYR	RYR	both	1
A0AAW2AAJ2	Culter alburnus (Topmouth culter)	Vertebrata	Actinopteri	2640	0	ITPR	high	ABG768_026676	Inositol 1,4,5-trisphosphate receptor	ITPR	0.9648	RYR	5035	177	1	ITPR3	0.3349	ITPR2	placeholder		paralog_unspecified	ITPR	38	1	1	4	ITPR	ITPR	both	1
A0AAW2AL41	Culter alburnus (Topmouth culter)	Vertebrata	Actinopteri	2301	0	ITPR	high	ABG768_024211	Inositol 1,4,5-trisphosphate receptor	ITPR	0.9606	RYR	4620	182	1	ITPR1	0.353	ITPR2	placeholder		paralog_unspecified	ITPR	38	1	0	2	ITPR	ITPR	both	1
A0AAW2FGX5	Cardiocondyla obscurior	Metazoa (non-vertebrate)	Insecta	5111	0	RYR	high	PUN28_010669	Ryanodine receptor	RYR	0.9452	ITPR	175	3193	0	not_asked	0		placeholder		correct_paralog	RYR	38	1	1	4	RYR	RYR	both	1
A0AAW2FGZ5	Cardiocondyla obscurior	Metazoa (non-vertebrate)	Insecta	5136	0	RYR	high	PUN28_010669	Ryanodine receptor	RYR	0.945	ITPR	175	3180	0	not_asked	0		placeholder		correct_paralog	RYR	38	1	1	4	RYR	RYR	v4+s20	1
A0AAW2FH01	Cardiocondyla obscurior	Metazoa (non-vertebrate)	Insecta	5134	0	RYR	high	PUN28_010669	Ryanodine receptor	RYR	0.945	ITPR	175	3184	0	not_asked	0		placeholder		correct_paralog	RYR	38	1	1	4	RYR	RYR	both	1
A0AAW2FH15	Cardiocondyla obscurior	Metazoa (non-vertebrate)	Insecta	5111	0	RYR	high	PUN28_010669	Ryanodine receptor	RYR	0.9452	ITPR	175	3192	0	not_asked	0		placeholder		correct_paralog	RYR	38	1	1	4	RYR	RYR	both	1
A0AAW2FH17	Cardiocondyla obscurior	Metazoa (non-vertebrate)	Insecta	5124	0	RYR	high	PUN28_010669	Ryanodine receptor	RYR	0.9451	ITPR	175	3187	0	not_asked	0		placeholder		correct_paralog	RYR	38	1	1	4	RYR	RYR	both	1
A0AAW2FH36	Cardiocondyla obscurior	Metazoa (non-vertebrate)	Insecta	5122	0	RYR	high	PUN28_010669	Ryanodine receptor	RYR	0.9451	ITPR	175	3190	0	not_asked	0		placeholder		correct_paralog	RYR	38	1	1	4	RYR	RYR	both	1
