accession	call	confidence	reason	arch_call	symbol_class	conflict	gene	protein_name	species	taxon_id	group	kingdom	phylum	class	order	family	length	in_band	fragment	reviewed	protein_existence	in_alphafold	seed_pfams	pfams	n_itpr_arch	ryr_pfams	source
G3R1B9	RYR	high	ryr_pfam=PF00622+PF02026+PF06459+PF21119;symbol=RYR	RYR	RYR	0	RYR3	Ryanodine receptor 3 (Brain ryanodine receptor-calcium release channel) (Brain-type ryanodine receptor) (Type 3 ryanodin	Gorilla gorilla gorilla (Western lowland gorilla)	9595	Vertebrata	Metazoa	Chordata	Mammalia	Primates	Hominidae	4865	0		0	Inferred from homology	0	PF01365;PF08454;PF08709	PF00520;PF00622;PF01365;PF02026;PF02815;PF06459;PF08454;PF08709;PF21119	5	PF00622;PF02026;PF06459;PF21119	both
G3RA81	RYR	high	ryr_pfam=PF00622+PF02026+PF06459+PF21119;symbol=RYR	RYR	RYR	0	RYR2	Ryanodine receptor 2 (Cardiac muscle ryanodine receptor) (Cardiac muscle ryanodine receptor-calcium release channel) (Ty	Gorilla gorilla gorilla (Western lowland gorilla)	9595	Vertebrata	Metazoa	Chordata	Mammalia	Primates	Hominidae	4755	0		0	Inferred from homology	0	PF01365;PF08454;PF08709	PF00520;PF00622;PF01365;PF02026;PF02815;PF06459;PF08454;PF08709;PF13499;PF21119	5	PF00622;PF02026;PF06459;PF21119	both
G3RHI9	RYR	high	ryr_pfam=PF00622+PF02026+PF06459+PF21119;symbol=RYR	RYR	RYR	0	RYR1	Ryanodine receptor 1 (Skeletal muscle calcium release channel) (Skeletal muscle ryanodine receptor) (Skeletal muscle-typ	Gorilla gorilla gorilla (Western lowland gorilla)	9595	Vertebrata	Metazoa	Chordata	Mammalia	Primates	Hominidae	4914	0		0	Predicted	0	PF01365;PF08454;PF08709	PF00520;PF00622;PF01365;PF02026;PF02815;PF06459;PF08454;PF08709;PF21119	5	PF00622;PF02026;PF06459;PF21119	both
G3RJI5	ITPR	high	itpr_arch_complete;symbol=ITPR	ITPR	ITPR	0	ITPR3	Inositol 1,4,5-trisphosphate receptor	Gorilla gorilla gorilla (Western lowland gorilla)	9595	Vertebrata	Metazoa	Chordata	Mammalia	Primates	Hominidae	2671	1		0	Inferred from homology	0	PF01365;PF08454;PF08709	PF00520;PF01365;PF02815;PF08454;PF08709	5		both
G3RMI4	RYR	high	ryr_pfam=PF00622+PF02026+PF06459+PF21119;symbol=RYR	RYR	RYR	0	RYR1	Ryanodine receptor 1 (Skeletal muscle calcium release channel) (Skeletal muscle ryanodine receptor) (Skeletal muscle-typ	Gorilla gorilla gorilla (Western lowland gorilla)	9595	Vertebrata	Metazoa	Chordata	Mammalia	Primates	Hominidae	4938	0		0	Predicted	0	PF01365;PF08454;PF08709	PF00520;PF00622;PF01365;PF02026;PF02815;PF06459;PF08454;PF08709;PF21119	5	PF00622;PF02026;PF06459;PF21119	both
G3S6N8	RYR	high	ryr_pfam=PF00622+PF02026+PF06459+PF21119;symbol=RYR	RYR	RYR	0	RYR2	Ryanodine receptor 2 (Cardiac muscle ryanodine receptor) (Cardiac muscle ryanodine receptor-calcium release channel) (Ty	Gorilla gorilla gorilla (Western lowland gorilla)	9595	Vertebrata	Metazoa	Chordata	Mammalia	Primates	Hominidae	4734	0		0	Inferred from homology	0	PF01365;PF08454;PF08709	PF00520;PF00622;PF01365;PF02026;PF02815;PF06459;PF08454;PF08709;PF13499;PF21119	5	PF00622;PF02026;PF06459;PF21119	both
G3SAJ3	ITPR	high	itpr_arch_complete;symbol=ITPR	ITPR	ITPR	0	ITPR3	Inositol 1,4,5-trisphosphate receptor	Gorilla gorilla gorilla (Western lowland gorilla)	9595	Vertebrata	Metazoa	Chordata	Mammalia	Primates	Hominidae	2677	1		0	Inferred from homology	0	PF01365;PF08454;PF08709	PF00520;PF01365;PF02815;PF08454;PF08709	5		both
G3SJY3	ITPR	high	itpr_arch_complete;symbol=ITPR	ITPR	ITPR	0	ITPR1	Inositol 1,4,5-trisphosphate receptor	Gorilla gorilla gorilla (Western lowland gorilla)	9595	Vertebrata	Metazoa	Chordata	Mammalia	Primates	Hominidae	2701	1		0	Inferred from homology	0	PF01365;PF08454;PF08709	PF00520;PF01365;PF02815;PF08454;PF08709	5		both
G3SRG2	ITPR	high	itpr_arch_complete;symbol=ITPR	ITPR	ITPR	0	ITPR1	Inositol 1,4,5-trisphosphate receptor	Loxodonta africana (African elephant)	9785	Vertebrata	Metazoa	Chordata	Mammalia	Proboscidea	Elephantidae	2700	1		0	Inferred from homology	0	PF01365;PF08454;PF08709	PF00520;PF01365;PF02815;PF08454;PF08709	5		both
G3SWM7	RYR	high	ryr_pfam=PF00622+PF02026+PF06459+PF21119;symbol=RYR	RYR	RYR	0	RYR3	Ryanodine receptor 3 (Brain ryanodine receptor-calcium release channel) (Brain-type ryanodine receptor) (Type 3 ryanodin	Loxodonta africana (African elephant)	9785	Vertebrata	Metazoa	Chordata	Mammalia	Proboscidea	Elephantidae	4449	0		0	Inferred from homology	0	PF01365;PF08454	PF00520;PF00622;PF01365;PF02026;PF06459;PF08454;PF21119	3	PF00622;PF02026;PF06459;PF21119	both
G3SYE9	RYR	high	ryr_pfam=PF00622+PF02026+PF06459+PF21119;symbol=RYR	RYR	RYR	0	RYR2	Ryanodine receptor 2 (Cardiac muscle ryanodine receptor) (Cardiac muscle ryanodine receptor-calcium release channel) (Ty	Loxodonta africana (African elephant)	9785	Vertebrata	Metazoa	Chordata	Mammalia	Proboscidea	Elephantidae	4951	0		0	Inferred from homology	0	PF01365;PF08454;PF08709	PF00520;PF00622;PF01365;PF02026;PF02815;PF06459;PF08454;PF08709;PF13499;PF21119	5	PF00622;PF02026;PF06459;PF21119	both
G3TPV4	ITPR	high	itpr_arch_complete;symbol=ITPR	ITPR	ITPR	0	ITPR3	Inositol 1,4,5-trisphosphate receptor	Loxodonta africana (African elephant)	9785	Vertebrata	Metazoa	Chordata	Mammalia	Proboscidea	Elephantidae	2670	1		0	Inferred from homology	0	PF01365;PF08454;PF08709	PF00520;PF01365;PF02815;PF08454;PF08709	5		both
G3U183	RYR	high	ryr_pfam=PF00622+PF02026+PF06459+PF21119;symbol=RYR	RYR	RYR	0	RYR2	Ryanodine receptor 2	Loxodonta africana (African elephant)	9785	Vertebrata	Metazoa	Chordata	Mammalia	Proboscidea	Elephantidae	4403	0		0	Predicted	0	PF01365;PF08454	PF00520;PF00622;PF01365;PF02026;PF06459;PF08454;PF13499;PF21119	3	PF00622;PF02026;PF06459;PF21119	both
G3U9F3	RYR	high	ryr_pfam=PF00622+PF02026+PF06459+PF21119;symbol=RYR	RYR	RYR	0	RYR1	Ryanodine receptor 1 (Skeletal muscle calcium release channel) (Skeletal muscle ryanodine receptor) (Skeletal muscle-typ	Loxodonta africana (African elephant)	9785	Vertebrata	Metazoa	Chordata	Mammalia	Proboscidea	Elephantidae	4936	0		0	Predicted	0	PF01365;PF08454;PF08709	PF00520;PF00622;PF01365;PF02026;PF02815;PF06459;PF08454;PF08709;PF21119	5	PF00622;PF02026;PF06459;PF21119	both
G3UA44	RYR	low	itpr_arch_partial=3/5;symbol=RYR	unassigned	RYR	0	RYR3	Ryanodine receptor 3	Loxodonta africana (African elephant)	9785	Vertebrata	Metazoa	Chordata	Mammalia	Proboscidea	Elephantidae	438	0		0	Predicted	1	PF01365;PF08709	PF01365;PF02815;PF08709	3		both
G3UG01	RYR	high	ryr_pfam=PF00622+PF02026+PF06459+PF21119;symbol=RYR	RYR	RYR	0	RYR1	Ryanodine receptor 1 (Skeletal muscle calcium release channel) (Skeletal muscle ryanodine receptor) (Skeletal muscle-typ	Loxodonta africana (African elephant)	9785	Vertebrata	Metazoa	Chordata	Mammalia	Proboscidea	Elephantidae	4982	0		0	Predicted	0	PF01365;PF08454;PF08709	PF00520;PF00622;PF01365;PF02026;PF02815;PF06459;PF08454;PF08709;PF21119	5	PF00622;PF02026;PF06459;PF21119	both
G3ULN8	RYR	high	ryr_pfam=PF00622+PF02026+PF06459+PF21119;symbol=RYR	RYR	RYR	0	RYR3	Ryanodine receptor 3	Loxodonta africana (African elephant)	9785	Vertebrata	Metazoa	Chordata	Mammalia	Proboscidea	Elephantidae	4470	0		0	Predicted	0	PF01365;PF08454	PF00520;PF00622;PF01365;PF02026;PF06459;PF08454;PF21119	3	PF00622;PF02026;PF06459;PF21119	both
G3UPM6	ITPR	high	itpr_arch_complete;symbol=ITPR	ITPR	ITPR	0	ITPR1	Inositol 1,4,5-trisphosphate receptor	Meleagris gallopavo (Wild turkey)	9103	Vertebrata	Metazoa	Chordata	Aves	Galliformes	Phasianidae	2715	1		0	Inferred from homology	0	PF01365;PF08454;PF08709	PF00520;PF01365;PF02815;PF08454;PF08709	5		both
G3URG2	ITPR	high	itpr_arch_complete;symbol=ITPR	ITPR	ITPR	0	ITPR1	Inositol 1,4,5-trisphosphate receptor	Meleagris gallopavo (Wild turkey)	9103	Vertebrata	Metazoa	Chordata	Aves	Galliformes	Phasianidae	2726	1		0	Inferred from homology	0	PF01365;PF08454;PF08709	PF00520;PF01365;PF02815;PF08454;PF08709	5		both
G3VGQ2	ITPR	high	itpr_arch_complete;symbol=ITPR	ITPR	ITPR	0	ITPR2	Inositol 1,4,5-trisphosphate receptor	Sarcophilus harrisii (Tasmanian devil) (Sarcophilus laniarius)	9305	Vertebrata	Metazoa	Chordata	Mammalia	Dasyuromorphia	Dasyuridae	2697	1		0	Inferred from homology	0	PF01365;PF08454;PF08709	PF00520;PF01365;PF02815;PF08454;PF08709	5		both
G3VVL0	ITPR	high	itpr_arch_complete;symbol=ITPR	ITPR	ITPR	0	ITPR3	Inositol 1,4,5-trisphosphate receptor	Sarcophilus harrisii (Tasmanian devil) (Sarcophilus laniarius)	9305	Vertebrata	Metazoa	Chordata	Mammalia	Dasyuromorphia	Dasyuridae	2667	1		0	Inferred from homology	0	PF01365;PF08454;PF08709	PF00520;PF01365;PF02815;PF08454;PF08709	5		both
G3W4H4	RYR	high	ryr_pfam=PF00622+PF02026+PF06459+PF21119;symbol=RYR	RYR	RYR	0	RYR3	Ryanodine receptor 3 (Brain ryanodine receptor-calcium release channel) (Brain-type ryanodine receptor) (Type 3 ryanodin	Sarcophilus harrisii (Tasmanian devil) (Sarcophilus laniarius)	9305	Vertebrata	Metazoa	Chordata	Mammalia	Dasyuromorphia	Dasyuridae	4877	0		0	Inferred from homology	0	PF01365;PF08454;PF08709	PF00520;PF00622;PF01365;PF02026;PF02815;PF06459;PF08454;PF08709;PF21119	5	PF00622;PF02026;PF06459;PF21119	both
G3W717	RYR	high	ryr_pfam=PF00622+PF02026+PF06459+PF21119;symbol=RYR	RYR	RYR	0	RYR2	Ryanodine receptor 2 (Cardiac muscle ryanodine receptor) (Cardiac muscle ryanodine receptor-calcium release channel) (Ty	Sarcophilus harrisii (Tasmanian devil) (Sarcophilus laniarius)	9305	Vertebrata	Metazoa	Chordata	Mammalia	Dasyuromorphia	Dasyuridae	4849	0		0	Inferred from homology	0	PF01365;PF08454;PF08709	PF00520;PF00622;PF01365;PF02026;PF02815;PF06459;PF08454;PF08709;PF21119	5	PF00622;PF02026;PF06459;PF21119	both
G4YJZ1	ITPR	medium	itpr_arch_partial=3/5;length_in_band	ITPR		0	PHYSODRAFT_308549	Uncharacterized protein	Phytophthora sojae (strain P6497) (Soybean stem and root rot agent) (Phytophthora megasperma f. sp. glycines)	1094619	SAR		Oomycota	Peronosporomycetes	Peronosporales	Peronosporaceae	3001	1		0	Predicted	0	PF01365;PF08454	PF00520;PF01365;PF08454	3		both
G7MRR0	ITPR	high	itpr_arch_complete;symbol=ITPR	ITPR	ITPR	0	ITPR3	Inositol 1,4,5-trisphosphate receptor	Macaca mulatta (Rhesus macaque)	9544	Vertebrata	Metazoa	Chordata	Mammalia	Primates	Cercopithecidae	2671	1		0	Inferred from homology	0	PF01365;PF08454;PF08709	PF00520;PF01365;PF02815;PF08454;PF08709	5		both
G7Y5H5	ITPR	medium	itpr_arch_partial=4/5;length_in_band	ITPR		0	CLF_101320	Inositol 1,4,5-trisphosphate receptor	Clonorchis sinensis (Chinese liver fluke)	79923	Metazoa (non-vertebrate)	Metazoa	Platyhelminthes	Trematoda	Opisthorchiida	Opisthorchiidae	2732	1		0	Inferred from homology	0	PF01365;PF08709	PF00520;PF01365;PF02815;PF08709	4		both
G7YIT2	RYR	high	ryr_pfam=PF00622+PF02026+PF21119	RYR		0	CLF_108999	Ryanodine receptor invertebrate	Clonorchis sinensis (Chinese liver fluke)	79923	Metazoa (non-vertebrate)	Metazoa	Platyhelminthes	Trematoda	Opisthorchiida	Opisthorchiidae	4087	0	fragment	0	Predicted	0	PF01365;PF08709	PF00622;PF01365;PF02026;PF02815;PF08709;PF21119	3	PF00622;PF02026;PF21119	both
G8EME3	RYR	high	ryr_pfam=PF00622+PF02026+PF06459+PF21119	RYR		0		Ryanodine receptor 1	Plutella xylostella (Diamondback moth) (Plutella maculipennis)	51655	Metazoa (non-vertebrate)	Metazoa	Arthropoda	Insecta	Lepidoptera	Plutellidae	5117	0		0	Evidence at protein level	0	PF01365;PF08454;PF08709	PF00520;PF00622;PF01365;PF02026;PF02815;PF06459;PF08454;PF08709;PF21119	5	PF00622;PF02026;PF06459;PF21119	both
G8EME4	RYR	high	ryr_pfam=PF00622+PF02026+PF06459+PF21119	RYR		0		Ryanodine receptor 2	Plutella xylostella (Diamondback moth) (Plutella maculipennis)	51655	Metazoa (non-vertebrate)	Metazoa	Arthropoda	Insecta	Lepidoptera	Plutellidae	5073	0		0	Evidence at transcript level	0	PF01365;PF08454;PF08709	PF00520;PF00622;PF01365;PF02026;PF02815;PF06459;PF08454;PF08709;PF21119	5	PF00622;PF02026;PF06459;PF21119	both
G8IJI2	RYR	high	ryr_pfam=PF00622+PF02026+PF06459+PF21119;symbol=RYR	RYR	RYR	0	RyR	Ryanodine receptor	Plutella xylostella (Diamondback moth) (Plutella maculipennis)	51655	Metazoa (non-vertebrate)	Metazoa	Arthropoda	Insecta	Lepidoptera	Plutellidae	5164	0		0	Evidence at transcript level	0	PF01365;PF08454;PF08709	PF00520;PF00622;PF01365;PF02026;PF02815;PF06459;PF08454;PF08709;PF21119	5	PF00622;PF02026;PF06459;PF21119	both
G9K6F2	unassigned	none	itpr_arch_weak=1/5	unassigned		0		Inositol 1,4,5-trisphosphate receptor	Mustela putorius furo (European domestic ferret) (Mustela furo)	9669	Vertebrata	Metazoa	Chordata	Mammalia	Carnivora	Mustelidae	225	0	fragment	0	Evidence at transcript level	1	PF08709	PF08709	1		both
G9K6F4	unassigned	none	itpr_arch_weak=1/5	unassigned		0		Inositol 1,4,5-triphosphate receptor, type 1	Mustela putorius furo (European domestic ferret) (Mustela furo)	9669	Vertebrata	Metazoa	Chordata	Mammalia	Carnivora	Mustelidae	124	0	fragment	0	Evidence at transcript level	1	PF01365	PF01365	1		both
G9K6F5	unassigned	none	itpr_arch_weak=1/5	unassigned		0		Inositol 1,4,5-triphosphate receptor, type 1	Mustela putorius furo (European domestic ferret) (Mustela furo)	9669	Vertebrata	Metazoa	Chordata	Mammalia	Carnivora	Mustelidae	175	0	fragment	0	Evidence at transcript level	1	PF01365	PF01365	1		both
G9K6F7	unassigned	none	itpr_arch_weak=1/5	unassigned		0		Inositol 1,4,5-triphosphate receptor, type 1	Mustela putorius furo (European domestic ferret) (Mustela furo)	9669	Vertebrata	Metazoa	Chordata	Mammalia	Carnivora	Mustelidae	143	0	fragment	0	Evidence at transcript level	1	PF01365	PF01365	1		both
G9K6F8	unassigned	none	itpr_arch_weak=2/5	unassigned		0		Inositol 1,4,5-triphosphate receptor, type 1	Mustela putorius furo (European domestic ferret) (Mustela furo)	9669	Vertebrata	Metazoa	Chordata	Mammalia	Carnivora	Mustelidae	1019	0	fragment	0	Evidence at transcript level	1	PF08454	PF00520;PF08454	2		both
G9K6F9	unassigned	none	itpr_arch_weak=2/5	unassigned		0		Inositol 1,4,5-trisphosphate receptor	Mustela putorius furo (European domestic ferret) (Mustela furo)	9669	Vertebrata	Metazoa	Chordata	Mammalia	Carnivora	Mustelidae	445	0	fragment	0	Evidence at transcript level	1	PF01365	PF01365;PF02815	2		both
G9K6G0	unassigned	none	itpr_arch_weak=1/5	unassigned		0		Inositol 1,4,5-triphosphate receptor, type 2	Mustela putorius furo (European domestic ferret) (Mustela furo)	9669	Vertebrata	Metazoa	Chordata	Mammalia	Carnivora	Mustelidae	646	0	fragment	0	Evidence at transcript level	0	PF01365	PF01365	1		both
G9K6G2	unassigned	none	itpr_arch_weak=1/5	unassigned		0		Inositol 1,4,5-trisphosphate receptor	Mustela putorius furo (European domestic ferret) (Mustela furo)	9669	Vertebrata	Metazoa	Chordata	Mammalia	Carnivora	Mustelidae	231	0	fragment	0	Evidence at transcript level	1	PF01365	PF01365	1		both
G9K6G4	unassigned	none	itpr_arch_weak=1/5	unassigned		0		Inositol 1,4,5-triphosphate receptor, type 3	Mustela putorius furo (European domestic ferret) (Mustela furo)	9669	Vertebrata	Metazoa	Chordata	Mammalia	Carnivora	Mustelidae	235	0	fragment	0	Evidence at transcript level	1	PF01365	PF01365	1		both
H0V046	RYR	high	ryr_pfam=PF00622+PF02026+PF06459+PF21119;symbol=RYR	RYR	RYR	0	RYR3	Ryanodine receptor 3 (Brain ryanodine receptor-calcium release channel) (Brain-type ryanodine receptor) (Type 3 ryanodin	Cavia porcellus (Guinea pig)	10141	Vertebrata	Metazoa	Chordata	Mammalia	Rodentia	Caviidae	4835	0		0	Inferred from homology	0	PF01365;PF08454;PF08709	PF00520;PF00622;PF01365;PF02026;PF02815;PF06459;PF08454;PF08709;PF21119	5	PF00622;PF02026;PF06459;PF21119	both
H0V4K0	ITPR	high	itpr_arch_complete;symbol=ITPR	ITPR	ITPR	0	ITPR1	Inositol 1,4,5-trisphosphate receptor	Cavia porcellus (Guinea pig)	10141	Vertebrata	Metazoa	Chordata	Mammalia	Rodentia	Caviidae	2684	1		0	Inferred from homology	0	PF01365;PF08454;PF08709	PF00520;PF01365;PF02815;PF08454;PF08709	5		both
H0VB77	RYR	high	ryr_pfam=PF00622+PF02026+PF06459+PF21119;symbol=RYR	RYR	RYR	0	RYR2	Ryanodine receptor 2 (Cardiac muscle ryanodine receptor) (Cardiac muscle ryanodine receptor-calcium release channel) (Ty	Cavia porcellus (Guinea pig)	10141	Vertebrata	Metazoa	Chordata	Mammalia	Rodentia	Caviidae	4873	0		0	Inferred from homology	0	PF01365;PF08454;PF08709	PF00520;PF00622;PF01365;PF02026;PF02815;PF06459;PF08454;PF08709;PF13499;PF21119	5	PF00622;PF02026;PF06459;PF21119	both
H0VLH8	ITPR	high	itpr_arch_complete;symbol=ITPR	ITPR	ITPR	0	ITPR2	Inositol 1,4,5-trisphosphate receptor	Cavia porcellus (Guinea pig)	10141	Vertebrata	Metazoa	Chordata	Mammalia	Rodentia	Caviidae	2622	1		0	Inferred from homology	0	PF01365;PF08454;PF08709	PF00520;PF01365;PF02815;PF08454;PF08709	5		both
H0VTW5	RYR	high	ryr_pfam=PF00622+PF02026+PF06459+PF21119;symbol=RYR	RYR	RYR	0	RYR1	Ryanodine receptor 1 (Skeletal muscle calcium release channel) (Skeletal muscle ryanodine receptor) (Skeletal muscle-typ	Cavia porcellus (Guinea pig)	10141	Vertebrata	Metazoa	Chordata	Mammalia	Rodentia	Caviidae	4554	0		0	Predicted	0	PF01365;PF08454;PF08709	PF00520;PF00622;PF01365;PF02026;PF02815;PF06459;PF08454;PF08709;PF21119	5	PF00622;PF02026;PF06459;PF21119	both
H0W9F6	ITPR	high	itpr_arch_complete;symbol=ITPR	ITPR	ITPR	0	ITPR3	Inositol 1,4,5-trisphosphate receptor	Cavia porcellus (Guinea pig)	10141	Vertebrata	Metazoa	Chordata	Mammalia	Rodentia	Caviidae	2663	1		0	Inferred from homology	0	PF01365;PF08454;PF08709	PF00520;PF01365;PF02815;PF08454;PF08709	5		both
H0WNA6	ITPR	high	itpr_arch_complete	ITPR		0		Inositol 1,4,5-trisphosphate receptor	Otolemur garnettii (Small-eared galago) (Garnett's greater bushbaby)	30611	Vertebrata	Metazoa	Chordata	Mammalia	Primates	Galagidae	2754	1		0	Inferred from homology	0	PF01365;PF08454;PF08709	PF00520;PF01365;PF02815;PF08454;PF08709	5		both
H0X1A2	ITPR	high	itpr_arch_complete	ITPR		0		Inositol 1,4,5-trisphosphate receptor	Otolemur garnettii (Small-eared galago) (Garnett's greater bushbaby)	30611	Vertebrata	Metazoa	Chordata	Mammalia	Primates	Galagidae	2647	1		0	Inferred from homology	0	PF01365;PF08454;PF08709	PF00520;PF01365;PF02815;PF08454;PF08709	5		both
H0X485	RYR	high	ryr_pfam=PF00622+PF02026+PF06459+PF21119	RYR		0		Ryanodine receptor 3	Otolemur garnettii (Small-eared galago) (Garnett's greater bushbaby)	30611	Vertebrata	Metazoa	Chordata	Mammalia	Primates	Galagidae	4892	0		0	Predicted	0	PF01365;PF08454;PF08709	PF00520;PF00622;PF01365;PF02026;PF02815;PF06459;PF08454;PF08709;PF21119	5	PF00622;PF02026;PF06459;PF21119	both
H0XDL7	ITPR	high	itpr_arch_complete;symbol=ITPR	ITPR	ITPR	0	ITPR3	Inositol 1,4,5-trisphosphate receptor	Otolemur garnettii (Small-eared galago) (Garnett's greater bushbaby)	30611	Vertebrata	Metazoa	Chordata	Mammalia	Primates	Galagidae	2671	1		0	Inferred from homology	0	PF01365;PF08454;PF08709	PF00520;PF01365;PF02815;PF08454;PF08709	5		both
H0XGR2	RYR	high	ryr_pfam=PF00622+PF02026+PF06459+PF21119	RYR		0		Ryanodine receptor 2 (Cardiac muscle ryanodine receptor) (Cardiac muscle ryanodine receptor-calcium release channel) (Ty	Otolemur garnettii (Small-eared galago) (Garnett's greater bushbaby)	30611	Vertebrata	Metazoa	Chordata	Mammalia	Primates	Galagidae	4867	0		0	Inferred from homology	0	PF01365;PF08454;PF08709	PF00520;PF00622;PF01365;PF02026;PF02815;PF06459;PF08454;PF08709;PF21119	5	PF00622;PF02026;PF06459;PF21119	both
H0XR47	ITPR	high	itpr_arch_complete;symbol=ITPR	ITPR	ITPR	0	ITPR3	Inositol 1,4,5-trisphosphate receptor	Otolemur garnettii (Small-eared galago) (Garnett's greater bushbaby)	30611	Vertebrata	Metazoa	Chordata	Mammalia	Primates	Galagidae	2728	1		0	Inferred from homology	0	PF01365;PF08454;PF08709	PF00520;PF01365;PF02815;PF08454;PF08709	5		both
H0Y0T2	RYR	high	ryr_pfam=PF00622+PF02026+PF06459+PF21119;symbol=RYR	RYR	RYR	0	RYR1	Ryanodine receptor 1 (Skeletal muscle calcium release channel) (Skeletal muscle ryanodine receptor) (Skeletal muscle-typ	Otolemur garnettii (Small-eared galago) (Garnett's greater bushbaby)	30611	Vertebrata	Metazoa	Chordata	Mammalia	Primates	Galagidae	5022	0		0	Predicted	0	PF01365;PF08454;PF08709	PF00520;PF00622;PF01365;PF02026;PF02815;PF06459;PF08454;PF08709;PF21119	5	PF00622;PF02026;PF06459;PF21119	both
H0YUA8	ITPR	high	itpr_arch_complete;symbol=ITPR	ITPR	ITPR	0	ITPR3	Inositol 1,4,5-trisphosphate receptor	Taeniopygia guttata (Zebra finch) (Poephila guttata)	59729	Vertebrata	Metazoa	Chordata	Aves	Passeriformes	Estrildidae	2663	1		0	Inferred from homology	0	PF01365;PF08454;PF08709	PF00520;PF01365;PF02815;PF08454;PF08709	5		both
H0ZJ48	ITPR	high	itpr_arch_complete;symbol=ITPR	ITPR	ITPR	0	ITPR1	Inositol 1,4,5-trisphosphate receptor	Taeniopygia guttata (Zebra finch) (Poephila guttata)	59729	Vertebrata	Metazoa	Chordata	Aves	Passeriformes	Estrildidae	2748	1		0	Inferred from homology	0	PF01365;PF08454;PF08709	PF00520;PF01365;PF02815;PF08454;PF08709	5		both
H0ZJZ3	RYR	high	ryr_pfam=PF00622+PF02026+PF06459+PF21119;symbol=RYR	RYR	RYR	0	RYR2	Ryanodine receptor 2	Taeniopygia guttata (Zebra finch) (Poephila guttata)	59729	Vertebrata	Metazoa	Chordata	Aves	Passeriformes	Estrildidae	4921	0		0	Predicted	0	PF01365;PF08454;PF08709	PF00520;PF00622;PF01365;PF02026;PF02815;PF06459;PF08454;PF08709;PF13499;PF21119	5	PF00622;PF02026;PF06459;PF21119	both
H0ZNA5	RYR	high	ryr_pfam=PF02026+PF06459+PF21119;symbol=RYR	RYR	RYR	0	RYR3	EF-hand domain-containing protein	Taeniopygia guttata (Zebra finch) (Poephila guttata)	59729	Vertebrata	Metazoa	Chordata	Aves	Passeriformes	Estrildidae	3017	1		0	Predicted	0	PF01365;PF08454	PF00520;PF01365;PF02026;PF06459;PF08454;PF21119	3	PF02026;PF06459;PF21119	both
H0ZPQ7	ITPR	high	itpr_arch_complete;symbol=ITPR	ITPR	ITPR	0	ITPR2	Inositol 1,4,5-trisphosphate receptor	Taeniopygia guttata (Zebra finch) (Poephila guttata)	59729	Vertebrata	Metazoa	Chordata	Aves	Passeriformes	Estrildidae	2675	1		0	Inferred from homology	0	PF01365;PF08454;PF08709	PF00520;PF01365;PF02815;PF08454;PF08709	5		both
H2L660	RYR	high	ryr_pfam=PF00622+PF02026+PF06459+PF21119;symbol=RYR	RYR	RYR	0	ryr1b	Ryanodine receptor 1 (Skeletal muscle calcium release channel) (Skeletal muscle ryanodine receptor) (Skeletal muscle-typ	Oryzias latipes (Japanese rice fish) (Japanese killifish)	8090	Vertebrata	Metazoa	Chordata	Actinopteri	Beloniformes	Adrianichthyidae	4677	0		0	Predicted	0	PF01365;PF08454	PF00520;PF00622;PF01365;PF02026;PF02815;PF06459;PF08454;PF21119	4	PF00622;PF02026;PF06459;PF21119	both
H2LKN1	RYR	high	ryr_pfam=PF00622+PF02026+PF06459+PF21119;symbol=RYR	RYR	RYR	0	ryr2b	Ryanodine receptor 2	Oryzias latipes (Japanese rice fish) (Japanese killifish)	8090	Vertebrata	Metazoa	Chordata	Actinopteri	Beloniformes	Adrianichthyidae	4732	0		0	Predicted	0	PF01365;PF08454;PF08709	PF00520;PF00622;PF01365;PF02026;PF02815;PF06459;PF08454;PF08709;PF21119	5	PF00622;PF02026;PF06459;PF21119	both
H2LPL7	RYR	high	ryr_pfam=PF00622+PF02026	RYR		0		Uncharacterized protein	Oryzias latipes (Japanese rice fish) (Japanese killifish)	8090	Vertebrata	Metazoa	Chordata	Actinopteri	Beloniformes	Adrianichthyidae	1028	0		0	Predicted	1	PF01365;PF08709	PF00622;PF01365;PF02026;PF02815;PF08709	3	PF00622;PF02026	both
H2M6Z7	unassigned	none	itpr_arch_partial=3/5	unassigned		0		Inositol 1,4,5-trisphosphate receptor type 2	Oryzias latipes (Japanese rice fish) (Japanese killifish)	8090	Vertebrata	Metazoa	Chordata	Actinopteri	Beloniformes	Adrianichthyidae	1587	0		0	Predicted	0	PF01365;PF08454	PF00520;PF01365;PF08454	3		both
H2M6Z9	unassigned	none	itpr_arch_partial=3/5	unassigned		0		Inositol 1,4,5-trisphosphate receptor	Oryzias latipes (Japanese rice fish) (Japanese killifish)	8090	Vertebrata	Metazoa	Chordata	Actinopteri	Beloniformes	Adrianichthyidae	615	0		0	Inferred from homology	1	PF01365;PF08709	PF01365;PF02815;PF08709	3		both
H2M700	unassigned	none	itpr_arch_weak=1/5	unassigned		0		Inositol 1,4,5-trisphosphate/ryanodine receptor domain-containing protein	Oryzias latipes (Japanese rice fish) (Japanese killifish)	8090	Vertebrata	Metazoa	Chordata	Actinopteri	Beloniformes	Adrianichthyidae	146	0		0	Predicted	1	PF08709	PF08709	1		both
