accession	call	confidence	rule	core	gene	species	taxon_id	group	phylum	class	order	length
A0A1I8MDA8	RYR	high	longest per species	0	LOC101888405	Musca domestica (House fly)	7370	Metazoa (non-vertebrate)	Arthropoda	Insecta	Diptera	5131
A0ABY7FBH2	RYR	high	longest per species	0	MAR_001356	Mya arenaria (Soft-shell clam)	6604	Metazoa (non-vertebrate)	Mollusca	Bivalvia	Myida	2884
A0ACC2Q884	RYR	high	longest per species	0	PYW08_010418	Mythimna loreyi	667449	Metazoa (non-vertebrate)	Arthropoda	Insecta	Lepidoptera	5118
A0AAD8DKG6	RYR	high	longest per species	0	PYW07_010827	Mythimna separata (Oriental armyworm) (Pseudaletia separata)	271217	Metazoa (non-vertebrate)	Arthropoda	Insecta	Lepidoptera	5857
A0A8S3T6A8	RYR	medium	longest per species	0	MEDL_39092	Mytilus edulis (Blue mussel)	6550	Metazoa (non-vertebrate)	Mollusca	Bivalvia	Mytilida	291
A0A8B6HKR7	RYR	high	longest per species	0	MGAL_10B085564	Mytilus galloprovincialis (Mediterranean mussel)	29158	Metazoa (non-vertebrate)	Mollusca	Bivalvia	Mytilida	5025
A0A0A7RS32	RYR	high	longest per species	0		Myzus persicae (Green peach aphid) (Aphis persicae)	13164	Metazoa (non-vertebrate)	Arthropoda	Insecta	Hemiptera	5101
A0A7M7T6K6	RYR	high	longest per species	0		Nasonia vitripennis (Parasitic wasp)	7425	Metazoa (non-vertebrate)	Arthropoda	Insecta	Hymenoptera	5176
W2TAC6	RYR	high	longest per species	0	NECAME_10550	Necator americanus (Human hookworm)	51031	Metazoa (non-vertebrate)	Nematoda	Chromadorea	Rhabditida	4907
A0ABM3GP40	RYR	high	longest per species	0	LOC107223078	Neodiprion lecontei (Redheaded pine sawfly)	441921	Metazoa (non-vertebrate)	Arthropoda	Insecta	Hymenoptera	5128
A0A8X6MDD5	RYR	high	longest per species	0	RyR	Nephila pilipes (Giant wood spider) (Nephila maculata)	299642	Metazoa (non-vertebrate)	Arthropoda	Arachnida	Araneae	1874
A0ABN7B5W3	RYR	high	longest per species	0	NTJ_12608	Nesidiocoris tenuis	355587	Metazoa (non-vertebrate)	Arthropoda	Insecta	Hemiptera	5083
A0A9P0H1M9	RYR	high	longest per species	0	NEZAVI_LOCUS491	Nezara viridula (Southern green stink bug) (Cimex viridulus)	85310	Metazoa (non-vertebrate)	Arthropoda	Insecta	Hemiptera	5073
A0ABM1MTS5	RYR	high	longest per species	0	LOC108563731	Nicrophorus vespilloides (Boreal carrion beetle)	110193	Metazoa (non-vertebrate)	Arthropoda	Insecta	Coleoptera	5054
U3PWV7	RYR	high	longest per species	0		Nilaparvata lugens (Brown planthopper)	108931	Metazoa (non-vertebrate)	Arthropoda	Insecta	Hemiptera	5140
A0A158R0H1	RYR	high	longest per species	0	NBR_LOCUS11808	Nippostrongylus brasiliensis (Rat hookworm)	27835	Metazoa (non-vertebrate)	Nematoda	Chromadorea	Rhabditida	1389
A0A7R9BQ83	RYR	high	longest per species	0	NMOB1V02_LOCUS6969	Notodromas monacha	399045	Metazoa (non-vertebrate)	Arthropoda	Ostracoda	Podocopida	3631
A0A7E6F791	RYR	high	longest per species	0	LOC115217695	Octopus sinensis (East Asian common octopus)	2607531	Metazoa (non-vertebrate)	Mollusca	Cephalopoda	Octopoda	4022
A0AA36B9A0	RYR	high	longest per species	0	OCTVUL_1B000142	Octopus vulgaris (Common octopus)	6645	Metazoa (non-vertebrate)	Mollusca	Cephalopoda	Octopoda	5170
A0AAD9RL42	RYR	high	longest per species	0	KPH14_005126	Odynerus spinipes	1348599	Metazoa (non-vertebrate)	Arthropoda	Insecta	Hymenoptera	5110
A0AAV6UMA4	RYR	high	longest per species	0	JTE90_012099	Oedothorax gibbosus	931172	Metazoa (non-vertebrate)	Arthropoda	Arachnida	Araneae	5046
L7MM06	RYR	high	longest per species	0		Oesophagostomum dentatum (Nodular worm)	61180	Metazoa (non-vertebrate)	Nematoda	Chromadorea	Rhabditida	5075
A0ABN7S0R9	RYR	high	longest per species	0	OKIOD_LOCUS2548	Oikopleura dioica (Tunicate)	34765	Metazoa (non-vertebrate)	Chordata	Appendicularia	Copelata	5011
A0A238BWD7	RYR	high	longest per species	0	X798_03325	Onchocerca flexuosa	387005	Metazoa (non-vertebrate)	Nematoda	Chromadorea	Rhabditida	2326
A0A182E4C5	RYR	high	longest per species	0	NOO_LOCUS2844	Onchocerca ochengi (Filarial nematode worm)	42157	Metazoa (non-vertebrate)	Nematoda	Chromadorea	Rhabditida	2618
A0A8R1TZT6	RYR	high	longest per species	0		Onchocerca volvulus	6282	Metazoa (non-vertebrate)	Nematoda	Chromadorea	Rhabditida	5043
A0A026W7Q8	RYR	high	longest per species	0	X777_09115	Ooceraea biroi (Clonal raider ant) (Cerapachys biroi)	2015173	Metazoa (non-vertebrate)	Arthropoda	Insecta	Hymenoptera	5061
A0AAV7K8I1	RYR	high	longest per species	1	LOD99_255	Oopsacas minuta	111878	Metazoa (non-vertebrate)	Porifera	Hexactinellida	Lyssacinosida	4959
A0A0L7LMR0	RYR	high	longest per species	0	OBRU01_01730	Operophtera brumata (Winter moth) (Phalaena brumata)	104452	Metazoa (non-vertebrate)	Arthropoda	Insecta	Lepidoptera	3507
A0A4S2LT93	RYR	high	longest per species	0	CRM22_004998	Opisthorchis felineus	147828	Metazoa (non-vertebrate)	Platyhelminthes	Trematoda	Opisthorchiida	5609
A0A075A5M8	RYR	high	longest per species	0	T265_09254	Opisthorchis viverrini (Southeast Asian liver fluke)	6198	Metazoa (non-vertebrate)	Platyhelminthes	Trematoda	Opisthorchiida	5727
A0A7R9LP60	RYR	medium	longest per species	0	ONB1V03_LOCUS5058	Oppiella nova	334625	Metazoa (non-vertebrate)	Arthropoda	Arachnida	Sarcoptiformes	1742
A0A1D2N817	RYR	high	longest per species	0	Ocin01_05279	Orchesella cincta (Springtail) (Podura cincta)	48709	Metazoa (non-vertebrate)	Arthropoda	Collembola	Entomobryomorpha	2712
A0ABP1QU76	RYR	high	longest per species	0	ODALV1_LOCUS14843	Orchesella dallaii	48710	Metazoa (non-vertebrate)	Arthropoda	Collembola	Entomobryomorpha	5046
A0A0T6BEI4	RYR	high	longest per species	0	AMK59_1464	Oryctes borbonicus	1629725	Metazoa (non-vertebrate)	Arthropoda	Insecta	Coleoptera	2235
M4T4G3	RYR	high	longest per species	0		Ostrinia furnacalis (Asian corn borer)	93504	Metazoa (non-vertebrate)	Arthropoda	Insecta	Lepidoptera	5108
A0A8S4PI77	RYR	high	longest per species	0	OFUS_LOCUS17749	Owenia fusiformis (Polychaete worm)	6347	Metazoa (non-vertebrate)	Annelida	Polychaeta	Sabellida	1987
A0A7E4VY38	RYR	high	longest per species	0		Panagrellus redivivus (Microworm)	6233	Metazoa (non-vertebrate)	Nematoda	Chromadorea	Rhabditida	4039
A0A914QJS4	RYR	medium	longest per species	0		Panagrolaimus davidi	227884	Metazoa (non-vertebrate)	Nematoda	Chromadorea	Rhabditida	1228
A0A914Z1U8	RYR	medium	longest per species	0		Panagrolaimus superbus	310955	Metazoa (non-vertebrate)	Nematoda	Chromadorea	Rhabditida	820
A0A194RNL9	RYR	high	longest per species	0	RR48_07099	Papilio machaon (Old World swallowtail butterfly)	76193	Metazoa (non-vertebrate)	Arthropoda	Insecta	Lepidoptera	2892
A0A194QMY4	RYR	high	longest per species	0	RR46_01779	Papilio xuthus (Asian swallowtail butterfly)	66420	Metazoa (non-vertebrate)	Arthropoda	Insecta	Lepidoptera	3275
A0A8J4THQ5	RYR	high	longest per species	0	PHET_01364	Paragonimus heterotremus	100268	Metazoa (non-vertebrate)	Platyhelminthes	Trematoda	Plagiorchiida	5627
A0A8S9Z2A3	RYR	high	longest per species	0	EG68_01789	Paragonimus skrjabini miyazakii	59628	Metazoa (non-vertebrate)	Platyhelminthes	Trematoda	Plagiorchiida	5491
A0A5J4NXI2	RYR	high	longest per species	0	DEA37_0004027	Paragonimus westermani	34504	Metazoa (non-vertebrate)	Platyhelminthes	Trematoda	Plagiorchiida	5606
A0AAD9N3M2	RYR	high	longest per species	0	LSH36_286g03070	Paralvinella palmiformis	53620	Metazoa (non-vertebrate)	Annelida	Polychaeta	Terebellida	3804
A0A8S4S2J2	RYR	high	longest per species	0	jg7116	Pararge aegeria aegeria	348720	Metazoa (non-vertebrate)	Arthropoda	Insecta	Lepidoptera	5125
A0A915B3X3	RYR	high	longest per species	0		Parascaris univalens (Nematode worm)	6257	Metazoa (non-vertebrate)	Nematoda	Chromadorea	Rhabditida	4739
A0A0N4ZPH7	RYR	high	longest per species	0		Parastrongyloides trichosuri (Possum-specific nematode worm)	131310	Metazoa (non-vertebrate)	Nematoda	Chromadorea	Rhabditida	5293
A0AAD5MDZ9	RYR	medium	longest per species	0	KIN20_002293	Parelaphostrongylus tenuis (Meningeal worm)	148309	Metazoa (non-vertebrate)	Nematoda	Chromadorea	Rhabditida	1639
A0A8S3X2A4	RYR	high	longest per species	0	PAPOLLO_LOCUS12961	Parnassius apollo (Apollo butterfly) (Papilio apollo)	110799	Metazoa (non-vertebrate)	Arthropoda	Insecta	Lepidoptera	5166
A0AAV1LIQ1	RYR	high	longest per species	0	PARMNEM_LOCUS14535	Parnassius mnemosyne (clouded apollo)	213953	Metazoa (non-vertebrate)	Arthropoda	Insecta	Lepidoptera	5092
A0AAN9TKK1	RYR	high	longest per species	0	V9T40_012523	Parthenolecanium corni	536013	Metazoa (non-vertebrate)	Arthropoda	Insecta	Hemiptera	5107
A0A914BA11	RYR	high	longest per species	0		Patiria miniata (Bat star) (Asterina miniata)	46514	Metazoa (non-vertebrate)	Echinodermata	Asteroidea	Valvatida	2795
E0VEK3	RYR	high	longest per species	0	8234224	Pediculus humanus subsp. corporis (Body louse)	121224	Metazoa (non-vertebrate)	Arthropoda	Insecta	Psocodea	5058
A0A423U9Z0	RYR	high	longest per species	0	C7M84_012532	Penaeus vannamei (Whiteleg shrimp) (Litopenaeus vannamei)	6689	Metazoa (non-vertebrate)	Arthropoda	Malacostraca	Decapoda	2399
A0ABQ8T696	RYR	medium	longest per species	0	ANN_11867	Periplaneta americana (American cockroach) (Blatta americana)	6978	Metazoa (non-vertebrate)	Arthropoda	Insecta	Blattodea	1387
A0AAE1F6E0	RYR	high	longest per species	0	Pcinc_026695	Petrolisthes cinctipes (Flat porcelain crab)	88211	Metazoa (non-vertebrate)	Arthropoda	Malacostraca	Decapoda	5490
A0AAE1NS39	RYR	high	longest per species	0	Pmani_032231	Petrolisthes manimaculis	1843537	Metazoa (non-vertebrate)	Arthropoda	Malacostraca	Decapoda	5556
A0A9P0GQZ3	RYR	high	longest per species	0	PHAECO_LOCUS3844	Phaedon cochleariae (Mustard beetle)	80249	Metazoa (non-vertebrate)	Arthropoda	Insecta	Coleoptera	5115
A0A6F9DS65	RYR	high	longest per species	0	Ryr3	Phallusia mammillata	59560	Metazoa (non-vertebrate)	Chordata	Ascidiacea	Phlebobranchia	5072
A0A1B0D1T0	RYR	high	longest per species	0		Phlebotomus papatasi (Sandfly)	29031	Metazoa (non-vertebrate)	Arthropoda	Insecta	Diptera	2076
A0A5N4A4Q8	RYR	high	longest per species	0	PPYR_14264	Photinus pyralis (Common eastern firefly) (Lampyris pyralis)	7054	Metazoa (non-vertebrate)	Arthropoda	Insecta	Coleoptera	5100
A0A9N9T9N1	RYR	high	longest per species	0	PHYEVI_LOCUS329	Phyllotreta striolata (Striped flea beetle) (Crioceris striolata)	444603	Metazoa (non-vertebrate)	Arthropoda	Insecta	Coleoptera	5111
A0A9P0TSB5	RYR	high	longest per species	0	PIBRA_LOCUS13194	Pieris brassicae (White butterfly) (Large white butterfly)	7116	Metazoa (non-vertebrate)	Arthropoda	Insecta	Lepidoptera	5162
A0A821VFV6	RYR	high	longest per species	0	PMACD_LOCUS11707	Pieris macdunnoughi	345717	Metazoa (non-vertebrate)	Arthropoda	Insecta	Lepidoptera	3242
R9R5D5	RYR	high	longest per species	0		Pieris rapae (Small white butterfly) (Artogeia rapae)	64459	Metazoa (non-vertebrate)	Arthropoda	Insecta	Lepidoptera	5107
A0AA88Y1D7	RYR	high	longest per species	0	FSP39_023525	Pinctada imbricata (Atlantic pearl-oyster) (Pinctada martensii)	66713	Metazoa (non-vertebrate)	Mollusca	Bivalvia	Pterioida	5203
A0AAV4CU45	RYR	high	longest per species	0	PoB_006189600	Plakobranchus ocellatus	259542	Metazoa (non-vertebrate)	Mollusca	Gastropoda		3331
A0A914WBU0	RYR	high	longest per species	0		Plectus sambesii	2011161	Metazoa (non-vertebrate)	Nematoda	Chromadorea	Plectida	1370
A0ABQ7PQG9	RYR	high	longest per species	0	JYU34_022202	Plutella xylostella (Diamondback moth) (Plutella maculipennis)	51655	Metazoa (non-vertebrate)	Arthropoda	Insecta	Lepidoptera	5164
A0A8N1SB51	RYR	high	longest per species	0	LOC105431823	Pogonomyrmex barbatus (red harvester ant)	144034	Metazoa (non-vertebrate)	Arthropoda	Insecta	Hymenoptera	5130
A0ABM1HYJ6	RYR	high	longest per species	0	LOC107064648	Polistes dominula (European paper wasp) (Vespa dominula)	743375	Metazoa (non-vertebrate)	Arthropoda	Insecta	Hymenoptera	5161
A0A9J6CJ21	RYR	high	longest per species	0	PVAND_011393	Polypedilum vanderplanki (Sleeping chironomid midge)	319348	Metazoa (non-vertebrate)	Arthropoda	Insecta	Diptera	5072
A0AAN0LPN8	RYR	high	longest per species	0	RyR	Polyphagotarsonemus latus	1204166	Metazoa (non-vertebrate)	Arthropoda	Arachnida	Trombidiformes	5392
A0ABR1B0T0	RYR	high	longest per species	0	RUM44_007463	Polyplax serrata (Common mouse louse)	468196	Metazoa (non-vertebrate)	Arthropoda	Insecta	Psocodea	3872
A0A2T7NWF8	RYR	high	longest per species	0	C0Q70_13166	Pomacea canaliculata (Golden apple snail)	400727	Metazoa (non-vertebrate)	Mollusca	Gastropoda	Architaenioglossa	5035
A0AAW1M9L9	RYR	high	longest per species	0	QE152_g8309	Popillia japonica (Japanese beetle)	7064	Metazoa (non-vertebrate)	Arthropoda	Insecta	Coleoptera	3675
A0A5B7CR75	RYR	high	longest per species	0	RyR_5	Portunus trituberculatus (Swimming crab) (Neptunus trituberculatus)	210409	Metazoa (non-vertebrate)	Arthropoda	Malacostraca	Decapoda	918
A0AAE0TEQ7	RYR	high	longest per species	0	CHS0354_042592	Potamilus streckersoni	2493646	Metazoa (non-vertebrate)	Mollusca	Bivalvia	Unionida	5165
A0ABM1DXK4	RYR	high	longest per species	1	LOC106806993	Priapulus caudatus (Priapulid worm)	37621	Metazoa (non-vertebrate)	Priapulida	Priapulimorpha	Priapulimorphida	3274
A0AAV5SCC0	RYR	high	longest per species	0	PENTCL1PPCAC_3146	Pristionchus entomophagus	358040	Metazoa (non-vertebrate)	Nematoda	Chromadorea	Rhabditida	2637
A0AAV5V408	RYR	high	longest per species	0	PFISCL1PPCAC_3867	Pristionchus fissidentatus	1538716	Metazoa (non-vertebrate)	Nematoda	Chromadorea	Rhabditida	4684
A0AAN5DCL9	RYR	high	longest per species	0	PMAYCL1PPCAC_29932	Pristionchus mayeri	1317129	Metazoa (non-vertebrate)	Nematoda	Chromadorea	Rhabditida	5244
A0A2A6CRA2	RYR	high	longest per species	0	WBGene00276305	Pristionchus pacificus (Parasitic nematode worm)	54126	Metazoa (non-vertebrate)	Nematoda	Chromadorea	Rhabditida	5221
A0A836ED53	RYR	high	longest per species	0	Ryr	Pseudoatta argentina	621737	Metazoa (non-vertebrate)	Arthropoda	Insecta	Hymenoptera	5138
A0A9Q0S6L4	RYR	high	longest per species	0	RyR	Pseudolycoriella hygida	35572	Metazoa (non-vertebrate)	Arthropoda	Insecta	Diptera	1167
A0A9P0D3I1	RYR	high	longest per species	0	PSYICH_LOCUS13587	Psylliodes chrysocephalus	3402493	Metazoa (non-vertebrate)	Arthropoda	Insecta	Coleoptera	5121
A0AAN7ZFM5	RYR	high	longest per species	0	RI129_011468	Pyrocoelia pectoralis	417401	Metazoa (non-vertebrate)	Arthropoda	Insecta	Coleoptera	5103
A0A1D1VU71	RYR	high	longest per species	0	RvY_12740-1	Ramazzottius varieornatus (Water bear) (Tardigrade)	947166	Metazoa (non-vertebrate)	Tardigrada	Eutardigrada	Parachela	2875
A0ABD0YNJ7	RYR	high	longest per species	0	AAG570_001433	Ranatra chinensis	642074	Metazoa (non-vertebrate)	Arthropoda	Insecta	Hemiptera	5037
A0AAV8WK04	RYR	high	longest per species	0	NQ314_021073	Rhamnusium bicolor	1586634	Metazoa (non-vertebrate)	Arthropoda	Insecta	Coleoptera	832
A0A9J6EDA9	RYR	medium	longest per species	0	HPB51_022636	Rhipicephalus microplus (Cattle tick) (Boophilus microplus)	6941	Metazoa (non-vertebrate)	Arthropoda	Arachnida	Ixodida	1450
T1ICG6	RYR	high	longest per species	0		Rhodnius prolixus (Triatomid bug)	13249	Metazoa (non-vertebrate)	Arthropoda	Insecta	Hemiptera	5107
A0A834M383	RYR	high	longest per species	0	GWI33_017947	Rhynchophorus ferrugineus (Red palm weevil) (Curculio ferrugineus)	354439	Metazoa (non-vertebrate)	Arthropoda	Insecta	Coleoptera	5144
A0AAW1DJ36	RYR	high	longest per species	0	O3M35_005062	Rhynocoris fuscipes	488301	Metazoa (non-vertebrate)	Arthropoda	Insecta	Hemiptera	4992
A0AAD9KZI4	RYR	high	longest per species	0	NP493_449g01032	Ridgeia piscesae (Tubeworm)	27915	Metazoa (non-vertebrate)	Annelida	Polychaeta	Sabellida	2394
A0A158QIV9	RYR	medium	longest per species	0	HNAJ_LOCUS10317	Rodentolepis nana (Dwarf tapeworm) (Hymenolepis nana)	102285	Metazoa (non-vertebrate)	Platyhelminthes	Cestoda	Cyclophyllidea	2819
A0A915J9D7	RYR	medium	longest per species	0		Romanomermis culicivorax (Nematode worm)	13658	Metazoa (non-vertebrate)	Nematoda	Enoplea	Mermithida	878
A0A819LAN5	RYR	medium	longest per species	0	OVN521_LOCUS12912	Rotaria magnacalcarata	392030	Metazoa (non-vertebrate)	Rotifera	Eurotatoria	Philodinida	2282
A0A820LXG1	RYR	high	longest per species	0	UJA718_LOCUS16619	Rotaria socialis	392032	Metazoa (non-vertebrate)	Rotifera	Eurotatoria	Philodinida	2627
A0A813R8P9	RYR	high	longest per species	1	JXQ802_LOCUS4555	Rotaria sordida	392033	Metazoa (non-vertebrate)	Rotifera	Eurotatoria	Philodinida	5245
A0ACM8CH91	RYR	high	longest per species	1	LOC100328999	Saccoglossus kowalevskii (Acorn worm)	10224	Metazoa (non-vertebrate)	Hemichordata	Enteropneusta		5221
A0A834VC47	RYR	high	longest per species	0		Sarcoptes scabiei (Itch mite) (Acarus scabiei)	52283	Metazoa (non-vertebrate)	Arthropoda	Arachnida	Sarcoptiformes	5042
A0A3P7E2Z7	RYR	medium	longest per species	0	SSLN_LOCUS7196	Schistocephalus solidus (Tapeworm)	70667	Metazoa (non-vertebrate)	Platyhelminthes	Cestoda	Diphyllobothriidea	1838
A0A430QFW0	RYR	high	longest per species	0	DC041_0003976	Schistosoma bovis (Blood fluke)	6184	Metazoa (non-vertebrate)	Platyhelminthes	Trematoda	Strigeidida	2337
A0A183K1U8	RYR	high	longest per species	0	SCUD_LOCUS8961	Schistosoma curassoni	6186	Metazoa (non-vertebrate)	Platyhelminthes	Trematoda	Strigeidida	1576
A0A922LUH1	RYR	high	longest per species	0	RYR3	Schistosoma haematobium (Blood fluke)	6185	Metazoa (non-vertebrate)	Platyhelminthes	Trematoda	Strigeidida	5605
A0A4Z2DNF4	RYR	high	longest per species	0	EWB00_010886	Schistosoma japonicum (Blood fluke)	6182	Metazoa (non-vertebrate)	Platyhelminthes	Trematoda	Strigeidida	5688
A0A3Q0KS03	RYR	high	longest per species	0		Schistosoma mansoni (Blood fluke)	6183	Metazoa (non-vertebrate)	Platyhelminthes	Trematoda	Strigeidida	5669
A0A183MSI1	RYR	high	longest per species	0	SMRZ_LOCUS19006	Schistosoma margrebowiei	48269	Metazoa (non-vertebrate)	Platyhelminthes	Trematoda	Strigeidida	1599
A0A183NXT8	RYR	medium	longest per species	0	SMTD_LOCUS6924	Schistosoma mattheei	31246	Metazoa (non-vertebrate)	Platyhelminthes	Trematoda	Strigeidida	1190
A0AAE1ZFP2	RYR	high	longest per species	0	MN116_004276	Schistosoma mekongi (Parasitic worm)	38744	Metazoa (non-vertebrate)	Platyhelminthes	Trematoda	Strigeidida	5688
A0AA85FAP7	RYR	high	longest per species	0		Schistosoma rodhaini	6188	Metazoa (non-vertebrate)	Platyhelminthes	Trematoda	Strigeidida	5669
A0ACF8L3D0	RYR	high	longest per species	0	ACJJTC_011404	Scirpophaga incertulas	72366	Metazoa (non-vertebrate)	Arthropoda	Insecta	Lepidoptera	1566
A0AAW0SKF4	RYR	high	longest per species	0	O3P69_008335	Scylla paramamosain (Mud crab)	85552	Metazoa (non-vertebrate)	Arthropoda	Malacostraca	Decapoda	2969
A0ACF8WPY9	RYR	high	longest per species	0	ACI65C_006122	Semiaphis heraclei	796293	Metazoa (non-vertebrate)	Arthropoda	Insecta	Hemiptera	5101
A0ACE7F6K6	RYR	high	longest per species	0	DMENIID0001_119260	Sergentomyia squamirostris	2283857	Metazoa (non-vertebrate)	Arthropoda	Insecta	Diptera	3985
A0A2Z5BST2	RYR	high	longest per species	0	RyR	Sesamia inferens (Purple stem borer)	492764	Metazoa (non-vertebrate)	Arthropoda	Insecta	Lepidoptera	5139
A0A915Q2X8	RYR	high	longest per species	0		Setaria digitata	48799	Metazoa (non-vertebrate)	Nematoda	Chromadorea	Rhabditida	3050
A0ABD3WLX5	RYR	high	longest per species	0	ACJMK2_037916	Sinanodonta woodiana (Chinese pond mussel) (Anodonta woodiana)	1069815	Metazoa (non-vertebrate)	Mollusca	Bivalvia	Unionida	5152
A0A8B8GT52	RYR	high	longest per species	0	LOC112694533	Sipha flava (yellow sugarcane aphid)	143950	Metazoa (non-vertebrate)	Arthropoda	Insecta	Hemiptera	5102
A0A6J2XGA9	RYR	high	longest per species	0	LOC115877801	Sitophilus oryzae (Rice weevil) (Curculio oryzae)	7048	Metazoa (non-vertebrate)	Arthropoda	Insecta	Coleoptera	5122
A0A183IJH0	RYR	high	longest per species	0	SBAD_LOCUS3766	Soboliphyme baturini	241478	Metazoa (non-vertebrate)	Nematoda	Enoplea	Dioctophymatida	2376
A0A023NEE5	RYR	high	longest per species	0		Sogatella furcifera (White-backed planthopper)	113103	Metazoa (non-vertebrate)	Arthropoda	Insecta	Hemiptera	5128
A0ACF8R2W1	RYR	high	longest per species	0	ScPMuIL_014959	Solemya velum (Atlantic awningclam)	13268	Metazoa (non-vertebrate)	Mollusca	Bivalvia	Solemyida	5149
A0A0P0QM39	RYR	high	longest per species	0	RyR	Spodoptera exigua (Beet armyworm) (Noctua fulgens)	7107	Metazoa (non-vertebrate)	Arthropoda	Insecta	Lepidoptera	5141
A0A9R0DY57	RYR	high	longest per species	0	LOC118276673	Spodoptera frugiperda (Fall armyworm)	7108	Metazoa (non-vertebrate)	Arthropoda	Insecta	Lepidoptera	5165
A0A9P0IA62	RYR	high	longest per species	0	SPLIT_LOCUS7521	Spodoptera littoralis (Egyptian cotton leafworm)	7109	Metazoa (non-vertebrate)	Arthropoda	Insecta	Lepidoptera	5121
A0A9J7EHB1	RYR	high	longest per species	0	LOC111357922	Spodoptera litura (Asian cotton leafworm)	69820	Metazoa (non-vertebrate)	Arthropoda	Insecta	Lepidoptera	5098
A0A087TIZ4	RYR	high	longest per species	0	X975_01126	Stegodyphus mimosarum (African social velvet spider)	407821	Metazoa (non-vertebrate)	Arthropoda	Arachnida	Araneae	1626
A0A4U5NUG2	RYR	high	longest per species	0	L596_011471	Steinernema carpocapsae (Entomopathogenic nematode)	34508	Metazoa (non-vertebrate)	Nematoda	Chromadorea	Rhabditida	2297
A0A1I7Z333	RYR	high	longest per species	0		Steinernema glaseri	37863	Metazoa (non-vertebrate)	Nematoda	Chromadorea	Rhabditida	1968
A0AA39HTB0	RYR	high	longest per species	0	QR680_005766	Steinernema hermaphroditum	289476	Metazoa (non-vertebrate)	Nematoda	Chromadorea	Rhabditida	5288
A0A1I8P9C9	RYR	high	longest per species	0	106095874	Stomoxys calcitrans (Stable fly) (Conops calcitrans)	35570	Metazoa (non-vertebrate)	Arthropoda	Insecta	Diptera	5129
T1J5U5	RYR	high	longest per species	0		Strigamia maritima (European centipede) (Geophilus maritimus)	126957	Metazoa (non-vertebrate)	Arthropoda	Chilopoda	Geophilomorpha	4116
A0A7M7T5D0	RYR	high	longest per species	0		Strongylocentrotus purpuratus (Purple sea urchin)	7668	Metazoa (non-vertebrate)	Echinodermata	Echinoidea	Camarodonta	4609
A0A0N5BIM7	RYR	high	longest per species	0		Strongyloides papillosus (Intestinal threadworm)	174720	Metazoa (non-vertebrate)	Nematoda	Chromadorea	Rhabditida	5177
A0A090MUA7	RYR	high	longest per species	0	SRAE_1000038700	Strongyloides ratti (Parasitic roundworm)	34506	Metazoa (non-vertebrate)	Nematoda	Chromadorea	Rhabditida	5303
A0AAF5DMV8	RYR	high	longest per species	0		Strongyloides stercoralis (Threadworm)	6248	Metazoa (non-vertebrate)	Nematoda	Chromadorea	Rhabditida	5295
A0A0K0FNZ1	RYR	high	longest per species	0		Strongyloides venezuelensis (Threadworm)	75913	Metazoa (non-vertebrate)	Nematoda	Chromadorea	Rhabditida	5313
A0A3P7IZ60	RYR	medium	longest per species	0	SVUK_LOCUS13189	Strongylus vulgaris (Blood worm)	40348	Metazoa (non-vertebrate)	Nematoda	Chromadorea	Rhabditida	933
A0A0N5AR96	RYR	high	longest per species	0		Syphacia muris	451379	Metazoa (non-vertebrate)	Nematoda	Chromadorea	Rhabditida	4873
A0A0R3WD36	RYR	high	longest per species	0	TASK_LOCUS8662	Taenia asiatica (Asian tapeworm)	60517	Metazoa (non-vertebrate)	Platyhelminthes	Cestoda	Cyclophyllidea	5267
A0ABR4Q6E9	RYR	high	longest per species	0	TcWFU_006570	Taenia crassiceps	6207	Metazoa (non-vertebrate)	Platyhelminthes	Cestoda	Cyclophyllidea	5781
A0ABQ9EYP8	RYR	high	longest per species	0	KUTeg_013945	Tegillarca granosa (Malaysian cockle) (Anadara granosa)	220873	Metazoa (non-vertebrate)	Mollusca	Bivalvia	Arcoida	5194
A0A2G9U3T6	RYR	medium	longest per species	0	TELCIR_13418	Teladorsagia circumcincta (Brown stomach worm) (Ostertagia circumcincta)	45464	Metazoa (non-vertebrate)	Nematoda	Chromadorea	Rhabditida	962
A0A6J1Q3K4	RYR	high	longest per species	0	LOC112457761	Temnothorax curvispinosus	300111	Metazoa (non-vertebrate)	Arthropoda	Insecta	Hymenoptera	5140
A0A4S2KV39	RYR	high	longest per species	1	DBV15_05574	Temnothorax longispinosus	300112	Metazoa (non-vertebrate)	Arthropoda	Insecta	Hymenoptera	6896
A0A8J6H6D8	RYR	high	longest per species	0	GEV33_013841	Tenebrio molitor (Yellow mealworm beetle)	7067	Metazoa (non-vertebrate)	Arthropoda	Insecta	Coleoptera	4154
A0AAW1A662	RYR	high	longest per species	0	QLX08_003525	Tetragonisca angustula	166442	Metazoa (non-vertebrate)	Arthropoda	Insecta	Hymenoptera	5132
T1K6F3	RYR	high	longest per species	0		Tetranychus urticae (Two-spotted spider mite)	32264	Metazoa (non-vertebrate)	Arthropoda	Arachnida	Trombidiformes	5235
A0A0N5CZR3	RYR	high	longest per species	0	TCLT_LOCUS5985	Thelazia callipaeda (Oriental eyeworm) (Parasitic nematode)	103827	Metazoa (non-vertebrate)	Nematoda	Chromadorea	Rhabditida	3363
A0A6P8Z5B9	RYR	high	longest per species	0	LOC117647578	Thrips palmi (Melon thrips)	161013	Metazoa (non-vertebrate)	Arthropoda	Insecta	Thysanoptera	5163
