accession	organism	vclass	vorder	contig_spans_gene	cell	n_copies	n_contigs	same_contig	copy_id	contig	start	end	strand	coverage	identity	integrity	bait	annot_gene
GCF_900324485.3	Mastacembelus armatus	Actinopteri	Synbranchiformes	1	RYR	6	6	0	GCF_900324485.3#RYR#copy1	NC_046645.1	22753642	22816850	+	1.0	0.811	intact	A0A6I8Q6P7|ryr1|Xenopus_tropicalis|RYR1	ryr1b
GCF_900324485.3	Mastacembelus armatus	Actinopteri	Synbranchiformes	1	RYR	6	6	0	GCF_900324485.3#RYR#copy2	NC_046646.1	11619015	11660822	-	1.0	0.7958	intact	A0A6I8Q6P7|ryr1|Xenopus_tropicalis|RYR1	LOC113142532
GCF_900324485.3	Mastacembelus armatus	Actinopteri	Synbranchiformes	1	RYR	6	6	0	GCF_900324485.3#RYR#copy3	NC_046647.1	14139355	14194456	+	1.0	0.5546	intact	A0AAJ7XD62|LOC116953891|Petromyzon_marinus|vertebrate_basal	ryr2b
GCF_900324485.3	Mastacembelus armatus	Actinopteri	Synbranchiformes	1	RYR	6	6	0	GCF_900324485.3#RYR#copy4	NC_046651.1	3844311	4240802	+	1.0	0.8679	intact	A0AC58GZ77|ryr2a|Danio_rerio|RYR2	ryr2a
GCF_900324485.3	Mastacembelus armatus	Actinopteri	Synbranchiformes	1	RYR	6	6	0	GCF_900324485.3#RYR#copy5	NC_046654.1	12253668	12360633	-	1.0	0.6752	intact	A0A8V0Y8K1|RYR2|Gallus_gallus|RYR2	LOC113131570
GCF_900324485.3	Mastacembelus armatus	Actinopteri	Synbranchiformes	1	RYR	6	6	0	GCF_900324485.3#RYR#copy6	NC_046656.1	16179293	16262071	+	1.0	0.6672	intact	A0A8V0Y8K1|RYR2|Gallus_gallus|RYR2	ryr3
GCF_900634775.2	Gouania willdenowi	Actinopteri	Blenniiformes	1	ITPR1	2	1	1	GCF_900634775.2#ITPR1#copy1	NC_041048.1	21385608	21495709	-	1.0	0.9502	intact	A0A672IUQ7|ITPR1|Salarias_fasciatus	LOC114463175
GCF_900634775.2	Gouania willdenowi	Actinopteri	Blenniiformes	1	ITPR1	2	1	1	GCF_900634775.2#ITPR1#copy2	NC_041048.1	34250669	34455930	+	1.0	0.858	intact	A0A672IUQ7|ITPR1|Salarias_fasciatus	itpr1b
GCF_900634775.2	Gouania willdenowi	Actinopteri	Blenniiformes	1	RYR	6	6	0	GCF_900634775.2#RYR#copy1	NC_041056.1	121206	265830	-	1.0	0.7954	intact	A0A6I8Q6P7|ryr1|Xenopus_tropicalis|RYR1	LOC114474183
GCF_900634775.2	Gouania willdenowi	Actinopteri	Blenniiformes	1	RYR	6	6	0	GCF_900634775.2#RYR#copy2	NC_041057.1	4298738	4385252	-	1.0	0.7814	intact	A0A6I8Q6P7|ryr1|Xenopus_tropicalis|RYR1	LOC114475659
GCF_900634775.2	Gouania willdenowi	Actinopteri	Blenniiformes	1	RYR	6	6	0	GCF_900634775.2#RYR#copy3	NC_041058.1	9570328	9647501	+	1.0	0.5437	intact	A0AAJ7XD62|LOC116953891|Petromyzon_marinus|vertebrate_basal	ryr2b
GCF_900634775.2	Gouania willdenowi	Actinopteri	Blenniiformes	1	RYR	6	6	0	GCF_900634775.2#RYR#copy4	NC_041062.1	21492148	21678467	+	1.0	0.849	intact	A0AC58GZ77|ryr2a|Danio_rerio|RYR2	ryr2a
GCF_900634775.2	Gouania willdenowi	Actinopteri	Blenniiformes	1	RYR	6	6	0	GCF_900634775.2#RYR#copy5	NC_041065.1	24025520	24155919	+	1.0	0.6735	intact	A0A8V0Y8K1|RYR2|Gallus_gallus|RYR2	LOC114456551
GCF_900634775.2	Gouania willdenowi	Actinopteri	Blenniiformes	1	RYR	6	6	0	GCF_900634775.2#RYR#copy6	NC_041066.1	7679505	7848082	-	1.0	0.6576	intact	Q92736|RYR2|Homo_sapiens|RYR2	ryr3
GCF_900747795.2	Erpetoichthys calabaricus	Cladistia	Polypteriformes	1	RYR	3	3	0	GCF_900747795.2#RYR#copy1	NC_041394.2	27348788	27734681	+	1.0	0.8413	intact	A0A6I8Q6P7|ryr1|Xenopus_tropicalis|RYR1	LOC114647909
GCF_900747795.2	Erpetoichthys calabaricus	Cladistia	Polypteriformes	1	RYR	3	3	0	GCF_900747795.2#RYR#copy2	NC_041408.2	70825170	71481228	-	1.0	0.8802	intact	A0AC58GZ77|ryr2a|Danio_rerio|RYR2	ryr2a
GCF_900747795.2	Erpetoichthys calabaricus	Cladistia	Polypteriformes	1	RYR	3	3	0	GCF_900747795.2#RYR#copy3	NC_041409.2	33856798	34390339	+	1.0	0.6976	intact	A0A8V0Y8K1|RYR2|Gallus_gallus|RYR2	ryr3
GCF_900880675.2	Sparus aurata	Actinopteri	Spariformes	1	ITPR1	2	1	1	GCF_900880675.2#ITPR1#copy1	NC_044192.1	22530122	22610540	-	1.0	0.9594	intact	A0A672IUQ7|ITPR1|Salarias_fasciatus	LOC115582679
GCF_900880675.2	Sparus aurata	Actinopteri	Spariformes	1	ITPR1	2	1	1	GCF_900880675.2#ITPR1#copy2	NC_044192.1	30648596	30737732	-	1.0	0.8683	intact	A0A672IUQ7|ITPR1|Salarias_fasciatus	itpr1b
GCF_900880675.2	Sparus aurata	Actinopteri	Spariformes	1	RYR	6	6	0	GCF_900880675.2#RYR#copy1	NC_044188.1	4730681	4796149	-	1.0	0.8067	intact	A0A6I8Q6P7|ryr1|Xenopus_tropicalis|RYR1	ryr1b
GCF_900880675.2	Sparus aurata	Actinopteri	Spariformes	1	RYR	6	6	0	GCF_900880675.2#RYR#copy2	NC_044199.1	10571040	10618002	-	1.0	0.7978	intact	A0A6I8Q6P7|ryr1|Xenopus_tropicalis|RYR1	LOC115594616
GCF_900880675.2	Sparus aurata	Actinopteri	Spariformes	1	RYR	6	6	0	GCF_900880675.2#RYR#copy3	NC_044201.1	22393551	22457064	+	1.0	0.5661	intact	A0AAJ7XD62|LOC116953891|Petromyzon_marinus|vertebrate_basal	ryr2b
GCF_900880675.2	Sparus aurata	Actinopteri	Spariformes	1	RYR	6	6	0	GCF_900880675.2#RYR#copy4	NC_044202.1	16703144	16814286	-	0.9962	0.675	intact	A0A3Q0HBW9|RYR|Alligator_sinensis	LOC115597678
GCF_900880675.2	Sparus aurata	Actinopteri	Spariformes	1	RYR	6	6	0	GCF_900880675.2#RYR#copy5	NC_044206.1	5849321	6015898	-	1.0	0.8794	intact	A0AC58GZ77|ryr2a|Danio_rerio|RYR2	ryr2a
GCF_900880675.2	Sparus aurata	Actinopteri	Spariformes	1	RYR	6	6	0	GCF_900880675.2#RYR#copy6	NC_044208.1	13096635	13234084	+	1.0	0.6529	intact	A0A6I8Q6P7|ryr1|Xenopus_tropicalis|RYR1	ryr3
GCF_901000725.3	Takifugu rubripes	Actinopteri	Tetraodontiformes	1	ITPR1	2	1	1	GCF_901000725.3#ITPR1#copy1	NC_042303.1	7272640	7316158	-	1.0	0.9313	intact	A0A672IUQ7|ITPR1|Salarias_fasciatus	LOC101074739
GCF_901000725.3	Takifugu rubripes	Actinopteri	Tetraodontiformes	1	ITPR1	2	1	1	GCF_901000725.3#ITPR1#copy2	NC_042303.1	17007076	17054504	-	1.0	0.862	intact	A0A672IUQ7|ITPR1|Salarias_fasciatus	itpr1b
GCF_901000725.3	Takifugu rubripes	Actinopteri	Tetraodontiformes	1	RYR	6	6	0	GCF_901000725.3#RYR#copy1	NC_042285.1	5860143	5953174	-	1.0	0.7934	intact	A0AC58GZ77|ryr2a|Danio_rerio|RYR2	ryr2a
GCF_901000725.3	Takifugu rubripes	Actinopteri	Tetraodontiformes	1	RYR	6	6	0	GCF_901000725.3#RYR#copy2	NC_042286.1	10200686	10264420	-	1.0	0.6735	intact	A0A8V0Y8K1|RYR2|Gallus_gallus|RYR2	LOC101061096
GCF_901000725.3	Takifugu rubripes	Actinopteri	Tetraodontiformes	1	RYR	6	6	0	GCF_901000725.3#RYR#copy3	NC_042288.1	5114135	5161508	-	1.0	0.6127	intact	Q92736|RYR2|Homo_sapiens|RYR2	ryr2b
GCF_901000725.3	Takifugu rubripes	Actinopteri	Tetraodontiformes	1	RYR	6	6	0	GCF_901000725.3#RYR#copy4	NC_042295.1	13887834	13925336	+	1.0	0.8005	intact	A0A6I8Q6P7|ryr1|Xenopus_tropicalis|RYR1	ryr1b
GCF_901000725.3	Takifugu rubripes	Actinopteri	Tetraodontiformes	1	RYR	6	6	0	GCF_901000725.3#RYR#copy5	NC_042299.1	14254983	14290077	-	1.0	0.7926	intact	A0A6I8Q6P7|ryr1|Xenopus_tropicalis|RYR1	LOC101072939
GCF_901000725.3	Takifugu rubripes	Actinopteri	Tetraodontiformes	1	RYR	6	6	0	GCF_901000725.3#RYR#copy6	NC_042300.1	9850796	9907000	-	1.0	0.6578	intact	Q92736|RYR2|Homo_sapiens|RYR2	ryr3
GCF_901001135.2	Rhinatrema bivittatum	Amphibia	Gymnophiona	1	RYR	3	3	0	GCF_901001135.2#RYR#copy1	NC_042617.1	163141808	164911523	+	0.9962	0.9158	intact	A0A3Q0HBW9|RYR|Alligator_sinensis	RYR2
GCF_901001135.2	Rhinatrema bivittatum	Amphibia	Gymnophiona	1	RYR	3	3	0	GCF_901001135.2#RYR#copy2	NC_042618.1	292402913	293693878	+	1.0	0.6699	intact	A0A6I8Q6P7|ryr1|Xenopus_tropicalis|RYR1	RYR3
GCF_901001135.2	Rhinatrema bivittatum	Amphibia	Gymnophiona	1	RYR	3	3	0	GCF_901001135.2#RYR#copy3	NC_042625.1	77531090	77662059	+	1.0	0.8814	intact	A0A6I8Q6P7|ryr1|Xenopus_tropicalis|RYR1	RYR1
GCF_902148855.1	Sphaeramia orbicularis	Actinopteri	Kurtiformes	1	ITPR1	2	1	1	GCF_902148855.1#ITPR1#copy1	NC_043961.1	11428304	11643790	-	1.0	0.8709	intact	A0A672IUQ7|ITPR1|Salarias_fasciatus	itpr1b
GCF_902148855.1	Sphaeramia orbicularis	Actinopteri	Kurtiformes	1	ITPR1	2	1	1	GCF_902148855.1#ITPR1#copy2	NC_043961.1	28327631	28402852	+	1.0	0.9665	intact	A0A672IUQ7|ITPR1|Salarias_fasciatus	itpr1a
GCF_902148855.1	Sphaeramia orbicularis	Actinopteri	Kurtiformes	1	RYR	6	6	0	GCF_902148855.1#RYR#copy1	NC_043969.1	44228740	44357618	+	1.0	0.8092	intact	A0A6I8Q6P7|ryr1|Xenopus_tropicalis|RYR1	ryr1b
GCF_902148855.1	Sphaeramia orbicularis	Actinopteri	Kurtiformes	1	RYR	6	6	0	GCF_902148855.1#RYR#copy2	NC_043970.1	28734383	28790510	-	1.0	0.8058	intact	A0A6I8Q6P7|ryr1|Xenopus_tropicalis|RYR1	LOC115433333
GCF_902148855.1	Sphaeramia orbicularis	Actinopteri	Kurtiformes	1	RYR	6	6	0	GCF_902148855.1#RYR#copy3	NC_043971.1	30716996	30807692	+	1.0	0.5579	intact	A0AAJ7XD62|LOC116953891|Petromyzon_marinus|vertebrate_basal	ryr2b
GCF_902148855.1	Sphaeramia orbicularis	Actinopteri	Kurtiformes	1	RYR	6	6	0	GCF_902148855.1#RYR#copy4	NC_043975.1	3375132	3618581	-	1.0	0.8679	lesion_rich	A0AC58GZ77|ryr2a|Danio_rerio|RYR2	LOC115410430
GCF_902148855.1	Sphaeramia orbicularis	Actinopteri	Kurtiformes	1	RYR	6	6	0	GCF_902148855.1#RYR#copy5	NC_043978.1	34649793	34776247	-	1.0	0.6758	intact	A0A8V0Y8K1|RYR2|Gallus_gallus|RYR2	LOC115413408
GCF_902148855.1	Sphaeramia orbicularis	Actinopteri	Kurtiformes	1	RYR	6	6	0	GCF_902148855.1#RYR#copy6	NC_043979.1	28766625	28938552	+	1.0	0.6666	intact	Q92736|RYR2|Homo_sapiens|RYR2	ryr3
GCF_902150065.1	Myripristis murdjan	Actinopteri	Holocentriformes	1	ITPR1	2	1	1	GCF_902150065.1#ITPR1#copy1	NC_043984.1	20528351	20600919	-	1.0	0.9567	intact	A0A672IUQ7|ITPR1|Salarias_fasciatus	LOC115359857
GCF_902150065.1	Myripristis murdjan	Actinopteri	Holocentriformes	1	ITPR1	2	1	1	GCF_902150065.1#ITPR1#copy2	NC_043984.1	28681105	28777881	-	1.0	0.8723	intact	A0A672IUQ7|ITPR1|Salarias_fasciatus	itpr1b
GCF_902150065.1	Myripristis murdjan	Actinopteri	Holocentriformes	1	RYR	6	6	0	GCF_902150065.1#RYR#copy1	NC_043992.1	38685196	38785263	+	1.0	0.8181	intact	A0A6I8Q6P7|ryr1|Xenopus_tropicalis|RYR1	ryr1b
GCF_902150065.1	Myripristis murdjan	Actinopteri	Holocentriformes	1	RYR	6	6	0	GCF_902150065.1#RYR#copy2	NC_043993.1	17164556	17223646	+	1.0	0.8005	intact	A0A6I8Q6P7|ryr1|Xenopus_tropicalis|RYR1	LOC115371805
GCF_902150065.1	Myripristis murdjan	Actinopteri	Holocentriformes	1	RYR	6	6	0	GCF_902150065.1#RYR#copy3	NC_043994.1	13653367	13727258	+	1.0	0.6606	intact	A0A8V0Y8K1|RYR2|Gallus_gallus|RYR2	LOC115372917
GCF_902150065.1	Myripristis murdjan	Actinopteri	Holocentriformes	1	RYR	6	6	0	GCF_902150065.1#RYR#copy4	NC_043998.1	474303	1139184	+	1.0	0.8854	intact	A0AC58GZ77|ryr2a|Danio_rerio|RYR2	ryr2a
GCF_902150065.1	Myripristis murdjan	Actinopteri	Holocentriformes	1	RYR	6	6	0	GCF_902150065.1#RYR#copy5	NC_044001.1	19169485	19284191	-	1.0	0.6827	intact	Q92736|RYR2|Homo_sapiens|RYR2	LOC115380742
GCF_902150065.1	Myripristis murdjan	Actinopteri	Holocentriformes	1	RYR	6	6	0	GCF_902150065.1#RYR#copy6	NC_044003.1	15632877	15768757	+	1.0	0.6693	intact	A0A8V0Y8K1|RYR2|Gallus_gallus|RYR2	ryr3
GCF_902167405.1	Gadus morhua	Actinopteri	Gadiformes	1	ITPR1	2	1	1	GCF_902167405.1#ITPR1#copy1	NC_044060.1	5605266	5680778	+	1.0	0.9276	intact	A0A672IUQ7|ITPR1|Salarias_fasciatus	itpr1a
GCF_902167405.1	Gadus morhua	Actinopteri	Gadiformes	1	ITPR1	2	1	1	GCF_902167405.1#ITPR1#copy2	NC_044060.1	17049730	17145221	+	1.0	0.8571	intact	A0A672IUQ7|ITPR1|Salarias_fasciatus	itpr1b
GCF_902167405.1	Gadus morhua	Actinopteri	Gadiformes	1	RYR	6	6	0	GCF_902167405.1#RYR#copy1	NC_044052.1	10471875	10601656	-	1.0	0.6635	lesion_rich	A0A8V0Y8K1|RYR2|Gallus_gallus|RYR2	LOC115543879
GCF_902167405.1	Gadus morhua	Actinopteri	Gadiformes	1	RYR	6	6	0	GCF_902167405.1#RYR#copy2	NC_044054.1	13554953	13620887	+	1.0	0.7911	intact	A0A6I8Q6P7|ryr1|Xenopus_tropicalis|RYR1	LOC115546754
GCF_902167405.1	Gadus morhua	Actinopteri	Gadiformes	1	RYR	6	6	0	GCF_902167405.1#RYR#copy3	NC_044062.1	18827824	18902559	-	1.0	0.5467	intact	A0AAJ7XD62|LOC116953891|Petromyzon_marinus|vertebrate_basal	ryr2b
GCF_902167405.1	Gadus morhua	Actinopteri	Gadiformes	1	RYR	6	6	0	GCF_902167405.1#RYR#copy4	NC_044063.1	4175822	4270662	+	1.0	0.8031	intact	A0A6I8Q6P7|ryr1|Xenopus_tropicalis|RYR1	ryr1b
GCF_902167405.1	Gadus morhua	Actinopteri	Gadiformes	1	RYR	6	6	0	GCF_902167405.1#RYR#copy5	NC_044065.1	21202025	21366877	-	1.0	0.8611	intact	A0AC58GZ77|ryr2a|Danio_rerio|RYR2	ryr2a
GCF_902167405.1	Gadus morhua	Actinopteri	Gadiformes	1	RYR	6	6	0	GCF_902167405.1#RYR#copy6	NC_044068.1	15925838	16034053	-	1.0	0.6516	intact	Q92736|RYR2|Homo_sapiens|RYR2	ryr3
GCF_902362185.1	Chanos chanos	Actinopteri	Gonorynchiformes	1	ITPR1	2	1	1	GCF_902362185.1#ITPR1#copy1	NC_044500.1	43408354	43495188	-	1.0	0.8904	intact	A0A672IUQ7|ITPR1|Salarias_fasciatus	itpr1b
GCF_902362185.1	Chanos chanos	Actinopteri	Gonorynchiformes	1	ITPR1	2	1	1	GCF_902362185.1#ITPR1#copy2	NC_044500.1	49154734	49222204	-	1.0	0.9082	intact	A0A8M2BDG0|itpr1a|Danio_rerio|ITPR1	itpr1a
GCF_902362185.1	Chanos chanos	Actinopteri	Gonorynchiformes	1	RYR	6	6	0	GCF_902362185.1#RYR#copy1	NC_044495.1	6275527	6404942	+	1.0	0.6826	intact	Q92736|RYR2|Homo_sapiens|RYR2	LOC115815591
GCF_902362185.1	Chanos chanos	Actinopteri	Gonorynchiformes	1	RYR	6	6	0	GCF_902362185.1#RYR#copy2	NC_044496.1	28156247	28235319	+	1.0	0.8162	intact	A0A6I8Q6P7|ryr1|Xenopus_tropicalis|RYR1	ryr1b
GCF_902362185.1	Chanos chanos	Actinopteri	Gonorynchiformes	1	RYR	6	6	0	GCF_902362185.1#RYR#copy3	NC_044498.1	9615361	9698660	-	1.0	0.6624	intact	A0A6I8Q6P7|ryr1|Xenopus_tropicalis|RYR1	ryr3
GCF_902362185.1	Chanos chanos	Actinopteri	Gonorynchiformes	1	RYR	6	6	0	GCF_902362185.1#RYR#copy4	NC_044499.1	33162313	33295443	+	1.0	0.9264	intact	A0AC58GZ77|ryr2a|Danio_rerio|RYR2	ryr2a
GCF_902362185.1	Chanos chanos	Actinopteri	Gonorynchiformes	1	RYR	6	6	0	GCF_902362185.1#RYR#copy5	NC_044504.1	23224642	23269839	+	1.0	0.5531	intact	A0AAJ7XD62|LOC116953891|Petromyzon_marinus|vertebrate_basal	ryr2b
GCF_902362185.1	Chanos chanos	Actinopteri	Gonorynchiformes	1	RYR	6	6	0	GCF_902362185.1#RYR#copy6	NC_044509.1	12466165	12518971	-	1.0	0.821	intact	A0A6I8Q6P7|ryr1|Xenopus_tropicalis|RYR1	
GCF_902500255.1	Thalassophryne amazonica	Actinopteri	Batrachoidiformes	1	ITPR1	2	1	1	GCF_902500255.1#ITPR1#copy1	NC_047105.1	72962888	73240970	-	1.0	0.9436	intact	A0A672IUQ7|ITPR1|Salarias_fasciatus	LOC117507035
GCF_902500255.1	Thalassophryne amazonica	Actinopteri	Batrachoidiformes	1	ITPR1	2	1	1	GCF_902500255.1#ITPR1#copy2	NC_047105.1	132597615	133107980	+	1.0	0.848	intact	A0A672IUQ7|ITPR1|Salarias_fasciatus	LOC117507641
GCF_902500255.1	Thalassophryne amazonica	Actinopteri	Batrachoidiformes	1	RYR	6	6	0	GCF_902500255.1#RYR#copy1	NC_047106.1	132354018	132821896	+	1.0	0.8002	intact	A0A6I8Q6P7|ryr1|Xenopus_tropicalis|RYR1	ryr1b
GCF_902500255.1	Thalassophryne amazonica	Actinopteri	Batrachoidiformes	1	RYR	6	6	0	GCF_902500255.1#RYR#copy2	NC_047111.1	77629442	77831692	+	1.0	0.7907	intact	A0A6I8Q6P7|ryr1|Xenopus_tropicalis|RYR1	LOC117517961
GCF_902500255.1	Thalassophryne amazonica	Actinopteri	Batrachoidiformes	1	RYR	6	6	0	GCF_902500255.1#RYR#copy3	NC_047115.1	25331699	25554993	+	1.0	0.5404	intact	A0AAJ7XD62|LOC116953891|Petromyzon_marinus|vertebrate_basal	LOC117523766
GCF_902500255.1	Thalassophryne amazonica	Actinopteri	Batrachoidiformes	1	RYR	6	6	0	GCF_902500255.1#RYR#copy4	NC_047120.1	4866533	5589857	-	0.997	0.8519	intact	A0AC58GZ77|ryr2a|Danio_rerio|RYR2	ryr2a
GCF_902500255.1	Thalassophryne amazonica	Actinopteri	Batrachoidiformes	1	RYR	6	6	0	GCF_902500255.1#RYR#copy5	NC_047121.1	61872798	62195802	+	1.0	0.673	lesion_rich	Q92736|RYR2|Homo_sapiens|RYR2	LOC117532313
GCF_902500255.1	Thalassophryne amazonica	Actinopteri	Batrachoidiformes	1	RYR	6	6	0	GCF_902500255.1#RYR#copy6	NC_047123.1	6041542	6336729	-	1.0	0.6581	intact	Q92736|RYR2|Homo_sapiens|RYR2	LOC117502832
GCF_907165065.1	Caprimulgus europaeus	Aves	Caprimulgiformes	1	RYR	2	2	0	GCF_907165065.1#RYR#copy1	NC_136553.1	42147723	42558520	-	1.0	0.9791	intact	A0A8V0Y8K1|RYR2|Gallus_gallus|RYR2	RYR2
GCF_907165065.1	Caprimulgus europaeus	Aves	Caprimulgiformes	1	RYR	2	2	0	GCF_907165065.1#RYR#copy2	NC_136561.1	34996352	35248039	+	1.0	0.674	intact	A0A6I8Q6P7|ryr1|Xenopus_tropicalis|RYR1	RYR3
GCF_933228915.1	Telmatherina bonti	Actinopteri	Atheriniformes	1	ITPR1	2	1	1	GCF_933228915.1#ITPR1#copy1	NC_136624.1	7905067	8046035	-	1.0	0.8653	intact	A0A672IUQ7|ITPR1|Salarias_fasciatus	itpr1b
GCF_933228915.1	Telmatherina bonti	Actinopteri	Atheriniformes	1	ITPR1	2	1	1	GCF_933228915.1#ITPR1#copy2	NC_136624.1	33169234	33251712	-	1.0	0.935	intact	A0A672IUQ7|ITPR1|Salarias_fasciatus	LOC306756986
GCF_933228915.1	Telmatherina bonti	Actinopteri	Atheriniformes	1	RYR	6	6	0	GCF_933228915.1#RYR#copy1	NC_136614.1	15166353	15287694	+	0.9383	0.6061	intact	A0AAJ7XD62|LOC116953891|Petromyzon_marinus|vertebrate_basal	ryr3
GCF_933228915.1	Telmatherina bonti	Actinopteri	Atheriniformes	1	RYR	6	6	0	GCF_933228915.1#RYR#copy2	NC_136627.1	35014271	35127200	-	1.0	0.8073	intact	A0A6I8Q6P7|ryr1|Xenopus_tropicalis|RYR1	ryr1b
GCF_933228915.1	Telmatherina bonti	Actinopteri	Atheriniformes	1	RYR	6	6	0	GCF_933228915.1#RYR#copy3	NC_136628.1	23319929	23368183	+	1.0	0.7899	intact	A0A6I8Q6P7|ryr1|Xenopus_tropicalis|RYR1	LOC306761069
GCF_933228915.1	Telmatherina bonti	Actinopteri	Atheriniformes	1	RYR	6	6	0	GCF_933228915.1#RYR#copy4	NC_136629.1	31085402	31163756	-	1.0	0.5526	intact	A0AAJ7XD62|LOC116953891|Petromyzon_marinus|vertebrate_basal	LOC306762377
GCF_933228915.1	Telmatherina bonti	Actinopteri	Atheriniformes	1	RYR	6	6	0	GCF_933228915.1#RYR#copy5	NC_136630.1	32479236	32963614	+	0.9988	0.8599	intact	A0AC58GZ77|ryr2a|Danio_rerio|RYR2	ryr2a
GCF_933228915.1	Telmatherina bonti	Actinopteri	Atheriniformes	1	RYR	6	6	0	GCF_933228915.1#RYR#copy6	NC_136631.1	14880541	14993444	+	1.0	0.6782	intact	A0A8V0Y8K1|RYR2|Gallus_gallus|RYR2	LOC306772147
GCF_947461875.1	Haliaeetus albicilla	Aves	Accipitriformes	1	RYR	3	3	0	GCF_947461875.1#RYR#copy1	NC_091487.1	35798722	36042787	+	1.0	0.675	intact	A0A6I8Q6P7|ryr1|Xenopus_tropicalis|RYR1	RYR3
GCF_947461875.1	Haliaeetus albicilla	Aves	Accipitriformes	1	RYR	3	3	0	GCF_947461875.1#RYR#copy2	NC_091495.1	30851186	31305854	-	1.0	0.9853	intact	A0A8V0Y8K1|RYR2|Gallus_gallus|RYR2	RYR2
GCF_947461875.1	Haliaeetus albicilla	Aves	Accipitriformes	1	RYR	3	3	0	GCF_947461875.1#RYR#copy3	NC_091516.1	72210054	72272470	-	1.0	0.7931	intact	A0A6I8Q6P7|ryr1|Xenopus_tropicalis|RYR1	RYR1
GCF_949152265.1	Phoxinus phoxinus	Actinopteri	Cypriniformes	1	ITPR1	2	2	0	GCF_949152265.1#ITPR1#copy1	NC_136886.1	10749556	10777964	-	1.0	0.9683	intact	A0A8M2BDG0|itpr1a|Danio_rerio|ITPR1	itpr1a
GCF_949152265.1	Phoxinus phoxinus	Actinopteri	Cypriniformes	1	ITPR1	2	2	0	GCF_949152265.1#ITPR1#copy2	NC_136897.1	24043985	24164196	-	1.0	0.8677	intact	A0A672IUQ7|ITPR1|Salarias_fasciatus	itpr1b
GCF_949152265.1	Phoxinus phoxinus	Actinopteri	Cypriniformes	1	RYR	6	5	1	GCF_949152265.1#RYR#copy1	NC_136883.1	35433470	35557496	+	1.0	0.8016	intact	A0A6I8Q6P7|ryr1|Xenopus_tropicalis|RYR1	ryr1b
GCF_949152265.1	Phoxinus phoxinus	Actinopteri	Cypriniformes	1	RYR	6	5	1	GCF_949152265.1#RYR#copy2	NC_136888.1	17331917	17398151	-	0.9996	0.551	intact	A0AAJ7XD62|LOC116953891|Petromyzon_marinus|vertebrate_basal	ryr2b
GCF_949152265.1	Phoxinus phoxinus	Actinopteri	Cypriniformes	1	RYR	6	5	1	GCF_949152265.1#RYR#copy3	NC_136888.1	35261156	35445941	+	1.0	0.6688	intact	Q92736|RYR2|Homo_sapiens|RYR2	LOC307009684
GCF_949152265.1	Phoxinus phoxinus	Actinopteri	Cypriniformes	1	RYR	6	5	1	GCF_949152265.1#RYR#copy4	NC_136891.1	31944076	32033068	-	1.0	0.6477	intact	A0A6I8Q6P7|ryr1|Xenopus_tropicalis|RYR1	ryr3
GCF_949152265.1	Phoxinus phoxinus	Actinopteri	Cypriniformes	1	RYR	6	5	1	GCF_949152265.1#RYR#copy5	NC_136896.1	427819	543599	+	1.0	0.9553	intact	A0AC58GZ77|ryr2a|Danio_rerio|RYR2	ryr2a
GCF_949152265.1	Phoxinus phoxinus	Actinopteri	Cypriniformes	1	RYR	6	5	1	GCF_949152265.1#RYR#copy6	NC_136898.1	9598853	9645627	-	1.0	0.8044	intact	A0A6I8Q6P7|ryr1|Xenopus_tropicalis|RYR1	ryr1a
GCF_949606895.1	Notothenia rossii	Actinopteri	Perciformes	1	RYR	6	6	0	GCF_949606895.1#RYR#copy1	NC_136902.1	58526185	58669808	+	1.0	0.7854	intact	A0A6I8Q6P7|ryr1|Xenopus_tropicalis|RYR1	ryr1b
GCF_949606895.1	Notothenia rossii	Actinopteri	Perciformes	1	RYR	6	6	0	GCF_949606895.1#RYR#copy2	NC_136905.1	67686982	67813776	+	1.0	0.6722	intact	Q92736|RYR2|Homo_sapiens|RYR2	LOC307046252
GCF_949606895.1	Notothenia rossii	Actinopteri	Perciformes	1	RYR	6	6	0	GCF_949606895.1#RYR#copy3	NC_136906.1	74047751	74187564	-	0.9994	0.6421	intact	A0A4W3I1N0|LOC103190328|Callorhinchus_milii|vertebrate_basal	ryr3
GCF_949606895.1	Notothenia rossii	Actinopteri	Perciformes	1	RYR	6	6	0	GCF_949606895.1#RYR#copy4	NC_136907.1	11110922	11164336	-	1.0	0.788	intact	A0A6I8Q6P7|ryr1|Xenopus_tropicalis|RYR1	LOC307017754
GCF_949606895.1	Notothenia rossii	Actinopteri	Perciformes	1	RYR	6	6	0	GCF_949606895.1#RYR#copy5	NC_136909.1	78107406	78183274	-	1.0	0.6367	intact	Q92736|RYR2|Homo_sapiens|RYR2	ryr2b
GCF_949606895.1	Notothenia rossii	Actinopteri	Perciformes	1	RYR	6	6	0	GCF_949606895.1#RYR#copy6	NC_136910.1	26884485	27171738	+	1.0	0.8707	intact	A0AC58GZ77|ryr2a|Danio_rerio|RYR2	ryr2a
GCF_949987555.1	Borostomias antarcticus	Actinopteri	Stomiiformes	1	ITPR1	2	2	0	GCF_949987555.1#ITPR1#copy1	NC_140240.1	5632377	5713056	-	1.0	0.8723	intact	A0A672IUQ7|ITPR1|Salarias_fasciatus	itpr1b
