gene_a	gene_b	symbol_a	symbol_b	duplication_level
ENSG00000111452	ENSG00000166979	ADGRD1	EVA1C	Bilateria
ENSG00000061936	ENSG00000104859	SFSWAP	CLASRP	Bilateria
ENSG00000198598	ENSG00000271447	MMP17	MMP28	Bilateria
ENSG00000125966	ENSG00000198598	MMP24	MMP17	Bilateria
ENSG00000124177	ENSG00000183495	CHD6	EP400	Opisthokonta
ENSG00000128908	ENSG00000183495	INO80	EP400	Opisthokonta
ENSG00000161960	ENSG00000185163	EIF4A1	DDX51	Opisthokonta
ENSG00000157349	ENSG00000185163	DDX19B	DDX51	Opisthokonta
ENSG00000168872	ENSG00000185163	DDX19A	DDX51	Opisthokonta
ENSG00000173809	ENSG00000185163	TDRD12	DDX51	Opisthokonta
ENSG00000108654	ENSG00000185163	DDX5	DDX51	Opisthokonta
ENSG00000100201	ENSG00000185163	DDX17	DDX51	Opisthokonta
ENSG00000182810	ENSG00000185163	DDX28	DDX51	Opisthokonta
ENSG00000184735	ENSG00000185163	DDX53	DDX51	Opisthokonta
ENSG00000089737	ENSG00000185163	DDX24	DDX51	Opisthokonta
ENSG00000185163	ENSG00000215301	DDX51	DDX3X	Opisthokonta
ENSG00000067048	ENSG00000185163	DDX3Y	DDX51	Opisthokonta
ENSG00000185163	ENSG00000198231	DDX51	DDX42	Opisthokonta
ENSG00000123136	ENSG00000185163	DDX39A	DDX51	Opisthokonta
ENSG00000141543	ENSG00000185163	EIF4A3	DDX51	Opisthokonta
ENSG00000124228	ENSG00000185163	DDX27	DDX51	Opisthokonta
ENSG00000105671	ENSG00000185163	DDX49	DDX51	Opisthokonta
ENSG00000185163	ENSG00000278053	DDX51	DDX52	Opisthokonta
ENSG00000100626	ENSG00000182870	GALNT16	GALNT9	Bilateria
ENSG00000189144	ENSG00000196458	ZNF573	ZNF605	Bilateria
ENSG00000196458	ENSG00000198182	ZNF605	ZNF607	Bilateria
ENSG00000181007	ENSG00000196458	ZFP82	ZNF605	Bilateria
ENSG00000171817	ENSG00000196458	ZNF540	ZNF605	Bilateria
ENSG00000120784	ENSG00000196458	ZFP30	ZNF605	Bilateria
ENSG00000188283	ENSG00000196458	ZNF383	ZNF605	Bilateria
ENSG00000196458	ENSG00000198453	ZNF605	ZNF568	Bilateria
ENSG00000196458	ENSG00000196967	ZNF605	ZNF585A	Bilateria
ENSG00000196458	ENSG00000245680	ZNF605	ZNF585B	Bilateria
ENSG00000180479	ENSG00000196458	ZNF571	ZNF605	Bilateria
ENSG00000189144	ENSG00000198393	ZNF573	ZNF26	Bilateria
ENSG00000198182	ENSG00000198393	ZNF607	ZNF26	Bilateria
ENSG00000181007	ENSG00000198393	ZFP82	ZNF26	Bilateria
ENSG00000171817	ENSG00000198393	ZNF540	ZNF26	Bilateria
ENSG00000120784	ENSG00000198393	ZFP30	ZNF26	Bilateria
ENSG00000188283	ENSG00000198393	ZNF383	ZNF26	Bilateria
ENSG00000198393	ENSG00000198453	ZNF26	ZNF568	Bilateria
ENSG00000196967	ENSG00000198393	ZNF585A	ZNF26	Bilateria
ENSG00000198393	ENSG00000245680	ZNF26	ZNF585B	Bilateria
ENSG00000180479	ENSG00000198393	ZNF571	ZNF26	Bilateria
ENSG00000198040	ENSG00000213973	ZNF84	ZNF99	Bilateria
ENSG00000197050	ENSG00000198040	ZNF420	ZNF84	Bilateria
ENSG00000196437	ENSG00000198040	ZNF569	ZNF84	Bilateria
ENSG00000189144	ENSG00000196387	ZNF573	ZNF140	Bilateria
ENSG00000196387	ENSG00000198182	ZNF140	ZNF607	Bilateria
ENSG00000181007	ENSG00000196387	ZFP82	ZNF140	Bilateria
ENSG00000171817	ENSG00000196387	ZNF540	ZNF140	Bilateria
ENSG00000120784	ENSG00000196387	ZFP30	ZNF140	Bilateria
ENSG00000188283	ENSG00000196387	ZNF383	ZNF140	Bilateria
ENSG00000196387	ENSG00000198453	ZNF140	ZNF568	Bilateria
ENSG00000196387	ENSG00000196967	ZNF140	ZNF585A	Bilateria
ENSG00000196387	ENSG00000245680	ZNF140	ZNF585B	Bilateria
ENSG00000180479	ENSG00000196387	ZNF571	ZNF140	Bilateria
ENSG00000181666	ENSG00000214029	ZNF875	ZNF891	Bilateria
ENSG00000181666	ENSG00000256223	ZNF875	ZNF10	Bilateria
ENSG00000090612	ENSG00000189144	ZNF268	ZNF573	Bilateria
ENSG00000090612	ENSG00000198182	ZNF268	ZNF607	Bilateria
ENSG00000090612	ENSG00000181007	ZNF268	ZFP82	Bilateria
ENSG00000090612	ENSG00000171817	ZNF268	ZNF540	Bilateria
ENSG00000090612	ENSG00000120784	ZNF268	ZFP30	Bilateria
ENSG00000090612	ENSG00000188283	ZNF268	ZNF383	Bilateria
ENSG00000090612	ENSG00000198453	ZNF268	ZNF568	Bilateria
ENSG00000090612	ENSG00000196967	ZNF268	ZNF585A	Bilateria
ENSG00000090612	ENSG00000245680	ZNF268	ZNF585B	Bilateria
ENSG00000090612	ENSG00000180479	ZNF268	ZNF571	Bilateria
ENSG00000183785	ENSG00000198033	TUBA8	TUBA3C	Opisthokonta
ENSG00000108423	ENSG00000198033	TUBD1	TUBA3C	Opisthokonta
ENSG00000121743	ENSG00000159248	GJA3	GJD2	Chordata
ENSG00000159248	ENSG00000165474	GJD2	GJB2	Chordata
ENSG00000121742	ENSG00000159248	GJB6	GJD2	Chordata
ENSG00000032742	ENSG00000165533	IFT88	TTC8	Bilateria
ENSG00000177108	ENSG00000180776	ZDHHC22	ZDHHC20	Opisthokonta
ENSG00000090924	ENSG00000182957	PLEKHG2	SPATA13	Opisthokonta
ENSG00000102313	ENSG00000102699	ITIH6	PARP4	Chordata
ENSG00000165566	ENSG00000184675	AMER2	AMER1	Gnathostomata
ENSG00000139505	ENSG00000166912	MTMR6	MTMR10	Opisthokonta
ENSG00000100490	ENSG00000132964	CDKL1	CDK8	Opisthokonta
ENSG00000102225	ENSG00000132964	CDK16	CDK8	Opisthokonta
ENSG00000122034	ENSG00000198740	GTF3A	ZNF652	Bilateria
ENSG00000083812	ENSG00000122034	ZNF324	GTF3A	Bilateria
ENSG00000122034	ENSG00000249471	GTF3A	ZNF324B	Bilateria
ENSG00000062524	ENSG00000122025	LTK	FLT3	Bilateria
ENSG00000122025	ENSG00000167601	FLT3	AXL	Bilateria
ENSG00000062524	ENSG00000102755	LTK	FLT1	Bilateria
ENSG00000102755	ENSG00000167601	FLT1	AXL	Bilateria
ENSG00000102781	ENSG00000132612	KATNAL1	VPS4A	Opisthokonta
ENSG00000102781	ENSG00000167216	KATNAL1	KATNAL2	Opisthokonta
ENSG00000102781	ENSG00000119541	KATNAL1	VPS4B	Opisthokonta
ENSG00000100060	ENSG00000187676	MFNG	B3GLCT	Bilateria
ENSG00000169733	ENSG00000187676	RFNG	B3GLCT	Bilateria
ENSG00000133105	ENSG00000204913	RXFP2	LRRC3C	Bilateria
ENSG00000139597	ENSG00000244754	N4BP2L1	N4BP2L2	Bilateria
ENSG00000133116	ENSG00000188501	KL	LCTL	Bilateria
ENSG00000180660	ENSG00000181284	MAB21L1	TMEM102	Bilateria
ENSG00000180660	ENSG00000205730	MAB21L1	ITPRIPL2	Bilateria
ENSG00000130822	ENSG00000133083	PNCK	DCLK1	Opisthokonta
ENSG00000105219	ENSG00000133101	CCNP	CCNA1	Opisthokonta
ENSG00000000419	ENSG00000120697	DPM1	ALG5	Opisthokonta
ENSG00000180138	ENSG00000213923	CSNK1A1L	CSNK1E	Opisthokonta
ENSG00000141551	ENSG00000180138	CSNK1D	CSNK1A1L	Opisthokonta
ENSG00000128881	ENSG00000180138	TTBK2	CSNK1A1L	Opisthokonta
ENSG00000118160	ENSG00000150893	SLC8A2	FREM2	Bilateria
ENSG00000150907	ENSG00000170608	FOXO1	FOXA3	Opisthokonta
ENSG00000102078	ENSG00000102743	SLC25A14	SLC25A15	Opisthokonta
ENSG00000102743	ENSG00000182902	SLC25A15	SLC25A18	Opisthokonta
ENSG00000120690	ENSG00000126767	ELF1	ELK1	Bilateria
ENSG00000003096	ENSG00000165572	KLHL13	KBTBD6	Bilateria
ENSG00000165572	ENSG00000179454	KBTBD6	KLHL28	Bilateria
ENSG00000003096	ENSG00000120696	KLHL13	KBTBD7	Bilateria
ENSG00000120696	ENSG00000179454	KBTBD7	KLHL28	Bilateria
ENSG00000120662	ENSG00000167862	MTRF1	MRPL58	Opisthokonta
ENSG00000102078	ENSG00000174032	SLC25A14	SLC25A30	Opisthokonta
ENSG00000174032	ENSG00000182902	SLC25A30	SLC25A18	Opisthokonta
ENSG00000196470	ENSG00000215475	SIAH1	SIAH3	Bilateria
ENSG00000130224	ENSG00000136141	LRCH2	LRCH1	Opisthokonta
ENSG00000136141	ENSG00000206422	LRCH1	LRRC30	Opisthokonta
ENSG00000080839	ENSG00000139687	RBL1	RB1	Chordata
ENSG00000103479	ENSG00000139687	RBL2	RB1	Chordata
ENSG00000139679	ENSG00000177464	LPAR6	GPR4	Bilateria
ENSG00000136161	ENSG00000166965	RCBTB2	RCCD1	Opisthokonta
ENSG00000136161	ENSG00000156313	RCBTB2	RPGR	Opisthokonta
ENSG00000136144	ENSG00000136161	RCBTB1	RCBTB2	Opisthokonta
ENSG00000103657	ENSG00000136161	HERC1	RCBTB2	Opisthokonta
ENSG00000152207	ENSG00000177464	CYSLTR2	GPR4	Bilateria
ENSG00000086967	ENSG00000102531	MYBPC2	FNDC3A	Bilateria
ENSG00000101605	ENSG00000102531	MYOM1	FNDC3A	Bilateria
ENSG00000101188	ENSG00000102539	NTSR1	MLNR	Bilateria
ENSG00000092140	ENSG00000136147	G2E3	PHF11	Vertebrata
ENSG00000136144	ENSG00000166965	RCBTB1	RCCD1	Opisthokonta
ENSG00000101246	ENSG00000152213	ARFRP1	ARL11	Opisthokonta
ENSG00000152213	ENSG00000165527	ARL11	ARF6	Opisthokonta
ENSG00000108395	ENSG00000204977	TRIM37	TRIM13	Bilateria
ENSG00000204977	ENSG00000221926	TRIM13	TRIM16	Bilateria
ENSG00000141569	ENSG00000204977	TRIM65	TRIM13	Bilateria
ENSG00000132481	ENSG00000204977	TRIM47	TRIM13	Bilateria
ENSG00000132386	ENSG00000253309	SERPINF1	SERPINE3	Bilateria
ENSG00000102796	ENSG00000139988	DHRS12	RDH12	Opisthokonta
ENSG00000102796	ENSG00000103160	DHRS12	HSDL1	Opisthokonta
ENSG00000136098	ENSG00000197168	NEK3	NEK5	Opisthokonta
ENSG00000119638	ENSG00000197168	NEK9	NEK5	Opisthokonta
ENSG00000136098	ENSG00000160602	NEK3	NEK8	Opisthokonta
ENSG00000119638	ENSG00000136098	NEK9	NEK3	Opisthokonta
ENSG00000140553	ENSG00000165416	UNC45A	SUGT1	Opisthokonta
ENSG00000102837	ENSG00000186417	OLFM4	GLDN	Bilateria
ENSG00000102837	ENSG00000105088	OLFM4	OLFM2	Bilateria
ENSG00000139734	ENSG00000203485	DIAPH3	INF2	Opisthokonta
ENSG00000179242	ENSG00000280165	CDH4	PCDH20	Bilateria
ENSG00000179776	ENSG00000280165	CDH5	PCDH20	Bilateria
ENSG00000179242	ENSG00000184226	CDH4	PCDH9	Bilateria
ENSG00000179776	ENSG00000184226	CDH5	PCDH9	Bilateria
ENSG00000003096	ENSG00000150361	KLHL13	KLHL1	Bilateria
ENSG00000150361	ENSG00000179454	KLHL1	KLHL28	Bilateria
ENSG00000083520	ENSG00000166938	DIS3	DIS3L	Opisthokonta
ENSG00000102554	ENSG00000169926	KLF5	KLF13	Bilateria
ENSG00000102349	ENSG00000102554	KLF8	KLF5	Bilateria
ENSG00000118922	ENSG00000169926	KLF12	KLF13	Bilateria
ENSG00000102349	ENSG00000118922	KLF8	KLF12	Bilateria
ENSG00000068354	ENSG00000136111	TBC1D25	TBC1D4	Opisthokonta
ENSG00000149600	ENSG00000188243	COMMD7	COMMD6	Chordata
ENSG00000101188	ENSG00000136160	NTSR1	EDNRB	Bilateria
ENSG00000128011	ENSG00000178235	LRFN1	SLITRK1	Bilateria
ENSG00000128011	ENSG00000184564	LRFN1	SLITRK6	Bilateria
ENSG00000128011	ENSG00000165300	LRFN1	SLITRK5	Bilateria
ENSG00000125285	ENSG00000203883	SOX21	SOX18	Bilateria
ENSG00000108846	ENSG00000125257	ABCC3	ABCC4	Opisthokonta
ENSG00000134873	ENSG00000165376	CLDN10	CLDN2	Chordata
ENSG00000134873	ENSG00000156284	CLDN10	CLDN8	Chordata
ENSG00000102580	ENSG00000104129	DNAJC3	DNAJC17	Opisthokonta
ENSG00000102302	ENSG00000152767	FGD1	FARP1	Opisthokonta
ENSG00000102572	ENSG00000137843	STK24	PAK6	Opisthokonta
ENSG00000102572	ENSG00000130669	STK24	PAK4	Opisthokonta
ENSG00000012983	ENSG00000102572	MAP4K5	STK24	Opisthokonta
ENSG00000102572	ENSG00000141503	STK24	MINK1	Opisthokonta
ENSG00000102572	ENSG00000104814	STK24	MAP4K1	Opisthokonta
ENSG00000102572	ENSG00000108984	STK24	MAP2K6	Opisthokonta
ENSG00000125245	ENSG00000177464	GPR18	GPR4	Bilateria
ENSG00000101337	ENSG00000125304	TM9SF4	TM9SF2	Opisthokonta
ENSG00000100926	ENSG00000125304	TM9SF1	TM9SF2	Opisthokonta
ENSG00000175198	ENSG00000278540	PCCA	ACACA	Opisthokonta
ENSG00000125247	ENSG00000165533	TMTC4	TTC8	Bilateria
ENSG00000006283	ENSG00000102452	CACNA1G	NALCN	Opisthokonta
ENSG00000102001	ENSG00000102452	CACNA1F	NALCN	Opisthokonta
ENSG00000134900	ENSG00000140564	TPP2	FURIN	Opisthokonta
ENSG00000100483	ENSG00000139780	VCPKMT	METTL21C	Opisthokonta
ENSG00000100483	ENSG00000250878	VCPKMT	METTL21EP	Opisthokonta
ENSG00000100652	ENSG00000125255	SLC10A1	SLC10A2	Chordata
ENSG00000125255	ENSG00000126903	SLC10A2	SLC10A3	Bilateria
ENSG00000129968	ENSG00000139826	ABHD17A	ABHD13	Opisthokonta
ENSG00000139826	ENSG00000183260	ABHD13	ABHD16B	Opisthokonta
ENSG00000136379	ENSG00000139826	ABHD17C	ABHD13	Opisthokonta
ENSG00000131969	ENSG00000139826	ABHD12B	ABHD13	Opisthokonta
ENSG00000100997	ENSG00000139826	ABHD12	ABHD13	Opisthokonta
ENSG00000102524	ENSG00000161955	TNFSF13B	TNFSF13	Chordata
ENSG00000139832	ENSG00000167964	RAB20	RAB26	Opisthokonta
ENSG00000139832	ENSG00000139998	RAB20	RAB15	Opisthokonta
ENSG00000100228	ENSG00000139832	RAB36	RAB20	Opisthokonta
ENSG00000124209	ENSG00000139832	RAB22A	RAB20	Opisthokonta
ENSG00000139832	ENSG00000167578	RAB20	RAB4B	Opisthokonta
ENSG00000139832	ENSG00000206418	RAB20	RAB12	Opisthokonta
ENSG00000090924	ENSG00000102606	PLEKHG2	ARHGEF7	Opisthokonta
ENSG00000182968	ENSG00000203883	SOX1	SOX18	Bilateria
ENSG00000090924	ENSG00000126217	PLEKHG2	MCF2L	Opisthokonta
ENSG00000068354	ENSG00000139835	TBC1D25	GRTP1	Opisthokonta
ENSG00000176294	ENSG00000176299	OR4N2	OR4M1	Vertebrata
ENSG00000169484	ENSG00000176294	OR4K14	OR4N2	Vertebrata
ENSG00000176253	ENSG00000176294	OR4K13	OR4N2	Vertebrata
ENSG00000176294	ENSG00000184140	OR4N2	OR4F6	Vertebrata
ENSG00000176290	ENSG00000176294	OR4K3	OR4N2	Vertebrata
ENSG00000176299	ENSG00000182652	OR4M1	OR4Q3	Vertebrata
ENSG00000169484	ENSG00000182652	OR4K14	OR4Q3	Vertebrata
ENSG00000176253	ENSG00000182652	OR4K13	OR4Q3	Vertebrata
ENSG00000182652	ENSG00000184140	OR4Q3	OR4F6	Vertebrata
ENSG00000176290	ENSG00000182652	OR4K3	OR4Q3	Vertebrata
ENSG00000176299	ENSG00000196383	OR4M1	OR4Q2	Vertebrata
ENSG00000170923	ENSG00000176299	OR7G2	OR4M1	Vertebrata
ENSG00000176299	ENSG00000188269	OR4M1	OR7A5	Vertebrata
ENSG00000176299	ENSG00000185385	OR4M1	OR7A17	Vertebrata
ENSG00000127515	ENSG00000176299	OR7A10	OR4M1	Vertebrata
ENSG00000176299	ENSG00000276240	OR4M1	OR4E1	Vertebrata
ENSG00000176299	ENSG00000262085	OR4M1	OR1P1	Vertebrata
ENSG00000176230	ENSG00000176299	OR4K17	OR4M1	Vertebrata
ENSG00000176299	ENSG00000279408	OR4M1	OR4N4C	Vertebrata
ENSG00000176299	ENSG00000274792	OR4M1	ENSG00000274792	Vertebrata
ENSG00000176299	ENSG00000183706	OR4M1	OR4N4	Vertebrata
ENSG00000176299	ENSG00000177693	OR4M1	OR4F4	Vertebrata
ENSG00000176299	ENSG00000176695	OR4M1	OR4F17	Vertebrata
ENSG00000168124	ENSG00000176299	OR1F1	OR4M1	Vertebrata
ENSG00000094661	ENSG00000176299	OR1I1	OR4M1	Vertebrata
ENSG00000176299	ENSG00000255713	OR4M1	OR4D2	Vertebrata
ENSG00000141194	ENSG00000176299	OR4D1	OR4M1	Vertebrata
ENSG00000172150	ENSG00000176299	OR1A2	OR4M1	Vertebrata
ENSG00000172146	ENSG00000176299	OR1A1	OR4M1	Vertebrata
ENSG00000176299	ENSG00000188000	OR4M1	OR7D2	Vertebrata
ENSG00000176299	ENSG00000221977	OR4M1	OR4E2	Vertebrata
ENSG00000176299	ENSG00000184394	OR4M1	OR4N5	Vertebrata
ENSG00000176299	ENSG00000182854	OR4M1	OR4F15	Vertebrata
ENSG00000161807	ENSG00000176299	OR7G1	OR4M1	Vertebrata
ENSG00000176299	ENSG00000262628	OR4M1	OR1D5	Vertebrata
ENSG00000176281	ENSG00000176299	OR4K5	OR4M1	Vertebrata
ENSG00000176299	ENSG00000184166	OR4M1	OR1D2	Vertebrata
ENSG00000176299	ENSG00000221882	OR4M1	OR3A2	Vertebrata
ENSG00000159961	ENSG00000176299	OR3A3	OR4M1	Vertebrata
ENSG00000176299	ENSG00000180042	OR4M1	OR1R1	Vertebrata
ENSG00000169484	ENSG00000176299	OR4K14	OR4M1	Vertebrata
ENSG00000165762	ENSG00000176299	OR4K2	OR4M1	Vertebrata
ENSG00000155249	ENSG00000176299	OR4K1	OR4M1	Vertebrata
ENSG00000176299	ENSG00000183024	OR4M1	OR1G1	Vertebrata
ENSG00000176253	ENSG00000176299	OR4K13	OR4M1	Vertebrata
ENSG00000174667	ENSG00000176299	OR7D4	OR4M1	Vertebrata
ENSG00000176299	ENSG00000237521	OR4M1	OR7E24	Vertebrata
ENSG00000127530	ENSG00000176299	OR7C1	OR4M1	Vertebrata
ENSG00000127529	ENSG00000176299	OR7C2	OR4M1	Vertebrata
ENSG00000170920	ENSG00000176299	OR7G3	OR4M1	Vertebrata
ENSG00000170929	ENSG00000176299	OR1M1	OR4M1	Vertebrata
ENSG00000176299	ENSG00000184140	OR4M1	OR4F6	Vertebrata
ENSG00000176246	ENSG00000176299	OR4L1	OR4M1	Vertebrata
ENSG00000169488	ENSG00000176299	OR4K15	OR4M1	Vertebrata
ENSG00000176290	ENSG00000176299	OR4K3	OR4M1	Vertebrata
ENSG00000176299	ENSG00000180090	OR4M1	OR3A1	Vertebrata
ENSG00000176299	ENSG00000180016	OR4M1	OR1E1	Vertebrata
ENSG00000127780	ENSG00000176299	OR1E2	OR4M1	Vertebrata
ENSG00000176299	ENSG00000275249	OR4M1	ENSG00000275249	Homo sapiens
ENSG00000176299	ENSG00000182974	OR4M1	OR4M2B	Homo sapiens
ENSG00000176299	ENSG00000274102	OR4M1	OR4M2	Homo sapiens
ENSG00000176290	ENSG00000196383	OR4K3	OR4Q2	Vertebrata
ENSG00000176290	ENSG00000275249	OR4K3	ENSG00000275249	Vertebrata
ENSG00000176290	ENSG00000182974	OR4K3	OR4M2B	Vertebrata
ENSG00000176290	ENSG00000274102	OR4K3	OR4M2	Vertebrata
ENSG00000170923	ENSG00000176290	OR7G2	OR4K3	Vertebrata
ENSG00000176290	ENSG00000188269	OR4K3	OR7A5	Vertebrata
ENSG00000176290	ENSG00000185385	OR4K3	OR7A17	Vertebrata
ENSG00000127515	ENSG00000176290	OR7A10	OR4K3	Vertebrata
ENSG00000176290	ENSG00000276240	OR4K3	OR4E1	Vertebrata
ENSG00000176290	ENSG00000262085	OR4K3	OR1P1	Vertebrata
ENSG00000176230	ENSG00000176290	OR4K17	OR4K3	Vertebrata
ENSG00000176290	ENSG00000279408	OR4K3	OR4N4C	Vertebrata
ENSG00000176290	ENSG00000274792	OR4K3	ENSG00000274792	Vertebrata
ENSG00000176290	ENSG00000183706	OR4K3	OR4N4	Vertebrata
ENSG00000176290	ENSG00000177693	OR4K3	OR4F4	Vertebrata
ENSG00000176290	ENSG00000176695	OR4K3	OR4F17	Vertebrata
ENSG00000168124	ENSG00000176290	OR1F1	OR4K3	Vertebrata
ENSG00000094661	ENSG00000176290	OR1I1	OR4K3	Vertebrata
ENSG00000176290	ENSG00000255713	OR4K3	OR4D2	Vertebrata
ENSG00000141194	ENSG00000176290	OR4D1	OR4K3	Vertebrata
ENSG00000172150	ENSG00000176290	OR1A2	OR4K3	Vertebrata
ENSG00000172146	ENSG00000176290	OR1A1	OR4K3	Vertebrata
ENSG00000176290	ENSG00000188000	OR4K3	OR7D2	Vertebrata
ENSG00000176290	ENSG00000221977	OR4K3	OR4E2	Vertebrata
ENSG00000176290	ENSG00000184394	OR4K3	OR4N5	Vertebrata
ENSG00000176290	ENSG00000182854	OR4K3	OR4F15	Vertebrata
ENSG00000161807	ENSG00000176290	OR7G1	OR4K3	Vertebrata
ENSG00000176290	ENSG00000262628	OR4K3	OR1D5	Vertebrata
ENSG00000176281	ENSG00000176290	OR4K5	OR4K3	Vertebrata
ENSG00000176290	ENSG00000184166	OR4K3	OR1D2	Vertebrata
ENSG00000176290	ENSG00000221882	OR4K3	OR3A2	Vertebrata
ENSG00000159961	ENSG00000176290	OR3A3	OR4K3	Vertebrata
ENSG00000176290	ENSG00000180042	OR4K3	OR1R1	Vertebrata
ENSG00000169484	ENSG00000176290	OR4K14	OR4K3	Vertebrata
ENSG00000165762	ENSG00000176290	OR4K2	OR4K3	Vertebrata
ENSG00000155249	ENSG00000176290	OR4K1	OR4K3	Vertebrata
ENSG00000176290	ENSG00000183024	OR4K3	OR1G1	Vertebrata
ENSG00000176253	ENSG00000176290	OR4K13	OR4K3	Vertebrata
ENSG00000174667	ENSG00000176290	OR7D4	OR4K3	Vertebrata
ENSG00000176290	ENSG00000237521	OR4K3	OR7E24	Vertebrata
ENSG00000127530	ENSG00000176290	OR7C1	OR4K3	Vertebrata
ENSG00000127529	ENSG00000176290	OR7C2	OR4K3	Vertebrata
ENSG00000170920	ENSG00000176290	OR7G3	OR4K3	Vertebrata
ENSG00000170929	ENSG00000176290	OR1M1	OR4K3	Vertebrata
ENSG00000176290	ENSG00000184140	OR4K3	OR4F6	Vertebrata
ENSG00000176246	ENSG00000176290	OR4L1	OR4K3	Vertebrata
ENSG00000169488	ENSG00000176290	OR4K15	OR4K3	Vertebrata
ENSG00000176290	ENSG00000180090	OR4K3	OR3A1	Vertebrata
ENSG00000176290	ENSG00000180016	OR4K3	OR1E1	Vertebrata
ENSG00000127780	ENSG00000176290	OR1E2	OR4K3	Vertebrata
ENSG00000165762	ENSG00000169484	OR4K2	OR4K14	Vertebrata
ENSG00000165762	ENSG00000176253	OR4K2	OR4K13	Vertebrata
ENSG00000165762	ENSG00000184140	OR4K2	OR4F6	Vertebrata
ENSG00000169484	ENSG00000176281	OR4K14	OR4K5	Vertebrata
ENSG00000176253	ENSG00000176281	OR4K13	OR4K5	Vertebrata
ENSG00000176281	ENSG00000184140	OR4K5	OR4F6	Vertebrata
ENSG00000155249	ENSG00000169484	OR4K1	OR4K14	Vertebrata
ENSG00000155249	ENSG00000176253	OR4K1	OR4K13	Vertebrata
ENSG00000155249	ENSG00000184140	OR4K1	OR4F6	Vertebrata
ENSG00000169484	ENSG00000169488	OR4K14	OR4K15	Vertebrata
ENSG00000169488	ENSG00000176253	OR4K15	OR4K13	Vertebrata
ENSG00000169488	ENSG00000184140	OR4K15	OR4F6	Vertebrata
ENSG00000169484	ENSG00000196383	OR4K14	OR4Q2	Vertebrata
ENSG00000176253	ENSG00000196383	OR4K13	OR4Q2	Vertebrata
ENSG00000184140	ENSG00000196383	OR4F6	OR4Q2	Vertebrata
ENSG00000169484	ENSG00000275249	OR4K14	ENSG00000275249	Vertebrata
ENSG00000169484	ENSG00000182974	OR4K14	OR4M2B	Vertebrata
ENSG00000169484	ENSG00000274102	OR4K14	OR4M2	Vertebrata
ENSG00000169484	ENSG00000170923	OR4K14	OR7G2	Vertebrata
ENSG00000169484	ENSG00000188269	OR4K14	OR7A5	Vertebrata
ENSG00000169484	ENSG00000185385	OR4K14	OR7A17	Vertebrata
ENSG00000127515	ENSG00000169484	OR7A10	OR4K14	Vertebrata
ENSG00000169484	ENSG00000276240	OR4K14	OR4E1	Vertebrata
ENSG00000169484	ENSG00000262085	OR4K14	OR1P1	Vertebrata
ENSG00000169484	ENSG00000176230	OR4K14	OR4K17	Vertebrata
ENSG00000169484	ENSG00000279408	OR4K14	OR4N4C	Vertebrata
ENSG00000169484	ENSG00000274792	OR4K14	ENSG00000274792	Vertebrata
ENSG00000169484	ENSG00000183706	OR4K14	OR4N4	Vertebrata
ENSG00000169484	ENSG00000177693	OR4K14	OR4F4	Vertebrata
ENSG00000169484	ENSG00000176695	OR4K14	OR4F17	Vertebrata
ENSG00000168124	ENSG00000169484	OR1F1	OR4K14	Vertebrata
ENSG00000094661	ENSG00000169484	OR1I1	OR4K14	Vertebrata
ENSG00000169484	ENSG00000255713	OR4K14	OR4D2	Vertebrata
ENSG00000141194	ENSG00000169484	OR4D1	OR4K14	Vertebrata
ENSG00000169484	ENSG00000172150	OR4K14	OR1A2	Vertebrata
ENSG00000169484	ENSG00000172146	OR4K14	OR1A1	Vertebrata
ENSG00000169484	ENSG00000188000	OR4K14	OR7D2	Vertebrata
ENSG00000169484	ENSG00000221977	OR4K14	OR4E2	Vertebrata
ENSG00000169484	ENSG00000184394	OR4K14	OR4N5	Vertebrata
ENSG00000169484	ENSG00000182854	OR4K14	OR4F15	Vertebrata
ENSG00000161807	ENSG00000169484	OR7G1	OR4K14	Vertebrata
ENSG00000169484	ENSG00000262628	OR4K14	OR1D5	Vertebrata
ENSG00000169484	ENSG00000184166	OR4K14	OR1D2	Vertebrata
ENSG00000169484	ENSG00000221882	OR4K14	OR3A2	Vertebrata
ENSG00000159961	ENSG00000169484	OR3A3	OR4K14	Vertebrata
ENSG00000169484	ENSG00000180042	OR4K14	OR1R1	Vertebrata
ENSG00000169484	ENSG00000183024	OR4K14	OR1G1	Vertebrata
ENSG00000169484	ENSG00000176253	OR4K14	OR4K13	Vertebrata
ENSG00000169484	ENSG00000174667	OR4K14	OR7D4	Vertebrata
ENSG00000169484	ENSG00000237521	OR4K14	OR7E24	Vertebrata
ENSG00000127530	ENSG00000169484	OR7C1	OR4K14	Vertebrata
ENSG00000127529	ENSG00000169484	OR7C2	OR4K14	Vertebrata
ENSG00000169484	ENSG00000170920	OR4K14	OR7G3	Vertebrata
ENSG00000169484	ENSG00000170929	OR4K14	OR1M1	Vertebrata
ENSG00000169484	ENSG00000184140	OR4K14	OR4F6	Vertebrata
ENSG00000169484	ENSG00000176246	OR4K14	OR4L1	Vertebrata
ENSG00000169484	ENSG00000180090	OR4K14	OR3A1	Vertebrata
ENSG00000169484	ENSG00000180016	OR4K14	OR1E1	Vertebrata
ENSG00000127780	ENSG00000169484	OR1E2	OR4K14	Vertebrata
ENSG00000176253	ENSG00000275249	OR4K13	ENSG00000275249	Vertebrata
