accession	organism	vclass	vorder	group	cell	copy_id	label	contig	start	end	n_informative	keys
GCF_933228915.1	Telmatherina bonti	Actinopteri	Atheriniformes	teleost	RYR	Telmatherina_bonti|GCF_933228915.1|RYR.0	Telmatherina_bonti|GCF_933228915.1|RYR.0	NC_136630.1	32479236	32963614	13	A1CF;ANKRD22;ASAH2;ATAD1B;BBS1;FMN2B;LIPF;MINPP1B;MTR;PTEN;RNLS;STAMBPL1;TMEM94
GCF_933228915.1	Telmatherina bonti	Actinopteri	Atheriniformes	teleost	RYR	Telmatherina_bonti|GCF_933228915.1|RYR.3	Telmatherina_bonti|GCF_933228915.1|RYR.3	NC_136631.1	14880541	14993444	11	ACP7;ACTC1B;ARHGAP11A;BMF1;CHRM5A;CYP1C1;EIF2AK4;FSIP1;GCHFR;GREM1B;THBS1A
GCF_947461875.1	Haliaeetus albicilla	Aves	Accipitriformes	non_actinopterygian	ITPR1	Haliaeetus_albicilla|GCF_947461875.1|ITPR1.0	Haliaeetus_albicilla|GCF_947461875.1|ITPR1.0	NC_091506.1	2261357	2434503	17	ARL8B;BHLHE40;CAV3;CHL1;CNTN6;CRBN;EDEM1;GRM7;IL5RA;LMCD1;LRRN1;OXTR;RAD18;SRGAP3;SSUH2;SUMF1;TRNT1
GCF_947461875.1	Haliaeetus albicilla	Aves	Accipitriformes	non_actinopterygian	ITPR2	Haliaeetus_albicilla|GCF_947461875.1|ITPR2.0	Haliaeetus_albicilla|GCF_947461875.1|ITPR2.0	NC_091501.1	19991082	20256976	20	BHLHE41;CRACR2A;DNAI7;ETFRF1;FGFR1OP2;FOXM1;GYS2;INTS13;IRAG2;KRAS;LMNTD1;NRIP2;PARP11;PRMT8;RASSF8;SPX;SSPN;TEAD4;TSPAN9;TULP3
GCF_947461875.1	Haliaeetus albicilla	Aves	Accipitriformes	non_actinopterygian	ITPR3	Haliaeetus_albicilla|GCF_947461875.1|ITPR3.0	Haliaeetus_albicilla|GCF_947461875.1|ITPR3.0	NC_091508.1	4777998	4820221	17	APOBEC2;BAK1;FOXP4;GRM4;HMGA1;IP6K3;LEMD2;MDFI;MLN;NFYA;NUDT3;OARD1;RPS10;SMIM29;TFEB;TSPO2;UQCC2
GCF_947461875.1	Haliaeetus albicilla	Aves	Accipitriformes	non_actinopterygian	RYR	Haliaeetus_albicilla|GCF_947461875.1|RYR.2	Haliaeetus_albicilla|GCF_947461875.1|RYR.2	NC_091487.1	35798722	36042787	17	AVEN;CDIN1;CHRM5;DPH6;EIF2AK4;EMC7;FAM98B;FMN1;FSIP1;GPR176;GREM1;KATNBL1;MEIS2;RASGRP1;SPRED1;THBS1;ZNF770
GCF_947461875.1	Haliaeetus albicilla	Aves	Accipitriformes	non_actinopterygian	RYR	Haliaeetus_albicilla|GCF_947461875.1|RYR.0	Haliaeetus_albicilla|GCF_947461875.1|RYR.0	NC_091495.1	30851186	31305854	20	ACTN2;CHRM3;EDARADD;ERO1B;EXO1;FMN2;GNG4;GPR137B;GREM2;HEATR1;LGALS8;LYST;MAP1LC3C;MTR;NID1;OPN3;PIGM;PLD5;RGS7;WDR64
GCF_947461875.1	Haliaeetus albicilla	Aves	Accipitriformes	non_actinopterygian	RYR	Haliaeetus_albicilla|GCF_947461875.1|RYR.1	Haliaeetus_albicilla|GCF_947461875.1|RYR.1	NC_091516.1	72210054	72272470	9	ECH1;EIF3K;ERCC1;LGALS4;MAP4K1;POLR1G;PPP1R13L;SARS2;SPRED3
GCF_949152265.1	Phoxinus phoxinus	Actinopteri	Cypriniformes	teleost	ITPR1	Phoxinus_phoxinus|GCF_949152265.1|ITPR1.0	Phoxinus_phoxinus|GCF_949152265.1|ITPR1.0	NC_136886.1	10749556	10777964	18	C1QL4B;CHCHD4B;COL7A1;EFCAB12;ENDOU;ESPL1;IP6K2B;ITGB7;MYL6;PFDN5;PFKFB4B;PFKM;SEC61A1A;SMARCC2;SUMF1;TSFM;TTLL3;UROC1
GCF_949152265.1	Phoxinus phoxinus	Actinopteri	Cypriniformes	teleost	ITPR1	Phoxinus_phoxinus|GCF_949152265.1|ITPR1.1	Phoxinus_phoxinus|GCF_949152265.1|ITPR1.1	NC_136897.1	24043985	24164196	16	ARL8B;BHLHE40;BRK1;CAMKV;CAV4A;GNAI2A;GPX1A;GRM2B;INKA1A;MON1A;MST1R;RRP9;SEMA3F;SETMAR;TEX264B;TRAIP
GCF_949152265.1	Phoxinus phoxinus	Actinopteri	Cypriniformes	teleost	ITPR2	Phoxinus_phoxinus|GCF_949152265.1|ITPR2.0	Phoxinus_phoxinus|GCF_949152265.1|ITPR2.0	NC_136883.1	28287642	28376692	18	ALX1;BHLHE41;BMAL2;C1QTNF13;CTSD;EEA1;EPS8B;LRRIQ1;MGAT4C;NR1H4;NTS;NUDT4A;PLEKHG7;RASSF9;SLC17A8;SLC6A15;SSPN;UBE2N
GCF_949152265.1	Phoxinus phoxinus	Actinopteri	Cypriniformes	teleost	ITPR3	Phoxinus_phoxinus|GCF_949152265.1|ITPR3.0	Phoxinus_phoxinus|GCF_949152265.1|ITPR3.0	NC_136890.1	23826566	23861255	18	AJAP1;B3GNT7L;COL2A1A;CPT2;CRY3A;CUNH1ORF174;DFFB;ELA2;ELA2L;FHAD1;GLS2A;GPR37L1B;MAGOH;NPHP4;PORCN;SPRYD4;TMCO1;UCK2A
GCF_949152265.1	Phoxinus phoxinus	Actinopteri	Cypriniformes	teleost	RYR	Phoxinus_phoxinus|GCF_949152265.1|RYR.2	Phoxinus_phoxinus|GCF_949152265.1|RYR.2	NC_136883.1	35433470	35557496	17	ACTMAP;B3GAT1A;BCKDH;CFAP45;CLASRP;EXOSC5;HNRNPUL1;ITPKC;LEKR1;OPA3;PPP1R13L;RASGRP4;SIAE;SNRP;TBRG1;TIPARP;TMEM91
GCF_949152265.1	Phoxinus phoxinus	Actinopteri	Cypriniformes	teleost	RYR	Phoxinus_phoxinus|GCF_949152265.1|RYR.5	Phoxinus_phoxinus|GCF_949152265.1|RYR.5	NC_136888.1	17331917	17398151	15	ACTN2B;BNIP4;CHRM3A;CYP26C1;DICER1;ECD;FMN2A;GNRH3;GREM2A;KIF11;P4HA1B;REEP3A;RGS7A;SLC22A15;SMNDC1
GCF_949152265.1	Phoxinus phoxinus	Actinopteri	Cypriniformes	teleost	RYR	Phoxinus_phoxinus|GCF_949152265.1|RYR.3	Phoxinus_phoxinus|GCF_949152265.1|RYR.3	NC_136888.1	35261156	35445941	13	ACP7;ACTC1B;ARHGAP11A;BMF1;CHRM5A;DORIP1;EIF2AK4;EMC7A;FSIP1;GREM1B;KLHL28;THBS1A;TOGARAM1
GCF_949152265.1	Phoxinus phoxinus	Actinopteri	Cypriniformes	teleost	RYR	Phoxinus_phoxinus|GCF_949152265.1|RYR.4	Phoxinus_phoxinus|GCF_949152265.1|RYR.4	NC_136891.1	31944076	32033068	20	ACOT20;ACTC1A;ADAM17B;CHRM5B;CPSF3;EMC7B;FMN1;GPR176;GREM1A;KATNBL1;KLF11A;MAX;RRM2;SCG5;SLC10A1;SRSF5B;SUSD6;TAF1B;THBS1B;YWHAQ
GCF_949152265.1	Phoxinus phoxinus	Actinopteri	Cypriniformes	teleost	RYR	Phoxinus_phoxinus|GCF_949152265.1|RYR.0	Phoxinus_phoxinus|GCF_949152265.1|RYR.0	NC_136896.1	427819	543599	16	BUB3;CHRM3B;FAM53B;FH;FMN2B;GREM2B;HHEX;HMX3B;HPDL;LHPP;LZTS2B;MTR;OAT;PDZD7B;RGS7B;ZRANB1A
GCF_949152265.1	Phoxinus phoxinus	Actinopteri	Cypriniformes	teleost	RYR	Phoxinus_phoxinus|GCF_949152265.1|RYR.1	Phoxinus_phoxinus|GCF_949152265.1|RYR.1	NC_136898.1	9598853	9645627	17	B3GLCT;BCL7B;C2CD2;CFAP298;COL26A1;EVA1C;FRYB;HUNK;IL2RG;MDH2;MIS18A;MYL10;PRDM15;RXFP2A;SKA2;TBL2;TEX14
GCF_949606895.1	Notothenia rossii	Actinopteri	Perciformes	teleost	ITPR1	Notothenia_rossii|GCF_949606895.1|ITPR1.0	Notothenia_rossii|GCF_949606895.1|ITPR1.0	NC_136903.1	71411014	71478936	6	SCN8A;SLC4A8;SUMF1;TMT1A;TTLL3;ZC3H10
GCF_949606895.1	Notothenia rossii	Actinopteri	Perciformes	teleost	ITPR2	Notothenia_rossii|GCF_949606895.1|ITPR2.0	Notothenia_rossii|GCF_949606895.1|ITPR2.0	NC_136903.1	20836534	20894513	17	BANP;BHLHE41;BMAL2;C1QTNF13;EEA1;FANCI;FBXO31;KRAS;NR1H4;NUDT4A;PLEKHG7;PPFIBP1B;RASSF8A;SLC17A8;SSPN;UBE2N;ZNF469
GCF_949606895.1	Notothenia rossii	Actinopteri	Perciformes	teleost	RYR	Notothenia_rossii|GCF_949606895.1|RYR.2	Notothenia_rossii|GCF_949606895.1|RYR.2	NC_136902.1	58526185	58669808	9	AXL;EXOSC5;HNRNPUL1;OPA3;PPP1R13L;PPP5C;RASGRP4;TGFB1A;TMEM91
GCF_949606895.1	Notothenia rossii	Actinopteri	Perciformes	teleost	RYR	Notothenia_rossii|GCF_949606895.1|RYR.3	Notothenia_rossii|GCF_949606895.1|RYR.3	NC_136905.1	67686982	67813776	10	ACP7;ACTC1B;ARHGAP11A;BMF1;CHRM5A;CYP1C1;EIF2AK4;FSIP1;GREM1B;SLC10A1
GCF_949606895.1	Notothenia rossii	Actinopteri	Perciformes	teleost	RYR	Notothenia_rossii|GCF_949606895.1|RYR.4	Notothenia_rossii|GCF_949606895.1|RYR.4	NC_136906.1	74047751	74187564	15	ABRACL;ACTC1A;AVEN;CHRM5B;CLU;EMC7B;GPR176;GREM1A;MAX;REPS1;SCARA3;SCG5;SRSF5B;SUSD6;THBS1B
GCF_949606895.1	Notothenia rossii	Actinopteri	Perciformes	teleost	RYR	Notothenia_rossii|GCF_949606895.1|RYR.1	Notothenia_rossii|GCF_949606895.1|RYR.1	NC_136907.1	11110922	11164336	12	ARFIP2B;DCHS1B;FHDC3;GABRR3A;MAP7D2A;NFRK;PDHA1A;PRDX4;SMS;TRIM3B;TRIM47;UFM1
GCF_949606895.1	Notothenia rossii	Actinopteri	Perciformes	teleost	RYR	Notothenia_rossii|GCF_949606895.1|RYR.5	Notothenia_rossii|GCF_949606895.1|RYR.5	NC_136909.1	78107406	78183274	14	ACTN2B;BICC1A;CCSER2A;CHRM3A;DNAJC9;ECD;FAM149B1;FMN2A;GREM2A;NDNFL;P4HA1B;PHYHIPL;RGS7A;SPARCL2
GCF_949606895.1	Notothenia rossii	Actinopteri	Perciformes	teleost	RYR	Notothenia_rossii|GCF_949606895.1|RYR.0	Notothenia_rossii|GCF_949606895.1|RYR.0	NC_136910.1	26884485	27171738	10	ADGRA1A;ADOA;BMS1;CHRM3B;CUNH18ORF54;EGR2B;FMN2B;MTR;NRBF2B;REEP3B
GCF_949987555.1	Borostomias antarcticus	Actinopteri	Stomiiformes	teleost	ITPR1	Borostomias_antarcticus|GCF_949987555.1|ITPR1.1	Borostomias_antarcticus|GCF_949987555.1|ITPR1.1	NC_140240.1	5632377	5713056	18	ARL6IP5A;ARL8B;AVPR2B;BHLHE40;CAMKV;COMT;FOXP1B;FRMD4B;GRM6B;LRRN1;MDFIC2;MITF;MON1A;MST1R;SEMA3F;SETMAR;TRAIP;TRNT1
GCF_949987555.1	Borostomias antarcticus	Actinopteri	Stomiiformes	teleost	ITPR1	Borostomias_antarcticus|GCF_949987555.1|ITPR1.0	Borostomias_antarcticus|GCF_949987555.1|ITPR1.0	NC_140244.1	14486109	14637193	13	ATF1;ATF7B;DIP2B;DTX3L;ESYT1B;FAIM2B;LARP4A;PFDN5;SCN8A;SLC4A8;SUMF1;TTLL3;ZC3H10
GCF_949987555.1	Borostomias antarcticus	Actinopteri	Stomiiformes	teleost	ITPR2	Borostomias_antarcticus|GCF_949987555.1|ITPR2.0	Borostomias_antarcticus|GCF_949987555.1|ITPR2.0	NC_140251.1	10500223	10598122	19	BANP;BHLHE41;BMAL2;C1QTNF13;CES2B;EEA1;FANCI;FBXO31;KRAS;NR1H4;NUDT4A;PLEKHG7;POLG;PPFIBP1B;RASSF8A;SLC17A8;SSPN;UBE2N;ZNF469
GCF_949987555.1	Borostomias antarcticus	Actinopteri	Stomiiformes	teleost	ITPR3	Borostomias_antarcticus|GCF_949987555.1|ITPR3.0	Borostomias_antarcticus|GCF_949987555.1|ITPR3.0	NC_140236.1	20384360	20599076	13	AAR2;CTNNBL1;HM13;KLHDC8B;LAMB2;MRGBP;MYT1B;PARL;RPRD1B;SNX21;TBC1D22B;TTI1;USP19
GCF_949987555.1	Borostomias antarcticus	Actinopteri	Stomiiformes	teleost	RYR	Borostomias_antarcticus|GCF_949987555.1|RYR.2	Borostomias_antarcticus|GCF_949987555.1|RYR.2	NC_140234.1	20180813	20242465	17	ARRB1;ATG16L2;AXL;B3GNT2L;BCKDH;BICR;CYP2Y3;EXOSC5;HNRNPUL1;NAPA;OPA3;PPP1R13L;PPP5C;RASGRP4;TGFB1A;TMEM91;WDR62
GCF_949987555.1	Borostomias antarcticus	Actinopteri	Stomiiformes	teleost	RYR	Borostomias_antarcticus|GCF_949987555.1|RYR.4	Borostomias_antarcticus|GCF_949987555.1|RYR.4	NC_140235.1	3131726	3217316	14	ACTN2B;BICC1A;CCSER2A;CHRM3A;ECD;FAM149B1;FMN2A;GREM2A;GRID1A;NDNFL;P4HA1B;RGS7A;SLC16A9A;SPARCL2
GCF_949987555.1	Borostomias antarcticus	Actinopteri	Stomiiformes	teleost	RYR	Borostomias_antarcticus|GCF_949987555.1|RYR.5	Borostomias_antarcticus|GCF_949987555.1|RYR.5	NC_140238.1	2991740	3166595	11	ACP7;ACTC1B;ARHGAP11A;BMF1;CHRM5A;CYP1C2;DNAJC17;EIF2AK4;GCHFR;GPX2;GREM1B
GCF_949987555.1	Borostomias antarcticus	Actinopteri	Stomiiformes	teleost	RYR	Borostomias_antarcticus|GCF_949987555.1|RYR.3	Borostomias_antarcticus|GCF_949987555.1|RYR.3	NC_140239.1	17895007	18021170	16	ACTC1A;AK7A;AVEN;BCL11B;CCDC85C;CCNK;CHRM5B;EMC7B;GPR176;GREM1A;KATNBL1;PAPOL;SCG5;SRSF5B;SUSD6;THBS1B
GCF_949987555.1	Borostomias antarcticus	Actinopteri	Stomiiformes	teleost	RYR	Borostomias_antarcticus|GCF_949987555.1|RYR.1	Borostomias_antarcticus|GCF_949987555.1|RYR.1	NC_140248.1	16824473	16887196	11	EHD2A;GNG8;HNRNPUL1L;NAPA;NFRK;RSPH4A;SELENOW1;SERPINF1;SLCO2B1;SYMPK;TMEM45B
GCF_949987555.1	Borostomias antarcticus	Actinopteri	Stomiiformes	teleost	RYR	Borostomias_antarcticus|GCF_949987555.1|RYR.0	Borostomias_antarcticus|GCF_949987555.1|RYR.0	NC_140262.1	3033931	3173142	15	CHRM3B;CYP26A1;DNAH3;EXOC6;FH;FMN2B;GREM2B;HHEX;LRRC3C;MED24;MKI67;MTR;REEP3B;RGS7B;TOP2A
GCF_949987685.1	Ammodytes marinus	Actinopteri	Uranoscopiformes	teleost	ITPR1	Ammodytes_marinus|GCF_949987685.1|ITPR1.1	Ammodytes_marinus|GCF_949987685.1|ITPR1.1	NC_137233.1	22566881	22658759	14	APOBEC2A;BHLHE40;CAMKV;COMT;ELF3;GOLT1A;GRM6B;LRRN2;MON1A;MST1R;PLEKHA6;SERINC3;SETMAR;TRAIP
GCF_949987685.1	Ammodytes marinus	Actinopteri	Uranoscopiformes	teleost	ITPR1	Ammodytes_marinus|GCF_949987685.1|ITPR1.0	Ammodytes_marinus|GCF_949987685.1|ITPR1.0	NC_137233.1	30542945	30623633	8	ATF1;DIP2B;DTX3L;SCN8A;SLC4A8;SUMF1;TTLL3;ZC3H10
GCF_949987685.1	Ammodytes marinus	Actinopteri	Uranoscopiformes	teleost	ITPR2	Ammodytes_marinus|GCF_949987685.1|ITPR2.0	Ammodytes_marinus|GCF_949987685.1|ITPR2.0	NC_137234.1	21671803	21732297	19	BANP;BHLHE41;BMAL2;C1QTNF13;CES2B;EEA1;FANCI;FBXO31;KRAS;NR1H4;NUDT4A;PLEKHG7;POLG;PPFIBP1B;RASSF8A;SLC17A8;SSPN;UBE2N;ZNF469
GCF_949987685.1	Ammodytes marinus	Actinopteri	Uranoscopiformes	teleost	ITPR3	Ammodytes_marinus|GCF_949987685.1|ITPR3.0	Ammodytes_marinus|GCF_949987685.1|ITPR3.0	NC_137211.1	1468666	1634130	6	CCDC135;EDEM2;GPR37L1B;HM13;MRGBP;SNX21
GCF_949987685.1	Ammodytes marinus	Actinopteri	Uranoscopiformes	teleost	RYR	Ammodytes_marinus|GCF_949987685.1|RYR.5	Ammodytes_marinus|GCF_949987685.1|RYR.5	NC_137215.1	10178302	10245290	13	ACTN2B;BICC1A;CCSER2A;CHRM3A;DNAJC9;ECD;FAM149B1;FMN2A;GRID1A;NDNFL;P4HA1B;RGS7A;SPARCL2
GCF_949987685.1	Ammodytes marinus	Actinopteri	Uranoscopiformes	teleost	RYR	Ammodytes_marinus|GCF_949987685.1|RYR.2	Ammodytes_marinus|GCF_949987685.1|RYR.2	NC_137218.1	16800881	16848414	12	BRD8A;CXXC5A;DNAJC18;GABRR3A;GNG8;LIPI;NFRK;NRG2A;PHLDB2A;PURA;SMS;TMEM45B
GCF_949987685.1	Ammodytes marinus	Actinopteri	Uranoscopiformes	teleost	RYR	Ammodytes_marinus|GCF_949987685.1|RYR.3	Ammodytes_marinus|GCF_949987685.1|RYR.3	NC_137219.1	16349699	16459541	10	ACP7;ACTC1B;ARHGAP11A;BMF1;CHRM5A;CYP1C1;EIF2AK4;FSIP1;GREM1B;THBS1A
GCF_949987685.1	Ammodytes marinus	Actinopteri	Uranoscopiformes	teleost	RYR	Ammodytes_marinus|GCF_949987685.1|RYR.4	Ammodytes_marinus|GCF_949987685.1|RYR.4	NC_137223.1	11705960	11833203	18	ABRACL;ACTC1A;AVEN;CHRM5B;CLU;EMC7B;FMN1;GPR176;GREM1A;HECA;KATNBL1;REPS1;SCARA3;SCG5;SLC10A1;SRSF5B;SUSD6;THBS1B
GCF_949987685.1	Ammodytes marinus	Actinopteri	Uranoscopiformes	teleost	RYR	Ammodytes_marinus|GCF_949987685.1|RYR.0	Ammodytes_marinus|GCF_949987685.1|RYR.0	NC_137224.1	24662408	25334352	12	ADGRA1A;ADOA;BMS1;CHRM3B;CYP26A1;EGR2B;EXOC6;FMN2B;JMJD1C;MTR;NRBF2B;REEP3B
GCF_949987685.1	Ammodytes marinus	Actinopteri	Uranoscopiformes	teleost	RYR	Ammodytes_marinus|GCF_949987685.1|RYR.1	Ammodytes_marinus|GCF_949987685.1|RYR.1	NC_137232.1	11716618	11816860	11	AXL;B3GNT2L;BCKDH;BICR;EXOSC5;HNRNPUL1;NAPA;OPA3;PPP1R13L;RASGRP4;TMEM91
GCF_951640355.1	Cnephaeus nilssonii	Mammalia	Chiroptera	non_actinopterygian	ITPR1	Cnephaeus_nilssonii|GCF_951640355.1|ITPR1.0	Cnephaeus_nilssonii|GCF_951640355.1|ITPR1.0	NC_137088.1	3256057	3456662	18	ALAS1;ARL8B;BHLHE40;CHL1;CNTN3;CNTN4;CNTN6;CRBN;DUSP7;EDEM1;IL5RA;LRRN1;PDZRN3;POC1A;RPL29;TLR9;TRNT1;TWF2
GCF_951640355.1	Cnephaeus nilssonii	Mammalia	Chiroptera	non_actinopterygian	ITPR2	Cnephaeus_nilssonii|GCF_951640355.1|ITPR2.0	Cnephaeus_nilssonii|GCF_951640355.1|ITPR2.0	NC_137077.1	33700054	34123585	19	BCAT1;BHLHE41;BMAL2;DNAI7;ETFRF1;FGFR1OP2;INTS13;IRAG2;KRAS;LMNTD1;MED21;PPFIBP1;RASSF8;REP15;SMCO2;SOX5;SSPN;STK38L;TM7SF3
GCF_951640355.1	Cnephaeus nilssonii	Mammalia	Chiroptera	non_actinopterygian	ITPR3	Cnephaeus_nilssonii|GCF_951640355.1|ITPR3.0	Cnephaeus_nilssonii|GCF_951640355.1|ITPR3.0	NC_137080.1	93687802	93753007	14	BAK1;CUTA;DAXX;GRM4;HMGA1;IP6K3;KIFC1;LEMD2;MLN;PHF1;SMIM40;SYNGAP1;UQCC2;ZBTB9
GCF_951640355.1	Cnephaeus nilssonii	Mammalia	Chiroptera	non_actinopterygian	RYR	Cnephaeus_nilssonii|GCF_951640355.1|RYR.2	Cnephaeus_nilssonii|GCF_951640355.1|RYR.2	NC_137075.1	36979645	37343564	17	ACTC1;AQR;AVEN;CHRM5;DPH6;EMC4;EMC7;FMN1;GJD2;GREM1;KATNBL1;LPCAT4;NOP10;NUTM1;SCG5;SLC12A6;ZNF770
GCF_951640355.1	Cnephaeus nilssonii	Mammalia	Chiroptera	non_actinopterygian	RYR	Cnephaeus_nilssonii|GCF_951640355.1|RYR.1	Cnephaeus_nilssonii|GCF_951640355.1|RYR.1	NC_137091.1	36923737	37047799	18	ACTN4;CAPN12;CATSPERG;DPF1;ECH1;EIF3K;FAM98C;HNRNPL;KCNK6;LGALS4;MAP4K1;PPP1R14A;PSMD8;RASGRP4;RINL;SPINT2;SPRED3;YIF1B
GCF_951640355.1	Cnephaeus nilssonii	Mammalia	Chiroptera	non_actinopterygian	RYR	Cnephaeus_nilssonii|GCF_951640355.1|RYR.0	Cnephaeus_nilssonii|GCF_951640355.1|RYR.0	NC_137094.1	14463369	14661677	18	ACBD3;ACTN2;CHRM3;EDARADD;EPHX1;ERO1B;GNG4;GPR137B;H3-3A;HEATR1;LGALS8;LYST;MTR;NID1;PYCR2;SDE2;TMEM63A;ZP4
GCF_951799975.1	Gobius niger	Actinopteri	Gobiiformes	teleost	ITPR1	Gobius_niger|GCF_951799975.1|ITPR1.1	Gobius_niger|GCF_951799975.1|ITPR1.1	NC_136871.1	14634657	14699028	17	ARL6IP5A;ARL8B;AVPR2B;BHLHE40;CAMKV;COMT;EEVS;FRMD4B;GRM6B;LRRN1;MDFIC2;MITF;MON1A;MST1R;SETMAR;TRAIP;TRNT1
GCF_951799975.1	Gobius niger	Actinopteri	Gobiiformes	teleost	ITPR1	Gobius_niger|GCF_951799975.1|ITPR1.0	Gobius_niger|GCF_951799975.1|ITPR1.0	NC_136871.1	26180341	26302376	7	ATF1;DIP2B;SCN8A;SLC4A8;SUMF1;TTLL3;ZC3H10
GCF_951799975.1	Gobius niger	Actinopteri	Gobiiformes	teleost	ITPR2	Gobius_niger|GCF_951799975.1|ITPR2.0	Gobius_niger|GCF_951799975.1|ITPR2.0	NC_136863.1	8702012	8790900	19	BANP;BHLHE41;BMAL2;C1QTNF13;CHMP1A;EEA1;FANC;KRAS;NR1H4;NUDT4A;PLEKHG7;PPFIBP1B;RASSF8A;SLC10A3;SLC17A8;SSPN;UBE2N;ZNF276;ZNF469
GCF_951799975.1	Gobius niger	Actinopteri	Gobiiformes	teleost	ITPR3	Gobius_niger|GCF_951799975.1|ITPR3.0	Gobius_niger|GCF_951799975.1|ITPR3.0	NC_136857.1	21451833	21496427	9	EDEM2;GPR37L1B;GRIPAP1;HM13;KCND1;MAD2L2;MRGBP;PTPN18;SPEN
GCF_951799975.1	Gobius niger	Actinopteri	Gobiiformes	teleost	RYR	Gobius_niger|GCF_951799975.1|RYR.1	Gobius_niger|GCF_951799975.1|RYR.1	NC_136852.1	19948662	19992967	13	AXL;B3GNT2L;BCKDH;BICR;EXOSC5;HNRNPUL1;NAPA;OPA3;PPP1R13L;PPP5C;RASGRP4;TGFB1A;TMEM91
GCF_951799975.1	Gobius niger	Actinopteri	Gobiiformes	teleost	RYR	Gobius_niger|GCF_951799975.1|RYR.2	Gobius_niger|GCF_951799975.1|RYR.2	NC_136862.1	18104173	18149943	10	CXXC5A;DNAJC18;GNG8;LIPI;NFRK;NRG2A;PPP3C;PURA;SMS;TMEM45B
GCF_951799975.1	Gobius niger	Actinopteri	Gobiiformes	teleost	RYR	Gobius_niger|GCF_951799975.1|RYR.4	Gobius_niger|GCF_951799975.1|RYR.4	NC_136866.1	15334873	15417795	16	ACTC1A;BUB1;CHRM5B;DUSP10;EMC7B;FMN1;GPR176;GREM1A;HEY2;HLX1;KATNBL1;NUDT15;SCG5;SRSF5B;SUSD6;THBS1B
GCF_951799975.1	Gobius niger	Actinopteri	Gobiiformes	teleost	RYR	Gobius_niger|GCF_951799975.1|RYR.3	Gobius_niger|GCF_951799975.1|RYR.3	NC_136867.1	11012248	11108914	9	ACP7;ACTC1B;ARHGAP11A;BMF1;CHRM5A;EIF2AK4;FSIP1;GREM1B;THBS1A
GCF_951799975.1	Gobius niger	Actinopteri	Gobiiformes	teleost	RYR	Gobius_niger|GCF_951799975.1|RYR.0	Gobius_niger|GCF_951799975.1|RYR.0	NC_136870.1	14847687	14892405	17	ACBD4;ADGRA1A;ADOA;ARHGAP23B;BMS1;CABCOCO1;CHRM3B;CYP26A1;EGR2B;EXOC6;FMN2B;GHDC;JMJD1C;MTR;NRBF2B;PLCD3B;REEP3B
GCF_960531495.1	Zeus faber	Actinopteri	Zeiformes	teleost	ITPR1	Zeus_faber|GCF_960531495.1|ITPR1.1	Zeus_faber|GCF_960531495.1|ITPR1.1	NC_137192.1	5818864	5913757	18	ARL6IP5A;BHLHE40;CDK18;EEVS;EIF4E3;ELK4;ETNK2;FOXP1B;FRMD4B;KLHDC8A;LRRN1;MFSD4A;MITF;SETMAR;SLC41A1;SNRPE;SOX13;TRNT1
GCF_960531495.1	Zeus faber	Actinopteri	Zeiformes	teleost	ITPR1	Zeus_faber|GCF_960531495.1|ITPR1.0	Zeus_faber|GCF_960531495.1|ITPR1.0	NC_137192.1	32191630	32258801	8	ATF1;DIP2B;SCN8A;SLC4A8;SUMF1;TMT1A;TTLL3;ZC3H10
GCF_960531495.1	Zeus faber	Actinopteri	Zeiformes	teleost	ITPR2	Zeus_faber|GCF_960531495.1|ITPR2.0	Zeus_faber|GCF_960531495.1|ITPR2.0	NC_137201.1	17034431	17092729	18	BANP;BHLHE41;BMAL2;C1QTNF13;CES2B;EEA1;FANCI;FBXO31;KRAS;NR1H4;NUDT4A;PLEKHG7;PPFIBP1B;RASSF8A;SLC17A8;SSPN;UBE2N;ZNF469
GCF_960531495.1	Zeus faber	Actinopteri	Zeiformes	teleost	ITPR3	Zeus_faber|GCF_960531495.1|ITPR3.0	Zeus_faber|GCF_960531495.1|ITPR3.0	NC_137194.1	3114105	3159407	11	BCAP31;EDEM2;GPR37L1B;GRIPAP1;HM13;KCND1;MRGBP;PLXNA3;PTPN18;SLC6A8;SNX21
GCF_960531495.1	Zeus faber	Actinopteri	Zeiformes	teleost	RYR	Zeus_faber|GCF_960531495.1|RYR.4	Zeus_faber|GCF_960531495.1|RYR.4	NC_137189.1	20657621	20783183	18	ACTC1A;AVEN;CHRM5B;DNMT3A;DTNB;EMC7B;FMN1;GPR176;GREM1A;KATNBL1;MAPRE3B;MAX;SCG5;SLC10A1;SRSF5B;SUSD6;THBS1B;TMEM214
GCF_960531495.1	Zeus faber	Actinopteri	Zeiformes	teleost	RYR	Zeus_faber|GCF_960531495.1|RYR.2	Zeus_faber|GCF_960531495.1|RYR.2	NC_137197.1	24498472	24587541	18	ARAP1;AXL;B3GNT2L;BCKDH;CEP295;CUL3B;EXOSC5;FAM124B;HNRNPUL1;MMP28;NAPA;OPA3;PDE2A;PPP1R13L;RASGRP4;STARD10;TAF15;TMEM91
