accession	organism	vclass	vorder	assembly_level	contig_n50	contig_spans_gene	cell	cell_status	slot	locus_idx	locus_clade	assigned_via	contig	start	end	strand	bait	identity	coverage	aligned_aa	q_start	q_end	bait_len	frameshifts	stop_codons	lesions	lesion_density	integrity	family_margin	paralog_margin	contig_edge	longest_n_run	annot_gene	annot_frac_cds	annot_paralog_matches	merged_models	merged_from	is_copy	excluded_reason
GCF_047496885.1	Scyliorhinus torazame	Chondrichthyes	Carcharhiniformes	Chromosome	3187150	True	ITPR2	found_annotated	cell	0	ITPR2	primary	NC_092719.1	79498875	79827160	-	Q14571|ITPR2|Homo_sapiens|ITPR2	0.8065	1.0	2701	1	2701	2701	0	0	0	0.0	intact	1.0	0.1462	False	0	itpr2	1.0	True	1		True	
GCF_047496885.1	Scyliorhinus torazame	Chondrichthyes	Carcharhiniformes	Chromosome	3187150	True	ITPR3	found_annotated	cell	0	ITPR3	primary	NC_092723.1	44162390	44987385	+	A0A4W3GWE7|ITPR3|Callorhinchus_milii	0.8405	1.0	2630	1	2630	2630	2	0	2	0.7605	intact	1.0	0.2286	False	0	itpr3	1.0	True	1		True	
GCF_047496885.1	Scyliorhinus torazame	Chondrichthyes	Carcharhiniformes	Chromosome	3187150	True	RYR	found_annotated	cell	1	RYR	primary	NC_092707.1	374759082	375875811	-	A0A3Q0HBW9|RYR|Alligator_sinensis	0.8716	0.9962	4967	20	4986	4986	0	1	1	0.2013	intact	1.0	1.0	False	0	ryr2a	1.0	True	1		True	
GCF_047496885.1	Scyliorhinus torazame	Chondrichthyes	Carcharhiniformes	Chromosome	3187150	True	RYR	found_annotated	cell	2	RYR	primary	NC_092708.1	231928502	232521049	+	A0A6I8Q6P7|ryr1|Xenopus_tropicalis|RYR1	0.6645	1.0	5037	1	5037	5037	2	0	2	0.3971	intact	1.0	1.0	False	0	ryr3	1.0	True	1		True	
GCF_047496885.1	Scyliorhinus torazame	Chondrichthyes	Carcharhiniformes	Chromosome	3187150	True	RYR	found_annotated	cell	0	RYR	primary	NC_092731.1	30057955	30553718	+	A0A4W3I1N0|LOC103190328|Callorhinchus_milii|vertebrate_basal	0.8842	0.9972	4968	15	4982	4982	0	0	0	0.0	intact	1.0	1.0	False	0	LOC140402452	1.0	False	1		True	
GCF_047663525.1	Anas platyrhynchos	Aves	Anseriformes	Complete Genome	80154792	True	ITPR1	found_annotated	cell	0	ITPR1	primary	NC_092599.1	1846755	2005438	-	A0A8V0ZJT0|ITPR1|Gallus_gallus|ITPR1	0.9914	1.0	2779	1	2779	2779	0	0	0	0.0	intact	1.0	0.3351	False	0	ITPR1	1.0	True	1		True	
GCF_047663525.1	Anas platyrhynchos	Aves	Anseriformes	Complete Genome	80154792	True	ITPR2	found_annotated	cell	0	ITPR2	primary	NC_092587.1	75005606	75277225	+	F1P1X4|ITPR2|Gallus_gallus|ITPR2	0.9826	1.0	2700	1	2700	2700	0	0	0	0.0	intact	1.0	0.3077	False	0	ITPR2	1.0	True	1		True	
GCF_047663525.1	Anas platyrhynchos	Aves	Anseriformes	Complete Genome	80154792	True	ITPR3	found_annotated	cell	0	ITPR3	primary	NC_092613.1	3788420	3847054	+	A0A8V1ACE6|ITPR3|Gallus_gallus|ITPR3	0.9936	1.0	2664	1	2664	2664	0	0	0	0.0	intact	1.0	0.3954	False	0	ITPR3	1.0	True	1		True	
GCF_047663525.1	Anas platyrhynchos	Aves	Anseriformes	Complete Genome	80154792	True	RYR	found_annotated	cell	0	RYR	primary	NC_092589.1	27741600	28144711	+	A0A8V0Y8K1|RYR2|Gallus_gallus|RYR2	0.9799	1.0	4968	1	4968	4968	0	0	0	0.0	intact	1.0	1.0	False	0	RYR2	1.0	True	1		True	
GCF_047663525.1	Anas platyrhynchos	Aves	Anseriformes	Complete Genome	80154792	True	RYR	found_annotated	cell	2	RYR	primary	NC_092591.1	39383382	39601971	-	A0A6I8Q6P7|ryr1|Xenopus_tropicalis|RYR1	0.6772	1.0	5037	1	5037	5037	1	0	1	0.1985	intact	1.0	1.0	False	0	RYR3	1.0	True	1		True	
GCF_047663525.1	Anas platyrhynchos	Aves	Anseriformes	Complete Genome	80154792	True	RYR	found_annotated	cell	1	RYR	primary	NC_092618.1	9891968	9992100	+	A0A6I8Q6P7|ryr1|Xenopus_tropicalis|RYR1	0.7797	1.0	5037	1	5037	5037	10	0	10	1.9853	lesion_rich	1.0	1.0	False	0	RYR1	1.0	True	1		True	
GCF_047716275.1	Strix uralensis	Aves	Strigiformes	Chromosome	16359274	True	ITPR1	found_annotated	cell	0	ITPR1	primary	NC_133981.1	12332812	12503102	+	A0A8V0ZJT0|ITPR1|Gallus_gallus|ITPR1	0.9921	1.0	2779	1	2779	2779	0	0	0	0.0	intact	1.0	0.3348	False	0	ITPR1	1.0	True	1		True	
GCF_047716275.1	Strix uralensis	Aves	Strigiformes	Chromosome	16359274	True	ITPR2	found_annotated	cell	0	ITPR2	primary	NC_133976.1	64208588	64488618	+	A0A672UP22|ITPR2|Strigops_habroptila	0.9774	1.0	2700	1	2700	2700	0	0	0	0.0	intact	1.0	0.3086	False	0	ITPR2	1.0	True	1		True	
GCF_047716275.1	Strix uralensis	Aves	Strigiformes	Chromosome	16359274	True	ITPR3	found_annotated	cell	0	ITPR3	primary	NC_133995.1	5671534	5713645	-	A0A8V1ACE6|ITPR3|Gallus_gallus|ITPR3	0.991	1.0	2664	1	2664	2664	0	0	0	0.0	intact	1.0	0.39	False	0	ITPR3	1.0	True	1		True	
GCF_047716275.1	Strix uralensis	Aves	Strigiformes	Chromosome	16359274	True	RYR	found_annotated	cell	0	RYR	primary	NC_133974.1	85762589	86202282	+	A0A8V0Y8K1|RYR2|Gallus_gallus|RYR2	0.9851	1.0	4968	1	4968	4968	0	0	0	0.0	intact	1.0	1.0	False	0	RYR2	1.0	True	1		True	
GCF_047716275.1	Strix uralensis	Aves	Strigiformes	Chromosome	16359274	True	RYR	found_annotated	cell	2	RYR	primary	NC_133975.1	97732611	97996791	-	A0A6I8Q6P7|ryr1|Xenopus_tropicalis|RYR1	0.674	1.0	5037	1	5037	5037	1	0	1	0.1985	intact	1.0	1.0	False	0	RYR3	1.0	True	1		True	
GCF_047716275.1	Strix uralensis	Aves	Strigiformes	Chromosome	16359274	True	RYR	found_annotated	cell	1	RYR	primary	NW_027436919.1	3173	81914	-	A0A6I8Q6P7|ryr1|Xenopus_tropicalis|RYR1	0.7817	0.9643	4857	181	5037	5037	3	0	3	0.6177	intact	1.0	1.0	True	0	LOC141938815	1.0	False	1		True	
GCF_048418815.1	Hemitrygon akajei	Chondrichthyes	Myliobatiformes	Chromosome	8940806	True	ITPR1	found_annotated	cell	0	vertebrate_basal	unresolved:vertebrate_basal	NC_133142.1	48751160	49279278	-	P11881|Itpr1|Mus_musculus|ITPR1	0.8681	1.0	2749	1	2749	2749	0	0	0	0.0	intact	1.0	0.2185	False	0	itpr1b	1.0	True	1		True	
GCF_048418815.1	Hemitrygon akajei	Chondrichthyes	Myliobatiformes	Chromosome	8940806	True	ITPR2	found_annotated	cell	0	ITPR2	primary	NC_133137.1	51048910	51317389	+	A0A672UP22|ITPR2|Strigops_habroptila	0.806	0.9985	2696	1	2696	2700	0	0	0	0.0	intact	1.0	0.1439	False	0	itpr2	1.0	True	1		True	
GCF_048418815.1	Hemitrygon akajei	Chondrichthyes	Myliobatiformes	Chromosome	8940806	True	ITPR3	found_annotated	cell	0	ITPR3	primary	NC_133150.1	18983420	19293070	-	A0A4W3GWE7|ITPR3|Callorhinchus_milii	0.8002	1.0	2630	1	2630	2630	0	0	0	0.0	intact	1.0	0.2036	False	0	itpr3	1.0	True	1		True	
GCF_048418815.1	Hemitrygon akajei	Chondrichthyes	Myliobatiformes	Chromosome	8940806	True	RYR	found_annotated	cell	2	RYR	primary	NC_133126.1	73602667	73976398	+	A0A8V0Y8K1|RYR2|Gallus_gallus|RYR2	0.6767	1.0	4968	1	4968	4968	1	0	1	0.2013	intact	1.0	1.0	False	0	ryr3	1.0	True	1		True	
GCF_048418815.1	Hemitrygon akajei	Chondrichthyes	Myliobatiformes	Chromosome	8940806	True	RYR	found_annotated	cell	1	RYR	primary	NC_133130.1	28576545	29302866	+	A0A8V0Y8K1|RYR2|Gallus_gallus|RYR2	0.87	1.0	4968	1	4968	4968	0	0	0	0.0	intact	1.0	1.0	False	0	ryr2a	1.0	True	1		True	
GCF_048418815.1	Hemitrygon akajei	Chondrichthyes	Myliobatiformes	Chromosome	8940806	True	RYR	found_annotated	cell	0	RYR	primary	NC_133148.1	27728801	28287726	-	A0A4W3I1N0|LOC103190328|Callorhinchus_milii|vertebrate_basal	0.8885	0.9972	4968	15	4982	4982	0	0	0	0.0	intact	1.0	1.0	False	500	LOC140716481	1.0	False	1		True	
GCF_048593235.1	Sminthopsis crassicaudata	Mammalia	Dasyuromorphia	Chromosome	4359487	True	ITPR1	found_annotated	cell	0	ITPR1	primary	NC_133617.1	712021628	712381558	-	P11881|Itpr1|Mus_musculus|ITPR1	0.9716	1.0	2749	1	2749	2749	0	0	0	0.0	intact	1.0	0.3198	False	0	ITPR1	1.0	True	1		True	
GCF_048593235.1	Sminthopsis crassicaudata	Mammalia	Dasyuromorphia	Chromosome	4359487	True	ITPR2	found_annotated	cell	0	ITPR2	primary	NC_133621.1	172130249	172632469	+	Q14571|ITPR2|Homo_sapiens|ITPR2	0.9489	1.0	2701	1	2701	2701	0	0	0	0.0	intact	1.0	0.2925	False	0	ITPR2	1.0	True	1		True	
GCF_048593235.1	Sminthopsis crassicaudata	Mammalia	Dasyuromorphia	Chromosome	4359487	True	ITPR3	found_annotated	cell	0	ITPR3	primary	NC_133620.1	290077389	290190451	-	Q14573|ITPR3|Homo_sapiens|ITPR3	0.9368	1.0	2671	1	2671	2671	0	0	0	0.0	intact	1.0	0.362	False	0	ITPR3	1.0	True	1		True	
GCF_048593235.1	Sminthopsis crassicaudata	Mammalia	Dasyuromorphia	Chromosome	4359487	True	RYR	found_annotated	cell	2	RYR	primary	NC_133618.1	262487386	263239096	-	A0A6I8Q6P7|ryr1|Xenopus_tropicalis|RYR1	0.6721	0.9968	5021	17	5037	5037	2	2	4	0.7967	intact	1.0	1.0	False	0	RYR3	1.0	True	1		True	
GCF_048593235.1	Sminthopsis crassicaudata	Mammalia	Dasyuromorphia	Chromosome	4359487	True	RYR	found_annotated	cell	0	RYR	primary	NC_133620.1	388496471	389193765	+	Q92736|RYR2|Homo_sapiens|RYR2	0.9612	1.0	4967	1	4967	4967	0	0	0	0.0	intact	1.0	1.0	False	25	RYR2	1.0	True	1		True	
GCF_048593235.1	Sminthopsis crassicaudata	Mammalia	Dasyuromorphia	Chromosome	4359487	True	RYR	found_annotated	cell	1	RYR	primary	NC_133623.1	56804030	56889207	-	A0A6I8Q6P7|ryr1|Xenopus_tropicalis|RYR1	0.771	1.0	5037	1	5037	5037	4	0	4	0.7941	intact	1.0	1.0	False	98	RYR1	1.0	True	1		True	
GCF_048594095.1	Paramormyrops kingsleyae	Actinopteri	Osteoglossiformes	Chromosome	10969524	True	ITPR1	found_annotated	cell	0	vertebrate_basal	unresolved:vertebrate_basal	NC_132802.1	24602499	24704510	-	A0A672IUQ7|ITPR1|Salarias_fasciatus	0.9067	1.0	2748	1	2748	2748	0	1	1	0.3639	intact	1.0	0.2563	False	0	LOC111840603	1.0	False	1		True	
GCF_048594095.1	Paramormyrops kingsleyae	Actinopteri	Osteoglossiformes	Chromosome	10969524	True	ITPR1	found_annotated	cell	1	vertebrate_basal	unresolved:vertebrate_basal	NC_132804.1	15426720	15514326	-	A0A672IUQ7|ITPR1|Salarias_fasciatus	0.882	1.0	2748	1	2748	2748	0	0	0	0.0	intact	1.0	0.2399	False	0	itpr1b	1.0	True	1		True	
GCF_048594095.1	Paramormyrops kingsleyae	Actinopteri	Osteoglossiformes	Chromosome	10969524	True	ITPR2	found_annotated	cell	0	ITPR2	primary	NC_132799.1	35692169	35778871	+	F1P1X4|ITPR2|Gallus_gallus|ITPR2	0.7758	1.0	2700	1	2700	2700	0	0	0	0.0	intact	1.0	0.2028	False	0	itpr2	1.0	True	1		True	
GCF_048594095.1	Paramormyrops kingsleyae	Actinopteri	Osteoglossiformes	Chromosome	10969524	True	ITPR3	found_annotated	cell	0	ITPR3	primary	NC_132802.1	29556282	29683945	+	A0A8C6KWV8|ITPR3|Nothobranchius_furzeri	0.8075	1.0	2670	1	2670	2670	0	0	0	0.0	intact	1.0	0.2306	False	0	itpr3	1.0	True	1		True	
GCF_048594095.1	Paramormyrops kingsleyae	Actinopteri	Osteoglossiformes	Chromosome	10969524	True	RYR	found_annotated	cell	3	RYR	primary	NC_132810.1	8106066	8202121	+	Q92736|RYR2|Homo_sapiens|RYR2	0.683	1.0	4967	1	4967	4967	2	0	2	0.4027	intact	1.0	1.0	False	0	ryr3	1.0	True	1		True	
GCF_048594095.1	Paramormyrops kingsleyae	Actinopteri	Osteoglossiformes	Chromosome	10969524	True	RYR	found_annotated	cell	2	RYR	primary	NC_132813.1	13850591	13908217	+	A0A6I8Q6P7|ryr1|Xenopus_tropicalis|RYR1	0.8052	1.0	5037	1	5037	5037	0	0	0	0.0	intact	1.0	1.0	False	0	ryr1b	1.0	True	1		True	
GCF_048594095.1	Paramormyrops kingsleyae	Actinopteri	Osteoglossiformes	Chromosome	10969524	True	RYR	found_annotated	cell	1	RYR	primary	NC_132814.1	8747082	8829328	-	A0A6I8Q6P7|ryr1|Xenopus_tropicalis|RYR1	0.809	1.0	5037	1	5037	5037	0	0	0	0.0	intact	1.0	1.0	False	0	LOC111838045	1.0	False	1		True	
GCF_048594095.1	Paramormyrops kingsleyae	Actinopteri	Osteoglossiformes	Chromosome	10969524	True	RYR	found_annotated	cell	0	RYR	primary	NC_132816.1	16121868	16269782	-	A0AC58GZ77|ryr2a|Danio_rerio|RYR2	0.9072	1.0	4961	1	4961	4961	0	0	0	0.0	intact	1.0	1.0	False	0	ryr2a	1.0	True	1		True	
GCF_048934315.1	Petromyzon marinus	Hyperoartia	Petromyzontiformes	Chromosome	4594409	True	ITPR1	found_annotated	cell	1	vertebrate_basal	unresolved:vertebrate_basal	NC_133696.1	4193989	4332052	-	A0A8J0T3U5|itpr1|Xenopus_tropicalis|ITPR1	0.7048	1.0	2743	1	2743	2743	0	1	1	0.3646	intact	1.0	0.0839	False	0	LOC116947491	1.0	False	1		True	
GCF_048934315.1	Petromyzon marinus	Hyperoartia	Petromyzontiformes	Chromosome	4594409	True	ITPR1	found_annotated	cell	2	ITPR1	primary	NC_133708.1	13310471	13441646	+	P11881|Itpr1|Mus_musculus|ITPR1	0.655	1.0	2749	1	2749	2749	0	0	0	0.0	intact	1.0	0.0543	False	0	LOC116951169	1.0	False	1		True	
GCF_048934315.1	Petromyzon marinus	Hyperoartia	Petromyzontiformes	Chromosome	4594409	True	ITPR1	found_annotated	cell	0	vertebrate_basal	unresolved:vertebrate_basal	NC_133714.1	6489574	6762255	+	Q14643|ITPR1|Homo_sapiens|ITPR1	0.736	1.0	2758	1	2758	2758	1	0	1	0.3626	intact	1.0	0.1139	False	0	LOC116952798	1.0	False	1		True	
GCF_048934315.1	Petromyzon marinus	Hyperoartia	Petromyzontiformes	Chromosome	4594409	True	RYR	found_annotated	cell	1	RYR	primary	NC_133672.1	5716832	6045081	-	A0A8V0Y8K1|RYR2|Gallus_gallus|RYR2	0.742	0.9998	4967	1	4967	4968	0	0	0	0.0	intact	1.0	1.0	False	0	LOC116939631	1.0	False	1		True	
GCF_048934315.1	Petromyzon marinus	Hyperoartia	Petromyzontiformes	Chromosome	4594409	True	RYR	found_annotated	cell	0	RYR	primary	NC_133719.1	6658552	6975379	-	A0AAJ7XD62|LOC116953891|Petromyzon_marinus|vertebrate_basal	0.9998	1.0	5168	1	5168	5168	0	0	0	0.0	intact	1.0	1.0	False	0	LOC116953891	1.0	False	1		True	
GCF_049350105.2	Macaca mulatta	Mammalia	Primates	Complete Genome	162285572	True	ITPR1	found_annotated	cell	0	ITPR1	primary	NC_133407.1	143262551	143593525	+	Q14643|ITPR1|Homo_sapiens|ITPR1	0.9956	1.0	2758	1	2758	2758	0	0	0	0.0	intact	1.0	0.3328	False	0	ITPR1	1.0	True	1		True	
GCF_049350105.2	Macaca mulatta	Mammalia	Primates	Complete Genome	162285572	True	ITPR2	found_annotated	cell	0	ITPR2	primary	NC_133416.1	28688432	29181099	-	Q14571|ITPR2|Homo_sapiens|ITPR2	0.9948	1.0	2701	1	2701	2701	0	0	0	0.0	intact	1.0	0.3236	False	0	ITPR2	1.0	True	1		True	
GCF_049350105.2	Macaca mulatta	Mammalia	Primates	Complete Genome	162285572	True	ITPR3	found_annotated	cell	0	ITPR3	primary	NC_133409.1	148569176	148661307	-	Q14573|ITPR3|Homo_sapiens|ITPR3	0.9921	1.0	2671	1	2671	2671	0	0	0	0.0	intact	1.0	0.3988	False	0	ITPR3	1.0	True	1		True	
GCF_049350105.2	Macaca mulatta	Mammalia	Primates	Complete Genome	162285572	True	RYR	found_annotated	cell	0	RYR	primary	NC_133406.1	11260161	12052517	-	Q92736|RYR2|Homo_sapiens|RYR2	0.9972	1.0	4967	1	4967	4967	0	0	0	0.0	intact	1.0	1.0	False	0	RYR2	1.0	True	1		True	
GCF_049350105.2	Macaca mulatta	Mammalia	Primates	Complete Genome	162285572	True	RYR	found_annotated	cell	2	RYR	primary	NC_133412.1	10486055	11052073	+	A0A6I8Q6P7|ryr1|Xenopus_tropicalis|RYR1	0.6716	1.0	5037	1	5037	5037	1	0	1	0.1985	intact	1.0	1.0	False	0	RYR3	1.0	True	1		True	
GCF_049350105.2	Macaca mulatta	Mammalia	Primates	Complete Genome	162285572	True	RYR	found_annotated	cell	1	RYR	primary	NC_133424.1	49520741	49679389	+	A0A6I8Q6P7|ryr1|Xenopus_tropicalis|RYR1	0.7872	1.0	5037	1	5037	5037	0	0	0	0.0	intact	1.0	1.0	False	0	RYR1	1.0	True	1		True	
GCF_050624435.1	Tenrec ecaudatus	Mammalia	Afrosoricida	Chromosome	41601014	True	ITPR1	found_annotated	cell	0	ITPR1	primary	NC_134535.1	143553327	143930484	+	P11881|Itpr1|Mus_musculus|ITPR1	0.9782	1.0	2749	1	2749	2749	0	0	0	0.0	intact	1.0	0.3211	False	0	ITPR1	1.0	True	1		True	
GCF_050624435.1	Tenrec ecaudatus	Mammalia	Afrosoricida	Chromosome	41601014	True	ITPR2	found_annotated	cell	0	ITPR2	primary	NC_134535.1	104330198	104916335	+	Q14571|ITPR2|Homo_sapiens|ITPR2	0.9596	1.0	2701	1	2701	2701	0	0	0	0.0	intact	1.0	0.3032	False	0	ITPR2	1.0	True	1		True	
GCF_050624435.1	Tenrec ecaudatus	Mammalia	Afrosoricida	Chromosome	41601014	True	ITPR3	found_annotated	cell	0	ITPR3	primary	NC_134536.1	164495846	164808007	+	Q14573|ITPR3|Homo_sapiens|ITPR3	0.9577	1.0	2671	1	2671	2671	0	0	0	0.0	intact	1.0	0.3752	False	0	ITPR3	1.0	True	1		True	
GCF_050624435.1	Tenrec ecaudatus	Mammalia	Afrosoricida	Chromosome	41601014	True	RYR	found_annotated	cell	0	RYR	primary	NC_134537.1	61480968	62299308	-	Q92736|RYR2|Homo_sapiens|RYR2	0.9599	1.0	4967	1	4967	4967	0	0	0	0.0	intact	1.0	1.0	False	0	RYR2	1.0	True	1		True	
GCF_050624435.1	Tenrec ecaudatus	Mammalia	Afrosoricida	Chromosome	41601014	True	RYR	found_annotated	cell	2	RYR	primary	NC_134543.1	89718102	90297306	-	A0A6I8Q6P7|ryr1|Xenopus_tropicalis|RYR1	0.6612	1.0	5037	1	5037	5037	1	0	1	0.1985	intact	1.0	1.0	False	0	RYR3	0.997	True	1		True	
GCF_050624435.1	Tenrec ecaudatus	Mammalia	Afrosoricida	Chromosome	41601014	True	RYR	found_annotated	cell	1	RYR	primary	NC_134547.1	20130928	20260628	-	A0A6I8Q6P7|ryr1|Xenopus_tropicalis|RYR1	0.7901	1.0	5037	1	5037	5037	0	0	0	0.0	intact	1.0	1.0	False	0	RYR1	1.0	True	1		True	
GCF_052040795.1	Danio rerio	Actinopteri	Cypriniformes	Complete Genome	59431669	True	ITPR1	found_annotated	cell	0	ITPR1	primary	NC_141026.1	42103917	42164063	+	A0A8M2BDG0|itpr1a|Danio_rerio|ITPR1	1.0	1.0	2711	1	2711	2711	0	0	0	0.0	intact	1.0	0.3405	False	0	itpr1a	1.0	True	1		True	
GCF_052040795.1	Danio rerio	Actinopteri	Cypriniformes	Complete Genome	59431669	True	ITPR1	found_annotated	cell	1	vertebrate_basal	unresolved:vertebrate_basal	NC_141031.1	38671712	38907392	-	A0A672IUQ7|ITPR1|Salarias_fasciatus	0.8735	1.0	2748	1	2748	2748	0	0	0	0.0	intact	1.0	0.2303	False	0	itpr1b	1.0	True	1		True	
GCF_052040795.1	Danio rerio	Actinopteri	Cypriniformes	Complete Genome	59431669	True	ITPR2	found_annotated	cell	0	ITPR2	primary	NC_141038.1	17365080	17531502	+	A0A8M9PQQ3|itpr2|Danio_rerio|ITPR2	1.0	1.0	2665	1	2665	2665	0	0	0	0.0	intact	1.0	0.3972	False	0	itpr2	1.0	True	1		True	
GCF_052040795.1	Danio rerio	Actinopteri	Cypriniformes	Complete Genome	59431669	True	ITPR3	found_annotated	cell	0	ITPR3	primary	NC_141028.1	23179810	23248428	+	A0A8M6Z266|itpr3|Danio_rerio|ITPR3	0.9977	1.0	2635	1	2635	2635	0	0	0	0.0	intact	1.0	0.372	False	0	itpr3	1.0	True	1		True	
GCF_052040795.1	Danio rerio	Actinopteri	Cypriniformes	Complete Genome	59431669	True	RYR	found_annotated	cell	1	RYR	primary	NC_141030.1	37176064	37304713	+	A0A6I8Q6P7|ryr1|Xenopus_tropicalis|RYR1	0.8105	1.0	5037	1	5037	5037	0	0	0	0.0	intact	1.0	1.0	False	0	ryr1a	1.0	True	1		True	
GCF_052040795.1	Danio rerio	Actinopteri	Cypriniformes	Complete Genome	59431669	True	RYR	found_annotated	cell	0	RYR	primary	NC_141032.1	49697979	49979379	+	A0AC58GZ77|ryr2a|Danio_rerio|RYR2	1.0	1.0	4961	1	4961	4961	0	0	0	0.0	intact	1.0	1.0	False	0	ryr2a	1.0	True	1		True	
GCF_052040795.1	Danio rerio	Actinopteri	Cypriniformes	Complete Genome	59431669	True	RYR	found_annotated	cell	3	RYR	primary	NC_141037.1	825935	1078172	-	Q92736|RYR2|Homo_sapiens|RYR2	0.6679	1.0	4967	1	4967	4967	0	1	1	0.2013	intact	1.0	1.0	False	0	LOC101884734	1.0	False	1		True	
GCF_052040795.1	Danio rerio	Actinopteri	Cypriniformes	Complete Genome	59431669	True	RYR	found_annotated	cell	5	RYR	primary	NC_141037.1	21252708	21366585	-	A0AAJ7XD62|LOC116953891|Petromyzon_marinus|vertebrate_basal	0.5455	0.9996	5166	3	5168	5168	2	2	4	0.7743	intact	1.0	1.0	False	0	ryr2b	1.0	True	1		True	
GCF_052040795.1	Danio rerio	Actinopteri	Cypriniformes	Complete Genome	59431669	True	RYR	found_annotated	cell	2	RYR	primary	NC_141038.1	38544916	38786503	-	A0A6I8Q6P7|ryr1|Xenopus_tropicalis|RYR1	0.8065	1.0	5037	1	5037	5037	0	0	0	0.0	intact	1.0	1.0	False	0	ryr1b	1.0	True	1		True	
GCF_052040795.1	Danio rerio	Actinopteri	Cypriniformes	Complete Genome	59431669	True	RYR	found_annotated	cell	4	RYR	primary	NC_141040.1	33231579	33382711	-	A0A6I8Q6P7|ryr1|Xenopus_tropicalis|RYR1	0.6545	1.0	5037	1	5037	5037	0	1	1	0.1985	intact	1.0	1.0	False	0	ryr3	1.0	True	1		True	
GCF_052327205.1	Somniosus microcephalus	Chondrichthyes	Squaliformes	Chromosome	1075145	True	ITPR1	found_annotated	cell	0	vertebrate_basal	unresolved:vertebrate_basal	NC_140997.1	147905519	148503708	+	A0ABM4F3U0|ITPR1|Apteryx_mantelli	0.8496	1.0	2750	1	2750	2750	2	2	4	1.4545	intact	1.0	0.2266	False	500	LOC147110942	1.0	False	1		True	
GCF_052327205.1	Somniosus microcephalus	Chondrichthyes	Squaliformes	Chromosome	1075145	True	ITPR2	found_annotated	cell	0	ITPR2	primary	NC_141003.1	13643062	14070753	-	F1P1X4|ITPR2|Gallus_gallus|ITPR2	0.8164	1.0	2700	1	2700	2700	0	0	0	0.0	intact	1.0	0.1476	False	0	itpr2	1.0	True	1		True	
GCF_052327205.1	Somniosus microcephalus	Chondrichthyes	Squaliformes	Chromosome	1075145	True	ITPR3	found_annotated	cell	0	ITPR3	primary	NC_141004.1	41648481	42293206	+	A0A4W3GWE7|ITPR3|Callorhinchus_milii	0.8496	1.0	2630	1	2630	2630	0	0	0	0.0	intact	1.0	0.2348	False	500	itpr3	1.0	True	1		True	
GCF_052327205.1	Somniosus microcephalus	Chondrichthyes	Squaliformes	Chromosome	1075145	True	RYR	found_annotated	cell	1	RYR	primary	NC_140989.1	40856658	41813447	+	A0A3Q0HBW9|RYR|Alligator_sinensis	0.8767	0.9962	4967	20	4986	4986	0	1	1	0.2013	intact	1.0	1.0	False	500	ryr2a	1.0	True	1		True	
GCF_052327205.1	Somniosus microcephalus	Chondrichthyes	Squaliformes	Chromosome	1075145	True	RYR	found_annotated	cell	2	RYR	primary	NC_140998.1	121435491	122164358	+	A0A6I8Q6P7|ryr1|Xenopus_tropicalis|RYR1	0.6708	1.0	5037	1	5037	5037	0	0	0	0.0	intact	1.0	1.0	False	500	LOC147109494	1.0	False	1		True	
GCF_052327205.1	Somniosus microcephalus	Chondrichthyes	Squaliformes	Chromosome	1075145	True	RYR	found_annotated	cell	0	RYR	primary	NC_141020.1	19168080	19626967	-	A0A4W3I1N0|LOC103190328|Callorhinchus_milii|vertebrate_basal	0.8875	0.9972	4968	15	4982	4982	0	0	0	0.0	intact	1.0	1.0	False	0	LOC147096861	1.0	False	1		True	
GCF_054371585.1	Giraffa tippelskirchi	Mammalia	Artiodactyla	Complete Genome	166642423	True	ITPR1	found_annotated	cell	0	ITPR1	primary	NC_137283.1	20674093	20993294	-	Q14643|ITPR1|Homo_sapiens|ITPR1	0.9833	1.0	2758	1	2758	2758	0	0	0	0.0	intact	1.0	0.3193	False	0	ITPR1	1.0	True	1		True	
GCF_054371585.1	Giraffa tippelskirchi	Mammalia	Artiodactyla	Complete Genome	166642423	True	ITPR2	found_annotated	cell	0	ITPR2	primary	NC_137278.1	178460678	179020754	+	Q14571|ITPR2|Homo_sapiens|ITPR2	0.9778	1.0	2701	1	2701	2701	0	0	0	0.0	intact	1.0	0.3148	False	0	ITPR2	1.0	True	1		True	
GCF_054371585.1	Giraffa tippelskirchi	Mammalia	Artiodactyla	Complete Genome	166642423	True	ITPR3	found_annotated	cell	0	ITPR3	primary	NC_137282.1	124460593	124589774	+	Q14573|ITPR3|Homo_sapiens|ITPR3	0.9708	1.0	2671	1	2671	2671	0	0	0	0.0	intact	1.0	0.3828	False	0	ITPR3	1.0	True	1		True	
GCF_054371585.1	Giraffa tippelskirchi	Mammalia	Artiodactyla	Complete Genome	166642423	True	RYR	found_annotated	cell	0	RYR	primary	NC_137276.1	81146352	81994089	-	Q92736|RYR2|Homo_sapiens|RYR2	0.9809	1.0	4967	1	4967	4967	0	0	0	0.0	intact	1.0	1.0	False	0	RYR2	1.0	True	1		True	
GCF_054371585.1	Giraffa tippelskirchi	Mammalia	Artiodactyla	Complete Genome	166642423	True	RYR	found_annotated	cell	1	RYR	primary	NC_137281.1	14296151	14594809	-	A0A6I8Q6P7|ryr1|Xenopus_tropicalis|RYR1	0.7896	1.0	5037	1	5037	5037	0	0	0	0.0	intact	1.0	1.0	False	0	RYR1	1.0	True	1		True	
