symbol	ensembl_gene	status
EPIC1	ENSG00000224271	background
EPIST	ENSG00000249082	background
EPM2A	ENSG00000112425	background
EPM2A-DT	ENSG00000235652	background
EPM2AIP1	ENSG00000178567	background
EPN1	ENSG00000063245	background
EPN2	ENSG00000072134	background
EPN2-AS1	ENSG00000235397	background
EPN3	ENSG00000049283	background
EPO	ENSG00000130427	background
EPOP	ENSG00000273604	background
EPOR	ENSG00000187266	background
EPPIN	ENSG00000101448	background
EPPIN-WFDC6	ENSG00000249139	background
EPPK1	ENSG00000261150	background
EPRS1	ENSG00000136628	wanted
EPS15	ENSG00000085832	background
EPS15-AS1	ENSG00000227070	background
EPS15L1	ENSG00000127527	background
EPS15P1	ENSG00000242948	background
EPS8	ENSG00000151491	background
EPS8L1	ENSG00000131037	background
EPS8L2	ENSG00000177106	background
EPS8L3	ENSG00000198758	background
EPSTI1	ENSG00000133106	background
EPX	ENSG00000121053	background
EPYC	ENSG00000083782	background
EQTN	ENSG00000120160	background
ERAL1	ENSG00000132591	background
ERAP1	ENSG00000164307	background
ERAP2	ENSG00000164308	wanted
ERAS	ENSG00000187682	background
ERBB2	ENSG00000141736	background
ERBB3	ENSG00000065361	background
ERBB4	ENSG00000178568	background
ERBIN	ENSG00000112851	background
ERBIN-DT	ENSG00000269961	background
ERC1	ENSG00000082805	background
ERC1-AS1	ENSG00000249028	background
ERC2	ENSG00000187672	wanted
ERC2-AS1	ENSG00000240777	background
ERC2-IT1	ENSG00000281708	background
ERCC1	ENSG00000012061	wanted
ERCC2	ENSG00000104884	wanted
ERCC3	ENSG00000163161	background
ERCC4	ENSG00000175595	wanted
ERCC5	ENSG00000134899	background
ERCC6	ENSG00000225830	background
ERCC6L	ENSG00000186871	background
ERCC6L2	ENSG00000182150	background
ERCC6L2-AS1	ENSG00000175611	background
ERCC8	ENSG00000049167	background
ERCC8-AS1	ENSG00000233847	background
EREG	ENSG00000124882	background
ERF	ENSG00000105722	background
ERFE	ENSG00000178752	background
ERFL	ENSG00000268041	background
ERG	ENSG00000157554	background
ERG28	ENSG00000133935	wanted
ERGIC1	ENSG00000113719	background
ERGIC2	ENSG00000087502	wanted
ERGIC3	ENSG00000125991	background
ERH	ENSG00000100632	wanted
ERHP1	ENSG00000254270	background
ERHP2	ENSG00000218143	background
ERI1	ENSG00000104626	background
ERI2	ENSG00000196678	background
ERI3	ENSG00000117419	background
ERI3-IT1	ENSG00000233602	background
ERICD	ENSG00000280303	background
ERICH1	ENSG00000104714	wanted
ERICH2	ENSG00000204334	background
ERICH2-DT	ENSG00000234350	background
ERICH3	ENSG00000178965	background
ERICH3-AS1	ENSG00000234497	background
ERICH4	ENSG00000204978	wanted
ERICH5	ENSG00000177459	background
ERICH6	ENSG00000163645	background
ERICH6-AS1	ENSG00000240137	background
ERICH6B	ENSG00000165837	background
ERLEC1	ENSG00000068912	background
ERLEC1P1	ENSG00000240755	background
ERLIN1	ENSG00000107566	background
ERLIN2	ENSG00000147475	background
ERLN	ENSG00000259120	background
ERLNC1	ENSG00000230550	background
ERMAP	ENSG00000164010	background
ERMARD	ENSG00000130023	background
ERMN	ENSG00000136541	background
ERMP1	ENSG00000099219	background
ERN1	ENSG00000178607	background
ERN2	ENSG00000134398	background
ERO1A	ENSG00000197930	background
ERO1B	ENSG00000086619	wanted
ERP27	ENSG00000139055	background
ERP29	ENSG00000089248	background
ERP29P1	ENSG00000233347	background
ERP44	ENSG00000023318	background
ERRFI1	ENSG00000116285	background
ERRFI1-DT	ENSG00000238290	background
ERV3-1	ENSG00000213462	background
ERVE-1	ENSG00000267259	background
ERVE-5	ENSG00000266976	background
ERVFRD-1	ENSG00000244476	background
ERVFRD-3	ENSG00000264801	background
ERVH-1	ENSG00000251292	background
ERVH-3	ENSG00000227706	background
ERVH48-1	ENSG00000233056	background
ERVK-28	ENSG00000267696	background
ERVK13-1	ENSG00000260565	background
ERVK3-1	ENSG00000142396	background
ERVK9-11	ENSG00000269486	background
ERVMER34-1	ENSG00000226887	background
ERVV-1	ENSG00000269526	background
ERVV-2	ENSG00000268964	background
ERVW-1	ENSG00000242950	background
ESAM	ENSG00000149564	wanted
ESAM-AS1	ENSG00000250073	background
ESCO1	ENSG00000141446	background
ESCO2	ENSG00000171320	background
ESD	ENSG00000139684	background
ESDP1	ENSG00000219314	background
ESF1	ENSG00000089048	background
ESM1	ENSG00000164283	background
ESPL1	ENSG00000135476	wanted
ESPN	ENSG00000187017	background
ESPNL	ENSG00000144488	background
ESPNP	ENSG00000268869	background
ESR1	ENSG00000091831	background
ESR2	ENSG00000140009	background
ESRG	ENSG00000265992	background
ESRP1	ENSG00000104413	background
ESRP2	ENSG00000103067	background
ESRRA	ENSG00000173153	background
ESRRAP1	ENSG00000215572	background
ESRRAP2	ENSG00000235438	background
ESRRB	ENSG00000119715	background
ESRRG	ENSG00000196482	background
ESS2	ENSG00000100056	background
ESX1	ENSG00000123576	background
ESYT1	ENSG00000139641	wanted
ESYT2	ENSG00000117868	background
ESYT3	ENSG00000158220	background
ETAA1	ENSG00000143971	background
ETDA	ENSG00000238210	background
ETDB	ENSG00000224107	background
ETDC	ENSG00000283644	background
ETF1	ENSG00000120705	background
ETF1P1	ENSG00000232757	background
ETF1P2	ENSG00000240132	background
ETF1P3	ENSG00000233833	background
ETFA	ENSG00000140374	background
ETFB	ENSG00000105379	background
ETFBKMT	ENSG00000139160	wanted
ETFDH	ENSG00000171503	background
ETFRF1	ENSG00000205707	wanted
ETFRF1P1	ENSG00000228194	background
ETHE1	ENSG00000105755	background
ETNK1	ENSG00000139163	wanted
ETNK1-DT	ENSG00000257023	background
ETNK2	ENSG00000143845	wanted
ETNPPL	ENSG00000164089	background
ETS1	ENSG00000134954	background
ETS1-AS1	ENSG00000254588	background
ETS2	ENSG00000157557	background
ETS2-AS1	ENSG00000205622	background
ETS2P1	ENSG00000237833	background
ETV1	ENSG00000006468	background
ETV2	ENSG00000105672	background
ETV3	ENSG00000117036	background
ETV3L	ENSG00000253831	background
ETV4	ENSG00000175832	background
ETV5	ENSG00000244405	background
ETV5-AS1	ENSG00000234197	background
ETV6	ENSG00000139083	background
ETV7	ENSG00000010030	wanted
ETV7-AS1	ENSG00000224666	background
EVA1A	ENSG00000115363	background
EVA1A-AS	ENSG00000231172	background
EVA1B	ENSG00000142694	background
EVA1C	ENSG00000166979	wanted
EVA1CP1	ENSG00000249563	background
EVA1CP2	ENSG00000271977	background
EVA1CP3	ENSG00000243531	background
EVA1CP4	ENSG00000255147	background
EVA1CP5	ENSG00000244699	background
EVA1CP6	ENSG00000251610	background
EVC	ENSG00000072840	background
EVC2	ENSG00000173040	background
EVI2A	ENSG00000126860	background
EVI2B	ENSG00000185862	background
EVI5	ENSG00000067208	background
EVI5L	ENSG00000142459	background
EVL	ENSG00000196405	background
EVL-AS1	ENSG00000258560	background
EVPL	ENSG00000167880	background
EVPLL	ENSG00000214860	background
EVX1	ENSG00000106038	background
EVX1-AS	ENSG00000253405	background
EVX2	ENSG00000174279	background
EWSAT1	ENSG00000212766	background
EWSR1	ENSG00000182944	background
EWSR1P1	ENSG00000215835	background
EWSR1P2	ENSG00000257307	background
EXD1	ENSG00000178997	wanted
EXD2	ENSG00000081177	wanted
EXD3	ENSG00000187609	background
EXO1	ENSG00000174371	wanted
EXO5	ENSG00000164002	wanted
EXO5-DT	ENSG00000238287	background
EXOC1	ENSG00000090989	background
EXOC1-AS1	ENSG00000287382	background
EXOC1L	ENSG00000250821	background
EXOC2	ENSG00000112685	wanted
EXOC3	ENSG00000180104	wanted
EXOC3-AS1	ENSG00000221990	background
EXOC3L1	ENSG00000179044	background
EXOC3L2	ENSG00000283632	wanted
EXOC3L4	ENSG00000205436	background
EXOC4	ENSG00000131558	background
EXOC5	ENSG00000070367	wanted
EXOC5P1	ENSG00000180673	background
EXOC6	ENSG00000138190	wanted
EXOC6B	ENSG00000144036	background
EXOC7	ENSG00000182473	wanted
EXOC7P1	ENSG00000250485	background
EXOC8	ENSG00000116903	wanted
EXOG	ENSG00000157036	background
EXOGP1	ENSG00000263748	background
EXOSC1	ENSG00000171311	background
EXOSC10	ENSG00000171824	background
EXOSC10-AS1	ENSG00000230337	background
EXOSC2	ENSG00000130713	background
EXOSC3	ENSG00000107371	background
EXOSC3P1	ENSG00000229007	background
EXOSC3P2	ENSG00000269763	background
EXOSC4	ENSG00000178896	background
EXOSC5	ENSG00000077348	wanted
EXOSC6	ENSG00000223496	wanted
EXOSC7	ENSG00000075914	background
EXOSC8	ENSG00000120699	wanted
EXOSC8P1	ENSG00000218107	background
EXOSC9	ENSG00000123737	background
EXPH5	ENSG00000110723	background
EXT1	ENSG00000182197	background
EXT2	ENSG00000151348	background
EXTL1	ENSG00000158008	background
EXTL2	ENSG00000162694	background
EXTL2P1	ENSG00000223976	background
EXTL3	ENSG00000012232	background
EXTL3-AS1	ENSG00000246339	background
EYA1	ENSG00000104313	background
EYA2	ENSG00000064655	background
EYA2-AS1	ENSG00000236028	background
EYA3	ENSG00000158161	background
EYA4	ENSG00000112319	background
EYA4-AS2	ENSG00000234567	background
EYS	ENSG00000188107	background
EZH1	ENSG00000108799	background
EZH2	ENSG00000106462	background
EZH2P1	ENSG00000231300	background
EZHIP	ENSG00000187690	background
EZR	ENSG00000092820	background
EZR-AS1	ENSG00000233893	background
EZRP1	ENSG00000243635	background
F10	ENSG00000126218	background
F10-AS1	ENSG00000231882	background
F10-AS2	ENSG00000283828	background
F11	ENSG00000088926	background
F11-AS1	ENSG00000251165	background
F11R	ENSG00000158769	background
F12	ENSG00000131187	background
F13A1	ENSG00000124491	background
F13B	ENSG00000143278	background
F2	ENSG00000180210	background
F2R	ENSG00000181104	background
F2RL1	ENSG00000164251	background
F2RL2	ENSG00000164220	background
F2RL3	ENSG00000127533	background
F3	ENSG00000117525	background
F5	ENSG00000198734	background
F7	ENSG00000057593	background
F8	ENSG00000185010	background
F8A1	ENSG00000288722	background
F8A2	ENSG00000288709	background
F8A3	ENSG00000277150	background
F9	ENSG00000101981	background
FA2H	ENSG00000103089	background
FAAH	ENSG00000117480	background
FAAH2	ENSG00000165591	background
FAAHP1	ENSG00000232022	background
FAAP100	ENSG00000185504	background
FAAP20	ENSG00000162585	background
FAAP24	ENSG00000131944	background
FABP1	ENSG00000163586	background
FABP12	ENSG00000197416	background
FABP12P1	ENSG00000216265	background
FABP2	ENSG00000145384	background
FABP3	ENSG00000121769	background
FABP3P2	ENSG00000233259	background
FABP4	ENSG00000170323	background
FABP5	ENSG00000164687	background
FABP5P1	ENSG00000236972	background
FABP5P10	ENSG00000213201	background
FABP5P11	ENSG00000240122	background
FABP5P12	ENSG00000249367	background
FABP5P13	ENSG00000234958	background
FABP5P14	ENSG00000234588	background
FABP5P15	ENSG00000237106	background
FABP5P2	ENSG00000236044	background
FABP5P3	ENSG00000293165	background
FABP5P4	ENSG00000229287	background
FABP5P5	ENSG00000213716	background
FABP5P6	ENSG00000249919	background
FABP5P7	ENSG00000234964	background
FABP5P8	ENSG00000259308	background
FABP5P9	ENSG00000259630	background
FABP6	ENSG00000170231	background
FABP6-AS1	ENSG00000247699	background
FABP7	ENSG00000164434	background
FABP7P1	ENSG00000226766	background
FABP7P2	ENSG00000235129	background
FABP9	ENSG00000205186	background
FADD	ENSG00000168040	background
FADS1	ENSG00000149485	background
FADS2	ENSG00000134824	background
FADS2B	ENSG00000274150	background
FADS3	ENSG00000221968	background
FADS6	ENSG00000172782	wanted
FAF1	ENSG00000185104	background
FAF1-AS1	ENSG00000225767	background
FAF2	ENSG00000113194	background
FAF2P1	ENSG00000228759	background
FAH	ENSG00000103876	background
FAHD1	ENSG00000180185	background
FAHD2A	ENSG00000115042	background
FAHD2B	ENSG00000144199	background
FAHD2CP	ENSG00000231584	background
FAHD2P1	ENSG00000257302	background
FAIM	ENSG00000158234	background
FAIM2	ENSG00000135472	wanted
FALEC	ENSG00000228126	background
FAM106A	ENSG00000273018	background
FAM106B	ENSG00000287751	background
FAM106C	ENSG00000288235	background
FAM107A	ENSG00000168309	background
FAM107B	ENSG00000065809	wanted
FAM110A	ENSG00000125898	background
FAM110B	ENSG00000169122	background
FAM110C	ENSG00000184731	wanted
FAM110D	ENSG00000197245	background
FAM111A	ENSG00000166801	background
FAM111A-DT	ENSG00000245571	background
FAM111B	ENSG00000189057	background
FAM114A1	ENSG00000197712	background
FAM114A2	ENSG00000055147	background
FAM117A	ENSG00000121104	background
FAM117B	ENSG00000138439	background
FAM118A	ENSG00000100376	background
FAM118B	ENSG00000197798	background
FAM120A	ENSG00000048828	background
FAM120A2P	ENSG00000204352	background
FAM120AOS	ENSG00000188938	background
FAM120B	ENSG00000112584	background
FAM120C	ENSG00000184083	background
FAM124A	ENSG00000150510	background
FAM124B	ENSG00000124019	wanted
FAM131A	ENSG00000175182	background
FAM131B	ENSG00000159784	background
FAM131B-AS1	ENSG00000272619	background
FAM131B-AS2	ENSG00000232533	background
FAM131C	ENSG00000185519	wanted
FAM131C2P	ENSG00000232456	background
FAM133A	ENSG00000179083	background
FAM133B	ENSG00000234545	background
FAM133CP	ENSG00000183055	background
FAM133DP	ENSG00000230562	background
FAM133EP	ENSG00000270528	background
FAM133FP	ENSG00000225934	background
FAM133GP	ENSG00000256079	background
FAM133HP	ENSG00000250461	background
FAM135A	ENSG00000082269	wanted
FAM135A-AS1	ENSG00000224349	background
FAM135B	ENSG00000147724	background
FAM136A	ENSG00000035141	background
FAM136BP	ENSG00000232654	background
FAM136CP	ENSG00000232830	background
FAM136DP	ENSG00000270587	background
FAM136EP	ENSG00000230634	background
FAM136FP	ENSG00000217178	background
FAM136GP	ENSG00000227873	background
FAM138A	ENSG00000237613	background
FAM138B	ENSG00000226516	background
FAM138C	ENSG00000218839	background
FAM138D	ENSG00000249054	background
FAM138E	ENSG00000248893	background
FAM138F	ENSG00000282591	background
FAM13A	ENSG00000138640	background
FAM13A-AS1	ENSG00000248019	background
FAM13B	ENSG00000031003	background
FAM13B-AS1	ENSG00000246323	background
FAM13C	ENSG00000148541	wanted
FAM149A	ENSG00000109794	background
FAM149B1	ENSG00000138286	wanted
FAM149B1P1	ENSG00000214424	background
FAM151A	ENSG00000162391	background
FAM151AP1	ENSG00000234805	background
FAM151B	ENSG00000152380	background
FAM151B-DT	ENSG00000249042	background
FAM153A	ENSG00000170074	background
FAM153CP	ENSG00000204677	background
FAM153DP	ENSG00000259966	background
FAM156A	ENSG00000268350	background
FAM156B	ENSG00000179304	background
FAM157A	ENSG00000236438	background
FAM157B	ENSG00000233013	background
FAM157C	ENSG00000260528	background
FAM157D	ENSG00000282572	background
FAM161A	ENSG00000170264	background
FAM161B	ENSG00000156050	wanted
FAM162A	ENSG00000114023	background
FAM162B	ENSG00000183807	background
FAM163A	ENSG00000143340	background
FAM163B	ENSG00000196990	background
FAM167A	ENSG00000154319	background
FAM167A-AS1	ENSG00000184608	background
FAM167B	ENSG00000183615	background
FAM168A	ENSG00000054965	background
FAM168A-AS1	ENSG00000256448	background
FAM168B	ENSG00000152102	background
FAM169A	ENSG00000198780	background
FAM169A-AS1	ENSG00000271714	background
FAM169BP	ENSG00000293555	background
FAM170A	ENSG00000164334	background
FAM170B	ENSG00000172538	wanted
FAM170B-AS1	ENSG00000234736	background
FAM171A1	ENSG00000148468	wanted
FAM171A1-AS1	ENSG00000232739	background
FAM171A2	ENSG00000161682	background
FAM171B	ENSG00000144369	background
FAM171B-AS1	ENSG00000227227	background
FAM174A	ENSG00000174132	background
FAM174A-DT	ENSG00000247877	background
FAM174B	ENSG00000185442	background
FAM174C	ENSG00000310576	background
FAM177A1	ENSG00000151327	background
FAM177A1P1	ENSG00000214886	background
FAM177B	ENSG00000197520	background
FAM178B	ENSG00000168754	background
FAM180A	ENSG00000189320	wanted
FAM180B	ENSG00000196666	background
FAM181A	ENSG00000140067	background
FAM181A-AS1	ENSG00000258584	background
FAM181B	ENSG00000182103	wanted
FAM182A	ENSG00000125804	background
FAM182B	ENSG00000175170	background
FAM184A	ENSG00000111879	wanted
FAM184B	ENSG00000047662	background
FAM185A	ENSG00000222011	wanted
FAM185BP	ENSG00000214439	background
FAM186A	ENSG00000185958	background
FAM186B	ENSG00000135436	background
FAM187A	ENSG00000214447	background
FAM187B	ENSG00000177558	background
FAM187B2P	ENSG00000262497	background
FAM192BP	ENSG00000231841	background
FAM193A	ENSG00000125386	background
FAM193B	ENSG00000146067	background
FAM193B-DT	ENSG00000272459	background
FAM197Y1	ENSG00000224336	background
FAM197Y2	ENSG00000234803	background
FAM197Y3	ENSG00000290607	background
FAM197Y4	ENSG00000290373	background
FAM197Y5	ENSG00000290330	background
FAM197Y6	ENSG00000237802	background
FAM197Y7	ENSG00000228383	background
FAM197Y8	ENSG00000225560	background
FAM197Y9	ENSG00000290448	background
FAM199X	ENSG00000123575	background
FAM200A	ENSG00000221909	background
FAM200B	ENSG00000237765	background
FAM200C	ENSG00000221886	background
FAM201A	ENSG00000204860	background
FAM201B	ENSG00000230992	background
FAM204A	ENSG00000165669	background
FAM204BP	ENSG00000233040	background
FAM204CP	ENSG00000230902	background
FAM204DP	ENSG00000258552	background
FAM207BP	ENSG00000228797	background
FAM207CP	ENSG00000232797	background
FAM209A	ENSG00000124103	background
FAM209B	ENSG00000213714	background
FAM20A	ENSG00000108950	background
FAM20B	ENSG00000116199	background
FAM20BP1	ENSG00000244039	background
FAM20C	ENSG00000177706	background
FAM210A	ENSG00000177150	background
FAM210B	ENSG00000124098	background
FAM210CP	ENSG00000213770	background
FAM215A	ENSG00000267496	background
FAM215B	ENSG00000232300	background
FAM216A	ENSG00000204856	background
FAM216B	ENSG00000179813	background
FAM217A	ENSG00000145975	background
FAM217B	ENSG00000196227	wanted
FAM218A	ENSG00000250486	background
FAM218BP	ENSG00000221891	background
FAM219A	ENSG00000164970	background
FAM219B	ENSG00000178761	background
FAM21EP	ENSG00000290956	background
FAM21FP	ENSG00000237840	background
FAM220A	ENSG00000178397	background
FAM220BP	ENSG00000176007	background
FAM220CP	ENSG00000213612	background
FAM221A	ENSG00000188732	background
FAM221B	ENSG00000204930	background
FAM222A	ENSG00000139438	background
FAM222A-AS1	ENSG00000255650	background
FAM222B	ENSG00000173065	background
FAM223A	ENSG00000279245	background
FAM223B	ENSG00000272681	background
FAM224A	ENSG00000233522	background
FAM224B	ENSG00000230663	background
FAM225A	ENSG00000231528	background
FAM225B	ENSG00000225684	background
FAM226B	ENSG00000269911	background
FAM227A	ENSG00000184949	background
FAM227B	ENSG00000166262	background
FAM228A	ENSG00000186453	background
FAM228B	ENSG00000219626	background
FAM229A	ENSG00000225828	background
FAM229B	ENSG00000203778	background
FAM230A	ENSG00000277870	background
FAM230B	ENSG00000215498	background
FAM230C	ENSG00000279516	background
FAM230D	ENSG00000187979	background
FAM230E	ENSG00000182824	background
FAM230F	ENSG00000276095	background
FAM230G	ENSG00000188280	background
FAM230H	ENSG00000206142	background
FAM230I	ENSG00000178248	background
FAM230J	ENSG00000274044	background
FAM234A	ENSG00000167930	background
FAM234B	ENSG00000084444	background
FAM236A	ENSG00000275520	background
FAM236B	ENSG00000268994	background
FAM236C	ENSG00000283594	background
FAM236D	ENSG00000225396	background
FAM237A	ENSG00000235118	background
FAM237B	ENSG00000283267	background
FAM238A	ENSG00000290444	background
FAM238B	ENSG00000231976	background
FAM238C	ENSG00000290706	background
FAM240A	ENSG00000283473	background
FAM240B	ENSG00000283329	background
FAM240C	ENSG00000216921	background
FAM241A	ENSG00000174749	background
FAM241B	ENSG00000171224	background
FAM242A	ENSG00000231934	background
FAM242B	ENSG00000287889	background
FAM242C	ENSG00000250432	background
FAM242D	ENSG00000231248	background
FAM242E	ENSG00000229697	background
