accession	organism	vclass	vorder	assembly_level	contig_n50	contig_spans_gene	cell	n_loci	n_copies	n_intact_copies	n_contigs	same_contig_copies	max_coverage	annot_named	copy_contigs
GCA_058707665.1	Platax teira	Actinopteri	Ephippiformes	Complete Genome	30140486	1	ITPR2	1	1	1	1	0	1.0	0	CM178915.1
GCA_058707665.1	Platax teira	Actinopteri	Ephippiformes	Complete Genome	30140486	1	ITPR3	1	1	1	1	0	1.0	0	CM178919.1
GCA_058707665.1	Platax teira	Actinopteri	Ephippiformes	Complete Genome	30140486	1	RYR	6	6	6	6	0	1.0	0	CM178916.1;CM178923.1;CM178924.1;CM178926.1;CM178928.1;CM178931.1
GCA_900312595.1	Guentherus altivela	Actinopteri	Ateleopodiformes	Scaffold	2928	0	ITPR1	2	0	0	0	0	0.1739	0	
GCA_900312595.1	Guentherus altivela	Actinopteri	Ateleopodiformes	Scaffold	2928	0	ITPR2	0	0	0	0	0	0.0	0	
GCA_900312595.1	Guentherus altivela	Actinopteri	Ateleopodiformes	Scaffold	2928	0	ITPR3	1	0	0	0	0	0.109	0	
GCA_900312595.1	Guentherus altivela	Actinopteri	Ateleopodiformes	Scaffold	2928	0	RYR	4	0	0	0	0	0.1716	0	
GCA_951230385.1	Staurois parvus	Amphibia	Anura	Scaffold	611229	1	ITPR1	1	1	0	1	0	0.9606	0	CATNWA010014760.1
GCA_951230385.1	Staurois parvus	Amphibia	Anura	Scaffold	611229	1	ITPR2	2	1	1	1	0	0.5072	0	CATNWA010014941.1
GCA_951230385.1	Staurois parvus	Amphibia	Anura	Scaffold	611229	1	ITPR3	2	1	1	1	0	0.6955	1	CATNWA010014490.1
GCA_951230385.1	Staurois parvus	Amphibia	Anura	Scaffold	611229	1	RYR	1	1	1	1	0	1.0	0	CATNWA010007479.1
GCA_965364685.1	Capros aper	Actinopteri	Caproiformes	Chromosome	12853060	1	ITPR1	2	2	2	1	1	1.0	0	OZ263291.1
GCA_965364685.1	Capros aper	Actinopteri	Caproiformes	Chromosome	12853060	1	ITPR2	1	1	1	1	0	1.0	0	OZ263289.1
GCA_965364685.1	Capros aper	Actinopteri	Caproiformes	Chromosome	12853060	1	ITPR3	1	1	1	1	0	0.9895	0	CBDTYR010000080.1
GCA_965364685.1	Capros aper	Actinopteri	Caproiformes	Chromosome	12853060	1	RYR	6	6	6	6	0	1.0	0	OZ263286.1;OZ263287.1;OZ263288.1;OZ263289.1;OZ263290.1;OZ263302.1
GCA_980438365.1	Acanthurus tractus	Actinopteri	Acanthuriformes	Chromosome	31041855	1	ITPR1	2	2	2	1	1	1.0	0	OZ413072.1
GCA_980438365.1	Acanthurus tractus	Actinopteri	Acanthuriformes	Chromosome	31041855	1	ITPR2	1	1	1	1	0	1.0	0	OZ413084.1
GCA_980438365.1	Acanthurus tractus	Actinopteri	Acanthuriformes	Chromosome	31041855	1	ITPR3	1	1	1	1	0	1.0	0	OZ413082.1
GCA_980438365.1	Acanthurus tractus	Actinopteri	Acanthuriformes	Chromosome	31041855	1	RYR	6	6	6	6	0	1.0	0	OZ413076.1;OZ413077.1;OZ413078.1;OZ413079.1;OZ413081.1;OZ413085.1
GCA_984656905.1	Parequula melbournensis	Actinopteri	Gerreiformes	Chromosome	5643520	1	ITPR1	2	2	2	1	1	1.0	0	OZ479485.1
GCA_984656905.1	Parequula melbournensis	Actinopteri	Gerreiformes	Chromosome	5643520	1	ITPR2	1	1	1	1	0	1.0	0	OZ479483.1
GCA_984656905.1	Parequula melbournensis	Actinopteri	Gerreiformes	Chromosome	5643520	1	ITPR3	1	1	1	1	0	1.0	0	OZ479491.1
GCA_984656905.1	Parequula melbournensis	Actinopteri	Gerreiformes	Chromosome	5643520	1	RYR	6	6	6	6	0	1.0	0	OZ479481.1;OZ479489.1;OZ479492.1;OZ479495.1;OZ479500.1;OZ479502.1
GCA_987193245.1	Pontoporia blainvillei	Mammalia	Artiodactyla	Chromosome	20985247	1	ITPR1	1	1	1	1	0	1.0	0	OZ497764.1
GCA_987193245.1	Pontoporia blainvillei	Mammalia	Artiodactyla	Chromosome	20985247	1	ITPR2	1	1	1	1	0	1.0	0	OZ497766.1
GCA_987193245.1	Pontoporia blainvillei	Mammalia	Artiodactyla	Chromosome	20985247	1	ITPR3	1	1	1	1	0	1.0	0	OZ497764.1
GCA_987193245.1	Pontoporia blainvillei	Mammalia	Artiodactyla	Chromosome	20985247	1	RYR	3	3	3	3	0	1.0	0	OZ497758.1;OZ497768.1;OZ497775.1
GCF_000001405.40	Homo sapiens	Mammalia	Primates	Chromosome	57879411	1	ITPR1	1	1	1	1	0	1.0	1	NC_000003.12
GCF_000001405.40	Homo sapiens	Mammalia	Primates	Chromosome	57879411	1	ITPR2	1	1	1	1	0	1.0	1	NC_000012.12
GCF_000001405.40	Homo sapiens	Mammalia	Primates	Chromosome	57879411	1	ITPR3	1	1	1	1	0	1.0	1	NC_000006.12
GCF_000001405.40	Homo sapiens	Mammalia	Primates	Chromosome	57879411	1	RYR	3	3	3	3	0	1.0	3	NC_000001.11;NC_000015.10;NC_000019.10
GCF_000001635.27	Mus musculus	Mammalia	Rodentia	Chromosome	59462871	1	ITPR1	1	1	1	1	0	1.0	1	NC_000072.7
GCF_000001635.27	Mus musculus	Mammalia	Rodentia	Chromosome	59462871	1	ITPR2	1	1	1	1	0	1.0	1	NC_000072.7
GCF_000001635.27	Mus musculus	Mammalia	Rodentia	Chromosome	59462871	1	ITPR3	1	1	1	1	0	1.0	1	NC_000083.7
GCF_000001635.27	Mus musculus	Mammalia	Rodentia	Chromosome	59462871	1	RYR	3	3	3	3	0	1.0	3	NC_000068.8;NC_000073.7;NC_000079.7
GCF_000004195.4	Xenopus tropicalis	Amphibia	Anura	Chromosome	14634335	1	ITPR1	1	1	1	1	0	1.0	1	NC_030680.2
GCF_000004195.4	Xenopus tropicalis	Amphibia	Anura	Chromosome	14634335	1	ITPR2	1	1	1	1	0	1.0	1	NC_030679.2
GCF_000004195.4	Xenopus tropicalis	Amphibia	Anura	Chromosome	14634335	1	ITPR3	1	1	1	1	0	1.0	1	NC_030678.2
GCF_000004195.4	Xenopus tropicalis	Amphibia	Anura	Chromosome	14634335	1	RYR	2	2	2	1	1	1.0	2	NC_030684.2
GCF_000243295.1	Trichechus manatus latirostris	Mammalia	Sirenia	Scaffold	37750	0	ITPR1	1	1	1	1	0	1.0	1	NW_004443937.1
GCF_000243295.1	Trichechus manatus latirostris	Mammalia	Sirenia	Scaffold	37750	0	ITPR2	1	1	1	1	0	1.0	1	NW_004444048.1
GCF_000243295.1	Trichechus manatus latirostris	Mammalia	Sirenia	Scaffold	37750	0	ITPR3	1	1	1	1	0	1.0	1	NW_004444197.1
GCF_000243295.1	Trichechus manatus latirostris	Mammalia	Sirenia	Scaffold	37750	0	RYR	3	3	3	3	0	1.0	3	NW_004443957.1;NW_004444012.1;NW_004444143.1
GCF_000298275.1	Orycteropus afer afer	Mammalia	Tubulidentata	Scaffold	17683	0	ITPR1	1	1	1	1	0	1.0	1	NW_006922016.1
GCF_000298275.1	Orycteropus afer afer	Mammalia	Tubulidentata	Scaffold	17683	0	ITPR2	1	1	1	1	0	1.0	1	NW_006921841.1
GCF_000298275.1	Orycteropus afer afer	Mammalia	Tubulidentata	Scaffold	17683	0	ITPR3	1	1	1	1	0	1.0	1	NW_006921646.1
GCF_000298275.1	Orycteropus afer afer	Mammalia	Tubulidentata	Scaffold	17683	0	RYR	3	3	3	3	0	1.0	3	NW_006921655.1;NW_006921683.1;NW_006922094.1
GCF_000299155.1	Elephantulus edwardii	Mammalia	Macroscelidea	Scaffold	24219	0	ITPR1	1	1	1	1	0	1.0	1	NW_006399950.1
GCF_000299155.1	Elephantulus edwardii	Mammalia	Macroscelidea	Scaffold	24219	0	ITPR2	1	1	1	1	0	1.0	1	NW_006399907.1
GCF_000299155.1	Elephantulus edwardii	Mammalia	Macroscelidea	Scaffold	24219	0	ITPR3	1	1	1	1	0	1.0	1	NW_006399767.1
GCF_000299155.1	Elephantulus edwardii	Mammalia	Macroscelidea	Scaffold	24219	0	RYR	3	3	3	3	0	1.0	3	NW_006399776.1;NW_006399916.1;NW_006400016.1
GCF_000334495.1	Tupaia belangeri chinensis	Mammalia	Scandentia	Scaffold	25938	0	ITPR1	1	1	1	1	0	1.0	1	NW_006159551.1
GCF_000334495.1	Tupaia belangeri chinensis	Mammalia	Scandentia	Scaffold	25938	0	ITPR2	1	1	1	1	0	0.9885	1	NW_006159458.1
GCF_000334495.1	Tupaia belangeri chinensis	Mammalia	Scandentia	Scaffold	25938	0	ITPR3	1	1	1	1	0	1.0	1	NW_006159580.1
GCF_000334495.1	Tupaia belangeri chinensis	Mammalia	Scandentia	Scaffold	25938	0	RYR	2	2	2	2	0	1.0	2	NW_006159632.1;NW_006198801.1
GCF_000687185.1	Egretta garzetta	Aves	Pelecaniformes	Scaffold	29019	0	ITPR1	1	1	1	1	0	1.0	1	NW_009260758.1
GCF_000687185.1	Egretta garzetta	Aves	Pelecaniformes	Scaffold	29019	0	ITPR2	1	1	1	1	0	0.9885	1	NW_009258671.1
GCF_000687185.1	Egretta garzetta	Aves	Pelecaniformes	Scaffold	29019	0	ITPR3	1	1	1	1	0	1.0	1	NW_009259598.1
GCF_000687185.1	Egretta garzetta	Aves	Pelecaniformes	Scaffold	29019	0	RYR	2	2	2	2	0	1.0	2	NW_009258894.1;NW_009260144.1
GCF_000687285.1	Phaethon lepturus	Aves	Phaethontiformes	Scaffold	22941	0	ITPR1	2	1	1	1	0	0.6222	2	NW_010532953.1
GCF_000687285.1	Phaethon lepturus	Aves	Phaethontiformes	Scaffold	22941	0	ITPR2	1	0	0	0	0	0.457	1	
GCF_000687285.1	Phaethon lepturus	Aves	Phaethontiformes	Scaffold	22941	0	ITPR3	1	1	1	1	0	0.9801	1	NW_010520325.1
GCF_000687285.1	Phaethon lepturus	Aves	Phaethontiformes	Scaffold	22941	0	RYR	1	1	1	1	0	0.8941	1	NW_010548315.1
GCF_000690535.1	Cariama cristata	Aves	Cariamiformes	Scaffold	24645	0	ITPR1	1	1	1	1	0	1.0	1	NW_009609979.1
GCF_000690535.1	Cariama cristata	Aves	Cariamiformes	Scaffold	24645	0	ITPR2	0	0	0	0	0	0.0	0	
GCF_000690535.1	Cariama cristata	Aves	Cariamiformes	Scaffold	24645	0	ITPR3	1	1	1	1	0	0.9801	1	NW_009636647.1
GCF_000690535.1	Cariama cristata	Aves	Cariamiformes	Scaffold	24645	0	RYR	3	1	1	1	0	0.677	3	NW_009602005.1
GCF_000690775.1	Eurypyga helias	Aves	Eurypygiformes	Scaffold	24402	0	ITPR1	1	1	1	1	0	1.0	1	NW_010274431.1
GCF_000690775.1	Eurypyga helias	Aves	Eurypygiformes	Scaffold	24402	0	ITPR2	0	0	0	0	0	0.0	0	
GCF_000690775.1	Eurypyga helias	Aves	Eurypygiformes	Scaffold	24402	0	ITPR3	1	1	1	1	0	0.9906	1	NW_010235314.1
GCF_000690775.1	Eurypyga helias	Aves	Eurypygiformes	Scaffold	24402	0	RYR	5	0	0	0	0	0.4581	5	
GCF_000690835.1	Fulmarus glacialis	Aves	Procellariiformes	Scaffold	25926	0	ITPR1	2	1	1	1	0	0.5934	2	NW_009188403.1
GCF_000690835.1	Fulmarus glacialis	Aves	Procellariiformes	Scaffold	25926	0	ITPR2	1	0	0	0	0	0.3381	1	
GCF_000690835.1	Fulmarus glacialis	Aves	Procellariiformes	Scaffold	25926	0	ITPR3	1	1	1	1	0	0.8574	1	NW_009211209.1
GCF_000690835.1	Fulmarus glacialis	Aves	Procellariiformes	Scaffold	25926	0	RYR	3	0	0	0	0	0.4883	3	
GCF_000691845.1	Merops nubicus	Aves	Coraciiformes	Scaffold	24675	0	ITPR1	3	0	0	0	0	0.3293	3	
GCF_000691845.1	Merops nubicus	Aves	Coraciiformes	Scaffold	24675	0	ITPR2	2	0	0	0	0	0.4552	2	
GCF_000691845.1	Merops nubicus	Aves	Coraciiformes	Scaffold	24675	0	ITPR3	2	1	1	1	0	0.5083	2	NW_008583346.1
GCF_000691845.1	Merops nubicus	Aves	Coraciiformes	Scaffold	24675	0	RYR	2	2	2	2	0	0.7256	2	NW_008594366.1;NW_008624931.1
GCF_000691975.1	Corvus brachyrhynchos	Aves	Passeriformes	Scaffold	29093	0	ITPR1	1	1	1	1	0	1.0	1	NW_008238347.1
GCF_000691975.1	Corvus brachyrhynchos	Aves	Passeriformes	Scaffold	29093	0	ITPR2	1	1	1	1	0	0.9885	1	NW_008246056.1
GCF_000691975.1	Corvus brachyrhynchos	Aves	Passeriformes	Scaffold	29093	0	ITPR3	1	1	1	1	0	1.0	1	NW_008236763.1
GCF_000691975.1	Corvus brachyrhynchos	Aves	Passeriformes	Scaffold	29093	0	RYR	2	2	2	2	0	1.0	2	NW_008236217.1;NW_008239553.1
GCF_000695765.1	Mesitornis unicolor	Aves	Mesitornithiformes	Scaffold	22740	0	ITPR1	1	1	1	1	0	1.0	1	NW_010184902.1
GCF_000695765.1	Mesitornis unicolor	Aves	Mesitornithiformes	Scaffold	22740	0	ITPR2	1	1	1	1	0	0.6148	1	NW_010162161.1
GCF_000695765.1	Mesitornis unicolor	Aves	Mesitornithiformes	Scaffold	22740	0	ITPR3	1	1	1	1	0	0.9576	1	NW_010171226.1
GCF_000695765.1	Mesitornis unicolor	Aves	Mesitornithiformes	Scaffold	22740	0	RYR	6	0	0	0	0	0.4636	4	
GCF_000695815.1	Acanthisitta chloris	Aves	Passeriformes	Scaffold	20602	0	ITPR1	1	1	1	1	0	0.9946	1	NW_008667845.1
GCF_000695815.1	Acanthisitta chloris	Aves	Passeriformes	Scaffold	20602	0	ITPR2	1	1	1	1	0	0.6148	1	NW_008681905.1
GCF_000695815.1	Acanthisitta chloris	Aves	Passeriformes	Scaffold	20602	0	ITPR3	1	1	1	1	0	0.7918	1	NW_008652443.1
GCF_000695815.1	Acanthisitta chloris	Aves	Passeriformes	Scaffold	20602	0	RYR	1	1	1	1	0	0.9455	1	NW_008649756.1
GCF_000696875.1	Nestor notabilis	Aves	Psittaciformes	Scaffold	26546	0	ITPR1	1	1	1	1	0	0.9971	1	NW_009932375.1
GCF_000696875.1	Nestor notabilis	Aves	Psittaciformes	Scaffold	26546	0	ITPR2	1	1	1	1	0	0.6237	1	NW_009917756.1
GCF_000696875.1	Nestor notabilis	Aves	Psittaciformes	Scaffold	26546	0	ITPR3	1	1	1	1	0	0.9887	1	NW_009909990.1
GCF_000696875.1	Nestor notabilis	Aves	Psittaciformes	Scaffold	26546	0	RYR	5	1	1	1	0	0.5058	5	NW_009936419.1
GCF_000698965.1	Struthio camelus australis	Aves	Struthioniformes	Scaffold	34997	0	ITPR1	1	1	1	1	0	0.7236	1	NW_009276910.1
GCF_000698965.1	Struthio camelus australis	Aves	Struthioniformes	Scaffold	34997	0	ITPR2	1	1	1	1	0	0.9885	1	NW_009270423.1
GCF_000698965.1	Struthio camelus australis	Aves	Struthioniformes	Scaffold	34997	0	ITPR3	1	1	1	1	0	1.0	1	NW_009270925.1
GCF_000698965.1	Struthio camelus australis	Aves	Struthioniformes	Scaffold	34997	0	RYR	2	2	2	2	0	0.9974	2	NW_009270414.1;NW_009270711.1
GCF_000699105.1	Pygoscelis adeliae	Aves	Sphenisciformes	Scaffold	22195	0	ITPR1	1	1	1	1	0	1.0	1	NW_008825411.1
GCF_000699105.1	Pygoscelis adeliae	Aves	Sphenisciformes	Scaffold	22195	0	ITPR2	1	1	1	1	0	0.9885	1	NW_008825614.1
GCF_000699105.1	Pygoscelis adeliae	Aves	Sphenisciformes	Scaffold	22195	0	ITPR3	1	1	1	1	0	0.991	1	NW_008825105.1
GCF_000699105.1	Pygoscelis adeliae	Aves	Sphenisciformes	Scaffold	22195	0	RYR	2	2	2	2	0	1.0	2	NW_008824446.1;NW_008825216.1
GCF_000699145.1	Aptenodytes forsteri	Aves	Sphenisciformes	Scaffold	31730	0	ITPR1	1	1	1	1	0	1.0	1	NW_008794173.1
GCF_000699145.1	Aptenodytes forsteri	Aves	Sphenisciformes	Scaffold	31730	0	ITPR2	1	1	1	1	0	0.9885	1	NW_008795252.1
GCF_000699145.1	Aptenodytes forsteri	Aves	Sphenisciformes	Scaffold	31730	0	ITPR3	1	1	1	1	0	0.991	1	NW_008794598.1
GCF_000699145.1	Aptenodytes forsteri	Aves	Sphenisciformes	Scaffold	31730	0	RYR	2	2	2	2	0	1.0	2	NW_008794117.1;NW_008795853.1
GCF_000699245.1	Pterocles gutturalis	Aves	Pterocliformes	Scaffold	26448	0	ITPR1	1	1	1	1	0	0.9705	1	NW_010106411.1
GCF_000699245.1	Pterocles gutturalis	Aves	Pterocliformes	Scaffold	26448	0	ITPR2	1	1	1	1	0	0.6152	1	NW_010140435.1
GCF_000699245.1	Pterocles gutturalis	Aves	Pterocliformes	Scaffold	26448	0	ITPR3	1	1	1	1	0	0.9906	1	NW_010133815.1
GCF_000699245.1	Pterocles gutturalis	Aves	Pterocliformes	Scaffold	26448	0	RYR	2	1	1	1	0	0.7403	2	NW_010132261.1
GCF_000700745.2	Antrostomus carolinensis	Aves	Caprimulgiformes	Scaffold	22170	0	ITPR1	1	1	1	1	0	0.9917	1	NW_010307598.1
GCF_000700745.2	Antrostomus carolinensis	Aves	Caprimulgiformes	Scaffold	22170	0	ITPR2	0	0	0	0	0	0.0	0	
GCF_000700745.2	Antrostomus carolinensis	Aves	Caprimulgiformes	Scaffold	22170	0	ITPR3	1	1	1	1	0	1.0	1	NW_010295133.1
GCF_000700745.2	Antrostomus carolinensis	Aves	Caprimulgiformes	Scaffold	22170	0	RYR	6	0	0	0	0	0.4318	3	
GCF_000703405.1	Apaloderma vittatum	Aves	Trogoniformes	Scaffold	28882	0	ITPR1	0	0	0	0	0	0.0	0	
GCF_000703405.1	Apaloderma vittatum	Aves	Trogoniformes	Scaffold	28882	0	ITPR2	0	0	0	0	0	0.0	0	
GCF_000703405.1	Apaloderma vittatum	Aves	Trogoniformes	Scaffold	28882	0	ITPR3	1	1	1	1	0	0.9801	1	NW_009724829.1
GCF_000703405.1	Apaloderma vittatum	Aves	Trogoniformes	Scaffold	28882	0	RYR	6	0	0	0	0	0.3881	4	
GCF_000705375.1	Tinamus guttatus	Aves	Tinamiformes	Scaffold	29773	0	ITPR1	1	1	1	1	0	1.0	1	NW_010586921.1
GCF_000705375.1	Tinamus guttatus	Aves	Tinamiformes	Scaffold	29773	0	ITPR2	0	0	0	0	0	0.0	0	
GCF_000705375.1	Tinamus guttatus	Aves	Tinamiformes	Scaffold	29773	0	ITPR3	1	1	1	1	0	0.5679	1	NW_010580621.1
GCF_000705375.1	Tinamus guttatus	Aves	Tinamiformes	Scaffold	29773	0	RYR	2	2	2	2	0	0.993	2	NW_010578151.1;NW_010585014.1
GCF_000708025.1	Charadrius vociferus	Aves	Charadriiformes	Scaffold	39278	0	ITPR1	1	1	1	1	0	1.0	1	NW_009647846.1
GCF_000708025.1	Charadrius vociferus	Aves	Charadriiformes	Scaffold	39278	0	ITPR2	1	1	1	1	0	0.9885	1	NW_009647222.1
GCF_000708025.1	Charadrius vociferus	Aves	Charadriiformes	Scaffold	39278	0	ITPR3	1	1	1	1	0	0.9861	1	NW_009649114.1
GCF_000708025.1	Charadrius vociferus	Aves	Charadriiformes	Scaffold	39278	0	RYR	2	2	2	2	0	0.993	2	NW_009648876.1;NW_009661370.1
GCF_000710305.1	Buceros rhinoceros silvestris	Aves	Bucerotiformes	Scaffold	14587	0	ITPR1	0	0	0	0	0	0.0	0	
GCF_000710305.1	Buceros rhinoceros silvestris	Aves	Bucerotiformes	Scaffold	14587	0	ITPR2	0	0	0	0	0	0.0	0	
GCF_000710305.1	Buceros rhinoceros silvestris	Aves	Bucerotiformes	Scaffold	14587	0	ITPR3	1	1	1	1	0	0.991	1	NW_010410538.1
GCF_000710305.1	Buceros rhinoceros silvestris	Aves	Bucerotiformes	Scaffold	14587	0	RYR	2	1	1	1	0	0.7758	2	NW_010420577.1
GCF_000747805.2	Chaetura pelagica	Aves	Apodiformes	Scaffold	30767	0	ITPR1	1	1	1	1	0	1.0	1	NW_009954216.1
GCF_000747805.2	Chaetura pelagica	Aves	Apodiformes	Scaffold	30767	0	ITPR2	1	1	1	1	0	0.783	1	NW_009954317.1
GCF_000747805.2	Chaetura pelagica	Aves	Apodiformes	Scaffold	30767	0	ITPR3	1	1	1	1	0	0.9906	1	NW_009970727.1
GCF_000747805.2	Chaetura pelagica	Aves	Apodiformes	Scaffold	30767	0	RYR	2	2	2	2	0	1.0	2	NW_009952265.1;NW_009953215.1
GCF_001715985.3	Manacus vitellinus	Aves	Passeriformes	Scaffold	290580	1	ITPR1	1	1	1	1	0	1.0	1	NW_021939063.1
GCF_001715985.3	Manacus vitellinus	Aves	Passeriformes	Scaffold	290580	1	ITPR2	1	1	1	1	0	1.0	1	NW_021940729.1
GCF_001715985.3	Manacus vitellinus	Aves	Passeriformes	Scaffold	290580	1	ITPR3	1	1	1	1	0	0.9888	1	NW_021940585.1
GCF_001715985.3	Manacus vitellinus	Aves	Passeriformes	Scaffold	290580	1	RYR	2	2	2	2	0	1.0	2	NW_021940750.1;NW_021940864.1
GCF_003342845.1	Nothoprocta perdicaria	Aves	Tinamiformes	Scaffold	95599	0	ITPR1	1	1	1	1	0	1.0	1	NW_020454760.1
GCF_003342845.1	Nothoprocta perdicaria	Aves	Tinamiformes	Scaffold	95599	0	ITPR2	1	1	1	1	0	1.0	1	NW_020455560.1
GCF_003342845.1	Nothoprocta perdicaria	Aves	Tinamiformes	Scaffold	95599	0	ITPR3	1	1	1	1	0	1.0	1	NW_020456276.1
GCF_003342845.1	Nothoprocta perdicaria	Aves	Tinamiformes	Scaffold	95599	0	RYR	2	2	2	2	0	1.0	2	NW_020455171.1;NW_020456087.1
GCF_003668045.3	Cricetulus griseus	Mammalia	Rodentia	Chromosome	2711962	1	ITPR1	1	1	1	1	0	1.0	1	NC_048601.1
GCF_003668045.3	Cricetulus griseus	Mammalia	Rodentia	Chromosome	2711962	1	ITPR2	1	1	1	1	0	1.0	1	NC_048601.1
GCF_003668045.3	Cricetulus griseus	Mammalia	Rodentia	Chromosome	2711962	1	ITPR3	1	1	1	1	0	1.0	1	NW_023276806.1
GCF_003668045.3	Cricetulus griseus	Mammalia	Rodentia	Chromosome	2711962	1	RYR	3	3	3	3	0	1.0	3	NC_048596.1;NC_048599.1;NC_048602.1
GCF_003957555.1	Calypte anna	Aves	Apodiformes	Chromosome	14522327	1	ITPR1	1	1	1	1	0	1.0	1	NC_044258.1
GCF_003957555.1	Calypte anna	Aves	Apodiformes	Chromosome	14522327	1	ITPR2	1	1	1	1	0	1.0	1	NC_044244.1
GCF_003957555.1	Calypte anna	Aves	Apodiformes	Chromosome	14522327	1	ITPR3	1	1	1	1	0	0.9854	1	NC_044271.1
GCF_003957555.1	Calypte anna	Aves	Apodiformes	Chromosome	14522327	1	RYR	2	2	2	2	0	1.0	2	NC_044246.1;NC_044251.1
GCF_004115215.2	Ornithorhynchus anatinus	Mammalia	Monotremata	Chromosome	15146802	1	ITPR1	1	1	1	1	0	1.0	1	NC_041749.1
GCF_004115215.2	Ornithorhynchus anatinus	Mammalia	Monotremata	Chromosome	15146802	1	ITPR2	1	1	1	1	0	1.0	1	NC_041729.1
GCF_004115215.2	Ornithorhynchus anatinus	Mammalia	Monotremata	Chromosome	15146802	1	ITPR3	1	1	1	1	0	1.0	1	NC_041734.1
GCF_004115215.2	Ornithorhynchus anatinus	Mammalia	Monotremata	Chromosome	15146802	1	RYR	3	3	3	3	0	1.0	3	NC_041732.1;NC_041740.1;NC_041746.1
GCF_009764475.1	Pristis pectinata	Chondrichthyes	Rhinopristiformes	Chromosome	17009522	1	ITPR1	1	1	1	1	0	1.0	1	NC_067410.1
GCF_009764475.1	Pristis pectinata	Chondrichthyes	Rhinopristiformes	Chromosome	17009522	1	ITPR2	1	1	1	1	0	1.0	1	NC_067423.1
GCF_009764475.1	Pristis pectinata	Chondrichthyes	Rhinopristiformes	Chromosome	17009522	1	ITPR3	1	1	1	1	0	1.0	1	NC_067424.1
GCF_009764475.1	Pristis pectinata	Chondrichthyes	Rhinopristiformes	Chromosome	17009522	1	RYR	3	3	3	3	0	0.9992	3	NC_067405.1;NC_067407.1;NC_067439.1
GCF_009769465.1	Tauraco erythrolophus	Aves	Musophagiformes	Chromosome	11927027	1	ITPR1	1	1	1	1	0	1.0	1	NC_141476.1
GCF_009769465.1	Tauraco erythrolophus	Aves	Musophagiformes	Chromosome	11927027	1	ITPR2	1	1	1	1	0	1.0	1	NC_141468.1
GCF_009769465.1	Tauraco erythrolophus	Aves	Musophagiformes	Chromosome	11927027	1	ITPR3	1	1	1	1	0	1.0	1	NC_141491.1
GCF_009769465.1	Tauraco erythrolophus	Aves	Musophagiformes	Chromosome	11927027	1	RYR	2	2	2	2	0	1.0	2	NC_141466.1;NC_141470.1
GCF_011004845.1	Esox lucius	Actinopteri	Esociformes	Chromosome	22630263	1	ITPR1	2	2	2	1	1	1.0	2	NC_047585.1
GCF_011004845.1	Esox lucius	Actinopteri	Esociformes	Chromosome	22630263	1	ITPR2	1	1	1	1	0	1.0	1	NC_047587.1
GCF_011004845.1	Esox lucius	Actinopteri	Esociformes	Chromosome	22630263	1	ITPR3	1	1	1	1	0	1.0	1	NC_047580.1
GCF_011004845.1	Esox lucius	Actinopteri	Esociformes	Chromosome	22630263	1	RYR	6	6	6	5	1	1.0	6	NC_047569.1;NC_047574.1;NC_047575.1;NC_047583.1;NC_047591.1
GCF_011004875.1	Balearica regulorum gibbericeps	Aves	Gruiformes	Chromosome	23326060	1	ITPR1	1	1	1	1	0	1.0	1	NC_046193.1
GCF_011004875.1	Balearica regulorum gibbericeps	Aves	Gruiformes	Chromosome	23326060	1	ITPR2	1	1	1	1	0	1.0	1	NC_046184.1
GCF_011004875.1	Balearica regulorum gibbericeps	Aves	Gruiformes	Chromosome	23326060	1	ITPR3	1	1	1	1	0	1.0	1	NC_046208.1
GCF_011004875.1	Balearica regulorum gibbericeps	Aves	Gruiformes	Chromosome	23326060	1	RYR	2	2	2	2	0	1.0	2	NC_046186.1;NC_046188.1
GCF_013368585.1	Megalops cyprinoides	Actinopteri	Elopiformes	Chromosome	26850664	1	ITPR1	2	2	2	2	0	1.0	2	NC_050588.1;NC_050589.1
GCF_013368585.1	Megalops cyprinoides	Actinopteri	Elopiformes	Chromosome	26850664	1	ITPR2	1	1	1	1	0	1.0	1	NC_050607.1
GCF_013368585.1	Megalops cyprinoides	Actinopteri	Elopiformes	Chromosome	26850664	1	ITPR3	1	1	1	1	0	1.0	1	NC_050589.1
GCF_013368585.1	Megalops cyprinoides	Actinopteri	Elopiformes	Chromosome	26850664	1	RYR	5	5	4	5	0	1.0	5	NC_050583.1;NC_050585.1;NC_050591.1;NC_050594.1;NC_050599.1
GCF_013368605.1	Nyctibius grandis	Aves	Nyctibiiformes	Chromosome	23231768	1	ITPR1	1	1	1	1	0	1.0	1	NC_090667.1
GCF_013368605.1	Nyctibius grandis	Aves	Nyctibiiformes	Chromosome	23231768	1	ITPR2	1	1	1	1	0	1.0	1	NC_090662.1
GCF_013368605.1	Nyctibius grandis	Aves	Nyctibiiformes	Chromosome	23231768	1	ITPR3	1	1	1	1	0	1.0	1	NC_090684.1
GCF_013368605.1	Nyctibius grandis	Aves	Nyctibiiformes	Chromosome	23231768	1	RYR	2	2	2	2	0	1.0	2	NC_090658.1;NC_090661.1
GCF_014839835.1	Dryobates pubescens	Aves	Piciformes	Chromosome	19150283	1	ITPR1	1	1	1	1	0	0.9971	1	NC_071612.1
