model_id	accession	organism	vclass	vorder	cell	cell_status	db_status	locus_rank	contig	start	end	strand	length	coverage	identity	family_margin	paralog_margin	frameshifts	stop_codons	bait	assigned_via	annot_gene	annot_family	annot_paralog	sibling_locus_for_annot_paralog	annotated_assembly	contig_spans_gene	profile_call	profile_confidence	profile_evidence	itpr_score	ryr_score	profile_rel_margin	profile_envelope	profile_reason
GCA_013400445.1|RYR|VXBY01001508.1:798-71457+	GCA_013400445.1	Leiothrix lutea	Aves	Passeriformes	RYR	found_unannotated	genome_only	2	VXBY01001508.1	798	71457	+	1585	0.3073	0.6901	1.0	1.0	0	0	A0AAJ7XD62|LOC116953891|Petromyzon_marinus|vertebrate_basal	primary				0	Y	0	RYR	medium	partial	446.8	2684.0	0.8335	0.9994	ryr.hmm wins by 2237.2 bits (83.4% of 2684.0) over 1548 profile positions
GCA_013400445.1|RYR|VXBY01000171.1:731473-765738-	GCA_013400445.1	Leiothrix lutea	Aves	Passeriformes	RYR	found_unannotated	genome_only	3	VXBY01000171.1	731473	765738	-	1371	0.2805	0.6707	1.0	1.0	1	0	H3BGR5|RYR|Latimeria_chalumnae	primary				0	Y	0	RYR	medium	partial	454.3	2320.6	0.8042	0.9985	ryr.hmm wins by 1866.3 bits (80.4% of 2320.6) over 1346 profile positions
GCA_013400515.1|ITPR1|VZTN01006051.1:6019-214857+	GCA_013400515.1	Erpornis zantholeuca	Aves	Passeriformes	ITPR1	found_annotated	annotated_unnamed	0	VZTN01006051.1	6019	214857	+	2778	1.0	0.9842	1.0	0.3267	0	0	A0A8V0ZJT0|ITPR1|Gallus_gallus|ITPR1	primary	ERPZAN_R11818			0	Y	0	ITPR	high	architecture	4403.8	424.1	0.9037	0.9942	itpr.hmm wins by 3979.7 bits (90.4% of 4403.8) over 2636 profile positions
GCA_013400515.1|ITPR2|VZTN01005749.1:81967-296151+	GCA_013400515.1	Erpornis zantholeuca	Aves	Passeriformes	ITPR2	found_unannotated	genome_only	0	VZTN01005749.1	81967	296151	+	2669	0.9885	0.9805	1.0	0.3109	0	0	A0A672UP22|ITPR2|Strigops_habroptila	primary				0	Y	0	ITPR	high	architecture	4217.1	440.3	0.8956	0.9974	itpr.hmm wins by 3776.8 bits (89.6% of 4217.1) over 2598 profile positions
GCA_013400515.1|RYR|VZTN01021505.1:391-32288+	GCA_013400515.1	Erpornis zantholeuca	Aves	Passeriformes	RYR	assembly_gap	genome_only	0	VZTN01021505.1	391	32288	+	1564	0.3158	0.8941	1.0	1.0	1	0	A0A8V0Y8K1|RYR2|Gallus_gallus|RYR2	primary				0	Y	0	RYR	medium	partial	100.1	2342.8	0.9573	0.9974	ryr.hmm wins by 2242.7 bits (95.7% of 2342.8) over 1543 profile positions
GCA_013400515.1|RYR|VZTN01020667.1:3134-52172+	GCA_013400515.1	Erpornis zantholeuca	Aves	Passeriformes	RYR	assembly_gap	genome_only	1	VZTN01020667.1	3134	52172	+	1435	0.2856	0.6913	1.0	1.0	0	0	H3BGR5|RYR|Latimeria_chalumnae	primary				0	Y	0	RYR	medium	partial	72.3	2242.7	0.9678	0.9986	ryr.hmm wins by 2170.4 bits (96.8% of 2242.7) over 1454 profile positions
GCA_013400515.1|RYR|VZTN01007637.1:596-7722+	GCA_013400515.1	Erpornis zantholeuca	Aves	Passeriformes	RYR	assembly_gap	genome_only	2	VZTN01007637.1	596	7722	+	1170	0.2355	0.644	1.0	1.0	0	0	H3BGR5|RYR|Latimeria_chalumnae	primary				0	Y	0	RYR	medium	partial	366.5	1687.6	0.7828	0.7043	ryr.hmm wins by 1321.1 bits (78.3% of 1687.6) over 818 profile positions
GCA_013400515.1|RYR|VZTN01004341.1:877-40262-	GCA_013400515.1	Erpornis zantholeuca	Aves	Passeriformes	RYR	assembly_gap	genome_only	3	VZTN01004341.1	877	40262	-	664	0.133	0.9578	1.0	1.0	0	0	A0A3Q0HBW9|RYR|Alligator_sinensis	primary				0	Y	0	RYR	medium	partial	29.4	1177.8	0.975	0.9593	ryr.hmm wins by 1148.4 bits (97.5% of 1177.8) over 631 profile positions
GCA_013400515.1|RYR|VZTN01004512.1:6359-17340+	GCA_013400515.1	Erpornis zantholeuca	Aves	Passeriformes	RYR	assembly_gap	genome_only	4	VZTN01004512.1	6359	17340	+	648	0.1252	0.9198	1.0	1.0	2	0	A0A8V0Y8K1|RYR2|Gallus_gallus|RYR2	primary				0	Y	0	RYR	medium	partial	135.3	1019.4	0.8673	0.9892	ryr.hmm wins by 884.1 bits (86.7% of 1019.4) over 621 profile positions
GCA_013400585.1|ITPR1|WEZZ01015506.1:399273-553190+	GCA_013400585.1	Chloropsis cyanopogon	Aves	Passeriformes	ITPR1	found_unannotated	genome_only	0	WEZZ01015506.1	399273	553190	+	2779	1.0	0.9845	1.0	0.3282	0	0	A0A8V0ZJT0|ITPR1|Gallus_gallus|ITPR1	primary				0	Y	0	ITPR	high	architecture	4406.7	424.5	0.9037	0.9932	itpr.hmm wins by 3982.2 bits (90.4% of 4406.7) over 2636 profile positions
GCA_013400585.1|ITPR2|WEZZ01021076.1:268745-484547+	GCA_013400585.1	Chloropsis cyanopogon	Aves	Passeriformes	ITPR2	found_unannotated	genome_only	0	WEZZ01021076.1	268745	484547	+	2669	0.9885	0.979	1.0	0.3121	0	0	A0A672UP22|ITPR2|Strigops_habroptila	primary				0	Y	0	ITPR	high	architecture	4206.1	440.2	0.8953	0.9974	itpr.hmm wins by 3765.9 bits (89.5% of 4206.1) over 2606 profile positions
GCA_013400585.1|ITPR3|WEZZ01019221.1:51647-92346+	GCA_013400585.1	Chloropsis cyanopogon	Aves	Passeriformes	ITPR3	found_annotated	annotated_unnamed	0	WEZZ01019221.1	51647	92346	+	2678	1.0	0.9899	1.0	0.3978	1	0	A0A7K6LHC3|ITPR3|Falcunculus_frontatus	primary	CHLCYA_R08772			0	Y	0	ITPR	high	architecture	4028.1	418.9	0.896	0.9996	itpr.hmm wins by 3609.2 bits (89.6% of 4028.1) over 2633 profile positions
GCA_013400585.1|RYR|WEZZ01037339.1:1846-15504-	GCA_013400585.1	Chloropsis cyanopogon	Aves	Passeriformes	RYR	assembly_gap	genome_only	0	WEZZ01037339.1	1846	15504	-	908	0.186	0.6839	1.0	1.0	3	0	A0A6I8Q6P7|ryr1|Xenopus_tropicalis|RYR1	primary				0	Y	0	RYR	medium	partial	44.3	1016.8	0.9564	0.8811	ryr.hmm wins by 972.5 bits (95.6% of 1016.8) over 818 profile positions
GCA_013400585.1|RYR|WEZZ01034000.1:1103-20261-	GCA_013400585.1	Chloropsis cyanopogon	Aves	Passeriformes	RYR	assembly_gap	genome_only	1	WEZZ01034000.1	1103	20261	-	719	0.1448	0.7386	1.0	1.0	0	0	A0A3Q0HBW9|RYR|Alligator_sinensis	primary				0	Y	0	RYR	medium	partial	60.4	1226.7	0.9508	0.9986	ryr.hmm wins by 1166.3 bits (95.1% of 1226.7) over 720 profile positions
GCA_013400585.1|RYR|WEZZ01001230.1:146-12233-	GCA_013400585.1	Chloropsis cyanopogon	Aves	Passeriformes	RYR	assembly_gap	genome_only	2	WEZZ01001230.1	146	12233	-	970	0.2215	0.546	1.0	1.0	1	0	H3BGR5|RYR|Latimeria_chalumnae	primary				0	Y	0	RYR	medium	partial	221.5	1271.3	0.8258	0.7381	ryr.hmm wins by 1049.8 bits (82.6% of 1271.3) over 680 profile positions
GCA_013400585.1|RYR|WEZZ01009356.1:60-14281-	GCA_013400585.1	Chloropsis cyanopogon	Aves	Passeriformes	RYR	assembly_gap	genome_only	3	WEZZ01009356.1	60	14281	-	506	0.1017	0.9723	1.0	1.0	0	0	A0A8V0Y8K1|RYR2|Gallus_gallus|RYR2	primary				0	Y	0	RYR	medium	partial	33.2	887.8	0.9626	0.9941	ryr.hmm wins by 854.6 bits (96.3% of 887.8) over 503 profile positions
GCA_013400585.1|RYR|WEZZ01003677.1:324-10441-	GCA_013400585.1	Chloropsis cyanopogon	Aves	Passeriformes	RYR	assembly_gap	genome_only	4	WEZZ01003677.1	324	10441	-	666	0.1318	0.6079	1.0	1.0	1	0	A0A6I8Q6P7|ryr1|Xenopus_tropicalis|RYR1	primary				0	Y	0	RYR	medium	partial	16.6	684.4	0.9757	0.9354	ryr.hmm wins by 667.8 bits (97.6% of 684.4) over 542 profile positions
GCA_013400635.1|RYR|VYZP01073347.1:429-10270-	GCA_013400635.1	Hypocryptadius cinnamomeus	Aves	Passeriformes	RYR	assembly_gap	genome_only	0	VYZP01073347.1	429	10270	-	980	0.1935	0.5834	1.0	1.0	1	0	H3BGR5|RYR|Latimeria_chalumnae	primary				0	Y	0	RYR	medium	partial	136.7	1111.4	0.877	0.7582	ryr.hmm wins by 974.7 bits (87.7% of 1111.4) over 715 profile positions
GCA_013400695.1|ITPR2|VYZS01106126.1:1228-55975+	GCA_013400695.1	Neodrepanis coruscans	Aves	Passeriformes	ITPR2	fragment	genome_only	1	VYZS01106126.1	1228	55975	+	460	0.17	0.963	1.0	0.3186	0	0	A0A672UP22|ITPR2|Strigops_habroptila	primary				0	Y	0	ITPR	medium	partial	613.9	70.2	0.8856	0.987	itpr.hmm wins by 543.7 bits (88.6% of 613.9) over 454 profile positions
GCA_013400695.1|ITPR3|VYZS01345020.1:186-2499+	GCA_013400695.1	Neodrepanis coruscans	Aves	Passeriformes	ITPR3	assembly_gap	genome_only	0	VYZS01345020.1	186	2499	+	360	0.1345	0.9805	1.0	1.0	0	0	A0A7K6LHC3|ITPR3|Falcunculus_frontatus	primary				0	Y	0	ITPR	medium	partial	371.2	32.6	0.9122	0.9944	itpr.hmm wins by 338.6 bits (91.2% of 371.2) over 395 profile positions
GCA_013400695.1|ITPR3|VYZS01345552.1:30-2531+	GCA_013400695.1	Neodrepanis coruscans	Aves	Passeriformes	ITPR3	assembly_gap	genome_only	1	VYZS01345552.1	30	2531	+	361	0.1351	0.9722	1.0	0.4769	0	0	A0A8V1ACE6|ITPR3|Gallus_gallus|ITPR3	primary				0	Y	0	ITPR	medium	partial	402.5	0.0	1.0	0.9945	itpr.hmm wins by 402.5 bits (100.0% of 402.5) over 357 profile positions; no ryr.hmm hit
GCA_013400695.1|ITPR3|VYZS01347926.1:27-2951-	GCA_013400695.1	Neodrepanis coruscans	Aves	Passeriformes	ITPR3	assembly_gap	genome_only	2	VYZS01347926.1	27	2951	-	316	0.1182	0.981	1.0	0.2494	0	0	A0A8V1ACE6|ITPR3|Gallus_gallus|ITPR3	primary				0	Y	0	ITPR	medium	partial	482.4	0.0	1.0	0.9873	itpr.hmm wins by 482.4 bits (100.0% of 482.4) over 303 profile positions; no ryr.hmm hit
GCA_013400695.1|ITPR3|VYZS01335199.1:110-1757+	GCA_013400695.1	Neodrepanis coruscans	Aves	Passeriformes	ITPR3	assembly_gap	genome_only	3	VYZS01335199.1	110	1757	+	270	0.1013	0.9333	1.0	0.2549	0	0	A0A6J0TV85|ITPR3|Pogona_vitticeps	primary				0	Y	0	ITPR	medium	partial	415.5	0.0	1.0	0.9778	itpr.hmm wins by 415.5 bits (100.0% of 415.5) over 266 profile positions; no ryr.hmm hit
GCA_013400695.1|RYR|VYZS01026334.1:165-34809-	GCA_013400695.1	Neodrepanis coruscans	Aves	Passeriformes	RYR	assembly_gap	genome_only	0	VYZS01026334.1	165	34809	-	1178	0.2589	0.5349	1.0	1.0	2	1	A0A4W3I1N0|LOC103190328|Callorhinchus_milii|vertebrate_basal	primary				0	Y	0	RYR	medium	partial	14.0	1476.5	0.9905	0.9211	ryr.hmm wins by 1462.5 bits (99.1% of 1476.5) over 1060 profile positions
GCA_013400695.1|RYR|VYZS01020745.1:596-21559+	GCA_013400695.1	Neodrepanis coruscans	Aves	Passeriformes	RYR	assembly_gap	genome_only	1	VYZS01020745.1	596	21559	+	557	0.1152	0.6506	1.0	1.0	0	0	H3BGR5|RYR|Latimeria_chalumnae	primary				0	Y	0	RYR	medium	partial	11.6	820.5	0.9859	0.9982	ryr.hmm wins by 808.9 bits (98.6% of 820.5) over 577 profile positions
GCA_013400735.1|ITPR2|VYZT01016493.1:3485-94271-	GCA_013400735.1	Pomatostomus ruficeps	Aves	Passeriformes	ITPR2	assembly_gap	genome_only	0	VYZT01016493.1	3485	94271	-	1515	0.5607	0.9808	1.0	0.3058	0	0	A0A672UP22|ITPR2|Strigops_habroptila	primary				0	Y	0	ITPR	high	architecture	2437.8	161.4	0.9338	0.998	itpr.hmm wins by 2276.4 bits (93.4% of 2437.8) over 1492 profile positions
GCA_013400735.1|RYR|VYZT01023010.1:472-34436+	GCA_013400735.1	Pomatostomus ruficeps	Aves	Passeriformes	RYR	assembly_gap	genome_only	0	VYZT01023010.1	472	34436	+	1003	0.2017	0.984	1.0	1.0	0	0	A0A8V0Y8K1|RYR2|Gallus_gallus|RYR2	primary				0	Y	0	RYR	medium	partial	76.1	1737.3	0.9562	0.999	ryr.hmm wins by 1661.2 bits (95.6% of 1737.3) over 1016 profile positions
GCA_013400735.1|RYR|VYZT01017135.1:5530-83035-	GCA_013400735.1	Pomatostomus ruficeps	Aves	Passeriformes	RYR	assembly_gap	genome_only	1	VYZT01017135.1	5530	83035	-	956	0.1915	0.9508	1.0	1.0	0	0	A0A3Q0HBW9|RYR|Alligator_sinensis	primary				0	Y	0	RYR	medium	partial	190.5	1725.5	0.8896	0.9676	ryr.hmm wins by 1535.0 bits (89.0% of 1725.5) over 932 profile positions
GCA_013400735.1|RYR|VYZT01044222.1:1038-20058+	GCA_013400735.1	Pomatostomus ruficeps	Aves	Passeriformes	RYR	assembly_gap	genome_only	2	VYZT01044222.1	1038	20058	+	555	0.1109	0.7549	1.0	1.0	0	0	A0A8V0Y8K1|RYR2|Gallus_gallus|RYR2	primary				0	Y	0	RYR	medium	partial	305.1	1017.3	0.7001	0.973	ryr.hmm wins by 712.2 bits (70.0% of 1017.3) over 537 profile positions
GCA_013400735.1|RYR|VYZT01004917.1:390-5672+	GCA_013400735.1	Pomatostomus ruficeps	Aves	Passeriformes	RYR	assembly_gap	genome_only	3	VYZT01004917.1	390	5672	+	704	0.1616	0.5483	1.0	1.0	1	0	H3BGR5|RYR|Latimeria_chalumnae	primary				0	Y	0	RYR	medium	partial	133.2	932.3	0.8571	0.7472	ryr.hmm wins by 799.1 bits (85.7% of 932.3) over 508 profile positions
GCA_013400815.1|ITPR1|WBNK01000178.1:3-77066-	GCA_013400815.1	Centropus bengalensis	Aves	Cuculiformes	ITPR1	assembly_gap	genome_only	0	WBNK01000178.1	3	77066	-	1389	0.5002	0.9906	1.0	1.0	0	0	A0A8V0ZJT0|ITPR1|Gallus_gallus|ITPR1	primary				0	Y	0	ITPR	high	architecture	2235.3	152.2	0.9319	0.9899	itpr.hmm wins by 2083.1 bits (93.2% of 2235.3) over 1345 profile positions
GCA_013400815.1|ITPR2|WBNK01000445.1:319066-572691-	GCA_013400815.1	Centropus bengalensis	Aves	Cuculiformes	ITPR2	found_unannotated	genome_only	0	WBNK01000445.1	319066	572691	-	2700	1.0	0.9848	1.0	0.3016	0	0	A0A672UP22|ITPR2|Strigops_habroptila	primary				0	Y	0	ITPR	high	architecture	4281.6	446.0	0.8958	0.9974	itpr.hmm wins by 3835.6 bits (89.6% of 4281.6) over 2636 profile positions
GCA_013400815.1|ITPR3|WBNK01000718.1:263841-293005-	GCA_013400815.1	Centropus bengalensis	Aves	Cuculiformes	ITPR3	found_annotated	annotated_unnamed	0	WBNK01000718.1	263841	293005	-	2572	0.9655	0.9833	1.0	0.3687	0	0	A0A8V1ACE6|ITPR3|Gallus_gallus|ITPR3	primary	CENBEN_R07917			0	Y	0	ITPR	high	architecture	3887.0	409.4	0.8947	0.9992	itpr.hmm wins by 3477.6 bits (89.5% of 3887.0) over 2536 profile positions
GCA_013400815.1|RYR|WBNK01000420.1:54288-381567+	GCA_013400815.1	Centropus bengalensis	Aves	Cuculiformes	RYR	found_annotated	annotated_unnamed	0	WBNK01000420.1	54288	381567	+	4963	1.0	0.974	1.0	1.0	0	0	A0A8V0Y8K1|RYR2|Gallus_gallus|RYR2	primary	CENBEN_R03704			0	Y	0	RYR	high	architecture	704.3	8397.8	0.9161	0.9998	ryr.hmm wins by 7693.5 bits (91.6% of 8397.8) over 4930 profile positions
GCA_013400815.1|RYR|WBNK01000174.1:122183-311755+	GCA_013400815.1	Centropus bengalensis	Aves	Cuculiformes	RYR	found_annotated	genome_only	1	WBNK01000174.1	122183	311755	+	4910	1.0	0.6681	1.0	1.0	2	0	A0A6I8Q6P7|ryr1|Xenopus_tropicalis|RYR1	primary				0	Y	0	RYR	high	architecture	697.1	8078.4	0.9137	0.9996	ryr.hmm wins by 7381.3 bits (91.4% of 8078.4) over 4925 profile positions
GCA_013400855.1|ITPR2|VZTT01023994.1:4807-131976+	GCA_013400855.1	Buphagus erythrorhynchus	Aves	Passeriformes	ITPR2	assembly_gap	genome_only	0	VZTT01023994.1	4807	131976	+	1615	0.5981	0.8931	1.0	0.3063	1	0	A0A672UP22|ITPR2|Strigops_habroptila	primary				0	Y	0	ITPR	high	architecture	2180.7	86.8	0.9602	0.9994	itpr.hmm wins by 2093.9 bits (96.0% of 2180.7) over 1594 profile positions
GCA_013400855.1|ITPR2|VZTT01070297.1:2862-48907+	GCA_013400855.1	Buphagus erythrorhynchus	Aves	Passeriformes	ITPR2	assembly_gap	genome_only	1	VZTT01070297.1	2862	48907	+	615	0.2278	0.9724	1.0	0.2692	0	0	A0A672UP22|ITPR2|Strigops_habroptila	primary				0	Y	0	ITPR	medium	partial	1011.3	222.2	0.7803	0.9967	itpr.hmm wins by 789.1 bits (78.0% of 1011.3) over 572 profile positions
GCA_013400855.1|RYR|VZTT01031201.1:622-16392-	GCA_013400855.1	Buphagus erythrorhynchus	Aves	Passeriformes	RYR	assembly_gap	genome_only	0	VZTT01031201.1	622	16392	-	785	0.1558	0.8965	1.0	1.0	0	0	A0A8V0Y8K1|RYR2|Gallus_gallus|RYR2	primary				0	Y	0	RYR	medium	partial	0.0	1055.9	1.0	0.9911	ryr.hmm wins by 1055.9 bits (100.0% of 1055.9) over 754 profile positions; no itpr.hmm hit
GCA_013400855.1|RYR|VZTT01043608.1:1260-16580-	GCA_013400855.1	Buphagus erythrorhynchus	Aves	Passeriformes	RYR	assembly_gap	genome_only	1	VZTT01043608.1	1260	16580	-	611	0.1232	0.7974	1.0	1.0	0	0	A0A8V0Y8K1|RYR2|Gallus_gallus|RYR2	primary				0	Y	0	RYR	medium	partial	71.7	1091.2	0.9343	0.9967	ryr.hmm wins by 1019.5 bits (93.4% of 1091.2) over 626 profile positions
GCA_013400915.1|ITPR1|VZTX01001947.1:930-28543-	GCA_013400915.1	Pardalotus punctatus	Aves	Passeriformes	ITPR1	assembly_gap	genome_only	0	VZTX01001947.1	930	28543	-	1261	0.4538	0.9857	1.0	0.3621	0	0	A0A8V0ZJT0|ITPR1|Gallus_gallus|ITPR1	primary				0	Y	0	ITPR	medium	partial	2007.3	0.0	1.0	0.9984	itpr.hmm wins by 2007.3 bits (100.0% of 2007.3) over 1240 profile positions; no ryr.hmm hit
GCA_013400915.1|ITPR2|VZTX01002558.1:2785-67914+	GCA_013400915.1	Pardalotus punctatus	Aves	Passeriformes	ITPR2	assembly_gap	genome_only	0	VZTX01002558.1	2785	67914	+	1276	0.4722	0.9804	1.0	1.0	0	0	A0A672UP22|ITPR2|Strigops_habroptila	primary				0	Y	0	ITPR	medium	partial	1937.4	56.1	0.971	0.9945	itpr.hmm wins by 1881.3 bits (97.1% of 1937.4) over 1256 profile positions
GCA_013400915.1|ITPR2|VZTX01024490.1:8220-84550-	GCA_013400915.1	Pardalotus punctatus	Aves	Passeriformes	ITPR2	assembly_gap	genome_only	1	VZTX01024490.1	8220	84550	-	1013	0.3752	0.9714	1.0	0.3043	0	0	A0A672UP22|ITPR2|Strigops_habroptila	primary				0	Y	0	ITPR	medium	partial	1563.5	291.5	0.8136	0.9901	itpr.hmm wins by 1272.0 bits (81.4% of 1563.5) over 964 profile positions
GCA_013400915.1|ITPR3|VZTX01008829.1:251-25358+	GCA_013400915.1	Pardalotus punctatus	Aves	Passeriformes	ITPR3	assembly_gap	genome_only	0	VZTX01008829.1	251	25358	+	1645	0.6157	0.9951	1.0	0.3264	0	0	A0A7K6LHC3|ITPR3|Falcunculus_frontatus	primary				0	Y	0	ITPR	high	architecture	2542.7	145.2	0.9429	0.9994	itpr.hmm wins by 2397.5 bits (94.3% of 2542.7) over 1637 profile positions
GCA_013400915.1|ITPR3|VZTX01013977.1:5407-17179-	GCA_013400915.1	Pardalotus punctatus	Aves	Passeriformes	ITPR3	assembly_gap	genome_only	1	VZTX01013977.1	5407	17179	-	731	0.2708	0.9836	1.0	0.3764	0	0	A0A7K6LHC3|ITPR3|Falcunculus_frontatus	primary				0	Y	0	ITPR	medium	partial	1075.4	221.9	0.7937	0.9986	itpr.hmm wins by 853.5 bits (79.4% of 1075.4) over 655 profile positions
GCA_013400915.1|RYR|VZTX01001965.1:1190075-1382051-	GCA_013400915.1	Pardalotus punctatus	Aves	Passeriformes	RYR	found_annotated	genome_only	1	VZTX01001965.1	1190075	1382051	-	4937	1.0	0.6753	1.0	1.0	0	0	A0A6I8Q6P7|ryr1|Xenopus_tropicalis|RYR1	primary				0	Y	0	RYR	high	architecture	746.7	8228.7	0.9093	0.9996	ryr.hmm wins by 7482.0 bits (90.9% of 8228.7) over 4925 profile positions
GCA_013400955.1|ITPR1|VZTZ01014074.1:2-100987+	GCA_013400955.1	Drymodes brunneopygia	Aves	Passeriformes	ITPR1	found_unannotated	genome_only	0	VZTZ01014074.1	2	100987	+	1963	0.706	0.9806	1.0	0.3387	0	0	A0A8V0ZJT0|ITPR1|Gallus_gallus|ITPR1	primary				0	Y	0	ITPR	high	architecture	2999.5	285.4	0.9049	0.999	itpr.hmm wins by 2714.1 bits (90.5% of 2999.5) over 1863 profile positions
GCA_013400955.1|ITPR2|VZTZ01029620.1:9881-112950-	GCA_013400955.1	Drymodes brunneopygia	Aves	Passeriformes	ITPR2	assembly_gap	genome_only	0	VZTZ01029620.1	9881	112950	-	1692	0.6263	0.9704	1.0	0.2838	0	0	A0A672UP22|ITPR2|Strigops_habroptila	primary				0	Y	0	ITPR	high	architecture	2671.2	162.7	0.9391	0.9994	itpr.hmm wins by 2508.5 bits (93.9% of 2671.2) over 1675 profile positions
GCA_013401195.1|ITPR2|VZSW01000361.1:364566-611496-	GCA_013401195.1	Pomatorhinus ruficollis	Aves	Passeriformes	ITPR2	found_unannotated	genome_only	0	VZSW01000361.1	364566	611496	-	2700	1.0	0.9815	1.0	0.2971	0	0	A0A672UP22|ITPR2|Strigops_habroptila	primary				0	Y	0	ITPR	high	architecture	4274.3	441.9	0.8966	0.9974	itpr.hmm wins by 3832.4 bits (89.7% of 4274.3) over 2636 profile positions
GCA_013401195.1|RYR|VZSW01000030.1:1555614-1746403+	GCA_013401195.1	Pomatorhinus ruficollis	Aves	Passeriformes	RYR	found_annotated	genome_only	1	VZSW01000030.1	1555614	1746403	+	4894	1.0	0.6661	1.0	1.0	1	0	A0A6I8Q6P7|ryr1|Xenopus_tropicalis|RYR1	primary				0	Y	0	RYR	high	architecture	745.0	8087.4	0.9079	0.9892	ryr.hmm wins by 7342.4 bits (90.8% of 8087.4) over 4846 profile positions
GCA_014281875.1|ITPR1|CM024790.1:3836243-3913687+	GCA_014281875.1	Nibea albiflora	Actinopteri		ITPR1	found_annotated	genome_only	1	CM024790.1	3836243	3913687	+	2749	1.0	0.8654	1.0	0.2283	3	0	A0A672IUQ7|ITPR1|Salarias_fasciatus	unresolved:vertebrate_basal				0	Y	1	ITPR	high	architecture	4315.1	394.5	0.9086	0.9993	itpr.hmm wins by 3920.6 bits (90.9% of 4315.1) over 2636 profile positions
GCA_014281875.1|ITPR2|CM024800.1:12447838-12500306-	GCA_014281875.1	Nibea albiflora	Actinopteri		ITPR2	found_unannotated	genome_only	0	CM024800.1	12447838	12500306	-	2673	1.0	0.8663	1.0	0.2931	2	0	A0AAX7UHL1|ITPR2|Astatotilapia_calliptera	primary				0	Y	1	ITPR	high	architecture	4015.9	450.6	0.8878	0.9989	itpr.hmm wins by 3565.3 bits (88.8% of 4015.9) over 2633 profile positions
GCA_014281875.1|ITPR3|CM024793.1:25693049-25721341-	GCA_014281875.1	Nibea albiflora	Actinopteri		ITPR3	found_annotated	annotated_other_paralog	0	CM024793.1	25693049	25721341	-	2728	1.0	0.8823	1.0	0.306	1	0	A0A8C6KWV8|ITPR3|Nothobranchius_furzeri	primary	ITPR2	ITPR	ITPR2	1	Y	1	ITPR	high	architecture	3879.1	368.5	0.905	0.993	itpr.hmm wins by 3510.6 bits (90.5% of 3879.1) over 2630 profile positions
GCA_014281875.1|ITPR3|JABGLX010000148.1:3-27451-	GCA_014281875.1	Nibea albiflora	Actinopteri		ITPR3	found_annotated	genome_only	1	JABGLX010000148.1	3	27451	-	2655	0.9772	0.8719	1.0	0.3015	21	0	A0A8C6KWV8|ITPR3|Nothobranchius_furzeri	primary				0	Y	1	ITPR	high	architecture	3758.8	388.7	0.8966	1.0	itpr.hmm wins by 3370.1 bits (89.7% of 3758.8) over 2587 profile positions
GCA_014281875.1|RYR|CM024806.1:1526456-1654991+	GCA_014281875.1	Nibea albiflora	Actinopteri		RYR	found_unannotated	genome_only	0	CM024806.1	1526456	1654991	+	4987	1.0	0.8835	1.0	1.0	0	0	A0AC58GZ77|ryr2a|Danio_rerio|RYR2	primary				0	Y	1	RYR	high	architecture	740.6	8301.1	0.9108	0.9996	ryr.hmm wins by 7560.5 bits (91.1% of 8301.1) over 4925 profile positions
GCA_014363365.1|ITPR1|BMBG01009250.1:1421-60530+	GCA_014363365.1	Leucopsar rothschildi	Aves	Passeriformes	ITPR1	assembly_gap	genome_only	0	BMBG01009250.1	1421	60530	+	1378	0.4959	0.9753	1.0	0.3596	0	0	A0A8V0ZJT0|ITPR1|Gallus_gallus|ITPR1	primary				0	N	0	ITPR	medium	partial	1986.0	69.5	0.965	0.9985	itpr.hmm wins by 1916.5 bits (96.5% of 1986.0) over 1326 profile positions
GCA_014363365.1|ITPR1|BMBG01005162.1:332-15871+	GCA_014363365.1	Leucopsar rothschildi	Aves	Passeriformes	ITPR1	assembly_gap	genome_only	1	BMBG01005162.1	332	15871	+	563	0.2026	0.984	1.0	1.0	0	0	A0A8V0ZJT0|ITPR1|Gallus_gallus|ITPR1	primary				0	N	0	ITPR	medium	partial	950.5	84.6	0.911	0.9982	itpr.hmm wins by 865.9 bits (91.1% of 950.5) over 545 profile positions
GCA_014363365.1|ITPR1|BMBG01009923.1:21710-77122-	GCA_014363365.1	Leucopsar rothschildi	Aves	Passeriformes	ITPR1	assembly_gap	genome_only	2	BMBG01009923.1	21710	77122	-	562	0.2015	0.984	1.0	0.3332	0	0	A0A8V0ZJT0|ITPR1|Gallus_gallus|ITPR1	primary				0	N	0	ITPR	medium	partial	931.0	224.9	0.7584	0.9911	itpr.hmm wins by 706.1 bits (75.8% of 931.0) over 507 profile positions
GCA_014363365.1|ITPR2|BMBG01010180.1:580-85803+	GCA_014363365.1	Leucopsar rothschildi	Aves	Passeriformes	ITPR2	assembly_gap	genome_only	0	BMBG01010180.1	580	85803	+	1449	0.5363	0.982	1.0	0.3155	0	0	A0A672UP22|ITPR2|Strigops_habroptila	primary				0	N	0	ITPR	high	architecture	2235.5	105.7	0.9527	0.9986	itpr.hmm wins by 2129.8 bits (95.3% of 2235.5) over 1425 profile positions
