accession	label	kind	call	group	paralog	species	kingdom	phylum	length	source	in_alphafold	afdb_status	model_accession	afdb_entry	model_length	model_coverage	is_canonical	afdb_version	seq_version_date	error
A0ABQ9CRD7	WISP_143124	uniprot	ITPR	Vertebrata	WISP_143124	Willisornis vidua (Xingu scale-backed antbird)	Metazoa	Chordata	1783	InterPro	0	absent			0	0.0				404
A0ABQ9DG72	ITPR3	uniprot	ITPR	Vertebrata	ITPR3	Willisornis vidua (Xingu scale-backed antbird)	Metazoa	Chordata	2608	InterPro	0	absent			0	0.0				404
A0ABQ9DK79	itpr1	uniprot	ITPR	Vertebrata	itpr1	Willisornis vidua (Xingu scale-backed antbird)	Metazoa	Chordata	2553	InterPro	0	absent			0	0.0				404
A0ABQ9E722	KUTeg_020180	uniprot	ITPR	Metazoa (non-vertebrate)	KUTeg_020180	Tegillarca granosa (Malaysian cockle) (Anadara granosa)	Metazoa	Mollusca	639	InterPro	0	absent			0	0.0				404
A0ABQ9E7A8	KUTeg_020179	uniprot	ITPR	Metazoa (non-vertebrate)	KUTeg_020179	Tegillarca granosa (Malaysian cockle) (Anadara granosa)	Metazoa	Mollusca	564	InterPro	0	absent			0	0.0				404
A0ABQ9ECH1	KUTeg_020182	uniprot	ITPR	Metazoa (non-vertebrate)	KUTeg_020182	Tegillarca granosa (Malaysian cockle) (Anadara granosa)	Metazoa	Mollusca	347	InterPro	0	absent			0	0.0				404
A0ABQ9ED00	KUTeg_020678	uniprot	ITPR	Metazoa (non-vertebrate)	KUTeg_020678	Tegillarca granosa (Malaysian cockle) (Anadara granosa)	Metazoa	Mollusca	1276	InterPro	0	absent			0	0.0				404
A0ABQ9EDD3	KUTeg_018990	uniprot	ITPR	Metazoa (non-vertebrate)	KUTeg_018990	Tegillarca granosa (Malaysian cockle) (Anadara granosa)	Metazoa	Mollusca	2757	InterPro	0	absent			0	0.0				404
A0ABQ9EE31	KUTeg_019954	uniprot	ITPR	Metazoa (non-vertebrate)	KUTeg_019954	Tegillarca granosa (Malaysian cockle) (Anadara granosa)	Metazoa	Mollusca	1233	InterPro	0	absent			0	0.0				404
A0ABQ9EFL4	KUTeg_021040	uniprot	ITPR	Metazoa (non-vertebrate)	KUTeg_021040	Tegillarca granosa (Malaysian cockle) (Anadara granosa)	Metazoa	Mollusca	775	InterPro	0	absent			0	0.0				404
A0ABQ9EHZ5	KUTeg_019953	uniprot	ITPR	Eukaryota (other)	KUTeg_019953	Tegillarca granosa			399	S20 sweep		absent			0	0.0				404
A0ABQ9EZC3	KUTeg_011526	uniprot	ITPR	Metazoa (non-vertebrate)	KUTeg_011526	Tegillarca granosa (Malaysian cockle) (Anadara granosa)	Metazoa	Mollusca	1083	InterPro	0	absent			0	0.0				404
A0ABQ9F285	KUTeg_011523	uniprot	ITPR	Metazoa (non-vertebrate)	KUTeg_011523	Tegillarca granosa (Malaysian cockle) (Anadara granosa)	Metazoa	Mollusca	275	InterPro	0	absent			0	0.0				404
A0ABQ9K8B6	NQ317_006242	uniprot	ITPR	Metazoa (non-vertebrate)	NQ317_006242	Molorchus minor	Metazoa	Arthropoda	2571	InterPro	0	absent			0	0.0				404
A0ABQ9U396	ITPR1	uniprot	ITPR	Vertebrata	ITPR1	Saguinus oedipus	Metazoa	Chordata	372	HMM		absent			0	0.0				404
A0ABQ9UY92	ITPR2_2	uniprot	ITPR	Vertebrata	ITPR2_2	Saguinus oedipus (Cotton-top tamarin) (Oedipomidas oedipus)	Metazoa	Chordata	325	InterPro	0	absent			0	0.0				404
A0ABQ9UZ89	ITPR2_1	uniprot	ITPR	Vertebrata	ITPR2_1	Saguinus oedipus (Cotton-top tamarin) (Oedipomidas oedipus)	Metazoa	Chordata	167	InterPro	0	absent			0	0.0				404
A0ABQ9VVV5	ITPR3_2	uniprot	ITPR	Vertebrata	ITPR3_2	Saguinus oedipus	Metazoa	Chordata	283	HMM		absent			0	0.0				404
A0ABQ9VVW2	ITPR3_3	uniprot	ITPR	Vertebrata	ITPR3_3	Saguinus oedipus (Cotton-top tamarin) (Oedipomidas oedipus)	Metazoa	Chordata	1365	InterPro	0	absent			0	0.0				404
A0ABQ9VW40	ITPR3_1	uniprot	ITPR	Vertebrata	ITPR3_1	Saguinus oedipus (Cotton-top tamarin) (Oedipomidas oedipus)	Metazoa	Chordata	591	InterPro	0	absent			0	0.0				404
A0ABQ9VWM6	ITPR3_4	uniprot	ITPR	Vertebrata	ITPR3_4	Saguinus oedipus	Metazoa	Chordata	554	HMM		absent			0	0.0				404
A0ABQ9X6Q9	BLNAU_17609	uniprot	ITPR	Eukaryota (other)	BLNAU_17609	Blattamonas nauphoetae			3420	S20 sweep		absent			0	0.0				404
A0ABQ9XKS8	BLNAU_13092	uniprot	ITPR	Eukaryota (other)	BLNAU_13092	Blattamonas nauphoetae			3610	S20 sweep		absent			0	0.0				404
A0ABQ9XM55	BLNAU_13314	uniprot	ITPR	Eukaryota (other)	BLNAU_13314	Blattamonas nauphoetae			3175	S20 sweep		absent			0	0.0				404
A0ABQ9Y4L8	BLNAU_6456	uniprot	ITPR	Eukaryota (other)	BLNAU_6456	Blattamonas nauphoetae		Preaxostyla	3301	InterPro	0	absent			0	0.0				404
A0ABQ9Y9C8	BLNAU_4862	uniprot	ITPR	Eukaryota (other)	BLNAU_4862	Blattamonas nauphoetae			3702	S20 sweep		absent			0	0.0				404
A0ABQ9YA27	BLNAU_4444	uniprot	ITPR	Eukaryota (other)	BLNAU_4444	Blattamonas nauphoetae		Preaxostyla	2379	InterPro	0	absent			0	0.0				404
A0ABQ9YL63	BLNAU_412	uniprot	ITPR	Eukaryota (other)	BLNAU_412	Blattamonas nauphoetae			4571	S20 sweep		absent			0	0.0				404
A0ABQ9YL99	BLNAU_448	uniprot	ITPR	Eukaryota (other)	BLNAU_448	Blattamonas nauphoetae			3566	S20 sweep		absent			0	0.0				404
A0ABR0AJA5	OUZ56_014277	uniprot	ITPR	Metazoa (non-vertebrate)	OUZ56_014277	Daphnia magna	Metazoa	Arthropoda	2851	InterPro	0	absent			0	0.0				404
A0ABR0Y0C9	HHUSO_G36809	uniprot	ITPR	Vertebrata	HHUSO_G36809	Huso huso (Beluga) (Acipenser huso)	Metazoa	Chordata	1754	InterPro	0	absent			0	0.0				404
A0ABR0YHU7	HHUSO_G28995	uniprot	ITPR	Vertebrata	HHUSO_G28995	Huso huso (Beluga) (Acipenser huso)	Metazoa	Chordata	2675	InterPro	0	absent			0	0.0				404
A0ABR0Z7E4	HHUSO_G18297	uniprot	ITPR	Vertebrata	HHUSO_G18297	Huso huso (Beluga) (Acipenser huso)	Metazoa	Chordata	2523	InterPro	0	absent			0	0.0				404
A0ABR0ZT53	HHUSO_G9318	uniprot	ITPR	Vertebrata	HHUSO_G9318	Huso huso (Beluga) (Acipenser huso)	Metazoa	Chordata	2661	InterPro	0	absent			0	0.0				404
A0ABR1B9V7	RUM44_008351	uniprot	ITPR	Metazoa (non-vertebrate)	RUM44_008351	Polyplax serrata (Common mouse louse)	Metazoa	Arthropoda	2701	InterPro	0	absent			0	0.0				404
A0ABR1DII4	Necator_chrIV.g15627	uniprot	ITPR	Metazoa (non-vertebrate)	Necator_chrIV.g15627	Necator americanus (Human hookworm)	Metazoa	Nematoda	2856	InterPro	0	absent			0	0.0				404
A0ABR1DII6	Necator_chrIV.g15627	uniprot	ITPR	Metazoa (non-vertebrate)	Necator_chrIV.g15627	Necator americanus (Human hookworm)	Metazoa	Nematoda	2915	InterPro	0	absent			0	0.0				404
A0ABR1DII9	Necator_chrIV.g15627	uniprot	ITPR	Metazoa (non-vertebrate)	Necator_chrIV.g15627	Necator americanus (Human hookworm)	Metazoa	Nematoda	2886	InterPro	0	absent			0	0.0				404
A0ABR1DIJ6	Necator_chrIV.g15627	uniprot	ITPR	Metazoa (non-vertebrate)	Necator_chrIV.g15627	Necator americanus (Human hookworm)	Metazoa	Nematoda	2861	InterPro	0	absent			0	0.0				404
A0ABR1DIK7	Necator_chrIV.g15627	uniprot	ITPR	Metazoa (non-vertebrate)	Necator_chrIV.g15627	Necator americanus (Human hookworm)	Metazoa	Nematoda	2860	InterPro	0	absent			0	0.0				404
A0ABR1DJB6	Necator_chrIV.g15627	uniprot	ITPR	Metazoa (non-vertebrate)	Necator_chrIV.g15627	Necator americanus (Human hookworm)	Metazoa	Nematoda	2900	InterPro	0	absent			0	0.0				404
A0ABR1DJZ9	Necator_chrIV.g15627	uniprot	ITPR	Metazoa (non-vertebrate)	Necator_chrIV.g15627	Necator americanus (Human hookworm)	Metazoa	Nematoda	2849	InterPro	0	absent			0	0.0				404
A0ABR1DK17	Necator_chrIV.g15627	uniprot	ITPR	Metazoa (non-vertebrate)	Necator_chrIV.g15627	Necator americanus (Human hookworm)	Metazoa	Nematoda	2851	InterPro	0	absent			0	0.0				404
A0ABR1FN83	SO694_00102021	uniprot	ITPR	SAR	SO694_00102021	Aureococcus anophagefferens (Harmful bloom alga)			3165	InterPro	0	absent			0	0.0				404
A0ABR1FVQ3	RYR1	uniprot	ITPR	Eukaryota (other)	RYR1	Aureococcus anophagefferens			2252	S20 sweep		absent			0	0.0				404
A0ABR1FY06	RYR1	uniprot	ITPR	Eukaryota (other)	RYR1	Aureococcus anophagefferens			2021	S20 sweep		absent			0	0.0				404
A0ABR1FZP4	RYR1	uniprot	ITPR	Eukaryota (other)	RYR1	Aureococcus anophagefferens			752	S20 sweep		absent			0	0.0				404
A0ABR1G3T0	SO694_00086026	uniprot	ITPR	SAR	SO694_00086026	Aureococcus anophagefferens (Harmful bloom alga)			3171	InterPro	0	absent			0	0.0				404
A0ABR1G5W9	cbhC	uniprot	ITPR	Eukaryota (other)	cbhC	Aureococcus anophagefferens			3150	S20 sweep		absent			0	0.0				404
A0ABR1G801	SO694_00048111	uniprot	ITPR	Eukaryota (other)	SO694_00048111	Aureococcus anophagefferens			3450	S20 sweep		absent			0	0.0				404
A0ABR2W6A1	K7432_003395	uniprot	ITPR	Fungi	K7432_003395	Basidiobolus ranarum	Fungi	Basidiobolomycota	2502	InterPro	0	absent			0	0.0				404
A0ABR2WSE9	K7432_008041	uniprot	ITPR	Fungi	K7432_008041	Basidiobolus ranarum	Fungi	Basidiobolomycota	1356	InterPro	0	absent			0	0.0				404
A0ABR2WSM3	K7432_007884	uniprot	ITPR	Fungi	K7432_007884	Basidiobolus ranarum	Fungi	Basidiobolomycota	1054	InterPro	0	absent			0	0.0				404
A0ABR3B852	J3Q64DRAFT_1846802	uniprot	ITPR	Fungi	J3Q64DRAFT_1846802	Phycomyces blakesleeanus	Fungi	Mucoromycota	2551	InterPro	0	absent			0	0.0				404
A0ABR3H490	ABMA27_010755	uniprot	ITPR	Metazoa (non-vertebrate)	ABMA27_010755	Loxostege sticticalis (Beet webworm moth)	Metazoa	Arthropoda	2718	InterPro	0	absent			0	0.0				404
A0ABR3KSV1	TSPI_00454	uniprot	ITPR	Metazoa (non-vertebrate)	TSPI_00454	Trichinella spiralis (Trichina worm)	Metazoa	Nematoda	2616	InterPro	0	absent			0	0.0				404
A0ABR3LVN7	QQF64_012502	uniprot	ITPR	Vertebrata	QQF64_012502	Cirrhinus molitorella (mud carp)	Metazoa	Chordata	1521	InterPro	0	absent			0	0.0				404
A0ABR3MMX6	QQF64_004009	uniprot	ITPR	Vertebrata	QQF64_004009	Cirrhinus molitorella (mud carp)	Metazoa	Chordata	1090	InterPro	0	absent			0	0.0				404
A0ABR3MMY4	QQF64_004011	uniprot	ITPR	Vertebrata	QQF64_004011	Cirrhinus molitorella (mud carp)	Metazoa	Chordata	1496	InterPro	0	absent			0	0.0				404
A0ABR3MZC8	QQF64_032289	uniprot	ITPR	Vertebrata	QQF64_032289	Cirrhinus molitorella (mud carp)	Metazoa	Chordata	3171	InterPro	0	absent			0	0.0				404
A0ABR3N719	QQF64_028488	uniprot	ITPR	Vertebrata	QQF64_028488	Cirrhinus molitorella (mud carp)	Metazoa	Chordata	2659	InterPro	0	absent			0	0.0				404
A0ABR4NG49	HK105_201920	uniprot	ITPR	Fungi	HK105_201920	Polyrhizophydium stewartii	Fungi	Chytridiomycota	3104	InterPro	0	absent			0	0.0				404
A0ABR4NID5	HK105_200862	uniprot	ITPR	Fungi	HK105_200862	Polyrhizophydium stewartii	Fungi	Chytridiomycota	4446	InterPro	0	absent			0	0.0				404
A0ABS2YBI0	Itpr2	uniprot	ITPR	Vertebrata	Itpr2	Polyodon spathula (North American paddlefish) (Squalus spathula)	Metazoa	Chordata	341	InterPro	0	absent			0	0.0				404
A0ABS2YEX0	Itpr3	uniprot	ITPR	Vertebrata	Itpr3	Polyodon spathula (North American paddlefish) (Squalus spathula)	Metazoa	Chordata	2492	InterPro	0	absent			0	0.0				404
A0ABS2YQ63	Itpr1	uniprot	ITPR	Vertebrata	Itpr1	Polyodon spathula (North American paddlefish) (Squalus spathula)	Metazoa	Chordata	2793	InterPro	0	absent			0	0.0				404
A0ABS2YQU7	Itpr3	uniprot	ITPR	Vertebrata	Itpr3	Polypterus senegalus (Senegal bichir)	Metazoa	Chordata	2655	InterPro	0	absent			0	0.0				404
A0ABU7A3R7	ITPR1_10	uniprot	ITPR	Vertebrata	ITPR1_10	Ataeniobius toweri	Metazoa	Chordata	1408	InterPro	0	absent			0	0.0				404
A0ABU7A6N2	ITPR2_2	uniprot	ITPR	Vertebrata	ITPR2_2	Ataeniobius toweri	Metazoa	Chordata	557	InterPro	0	absent			0	0.0				404
A0ABU7AHQ9	ITPR2_6	uniprot	ITPR	Vertebrata	ITPR2_6	Ataeniobius toweri	Metazoa	Chordata	143	InterPro	0	absent			0	0.0				404
A0ABU7AIR6	ITPR2_1	uniprot	ITPR	Vertebrata	ITPR2_1	Ataeniobius toweri	Metazoa	Chordata	1040	InterPro	0	absent			0	0.0				404
A0ABU7B7R8	ITPR1_6	uniprot	ITPR	Vertebrata	ITPR1_6	Ataeniobius toweri	Metazoa	Chordata	1033	InterPro	0	absent			0	0.0				404
A0ABU7BDG4	ITPR1_4	uniprot	ITPR	Vertebrata	ITPR1_4	Ataeniobius toweri	Metazoa	Chordata	334	HMM		absent			0	0.0				404
A0ABU7BDL7	ITPR3_2	uniprot	ITPR	Vertebrata	ITPR3_2	Ataeniobius toweri	Metazoa	Chordata	1538	InterPro	0	absent			0	0.0				404
A0ABU7BE16	ITPR1_1	uniprot	ITPR	Vertebrata	ITPR1_1	Ataeniobius toweri	Metazoa	Chordata	313	HMM		absent			0	0.0				404
A0ABU7BHW2	ITPR2_4	uniprot	ITPR	Vertebrata	ITPR2_4	Ataeniobius toweri	Metazoa	Chordata	128	InterPro	0	absent			0	0.0				404
A0ABU7BQE8	ITPR2_5	uniprot	ITPR	Vertebrata	ITPR2_5	Ataeniobius toweri	Metazoa	Chordata	286	InterPro	0	absent			0	0.0				404
A0ABU7BRF4	ITPR1_3	uniprot	ITPR	Vertebrata	ITPR1_3	Ataeniobius toweri	Metazoa	Chordata	307	InterPro	0	absent			0	0.0				404
A0ABU7C656	ITPR3_1	uniprot	ITPR	Vertebrata	ITPR3_1	Ataeniobius toweri	Metazoa	Chordata	771	InterPro	0	absent			0	0.0				404
A0ABU7CF05	ITPR1_5	uniprot	ITPR	Vertebrata	ITPR1_5	Ataeniobius toweri	Metazoa	Chordata	635	InterPro	0	absent			0	0.0				404
A0ABU7CHC6	ITPR2_3	uniprot	ITPR	Vertebrata	ITPR2_3	Ataeniobius toweri	Metazoa	Chordata	552	InterPro	0	absent			0	0.0				404
A0ABU7CSQ3	ITPR2_3	uniprot	ITPR	Vertebrata	ITPR2_3	Characodon lateralis	Metazoa	Chordata	548	InterPro	0	absent			0	0.0				404
A0ABU7DDH5	ITPR3_2	uniprot	ITPR	Vertebrata	ITPR3_2	Characodon lateralis	Metazoa	Chordata	511	InterPro	0	absent			0	0.0				404
A0ABU7DMH2	ITPR1_9	uniprot	ITPR	Vertebrata	ITPR1_9	Characodon lateralis	Metazoa	Chordata	127	InterPro	0	absent			0	0.0				404
A0ABU7DVP8	ITPR3_3	uniprot	ITPR	Vertebrata	ITPR3_3	Characodon lateralis	Metazoa	Chordata	255	InterPro	0	absent			0	0.0				404
A0ABU7E8X8	ITPR1_3	uniprot	ITPR	Vertebrata	ITPR1_3	Characodon lateralis	Metazoa	Chordata	642	InterPro	0	absent			0	0.0				404
A0ABU7ECD7	ITPR2_2	uniprot	ITPR	Vertebrata	ITPR2_2	Characodon lateralis	Metazoa	Chordata	434	HMM		absent			0	0.0				404
A0ABU7EHA3	ITPR1_2	uniprot	ITPR	Vertebrata	ITPR1_2	Characodon lateralis	Metazoa	Chordata	529	HMM		absent			0	0.0				404
A0ABU7EJM3	ITPR1_6	uniprot	ITPR	Vertebrata	ITPR1_6	Characodon lateralis	Metazoa	Chordata	1364	InterPro	0	absent			0	0.0				404
A0ABU7EKQ9	ITPR3_1	uniprot	ITPR	Vertebrata	ITPR3_1	Characodon lateralis	Metazoa	Chordata	987	InterPro	0	absent			0	0.0				404
A0ABU7EQX0	ITPR2_1	uniprot	ITPR	Vertebrata	ITPR2_1	Characodon lateralis	Metazoa	Chordata	1508	InterPro	0	absent			0	0.0				404
A0ABU7ER81	ITPR1_1	uniprot	ITPR	Vertebrata	ITPR1_1	Characodon lateralis	Metazoa	Chordata	437	HMM		absent			0	0.0				404
A0ABU7ESR0	ITPR1_4	uniprot	ITPR	Vertebrata	ITPR1_4	Characodon lateralis	Metazoa	Chordata	330	InterPro	0	absent			0	0.0				404
A0ABU7ETD2	ITPR1_5	uniprot	ITPR	Vertebrata	ITPR1_5	Characodon lateralis	Metazoa	Chordata	341	HMM		absent			0	0.0				404
A0ABU7EUW6	ITPR1_8	uniprot	ITPR	Vertebrata	ITPR1_8	Characodon lateralis	Metazoa	Chordata	1033	InterPro	0	absent			0	0.0				404
A0ABU7EW78	ITPR1_10	uniprot	ITPR	Vertebrata	ITPR1_10	Characodon lateralis	Metazoa	Chordata	207	InterPro	0	absent			0	0.0				404
A0ABV0MW26	ITPR3_3	uniprot	ITPR	Vertebrata	ITPR3_3	Goodea atripinnis	Metazoa	Chordata	464	HMM		absent			0	0.0				404
A0ABV0MW68	GOODEAATRI_023992	uniprot	ITPR	Vertebrata	GOODEAATRI_023992	Goodea atripinnis	Metazoa	Chordata	461	InterPro	0	absent			0	0.0				404
A0ABV0N1E2	ITPR2	uniprot	ITPR	Vertebrata	ITPR2	Goodea atripinnis	Metazoa	Chordata	323	InterPro	0	absent			0	0.0				404
A0ABV0NC32	GOODEAATRI_020028	uniprot	ITPR	Vertebrata	GOODEAATRI_020028	Goodea atripinnis	Metazoa	Chordata	372	InterPro	0	absent			0	0.0				404
A0ABV0NMD2	ITPR1_1	uniprot	ITPR	Vertebrata	ITPR1_1	Goodea atripinnis	Metazoa	Chordata	330	InterPro	0	absent			0	0.0				404
A0ABV0NQC0	ITPR3_5	uniprot	ITPR	Vertebrata	ITPR3_5	Goodea atripinnis	Metazoa	Chordata	136	InterPro	0	absent			0	0.0				404
A0ABV0NUV5	ITPR1_2	uniprot	ITPR	Vertebrata	ITPR1_2	Goodea atripinnis	Metazoa	Chordata	374	InterPro	0	absent			0	0.0				404
A0ABV0P6V7	ITPR3_1	uniprot	ITPR	Vertebrata	ITPR3_1	Goodea atripinnis	Metazoa	Chordata	300	HMM		absent			0	0.0				404
A0ABV0PBN8	GOODEAATRI_005855	uniprot	ITPR	Vertebrata	GOODEAATRI_005855	Goodea atripinnis	Metazoa	Chordata	262	HMM		absent			0	0.0				404
A0ABV0PNP5	GOODEAATRI_015021	uniprot	ITPR	Vertebrata	GOODEAATRI_015021	Goodea atripinnis	Metazoa	Chordata	740	InterPro	0	absent			0	0.0				404
A0ABV0PTB7	ITPR3_4	uniprot	ITPR	Vertebrata	ITPR3_4	Goodea atripinnis	Metazoa	Chordata	325	InterPro	0	absent			0	0.0				404
A0ABV0Q603	ITPR1_8	uniprot	ITPR	Vertebrata	ITPR1_8	Xenoophorus captivus	Metazoa	Chordata	128	InterPro	0	absent			0	0.0				404
A0ABV0Q7Z6	ITPR1_1	uniprot	ITPR	Vertebrata	ITPR1_1	Xenoophorus captivus	Metazoa	Chordata	255	HMM		absent			0	0.0				404
A0ABV0QCQ7	ITPR2_1	uniprot	ITPR	Vertebrata	ITPR2_1	Xenoophorus captivus	Metazoa	Chordata	293	HMM		absent			0	0.0				404
A0ABV0QCT5	XENOCAPTIV_005118	uniprot	ITPR	Vertebrata	XENOCAPTIV_005118	Xenoophorus captivus	Metazoa	Chordata	413	InterPro	0	absent			0	0.0				404
A0ABV0QIY2	ITPR3_3	uniprot	ITPR	Vertebrata	ITPR3_3	Xenoophorus captivus	Metazoa	Chordata	252	InterPro	0	absent			0	0.0				404
A0ABV0QIZ8	ITPR1_5	uniprot	ITPR	Vertebrata	ITPR1_5	Xenoophorus captivus	Metazoa	Chordata	681	InterPro	0	absent			0	0.0				404
A0ABV0QYT7	XENOCAPTIV_000097	uniprot	ITPR	Vertebrata	XENOCAPTIV_000097	Xenoophorus captivus	Metazoa	Chordata	251	InterPro	0	absent			0	0.0				404
A0ABV0R8N3	ITPR1_3	uniprot	ITPR	Vertebrata	ITPR1_3	Xenoophorus captivus	Metazoa	Chordata	132	InterPro	0	absent			0	0.0				404
A0ABV0RGU1	ITPR1_2	uniprot	ITPR	Vertebrata	ITPR1_2	Xenoophorus captivus	Metazoa	Chordata	229	InterPro	0	absent			0	0.0				404
A0ABV0RI58	ITPR1_6	uniprot	ITPR	Vertebrata	ITPR1_6	Xenoophorus captivus	Metazoa	Chordata	202	InterPro	0	absent			0	0.0				404
A0ABV0RI59	ITPR3_4	uniprot	ITPR	Vertebrata	ITPR3_4	Xenoophorus captivus	Metazoa	Chordata	327	HMM		absent			0	0.0				404
A0ABV0RRU1	ITPR1_7	uniprot	ITPR	Vertebrata	ITPR1_7	Xenoophorus captivus	Metazoa	Chordata	244	InterPro	0	absent			0	0.0				404
A0ABV0RV14	ITPR2_2	uniprot	ITPR	Vertebrata	ITPR2_2	Xenoophorus captivus	Metazoa	Chordata	220	InterPro	0	absent			0	0.0				404
A0ABV0RY05	ITPR3_1	uniprot	ITPR	Vertebrata	ITPR3_1	Xenoophorus captivus	Metazoa	Chordata	299	InterPro	0	absent			0	0.0				404
A0ABV0SJY9	ITPR2_1	uniprot	ITPR	Vertebrata	ITPR2_1	Ilyodon furcidens (goldbreast splitfin)	Metazoa	Chordata	1003	InterPro	0	absent			0	0.0				404
A0ABV0TA42	ITPR2_3	uniprot	ITPR	Vertebrata	ITPR2_3	Ilyodon furcidens (goldbreast splitfin)	Metazoa	Chordata	1033	InterPro	0	absent			0	0.0				404
A0ABV0THA3	ITPR1_3	uniprot	ITPR	Vertebrata	ITPR1_3	Ilyodon furcidens (goldbreast splitfin)	Metazoa	Chordata	598	InterPro	0	absent			0	0.0				404
A0ABV0TWI1	ITPR1_5	uniprot	ITPR	Vertebrata	ITPR1_5	Ilyodon furcidens (goldbreast splitfin)	Metazoa	Chordata	140	InterPro	0	absent			0	0.0				404
A0ABV0U665	ITPR2_2	uniprot	ITPR	Vertebrata	ITPR2_2	Ilyodon furcidens (goldbreast splitfin)	Metazoa	Chordata	572	InterPro	0	absent			0	0.0				404
A0ABV0U8N3	ITPR3_3	uniprot	ITPR	Vertebrata	ITPR3_3	Ilyodon furcidens (goldbreast splitfin)	Metazoa	Chordata	827	InterPro	0	absent			0	0.0				404
A0ABV0UFB3	ITPR1_10	uniprot	ITPR	Vertebrata	ITPR1_10	Ilyodon furcidens (goldbreast splitfin)	Metazoa	Chordata	157	InterPro	0	absent			0	0.0				404
A0ABV0UI34	ITPR1_7	uniprot	ITPR	Vertebrata	ITPR1_7	Ilyodon furcidens (goldbreast splitfin)	Metazoa	Chordata	1033	InterPro	0	absent			0	0.0				404
A0ABV0US97	ITPR1_2	uniprot	ITPR	Vertebrata	ITPR1_2	Ilyodon furcidens (goldbreast splitfin)	Metazoa	Chordata	67	InterPro	0	absent			0	0.0				404
A0ABV0UVR8	ITPR3_2	uniprot	ITPR	Vertebrata	ITPR3_2	Ilyodon furcidens	Metazoa	Chordata	692	HMM		absent			0	0.0				404
A0ABV0V0W5	ILYODFUR_032227	uniprot	ITPR	Vertebrata	ILYODFUR_032227	Ilyodon furcidens (goldbreast splitfin)	Metazoa	Chordata	555	InterPro	0	absent			0	0.0				404
A0ABV0V174	ITPR1_1	uniprot	ITPR	Vertebrata	ITPR1_1	Ilyodon furcidens (goldbreast splitfin)	Metazoa	Chordata	1408	InterPro	0	absent			0	0.0				404
A0ABV0V421	ITPR3_1	uniprot	ITPR	Vertebrata	ITPR3_1	Ilyodon furcidens (goldbreast splitfin)	Metazoa	Chordata	587	InterPro	0	absent			0	0.0				404
A0ABV0V7H1	ITPR3_4	uniprot	ITPR	Vertebrata	ITPR3_4	Ilyodon furcidens	Metazoa	Chordata	296	HMM		absent			0	0.0				404
A0ABV0VSB5	ITPR1_7	uniprot	ITPR	Vertebrata	ITPR1_7	Xenotaenia resolanae	Metazoa	Chordata	341	HMM		absent			0	0.0				404
A0ABV0W715	ITPR2_3	uniprot	ITPR	Vertebrata	ITPR2_3	Xenotaenia resolanae	Metazoa	Chordata	974	InterPro	0	absent			0	0.0				404
A0ABV0W897	ITPR3_1	uniprot	ITPR	Vertebrata	ITPR3_1	Xenotaenia resolanae	Metazoa	Chordata	125	InterPro	0	absent			0	0.0				404
A0ABV0WDS1	ITPR1_8	uniprot	ITPR	Vertebrata	ITPR1_8	Xenotaenia resolanae	Metazoa	Chordata	516	InterPro	0	absent			0	0.0				404
A0ABV0WPT2	ITPR1_6	uniprot	ITPR	Vertebrata	ITPR1_6	Xenotaenia resolanae	Metazoa	Chordata	344	InterPro	0	absent			0	0.0				404
A0ABV0WT14	ITPR2_1	uniprot	ITPR	Vertebrata	ITPR2_1	Xenotaenia resolanae	Metazoa	Chordata	189	InterPro	0	absent			0	0.0				404
A0ABV0WUH1	ITPR3_3	uniprot	ITPR	Vertebrata	ITPR3_3	Xenotaenia resolanae	Metazoa	Chordata	296	HMM		absent			0	0.0				404
A0ABV0WX72	ITPR1_2	uniprot	ITPR	Vertebrata	ITPR1_2	Xenotaenia resolanae	Metazoa	Chordata	268	InterPro	0	absent			0	0.0				404
A0ABV0WXL5	ITPR2_4	uniprot	ITPR	Vertebrata	ITPR2_4	Xenotaenia resolanae	Metazoa	Chordata	146	InterPro	0	absent			0	0.0				404
A0ABV0WY56	ITPR3_2	uniprot	ITPR	Vertebrata	ITPR3_2	Xenotaenia resolanae	Metazoa	Chordata	271	InterPro	0	absent			0	0.0				404
A0ABV0X157	ITPR2_2	uniprot	ITPR	Vertebrata	ITPR2_2	Xenotaenia resolanae	Metazoa	Chordata	1012	InterPro	0	absent			0	0.0				404
A0ABV0XAH9	ITPR1_4	uniprot	ITPR	Vertebrata	ITPR1_4	Xenotaenia resolanae	Metazoa	Chordata	1001	InterPro	0	absent			0	0.0				404
A0ABV0XD50	ITPR1_2	uniprot	ITPR	Vertebrata	ITPR1_2	Ameca splendens	Metazoa	Chordata	330	InterPro	0	absent			0	0.0				404
A0ABV0Y2T4	ITPR1_4	uniprot	ITPR	Vertebrata	ITPR1_4	Ameca splendens	Metazoa	Chordata	368	HMM		absent			0	0.0				404
A0ABV0YDI4	ITPR3_3	uniprot	ITPR	Vertebrata	ITPR3_3	Ameca splendens	Metazoa	Chordata	1315	InterPro	0	absent			0	0.0				404
A0ABV0YGV1	ITPR1_7	uniprot	ITPR	Vertebrata	ITPR1_7	Ameca splendens	Metazoa	Chordata	127	InterPro	0	absent			0	0.0				404
A0ABV0YM06	ITPR3_2	uniprot	ITPR	Vertebrata	ITPR3_2	Ameca splendens	Metazoa	Chordata	382	InterPro	0	absent			0	0.0				404
