accession	assignment	confidence	evidence	reason	itpr_score	ryr_score	score_margin	rel_margin	itpr_evalue	ryr_evalue	best_evalue	itpr_coverage	ryr_coverage	itpr_positions	ryr_positions	target_coverage	length	gene	species	taxon_id	reviewed	protein_name
A0A8C9B6N7	unassigned	none	module	ryr.hmm matched only 94 profile positions (< 200) — a shared module, not a family assignment	0.0	37.3	37.3	1.0		1.4e-07	1.4e-07	0.0	0.019	0	94	0.283	361		Phocoena sinus	42100	0	B30.2/SPRY domain-containing protein
A0A8C9B8Z6	unassigned	none	module	ryr.hmm matched only 128 profile positions (< 200) — a shared module, not a family assignment	0.0	47.0	47.0	1.0		1.7e-10	1.7e-10	0.0	0.026	0	128	0.161	740	DDX1	Phocoena sinus	42100	0	ATP-dependent RNA helicase
A0A8C9BB57	unassigned	none	module	ryr.hmm matched only 74 profile positions (< 200) — a shared module, not a family assignment	0.0	38.7	38.7	1.0		5.2e-08	5.2e-08	0.0	0.015	0	74	0.871	147	CALML5	Phocoena sinus	42100	0	Calmodulin like 5
A0A8C9BGC4	ITPR	high	architecture	itpr.hmm wins by 3813.9 bits (89.5% of 4262.5) over 2630 profile positions	4262.5	448.6	3813.9	0.8948	0	1.8e-131	0	0.98	0.246	2630	1213	0.998	2701	ITPR2	Phocoena sinus	42100	0	Inositol 1,4,5-trisphosphate receptor
A0A8C9BJT4	unassigned	none	module	ryr.hmm matched only 59 profile positions (< 200) — a shared module, not a family assignment	0.0	35.1	35.1	1.0		6.3e-07	6.3e-07	0.0	0.012	0	59	0.708	161	TNNC1	Phocoena sinus	42100	0	Troponin C, slow skeletal and cardiac muscles
A0A8C9BN81	unassigned	none	module	ryr.hmm matched only 89 profile positions (< 200) — a shared module, not a family assignment	0.0	37.4	37.4	1.0		1.3e-07	1.3e-07	0.0	0.018	0	89	0.129	730	RANBP9	Phocoena sinus	42100	0	RAN binding protein 9
A0A8C9BPQ2	RYR	high	architecture	ryr.hmm wins by 7481.3 bits (91.0% of 8220.5) over 4866 profile positions	739.2	8220.5	7481.3	0.9101	6.9e-219	0	0	0.737	0.987	1978	4866	1.0	4871	RYR3	Phocoena sinus	42100	0	Ryanodine receptor 3
A0A8C9BUK5	unassigned	none	module	ryr.hmm matched only 54 profile positions (< 200) — a shared module, not a family assignment	0.0	41.7	41.7	1.0		6.5e-09	6.5e-09	0.0	0.011	0	54	0.312	368	CABP1	Phocoena sinus	42100	0	Calcium binding protein 1
A0A8C9C4V7	ITPR	high	architecture	itpr.hmm wins by 3614.6 bits (89.6% of 4035.0) over 2630 profile positions	4035.0	420.4	3614.6	0.8958	0	5.4e-123	0	0.98	0.26	2630	1282	0.999	2671	ITPR3	Phocoena sinus	42100	0	Inositol 1,4,5-trisphosphate receptor
A0A8C9C5G3	unassigned	none	module	ryr.hmm matched only 133 profile positions (< 200) — a shared module, not a family assignment	0.0	103.6	103.6	1.0		1.5e-27	1.5e-27	0.0	0.027	0	133	0.097	1317	RNF123	Phocoena sinus	42100	0	E3 ubiquitin-protein ligase RNF123
A0A8C9C9X6	RYR	medium	partial	ryr.hmm wins by 1560.5 bits (90.9% of 1715.9) over 1001 profile positions	155.4	1715.9	1560.5	0.9094	6.4e-43	0	0	0.215	0.203	577	1001	0.992	1006		Phocoena sinus	42100	0	Ryanodine receptor 1
A0A8C9CF03	unassigned	none	module	ryr.hmm matched only 54 profile positions (< 200) — a shared module, not a family assignment	0.0	38.5	38.5	1.0		6.1e-08	6.1e-08	0.0	0.011	0	54	0.706	160	TNNC2	Phocoena sinus	42100	0	Troponin C, skeletal muscle
A0A8C9CL67	RYR	high	architecture	ryr.hmm wins by 7724.5 bits (91.2% of 8466.1) over 4930 profile positions	741.6	8466.1	7724.5	0.9124	1.4e-219	0	0	0.739	1.0	1983	4930	1.0	4964	RYR2	Phocoena sinus	42100	0	Ryanodine receptor 2
A0A8C9CNF3	unassigned	none	module	ryr.hmm matched only 54 profile positions (< 200) — a shared module, not a family assignment	0.0	45.0	45.0	1.0		6.8e-10	6.8e-10	0.0	0.011	0	54	0.665	173	CABP5	Phocoena sinus	42100	0	Calcium binding protein 5
A0A8C9CV48	unassigned	none	module	ryr.hmm matched only 133 profile positions (< 200) — a shared module, not a family assignment	0.0	42.2	42.2	1.0		4.6e-09	4.6e-09	0.0	0.027	0	133	0.184	748	HNRNPUL2	Phocoena sinus	42100	0	Heterogeneous nuclear ribonucleoprotein U-like protein 2
A0A8C9D2F0	RYR	high	architecture	ryr.hmm wins by 7400.0 bits (91.0% of 8135.3) over 4930 profile positions	735.3	8135.3	7400.0	0.9096	1e-217	0	0	0.768	1.0	2061	4930	1.0	5040	RYR1	Panthera leo	9689	0	Ryanodine receptor 1
A0A8C9D2Y8	unassigned	none	module	ryr.hmm matched only 133 profile positions (< 200) — a shared module, not a family assignment	0.0	42.2	42.2	1.0		4.8e-09	4.8e-09	0.0	0.027	0	133	0.185	747	HNRNPUL2	Panthera leo	9689	0	Heterogeneous nuclear ribonucleoprotein U-like protein 2
A0A8C9D3T0	unassigned	none	module	ryr.hmm matched only 59 profile positions (< 200) — a shared module, not a family assignment	0.0	45.9	45.9	1.0		3.7e-10	3.7e-10	0.0	0.012	0	59	0.772	149		Panthera leo	9689	0	Calmodulin like 5
A0A8C9D4L3	unassigned	none	module	ryr.hmm matched only 138 profile positions (< 200) — a shared module, not a family assignment	0.0	75.0	75.0	1.0		6e-19	6e-19	0.0	0.028	0	138	0.236	576	RSPRY1	Panthera leo	9689	0	Ring finger and SPRY domain containing 1
A0A8C9D5G5	ITPR	high	architecture	itpr.hmm wins by 3630.7 bits (89.7% of 4048.7) over 2630 profile positions	4048.7	418.0	3630.7	0.8968	0	3e-122	0	0.98	0.26	2630	1282	0.999	2671	ITPR3	Panthera leo	9689	0	Inositol 1,4,5-trisphosphate receptor
A0A8C9D704	RYR	high	architecture	ryr.hmm wins by 7754.7 bits (91.3% of 8495.3) over 4930 profile positions	740.6	8495.3	7754.7	0.9128	2.6e-219	0	0	0.738	1.0	1981	4930	1.0	4967	RYR2	Panthera leo	9689	0	Ryanodine receptor 2
A0A8C9DKI1	ITPR	high	architecture	itpr.hmm wins by 4013.3 bits (90.4% of 4440.6) over 2636 profile positions	4440.6	427.3	4013.3	0.9038	0	4.6e-125	0	0.982	0.27	2636	1331	1.0	2736	ITPR1	Prolemur simus	1328070	0	Inositol 1,4,5-trisphosphate receptor
A0A8C9DN17	unassigned	none	module	ryr.hmm matched only 74 profile positions (< 200) — a shared module, not a family assignment	0.0	56.8	56.8	1.0		1.8e-13	1.8e-13	0.0	0.015	0	74	0.872	149	CALM1	Prolemur simus	1328070	0	Calmodulin 1
A0A8C9E3Z5	unassigned	none	module	ryr.hmm matched only 54 profile positions (< 200) — a shared module, not a family assignment	0.0	33.1	33.1	1.0		2.6e-06	2.6e-06	0.0	0.011	0	54	0.549	204	CABP2	Phocoena sinus	42100	0	Calcium binding protein 2
A0A8C9E9U4	ITPR	high	architecture	itpr.hmm wins by 4003.8 bits (90.2% of 4440.7) over 2636 profile positions	4440.7	436.9	4003.8	0.9016	0	6e-128	0	0.982	0.279	2636	1375	1.0	2757	ITPR1	Phocoena sinus	42100	0	Inositol 1,4,5-trisphosphate receptor
A0A8C9E9Y7	unassigned	none	module	ryr.hmm matched only 138 profile positions (< 200) — a shared module, not a family assignment	0.0	75.0	75.0	1.0		6.2e-19	6.2e-19	0.0	0.028	0	138	0.234	576	RSPRY1	Phocoena sinus	42100	0	Ring finger and SPRY domain containing 1
A0A8C9EA05	unassigned	none	module	ryr.hmm matched only 94 profile positions (< 200) — a shared module, not a family assignment	0.0	35.5	35.5	1.0		4.7e-07	4.7e-07	0.0	0.019	0	94	0.158	620	RANBP10	Phocoena sinus	42100	0	RAN binding protein 10
A0A8C9EJ80	unassigned	none	module	ryr.hmm matched only 133 profile positions (< 200) — a shared module, not a family assignment	0.0	32.9	32.9	1.0		3e-06	3e-06	0.0	0.027	0	133	0.201	668		Pavo cristatus	9049	0	Set1/Ash2 histone methyltransferase complex subunit ASH2
A0A8C9EKN4	unassigned	none	module	ryr.hmm matched only 54 profile positions (< 200) — a shared module, not a family assignment	0.0	50.4	50.4	1.0		1.6e-11	1.6e-11	0.0	0.011	0	54	0.752	149		Pavo cristatus	9049	0	EF-hand domain-containing protein
A0A8C9EXR9	unassigned	none	module	ryr.hmm matched only 138 profile positions (< 200) — a shared module, not a family assignment	0.0	104.0	104.0	1.0		1.1e-27	1.1e-27	0.0	0.028	0	138	0.109	1226		Pavo cristatus	9049	0	E3 ubiquitin-protein ligase RNF123
A0A8C9EZW7	ITPR	high	architecture	itpr.hmm wins by 3652.4 bits (89.8% of 4065.5) over 2633 profile positions	4065.5	413.1	3652.4	0.8984	0	8.7e-121	0	0.981	0.271	2633	1336	1.0	2664		Pavo cristatus	9049	0	Inositol 1,4,5-trisphosphate receptor
A0A8C9F2M1	unassigned	none	module	ryr.hmm matched only 89 profile positions (< 200) — a shared module, not a family assignment	0.0	56.0	56.0	1.0		3.3e-13	3.3e-13	0.0	0.018	0	89	0.15	574		Pavo cristatus	9049	0	ATP-dependent RNA helicase
A0A8C9F550	ITPR	high	architecture	itpr.hmm wins by 2254.7 bits (90.6% of 2488.9) over 1820 profile positions	2488.9	234.2	2254.7	0.9059	0	6.8e-67	0	0.678	0.166	1820	818	0.918	1979		Pavo cristatus	9049	0	Inositol 1,4,5-trisphosphate receptor
A0A8C9F6N2	unassigned	none	module	ryr.hmm matched only 74 profile positions (< 200) — a shared module, not a family assignment	0.0	52.9	52.9	1.0		2.8e-12	2.8e-12	0.0	0.015	0	74	0.422	308		Pavo cristatus	9049	0	Calmodulin 1
A0A8C9FD91	unassigned	none	module	ryr.hmm matched only 54 profile positions (< 200) — a shared module, not a family assignment	0.0	38.9	38.9	1.0		4.6e-08	4.6e-08	0.0	0.011	0	54	0.631	176		Pavo cristatus	9049	0	Calcium binding protein 1
A0A8C9FGE7	unassigned	none	module	ryr.hmm matched only 153 profile positions (< 200) — a shared module, not a family assignment	0.0	208.1	208.1	1.0		4.8e-59	4.8e-59	0.0	0.031	0	153	0.844	179		Pavo cristatus	9049	0	Uncharacterized protein
A0A8C9FJA2	RYR	high	architecture	ryr.hmm wins by 3461.2 bits (93.8% of 3691.2) over 2810 profile positions	230.0	3691.2	3461.2	0.9377	2.2e-65	0	0	0.466	0.57	1251	2810	0.88	3142		Pavo cristatus	9049	0	Ryanodine receptor 3
A0A8C9FKP9	unassigned	none	module	ryr.hmm matched only 59 profile positions (< 200) — a shared module, not a family assignment	0.0	45.9	45.9	1.0		3.6e-10	3.6e-10	0.0	0.012	0	59	0.772	149		Pavo cristatus	9049	0	EF-hand domain-containing protein
A0A8C9FND1	RYR	medium	partial	ryr.hmm wins by 723.3 bits (87.7% of 824.7) over 567 profile positions	101.4	824.7	723.3	0.877	1.2e-26	8.9e-245	8.9e-245	0.174	0.115	467	567	0.932	577		Pavo cristatus	9049	0	MIR domain-containing protein
A0A8C9G432	unassigned	none	module	ryr.hmm matched only 59 profile positions (< 200) — a shared module, not a family assignment	0.0	35.2	35.2	1.0		6e-07	6e-07	0.0	0.012	0	59	0.708	161		Pavo cristatus	9049	0	Troponin C, slow skeletal and cardiac muscles
A0A8C9G8A6	unassigned	none	module	ryr.hmm matched only 54 profile positions (< 200) — a shared module, not a family assignment	0.0	42.6	42.6	1.0		3.6e-09	3.6e-09	0.0	0.011	0	54	0.38	303	CABP1	Piliocolobus tephrosceles	591936	0	Calcium binding protein 1
A0A8C9G8N4	unassigned	none	module	ryr.hmm matched only 74 profile positions (< 200) — a shared module, not a family assignment	0.0	53.0	53.0	1.0		2.5e-12	2.5e-12	0.0	0.015	0	74	0.844	154		Pavo cristatus	9049	0	EF-hand domain-containing protein
A0A8C9GJ57	unassigned	none	module	ryr.hmm matched only 133 profile positions (< 200) — a shared module, not a family assignment	0.0	103.4	103.4	1.0		1.7e-27	1.7e-27	0.0	0.027	0	133	0.097	1314	RNF123	Piliocolobus tephrosceles	591936	0	E3 ubiquitin-protein ligase RNF123
A0A8C9GL96	RYR	high	architecture	ryr.hmm wins by 7366.0 bits (91.0% of 8095.0) over 4920 profile positions	729.0	8095.0	7366.0	0.9099	8e-216	0	0	0.775	0.998	2080	4920	0.999	5019	RYR1	Piliocolobus tephrosceles	591936	0	Ryanodine receptor 1
A0A8C9H4Y8	unassigned	none	module	ryr.hmm matched only 74 profile positions (< 200) — a shared module, not a family assignment	0.0	47.9	47.9	1.0		8.8e-11	8.8e-11	0.0	0.015	0	74	0.879	149	LOC111553144	Piliocolobus tephrosceles	591936	0	EF-hand calcium-binding domain-containing protein 11
A0A8C9H6D9	unassigned	none	module	ryr.hmm matched only 133 profile positions (< 200) — a shared module, not a family assignment	0.0	42.6	42.6	1.0		3.5e-09	3.5e-09	0.0	0.027	0	133	0.183	747	HNRNPUL2	Piliocolobus tephrosceles	591936	0	Heterogeneous nuclear ribonucleoprotein U-like protein 2
A0A8C9H816	unassigned	none	module	ryr.hmm matched only 74 profile positions (< 200) — a shared module, not a family assignment	0.0	51.9	51.9	1.0		5.6e-12	5.6e-12	0.0	0.015	0	74	0.34	382		Piliocolobus tephrosceles	591936	0	EF-hand calcium-binding domain-containing protein 11
A0A8C9HHE3	unassigned	none	module	ryr.hmm matched only 64 profile positions (< 200) — a shared module, not a family assignment	0.0	55.9	55.9	1.0		3.4e-13	3.4e-13	0.0	0.013	0	64	0.819	149	CALML3	Piliocolobus tephrosceles	591936	0	Calmodulin-like protein 3
A0A8C9HHP8	unassigned	none	module	ryr.hmm matched only 123 profile positions (< 200) — a shared module, not a family assignment	0.0	49.9	49.9	1.0		2.2e-11	2.2e-11	0.0	0.025	0	123	0.157	740	DDX1	Piliocolobus tephrosceles	591936	0	ATP-dependent RNA helicase
A0A8C9HIS4	unassigned	none	module	ryr.hmm matched only 74 profile positions (< 200) — a shared module, not a family assignment	0.0	59.7	59.7	1.0		2.6e-14	2.6e-14	0.0	0.015	0	74	0.798	178		Piliocolobus tephrosceles	591936	0	EF-hand calcium-binding domain-containing protein 11
A0A8C9HJ85	unassigned	none	module	ryr.hmm matched only 54 profile positions (< 200) — a shared module, not a family assignment	0.0	47.1	47.1	1.0		1.6e-10	1.6e-10	0.0	0.011	0	54	0.774	146	CALML5	Piliocolobus tephrosceles	591936	0	Calmodulin like 5
A0A8C9HKP6	RYR	high	architecture	ryr.hmm wins by 7553.2 bits (91.0% of 8300.0) over 4861 profile positions	746.8	8300.0	7553.2	0.91	3.6e-221	0	0	0.702	0.986	1884	4861	1.0	4873	RYR3	Piliocolobus tephrosceles	591936	0	Ryanodine receptor 3
A0A8C9HPD4	unassigned	none	module	ryr.hmm matched only 54 profile positions (< 200) — a shared module, not a family assignment	0.0	42.2	42.2	1.0		4.8e-09	4.8e-09	0.0	0.011	0	54	0.706	160	TNNC2	Piliocolobus tephrosceles	591936	0	Troponin C, skeletal muscle
A0A8C9HR53	ITPR	medium	partial	itpr.hmm wins by 803.1 bits (87.7% of 916.1) over 572 profile positions	916.1	113.0	803.1	0.8767	3.3e-272	2.1e-30	3.3e-272	0.213	0.1	572	493	0.957	576		Piliocolobus tephrosceles	591936	0	Inositol 1,4,5-trisphosphate receptor
A0A8C9HYK8	unassigned	none	module	ryr.hmm matched only 138 profile positions (< 200) — a shared module, not a family assignment	0.0	74.8	74.8	1.0		7e-19	7e-19	0.0	0.028	0	138	0.236	576	RSPRY1	Piliocolobus tephrosceles	591936	0	Ring finger and SPRY domain containing 1
A0A8C9IBY4	ITPR	high	architecture	itpr.hmm wins by 3827.2 bits (89.5% of 4274.7) over 2630 profile positions	4274.7	447.5	3827.2	0.8953	0	3.9e-131	0	0.98	0.246	2630	1213	0.998	2700	ITPR2	Piliocolobus tephrosceles	591936	0	Inositol 1,4,5-trisphosphate receptor
A0A8C9IC75	unassigned	none	module	ryr.hmm matched only 54 profile positions (< 200) — a shared module, not a family assignment	0.0	40.9	40.9	1.0		1.2e-08	1.2e-08	0.0	0.011	0	54	0.681	163	CABP2	Piliocolobus tephrosceles	591936	0	Calcium binding protein 2
A0A8C9ICU6	unassigned	none	module	ryr.hmm matched only 54 profile positions (< 200) — a shared module, not a family assignment	0.0	31.8	31.8	1.0		6.3e-06	6.3e-06	0.0	0.011	0	54	0.411	275	CABP4	Piliocolobus tephrosceles	591936	0	Calcium-binding protein 4
A0A8C9IGE2	unassigned	none	module	ryr.hmm matched only 84 profile positions (< 200) — a shared module, not a family assignment	0.0	32.3	32.3	1.0		4.4e-06	4.4e-06	0.0	0.017	0	84	0.137	628	ASH2L	Piliocolobus tephrosceles	591936	0	Set1/Ash2 histone methyltransferase complex subunit ASH2
A0A8C9ITP7	unassigned	none	module	ryr.hmm matched only 74 profile positions (< 200) — a shared module, not a family assignment	0.0	56.8	56.8	1.0		1.8e-13	1.8e-13	0.0	0.015	0	74	0.872	149	CALM2	Piliocolobus tephrosceles	591936	0	Calmodulin 2
A0A8C9IUI4	unassigned	none	module	ryr.hmm matched only 59 profile positions (< 200) — a shared module, not a family assignment	0.0	35.4	35.4	1.0		5.1e-07	5.1e-07	0.0	0.012	0	59	0.708	161	TNNC1	Piliocolobus tephrosceles	591936	0	Troponin C, slow skeletal and cardiac muscles
A0A8C9IWG5	RYR	high	architecture	ryr.hmm wins by 7777.0 bits (91.3% of 8515.6) over 4930 profile positions	738.6	8515.6	7777.0	0.9133	1e-218	0	0	0.734	1.0	1970	4930	1.0	4967	RYR2	Piliocolobus tephrosceles	591936	0	Ryanodine receptor 2
A0A8C9J209	unassigned	none	module	ryr.hmm matched only 54 profile positions (< 200) — a shared module, not a family assignment	0.0	46.8	46.8	1.0		1.9e-10	1.9e-10	0.0	0.011	0	54	0.665	173		Panthera tigris altaica	74533	0	Calcium binding protein 5
A0A8C9J4S0	ITPR	high	architecture	itpr.hmm wins by 3497.0 bits (89.7% of 3897.1) over 2606 profile positions	3897.1	400.1	3497.0	0.8973	0	6.9e-117	0	0.971	0.234	2606	1154	0.992	2644		Panthera tigris altaica	74533	0	Inositol 1,4,5-trisphosphate receptor
A0A8C9JC59	unassigned	none	module	ryr.hmm matched only 59 profile positions (< 200) — a shared module, not a family assignment	0.0	49.2	49.2	1.0		3.7e-11	3.7e-11	0.0	0.012	0	59	0.765	149		Panthera tigris altaica	74533	0	Calmodulin like 5
A0A8C9JRY3	unassigned	none	module	ryr.hmm matched only 74 profile positions (< 200) — a shared module, not a family assignment	0.0	56.8	56.8	1.0		1.9e-13	1.9e-13	0.0	0.015	0	74	0.867	150		Panthera tigris altaica	74533	0	Calmodulin 2
A0A8C9JSN9	unassigned	none	module	ryr.hmm matched only 54 profile positions (< 200) — a shared module, not a family assignment	0.0	44.0	44.0	1.0		1.4e-09	1.4e-09	0.0	0.011	0	54	0.507	227		Panthera tigris altaica	74533	0	EF-hand domain-containing protein
A0A8C9JT91	ITPR	high	architecture	itpr.hmm wins by 4001.6 bits (90.2% of 4435.7) over 2636 profile positions	4435.7	434.1	4001.6	0.9021	0	4e-127	0	0.982	0.302	2636	1489	1.0	2757		Panthera tigris altaica	74533	0	Inositol 1,4,5-trisphosphate receptor
A0A8C9JTP5	ITPR	high	architecture	itpr.hmm wins by 3757.3 bits (89.4% of 4203.5) over 2601 profile positions	4203.5	446.2	3757.3	0.8939	0	9.5e-131	0	0.969	0.246	2601	1213	0.987	2701	ITPR2	Panthera tigris altaica	74533	0	Inositol 1,4,5-trisphosphate receptor
A0A8C9JYT4	unassigned	none	module	ryr.hmm matched only 54 profile positions (< 200) — a shared module, not a family assignment	0.0	32.3	32.3	1.0		4.6e-06	4.6e-06	0.0	0.011	0	54	0.612	178		Panthera tigris altaica	74533	0	Troponin C, skeletal muscle
A0A8C9K0P9	unassigned	none	module	ryr.hmm matched only 84 profile positions (< 200) — a shared module, not a family assignment	0.0	33.3	33.3	1.0		2.3e-06	2.3e-06	0.0	0.017	0	84	0.137	628		Panthera tigris altaica	74533	0	Set1/Ash2 histone methyltransferase complex subunit ASH2
A0A8C9K760	unassigned	none	module	ryr.hmm matched only 54 profile positions (< 200) — a shared module, not a family assignment	0.0	37.6	37.6	1.0		1.1e-07	1.1e-07	0.0	0.011	0	54	0.544	204		Panthera tigris altaica	74533	0	Calcium binding protein 2
A0A8C9KFR6	unassigned	none	module	ryr.hmm matched only 128 profile positions (< 200) — a shared module, not a family assignment	0.0	38.0	38.0	1.0		8.4e-08	8.4e-08	0.0	0.026	0	128	0.206	620		Panthera tigris altaica	74533	0	RAN binding protein 10
A0A8C9KG71	RYR	high	architecture	ryr.hmm wins by 6384.7 bits (91.6% of 6971.7) over 4279 profile positions	587.0	6971.7	6384.7	0.9158	5.3e-173	0	0	0.48	0.868	1288	4279	0.936	4578	RYR1	Panthera tigris altaica	74533	0	Ryanodine receptor 1
A0A8C9KHE2	unassigned	none	module	ryr.hmm matched only 113 profile positions (< 200) — a shared module, not a family assignment	0.0	81.2	81.2	1.0		8.6e-21	8.6e-21	0.0	0.023	0	113	0.142	761		Panthera tigris altaica	74533	0	B30.2/SPRY domain-containing protein
A0A8C9KIT9	unassigned	none	module	ryr.hmm matched only 59 profile positions (< 200) — a shared module, not a family assignment	0.0	35.5	35.5	1.0		5e-07	5e-07	0.0	0.012	0	59	0.708	161	TNNC1	Panthera tigris altaica	74533	0	Troponin C, slow skeletal and cardiac muscles
A0A8C9KMY7	unassigned	none	module	ryr.hmm matched only 54 profile positions (< 200) — a shared module, not a family assignment	0.0	37.8	37.8	1.0		9.9e-08	9.9e-08	0.0	0.011	0	54	0.669	169		Panthera tigris altaica	74533	0	EF-hand calcium-binding domain-containing protein 11
A0A8C9KSI1	unassigned	none	module	ryr.hmm matched only 138 profile positions (< 200) — a shared module, not a family assignment	0.0	74.7	74.7	1.0		7.7e-19	7.7e-19	0.0	0.028	0	138	0.237	575		Panthera tigris altaica	74533	0	Ring finger and SPRY domain containing 1
A0A8C9KVP7	unassigned	none	module	ryr.hmm matched only 74 profile positions (< 200) — a shared module, not a family assignment	0.0	56.8	56.8	1.0		1.8e-13	1.8e-13	0.0	0.015	0	74	0.872	149	CALM1	Phocoena sinus	42100	0	Calmodulin 1
A0A8C9KW20	unassigned	none	module	ryr.hmm matched only 94 profile positions (< 200) — a shared module, not a family assignment	0.0	37.3	37.3	1.0		1.4e-07	1.4e-07	0.0	0.019	0	94	0.176	540	RANBP9	Serinus canaria	9135	0	RAN binding protein 9
A0A8C9L384	unassigned	none	module	ryr.hmm matched only 54 profile positions (< 200) — a shared module, not a family assignment	0.0	42.2	42.2	1.0		4.7e-09	4.7e-09	0.0	0.011	0	54	0.681	166		Pavo cristatus	9049	0	Troponin C, skeletal muscle
A0A8C9L422	unassigned	none	module	ryr.hmm matched only 59 profile positions (< 200) — a shared module, not a family assignment	0.0	35.2	35.2	1.0		6e-07	6e-07	0.0	0.012	0	59	0.708	161	TNNC1	Serinus canaria	9135	0	Troponin C, slow skeletal and cardiac muscles
A0A8C9L727	ITPR	high	architecture	itpr.hmm wins by 3702.6 bits (90.8% of 4076.2) over 2507 profile positions	4076.2	373.6	3702.6	0.9083	0	7e-109	0	0.934	0.26	2507	1282	0.994	2611		Pavo cristatus	9049	0	Inositol 1,4,5-trisphosphate receptor
A0A8C9L9G1	unassigned	none	module	itpr.hmm matched only 166 profile positions (< 200) — a shared module, not a family assignment	269.2	0.0	269.2	1.0	3.3e-77		3.3e-77	0.062	0.0	166	0	0.839	193		Pavo cristatus	9049	0	Inositol 1,4,5-trisphosphate receptor
A0A8C9LBB0	unassigned	none	module	ryr.hmm matched only 54 profile positions (< 200) — a shared module, not a family assignment	0.0	31.6	31.6	1.0		7.2e-06	7.2e-06	0.0	0.011	0	54	0.386	285		Pavo cristatus	9049	0	Calcium binding protein 4
A0A8C9LED5	unassigned	none	module	ryr.hmm matched only 138 profile positions (< 200) — a shared module, not a family assignment	0.0	76.0	76.0	1.0		3e-19	3e-19	0.0	0.028	0	138	0.314	430		Pavo cristatus	9049	0	Ring finger and SPRY domain containing 1
A0A8C9LMZ6	unassigned	none	module	ryr.hmm matched only 128 profile positions (< 200) — a shared module, not a family assignment	0.0	37.2	37.2	1.0		1.5e-07	1.5e-07	0.0	0.026	0	128	0.182	704		Piliocolobus tephrosceles	591936	0	RAN binding protein 10
A0A8C9LUF2	ITPR	medium	partial	itpr.hmm wins by 518.4 bits (69.8% of 743.1) over 424 profile positions	743.1	224.7	518.4	0.6976	4.6e-220	4.8e-64	4.6e-220	0.158	0.049	424	242	0.937	492		Piliocolobus tephrosceles	591936	0	Ion transport domain-containing protein
A0A8C9LXH2	ITPR	high	architecture	itpr.hmm wins by 4006.0 bits (90.2% of 4441.6) over 2636 profile positions	4441.6	435.6	4006.0	0.9019	0	1.4e-127	0	0.982	0.302	2636	1489	1.0	2758	ITPR1	Piliocolobus tephrosceles	591936	0	Inositol 1,4,5-trisphosphate receptor
A0A8C9M0D2	unassigned	none	module	ryr.hmm matched only 54 profile positions (< 200) — a shared module, not a family assignment	0.0	46.9	46.9	1.0		1.7e-10	1.7e-10	0.0	0.011	0	54	0.665	173	CABP5	Piliocolobus tephrosceles	591936	0	Calcium binding protein 5
A0A8C9M2R6	unassigned	none	module	ryr.hmm matched only 54 profile positions (< 200) — a shared module, not a family assignment	0.0	47.0	47.0	1.0		1.7e-10	1.7e-10	0.0	0.011	0	54	0.758	149		Panthera tigris altaica	74533	0	Calmodulin like 3
A0A8C9M3V0	unassigned	none	module	ryr.hmm matched only 123 profile positions (< 200) — a shared module, not a family assignment	0.0	50.5	50.5	1.0		1.5e-11	1.5e-11	0.0	0.025	0	123	0.158	740		Panthera tigris altaica	74533	0	ATP-dependent RNA helicase
A0A8C9M524	RYR	high	architecture	ryr.hmm wins by 7654.5 bits (91.2% of 8394.2) over 4910 profile positions	739.7	8394.2	7654.5	0.9119	4.8e-219	0	0	0.708	0.996	1900	4910	1.0	4941		Panthera tigris altaica	74533	0	Ryanodine receptor 2
A0A8C9MB33	RYR	high	architecture	ryr.hmm wins by 7332.0 bits (91.2% of 8034.8) over 4812 profile positions	702.8	8034.8	7332.0	0.9125	6.5e-208	0	0	0.735	0.976	1973	4812	0.997	4813		Panthera tigris altaica	74533	0	Ryanodine receptor 3
A0A8C9MBF7	unassigned	none	module	ryr.hmm matched only 133 profile positions (< 200) — a shared module, not a family assignment	0.0	42.8	42.8	1.0		3e-09	3e-09	0.0	0.027	0	133	0.19	727	HNRNPUL2	Panthera tigris altaica	74533	0	Heterogeneous nuclear ribonucleoprotein U like 2
A0A8C9MKX5	unassigned	none	module	ryr.hmm matched only 54 profile positions (< 200) — a shared module, not a family assignment	0.0	45.1	45.1	1.0		6e-10	6e-10	0.0	0.011	0	54	0.525	219	CABP1	Serinus canaria	9135	0	Calcium binding protein 1
A0A8C9MT34	unassigned	none	module	ryr.hmm matched only 138 profile positions (< 200) — a shared module, not a family assignment	0.0	75.2	75.2	1.0		5.4e-19	5.4e-19	0.0	0.028	0	138	0.235	575	RSPRY1	Serinus canaria	9135	0	Ring finger and SPRY domain containing 1
A0A8C9N0J5	RYR	high	architecture	ryr.hmm wins by 7509.4 bits (91.1% of 8243.2) over 4822 profile positions	733.8	8243.2	7509.4	0.911	2.9e-217	0	0	0.763	0.978	2048	4822	0.997	4857	RYR2	Serinus canaria	9135	0	Ryanodine receptor 2
A0A8C9N226	unassigned	none	module	ryr.hmm matched only 74 profile positions (< 200) — a shared module, not a family assignment	0.0	58.0	58.0	1.0		8.3e-14	8.3e-14	0.0	0.015	0	74	0.744	180	CALM1	Serinus canaria	9135	0	Calmodulin 1
