upid	organism	taxid	group	kingdom	phylum	class	order	n_itpr	accession	protein_count	seq_length	n_pi_plc	n_plc_x	n_plc_y	plc_status	core_n_ref	core_n_covered	core_coverage	core_identity	pore_n_ref	pore_n_covered	pore_coverage	pore_identity	delta_core_minus_pore	in_test	drop_reason
UP001064048	Choristoneura fumiferana (Spruce budworm moth) (Archips fumiferana)	7141	metazoa_nonvert	Metazoa	Arthropoda	Insecta	Lepidoptera	1	A0ACC0JPF5	22898	595	3	3	3	present	304	0	0.0		238	0	0.0			False	core coverage below 0.5
UP001105220	Anopheles coluzzii (African malaria mosquito)	1518534	metazoa_nonvert	Metazoa	Arthropoda	Insecta	Diptera	1	A0A6E8VQ97	14043	2924	4	4	4	present	304	293	0.9638	0.5597	238	238	1.0	0.6092	-0.0495	True	
UP001152562	Pieris brassicae (White butterfly) (Large white butterfly)	7116	metazoa_nonvert	Metazoa	Arthropoda	Insecta	Lepidoptera	1	A0A9P0TPV2	16176	2712	4	5	4	present	304	287	0.9441	0.561	238	237	0.9958	0.5907	-0.0297	True	
UP001152747	Caenorhabditis angaria	860376	metazoa_nonvert	Metazoa	Nematoda	Chromadorea	Rhabditida	1	A0A9P1IMW4	19291	2903	6	6	6	present	304	301	0.9901	0.4252	238	237	0.9958	0.4895	-0.0643	True	
UP001152759	Bemisia tabaci (Sweetpotato whitefly) (Aleurodes tabaci)	7038	metazoa_nonvert	Metazoa	Arthropoda	Insecta	Hemiptera	1	A0A9P0F100	16554	2733	4	4	4	present	304	288	0.9474	0.625	238	238	1.0	0.6261	-0.0011	True	
UP001152798	Nezara viridula (Southern green stink bug) (Cimex viridulus)	85310	metazoa_nonvert	Metazoa	Arthropoda	Insecta	Hemiptera	1	A0A9P0H4A7	19915	2712	2	3	3	present	304	294	0.9671	0.6122	238	238	1.0	0.6303	-0.0181	True	
UP001152799	Ceutorhynchus assimilis (cabbage seed weevil)	467358	metazoa_nonvert	Metazoa	Arthropoda	Insecta	Coleoptera	1	A0A9N9M9D7	15296	2713	4	4	4	present	304	287	0.9441	0.5889	238	238	1.0	0.6176	-0.0287	True	
UP001152888	Acanthoscelides obtectus (Bean weevil) (Bruchus obtectus)	200917	metazoa_nonvert	Metazoa	Arthropoda	Insecta	Coleoptera	4	A0A9P0L5L2	56839	672	4	4	4	present	304	153	0.5033	0.5621	238	0	0.0			False	pore coverage below 0.5
UP001153148	Timema podura (Walking stick)	61482	metazoa_nonvert	Metazoa	Arthropoda	Insecta	Phasmatodea	2	A0ABN7NDZ0	16641	2089	3	7	5	present	304	153	0.5033	0.5817	238	0	0.0			False	pore coverage below 0.5
UP001153292	Chilo suppressalis (Asiatic rice borer moth)	168631	metazoa_nonvert	Metazoa	Arthropoda	Insecta	Lepidoptera	1	A0ABN8BA09	12895	2707	2	3	3	present	304	284	0.9342	0.5704	238	236	0.9916	0.5847	-0.0143	True	
UP001153321	Spodoptera littoralis (Egyptian cotton leafworm)	7109	metazoa_nonvert	Metazoa	Arthropoda	Insecta	Lepidoptera	1	A0A9P0I9F3	13280	2725	4	4	4	present	304	284	0.9342	0.5669	238	237	0.9958	0.5612	0.0057	True	
UP001153620	Chironomus riparius	315576	metazoa_nonvert	Metazoa	Arthropoda	Insecta	Diptera	2	A0A9N9WYD0	16483	2709	4	4	4	present	304	281	0.9243	0.5907	238	238	1.0	0.6345	-0.0438	True	
UP001153636	Psylliodes chrysocephalus	3402493	metazoa_nonvert	Metazoa	Arthropoda	Insecta	Coleoptera	1	A0A9P0CRU2	17451	2729	4	4	4	present	304	296	0.9737	0.5507	238	238	1.0	0.605	-0.0543	True	
UP001153709	Diabrotica balteata (Banded cucumber beetle)	107213	metazoa_nonvert	Metazoa	Arthropoda	Insecta	Coleoptera	1	A0A9N9SRZ5	15880	2737	3	5	3	present	304	297	0.977	0.5556	238	238	1.0	0.6261	-0.0705	True	
UP001153712	Phyllotreta striolata (Striped flea beetle) (Crioceris striolata)	444603	metazoa_nonvert	Metazoa	Arthropoda	Insecta	Coleoptera	1	A0A9N9TF60	12162	2746	4	4	4	present	304	294	0.9671	0.5578	238	235	0.9874	0.6085	-0.0507	True	
UP001153714	Diatraea saccharalis (sugarcane borer)	40085	metazoa_nonvert	Metazoa	Arthropoda	Insecta	Lepidoptera	1	A0A9P0G179	16115	2654	3	3	3	present	304	287	0.9441	0.5714	238	238	1.0	0.5672	0.0042	True	
UP001153737	Phaedon cochleariae (Mustard beetle)	80249	metazoa_nonvert	Metazoa	Arthropoda	Insecta	Coleoptera	1	A0A9P0GR02	13351	2740	4	4	4	present	304	294	0.9671	0.5612	238	238	1.0	0.6176	-0.0564	True	
UP001153954	Euphydryas editha (Edith's checkerspot)	104508	metazoa_nonvert	Metazoa	Arthropoda	Insecta	Lepidoptera	1	A0AAU9UHG9	25698	2709	4	4	4	present	304	291	0.9572	0.5601	238	235	0.9874	0.6	-0.0399	True	
UP001154078	Brassicogethes aeneus (Rape pollen beetle) (Meligethes aeneus)	1431903	metazoa_nonvert	Metazoa	Arthropoda	Insecta	Coleoptera	1	A0A9P0FLM4	15965	2758	4	4	4	present	304	301	0.9901	0.5282	238	238	1.0	0.6092	-0.081	True	
UP001154114	Chrysodeixis includens (Soybean looper) (Pseudoplusia includens)	689277	metazoa_nonvert	Metazoa	Arthropoda	Insecta	Lepidoptera	1	A0A9P0FTX1	14731	2710	4	4	4	present	304	287	0.9441	0.5714	238	237	0.9958	0.557	0.0144	True	
UP001154329	Aphis gossypii (Cotton aphid)	80765	metazoa_nonvert	Metazoa	Arthropoda	Insecta	Hemiptera	1	A0A9P0J6M3	15271	3832	4	4	4	present	304	293	0.9638	0.6041	238	237	0.9958	0.6414	-0.0373	True	
UP001158576	Oikopleura dioica (Tunicate)	34765	metazoa_nonvert	Metazoa	Chordata	Appendicularia	Copelata	1	A0ABN7SZC1	18603	3013	5	7	6	present	304	263	0.8651	0.4715	238	228	0.958	0.557	-0.0855	True	
UP001159042	Exocentrus adspersus	1586481	metazoa_nonvert	Metazoa	Arthropoda	Insecta	Coleoptera	1	A0AAV8WC50	16827	2641	4	5	5	present	304	206	0.6776	0.5583	238	238	1.0	0.6092	-0.0509	True	
UP001159405	Porites lobata	104759	metazoa_nonvert	Metazoa	Cnidaria	Anthozoa	Scleractinia	1	A0ABN8N199	42611	2717	7	7	8	present	304	290	0.9539	0.669	238	238	1.0	0.6261	0.0429	True	
UP001159427	Porites evermanni	104178	metazoa_nonvert	Metazoa	Cnidaria	Anthozoa	Scleractinia	1	A0ABN8M8W6	39801	2697	9	10	9	present	304	268	0.8816	0.6306	238	238	1.0	0.6261	0.0045	True	
UP001159428	Pocillopora meandrina	46732	metazoa_nonvert	Metazoa	Cnidaria	Anthozoa	Scleractinia	2	A0AAU9WTU5	31944	1546	7	9	7	present	304	290	0.9539	0.6621	238	0	0.0			False	pore coverage below 0.5
UP001160148	Macrosiphum euphorbiae (potato aphid)	13131	metazoa_nonvert	Metazoa	Arthropoda	Insecta	Hemiptera	1	A0AAV0WNE1	33432	3832	3	4	4	present	304	293	0.9638	0.6075	238	238	1.0	0.6387	-0.0312	True	
UP001162156	Rhamnusium bicolor	1586634	metazoa_nonvert	Metazoa	Arthropoda	Insecta	Coleoptera	1	A0AAV8XDB8	19372	274	0	1	0	absent	304	0	0.0		238	0	0.0			False	core coverage below 0.5
UP001162162	Aromia moschata	1265417	metazoa_nonvert	Metazoa	Arthropoda	Insecta	Coleoptera	2	A0AAV8YWH4	22090	209	3	4	4	present	304	0	0.0		238	126	0.5294	0.7222		False	core coverage below 0.5
UP001162164	Molorchus minor	1323400	metazoa_nonvert	Metazoa	Arthropoda	Insecta	Coleoptera	1	A0ABQ9K8B6	18551	2571	3	4	4	present	304	269	0.8849	0.5576	238	207	0.8697	0.6184	-0.0608	True	
UP001162480	Octopus vulgaris (Common octopus)	6645	metazoa_nonvert	Metazoa	Mollusca	Cephalopoda	Octopoda	5	A0AA36EXV5	29931	2723	5	8	6	present	304	292	0.9605	0.6062	238	238	1.0	0.6345	-0.0283	True	
UP001163046	Desmophyllum pertusum	174260	metazoa_nonvert	Metazoa	Cnidaria	Anthozoa	Scleractinia	4	A0A9X0CLQ1	37379	1769	4	7	9	present	304	7	0.023	0.4286	238	238	1.0	0.6303		False	core coverage below 0.5
UP001164746	Mya arenaria (Soft-shell clam)	6604	metazoa_nonvert	Metazoa	Mollusca	Bivalvia	Myida	8	A0ABY7EXB8	37840	2647	4	6	4	present	304	203	0.6678	0.2611	238	185	0.7773	0.3568	-0.0957	True	
UP001165289	Oopsacas minuta	111878	metazoa_nonvert	Metazoa	Porifera	Hexactinellida	Lyssacinosida	2	A0AAV7JYY9	16257	2633	5	6	5	present	304	295	0.9704	0.3831	238	238	1.0	0.437	-0.0539	True	
UP001165740	Biomphalaria glabrata (Bloodfluke planorb) (Freshwater snail)	6526	metazoa_nonvert	Metazoa	Mollusca	Gastropoda		3	A0A9W3A335	35507	2773	7	7	7	present	304	293	0.9638	0.5802	238	238	1.0	0.6092	-0.029	True	
UP001168821	Zophobas morio	2755281	metazoa_nonvert	Metazoa	Arthropoda	Insecta	Coleoptera	1	A0AA38HMA3	29607	2757	4	5	5	present	304	294	0.9671	0.568	238	237	0.9958	0.616	-0.048	True	
UP001168972	Microctonus hyperodae (Parasitoid wasp)	165561	metazoa_nonvert	Metazoa	Arthropoda	Insecta	Hymenoptera	1	A0AA39FGH5	12896	2785	5	5	5	present	304	292	0.9605	0.6062	238	238	1.0	0.6176	-0.0114	True	
UP001168990	Microctonus aethiopoides	144406	metazoa_nonvert	Metazoa	Arthropoda	Insecta	Hymenoptera	1	A0AA39FR95	13908	2785	4	7	5	present	304	292	0.9605	0.6062	238	238	1.0	0.6176	-0.0114	True	
UP001174909	Geodia barretti (Barrett's horny sponge)	519541	metazoa_nonvert	Metazoa	Porifera	Demospongiae	Tetractinellida	3	A0AA35SDG5	60916	915	2	3	2	present	304	289	0.9507	0.4637	238	0	0.0			False	pore coverage below 0.5
UP001175271	Steinernema hermaphroditum	289476	metazoa_nonvert	Metazoa	Nematoda	Chromadorea	Rhabditida	1	A0AA39LKA4	36137	2871	9	9	9	present	304	304	1.0	0.4079	238	238	1.0	0.5042	-0.0963	True	
UP001176961	Cylicocyclus nassatus (Nematode worm)	53992	metazoa_nonvert	Metazoa	Nematoda	Chromadorea	Rhabditida	1	A0AA36GZ85	22417	2898	5	5	5	present	304	300	0.9868	0.4367	238	234	0.9832	0.4957	-0.059	True	
UP001177023	Mesorhabditis spiculigera	96644	metazoa_nonvert	Metazoa	Nematoda	Chromadorea	Rhabditida	3	A0AA36D5Z0	26039	2058	10	10	10	present	304	0	0.0		238	225	0.9454	0.5289		False	core coverage below 0.5
UP001177670	Melipona bicolor	60889	metazoa_nonvert	Metazoa	Arthropoda	Insecta	Hymenoptera	1	A0AA40G5S4	21279	2663	5	5	5	present	304	291	0.9572	0.6117	238	238	1.0	0.6176	-0.0059	True	
UP001186944	Pinctada imbricata (Atlantic pearl-oyster) (Pinctada martensii)	66713	metazoa_nonvert	Metazoa	Mollusca	Bivalvia	Pterioida	6	A0AA88YKG5	25352	2561	5	7	6	present	304	252	0.8289	0.5913	238	238	1.0	0.5966	-0.0053	True	
UP001187531	Artemia franciscana (Brine shrimp) (Artemia sanfranciscana)	6661	metazoa_nonvert	Metazoa	Arthropoda	Branchiopoda	Anostraca	2	A0AA88L6A2	23911	2618	8	15	11	present	304	292	0.9605	0.4555	238	238	1.0	0.5168	-0.0613	True	
UP001195483	Potamilus streckersoni	2493646	metazoa_nonvert	Metazoa	Mollusca	Bivalvia	Unionida	7	A0AAE0RS76	36954	2698	6	6	6	present	304	292	0.9605	0.6164	238	238	1.0	0.6303	-0.0139	True	
UP001200034	Drosophila rubida	30044	metazoa_nonvert	Metazoa	Arthropoda	Insecta	Diptera	1	A0AAD4PHT2	11829	2873	3	3	3	present	304	304	1.0	0.5395	238	238	1.0	0.6261	-0.0866	True	
UP001201812	Ditylenchus destructor	166010	metazoa_nonvert	Metazoa	Nematoda	Chromadorea	Rhabditida	1	A0AAD4MIP4	21174	3043	8	8	9	present	304	293	0.9638	0.4676	238	234	0.9832	0.5085	-0.0409	True	
UP001208570	Paralvinella palmiformis	53620	metazoa_nonvert	Metazoa	Annelida	Polychaeta	Terebellida	12	A0AAD9J7D1	24621	2757	5	7	7	present	304	293	0.9638	0.6075	238	238	1.0	0.6176	-0.0101	True	
UP001209878	Ridgeia piscesae (Tubeworm)	27915	metazoa_nonvert	Metazoa	Annelida	Polychaeta	Sabellida	9	A0AAD9KPF5	30930	2619	4	7	6	present	304	292	0.9605	0.5342	238	238	1.0	0.6471	-0.1129	True	
UP001217089	Tegillarca granosa (Malaysian cockle) (Anadara granosa)	220873	metazoa_nonvert	Metazoa	Mollusca	Bivalvia	Arcoida	10	A0ABQ9ED00	24806	1276	6	7	7	present	304	289	0.9507	0.609	238	0	0.0			False	pore coverage below 0.5
UP001219518	Frankliniella fusca	407009	metazoa_nonvert	Metazoa	Arthropoda	Insecta	Thysanoptera	1	A0AAE1LT79	25147	2730	8	8	8	present	304	291	0.9572	0.5911	238	238	1.0	0.563	0.0281	True	
UP001231649	Mythimna loreyi	667449	metazoa_nonvert	Metazoa	Arthropoda	Insecta	Lepidoptera	1	A0ACC2Q698	16857	2704	4	4	4	present	304	284	0.9342	0.5669	238	237	0.9958	0.557	0.0099	True	
UP001233172	Biomphalaria pfeifferi (Bloodfluke planorb) (Freshwater snail)	112525	metazoa_nonvert	Metazoa	Mollusca	Gastropoda		3	A0AAD8F3D8	30570	2723	1	5	5	present	304	293	0.9638	0.5802	238	238	1.0	0.6092	-0.029	True	
UP001233999	Diploptera punctata (Pacific beetle cockroach)	6984	metazoa_nonvert	Metazoa	Arthropoda	Insecta	Blattodea	3	A0AAD8E318	28315	892	3	4	5	present	304	9	0.0296	0.7778	238	238	1.0	0.6261		False	core coverage below 0.5
UP001234178	Daphnia magna	35525	metazoa_nonvert	Metazoa	Arthropoda	Branchiopoda	Diplostraca	1	A0ABR0AJA5	32367	2851	9	9	10	present	304	293	0.9638	0.6041	238	238	1.0	0.6092	-0.0051	True	
UP001235939	Cordylochernes scorpioides	51811	metazoa_nonvert	Metazoa	Arthropoda	Arachnida	Pseudoscorpiones	1	A0ABY6KAY1	24935	5183	1	3	4	present	304	234	0.7697	0.5897	238	174	0.7311	0.2931	0.2966	True	
UP001239111	Eretmocerus hayati	131215	metazoa_nonvert	Metazoa	Arthropoda	Insecta	Hymenoptera	1	A0ACC2PB19	24463	2710	3	4	3	present	304	291	0.9572	0.6048	238	238	1.0	0.6008	0.004	True	
UP001249851	Acropora cervicornis (Staghorn coral)	6130	metazoa_nonvert	Metazoa	Cnidaria	Anthozoa	Scleractinia	1	A0AAD9QVF6	27986	2331	5	6	7	present	304	219	0.7204	0.6484	238	185	0.7773	0.6919	-0.0435	True	
UP001258017	Odynerus spinipes	1348599	metazoa_nonvert	Metazoa	Arthropoda	Insecta	Hymenoptera	1	A0AAD9VX40	14696	2773	5	5	5	present	304	291	0.9572	0.6186	238	238	1.0	0.6261	-0.0075	True	
UP001286313	Petrolisthes cinctipes (Flat porcelain crab)	88211	metazoa_nonvert	Metazoa	Arthropoda	Malacostraca	Decapoda	1	A0AAE1K5Z4	45198	3048	6	6	7	present	304	293	0.9638	0.5768	238	232	0.9748	0.6379	-0.0611	True	
UP001292079	Schistosoma mekongi (Parasitic worm)	38744	metazoa_nonvert	Metazoa	Platyhelminthes	Trematoda	Strigeidida	1	A0AAE2D5K1	9068	2892	2	2	2	present	304	291	0.9572	0.3608	238	231	0.9706	0.4762	-0.1154	True	
UP001292094	Petrolisthes manimaculis	1843537	metazoa_nonvert	Metazoa	Arthropoda	Malacostraca	Decapoda	8	A0AAE1Q838	41106	2191	5	5	5	present	304	4	0.0132	0.75	238	237	0.9958	0.6076		False	core coverage below 0.5
UP001303046	Necator americanus (Human hookworm)	51031	metazoa_nonvert	Metazoa	Nematoda	Chromadorea	Rhabditida	1	A0ABR1DII6	41575	2915	5	5	5	present	304	301	0.9901	0.4352	238	238	1.0	0.4748	-0.0396	True	
UP001307889	Nesidiocoris tenuis	355587	metazoa_nonvert	Metazoa	Arthropoda	Insecta	Hemiptera	1	A0ABN7AHF9	16182	1807	3	4	4	present	304	0	0.0		238	238	1.0	0.6218		False	core coverage below 0.5
UP001314205	Parnassius mnemosyne (clouded apollo)	213953	metazoa_nonvert	Metazoa	Arthropoda	Insecta	Lepidoptera	1	A0AAV1LM52	25482	4718	4	5	4	present	304	294	0.9671	0.5544	238	235	0.9874	0.5064	0.048	True	
UP001321473	Amblyomma americanum (Lone star tick)	6943	metazoa_nonvert	Metazoa	Arthropoda	Arachnida	Ixodida	3	A0AAQ4EUV6	33540	1518	4	6	5	present	304	290	0.9539	0.6103	238	0	0.0			False	pore coverage below 0.5
UP001328107	Pristionchus mayeri	1317129	metazoa_nonvert	Metazoa	Nematoda	Chromadorea	Rhabditida	2	A0AAN5CS19	32572	2895	6	6	6	present	304	298	0.9803	0.4362	238	236	0.9916	0.5042	-0.068	True	
UP001331761	Trichostrongylus colubriformis (Black scour worm)	6319	metazoa_nonvert	Metazoa	Nematoda	Chromadorea	Rhabditida	4	A0AAN8EN39	22279	691	6	8	8	present	304	3	0.0099	1.0	238	188	0.7899	0.5532		False	core coverage below 0.5
UP001347796	Patella caerulea (Rayed Mediterranean limpet)	87958	metazoa_nonvert	Metazoa	Mollusca	Gastropoda		4	A0AAN8PQX2	28822	2701	6	8	6	present	304	292	0.9605	0.6164	238	237	0.9958	0.616	0.0004	True	
UP001353858	Aquatica leii	1421715	metazoa_nonvert	Metazoa	Arthropoda	Insecta	Coleoptera	1	A0AAN7S606	16446	2723	4	4	4	present	304	295	0.9704	0.5898	238	238	1.0	0.6134	-0.0236	True	
UP001359485	Polyplax serrata (Common mouse louse)	468196	metazoa_nonvert	Metazoa	Arthropoda	Insecta	Psocodea	1	A0ABR1B9V7	13864	2701	2	4	3	present	304	291	0.9572	0.5945	238	234	0.9832	0.6068	-0.0123	True	
UP001367676	Parthenolecanium corni	536013	metazoa_nonvert	Metazoa	Arthropoda	Insecta	Hemiptera	2	A0AAN9TX74	14559	2743	4	5	5	present	304	293	0.9638	0.6109	238	236	0.9916	0.5847	0.0262	True	
UP001374579	Littorina saxatilis	31220	metazoa_nonvert	Metazoa	Mollusca	Gastropoda	Littorinimorpha	2	A0AAN9BAK1	28814	2744	3	4	4	present	304	292	0.9605	0.5685	238	238	1.0	0.6345	-0.066	True	
UP001378592	Gryllus longicercus	2509291	metazoa_nonvert	Metazoa	Arthropoda	Insecta	Orthoptera	1	A0AAN9W1H0	18922	2735	6	6	6	present	304	293	0.9638	0.587	238	238	1.0	0.6303	-0.0433	True	
UP001381693	Halocaridina rubra (Hawaiian red shrimp)	373956	metazoa_nonvert	Metazoa	Arthropoda	Malacostraca	Decapoda	2	A0AAN8XQG7	25261	1399	2	5	4	present	304	291	0.9572	0.5567	238	0	0.0			False	pore coverage below 0.5
UP001430953	Cardiocondyla obscurior	286306	metazoa_nonvert	Metazoa	Arthropoda	Insecta	Hymenoptera	1	A0AAW2GTP8	36213	2808	5	5	5	present	304	291	0.9572	0.5876	238	238	1.0	0.6218	-0.0342	True	
UP001431783	Henosepilachna vigintioctopunctata	420089	metazoa_nonvert	Metazoa	Arthropoda	Insecta	Coleoptera	1	A0AAW1V2D9	23681	2750	4	4	4	present	304	294	0.9671	0.5816	238	237	0.9958	0.5992	-0.0176	True	
UP001432027	Pristionchus entomophagus	358040	metazoa_nonvert	Metazoa	Nematoda	Chromadorea	Rhabditida	1	A0AAV5TRG8	30008	2885	6	8	6	present	304	292	0.9605	0.4247	238	238	1.0	0.5	-0.0753	True	
UP001432146	Tetragonisca angustula	166442	metazoa_nonvert	Metazoa	Arthropoda	Insecta	Hymenoptera	1	A0AAW0ZST9	17407	2812	5	5	5	present	304	291	0.9572	0.6117	238	238	1.0	0.6218	-0.0101	True	
UP001432322	Pristionchus fissidentatus	1538716	metazoa_nonvert	Metazoa	Nematoda	Chromadorea	Rhabditida	2	A0AAV5W545	28245	1888	6	6	6	present	304	302	0.9934	0.4172	238	4	0.0168	0.5		False	pore coverage below 0.5
UP001445076	Cherax quadricarinatus (Australian red claw crayfish)	27406	metazoa_nonvert	Metazoa	Arthropoda	Malacostraca	Decapoda	2	A0AAW0XY89	31051	1797	4	4	5	present	304	0	0.0		238	238	1.0	0.6008		False	core coverage below 0.5
UP001458880	Popillia japonica (Japanese beetle)	7064	metazoa_nonvert	Metazoa	Arthropoda	Insecta	Coleoptera	1	A0AAW1N9J3	35961	2726	3	4	4	present	304	288	0.9474	0.5833	238	238	1.0	0.6008	-0.0175	True	
UP001461498	Rhynocoris fuscipes	488301	metazoa_nonvert	Metazoa	Arthropoda	Insecta	Hemiptera	1	A0AAW1CLZ8	15700	292	2	3	3	present	304	22	0.0724	0.8182	238	0	0.0			False	core coverage below 0.5
UP001487740	Scylla paramamosain (Mud crab)	85552	metazoa_nonvert	Metazoa	Arthropoda	Malacostraca	Decapoda	1	A0AAW0TKI5	30388	2817	5	5	5	present	304	304	1.0	0.5625	238	238	1.0	0.605	-0.0425	True	
UP001497382	Larinioides sclopetarius	280406	metazoa_nonvert	Metazoa	Arthropoda	Arachnida	Araneae	1	A0AAV2AIN0	40304	2815	9	10	10	present	304	292	0.9605	0.6233	238	238	1.0	0.6387	-0.0154	True	
UP001497472	Leptosia nina	320188	metazoa_nonvert	Metazoa	Arthropoda	Insecta	Lepidoptera	1	A0AAV1JCG6	16432	2819	4	5	4	present	304	287	0.9441	0.5714	238	238	1.0	0.584	-0.0126	True	
UP001497497	Lymnaea stagnalis (Great pond snail) (Helix stagnalis)	6523	metazoa_nonvert	Metazoa	Mollusca	Gastropoda		5	A0AAV2IEK8	22445	2753	6	10	9	present	304	293	0.9638	0.5734	238	238	1.0	0.6134	-0.04	True	
UP001497535	Meloidogyne enterolobii (Root-knot nematode worm) (Meloidogyne mayaguensis)	390850	metazoa_nonvert	Metazoa	Nematoda	Chromadorea	Rhabditida	7	A0ACB0ZYK3	45048	3101	11	17	14	present	304	261	0.8586	0.4368	238	234	0.9832	0.5299	-0.0931	True	
UP001497623	Meganyctiphanes norvegica (Northern krill) (Thysanopoda norvegica)	48144	metazoa_nonvert	Metazoa	Arthropoda	Malacostraca	Euphausiacea	4	A0AAV2QT47	41975	887	7	13	9	present	304	304	1.0	0.5559	238	0	0.0			False	pore coverage below 0.5
UP001497644	Lasius platythorax	488582	metazoa_nonvert	Metazoa	Arthropoda	Insecta	Hymenoptera	1	A0AAV2N4X5	17870	2796	4	4	4	present	304	291	0.9572	0.5945	238	238	1.0	0.6387	-0.0442	True	
UP001500889	Drosophila madeirensis (Fruit fly)	30013	metazoa_nonvert	Metazoa	Arthropoda	Insecta	Diptera	1	A0AAU9F4B9	17869	2868	3	3	3	present	304	302	0.9934	0.5497	238	238	1.0	0.6261	-0.0764	True	
UP001516400	Cryptolaemus montrouzieri	559131	metazoa_nonvert	Metazoa	Arthropoda	Insecta	Coleoptera	1	A0ABD2PGD6	25106	2711	5	5	5	present	304	294	0.9671	0.5816	238	238	1.0	0.605	-0.0234	True	
UP001519460	Batillaria attramentaria	370345	metazoa_nonvert	Metazoa	Mollusca	Gastropoda		7	A0ABD0KB16	40206	2400	5	6	6	present	304	292	0.9605	0.5788	238	183	0.7689	0.6995	-0.1207	True	
UP001549920	Loxostege sticticalis (Beet webworm moth)	481309	metazoa_nonvert	Metazoa	Arthropoda	Insecta	Lepidoptera	1	A0ABR3H490	19850	2718	3	3	4	present	304	284	0.9342	0.5669	238	238	1.0	0.5714	-0.0045	True	
UP001558632	Trichinella spiralis (Trichina worm)	6334	metazoa_nonvert	Metazoa	Nematoda	Enoplea	Trichinellida	1	A0ABR3KSV1	12252	2616	5	5	5	present	304	284	0.9342	0.4366	238	206	0.8655	0.3835	0.0531	True	
UP001558652	Ranatra chinensis	642074	metazoa_nonvert	Metazoa	Arthropoda	Insecta	Hemiptera	2	A0ABD0YFK1	14301	1723	3	4	4	present	304	0	0.0		238	161	0.6765	0.5093		False	core coverage below 0.5
UP001562425	Culex pipiens pipiens (Northern house mosquito)	38569	metazoa_nonvert	Metazoa	Arthropoda	Insecta	Diptera	1	A0ABD1DU12	20262	2917	2	3	3	present	304	293	0.9638	0.5631	238	238	1.0	0.605	-0.0419	True	
UP001566132	Hypothenemus hampei (Coffee berry borer)	57062	metazoa_nonvert	Metazoa	Arthropoda	Insecta	Coleoptera	1	A0ABD1EEW5	18281	2707	3	4	4	present	304	285	0.9375	0.5825	238	238	1.0	0.6218	-0.0393	True	
UP001607302	Vespula squamosa (Southern yellow jacket) (Wasp)	30214	metazoa_nonvert	Metazoa	Arthropoda	Insecta	Hymenoptera	1	A0ABD2A0Z0	18658	2817	5	5	5	present	304	291	0.9572	0.6048	238	238	1.0	0.6176	-0.0128	True	
UP001607303	Vespula maculifrons (Eastern yellow jacket) (Wasp)	7453	metazoa_nonvert	Metazoa	Arthropoda	Insecta	Hymenoptera	2	A0ABD2CGI1	21080	1734	5	5	5	present	304	291	0.9572	0.6048	238	0	0.0			False	pore coverage below 0.5
UP001608902	Gnathostoma spinigerum	75299	metazoa_nonvert	Metazoa	Nematoda	Chromadorea	Rhabditida	2	A0ABD6EEE9	11854	1188	4	5	8	present	304	303	0.9967	0.396	238	0	0.0			False	pore coverage below 0.5
UP001620626	Heterodera trifolii	157864	metazoa_nonvert	Metazoa	Nematoda	Chromadorea	Rhabditida	2	A0ABD2LXH7	37880	3127	6	6	7	present	304	296	0.9737	0.4257	238	234	0.9832	0.5385	-0.1128	True	
UP001620645	Heterodera schachtii (Sugarbeet cyst nematode worm) (Tylenchus schachtii)	97005	metazoa_nonvert	Metazoa	Nematoda	Chromadorea	Rhabditida	1	A0ABD2IY74	17674	3099	5	5	5	present	304	296	0.9737	0.4257	238	234	0.9832	0.5385	-0.1128	True	
UP001626550	Cichlidogyrus casuarinus	1844966	metazoa_nonvert	Metazoa	Platyhelminthes	Monogenea	Dactylogyridea	3	A0ABD2QGU4	14453	239	0	5	5	absent	304	8	0.0263	0.5	238	77	0.3235	0.4675		False	core coverage below 0.5
UP001627154	Trichogramma kaykai	54128	metazoa_nonvert	Metazoa	Arthropoda	Insecta	Hymenoptera	1	A0ABD2XM03	24487	2790	5	5	5	present	304	286	0.9408	0.6154	238	238	1.0	0.5882	0.0272	True	
UP001634394	Sinanodonta woodiana (Chinese pond mussel) (Anodonta woodiana)	1069815	metazoa_nonvert	Metazoa	Mollusca	Bivalvia	Unionida	8	A0ABD3UWE3	44962	1695	6	6	6	present	304	292	0.9605	0.613	238	9	0.0378	0.5556		False	pore coverage below 0.5
UP001642483	Clavelina lepadiformis (Light-bulb sea squirt) (Ascidia lepadiformis)	159417	metazoa_nonvert	Metazoa	Chordata	Ascidiacea	Aplousobranchia	1	A0ABP0G8H4	25263	2836	7	7	7	present	304	303	0.9967	0.6007	238	237	0.9958	0.5992	0.0015	True	
UP001642520	Xylocopa violacea (Violet carpenter bee) (Apis violacea)	135666	metazoa_nonvert	Metazoa	Arthropoda	Insecta	Hymenoptera	1	A0ABP1N676	19738	2798	5	5	5	present	304	288	0.9474	0.6146	238	238	1.0	0.6092	0.0054	True	
UP001642540	Orchesella dallaii	48710	metazoa_nonvert	Metazoa	Arthropoda	Collembola	Entomobryomorpha	1	A0ABP1R053	33789	2683	9	9	9	present	304	301	0.9901	0.4219	238	233	0.979	0.5665	-0.1446	True	
