group	upid	organism	taxid	protein_count	n_plc_x_only_domain	n_plc_y_only_domain	n_pi_plc	plc_status
viridiplantae	UP000030689	Eutrema salsugineum (Saltwater cress) (Sisymbrium salsugineum)	72664	28426	8	8	8	present
viridiplantae	UP000030711	Eucalyptus grandis (Flooded gum)	71139	43828	9	8	8	present
viridiplantae	UP000030748	Erythranthe guttata (Yellow monkey flower) (Mimulus guttatus)	4155	28716	7	6	6	present
viridiplantae	UP000032141	Brassica oleracea var. oleracea	109376	58535	14	14	14	present
viridiplantae	UP000032180	Leersia perrieri	77586	36779	5	4	4	present
viridiplantae	UP000032304	Gossypium raimondii (Peruvian cotton) (Gossypium klotzschianum subsp. raimondii)	29730	66638	11	9	9	present
viridiplantae	UP000035740	Beta vulgaris subsp. vulgaris (Beet)	3555	7837	1	0	0	absent
viridiplantae	UP000036987	Zostera marina (Eelgrass)	29655	20559	10	10	10	present
viridiplantae	UP000054498	Monoraphidium neglectum	145388	16738	0	0	0	absent
viridiplantae	UP000054558	Klebsormidium nitens (Green alga) (Ulothrix nitens)	105231	16251	4	4	4	present
viridiplantae	UP000075243	Cajanus cajan (Pigeon pea) (Cajanus indicus)	3821	22983	2	1	1	present
viridiplantae	UP000075714	Gonium pectorale (Green alga)	33097	16291	3	3	3	present
viridiplantae	UP000077202	Marchantia polymorpha subsp. ruderalis	1480154	17951	2	2	2	present
viridiplantae	UP000077755	Daucus carota subsp. sativus (Carrot)	79200	35531	12	9	9	present
viridiplantae	UP000087171	Cicer arietinum (Chickpea) (Garbanzo)	3827	30850	9	7	7	present
viridiplantae	UP000087766	Vigna radiata var. radiata (Mung bean) (Phaseolus aureus)	3916	35038	9	7	7	present
viridiplantae	UP000091857	Manihot esculenta (Cassava) (Jatropha manihot)	3983	54841	8	7	7	present
viridiplantae	UP000095767	Dichanthelium oligosanthes	888268	26451	4	3	3	present
viridiplantae	UP000187203	Corchorus olitorius	93759	35596	5	4	4	present
viridiplantae	UP000187406	Cephalotus follicularis (Albany pitcher plant)	3775	36460	5	5	4	present
viridiplantae	UP000188268	Corchorus capsularis (Jute)	210143	29210	6	5	5	present
viridiplantae	UP000188354	Lupinus angustifolius (Narrow-leaved blue lupine)	3871	31106	12	10	10	present
viridiplantae	UP000189701	Nicotiana sylvestris (Wood tobacco) (South American tobacco)	4096	51864	8	7	7	present
viridiplantae	UP000189703	Nelumbo nucifera (Sacred lotus)	4432	31582	5	3	3	present
viridiplantae	UP000195402	Macleaya cordata (Five-seeded plume-poppy) (Bocconia cordata)	56857	21782	6	5	5	present
viridiplantae	UP000198341	Bathycoccus prasinos	41875	7886	1	1	1	present
viridiplantae	UP000228380	Phoenix dactylifera (Date palm)	42345	39393	6	6	6	present
viridiplantae	UP000230069	Aquilegia coerulea (Rocky mountain columbine)	218851	37079	5	4	4	present
viridiplantae	UP000231279	Handroanthus impetiginosus	429701	29726	9	9	8	present
viridiplantae	UP000232323	Chlamydomonas eustigma	1157962	14139	2	2	2	present
viridiplantae	UP000233551	Punica granatum (Pomegranate)	22663	50426	7	4	3	present
viridiplantae	UP000233837	Dendrobium catenatum	906689	28690	2	2	2	present
viridiplantae	UP000235220	Juglans regia (English walnut)	51240	38419	7	6	6	present
viridiplantae	UP000236161	Apostasia shenzhenica	1088818	21679	2	2	2	present
viridiplantae	UP000236333	Tetrabaena socialis	47790	14193	1	0	0	absent
viridiplantae	UP000236630	Citrus unshiu (Satsuma mandarin) (Citrus nobilis var. unshiu)	55188	16791	1	0	0	absent
viridiplantae	UP000237000	Trema orientale (Charcoal tree) (Celtis orientalis)	63057	35879	5	4	4	present
viridiplantae	UP000237105	Parasponia andersonii (Sponia andersonii)	3476	37260	5	4	4	present
viridiplantae	UP000237347	Quercus suber (Cork oak)	58331	36427	5	4	3	present
viridiplantae	UP000239649	Micractinium conductrix	554055	9815	0	0	0	absent
viridiplantae	UP000239899	Chlorella sorokiniana (Freshwater green alga)	3076	10201	0	0	0	absent
viridiplantae	UP000242715	Trifolium subterraneum (Subterranean clover)	3900	36727	10	8	7	present
viridiplantae	UP000243459	Asparagus officinalis (Garden asparagus)	4686	24059	5	5	5	present
viridiplantae	UP000243975	Cynara cardunculus var. scolymus (Globe artichoke) (Cynara scolymus)	59895	26515	10	7	7	present
viridiplantae	UP000244005	Marchantia polymorpha (Common liverwort) (Marchantia aquatica)	3197	22017	2	2	2	present
viridiplantae	UP000244336	Panicum hallii var. hallii	1504633	38607	5	5	5	present
viridiplantae	UP000245207	Artemisia annua (Sweet wormwood)	35608	65652	17	10	10	present
viridiplantae	UP000247498	Raphidocelis subcapitata	307507	13347	0	0	0	absent
viridiplantae	UP000249390	Cuscuta australis	267555	18107	5	4	4	present
viridiplantae	UP000250321	Prunus yedoensis var. nudiflora	2094558	40375	9	6	6	present
viridiplantae	UP000256970	Tetradesmus obliquus (Green alga) (Acutodesmus obliquus)	3088	18631	0	0	0	absent
viridiplantae	UP000257109	Mucuna pruriens (Velvet bean) (Dolichos pruriens)	157652	56010	8	5	5	present
viridiplantae	UP000265515	Chara braunii (Braun's stonewort)	69332	35576	3	3	2	present
viridiplantae	UP000266723	Brassica cretica (Mustard)	69181	62924	10	9	8	present
viridiplantae	UP000283530	Cinnamomum micranthum f. kanehirae	337451	26485	4	3	2	present
viridiplantae	UP000291084	Vigna angularis var. angularis	157739	30270	9	7	7	present
viridiplantae	UP000295252	Coffea canephora (Robusta coffee)	49390	25484	5	4	4	present
viridiplantae	UP000298416	Salvia splendens (Scarlet sage)	180675	55398	17	14	14	present
viridiplantae	UP000298652	Setaria viridis (Green bristlegrass) (Setaria italica subsp. viridis)	4556	46692	5	5	5	present
viridiplantae	UP000306102	Camellia sinensis var. sinensis (China tea)	542762	30132	7	6	5	present
viridiplantae	UP000309997	Populus alba (White poplar)	43335	33925	7	5	4	present
viridiplantae	UP000315295	Malus baccata (Siberian crab apple) (Pyrus baccata)	106549	45583	12	7	7	present
viridiplantae	UP000316621	Papaver somniferum (Opium poppy)	3469	41429	10	7	7	present
viridiplantae	UP000316726	Chloropicon primus	1764295	8712	0	0	0	absent
viridiplantae	UP000322667	Gossypium tomentosum (Hawaiian cotton) (Gossypium sandvicense)	34277	96138	21	18	18	present
viridiplantae	UP000323506	Gossypium darwinii (Darwin's cotton) (Gossypium barbadense var. darwinii)	34276	87738	22	18	18	present
viridiplantae	UP000323597	Gossypium mustelinum (Cotton) (Gossypium caicoense)	34275	91116	21	17	17	present
viridiplantae	UP000324705	Triticum turgidum subsp. durum (Durum wheat) (Triticum durum)	4567	188219	10	8	8	present
viridiplantae	UP000325081	Striga asiatica (Asiatic witchweed) (Buchnera asiatica)	4170	33322	5	5	4	present
viridiplantae	UP000325315	Gossypium australe	47621	38202	6	5	5	present
viridiplantae	UP000325577	Nyssa sinensis	561372	36198	9	8	8	present
viridiplantae	UP000327013	Carpinus fangiana	176857	28539	5	4	4	present
viridiplantae	UP000327439	Gossypium barbadense (Sea Island cotton) (Hibiscus barbadensis)	3634	91238	22	18	16	present
viridiplantae	UP000428333	Rhododendron williamsianum	262921	21355	6	4	4	present
viridiplantae	UP000436088	Hibiscus syriacus (Rose of Sharon)	106335	82544	21	15	14	present
viridiplantae	UP000467841	Microthlaspi erraticum	1685480	45482	8	7	7	present
viridiplantae	UP000479710	Oryza meyeriana var. granulata	110450	44343	4	4	4	present
viridiplantae	UP000489600	Arabis nemorensis	586526	28762	7	7	7	present
viridiplantae	UP000501690	Vigna unguiculata (Cowpea)	3917	39604	6	4	4	present
viridiplantae	UP000504603	Momordica charantia (Bitter gourd) (Balsam pear)	3673	24041	4	4	4	present
viridiplantae	UP000504604	Sesamum indicum (Oriental sesame) (Sesamum orientale)	4182	29714	5	4	4	present
viridiplantae	UP000504607	Elaeis guineensis var. tenera (Oil palm)	51953	39177	7	7	7	present
viridiplantae	UP000504608	Cucurbita maxima (Pumpkin) (Winter squash)	3661	34507	6	6	6	present
viridiplantae	UP000504609	Cucurbita moschata (Winter crookneck squash) (Cucurbita pepo var. moschata)	3662	35465	7	7	7	present
viridiplantae	UP000504610	Raphanus sativus (Radish) (Raphanus raphanistrum var. sativus)	3726	55038	17	17	17	present
viridiplantae	UP000504621	Herrania umbratica	108875	23848	6	5	5	present
viridiplantae	UP000515121	Durio zibethinus (Durian)	66656	53026	11	8	8	present
viridiplantae	UP000515123	Ananas comosus (Pineapple) (Ananas ananas)	4615	29712	4	4	4	present
viridiplantae	UP000515124	Prunus avium (Cherry) (Cerasus avium)	42229	30515	6	4	4	present
viridiplantae	UP000515151	Punica granatum (Pomegranate)	22663	30384	6	4	4	present
viridiplantae	UP000515211	Arachis duranensis (Wild peanut)	130453	38319	10	8	8	present
viridiplantae	UP000541444	Kingdonia uniflora	39325	42660	6	5	3	present
viridiplantae	UP000554482	Thalictrum thalictroides (Rue-anemone) (Anemone thalictroides)	46969	33596	5	3	3	present
viridiplantae	UP000583929	Cannabis sativa (Hemp) (Marijuana)	3483	30304	11	7	7	present
viridiplantae	UP000585474	Actinidia rufa	165716	51764	11	9	9	present
viridiplantae	UP000593560	Gossypium harknessii	34285	31133	7	6	6	present
viridiplantae	UP000593561	Gossypium davidsonii (Davidson's cotton) (Gossypium klotzschianum subsp. davidsonii)	34287	34640	8	6	6	present
viridiplantae	UP000593562	Tripterygium wilfordii (Thunder God vine)	458696	27709	2	1	1	present
viridiplantae	UP000593563	Apium graveolens (Celery)	4045	1732	1	0	0	absent
viridiplantae	UP000593564	Camellia sinensis (Tea plant) (Thea sinensis)	4442	32420	4	3	3	present
viridiplantae	UP000593568	Gossypium trilobum	34281	32727	5	3	3	present
viridiplantae	UP000593572	Gossypium lobatum	34289	30293	8	7	7	present
viridiplantae	UP000593573	Gossypium klotzschianum	34286	34667	9	4	4	present
viridiplantae	UP000593574	Gossypium laxum	34288	28436	8	6	6	present
viridiplantae	UP000593575	Gossypium armourianum	34283	25444	6	4	4	present
viridiplantae	UP000593576	Gossypium schwendimanii (Cotton)	34291	35461	8	5	5	present
viridiplantae	UP000593577	Gossypium aridum (American cotton) (Erioxylum aridum)	34290	29562	8	6	6	present
viridiplantae	UP000593579	Gossypium gossypioides (Mexican cotton) (Selera gossypioides)	34282	24870	6	4	4	present
viridiplantae	UP000594261	Quercus lobata (Valley oak)	97700	38593	5	4	4	present
viridiplantae	UP000594263	Kalanchoe fedtschenkoi (Lavender scallops) (South American air plant)	63787	38377	8	8	7	present
viridiplantae	UP000594638	Olea europaea subsp. europaea	158383	78352	8	6	5	present
viridiplantae	UP000595140	Cuscuta campestris	132261	44786	11	8	7	present
viridiplantae	UP000596660	Chenopodium quinoa (Quinoa)	63459	33949	11	9	9	present
viridiplantae	UP000596661	Cannabis sativa (Hemp) (Marijuana)	3483	32999	7	3	3	present
viridiplantae	UP000604825	Miscanthus lutarioriparius	422564	67261	12	10	10	present
viridiplantae	UP000607653	Nelumbo nucifera (Sacred lotus)	4432	31187	5	3	3	present
viridiplantae	UP000612055	Edaphochlamys debaryana	47281	20289	1	1	1	present
viridiplantae	UP000613740	Chlamydomonas schloesseri	2026947	16113	1	1	1	present
viridiplantae	UP000623129	Carex littledalei	544730	22319	4	3	3	present
viridiplantae	UP000626092	Rhododendron simsii (Sims's rhododendron)	118357	32714	8	4	4	present
viridiplantae	UP000631114	Coptis chinensis	261450	39841	10	7	5	present
viridiplantae	UP000634136	Senna tora	362788	44772	8	6	6	present
viridiplantae	UP000636709	Digitaria exilis	1010633	60043	10	8	8	present
viridiplantae	UP000650467	Chlamydomonas incerta	51695	16857	1	1	1	present
viridiplantae	UP000652761	Colocasia esculenta (Wild taro) (Arum esculentum)	4460	56262	4	3	3	present
viridiplantae	UP000653305	Phtheirospermum japonicum	374723	30147	6	5	5	present
viridiplantae	UP000655225	Tetracentron sinense (Spur-leaf)	13715	32325	5	3	3	present
viridiplantae	UP000657918	Salix dunnii	1413687	29716	5	3	3	present
viridiplantae	UP000660262	Pycnococcus provasolii	41880	11381	0	0	0	absent
viridiplantae	UP000663760	Spirodela intermedia (Intermediate duckweed)	51605	21675	3	2	2	present
viridiplantae	UP000682877	Arabidopsis arenosa (Sand rock-cress) (Cardaminopsis arenosa)	38785	23062	7	8	6	present
viridiplantae	UP000694005	Brassica campestris (Field mustard)	3711	51921	14	14	14	present
viridiplantae	UP000694853	Abrus precatorius (Indian licorice) (Glycine abrus)	3816	34846	9	8	8	present
viridiplantae	UP000694861	Prunus mume (Japanese apricot) (Armeniaca mume)	102107	26575	7	5	5	present
viridiplantae	UP000694864	Camelina sativa (False flax) (Myagrum sativum)	90675	92816	24	23	23	present
viridiplantae	UP000694918	Populus euphratica (Euphrates poplar)	75702	39850	9	8	7	present
viridiplantae	UP000694930	Solanum pennellii (Tomato) (Lycopersicon pennellii)	28526	32393	10	7	7	present
viridiplantae	UP000708148	Ostreobium quekettii	121088	10809	0	0	0	absent
viridiplantae	UP000729402	Zizania palustris (Northern wild rice)	103762	54742	5	4	4	present
viridiplantae	UP000734854	Zingiber officinale (Ginger) (Amomum zingiber)	94328	71528	13	13	12	present
viridiplantae	UP000737018	Castanea mollissima (Chinese chestnut)	60419	34261	5	4	3	present
viridiplantae	UP000747110	Volvox reticuliferus	1737510	19030	1	1	1	present
viridiplantae	UP000747399	Volvox africanus	51714	18297	1	1	1	present
viridiplantae	UP000775213	Dendrobium chrysotoxum (Orchid)	161865	24898	0	0	0	absent
viridiplantae	UP000790787	Nicotiana tabacum (Common tobacco)	4097	75390	14	12	12	present
viridiplantae	UP000796880	Rhamnella rubrinervis	2594499	27017	5	4	4	present
viridiplantae	UP000797356	Cocos nucifera (Coconut palm)	13894	27983	5	4	4	present
viridiplantae	UP000806378	Corymbia citriodora subsp. variegata	360336	37782	7	6	6	present
viridiplantae	UP000811609	Carya illinoinensis (Pecan)	32201	39561	6	6	6	present
viridiplantae	UP000813463	Spinacia oleracea (Spinach)	3562	34300	6	7	6	present
viridiplantae	UP000815325	Dunaliella salina (Green alga) (Protococcus salinus)	3046	18552	1	1	0	absent
viridiplantae	UP000818029	Gossypium hirsutum (Upland cotton) (Gossypium mexicanum)	3635	90172	20	16	16	present
viridiplantae	UP000822688	Ceratodon purpureus (Fire moss) (Dicranum purpureum)	3225	36430	9	5	5	present
viridiplantae	UP000823388	Panicum virgatum (Blackwell switchgrass)	38727	114662	9	9	8	present
viridiplantae	UP000823775	Datura stramonium (Jimsonweed) (Common thornapple)	4076	52138	9	8	7	present
viridiplantae	UP000824469	Taxus chinensis (Chinese yew) (Taxus wallichiana var. chinensis)	29808	44066	2	2	2	present
viridiplantae	UP000824732	Ricinus communis (Castor bean)	3988	28144	7	6	6	present
viridiplantae	UP000824890	Brassica napus (Rape)	3708	93609	24	23	23	present
viridiplantae	UP000825729	Aristolochia fimbriata (White veined hardy Dutchman's pipe vine)	158543	21775	2	2	2	present
viridiplantae	UP000825935	Ceratopteris richardii (Triangle waterfern)	49495	64680	8	7	7	present
viridiplantae	UP000826271	Buddleja alternifolia	168488	29139	6	6	5	present
viridiplantae	UP000826656	Solanum tuberosum (Potato)	4113	37410	9	7	7	present
viridiplantae	UP000827721	Xanthoceras sorbifolium	99658	21820	6	6	6	present
viridiplantae	UP000827889	Rhodamnia argentea	178133	32080	5	5	5	present
viridiplantae	UP000827976	Dioscorea alata (Purple yam)	55571	38602	3	3	3	present
viridiplantae	UP000828048	Vaccinium darrowii	229202	34804	6	4	4	present
viridiplantae	UP000828251	Gossypium stocksii	47602	46007	11	9	8	present
viridiplantae	UP000828922	Sphagnum magellanicum	128215	2457	0	0	0	absent
viridiplantae	UP000828941	Bauhinia variegata (Purple orchid tree) (Phanera variegata)	167791	41861	10	8	8	present
viridiplantae	UP000829196	Dendrobium nobile (Orchid)	94219	28750	2	1	1	present
viridiplantae	UP000829398	Citrus sinensis (Sweet orange) (Citrus aurantium var. sinensis)	2711	80064	7	6	6	present
viridiplantae	UP000832498	Corylus avellana (European hazel) (Corylus maxima)	13451	31309	4	3	3	present
viridiplantae	UP000834106	Fraxinus pennsylvanica	56036	35489	8	7	6	present
viridiplantae	UP000836841	Thlaspi arvense (Field penny-cress)	13288	26379	7	7	7	present
viridiplantae	UP000886595	Brassica carinata (Ethiopian mustard) (Abyssinian cabbage)	52824	95941	24	22	21	present
viridiplantae	UP001054252	Rubroshorea leprosula	152421	66944	8	7	7	present
viridiplantae	UP001054857	Astrephomene gubernaculifera	47775	13703	1	1	1	present
viridiplantae	UP001054889	Eleusine coracana subsp. coracana	191504	54886	7	7	5	present
viridiplantae	UP001055439	Musa troglodytarum (fe'i banana)	320322	69043	3	3	3	present
viridiplantae	UP001055712	Chlorella vulgaris (Green alga)	3077	11003	0	0	0	absent
viridiplantae	UP001055811	Cichorium intybus (Chicory)	13427	43721	8	8	7	present
viridiplantae	UP001056120	Smallanthus sonchifolius	185202	83389	26	24	24	present
viridiplantae	UP001060085	Catharanthus roseus (Madagascar periwinkle) (Vinca rosea)	4058	36593	4	3	3	present
viridiplantae	UP001060215	Camellia lanceoleosa	1840588	54167	10	6	6	present
viridiplantae	UP001062846	Rhododendron molle (Chinese azalea) (Azalea mollis)	49168	52425	10	5	5	present
viridiplantae	UP001140949	Iris pallida (Sweet iris)	29817	55717	9	8	8	present
viridiplantae	UP001141552	Turnera subulata	218843	29656	3	2	2	present
viridiplantae	UP001141806	Protea cynaroides	273540	33227	4	3	3	present
viridiplantae	UP001151287	Rhynchospora breviuscula	2022672	21906	4	3	3	present
viridiplantae	UP001152484	Cuscuta europaea (European dodder)	41803	29034	6	5	5	present
viridiplantae	UP001152523	Cuscuta epithymum	186058	50982	11	9	9	present
viridiplantae	UP001152561	Anisodus acutangulus	402998	38066	12	9	8	present
viridiplantae	UP001153076	Carnegiea gigantea	171969	33880	8	5	5	present
viridiplantae	UP001153555	Striga hermonthica (Purple witchweed) (Buchnera hermonthica)	68872	29515	6	5	5	present
viridiplantae	UP001154282	Linum tenue	586396	123869	9	8	8	present
viridiplantae	UP001157006	Vicia faba (Broad bean) (Faba vulgaris)	3906	36311	9	7	7	present
viridiplantae	UP001157418	Lactuca virosa	75947	42214	10	6	6	present
viridiplantae	UP001161247	Oldenlandia corymbosa var. corymbosa	529605	32307	6	4	4	present
viridiplantae	UP001162992	Diphasiastrum complanatum (Issler's clubmoss) (Lycopodium complanatum)	34168	58468	3	4	3	present
viridiplantae	UP001163603	Pistacia integerrima	434235	34064	6	4	3	present
viridiplantae	UP001164250	Pistacia atlantica	434234	33570	5	5	3	present
viridiplantae	UP001164539	Melia azedarach (Chinaberry tree)	155640	31022	6	5	5	present
viridiplantae	UP001165080	Pleodorina starrii	330485	15442	1	1	1	present
viridiplantae	UP001165090	Volvox africanus	51714	13265	1	1	1	present
viridiplantae	UP001165190	Hibiscus trionum (Flower of an hour)	183268	52015	14	12	12	present
viridiplantae	UP001168098	Vitis rotundifolia (Muscadine grape)	103349	40044	8	7	7	present
viridiplantae	UP001168877	Acer saccharum (Sugar maple)	4024	38066	8	7	7	present
viridiplantae	UP001177003	Lactuca saligna (Willowleaf lettuce)	75948	44208	11	10	10	present
viridiplantae	UP001177021	Trifolium pratense (Red clover)	57577	52142	12	8	8	present
viridiplantae	UP001177140	Papaver nudicaule (Iceland poppy)	74823	29684	4	5	4	present
viridiplantae	UP001179952	Acorus gramineus (Dwarf sweet flag)	55184	24544	6	4	4	present
viridiplantae	UP001180020	Acorus calamus (Sweet flag)	4465	45136	12	6	4	present
viridiplantae	UP001187471	Escallonia rubra	112253	30672	6	4	4	present
viridiplantae	UP001188597	Escallonia herrerae	1293975	47165	9	7	7	present
viridiplantae	UP001189122	Spirodela intermedia (Intermediate duckweed)	51605	21937	3	2	2	present
viridiplantae	UP001189624	Sphenostylis stenocarpa	92480	30727	10	6	6	present
viridiplantae	UP001190926	Perilla frutescens var. hirtella (Perilla citriodora) (Perilla setoyensis)	608512	21013	4	4	4	present
viridiplantae	UP001202328	Papaver atlanticum	357466	32465	7	6	6	present
viridiplantae	UP001205105	Chlorella ohadii	2649997	11249	0	0	0	absent
viridiplantae	UP001206925	Ambrosia artemisiifolia (Common ragweed)	4212	33735	12	11	10	present
viridiplantae	UP001210211	Rhynchospora tenuis	198213	21516	5	4	4	present
viridiplantae	UP001222027	Ensete ventricosum (Abyssinian banana) (Musa ensete)	4639	34908	7	6	6	present
viridiplantae	UP001227230	Vitis vinifera (Grape)	29760	33207	8	7	7	present
viridiplantae	UP001229421	Tagetes erecta (African marigold)	13708	35583	12	11	11	present
viridiplantae	UP001231189	Lolium multiflorum (Italian ryegrass) (Lolium perenne subsp. multiflorum)	4521	67259	4	4	4	present
viridiplantae	UP001234297	Persea americana (Avocado)	3435	42442	4	3	3	present
viridiplantae	UP001234989	Solanum verrucosum	315347	53032	9	7	7	present
viridiplantae	UP001237642	Heracleum sosnowskyi	360622	53712	14	14	13	present
viridiplantae	UP001244341	Tetradesmus obliquus (Green alga) (Acutodesmus obliquus)	3088	16114	1	1	1	present
viridiplantae	UP001255856	Prototheca wickerhamii	3111	5452	0	0	0	absent
viridiplantae	UP001279734	Nepenthes gracilis (Slender pitcher plant)	150966	33982	5	4	4	present
viridiplantae	UP001280121	Dipteronia dyeriana	168575	32504	8	5	5	present
viridiplantae	UP001281410	Dipteronia sinensis	43782	32987	7	6	6	present
viridiplantae	UP001289374	Sesamum angolense	2727404	31130	6	5	5	present
viridiplantae	UP001291623	Anisodus tanguticus	243964	44051	11	10	9	present
viridiplantae	UP001291926	Penstemon davidsonii	160366	16871	5	4	4	present
viridiplantae	UP001293254	Sesamum alatum	300844	29783	7	6	6	present
viridiplantae	UP001293593	Acacia crassicarpa (northern wattle)	499986	33784	7	7	7	present
viridiplantae	UP001311915	Solanum pinnatisectum (tansyleaf nightshade)	50273	34180	9	6	6	present
viridiplantae	UP001314170	Dovyalis caffra	77055	27325	9	7	6	present
viridiplantae	UP001314263	Coccomyxa viridis	1274662	11115	0	0	0	absent
viridiplantae	UP001318860	Rehmannia glutinosa (Chinese foxglove)	99300	49262	11	8	8	present
viridiplantae	UP001324115	Quercus rubra (Northern red oak) (Quercus borealis)	3512	40816	5	4	4	present
viridiplantae	UP001327560	Canna indica (Indian-shot)	4628	29410	7	7	7	present
viridiplantae	UP001341281	Paspalum notatum var. saurae	547442	50017	5	5	5	present
viridiplantae	UP001341840	Stylosanthes scabra	79078	121503	17	15	15	present
viridiplantae	UP001346149	Trapa natans (Water chestnut)	22666	32149	8	6	5	present
viridiplantae	UP001359559	Clitoria ternatea (Butterfly pea)	43366	26876	10	8	8	present
viridiplantae	UP001367508	Canavalia gladiata (Sword bean) (Dolichos gladiatus)	3824	34082	12	9	9	present
viridiplantae	UP001370490	Dillenia turbinata	194707	36788	8	6	6	present
viridiplantae	UP001371456	Solanum bulbocastanum (Ornamental nightshade)	147425	30396	10	7	7	present
viridiplantae	UP001372338	Crotalaria pallida (Smooth rattlebox) (Crotalaria striata)	3830	33091	10	8	8	present
viridiplantae	UP001374535	Vigna mungo (Black gram) (Phaseolus mungo)	3915	37670	10	7	7	present
viridiplantae	UP001374584	Phaseolus coccineus (Scarlet runner bean) (Phaseolus multiflorus)	3886	29253	9	7	7	present
viridiplantae	UP001386955	Psophocarpus tetragonolobus (Winged bean) (Dolichos tetragonolobus)	3891	27252	6	5	5	present
viridiplantae	UP001396334	Hibiscus sabdariffa (roselle)	183260	86344	11	9	9	present
viridiplantae	UP001408789	Deinandra increscens subsp. villosa	3103831	31785	10	9	9	present
viridiplantae	UP001412067	Platanthera guangdongensis	2320717	22280	3	2	2	present
viridiplantae	UP001415857	Liquidambar formosana (Formosan gum)	63359	27652	9	7	6	present
viridiplantae	UP001417504	Stephania japonica	461633	26629	6	4	4	present
viridiplantae	UP001418222	Platanthera zijinensis	2320716	24050	2	2	2	present
viridiplantae	UP001419268	Stephania cephalantha	152367	30910	6	5	5	present
viridiplantae	UP001420932	Stephania yunnanensis	152371	31830	6	5	5	present
viridiplantae	UP001428341	Citrus x changshan-huyou	2935761	29234	8	5	5	present
viridiplantae	UP001438707	Apatococcus lobatus	904363	12385	0	0	0	absent
viridiplantae	UP001443914	Saponaria officinalis (Common soapwort) (Lychnis saponaria)	3572	43544	12	10	10	present
viridiplantae	UP001445335	Elliptochloris bilobata	381761	9538	0	0	0	absent
viridiplantae	UP001454036	Lithospermum erythrorhizon (Purple gromwell) (Lithospermum officinale var. erythrorhizon)	34254	44024	6	6	6	present
viridiplantae	UP001457282	Rubus argutus (Southern blackberry)	59490	39955	5	4	4	present
viridiplantae	UP001459277	Lithocarpus litseifolius	425828	35004	6	5	4	present
viridiplantae	UP001465755	Symbiochloris irregularis	706552	11670	0	0	0	absent
viridiplantae	UP001472677	Hibiscus sabdariffa (roselle)	183260	78072	20	17	17	present
viridiplantae	UP001472866	Chloropicon roscoffensis	1461544	9008	0	0	0	absent
viridiplantae	UP001485043	Apatococcus fuscideae	2026836	13765	0	0	0	absent
viridiplantae	UP001489004	[Myrmecia] bisecta	41462	13410	0	0	0	absent
viridiplantae	UP001491310	Coccomyxa subellipsoidea	248742	10452	0	0	0	absent
viridiplantae	UP001497392	Coccomyxa viridis	1274662	11604	0	0	0	absent
viridiplantae	UP001497444	Sphagnum jensenii	128206	28014	5	2	2	present
viridiplantae	UP001497457	Urochloa decumbens	240449	135058	21	19	19	present
viridiplantae	UP001497480	Lupinus luteus (European yellow lupine)	3873	36009	11	10	9	present
viridiplantae	UP001497512	Sphagnum troendelagicum	128251	23964	5	3	3	present
viridiplantae	UP001497516	Linum trigynum	586398	57652	6	6	6	present
viridiplantae	UP001515500	Dioscorea cayennensis subsp. rotundata (White Guinea yam) (Dioscorea rotundata)	55577	29250	3	3	3	present
viridiplantae	UP001552299	Dendrobium thyrsiflorum (Pinecone-like raceme dendrobium) (Orchid)	117978	26289	2	2	2	present
viridiplantae	UP001558713	Cardamine amara subsp. amara	228776	36381	7	7	7	present
viridiplantae	UP001567538	Salvia divinorum (Maria pastora) (Diviner's sage)	28513	38681	11	9	8	present
viridiplantae	UP001603857	Flemingia macrophylla	520843	33069	8	7	6	present
viridiplantae	UP001604277	Forsythia ovata	205694	53950	10	8	8	present
viridiplantae	UP001604336	Abeliophyllum distichum	126358	47632	9	5	5	present
viridiplantae	UP001605036	Riccia fluitans	41844	29203	3	2	2	present
viridiplantae	UP001627284	Solanum stoloniferum	62892	52170	15	10	10	present
viridiplantae	UP001630127	Cinchona calisaya	153742	41496	9	7	7	present
viridiplantae	UP001632038	Castilleja foliolosa	1961234	42001	9	7	6	present
viridiplantae	UP001633002	Riccia sorocarpa	122646	27518	4	3	3	present
viridiplantae	UP001634007	Eucalyptus globulus (Tasmanian blue gum)	34317	38859	7	7	7	present
viridiplantae	UP001642260	Eruca vesicaria subsp. sativa (Garden rocket) (Eruca sativa)	29727	43983	16	15	15	present
viridiplantae	UP001642360	Ilex paraguariensis (yerba mate)	185542	52268	12	9	5	present
viridiplantae	UP001642487	Citrullus colocynthis (colocynth)	252529	21779	4	4	4	present
viridiplantae	UP001652600	Cucumis melo (Muskmelon)	3656	28315	4	4	4	present
viridiplantae	UP001652623	Ziziphus jujuba (Chinese jujube) (Ziziphus sativa)	326968	33708	5	4	4	present
viridiplantae	UP001652660	Coffea arabica (Arabian coffee)	13443	65866	10	8	8	present
viridiplantae	UP001658960	Chlorella vulgaris (Green alga)	3077	7514	0	0	0	absent
viridiplantae	UP001662300	Arachis hypogaea (Peanut)	3818	70887	21	16	16	present
viridiplantae	UP001667325	Prunus speciosa (Oshima cherry)	378228	29578	8	6	6	present
viridiplantae	UP001698252	Hibiscus cannabinus	229543	63399	13	12	12	present
viridiplantae	UP001701531	Micractinium tetrahymenae	2728915	13968	0	0	0	absent
