accession	organism	vclass	vorder	cell	cell_status	contig	start	end	strand	span	mp_id	bait	coverage	identity	frameshifts	stop_codons	cds_bp	contig_spans_gene	contig_n50	headroom	assembly_level	n_genes_longer	annot_max_gene_span	annot_median_gene_span	loss	best_frac_cds	sum_frac_cds	n_fragments	fragment_names	control_strength	eligible	failed_rule	mode	reasons
GCA_017639675.1	Aplochiton taeniatus	Actinopteri	Galaxiiformes	ITPR3	found_annotated	CM030174.1	17796711	17826026	+	29316	MP000068	A0A8C6KWV8|ITPR3|Nothobranchius_furzeri	1.0	0.8678	0	0	8043	True	956540	32.63	Chromosome	2313	625848	6333	0.0	1.0	1.0	1	itpr3	3	True			order_rep:Galaxiiformes
GCF_027409825.1	Scomber japonicus	Actinopteri	Scombriformes	ITPR2	found_annotated	NC_070582.1	21312625	21366334	+	53710	MP000083	A0AAX7UHL1|ITPR2|Astatotilapia_calliptera	1.0	0.8673	1	1	8065	True	4898551	91.2	Chromosome	1623	592634	7761	0.0	1.0	1.0	1	itpr2	3	True			order_rep:Scombriformes
GCF_963514005.1	Raja brachyura	Chondrichthyes	Rajiformes	ITPR1	found_annotated	NC_137376.1	32839091	33275799	+	436709	MP000005	A0A8V0ZJT0|ITPR1|Gallus_gallus|ITPR1	0.9953	0.8638	0	0	8358	True	2048057	4.69	Chromosome	360	2030282	31856	0.0	1.0	1.0	1	LOC145375361	3	False	E2		order_rep:Rajiformes
GCF_949606895.1	Notothenia rossii	Actinopteri	Perciformes	ITPR2	found_annotated	NC_136903.1	20836534	20894513	+	57980	MP000064	A0AAX7UHL1|ITPR2|Astatotilapia_calliptera	1.0	0.8634	1	0	8056	True	383412	6.61	Chromosome	2193	1042014	8813	0.0	1.0	1.0	1	itpr2	3	False	E4		order_rep:Perciformes
GCF_902150065.1	Myripristis murdjan	Actinopteri	Holocentriformes	ITPR2	found_annotated	NC_043985.1	23685652	23745053	+	59402	MP000089	A0AAX7UHL1|ITPR2|Astatotilapia_calliptera	1.0	0.8612	1	0	8108	True	14475636	243.69	Chromosome	1839	1044768	10119	0.0	1.0	1.0	1	itpr2	3	True			order_rep:Holocentriformes
GCF_965601325.1	Salmo salar	Actinopteri	Salmoniformes	ITPR3	found_annotated	NC_138305.1	81082805	81121985	+	39181	MP000167	A0A8C6KWV8|ITPR3|Nothobranchius_furzeri	1.0	0.861	0	0	8028	True	90035114	2297.93	Chromosome	8953	1296826	13167	0.0	1.0	1.0	1	LOC106572092	3	True			order_rep:Salmoniformes
GCF_900880675.2	Sparus aurata	Actinopteri	Spariformes	ITPR2	found_annotated	NC_044194.1	7364893	7432624	-	67732	MP000085	A0AAX7UHL1|ITPR2|Astatotilapia_calliptera	1.0	0.8605	1	1	8176	True	2862625	42.26	Chromosome	1518	1044539	8775	0.0	1.0	1.0	1	itpr2	3	True			order_rep:Spariformes
GCF_054491055.1	Hypomesus nipponensis	Actinopteri	Osmeriformes	ITPR3	found_annotated	NC_140378.1	6231454	6303427	+	71974	MP000084	A0A8C6KWV8|ITPR3|Nothobranchius_furzeri	1.0	0.86	0	0	7998	True	20232928	281.11	Complete Genome	597	442500	6107	0.0	1.0	1.0	1	itpr3	3	True			order_rep:Osmeriformes
GCF_900634775.2	Gouania willdenowi	Actinopteri	Blenniiformes	ITPR3	found_annotated	NC_041050.1	40257828	40328110	-	70283	MP000093	A0A8C6KWV8|ITPR3|Nothobranchius_furzeri	1.0	0.8599	5	0	8027	True	1838341	26.16	Chromosome	1571	1189405	11462	0.0	1.0	1.0	1	itpr3	3	True			order_rep:Blenniiformes
GCF_949987685.1	Ammodytes marinus	Actinopteri	Uranoscopiformes	ITPR2	found_annotated	NC_137234.1	21671803	21732297	-	60495	MP000088	A0AAX7UHL1|ITPR2|Astatotilapia_calliptera	1.0	0.8596	0	1	8088	True	2041615	33.75	Chromosome	1444	671945	9213	0.0	1.0	1.0	1	itpr2	3	True			order_rep:Uranoscopiformes
GCF_011004845.1	Esox lucius	Actinopteri	Esociformes	ITPR3	found_annotated	NC_047580.1	17917016	17950654	+	33639	MP000084	A0A8C6KWV8|ITPR3|Nothobranchius_furzeri	1.0	0.8594	0	0	8025	True	22630263	672.74	Chromosome	4048	1152720	10009	0.0	1.0	1.0	1	itpr3	3	True			order_rep:Esociformes
GCF_040054535.1	Antennarius striatus	Actinopteri	Lophiiformes	ITPR2	found_annotated	NC_090779.1	14036665	14088003	+	51339	MP000088	A0AAX7UHL1|ITPR2|Astatotilapia_calliptera	1.0	0.859	1	0	8059	True	21047747	409.98	Chromosome	1248	593489	7373	0.0	1.0	1.0	1	itpr2	3	True			order_rep:Lophiiformes
GCF_901000725.3	Takifugu rubripes	Actinopteri	Tetraodontiformes	ITPR3	found_annotated	NC_042287.1	5634625	5664918	-	30294	MP000091	A0A8C6KWV8|ITPR3|Nothobranchius_furzeri	1.0	0.8589	43	2	8169	True	3136617	103.54	Chromosome	1586	1118483	5529	0.0	1.0	1.0	1	itpr3	3	True			order_rep:Tetraodontiformes
GCF_033026475.1	Channa argus	Actinopteri	Anabantiformes	ITPR2	found_annotated	NC_090200.1	18228193	18278274	+	50082	MP000082	A0AAX7UHL1|ITPR2|Astatotilapia_calliptera	1.0	0.8588	1	0	8092	True	16561385	330.69	Chromosome	1644	628821	8273	0.0	1.0	1.0	1	itpr2	3	True			order_rep:Anabantiformes
GCF_963457635.1	Microchirus variegatus	Actinopteri	Pleuronectiformes	ITPR2	found_annotated	NC_139809.1	28750090	28851710	-	101621	MP000087	A0AAX7UHL1|ITPR2|Astatotilapia_calliptera	1.0	0.8581	1	0	8090	True	2444644	24.06	Chromosome	496	516891	7871	0.0	1.0	1.0	1	itpr2	3	True			order_rep:Pleuronectiformes
GCF_035084215.1	Heptranchias perlo	Chondrichthyes	Hexanchiformes	ITPR3	found_annotated	NC_090351.1	20139085	20401768	-	262684	MP000076	A0A4W3GWE7|ITPR3|Callorhinchus_milii	1.0	0.8577	1	0	7951	True	4905566	18.67	Chromosome	1057	2273142	31041	0.0	1.0	1.015	2	itpr3;LOC137344449	3	False	E2		order_rep:Hexanchiformes
GCF_029633865.1	Lampris incognitus	Actinopteri	Lampriformes	ITPR2	found_annotated	NC_079216.1	68682028	68840323	+	158296	MP000084	A0AAX7UHL1|ITPR2|Astatotilapia_calliptera	1.0	0.8575	1	0	8059	True	917127	5.79	Chromosome	643	1391372	14737	0.0	1.0	1.0	1	itpr2	3	False	E4		order_rep:Lampriformes
GCF_964261635.1	Lissotriton helveticus	Amphibia	Caudata	ITPR3	found_annotated	NC_136065.1	1347866960	1349534560	+	1667601	MP000015#65	A0A8J0SYK9|itpr3|Xenopus_tropicalis|ITPR3	1.0	0.857	0	0	8022	True	7795245	4.67	Chromosome	481	12633448	134953	0.0	1.0	1.0	1	ITPR3	3	False	E2		order_rep:Caudata
GCF_033807715.1	Cololabis saira	Actinopteri	Beloniformes	ITPR2	found_annotated	NC_084591.1	41157383	41227539	+	70157	MP000093	A0AAX7UHL1|ITPR2|Astatotilapia_calliptera	1.0	0.8567	1	1	8131	True	8087617	115.28	Chromosome	1948	966013	12289	0.0	1.0	1.631	2	itpr2;eea1	3	True			order_rep:Beloniformes
GCA_048569125.1	Diretmus argenteus	Actinopteri	Trachichthyiformes	ITPR2	found_annotated	CM109053.1	10558258	10611018	+	52761	MP000095	A0AAX7UHL1|ITPR2|Astatotilapia_calliptera	1.0	0.8557	1	0	8113	True	542425	10.28	Chromosome	2235	1133506	8653	0.0	1.0	1.0	1	ACN63O_005793	3	True			order_rep:Trachichthyiformes
GCF_901000725.3	Takifugu rubripes	Actinopteri	Tetraodontiformes	ITPR2	found_annotated	NC_042293.1	7118211	7154384	+	36174	MP000089	A0AAX7UHL1|ITPR2|Astatotilapia_calliptera	1.0	0.8535	0	1	8004	True	3136617	86.71	Chromosome	1219	1118483	5529	0.0	1.0	1.0	1	itpr2	3	True			order_rep:Tetraodontiformes
GCF_933228915.1	Telmatherina bonti	Actinopteri	Atheriniformes	ITPR2	found_annotated	NC_136620.1	34282695	34350436	+	67742	MP000086	A0AAX7UHL1|ITPR2|Astatotilapia_calliptera	1.0	0.8535	0	0	8079	True	1254875	18.52	Chromosome	1506	685025	10099	0.0	1.0	1.0	1	itpr2	3	True			order_rep:Atheriniformes
GCF_960531495.1	Zeus faber	Actinopteri	Zeiformes	ITPR2	found_annotated	NC_137201.1	17034431	17092729	-	58299	MP000082	A0AAX7UHL1|ITPR2|Astatotilapia_calliptera	1.0	0.8527	2	1	8139	True	1449431	24.86	Chromosome	1461	677945	9576	0.0	1.0	1.0	1	itpr2	3	True			order_rep:Zeiformes
GCF_900324485.3	Mastacembelus armatus	Actinopteri	Synbranchiformes	ITPR2	found_annotated	NC_046638.1	22711883	22760498	-	48616	MP000090	A0AAX7UHL1|ITPR2|Astatotilapia_calliptera	1.0	0.8522	2	0	8117	True	8014513	164.85	Chromosome	1485	1077549	7403	0.0	1.0	1.0	1	itpr2	3	True			order_rep:Synbranchiformes
GCF_013368585.1	Megalops cyprinoides	Actinopteri	Elopiformes	ITPR3	found_annotated	NC_050589.1	12830611	12878471	-	47861	MP000081	A0A8C6KWV8|ITPR3|Nothobranchius_furzeri	1.0	0.8507	0	0	7959	True	26850664	561.01	Chromosome	2655	618578	9736	0.0	1.0	1.0	1	itpr3	3	True			order_rep:Elopiformes
GCF_017639515.1	Carcharodon carcharias	Chondrichthyes	Lamniformes	ITPR3	found_annotated	NC_054475.1	34112173	34630545	+	518373	MP000074	A0A4W3GWE7|ITPR3|Callorhinchus_milii	1.0	0.8501	1	0	7879	True	6544962	12.63	Chromosome	447	2752121	41626	0.0	1.0	1.092	2	itpr3;LOC121282273	3	True			order_rep:Lamniformes
GCF_052327205.1	Somniosus microcephalus	Chondrichthyes	Squaliformes	ITPR1	found_annotated	NC_140997.1	147905519	148503708	+	598190	MP000032	A0ABM4F3U0|ITPR1|Apteryx_mantelli	1.0	0.8496	2	2	8260	True	1075145	1.8	Chromosome	477	3852991	39331	0.0	1.0	1.0	1	LOC147110942	3	False	E2		order_rep:Squaliformes
GCF_052327205.1	Somniosus microcephalus	Chondrichthyes	Squaliformes	ITPR3	found_annotated	NC_141004.1	41648481	42293206	+	644726	MP000057	A0A4W3GWE7|ITPR3|Callorhinchus_milii	1.0	0.8496	0	0	7968	True	1075145	1.67	Chromosome	418	3852991	39331	0.0	1.0	1.072	2	itpr3;LOC147105241	3	False	E2		order_rep:Squaliformes
GCF_036365525.1	Heterodontus francisci	Chondrichthyes	Heterodontiformes	ITPR3	found_annotated	NC_090395.1	46557596	46867514	-	309919	MP000075	A0A4W3GWE7|ITPR3|Callorhinchus_milii	1.0	0.8483	2	0	7913	True	3418954	11.03	Chromosome	1411	2863484	37462	0.0	1.0	1.0	1	itpr3	3	True			order_rep:Heterodontiformes
GCF_902148855.1	Sphaeramia orbicularis	Actinopteri	Kurtiformes	ITPR2	found_annotated	NC_043962.1	24602970	24685194	-	82225	MP000088	A0AAX7UHL1|ITPR2|Astatotilapia_calliptera	1.0	0.8477	1	0	8146	True	2360121	28.7	Chromosome	1809	1359089	12532	0.0	1.0	1.0	1	itpr2	3	True			order_rep:Kurtiformes
GCF_949987555.1	Borostomias antarcticus	Actinopteri	Stomiiformes	ITPR3	found_annotated	NC_140236.1	20384360	20599076	-	214717	MP000078	A0A8C6KWV8|ITPR3|Nothobranchius_furzeri	1.0	0.8469	0	0	8010	True	959230	4.47	Chromosome	93	605137	8048	0.0	1.0	1.0	1	itpr3	3	False	E4		order_rep:Stomiiformes
GCF_902500255.1	Thalassophryne amazonica	Actinopteri	Batrachoidiformes	ITPR2	found_annotated	NC_047110.1	78434288	78641425	+	207138	MP000090	A0AAX7UHL1|ITPR2|Astatotilapia_calliptera	1.0	0.8439	1	0	8047	True	2329598	11.25	Chromosome	1262	3434143	25043	0.0	1.0	1.0	1	itpr2	3	False	E2		order_rep:Batrachoidiformes
GCF_041902795.1	Electrophorus electricus	Actinopteri	Gymnotiformes	ITPR3	found_annotated	NC_137521.1	6463487	6486771	-	23285	MP000046	A0A8M6Z266|itpr3|Danio_rerio|ITPR3	1.0	0.8437	0	0	8001	True	22449376	964.11	Chromosome	4262	722044	8079	0.0	1.0	1.0	1	itpr3	3	True			order_rep:Gymnotiformes
GCF_029633855.1	Hoplias malabaricus	Actinopteri	Characiformes	ITPR3	found_annotated	NC_089813.1	29591815	29643783	-	51969	MP000048	A0A8M6Z266|itpr3|Danio_rerio|ITPR3	1.0	0.8435	0	0	7926	True	3626585	69.78	Chromosome	2606	1000902	10660	0.0	1.0	1.0	1	itpr3	3	True			order_rep:Characiformes
GCF_902167405.1	Gadus morhua	Actinopteri	Gadiformes	ITPR3	found_annotated	NC_044048.1	22307760	22354203	-	46444	MP000091	A0A8C6KWV8|ITPR3|Nothobranchius_furzeri	0.9978	0.8433	1	0	8044	True	1015663	21.87	Chromosome	1688	993561	8225	0.0	1.0	1.0	1	itpr3	3	True			order_rep:Gadiformes
GCF_037176945.1	Latimeria chalumnae	Coelacanthimorpha	Coelacanthiformes	ITPR2	found_annotated	NC_088145.1	35420378	35784935	-	364558	MP000008	Q14571|ITPR2|Homo_sapiens|ITPR2	1.0	0.8422	0	0	8130	True	42076942	115.42	Chromosome	498	2325549	32255	0.0	1.0	1.0	1	ITPR2	3	True			order_rep:Coelacanthiformes
GCF_902362185.1	Chanos chanos	Actinopteri	Gonorynchiformes	ITPR2	found_annotated	NC_044507.1	7209471	7278998	-	69528	MP000029	A0A8M9PQQ3|itpr2|Danio_rerio|ITPR2	1.0	0.8407	0	0	8064	True	23134051	332.73	Chromosome	670	704547	6888	0.0	1.0	1.0	1	itpr2	3	True			order_rep:Gonorynchiformes
GCF_047496885.1	Scyliorhinus torazame	Chondrichthyes	Carcharhiniformes	ITPR3	found_annotated	NC_092723.1	44162390	44987385	+	824996	MP000071	A0A4W3GWE7|ITPR3|Callorhinchus_milii	1.0	0.8405	2	0	7884	True	3187150	3.86	Chromosome	375	4064875	56051	0.0	1.0	1.0	1	itpr3	3	False	E4		order_rep:Carcharhiniformes
GCF_951799975.1	Gobius niger	Actinopteri	Gobiiformes	ITPR2	found_annotated	NC_136863.1	8702012	8790900	+	88889	MP000088	A0AAX7UHL1|ITPR2|Astatotilapia_calliptera	1.0	0.8394	1	0	8030	True	3365000	37.86	Chromosome	1137	1481628	8366	0.0	1.0	1.0	1	itpr2	3	True			order_rep:Gobiiformes
GCF_047496795.1	Chiloscyllium punctatum	Chondrichthyes	Orectolobiformes	ITPR3	found_annotated	NC_092783.1	34655282	35125671	-	470390	MP000051	A0A4W3GWE7|ITPR3|Callorhinchus_milii	1.0	0.8382	3	1	7958	True	5342658	11.36	Chromosome	514	2790214	42737	0.0	1.0	1.0	1	itpr3	3	True			order_rep:Orectolobiformes
GCF_902362185.1	Chanos chanos	Actinopteri	Gonorynchiformes	ITPR3	found_annotated	NC_044503.1	6301849	6330775	+	28927	MP000047	A0A8M6Z266|itpr3|Danio_rerio|ITPR3	1.0	0.8376	1	0	8008	True	23134051	799.74	Chromosome	2769	704547	6888	0.0	1.0	1.0	1	itpr3	3	True			order_rep:Gonorynchiformes
GCF_040954835.1	Lepisosteus oculatus	Actinopteri	Semionotiformes	ITPR3	found_annotated	NC_090700.1	40308814	40346028	-	37215	MP000056	A0A8C6KWV8|ITPR3|Nothobranchius_furzeri	1.0	0.8367	0	0	8016	True	20019514	537.94	Chromosome	4110	1399044	12925	0.0	1.0	1.0	1	itpr3	3	True			order_rep:Semionotiformes
GCF_900634775.2	Gouania willdenowi	Actinopteri	Blenniiformes	ITPR2	found_annotated	NC_041049.1	44940148	45064923	+	124776	MP000090	A0AAX7UHL1|ITPR2|Astatotilapia_calliptera	1.0	0.8353	1	0	8068	True	1838341	14.73	Chromosome	644	1189405	11462	0.0	1.0	1.0	1	itpr2	3	True			order_rep:Blenniiformes
GCA_056783565.1	Hiodon alosoides	Actinopteri	Hiodontiformes	ITPR3	found_annotated	CM165611.1	4333721	4433253	-	99533	MP000091	A0A8C6KWV8|ITPR3|Nothobranchius_furzeri	1.0	0.8347	0	0	7977	True	15034530	151.05	Chromosome	486	585308	8567	0.0	1.0	1.0	1	itpr3	3	True			order_rep:Hiodontiformes
GCF_027579695.1	Neoarius graeffei	Actinopteri	Siluriformes	ITPR3	found_annotated	NC_083578.1	63487716	63570539	-	82824	MP000048	A0A8M6Z266|itpr3|Danio_rerio|ITPR3	1.0	0.833	0	0	7929	True	14859289	179.41	Chromosome	4004	1522149	22564	0.0	1.0	1.0	1	itpr3	3	True			order_rep:Siluriformes
GCF_017654505.1	Polyodon spathula	Actinopteri	Acipenseriformes	ITPR2	found_annotated	NC_054540.1	24140169	24275980	-	135812	MP000029	F1P1X4|ITPR2|Gallus_gallus|ITPR2	1.0	0.8327	1	1	8074	True	3441286	25.34	Chromosome	783	879666	11626	0.0	1.0	1.0	1	LOC121318388	3	True			order_rep:Acipenseriformes
GCF_963514075.1	Conger conger	Actinopteri	Anguilliformes	ITPR3	found_annotated	NC_083769.1	4745067	4822555	-	77489	MP000082	A0A8C6KWV8|ITPR3|Nothobranchius_furzeri	1.0	0.83	0	0	8028	True	3090688	39.89	Chromosome	1471	883637	11194	0.0	1.0	1.0	1	itpr3	3	True			order_rep:Anguilliformes
GCF_036373705.1	Amia ocellicauda	Actinopteri	Amiiformes	ITPR3	found_annotated	NC_089854.1	651249	682534	+	31286	MP000056	A0A8C6KWV8|ITPR3|Nothobranchius_furzeri	1.0	0.8297	0	0	8007	True	17465777	558.26	Chromosome	3963	764316	10183	0.0	1.0	1.0	1	itpr3	3	True			order_rep:Amiiformes
GCF_963921795.1	Nannobrachium achirus	Actinopteri	Myctophiformes	ITPR2	found_annotated	NC_137820.1	24690447	24830527	+	140081	MP000087	A0AAX7UHL1|ITPR2|Astatotilapia_calliptera	1.0	0.8295	2	0	8115	True	1305851	9.32	Chromosome	925	1346377	10863	0.0	1.0	1.0	1	LOC308294238	3	False	E4		order_rep:Myctophiformes
GCF_027579695.1	Neoarius graeffei	Actinopteri	Siluriformes	ITPR2	found_annotated	NC_083574.1	49012575	49256847	+	244273	MP000029	A0A8M9PQQ3|itpr2|Danio_rerio|ITPR2	1.0	0.8259	0	0	7992	True	14859289	60.83	Chromosome	822	1522149	22564	0.0	1.0	1.0	1	itpr2	3	True			order_rep:Siluriformes
GCF_902167405.1	Gadus morhua	Actinopteri	Gadiformes	ITPR2	found_annotated	NC_044056.1	24559978	24633276	+	73299	MP000088	A0AAX7UHL1|ITPR2|Astatotilapia_calliptera	1.0	0.8243	0	0	8145	True	1015663	13.86	Chromosome	797	993561	8225	0.0	1.0	1.0	1	itpr2	3	True			order_rep:Gadiformes
GCF_009764475.1	Pristis pectinata	Chondrichthyes	Rhinopristiformes	ITPR3	found_annotated	NC_067424.1	22414155	22639934	+	225780	MP000079	A0A4W3GWE7|ITPR3|Callorhinchus_milii	1.0	0.824	1	0	7879	True	17009522	75.34	Chromosome	1006	2402828	34910	0.0	1.0	1.0	1	itpr3	3	True			order_rep:Rhinopristiformes
GCF_046128005.1	Genypterus blacodes	Actinopteri	Ophidiiformes	ITPR2	found_annotated	NW_027466834.1	3847609	3892173	-	44565	MP000086	A0AAX7UHL1|ITPR2|Astatotilapia_calliptera	1.0	0.8204	1	0	8068	True	4774482	107.14	Contig	1120	380406	5960	0.0	1.0	1.0	1	itpr2	3	True			order_rep:Ophidiiformes
GCF_963989245.1	Nansenia antarctica	Actinopteri	Argentiniformes	ITPR3	found_annotated	NC_137676.1	11830550	11873691	-	43142	MP000096	A0A8C6KWV8|ITPR3|Nothobranchius_furzeri	1.0	0.8201	0	0	8205	True	750607	17.4	Chromosome	2357	646007	8324	0.0	1.0	1.0	1	itpr3	3	True			order_rep:Argentiniformes
GCF_963989245.1	Nansenia antarctica	Actinopteri	Argentiniformes	ITPR2	found_annotated	NC_137684.1	13324657	13421600	-	96944	MP000093	A0AAX7UHL1|ITPR2|Astatotilapia_calliptera	1.0	0.8177	0	0	8133	True	750607	7.74	Chromosome	600	646007	8324	0.0	1.0	1.0	1	itpr2	3	False	E4		order_rep:Argentiniformes
GCF_040954835.1	Lepisosteus oculatus	Actinopteri	Semionotiformes	ITPR2	found_annotated	NC_090702.1	51985506	52143307	-	157802	MP000058	A0A672UP22|ITPR2|Strigops_habroptila	1.0	0.8174	0	0	8076	True	20019514	126.86	Chromosome	544	1399044	12925	0.0	1.0	1.0	1	itpr2	3	True			order_rep:Semionotiformes
GCF_965601325.1	Salmo salar	Actinopteri	Salmoniformes	ITPR2	found_annotated	NC_138300.1	103696952	103841600	-	144649	MP000161	A0AAX7UHL1|ITPR2|Astatotilapia_calliptera	1.0	0.8173	1	0	8159	True	90035114	622.44	Chromosome	1685	1296826	13167	0.0	1.0	1.0	1	LOC100196824	3	True			order_rep:Salmoniformes
GCF_052327205.1	Somniosus microcephalus	Chondrichthyes	Squaliformes	ITPR2	found_annotated	NC_141003.1	13643062	14070753	-	427692	MP000017#58	F1P1X4|ITPR2|Gallus_gallus|ITPR2	1.0	0.8164	0	0	8109	True	1075145	2.51	Chromosome	897	3852991	39331	0.0	1.0	1.0	1	itpr2	3	False	E4		order_rep:Squaliformes
GCF_036971445.1	Narcine bancroftii	Chondrichthyes	Torpediniformes	ITPR3	found_annotated	NC_091473.1	235509327	235774629	-	265303	MP000076	A0A4W3GWE7|ITPR3|Callorhinchus_milii	1.0	0.8161	1	0	7907	True	5195315	19.58	Chromosome	1157	4541667	41712	0.0	1.0	1.074	2	itpr3;uqcc2	3	True			order_rep:Torpediniformes
GCF_949987685.1	Ammodytes marinus	Actinopteri	Uranoscopiformes	ITPR3	found_annotated	NC_137211.1	1468666	1634130	+	165465	MP000089	A0A8C6KWV8|ITPR3|Nothobranchius_furzeri	1.0	0.816	1	0	8075	True	2041615	12.34	Chromosome	211	671945	9213	0.0	1.0	1.0	1	itpr3	3	False	E2		order_rep:Uranoscopiformes
GCF_009764475.1	Pristis pectinata	Chondrichthyes	Rhinopristiformes	ITPR2	found_annotated	NC_067423.1	40181944	40463218	-	281275	MP000013	Q14571|ITPR2|Homo_sapiens|ITPR2	1.0	0.8149	0	1	8100	True	17009522	60.47	Chromosome	676	2402828	34910	0.0	1.0	1.0	1	itpr2	3	True			order_rep:Rhinopristiformes
GCF_029633855.1	Hoplias malabaricus	Actinopteri	Characiformes	ITPR2	found_annotated	NC_089810.1	21864996	21942659	+	77664	MP000029	A0A8M9PQQ3|itpr2|Danio_rerio|ITPR2	1.0	0.8149	0	0	8022	True	3626585	46.7	Chromosome	1434	1000902	10660	0.0	1.0	1.0	1	itpr2	3	True			order_rep:Characiformes
GCF_036365525.1	Heterodontus francisci	Chondrichthyes	Heterodontiformes	ITPR2	found_annotated	NC_090397.1	12492908	12797103	+	304196	MP000013	Q14571|ITPR2|Homo_sapiens|ITPR2	1.0	0.8149	0	1	8103	True	3418954	11.24	Chromosome	1474	2863484	37462	0.0	1.0	1.0	1	itpr2	3	True			order_rep:Heterodontiformes
GCF_019279795.1	Protopterus annectens	Dipnoi	Ceratodontiformes	ITPR2	found_annotated	NC_056745.1	235881312	238294768	+	2413457	MP000009#90	F1P1X4|ITPR2|Gallus_gallus|ITPR2	1.0	0.8144	0	0	8127	True	1603140	0.66	Chromosome	1242	17083451	423565	0.0	1.0	1.0	1	ITPR2	3	False	E2		order_rep:Ceratodontiformes
GCF_047496795.1	Chiloscyllium punctatum	Chondrichthyes	Orectolobiformes	ITPR2	found_annotated	NC_092782.1	15861634	16125398	-	263765	MP000055	A0ABM1LG32|ITPR2|Gekko_japonicus	1.0	0.814	0	0	8082	True	5342658	20.26	Chromosome	1438	2790214	42737	0.0	1.0	1.0	1	itpr2	3	True			order_rep:Orectolobiformes
GCF_963514005.1	Raja brachyura	Chondrichthyes	Rajiformes	ITPR3	found_annotated	NC_137384.1	24423253	24628724	+	205472	MP000076	A0A4W3GWE7|ITPR3|Callorhinchus_milii	1.0	0.8139	1	0	7954	True	2048057	9.97	Chromosome	1324	2030282	31856	0.0	1.0	1.0	1	itpr3	3	False	E4		order_rep:Rajiformes
GCF_036373705.1	Amia ocellicauda	Actinopteri	Amiiformes	ITPR2	found_annotated	NC_089854.1	44201786	44335523	-	133738	MP000013	F1P1X4|ITPR2|Gallus_gallus|ITPR2	1.0	0.8125	0	0	8076	True	17465777	130.6	Chromosome	454	764316	10183	0.0	1.0	1.0	1	itpr2	3	True			order_rep:Amiiformes
GCF_033978785.1	Entelurus aequoreus	Actinopteri	Syngnathiformes	ITPR2	found_annotated	NC_084754.1	22128147	22258226	-	130080	MP000095	A0AAX7UHL1|ITPR2|Astatotilapia_calliptera	1.0	0.8124	0	0	8136	True	2039131	15.68	Chromosome	1882	1271581	21172	0.0	1.0	1.0	1	itpr2	3	True			order_rep:Syngnathiformes
GCF_018977255.1	Callorhinchus milii	Chondrichthyes	Chimaeriformes	ITPR2	found_annotated	NW_024704746.1	26317070	26386417	+	69348	MP000075	A0A672UP22|ITPR2|Strigops_habroptila	0.9885	0.8119	0	1	8040	True	1626615	23.46	Scaffold	1745	1038598	14381	0.0	1.0	1.0	1	itpr2	3	True			order_rep:Chimaeriformes
GCF_035084215.1	Heptranchias perlo	Chondrichthyes	Hexanchiformes	ITPR2	found_annotated	NC_090348.1	6183808	6475661	+	291854	MP000013	Q14571|ITPR2|Homo_sapiens|ITPR2	1.0	0.811	0	0	8112	True	4905566	16.81	Chromosome	895	2273142	31041	0.0	1.0	1.0	1	itpr2	3	True			order_rep:Hexanchiformes
GCF_054491055.1	Hypomesus nipponensis	Actinopteri	Osmeriformes	ITPR2	found_annotated	NC_140374.1	3067582	3116881	+	49300	MP000081	A0AAX7UHL1|ITPR2|Astatotilapia_calliptera	1.0	0.8091	0	0	8040	True	20232928	410.4	Complete Genome	1135	442500	6107	0.0	1.0	1.071	2	itpr2;LOC146258206	3	True			order_rep:Osmeriformes
GCA_017639675.1	Aplochiton taeniatus	Actinopteri	Galaxiiformes	ITPR2	found_annotated	CM030181.1	6263778	6306171	+	42394	MP000066	A0AAX7UHL1|ITPR2|Astatotilapia_calliptera	1.0	0.8088	0	0	8058	True	956540	22.56	Chromosome	1448	625848	6333	0.0	1.0	2.0	2	sspn;itpr2	3	True			order_rep:Galaxiiformes
GCF_034702125.1	Engraulis encrasicolus	Actinopteri	Clupeiformes	ITPR2	found_annotated	NC_085860.1	269106	478804	-	209699	MP000029	A0A8M9PQQ3|itpr2|Danio_rerio|ITPR2	1.0	0.8087	0	0	7983	True	1448200	6.91	Chromosome	431	1011609	11956	0.0	1.0	1.0	1	itpr2	3	False	E4		order_rep:Clupeiformes
GCF_017639515.1	Carcharodon carcharias	Chondrichthyes	Lamniformes	ITPR2	found_annotated	NC_054479.1	86428271	86896936	+	468666	MP000068	A0A672UP22|ITPR2|Strigops_habroptila	1.0	0.8086	0	0	8133	True	6544962	13.97	Chromosome	552	2752121	41626	0.0	1.0	1.0	1	itpr2	3	True			order_rep:Lamniformes
GCF_013368585.1	Megalops cyprinoides	Actinopteri	Elopiformes	ITPR2	found_annotated	NC_050607.1	10077854	10165753	+	87900	MP000078	A0AAX7UHL1|ITPR2|Astatotilapia_calliptera	1.0	0.8081	0	0	7965	True	26850664	305.47	Chromosome	983	618578	9736	0.0	1.0	1.0	1	itpr2	3	True			order_rep:Elopiformes
GCF_048594095.1	Paramormyrops kingsleyae	Actinopteri	Osteoglossiformes	ITPR3	found_annotated	NC_132802.1	29556282	29683945	+	127664	MP000080	A0A8C6KWV8|ITPR3|Nothobranchius_furzeri	1.0	0.8075	0	0	8040	True	10969524	85.92	Chromosome	395	589098	10017	0.0	1.0	1.0	1	itpr3	3	True			order_rep:Osteoglossiformes
