accession	organism	vclass	cell	bait	clade	family	class	contig_a	start_a	end_a	strand_a	cov_a	contig_b	start_b	end_b	strand_b	cov_b	q_overlap_frac	genomic_gap_bp	same_contig	same_strand	within_one_locus
GCF_963971535.1	Notolepis coatsorum	Actinopteri	ITPR1	A0A672IUQ7	ITPR1	ITPR	dispersed	NC_140170.1	67822191	68142202	-	1	NC_140170.1	143616950	143981978	-	1	1	75474747	1	1	0
GCF_963971535.1	Notolepis coatsorum	Actinopteri	ITPR1	A0A672UP22	ITPR2	ITPR	dispersed	NC_140170.1	67822197	68142202	-	1	NC_140170.1	143616956	143981978	-	1	1	75474753	1	1	0
GCF_963971535.1	Notolepis coatsorum	Actinopteri	ITPR1	A0A8J0T3U5	ITPR1	ITPR	dispersed	NC_140170.1	67822191	68142202	-	1	NC_140170.1	143616950	143981978	-	1	1	75474747	1	1	0
GCF_963971535.1	Notolepis coatsorum	Actinopteri	ITPR1	A0A8M2BDG0	ITPR1	ITPR	dispersed	NC_140170.1	67822191	68142202	-	1	NC_140170.1	143616950	143981978	-	1	1	75474747	1	1	0
GCF_963971535.1	Notolepis coatsorum	Actinopteri	ITPR1	A0A8V0ZJT0	ITPR1	ITPR	dispersed	NC_140170.1	67822191	68142205	-	0.9953	NC_140170.1	143616950	143981996	-	0.9975	1	75474744	1	1	0
GCF_963971535.1	Notolepis coatsorum	Actinopteri	ITPR1	A0AAJ7U4X1	vertebrate_basal	ITPR	dispersed	NC_140170.1	67822194	68142202	-	0.9996	NC_140170.1	143616953	143981978	-	0.9996	1	75474750	1	1	0
GCF_963971535.1	Notolepis coatsorum	Actinopteri	ITPR1	A0ABM1LG32	ITPR2	ITPR	dispersed	NC_140170.1	67822215	68142202	-	0.9978	NC_140170.1	143616995	143981978	-	0.9948	1	75474792	1	1	0
GCF_963971535.1	Notolepis coatsorum	Actinopteri	ITPR1	A0ABM4F3U0	ITPR1	ITPR	dispersed	NC_140170.1	67822191	68142202	-	1	NC_140170.1	143616950	143981978	-	1	1	75474747	1	1	0
GCF_963971535.1	Notolepis coatsorum	Actinopteri	ITPR1	F1P1X4	ITPR2	ITPR	dispersed	NC_140170.1	67822197	68142202	-	1	NC_140170.1	143616956	143981978	-	1	1	75474753	1	1	0
GCF_963971535.1	Notolepis coatsorum	Actinopteri	ITPR1	H3A1P5	ITPR1	ITPR	dispersed	NC_140170.1	67822191	68061703	-	0.9864	NC_140170.1	143616950	143836949	-	1	1	75555246	1	1	0
GCF_963971535.1	Notolepis coatsorum	Actinopteri	ITPR1	P11881	ITPR1	ITPR	dispersed	NC_140170.1	67822191	68142202	-	1	NC_140170.1	143616950	143981978	-	1	1	75474747	1	1	0
GCF_963971535.1	Notolepis coatsorum	Actinopteri	ITPR1	Q14571	ITPR2	ITPR	dispersed	NC_140170.1	67822215	68142202	-	0.9978	NC_140170.1	143616995	143981978	-	0.9948	1	75474792	1	1	0
GCF_963971535.1	Notolepis coatsorum	Actinopteri	ITPR1	Q14643	ITPR1	ITPR	dispersed	NC_140170.1	67822191	68142202	-	1	NC_140170.1	143616950	143981978	-	1	1	75474747	1	1	0
GCF_963971535.1	Notolepis coatsorum	Actinopteri	ITPR1	Q9Z329	ITPR2	ITPR	dispersed	NC_140170.1	67822215	68142202	-	0.9978	NC_140170.1	143616995	143981978	-	0.9948	1	75474792	1	1	0
GCF_963971535.1	Notolepis coatsorum	Actinopteri	ITPR1	W5MYT2	vertebrate_basal	ITPR	dispersed	NC_140170.1	67822191	68142202	-	1	NC_140170.1	143616950	143981978	-	1	1	75474747	1	1	0
GCF_963971535.1	Notolepis coatsorum	Actinopteri	RYR	A0A3Q0HBW9	RYR	RYR	dispersed	NC_140165.1	236841597	236994407	-	0.9962	NC_140167.1	33658692	33885080	+	0.9968	1	-1	0	0	0
GCF_963971535.1	Notolepis coatsorum	Actinopteri	RYR	A0A3Q0HBW9	RYR	RYR	dispersed	NC_140165.1	236841597	236994407	-	0.9962	NC_140172.1	55695637	56072304	+	0.9962	1	-1	0	0	0
GCF_963971535.1	Notolepis coatsorum	Actinopteri	RYR	A0A3Q0HBW9	RYR	RYR	dispersed	NC_140165.1	236841597	236994407	-	0.9962	NC_140173.1	128882067	129266897	+	0.9962	1	-1	0	0	0
GCF_963971535.1	Notolepis coatsorum	Actinopteri	RYR	A0A3Q0HBW9	RYR	RYR	dispersed	NC_140165.1	236841597	236994407	-	0.9962	NC_140179.1	60571635	61003914	+	0.9882	1	-1	0	0	0
GCF_963971535.1	Notolepis coatsorum	Actinopteri	RYR	A0A3Q0HBW9	RYR	RYR	dispersed	NC_140167.1	33658692	33885080	+	0.9968	NC_140172.1	55695637	56072304	+	0.9962	1	-1	0	1	0
GCF_963971535.1	Notolepis coatsorum	Actinopteri	RYR	A0A3Q0HBW9	RYR	RYR	dispersed	NC_140167.1	33658692	33885080	+	0.9968	NC_140173.1	128882067	129266897	+	0.9962	1	-1	0	1	0
GCF_963971535.1	Notolepis coatsorum	Actinopteri	RYR	A0A3Q0HBW9	RYR	RYR	dispersed	NC_140167.1	33658692	33885080	+	0.9968	NC_140179.1	60571635	61003914	+	0.9882	1	-1	0	1	0
GCF_963971535.1	Notolepis coatsorum	Actinopteri	RYR	A0A3Q0HBW9	RYR	RYR	dispersed	NC_140172.1	55695637	56072304	+	0.9962	NC_140173.1	128882067	129266897	+	0.9962	1	-1	0	1	0
GCF_963971535.1	Notolepis coatsorum	Actinopteri	RYR	A0A3Q0HBW9	RYR	RYR	dispersed	NC_140172.1	55695637	56072304	+	0.9962	NC_140179.1	60571635	61003914	+	0.9882	1	-1	0	1	0
GCF_963971535.1	Notolepis coatsorum	Actinopteri	RYR	A0A3Q0HBW9	RYR	RYR	dispersed	NC_140173.1	128882067	129266897	+	0.9962	NC_140179.1	60571635	61003914	+	0.9882	1	-1	0	1	0
GCF_963971535.1	Notolepis coatsorum	Actinopteri	RYR	A0A4W3I1N0	RYR	RYR	dispersed	NC_140165.1	236841597	236994401	-	0.9972	NC_140167.1	33658707	33885080	+	0.9972	1	-1	0	0	0
GCF_963971535.1	Notolepis coatsorum	Actinopteri	RYR	A0A4W3I1N0	RYR	RYR	dispersed	NC_140165.1	236841597	236994401	-	0.9972	NC_140172.1	55695643	56072304	+	0.9972	1	-1	0	0	0
GCF_963971535.1	Notolepis coatsorum	Actinopteri	RYR	A0A4W3I1N0	RYR	RYR	dispersed	NC_140167.1	33658707	33885080	+	0.9972	NC_140172.1	55695643	56072304	+	0.9972	1	-1	0	1	0
GCF_963971535.1	Notolepis coatsorum	Actinopteri	RYR	A0A6I8Q6P7	RYR	RYR	dispersed	NC_140165.1	236841597	237029056	-	1	NC_140172.1	55618979	56072304	+	1	1	-1	0	0	0
GCF_963971535.1	Notolepis coatsorum	Actinopteri	RYR	A0A8V0Y8K1	RYR	RYR	dispersed	NC_140165.1	236841597	237029056	-	1	NC_140167.1	33610311	33885080	+	1	1	-1	0	0	0
GCF_963971535.1	Notolepis coatsorum	Actinopteri	RYR	A0A8V0Y8K1	RYR	RYR	dispersed	NC_140165.1	236841597	237029056	-	1	NC_140172.1	55618979	56072304	+	1	1	-1	0	0	0
GCF_963971535.1	Notolepis coatsorum	Actinopteri	RYR	A0A8V0Y8K1	RYR	RYR	dispersed	NC_140165.1	236841597	237029056	-	1	NC_140173.1	128870348	129266897	+	1	1	-1	0	0	0
GCF_963971535.1	Notolepis coatsorum	Actinopteri	RYR	A0A8V0Y8K1	RYR	RYR	dispersed	NC_140165.1	236841597	237029056	-	1	NC_140179.1	60412581	61003914	+	1	1	-1	0	0	0
GCF_963971535.1	Notolepis coatsorum	Actinopteri	RYR	A0A8V0Y8K1	RYR	RYR	dispersed	NC_140167.1	33610311	33885080	+	1	NC_140172.1	55618979	56072304	+	1	1	-1	0	1	0
GCF_963971535.1	Notolepis coatsorum	Actinopteri	RYR	A0A8V0Y8K1	RYR	RYR	dispersed	NC_140167.1	33610311	33885080	+	1	NC_140173.1	128870348	129266897	+	1	1	-1	0	1	0
GCF_963971535.1	Notolepis coatsorum	Actinopteri	RYR	A0A8V0Y8K1	RYR	RYR	dispersed	NC_140167.1	33610311	33885080	+	1	NC_140179.1	60412581	61003914	+	1	1	-1	0	1	0
GCF_963971535.1	Notolepis coatsorum	Actinopteri	RYR	A0A8V0Y8K1	RYR	RYR	dispersed	NC_140172.1	55618979	56072304	+	1	NC_140173.1	128870348	129266897	+	1	1	-1	0	1	0
GCF_963971535.1	Notolepis coatsorum	Actinopteri	RYR	A0A8V0Y8K1	RYR	RYR	dispersed	NC_140172.1	55618979	56072304	+	1	NC_140179.1	60412581	61003914	+	1	1	-1	0	1	0
GCF_963971535.1	Notolepis coatsorum	Actinopteri	RYR	A0A8V0Y8K1	RYR	RYR	dispersed	NC_140173.1	128870348	129266897	+	1	NC_140179.1	60412581	61003914	+	1	1	-1	0	1	0
GCF_963971535.1	Notolepis coatsorum	Actinopteri	RYR	A0AAJ7XD62	RYR	RYR	dispersed	NC_140165.1	236841597	237029056	-	1	NC_140167.1	33610311	33885080	+	1	1	-1	0	0	0
GCF_963971535.1	Notolepis coatsorum	Actinopteri	RYR	A0AAJ7XD62	RYR	RYR	dispersed	NC_140165.1	236841597	237029056	-	1	NC_140172.1	55618979	56072304	+	1	1	-1	0	0	0
GCF_963971535.1	Notolepis coatsorum	Actinopteri	RYR	A0AAJ7XD62	RYR	RYR	dispersed	NC_140165.1	236841597	237029056	-	1	NC_140173.1	128870348	129266897	+	1	1	-1	0	0	0
GCF_963971535.1	Notolepis coatsorum	Actinopteri	RYR	A0AAJ7XD62	RYR	RYR	dispersed	NC_140165.1	236841597	237029056	-	1	NC_140179.1	60412581	61003914	+	1	1	-1	0	0	0
GCF_963971535.1	Notolepis coatsorum	Actinopteri	RYR	A0AAJ7XD62	RYR	RYR	dispersed	NC_140167.1	33610311	33885080	+	1	NC_140172.1	55618979	56072304	+	1	1	-1	0	1	0
GCF_963971535.1	Notolepis coatsorum	Actinopteri	RYR	A0AAJ7XD62	RYR	RYR	dispersed	NC_140167.1	33610311	33885080	+	1	NC_140173.1	128870348	129266897	+	1	1	-1	0	1	0
GCF_963971535.1	Notolepis coatsorum	Actinopteri	RYR	A0AAJ7XD62	RYR	RYR	dispersed	NC_140167.1	33610311	33885080	+	1	NC_140179.1	60412581	61003914	+	1	1	-1	0	1	0
GCF_963971535.1	Notolepis coatsorum	Actinopteri	RYR	A0AAJ7XD62	RYR	RYR	dispersed	NC_140172.1	55618979	56072304	+	1	NC_140173.1	128870348	129266897	+	1	1	-1	0	1	0
GCF_963971535.1	Notolepis coatsorum	Actinopteri	RYR	A0AAJ7XD62	RYR	RYR	dispersed	NC_140172.1	55618979	56072304	+	1	NC_140179.1	60412581	61003914	+	1	1	-1	0	1	0
GCF_963971535.1	Notolepis coatsorum	Actinopteri	RYR	A0AAJ7XD62	RYR	RYR	dispersed	NC_140173.1	128870348	129266897	+	1	NC_140179.1	60412581	61003914	+	1	1	-1	0	1	0
GCF_963971535.1	Notolepis coatsorum	Actinopteri	RYR	A0AC58GZ77	RYR	RYR	dispersed	NC_140165.1	236841597	237029056	-	1	NC_140167.1	33610314	33885080	+	1	1	-1	0	0	0
GCF_963971535.1	Notolepis coatsorum	Actinopteri	RYR	A0AC58GZ77	RYR	RYR	dispersed	NC_140165.1	236841597	237029056	-	1	NC_140172.1	55618979	56072304	+	1	1	-1	0	0	0
GCF_963971535.1	Notolepis coatsorum	Actinopteri	RYR	A0AC58GZ77	RYR	RYR	dispersed	NC_140165.1	236841597	237029056	-	1	NC_140173.1	128870348	129266897	+	1	1	-1	0	0	0
GCF_963971535.1	Notolepis coatsorum	Actinopteri	RYR	A0AC58GZ77	RYR	RYR	dispersed	NC_140165.1	236841597	237029056	-	1	NC_140179.1	60571635	61003914	+	0.9891	1	-1	0	0	0
GCF_963971535.1	Notolepis coatsorum	Actinopteri	RYR	A0AC58GZ77	RYR	RYR	dispersed	NC_140167.1	33610314	33885080	+	1	NC_140172.1	55618979	56072304	+	1	1	-1	0	1	0
GCF_963971535.1	Notolepis coatsorum	Actinopteri	RYR	A0AC58GZ77	RYR	RYR	dispersed	NC_140167.1	33610314	33885080	+	1	NC_140173.1	128870348	129266897	+	1	1	-1	0	1	0
GCF_963971535.1	Notolepis coatsorum	Actinopteri	RYR	A0AC58GZ77	RYR	RYR	dispersed	NC_140167.1	33610314	33885080	+	1	NC_140179.1	60571635	61003914	+	0.9891	1	-1	0	1	0
GCF_963971535.1	Notolepis coatsorum	Actinopteri	RYR	A0AC58GZ77	RYR	RYR	dispersed	NC_140172.1	55618979	56072304	+	1	NC_140173.1	128870348	129266897	+	1	1	-1	0	1	0
GCF_963971535.1	Notolepis coatsorum	Actinopteri	RYR	A0AC58GZ77	RYR	RYR	dispersed	NC_140172.1	55618979	56072304	+	1	NC_140179.1	60571635	61003914	+	0.9891	1	-1	0	1	0
GCF_963971535.1	Notolepis coatsorum	Actinopteri	RYR	A0AC58GZ77	RYR	RYR	dispersed	NC_140173.1	128870348	129266897	+	1	NC_140179.1	60571635	61003914	+	0.9891	1	-1	0	1	0
GCF_963971535.1	Notolepis coatsorum	Actinopteri	RYR	H3BGR5	RYR	RYR	dispersed	NC_140165.1	236841597	236994401	-	1	NC_140167.1	33658707	33885080	+	1	1	-1	0	0	0
GCF_963971535.1	Notolepis coatsorum	Actinopteri	RYR	H3BGR5	RYR	RYR	dispersed	NC_140165.1	236841597	236994401	-	1	NC_140172.1	55695643	56072304	+	1	1	-1	0	0	0
GCF_963971535.1	Notolepis coatsorum	Actinopteri	RYR	H3BGR5	RYR	RYR	dispersed	NC_140167.1	33658707	33885080	+	1	NC_140172.1	55695643	56072304	+	1	1	-1	0	1	0
GCF_963971535.1	Notolepis coatsorum	Actinopteri	RYR	Q92736	RYR	RYR	dispersed	NC_140165.1	236841597	237029056	-	1	NC_140167.1	33610311	33885080	+	1	1	-1	0	0	0
GCF_963971535.1	Notolepis coatsorum	Actinopteri	RYR	Q92736	RYR	RYR	dispersed	NC_140165.1	236841597	237029056	-	1	NC_140172.1	55618979	56072304	+	1	1	-1	0	0	0
GCF_963971535.1	Notolepis coatsorum	Actinopteri	RYR	Q92736	RYR	RYR	dispersed	NC_140165.1	236841597	237029056	-	1	NC_140173.1	128870348	129266897	+	1	1	-1	0	0	0
GCF_963971535.1	Notolepis coatsorum	Actinopteri	RYR	Q92736	RYR	RYR	dispersed	NC_140165.1	236841597	237029056	-	1	NC_140179.1	60412581	61003914	+	1	1	-1	0	0	0
GCF_963971535.1	Notolepis coatsorum	Actinopteri	RYR	Q92736	RYR	RYR	dispersed	NC_140167.1	33610311	33885080	+	1	NC_140172.1	55618979	56072304	+	1	1	-1	0	1	0
GCF_963971535.1	Notolepis coatsorum	Actinopteri	RYR	Q92736	RYR	RYR	dispersed	NC_140167.1	33610311	33885080	+	1	NC_140173.1	128870348	129266897	+	1	1	-1	0	1	0
GCF_963971535.1	Notolepis coatsorum	Actinopteri	RYR	Q92736	RYR	RYR	dispersed	NC_140167.1	33610311	33885080	+	1	NC_140179.1	60412581	61003914	+	1	1	-1	0	1	0
GCF_963971535.1	Notolepis coatsorum	Actinopteri	RYR	Q92736	RYR	RYR	dispersed	NC_140172.1	55618979	56072304	+	1	NC_140173.1	128870348	129266897	+	1	1	-1	0	1	0
GCF_963971535.1	Notolepis coatsorum	Actinopteri	RYR	Q92736	RYR	RYR	dispersed	NC_140172.1	55618979	56072304	+	1	NC_140179.1	60412581	61003914	+	1	1	-1	0	1	0
GCF_963971535.1	Notolepis coatsorum	Actinopteri	RYR	Q92736	RYR	RYR	dispersed	NC_140173.1	128870348	129266897	+	1	NC_140179.1	60412581	61003914	+	1	1	-1	0	1	0
GCF_963989245.1	Nansenia antarctica	Actinopteri	ITPR1	A0A4W3GWE7	ITPR3	ITPR	dispersed	NC_137685.1	6488092	6605933	-	0.9973	NC_137691.1	5023456	5153492	-	1	1	-1	0	1	0
GCF_963989245.1	Nansenia antarctica	Actinopteri	ITPR1	A0A4W3JHJ0	vertebrate_basal	ITPR	dispersed	NC_137685.1	6488077	6585813	-	0.9724	NC_137691.1	5023441	5128867	-	0.962	1	-1	0	1	0
GCF_963989245.1	Nansenia antarctica	Actinopteri	ITPR1	A0A670JBK6	ITPR1	ITPR	dispersed	NC_137685.1	6488077	6605936	-	1	NC_137691.1	5023441	5153495	-	1	1	-1	0	1	0
GCF_963989245.1	Nansenia antarctica	Actinopteri	ITPR1	A0A672IUQ7	ITPR1	ITPR	dispersed	NC_137685.1	6488077	6605936	-	1	NC_137691.1	5023441	5153495	-	1	1	-1	0	1	0
GCF_963989245.1	Nansenia antarctica	Actinopteri	ITPR1	A0A672UP22	ITPR2	ITPR	dispersed	NC_137685.1	6488083	6605936	-	1	NC_137691.1	5023447	5153495	-	1	1	-1	0	1	0
GCF_963989245.1	Nansenia antarctica	Actinopteri	ITPR1	A0A6I8RGU0	ITPR2	ITPR	dispersed	NC_137685.1	6488089	6605936	-	1	NC_137691.1	5023465	5153495	-	0.9978	1	-1	0	1	0
GCF_963989245.1	Nansenia antarctica	Actinopteri	ITPR1	A0A6J0TV85	ITPR3	ITPR	dispersed	NC_137685.1	6488098	6605933	-	1	NC_137691.1	5023462	5153492	-	1	1	-1	0	1	0
GCF_963989245.1	Nansenia antarctica	Actinopteri	ITPR1	A0A7K6LHC3	ITPR3	ITPR	dispersed	NC_137685.1	6488098	6605933	-	1	NC_137691.1	5023462	5153492	-	1	1	-1	0	1	0
GCF_963989245.1	Nansenia antarctica	Actinopteri	ITPR1	A0A8J0SYK9	ITPR3	ITPR	dispersed	NC_137685.1	6488122	6605933	-	0.9929	NC_137691.1	5023486	5153492	-	0.9929	1	-1	0	1	0
GCF_963989245.1	Nansenia antarctica	Actinopteri	ITPR1	A0A8J0T3U5	ITPR1	ITPR	dispersed	NC_137685.1	6488077	6605936	-	1	NC_137691.1	5023441	5153495	-	1	1	-1	0	1	0
GCF_963989245.1	Nansenia antarctica	Actinopteri	ITPR1	A0A8M2BDG0	ITPR1	ITPR	dispersed	NC_137685.1	6488077	6605936	-	1	NC_137691.1	5023441	5153495	-	1	1	-1	0	1	0
GCF_963989245.1	Nansenia antarctica	Actinopteri	ITPR1	A0A8M9PQQ3	ITPR2	ITPR	dispersed	NC_137685.1	6488110	6605936	-	0.9966	NC_137691.1	5023465	5153495	-	0.9974	1	-1	0	1	0
GCF_963989245.1	Nansenia antarctica	Actinopteri	ITPR1	A0A8V0ZJT0	ITPR1	ITPR	dispersed	NC_137685.1	6488077	6605936	-	0.995	NC_137691.1	5023441	5153498	-	0.9953	1	-1	0	1	0
GCF_963989245.1	Nansenia antarctica	Actinopteri	ITPR1	A0A8V1ACE6	ITPR3	ITPR	dispersed	NC_137685.1	6488098	6605933	-	1	NC_137691.1	5023462	5153492	-	1	1	-1	0	1	0
GCF_963989245.1	Nansenia antarctica	Actinopteri	ITPR1	A0AAJ7U4X1	vertebrate_basal	ITPR	dispersed	NC_137685.1	6488080	6605936	-	0.9996	NC_137691.1	5023444	5153495	-	0.9996	1	-1	0	1	0
GCF_963989245.1	Nansenia antarctica	Actinopteri	ITPR1	A0AAX7UHL1	ITPR2	ITPR	dispersed	NC_137685.1	6488086	6605936	-	1	NC_137691.1	5023465	5153495	-	0.9978	1	-1	0	1	0
GCF_963989245.1	Nansenia antarctica	Actinopteri	ITPR1	A0ABM1LG32	ITPR2	ITPR	dispersed	NC_137685.1	6488101	6605936	-	0.9978	NC_137691.1	5023465	5153495	-	0.9978	1	-1	0	1	0
GCF_963989245.1	Nansenia antarctica	Actinopteri	ITPR1	A0ABM4F3U0	ITPR1	ITPR	dispersed	NC_137685.1	6488077	6605936	-	1	NC_137691.1	5023441	5153495	-	1	1	-1	0	1	0
GCF_963989245.1	Nansenia antarctica	Actinopteri	ITPR1	F1P1X4	ITPR2	ITPR	dispersed	NC_137685.1	6488083	6605936	-	1	NC_137691.1	5023447	5153495	-	1	1	-1	0	1	0
GCF_963989245.1	Nansenia antarctica	Actinopteri	ITPR1	H3A1P5	ITPR1	ITPR	dispersed	NC_137685.1	6488077	6586976	-	1	NC_137691.1	5023441	5130403	-	1	1	-1	0	1	0
GCF_963989245.1	Nansenia antarctica	Actinopteri	ITPR1	H3B932	ITPR3	ITPR	dispersed	NC_137685.1	6488083	6605933	-	0.9978	NC_137691.1	5023456	5153492	-	1	1	-1	0	1	0
GCF_963989245.1	Nansenia antarctica	Actinopteri	ITPR1	P11881	ITPR1	ITPR	dispersed	NC_137685.1	6488077	6605936	-	1	NC_137691.1	5023441	5153495	-	1	1	-1	0	1	0
GCF_963989245.1	Nansenia antarctica	Actinopteri	ITPR1	P70227	ITPR3	ITPR	dispersed	NC_137685.1	6488122	6605933	-	0.997	NC_137691.1	5023486	5153492	-	0.997	1	-1	0	1	0
GCF_963989245.1	Nansenia antarctica	Actinopteri	ITPR1	Q14571	ITPR2	ITPR	dispersed	NC_137685.1	6488101	6605936	-	0.9978	NC_137691.1	5023465	5153495	-	0.9978	1	-1	0	1	0
GCF_963989245.1	Nansenia antarctica	Actinopteri	ITPR1	Q14573	ITPR3	ITPR	dispersed	NC_137685.1	6488122	6605933	-	0.997	NC_137691.1	5023486	5153492	-	0.997	1	-1	0	1	0
GCF_963989245.1	Nansenia antarctica	Actinopteri	ITPR1	Q14643	ITPR1	ITPR	dispersed	NC_137685.1	6488077	6605936	-	1	NC_137691.1	5023441	5153495	-	1	1	-1	0	1	0
GCF_963989245.1	Nansenia antarctica	Actinopteri	ITPR1	Q9Z329	ITPR2	ITPR	dispersed	NC_137685.1	6488101	6605936	-	0.9978	NC_137691.1	5023465	5153495	-	0.9978	1	-1	0	1	0
GCF_963989245.1	Nansenia antarctica	Actinopteri	ITPR1	W5MYT2	vertebrate_basal	ITPR	dispersed	NC_137685.1	6488077	6605936	-	1	NC_137691.1	5023441	5153495	-	1	1	-1	0	1	0
GCF_963989245.1	Nansenia antarctica	Actinopteri	RYR	A0A3Q0HBW9	RYR	RYR	dispersed	NC_137674.1	32181605	32305976	+	0.9962	NC_137674.1	59971526	60081253	-	0.9962	1	27665549	1	0	0
GCF_963989245.1	Nansenia antarctica	Actinopteri	RYR	A0A3Q0HBW9	RYR	RYR	dispersed	NC_137674.1	32181605	32305976	+	0.9962	NC_137674.1	101848985	101924039	+	0.9966	1	69543008	1	1	0
GCF_963989245.1	Nansenia antarctica	Actinopteri	RYR	A0A3Q0HBW9	RYR	RYR	dispersed	NC_137674.1	32181605	32305976	+	0.9962	NC_137681.1	2312462	2402998	-	0.7537	1	-1	0	0	0
GCF_963989245.1	Nansenia antarctica	Actinopteri	RYR	A0A3Q0HBW9	RYR	RYR	dispersed	NC_137674.1	32181605	32305976	+	0.9962	NC_137687.1	15782614	15905365	+	0.9962	1	-1	0	1	0
GCF_963989245.1	Nansenia antarctica	Actinopteri	RYR	A0A3Q0HBW9	RYR	RYR	dispersed	NC_137674.1	32181605	32305976	+	0.9962	NC_137693.1	6868225	6934431	-	0.996	1	-1	0	0	0
GCF_963989245.1	Nansenia antarctica	Actinopteri	RYR	A0A3Q0HBW9	RYR	RYR	dispersed	NC_137674.1	59971526	60081253	-	0.9962	NC_137674.1	101848985	101924039	+	0.9966	1	41767731	1	0	0
GCF_963989245.1	Nansenia antarctica	Actinopteri	RYR	A0A3Q0HBW9	RYR	RYR	dispersed	NC_137674.1	59971526	60081253	-	0.9962	NC_137681.1	2312462	2402998	-	0.7537	1	-1	0	1	0
GCF_963989245.1	Nansenia antarctica	Actinopteri	RYR	A0A3Q0HBW9	RYR	RYR	dispersed	NC_137674.1	59971526	60081253	-	0.9962	NC_137687.1	15782614	15905365	+	0.9962	1	-1	0	0	0
GCF_963989245.1	Nansenia antarctica	Actinopteri	RYR	A0A3Q0HBW9	RYR	RYR	dispersed	NC_137674.1	59971526	60081253	-	0.9962	NC_137693.1	6868225	6934431	-	0.996	1	-1	0	1	0
GCF_963989245.1	Nansenia antarctica	Actinopteri	RYR	A0A3Q0HBW9	RYR	RYR	dispersed	NC_137674.1	101848985	101924039	+	0.9966	NC_137681.1	2312462	2402998	-	0.7537	1	-1	0	0	0
GCF_963989245.1	Nansenia antarctica	Actinopteri	RYR	A0A3Q0HBW9	RYR	RYR	dispersed	NC_137674.1	101848985	101924039	+	0.9966	NC_137687.1	15782614	15905365	+	0.9962	1	-1	0	1	0
GCF_963989245.1	Nansenia antarctica	Actinopteri	RYR	A0A3Q0HBW9	RYR	RYR	dispersed	NC_137674.1	101848985	101924039	+	0.9966	NC_137693.1	6868225	6934431	-	0.996	1	-1	0	0	0
GCF_963989245.1	Nansenia antarctica	Actinopteri	RYR	A0A3Q0HBW9	RYR	RYR	dispersed	NC_137681.1	2312462	2402998	-	0.7537	NC_137687.1	15782614	15905365	+	0.9962	1	-1	0	0	0
GCF_963989245.1	Nansenia antarctica	Actinopteri	RYR	A0A3Q0HBW9	RYR	RYR	dispersed	NC_137681.1	2312462	2402998	-	0.7537	NC_137693.1	6868225	6934431	-	0.996	1	-1	0	1	0
GCF_963989245.1	Nansenia antarctica	Actinopteri	RYR	A0A3Q0HBW9	RYR	RYR	dispersed	NC_137687.1	15782614	15905365	+	0.9962	NC_137693.1	6868225	6934431	-	0.996	1	-1	0	0	0
GCF_963989245.1	Nansenia antarctica	Actinopteri	RYR	A0A4W3I1N0	RYR	RYR	dispersed	NC_137674.1	32101185	32305976	+	1	NC_137674.1	59971526	60085147	-	1	1	27665549	1	0	0
GCF_963989245.1	Nansenia antarctica	Actinopteri	RYR	A0A4W3I1N0	RYR	RYR	dispersed	NC_137674.1	32101185	32305976	+	1	NC_137687.1	15782608	15905365	+	0.998	1	-1	0	1	0
GCF_963989245.1	Nansenia antarctica	Actinopteri	RYR	A0A4W3I1N0	RYR	RYR	dispersed	NC_137674.1	32101185	32305976	+	1	NC_137693.1	6868225	6934428	-	0.9972	1	-1	0	0	0
GCF_963989245.1	Nansenia antarctica	Actinopteri	RYR	A0A4W3I1N0	RYR	RYR	dispersed	NC_137674.1	59971526	60085147	-	1	NC_137687.1	15782608	15905365	+	0.998	1	-1	0	0	0
GCF_963989245.1	Nansenia antarctica	Actinopteri	RYR	A0A4W3I1N0	RYR	RYR	dispersed	NC_137674.1	59971526	60085147	-	1	NC_137693.1	6868225	6934428	-	0.9972	1	-1	0	1	0
GCF_963989245.1	Nansenia antarctica	Actinopteri	RYR	A0A4W3I1N0	RYR	RYR	dispersed	NC_137687.1	15782608	15905365	+	0.998	NC_137693.1	6868225	6934428	-	0.9972	1	-1	0	0	0
GCF_963989245.1	Nansenia antarctica	Actinopteri	RYR	A0A6I8Q6P7	RYR	RYR	dispersed	NC_137674.1	32150732	32305976	+	1	NC_137674.1	59971526	60103767	-	1	1	27665549	1	0	0
GCF_963989245.1	Nansenia antarctica	Actinopteri	RYR	A0A6I8Q6P7	RYR	RYR	dispersed	NC_137674.1	32150732	32305976	+	1	NC_137687.1	15761957	15905365	+	1	1	-1	0	1	0
GCF_963989245.1	Nansenia antarctica	Actinopteri	RYR	A0A6I8Q6P7	RYR	RYR	dispersed	NC_137674.1	32150732	32305976	+	1	NC_137693.1	6868225	6938864	-	1	1	-1	0	0	0
GCF_963989245.1	Nansenia antarctica	Actinopteri	RYR	A0A6I8Q6P7	RYR	RYR	dispersed	NC_137674.1	59971526	60103767	-	1	NC_137687.1	15761957	15905365	+	1	1	-1	0	0	0
GCF_963989245.1	Nansenia antarctica	Actinopteri	RYR	A0A6I8Q6P7	RYR	RYR	dispersed	NC_137674.1	59971526	60103767	-	1	NC_137693.1	6868225	6938864	-	1	1	-1	0	1	0
