accession	organism	vclass	cell	detector_fires	n_pairs	n_within_locus	n_tandem	n_dispersed	s16_copies	s16_same_contig_copies	truth_duplicated	agreement
GCF_027579735.1	Bombina bombina	Amphibia	ITPR2	0	0	0	0	0	1	0	0	tn
GCF_027579735.1	Bombina bombina	Amphibia	ITPR3	0	0	0	0	0	1	0	0	tn
GCF_027579735.1	Bombina bombina	Amphibia	RYR	1	8	0	0	8	2	0	1	tp
GCF_027595985.1	Sorex araneus	Mammalia	ITPR1	0	0	0	0	0	1	0	0	tn
GCF_027595985.1	Sorex araneus	Mammalia	ITPR2	0	0	0	0	0	1	0	0	tn
GCF_027595985.1	Sorex araneus	Mammalia	ITPR3	0	0	0	0	0	1	0	0	tn
GCF_027595985.1	Sorex araneus	Mammalia	RYR	1	13	0	0	13	3	0	1	tp
GCF_028372415.1	Notamacropus eugenii	Mammalia	ITPR1	0	0	0	0	0	1	0	0	tn
GCF_028372415.1	Notamacropus eugenii	Mammalia	ITPR2	0	0	0	0	0	1	0	0	tn
GCF_028372415.1	Notamacropus eugenii	Mammalia	ITPR3	0	0	0	0	0	1	0	0	tn
GCF_028372415.1	Notamacropus eugenii	Mammalia	RYR	1	13	0	0	13	3	0	1	tp
GCF_028389875.1	Rhea pennata	Aves	ITPR1	0	0	0	0	0	1	0	0	tn
GCF_028389875.1	Rhea pennata	Aves	ITPR2	0	0	0	0	0	1	0	0	tn
GCF_028389875.1	Rhea pennata	Aves	ITPR3	0	0	0	0	0	1	0	0	tn
GCF_028389875.1	Rhea pennata	Aves	RYR	1	13	0	0	13	3	0	1	tp
GCF_028858725.1	Colius striatus	Aves	ITPR1	0	0	0	0	0	1	0	0	tn
GCF_028858725.1	Colius striatus	Aves	ITPR2	0	0	0	0	0	1	0	0	tn
GCF_028858725.1	Colius striatus	Aves	ITPR3	0	0	0	0	0	1	0	0	tn
GCF_028858725.1	Colius striatus	Aves	RYR	1	5	0	0	5	2	0	1	tp
GCF_029633855.1	Hoplias malabaricus	Actinopteri	ITPR1	1	28	0	0	28	2	0	1	tp
GCF_029633855.1	Hoplias malabaricus	Actinopteri	ITPR2	0	0	0	0	0	1	0	0	tn
GCF_029633855.1	Hoplias malabaricus	Actinopteri	ITPR3	0	0	0	0	0	1	0	0	tn
GCF_029633855.1	Hoplias malabaricus	Actinopteri	RYR	1	55	0	0	55	5	1	1	tp
GCF_029633865.1	Lampris incognitus	Actinopteri	ITPR1	1	30	0	0	30	2	1	1	tp
GCF_029633865.1	Lampris incognitus	Actinopteri	ITPR2	0	0	0	0	0	1	0	0	tn
GCF_029633865.1	Lampris incognitus	Actinopteri	ITPR3	0	0	0	0	0	1	0	0	tn
GCF_029633865.1	Lampris incognitus	Actinopteri	RYR	1	93	0	0	93	6	0	1	tp
GCF_030020395.1	Manis pentadactyla	Mammalia	ITPR1	0	0	0	0	0	1	0	0	tn
GCF_030020395.1	Manis pentadactyla	Mammalia	ITPR2	0	0	0	0	0	1	0	0	tn
GCF_030020395.1	Manis pentadactyla	Mammalia	ITPR3	0	0	0	0	0	1	0	0	tn
GCF_030020395.1	Manis pentadactyla	Mammalia	RYR	1	13	0	0	13	3	0	1	tp
GCF_030445035.2	Dasypus novemcinctus	Mammalia	ITPR1	0	0	0	0	0	1	0	0	tn
GCF_030445035.2	Dasypus novemcinctus	Mammalia	ITPR2	0	0	0	0	0	1	0	0	tn
GCF_030445035.2	Dasypus novemcinctus	Mammalia	ITPR3	0	0	0	0	0	1	0	0	tn
GCF_030445035.2	Dasypus novemcinctus	Mammalia	RYR	1	13	0	0	13	3	0	1	tp
GCF_030463565.1	Pelecanus crispus	Aves	ITPR1	0	0	0	0	0	1	0	0	tn
GCF_030463565.1	Pelecanus crispus	Aves	ITPR2	0	0	0	0	0	1	0	0	tn
GCF_030463565.1	Pelecanus crispus	Aves	ITPR3	0	0	0	0	0	1	0	0	tn
GCF_030463565.1	Pelecanus crispus	Aves	RYR	1	5	0	0	5	2	0	1	tp
GCF_030490865.1	Poecile atricapillus	Aves	ITPR1	0	0	0	0	0	1	0	0	tn
GCF_030490865.1	Poecile atricapillus	Aves	ITPR2	1	17	0	0	17	2	0	1	tp
GCF_030490865.1	Poecile atricapillus	Aves	ITPR3	0	0	0	0	0	1	0	0	tn
GCF_030490865.1	Poecile atricapillus	Aves	RYR	1	13	0	0	13	3	0	1	tp
GCF_030867095.1	Alligator mississippiensis	Crocodylia	ITPR1	0	0	0	0	0	1	0	0	tn
GCF_030867095.1	Alligator mississippiensis	Crocodylia	ITPR2	0	0	0	0	0	1	0	0	tn
GCF_030867095.1	Alligator mississippiensis	Crocodylia	ITPR3	0	0	0	0	0	1	0	0	tn
GCF_030867095.1	Alligator mississippiensis	Crocodylia	RYR	1	15	0	0	15	3	0	1	tp
GCF_030867145.1	Opisthocomus hoazin	Aves	ITPR1	0	0	0	0	0	1	0	0	tn
GCF_030867145.1	Opisthocomus hoazin	Aves	ITPR2	0	0	0	0	0	1	0	0	tn
GCF_030867145.1	Opisthocomus hoazin	Aves	ITPR3	0	0	0	0	0	1	0	0	tn
GCF_030867145.1	Opisthocomus hoazin	Aves	RYR	1	5	0	0	5	2	0	1	tp
GCF_030936135.1	Gavia stellata	Aves	ITPR1	0	0	0	0	0	1	0	0	tn
GCF_030936135.1	Gavia stellata	Aves	ITPR2	0	0	0	0	0	1	0	0	tn
GCF_030936135.1	Gavia stellata	Aves	ITPR3	0	0	0	0	0	1	0	0	tn
GCF_030936135.1	Gavia stellata	Aves	RYR	1	13	0	0	13	3	0	1	tp
GCF_033026475.1	Channa argus	Actinopteri	ITPR1	1	27	0	0	27	2	1	1	tp
GCF_033026475.1	Channa argus	Actinopteri	ITPR2	0	0	0	0	0	1	0	0	tn
GCF_033026475.1	Channa argus	Actinopteri	ITPR3	0	0	0	0	0	1	0	0	tn
GCF_033026475.1	Channa argus	Actinopteri	RYR	1	55	0	0	55	6	0	1	tp
GCF_033807715.1	Cololabis saira	Actinopteri	ITPR1	1	27	0	0	27	2	1	1	tp
GCF_033807715.1	Cololabis saira	Actinopteri	ITPR2	0	0	0	0	0	1	0	0	tn
GCF_033807715.1	Cololabis saira	Actinopteri	ITPR3	0	0	0	0	0	1	0	0	tn
GCF_033807715.1	Cololabis saira	Actinopteri	RYR	1	95	0	0	95	6	0	1	tp
GCF_033978785.1	Entelurus aequoreus	Actinopteri	ITPR1	1	28	0	0	28	2	1	1	tp
GCF_033978785.1	Entelurus aequoreus	Actinopteri	ITPR2	0	0	0	0	0	1	0	0	tn
GCF_033978785.1	Entelurus aequoreus	Actinopteri	ITPR3	0	0	0	0	0	1	0	0	tn
GCF_033978785.1	Entelurus aequoreus	Actinopteri	RYR	1	116	0	8	108	7	1	1	tp
GCF_034619465.1	Leptosomus discolor	Aves	ITPR1	0	0	0	0	0	1	0	0	tn
GCF_034619465.1	Leptosomus discolor	Aves	ITPR2	0	0	0	0	0	1	0	0	tn
GCF_034619465.1	Leptosomus discolor	Aves	ITPR3	0	0	0	0	0	1	0	0	tn
GCF_034619465.1	Leptosomus discolor	Aves	RYR	1	5	0	0	5	2	0	1	tp
GCF_034638445.1	Ciconia boyciana	Aves	ITPR1	0	0	0	0	0	1	0	0	tn
GCF_034638445.1	Ciconia boyciana	Aves	ITPR2	0	0	0	0	0	1	0	0	tn
GCF_034638445.1	Ciconia boyciana	Aves	ITPR3	0	0	0	0	0	1	0	0	tn
GCF_034638445.1	Ciconia boyciana	Aves	RYR	1	13	0	0	13	3	0	1	tp
GCF_034702125.1	Engraulis encrasicolus	Actinopteri	ITPR1	1	28	0	0	28	2	1	1	tp
GCF_034702125.1	Engraulis encrasicolus	Actinopteri	ITPR2	0	0	0	0	0	1	0	0	tn
GCF_034702125.1	Engraulis encrasicolus	Actinopteri	ITPR3	0	0	0	0	0	1	0	0	tn
GCF_034702125.1	Engraulis encrasicolus	Actinopteri	RYR	1	44	0	0	44	6	0	1	tp
GCF_035084215.1	Heptranchias perlo	Chondrichthyes	ITPR1	0	0	0	0	0	1	0	0	tn
GCF_035084215.1	Heptranchias perlo	Chondrichthyes	ITPR2	0	0	0	0	0	1	0	0	tn
GCF_035084215.1	Heptranchias perlo	Chondrichthyes	ITPR3	0	0	0	0	0	1	0	0	tn
GCF_035084215.1	Heptranchias perlo	Chondrichthyes	RYR	1	10	0	0	10	3	0	1	tp
GCF_035582795.1	Mycteria americana	Aves	ITPR1	0	0	0	0	0	1	0	0	tn
GCF_035582795.1	Mycteria americana	Aves	ITPR2	0	0	0	0	0	1	0	0	tn
GCF_035582795.1	Mycteria americana	Aves	ITPR3	0	0	0	0	0	1	0	0	tn
GCF_035582795.1	Mycteria americana	Aves	RYR	1	5	0	0	5	2	0	1	tp
GCF_035609145.1	Eleutherodactylus coqui	Amphibia	ITPR1	0	0	0	0	0	1	0	0	tn
GCF_035609145.1	Eleutherodactylus coqui	Amphibia	ITPR2	0	0	0	0	0	1	0	0	tn
GCF_035609145.1	Eleutherodactylus coqui	Amphibia	ITPR3	0	0	0	0	0	1	0	0	tn
GCF_035609145.1	Eleutherodactylus coqui	Amphibia	RYR	1	7	0	0	7	2	0	1	tp
GCF_036013445.1	Caloenas nicobarica	Aves	ITPR1	0	0	0	0	0	1	0	0	tn
GCF_036013445.1	Caloenas nicobarica	Aves	ITPR2	0	0	0	0	0	1	0	0	tn
GCF_036013445.1	Caloenas nicobarica	Aves	ITPR3	0	0	0	0	0	1	0	0	tn
GCF_036013445.1	Caloenas nicobarica	Aves	RYR	1	13	0	0	13	3	0	1	tp
GCF_036365525.1	Heterodontus francisci	Chondrichthyes	ITPR1	0	0	0	0	0	1	0	0	tn
GCF_036365525.1	Heterodontus francisci	Chondrichthyes	ITPR2	0	0	0	0	0	1	0	0	tn
GCF_036365525.1	Heterodontus francisci	Chondrichthyes	ITPR3	0	0	0	0	0	1	0	0	tn
GCF_036365525.1	Heterodontus francisci	Chondrichthyes	RYR	1	18	0	0	18	3	0	1	tp
GCF_036370855.1	Dromaius novaehollandiae	Aves	ITPR1	0	0	0	0	0	1	0	0	tn
GCF_036370855.1	Dromaius novaehollandiae	Aves	ITPR2	0	0	0	0	0	1	0	0	tn
GCF_036370855.1	Dromaius novaehollandiae	Aves	ITPR3	0	0	0	0	0	1	0	0	tn
GCF_036370855.1	Dromaius novaehollandiae	Aves	RYR	1	13	0	0	13	3	0	1	tp
GCF_036373705.1	Amia ocellicauda	Actinopteri	ITPR1	0	0	0	0	0	1	0	0	tn
GCF_036373705.1	Amia ocellicauda	Actinopteri	ITPR2	0	0	0	0	0	1	0	0	tn
GCF_036373705.1	Amia ocellicauda	Actinopteri	ITPR3	0	0	0	0	0	1	0	0	tn
GCF_036373705.1	Amia ocellicauda	Actinopteri	RYR	1	15	0	0	15	3	0	1	tp
GCF_036417535.1	Chlamydotis macqueenii	Aves	ITPR1	0	0	0	0	0	1	0	0	tn
GCF_036417535.1	Chlamydotis macqueenii	Aves	ITPR2	0	0	0	0	0	1	0	0	tn
GCF_036417535.1	Chlamydotis macqueenii	Aves	ITPR3	0	0	0	0	0	1	0	0	tn
GCF_036417535.1	Chlamydotis macqueenii	Aves	RYR	1	5	0	0	5	2	0	1	tp
GCF_036417845.1	Apteryx mantelli	Aves	ITPR1	0	0	0	0	0	1	0	0	tn
GCF_036417845.1	Apteryx mantelli	Aves	ITPR2	0	0	0	0	0	1	0	0	tn
GCF_036417845.1	Apteryx mantelli	Aves	ITPR3	0	0	0	0	0	1	0	0	tn
GCF_036417845.1	Apteryx mantelli	Aves	RYR	1	11	0	0	11	3	0	1	tp
GCF_036850765.1	Saccopteryx bilineata	Mammalia	ITPR1	0	0	0	0	0	1	0	0	tn
GCF_036850765.1	Saccopteryx bilineata	Mammalia	ITPR2	0	0	0	0	0	1	0	0	tn
GCF_036850765.1	Saccopteryx bilineata	Mammalia	ITPR3	0	0	0	0	0	1	0	0	tn
GCF_036850765.1	Saccopteryx bilineata	Mammalia	RYR	1	10	0	0	10	3	0	1	tp
GCF_036971445.1	Narcine bancroftii	Chondrichthyes	ITPR1	0	0	0	0	0	1	0	0	tn
GCF_036971445.1	Narcine bancroftii	Chondrichthyes	ITPR2	0	0	0	0	0	1	0	0	tn
GCF_036971445.1	Narcine bancroftii	Chondrichthyes	ITPR3	0	0	0	0	0	1	0	0	tn
GCF_036971445.1	Narcine bancroftii	Chondrichthyes	RYR	1	10	0	0	10	3	0	1	tp
GCF_037157495.1	Lathamus discolor	Aves	ITPR1	0	0	0	0	0	1	0	0	tn
GCF_037157495.1	Lathamus discolor	Aves	ITPR2	0	0	0	0	0	1	0	0	tn
GCF_037157495.1	Lathamus discolor	Aves	ITPR3	0	0	0	0	0	1	0	0	tn
GCF_037157495.1	Lathamus discolor	Aves	RYR	1	5	0	0	5	2	0	1	tp
GCF_037176945.1	Latimeria chalumnae	Coelacanthimorpha	ITPR1	0	0	0	0	0	1	0	0	tn
GCF_037176945.1	Latimeria chalumnae	Coelacanthimorpha	ITPR2	0	0	0	0	0	1	0	0	tn
GCF_037176945.1	Latimeria chalumnae	Coelacanthimorpha	ITPR3	0	0	0	0	0	1	0	0	tn
GCF_037176945.1	Latimeria chalumnae	Coelacanthimorpha	RYR	1	12	0	0	12	3	0	1	tp
GCF_037893015.1	Macrotis lagotis	Mammalia	ITPR1	0	0	0	0	0	1	0	0	tn
GCF_037893015.1	Macrotis lagotis	Mammalia	ITPR2	0	0	0	0	0	1	0	0	tn
GCF_037893015.1	Macrotis lagotis	Mammalia	ITPR3	0	0	0	0	0	1	0	0	tn
GCF_037893015.1	Macrotis lagotis	Mammalia	RYR	1	13	0	0	13	3	0	1	tp
GCF_039877785.1	Chaetodon trifascialis	Actinopteri	ITPR1	1	27	0	0	27	2	1	1	tp
GCF_039877785.1	Chaetodon trifascialis	Actinopteri	ITPR2	0	0	0	0	0	1	0	0	tn
GCF_039877785.1	Chaetodon trifascialis	Actinopteri	ITPR3	0	0	0	0	0	1	0	0	tn
GCF_039877785.1	Chaetodon trifascialis	Actinopteri	RYR	1	71	0	0	71	6	0	1	tp
GCF_040054535.1	Antennarius striatus	Actinopteri	ITPR1	1	27	0	0	27	2	1	1	tp
GCF_040054535.1	Antennarius striatus	Actinopteri	ITPR2	0	0	0	0	0	1	0	0	tn
GCF_040054535.1	Antennarius striatus	Actinopteri	ITPR3	0	0	0	0	0	1	0	0	tn
GCF_040054535.1	Antennarius striatus	Actinopteri	RYR	1	76	0	0	76	6	0	1	tp
GCF_040807025.1	Struthio camelus	Aves	ITPR1	0	0	0	0	0	1	0	0	tn
GCF_040807025.1	Struthio camelus	Aves	ITPR2	0	0	0	0	0	1	0	0	tn
GCF_040807025.1	Struthio camelus	Aves	ITPR3	0	0	0	0	0	1	0	0	tn
GCF_040807025.1	Struthio camelus	Aves	RYR	1	13	0	0	13	3	0	1	tp
GCF_040954835.1	Lepisosteus oculatus	Actinopteri	ITPR1	0	0	0	0	0	1	0	0	tn
GCF_040954835.1	Lepisosteus oculatus	Actinopteri	ITPR2	0	0	0	0	0	1	0	0	tn
GCF_040954835.1	Lepisosteus oculatus	Actinopteri	ITPR3	0	0	0	0	0	1	0	0	tn
GCF_040954835.1	Lepisosteus oculatus	Actinopteri	RYR	1	15	0	0	15	3	0	1	tp
GCF_041296385.2	Aphelocoma coerulescens	Aves	ITPR1	0	0	0	0	0	1	0	0	tn
GCF_041296385.2	Aphelocoma coerulescens	Aves	ITPR2	0	0	0	0	0	1	0	0	tn
GCF_041296385.2	Aphelocoma coerulescens	Aves	ITPR3	0	0	0	0	0	1	0	0	tn
GCF_041296385.2	Aphelocoma coerulescens	Aves	RYR	1	13	0	0	13	3	0	1	tp
GCF_041902795.1	Electrophorus electricus	Actinopteri	ITPR1	1	28	0	0	28	2	0	1	tp
GCF_041902795.1	Electrophorus electricus	Actinopteri	ITPR2	0	0	0	0	0	1	0	0	tn
GCF_041902795.1	Electrophorus electricus	Actinopteri	ITPR3	0	0	0	0	0	1	0	0	tn
GCF_041902795.1	Electrophorus electricus	Actinopteri	RYR	1	58	0	0	58	5	0	1	tp
GCF_042186555.1	Aquarana catesbeiana	Amphibia	ITPR1	0	0	0	0	0	1	0	0	tn
GCF_042186555.1	Aquarana catesbeiana	Amphibia	ITPR2	0	0	0	0	0	1	0	0	tn
GCF_042186555.1	Aquarana catesbeiana	Amphibia	ITPR3	0	0	0	0	0	1	0	0	tn
GCF_042186555.1	Aquarana catesbeiana	Amphibia	RYR	1	7	0	0	7	2	0	1	tp
GCF_042242105.1	Pempheris klunzingeri	Actinopteri	ITPR1	1	27	0	0	27	2	1	1	tp
GCF_042242105.1	Pempheris klunzingeri	Actinopteri	ITPR2	0	0	0	0	0	1	0	0	tn
GCF_042242105.1	Pempheris klunzingeri	Actinopteri	ITPR3	0	0	0	0	0	1	0	0	tn
GCF_042242105.1	Pempheris klunzingeri	Actinopteri	RYR	1	76	0	0	76	6	0	1	tp
GCF_043380555.1	Nothobranchius furzeri	Actinopteri	ITPR1	1	28	0	0	28	2	1	1	tp
GCF_043380555.1	Nothobranchius furzeri	Actinopteri	ITPR2	0	0	0	0	0	1	0	0	tn
GCF_043380555.1	Nothobranchius furzeri	Actinopteri	ITPR3	0	0	0	0	0	1	0	0	tn
GCF_043380555.1	Nothobranchius furzeri	Actinopteri	RYR	1	81	0	0	81	6	0	1	tp
GCF_045865225.1	Trachurus japonicus	Actinopteri	ITPR1	1	27	0	0	27	2	1	1	tp
GCF_045865225.1	Trachurus japonicus	Actinopteri	ITPR2	0	0	0	0	0	1	0	0	tn
GCF_045865225.1	Trachurus japonicus	Actinopteri	ITPR3	0	0	0	0	0	1	0	0	tn
GCF_045865225.1	Trachurus japonicus	Actinopteri	RYR	1	76	0	0	76	6	0	1	tp
GCF_046128005.1	Genypterus blacodes	Actinopteri	ITPR1	1	29	0	0	29	2	0	1	tp
GCF_046128005.1	Genypterus blacodes	Actinopteri	ITPR2	0	0	0	0	0	1	0	0	tn
GCF_046128005.1	Genypterus blacodes	Actinopteri	ITPR3	0	0	0	0	0	1	0	0	tn
GCF_046128005.1	Genypterus blacodes	Actinopteri	RYR	1	67	0	0	67	6	0	1	tp
GCF_047370975.1	Nipponia nippon	Aves	ITPR1	0	0	0	0	0	1	0	0	tn
GCF_047370975.1	Nipponia nippon	Aves	ITPR2	0	0	0	0	0	1	0	0	tn
GCF_047370975.1	Nipponia nippon	Aves	ITPR3	0	0	0	0	0	1	0	0	tn
GCF_047370975.1	Nipponia nippon	Aves	RYR	1	13	0	0	13	3	0	1	tp
GCF_047496795.1	Chiloscyllium punctatum	Chondrichthyes	ITPR1	0	0	0	0	0	1	0	0	tn
GCF_047496795.1	Chiloscyllium punctatum	Chondrichthyes	ITPR2	0	0	0	0	0	1	0	0	tn
GCF_047496795.1	Chiloscyllium punctatum	Chondrichthyes	ITPR3	0	0	0	0	0	1	0	0	tn
GCF_047496795.1	Chiloscyllium punctatum	Chondrichthyes	RYR	1	10	0	0	10	3	0	1	tp
GCF_047496885.1	Scyliorhinus torazame	Chondrichthyes	ITPR1	0	0	0	0	0	1	0	0	tn
GCF_047496885.1	Scyliorhinus torazame	Chondrichthyes	ITPR2	0	0	0	0	0	1	0	0	tn
GCF_047496885.1	Scyliorhinus torazame	Chondrichthyes	ITPR3	0	0	0	0	0	1	0	0	tn
GCF_047496885.1	Scyliorhinus torazame	Chondrichthyes	RYR	1	16	0	0	16	3	0	1	tp
GCF_047663525.1	Anas platyrhynchos	Aves	ITPR1	0	0	0	0	0	1	0	0	tn
GCF_047663525.1	Anas platyrhynchos	Aves	ITPR2	0	0	0	0	0	1	0	0	tn
GCF_047663525.1	Anas platyrhynchos	Aves	ITPR3	0	0	0	0	0	1	0	0	tn
GCF_047663525.1	Anas platyrhynchos	Aves	RYR	1	13	0	0	13	3	0	1	tp
GCF_047716275.1	Strix uralensis	Aves	ITPR1	0	0	0	0	0	1	0	0	tn
GCF_047716275.1	Strix uralensis	Aves	ITPR2	0	0	0	0	0	1	0	0	tn
GCF_047716275.1	Strix uralensis	Aves	ITPR3	0	0	0	0	0	1	0	0	tn
GCF_047716275.1	Strix uralensis	Aves	RYR	1	13	0	0	13	3	0	1	tp
GCF_048418815.1	Hemitrygon akajei	Chondrichthyes	ITPR1	0	0	0	0	0	1	0	0	tn
GCF_048418815.1	Hemitrygon akajei	Chondrichthyes	ITPR2	0	0	0	0	0	1	0	0	tn
GCF_048418815.1	Hemitrygon akajei	Chondrichthyes	ITPR3	0	0	0	0	0	1	0	0	tn
GCF_048418815.1	Hemitrygon akajei	Chondrichthyes	RYR	1	14	0	0	14	3	0	1	tp
GCF_048593235.1	Sminthopsis crassicaudata	Mammalia	ITPR1	0	0	0	0	0	1	0	0	tn
GCF_048593235.1	Sminthopsis crassicaudata	Mammalia	ITPR2	0	0	0	0	0	1	0	0	tn
GCF_048593235.1	Sminthopsis crassicaudata	Mammalia	ITPR3	0	0	0	0	0	1	0	0	tn
GCF_048593235.1	Sminthopsis crassicaudata	Mammalia	RYR	1	13	0	0	13	3	0	1	tp
GCF_048594095.1	Paramormyrops kingsleyae	Actinopteri	ITPR1	1	28	0	0	28	2	0	1	tp
GCF_048594095.1	Paramormyrops kingsleyae	Actinopteri	ITPR2	0	0	0	0	0	1	0	0	tn
GCF_048594095.1	Paramormyrops kingsleyae	Actinopteri	ITPR3	0	0	0	0	0	1	0	0	tn
GCF_048594095.1	Paramormyrops kingsleyae	Actinopteri	RYR	1	27	0	0	27	4	0	1	tp
GCF_048934315.1	Petromyzon marinus	Hyperoartia	ITPR1	1	87	0	0	87	3	0	1	tp
GCF_048934315.1	Petromyzon marinus	Hyperoartia	ITPR2	0	0	0	0	0	0	0	0	tn
GCF_048934315.1	Petromyzon marinus	Hyperoartia	ITPR3	0	0	0	0	0	0	0	0	tn
GCF_048934315.1	Petromyzon marinus	Hyperoartia	RYR	1	7	0	0	7	2	0	1	tp
GCF_049350105.2	Macaca mulatta	Mammalia	ITPR1	0	0	0	0	0	1	0	0	tn
GCF_049350105.2	Macaca mulatta	Mammalia	ITPR2	0	0	0	0	0	1	0	0	tn
GCF_049350105.2	Macaca mulatta	Mammalia	ITPR3	0	0	0	0	0	1	0	0	tn
GCF_049350105.2	Macaca mulatta	Mammalia	RYR	1	13	0	0	13	3	0	1	tp
GCF_050624435.1	Tenrec ecaudatus	Mammalia	ITPR1	0	0	0	0	0	1	0	0	tn
GCF_050624435.1	Tenrec ecaudatus	Mammalia	ITPR2	0	0	0	0	0	1	0	0	tn
GCF_050624435.1	Tenrec ecaudatus	Mammalia	ITPR3	0	0	0	0	0	1	0	0	tn
GCF_050624435.1	Tenrec ecaudatus	Mammalia	RYR	1	13	0	0	13	3	0	1	tp
GCF_052040795.1	Danio rerio	Actinopteri	ITPR1	1	27	0	0	27	2	0	1	tp
GCF_052040795.1	Danio rerio	Actinopteri	ITPR2	0	0	0	0	0	1	0	0	tn
GCF_052040795.1	Danio rerio	Actinopteri	ITPR3	0	0	0	0	0	1	0	0	tn
GCF_052040795.1	Danio rerio	Actinopteri	RYR	1	48	0	0	48	6	1	1	tp
GCF_052327205.1	Somniosus microcephalus	Chondrichthyes	ITPR1	0	0	0	0	0	1	0	0	tn
GCF_052327205.1	Somniosus microcephalus	Chondrichthyes	ITPR2	0	0	0	0	0	1	0	0	tn
GCF_052327205.1	Somniosus microcephalus	Chondrichthyes	ITPR3	0	0	0	0	0	1	0	0	tn
GCF_052327205.1	Somniosus microcephalus	Chondrichthyes	RYR	1	16	0	0	16	3	0	1	tp
GCF_054371585.1	Giraffa tippelskirchi	Mammalia	ITPR1	0	0	0	0	0	1	0	0	tn
GCF_054371585.1	Giraffa tippelskirchi	Mammalia	ITPR2	0	0	0	0	0	1	0	0	tn
GCF_054371585.1	Giraffa tippelskirchi	Mammalia	ITPR3	0	0	0	0	0	1	0	0	tn
GCF_054371585.1	Giraffa tippelskirchi	Mammalia	RYR	1	13	0	0	13	3	1	1	tp
GCF_054491055.1	Hypomesus nipponensis	Actinopteri	ITPR1	1	28	0	0	28	2	1	1	tp
GCF_054491055.1	Hypomesus nipponensis	Actinopteri	ITPR2	0	0	0	0	0	1	0	0	tn
GCF_054491055.1	Hypomesus nipponensis	Actinopteri	ITPR3	0	0	0	0	0	1	0	0	tn
GCF_054491055.1	Hypomesus nipponensis	Actinopteri	RYR	1	50	0	0	50	6	0	1	tp
GCF_056507025.1	Lutjanus erythropterus	Actinopteri	ITPR1	1	27	0	0	27	2	1	1	tp
GCF_056507025.1	Lutjanus erythropterus	Actinopteri	ITPR2	0	0	0	0	0	1	0	0	tn
GCF_056507025.1	Lutjanus erythropterus	Actinopteri	ITPR3	0	0	0	0	0	1	0	0	tn
GCF_056507025.1	Lutjanus erythropterus	Actinopteri	RYR	1	67	0	0	67	6	0	1	tp
GCF_057381845.1	Rhamphochromis longiceps	Actinopteri	ITPR1	1	27	0	0	27	2	1	1	tp
GCF_057381845.1	Rhamphochromis longiceps	Actinopteri	ITPR2	0	0	0	0	0	1	0	0	tn
GCF_057381845.1	Rhamphochromis longiceps	Actinopteri	ITPR3	0	0	0	0	0	1	0	0	tn
GCF_057381845.1	Rhamphochromis longiceps	Actinopteri	RYR	1	116	0	0	116	7	1	1	tp
GCF_900324485.3	Mastacembelus armatus	Actinopteri	ITPR1	1	27	0	0	27	2	1	1	tp
GCF_900324485.3	Mastacembelus armatus	Actinopteri	ITPR2	0	0	0	0	0	1	0	0	tn
GCF_900324485.3	Mastacembelus armatus	Actinopteri	ITPR3	0	0	0	0	0	1	0	0	tn
GCF_900324485.3	Mastacembelus armatus	Actinopteri	RYR	1	81	0	0	81	6	0	1	tp
GCF_900634775.2	Gouania willdenowi	Actinopteri	ITPR1	1	29	0	0	29	2	1	1	tp
GCF_900634775.2	Gouania willdenowi	Actinopteri	ITPR2	0	0	0	0	0	1	0	0	tn
GCF_900634775.2	Gouania willdenowi	Actinopteri	ITPR3	0	0	0	0	0	1	0	0	tn
GCF_900634775.2	Gouania willdenowi	Actinopteri	RYR	1	76	0	0	76	6	0	1	tp
GCF_900747795.2	Erpetoichthys calabaricus	Cladistia	ITPR1	0	0	0	0	0	1	0	0	tn
GCF_900747795.2	Erpetoichthys calabaricus	Cladistia	ITPR2	0	0	0	0	0	1	0	0	tn
GCF_900747795.2	Erpetoichthys calabaricus	Cladistia	ITPR3	0	0	0	0	0	1	0	0	tn
GCF_900747795.2	Erpetoichthys calabaricus	Cladistia	RYR	1	17	0	0	17	3	0	1	tp
GCF_900880675.2	Sparus aurata	Actinopteri	ITPR1	1	27	0	0	27	2	1	1	tp
GCF_900880675.2	Sparus aurata	Actinopteri	ITPR2	0	0	0	0	0	1	0	0	tn
GCF_900880675.2	Sparus aurata	Actinopteri	ITPR3	0	0	0	0	0	1	0	0	tn
GCF_900880675.2	Sparus aurata	Actinopteri	RYR	1	63	0	0	63	6	0	1	tp
GCF_901000725.3	Takifugu rubripes	Actinopteri	ITPR1	1	28	0	0	28	2	1	1	tp
GCF_901000725.3	Takifugu rubripes	Actinopteri	ITPR2	0	0	0	0	0	1	0	0	tn
GCF_901000725.3	Takifugu rubripes	Actinopteri	ITPR3	0	0	0	0	0	1	0	0	tn
GCF_901000725.3	Takifugu rubripes	Actinopteri	RYR	1	93	0	0	93	6	0	1	tp
GCF_901001135.2	Rhinatrema bivittatum	Amphibia	ITPR1	0	0	0	0	0	1	0	0	tn
GCF_901001135.2	Rhinatrema bivittatum	Amphibia	ITPR2	0	0	0	0	0	1	0	0	tn
GCF_901001135.2	Rhinatrema bivittatum	Amphibia	ITPR3	0	0	0	0	0	1	0	0	tn
GCF_901001135.2	Rhinatrema bivittatum	Amphibia	RYR	1	18	0	0	18	3	0	1	tp
