accession	organism	vclass	source	cell	locus_idx	state	n_annot_edges	n_exact	n_within_tol	n_no_match	frac_exact	frac_within_tol	n_model_exons	n_annot_blocks	median_offset
GCF_037893015.1	Macrotis lagotis	Mammalia	RefSeq	RYR	1	complete	210	207	207	3	0.9857	0.9857	105	106	0
GCF_037893015.1	Macrotis lagotis	Mammalia	RefSeq	RYR	0	complete	212	205	205	7	0.967	0.967	105	107	0
GCF_037893015.1	Macrotis lagotis	Mammalia	RefSeq	RYR	2	complete	208	191	191	17	0.9183	0.9183	102	105	0
GCF_039877785.1	Chaetodon trifascialis	Actinopteri	RefSeq	ITPR1	0	complete	118	111	111	7	0.9407	0.9407	58	60	0
GCF_039877785.1	Chaetodon trifascialis	Actinopteri	RefSeq	ITPR1	1	complete	124	109	109	15	0.879	0.879	58	63	0
GCF_039877785.1	Chaetodon trifascialis	Actinopteri	RefSeq	ITPR2	0	complete	112	106	106	6	0.9464	0.9464	56	57	0
GCF_039877785.1	Chaetodon trifascialis	Actinopteri	RefSeq	ITPR3	0	complete	118	118	118	0	1	1	60	60	0
GCF_039877785.1	Chaetodon trifascialis	Actinopteri	RefSeq	RYR	1	complete	212	205	205	7	0.967	0.967	105	107	0
GCF_039877785.1	Chaetodon trifascialis	Actinopteri	RefSeq	RYR	5	complete	208	188	188	20	0.9038	0.9038	102	105	0
GCF_039877785.1	Chaetodon trifascialis	Actinopteri	RefSeq	RYR	3	complete	208	191	191	17	0.9183	0.9183	101	105	0
GCF_039877785.1	Chaetodon trifascialis	Actinopteri	RefSeq	RYR	2	complete	214	201	201	13	0.9393	0.9393	104	108	0
GCF_039877785.1	Chaetodon trifascialis	Actinopteri	RefSeq	RYR	4	complete	212	198	198	14	0.934	0.934	104	107	0
GCF_039877785.1	Chaetodon trifascialis	Actinopteri	RefSeq	RYR	0	complete	230	225	225	5	0.9783	0.9783	115	116	0
GCF_040054535.1	Antennarius striatus	Actinopteri	RefSeq	ITPR1	0	complete	114	109	109	5	0.9561	0.9561	58	58	0
GCF_040054535.1	Antennarius striatus	Actinopteri	RefSeq	ITPR1	1	complete	120	107	107	13	0.8917	0.8917	58	61	0
GCF_040054535.1	Antennarius striatus	Actinopteri	RefSeq	ITPR2	0	complete	112	105	105	7	0.9375	0.9375	57	57	0
GCF_040054535.1	Antennarius striatus	Actinopteri	RefSeq	ITPR3	0	complete	114	112	112	2	0.9825	0.9825	59	58	0
GCF_040054535.1	Antennarius striatus	Actinopteri	RefSeq	RYR	1	complete	208	200	200	8	0.9615	0.9615	104	105	0
GCF_040054535.1	Antennarius striatus	Actinopteri	RefSeq	RYR	5	complete	206	186	186	20	0.9029	0.9029	100	104	0
GCF_040054535.1	Antennarius striatus	Actinopteri	RefSeq	RYR	2	complete	186	183	183	3	0.9839	0.9839	105	94	0
GCF_040054535.1	Antennarius striatus	Actinopteri	RefSeq	RYR	3	complete	204	184	184	20	0.902	0.902	100	103	0
GCF_040054535.1	Antennarius striatus	Actinopteri	RefSeq	RYR	4	complete	210	200	200	10	0.9524	0.9524	106	106	0
GCF_040054535.1	Antennarius striatus	Actinopteri	RefSeq	RYR	0	complete	224	221	221	3	0.9866	0.9866	114	113	0
GCF_040807025.1	Struthio camelus	Aves	RefSeq	ITPR1	0	complete	120	115	115	5	0.9583	0.9583	62	61	0
GCF_040807025.1	Struthio camelus	Aves	RefSeq	ITPR2	0	complete	118	111	111	7	0.9407	0.9407	57	60	0
GCF_040807025.1	Struthio camelus	Aves	RefSeq	ITPR3	0	complete	112	112	112	0	1	1	58	57	0
GCF_040807025.1	Struthio camelus	Aves	RefSeq	RYR	0	complete	212	206	206	6	0.9717	0.9717	104	107	0
GCF_040807025.1	Struthio camelus	Aves	RefSeq	RYR	2	complete	210	191	191	19	0.9095	0.9095	101	106	0
GCF_040807025.1	Struthio camelus	Aves	RefSeq	RYR	1	complete	208	204	204	4	0.9808	0.9808	104	105	0
GCF_040954835.1	Lepisosteus oculatus	Actinopteri	RefSeq	ITPR1	0	complete	122	107	107	15	0.877	0.877	58	62	0
GCF_040954835.1	Lepisosteus oculatus	Actinopteri	RefSeq	ITPR2	0	complete	114	110	110	4	0.9649	0.9649	57	58	0
GCF_040954835.1	Lepisosteus oculatus	Actinopteri	RefSeq	ITPR3	0	complete	112	109	110	2	0.9732	0.9821	58	57	0
GCF_040954835.1	Lepisosteus oculatus	Actinopteri	RefSeq	RYR	1	complete	216	206	206	10	0.9537	0.9537	105	109	0
GCF_040954835.1	Lepisosteus oculatus	Actinopteri	RefSeq	RYR	2	complete	210	194	194	16	0.9238	0.9238	104	106	0
GCF_040954835.1	Lepisosteus oculatus	Actinopteri	RefSeq	RYR	0	complete	216	204	204	12	0.9444	0.9444	105	109	0
GCF_041296385.2	Aphelocoma coerulescens	Aves	RefSeq	ITPR1	0	complete	112	112	112	0	1	1	62	57	0
GCF_041296385.2	Aphelocoma coerulescens	Aves	RefSeq	ITPR2	0	complete	118	111	111	7	0.9407	0.9407	57	60	0
GCF_041296385.2	Aphelocoma coerulescens	Aves	RefSeq	ITPR3	0	complete	114	111	111	3	0.9737	0.9737	58	58	0
GCF_041296385.2	Aphelocoma coerulescens	Aves	RefSeq	RYR	0	complete	208	203	204	4	0.976	0.9808	104	105	0
GCF_041296385.2	Aphelocoma coerulescens	Aves	RefSeq	RYR	2	complete	212	189	189	23	0.8915	0.8915	103	107	0
GCF_041296385.2	Aphelocoma coerulescens	Aves	RefSeq	RYR	1	complete	214	199	199	15	0.9299	0.9299	103	108	0
GCF_041902795.1	Electrophorus electricus	Actinopteri	RefSeq	ITPR1	0	complete	114	113	113	1	0.9912	0.9912	60	58	0
GCF_041902795.1	Electrophorus electricus	Actinopteri	RefSeq	ITPR1	1	complete	120	106	106	14	0.8833	0.8833	57	61	0
GCF_041902795.1	Electrophorus electricus	Actinopteri	RefSeq	ITPR2	0	complete	112	110	110	2	0.9821	0.9821	56	57	0
GCF_041902795.1	Electrophorus electricus	Actinopteri	RefSeq	ITPR3	0	complete	116	112	112	4	0.9655	0.9655	58	59	0
GCF_041902795.1	Electrophorus electricus	Actinopteri	RefSeq	RYR	1	complete	216	204	204	12	0.9444	0.9444	105	109	0
GCF_041902795.1	Electrophorus electricus	Actinopteri	RefSeq	RYR	4	complete	206	191	191	15	0.9272	0.9272	101	104	0
GCF_041902795.1	Electrophorus electricus	Actinopteri	RefSeq	RYR	3	complete	212	191	191	21	0.9009	0.9009	101	107	0
GCF_041902795.1	Electrophorus electricus	Actinopteri	RefSeq	RYR	0	complete	208	206	206	2	0.9904	0.9904	106	105	0
GCF_041902795.1	Electrophorus electricus	Actinopteri	RefSeq	RYR	2	complete	212	199	199	13	0.9387	0.9387	104	107	0
GCF_042186555.1	Aquarana catesbeiana	Amphibia	RefSeq	ITPR2	0	complete	114	109	109	5	0.9561	0.9561	57	58	0
GCF_042186555.1	Aquarana catesbeiana	Amphibia	RefSeq	ITPR3	0	complete	114	114	114	0	1	1	58	58	0
GCF_042186555.1	Aquarana catesbeiana	Amphibia	RefSeq	RYR	0	complete	216	212	212	4	0.9815	0.9815	107	109	0
GCF_042186555.1	Aquarana catesbeiana	Amphibia	RefSeq	RYR	1	complete	206	189	189	17	0.9175	0.9175	101	104	0
GCF_042242105.1	Pempheris klunzingeri	Actinopteri	RefSeq	ITPR1	0	complete	116	113	113	3	0.9741	0.9741	58	59	0
GCF_042242105.1	Pempheris klunzingeri	Actinopteri	RefSeq	ITPR1	1	complete	110	99	99	11	0.9	0.9	58	56	0
GCF_042242105.1	Pempheris klunzingeri	Actinopteri	RefSeq	ITPR2	0	complete	112	105	105	7	0.9375	0.9375	56	57	0
GCF_042242105.1	Pempheris klunzingeri	Actinopteri	RefSeq	ITPR3	0	complete	118	117	117	1	0.9915	0.9915	60	60	0
GCF_042242105.1	Pempheris klunzingeri	Actinopteri	RefSeq	RYR	1	complete	210	203	203	7	0.9667	0.9667	104	106	0
GCF_042242105.1	Pempheris klunzingeri	Actinopteri	RefSeq	RYR	5	complete	206	190	190	16	0.9223	0.9223	102	104	0
GCF_042242105.1	Pempheris klunzingeri	Actinopteri	RefSeq	RYR	3	complete	186	174	174	12	0.9355	0.9355	100	94	0
GCF_042242105.1	Pempheris klunzingeri	Actinopteri	RefSeq	RYR	2	complete	212	203	203	9	0.9575	0.9575	103	107	0
GCF_042242105.1	Pempheris klunzingeri	Actinopteri	RefSeq	RYR	4	complete	210	204	204	6	0.9714	0.9714	105	106	0
GCF_042242105.1	Pempheris klunzingeri	Actinopteri	RefSeq	RYR	0	complete	230	225	225	5	0.9783	0.9783	115	116	0
GCF_043380555.1	Nothobranchius furzeri	Actinopteri	RefSeq	ITPR1	1	complete	122	107	107	15	0.877	0.877	58	62	0
GCF_043380555.1	Nothobranchius furzeri	Actinopteri	RefSeq	ITPR1	0	complete	114	113	113	1	0.9912	0.9912	58	58	0
GCF_043380555.1	Nothobranchius furzeri	Actinopteri	RefSeq	ITPR2	0	complete	112	102	102	10	0.9107	0.9107	56	57	0
GCF_043380555.1	Nothobranchius furzeri	Actinopteri	RefSeq	ITPR3	0	complete	116	116	116	0	1	1	60	59	0
GCF_043380555.1	Nothobranchius furzeri	Actinopteri	RefSeq	RYR	4	complete	212	205	205	7	0.967	0.967	106	107	0
GCF_043380555.1	Nothobranchius furzeri	Actinopteri	RefSeq	RYR	2	complete	212	204	204	8	0.9623	0.9623	104	107	0
GCF_043380555.1	Nothobranchius furzeri	Actinopteri	RefSeq	RYR	5	complete	206	182	182	24	0.8835	0.8835	101	104	0
GCF_043380555.1	Nothobranchius furzeri	Actinopteri	RefSeq	RYR	1	complete	212	204	204	8	0.9623	0.9623	105	107	0
GCF_043380555.1	Nothobranchius furzeri	Actinopteri	RefSeq	RYR	0	complete	288	226	227	61	0.7847	0.7882	115	145	0
GCF_043380555.1	Nothobranchius furzeri	Actinopteri	RefSeq	RYR	3	complete	208	191	191	17	0.9183	0.9183	102	105	0
GCF_045865225.1	Trachurus japonicus	Actinopteri	RefSeq	ITPR1	0	complete	118	114	114	4	0.9661	0.9661	58	60	0
GCF_045865225.1	Trachurus japonicus	Actinopteri	RefSeq	ITPR1	1	complete	124	103	103	21	0.8306	0.8306	58	63	0
GCF_045865225.1	Trachurus japonicus	Actinopteri	RefSeq	ITPR2	0	complete	112	104	105	7	0.9286	0.9375	55	57	0
GCF_045865225.1	Trachurus japonicus	Actinopteri	RefSeq	ITPR3	0	complete	118	118	118	0	1	1	60	60	0
GCF_045865225.1	Trachurus japonicus	Actinopteri	RefSeq	RYR	1	complete	214	204	204	10	0.9533	0.9533	105	108	0
GCF_045865225.1	Trachurus japonicus	Actinopteri	RefSeq	RYR	2	complete	212	205	205	7	0.967	0.967	104	107	0
GCF_045865225.1	Trachurus japonicus	Actinopteri	RefSeq	RYR	5	complete	206	185	186	20	0.8981	0.9029	102	104	0
GCF_045865225.1	Trachurus japonicus	Actinopteri	RefSeq	RYR	0	complete	230	225	225	5	0.9783	0.9783	115	116	0
GCF_045865225.1	Trachurus japonicus	Actinopteri	RefSeq	RYR	3	complete	210	187	187	23	0.8905	0.8905	101	106	0
GCF_045865225.1	Trachurus japonicus	Actinopteri	RefSeq	RYR	4	complete	212	203	203	9	0.9575	0.9575	105	107	0
GCF_046128005.1	Genypterus blacodes	Actinopteri	RefSeq	ITPR1	1	complete	116	104	104	12	0.8966	0.8966	58	59	0
GCF_046128005.1	Genypterus blacodes	Actinopteri	RefSeq	ITPR1	0	complete	114	111	111	3	0.9737	0.9737	57	58	0
GCF_046128005.1	Genypterus blacodes	Actinopteri	RefSeq	ITPR2	0	complete	112	105	105	7	0.9375	0.9375	56	57	0
GCF_046128005.1	Genypterus blacodes	Actinopteri	RefSeq	RYR	4	complete	206	189	189	17	0.9175	0.9175	101	104	0
GCF_046128005.1	Genypterus blacodes	Actinopteri	RefSeq	RYR	1	complete	216	206	206	10	0.9537	0.9537	105	109	0
GCF_046128005.1	Genypterus blacodes	Actinopteri	RefSeq	RYR	0	complete	230	222	222	8	0.9652	0.9652	114	116	0
GCF_046128005.1	Genypterus blacodes	Actinopteri	RefSeq	RYR	3	complete	212	188	188	24	0.8868	0.8868	100	107	0
GCF_046128005.1	Genypterus blacodes	Actinopteri	RefSeq	RYR	2	complete	212	200	200	12	0.9434	0.9434	104	107	0
GCF_046128005.1	Genypterus blacodes	Actinopteri	RefSeq	RYR	5	complete	206	184	186	20	0.8932	0.9029	101	104	0
GCF_047370975.1	Nipponia nippon	Aves	RefSeq	ITPR1	0	complete	118	118	118	0	1	1	62	60	0
GCF_047370975.1	Nipponia nippon	Aves	RefSeq	ITPR2	0	complete	116	111	111	5	0.9569	0.9569	57	59	0
GCF_047370975.1	Nipponia nippon	Aves	RefSeq	ITPR3	0	complete	114	114	114	0	1	1	58	58	0
GCF_047370975.1	Nipponia nippon	Aves	RefSeq	RYR	2	complete	212	197	197	15	0.9292	0.9292	102	107	0
GCF_047370975.1	Nipponia nippon	Aves	RefSeq	RYR	0	complete	212	206	206	6	0.9717	0.9717	104	107	0
GCF_047370975.1	Nipponia nippon	Aves	RefSeq	RYR	1	complete	206	202	202	4	0.9806	0.9806	104	104	0
GCF_047496795.1	Chiloscyllium punctatum	Chondrichthyes	RefSeq	ITPR1	0	complete	116	109	109	7	0.9397	0.9397	59	59	0
GCF_047496795.1	Chiloscyllium punctatum	Chondrichthyes	RefSeq	ITPR2	0	complete	112	104	104	8	0.9286	0.9286	55	57	0
GCF_047496795.1	Chiloscyllium punctatum	Chondrichthyes	RefSeq	ITPR3	0	complete	114	102	103	11	0.8947	0.9035	56	58	0
GCF_047496795.1	Chiloscyllium punctatum	Chondrichthyes	RefSeq	RYR	2	complete	212	192	192	20	0.9057	0.9057	102	107	0
GCF_047496795.1	Chiloscyllium punctatum	Chondrichthyes	RefSeq	RYR	1	complete	202	198	198	4	0.9802	0.9802	104	102	0
GCF_047496795.1	Chiloscyllium punctatum	Chondrichthyes	RefSeq	RYR	0	complete	214	198	198	16	0.9252	0.9252	103	108	0
GCF_047496885.1	Scyliorhinus torazame	Chondrichthyes	RefSeq	ITPR1	0	complete	116	106	106	10	0.9138	0.9138	59	59	0
GCF_047496885.1	Scyliorhinus torazame	Chondrichthyes	RefSeq	ITPR2	0	complete	112	106	106	6	0.9464	0.9464	56	57	0
GCF_047496885.1	Scyliorhinus torazame	Chondrichthyes	RefSeq	ITPR3	0	complete	114	99	99	15	0.8684	0.8684	56	58	0
GCF_047496885.1	Scyliorhinus torazame	Chondrichthyes	RefSeq	RYR	1	complete	202	197	197	5	0.9752	0.9752	103	102	0
GCF_047496885.1	Scyliorhinus torazame	Chondrichthyes	RefSeq	RYR	2	complete	210	199	199	11	0.9476	0.9476	102	106	0
GCF_047496885.1	Scyliorhinus torazame	Chondrichthyes	RefSeq	RYR	0	complete	212	199	199	13	0.9387	0.9387	102	107	0
GCF_047663525.1	Anas platyrhynchos	Aves	RefSeq	ITPR1	0	complete	120	116	116	4	0.9667	0.9667	62	61	0
GCF_047663525.1	Anas platyrhynchos	Aves	RefSeq	ITPR2	0	complete	114	112	112	2	0.9825	0.9825	57	58	0
GCF_047663525.1	Anas platyrhynchos	Aves	RefSeq	ITPR3	0	complete	114	113	113	1	0.9912	0.9912	58	58	0
GCF_047663525.1	Anas platyrhynchos	Aves	RefSeq	RYR	0	complete	212	204	205	7	0.9623	0.967	106	107	0
GCF_047663525.1	Anas platyrhynchos	Aves	RefSeq	RYR	2	complete	206	198	198	8	0.9612	0.9612	103	104	0
GCF_047663525.1	Anas platyrhynchos	Aves	RefSeq	RYR	1	complete	222	194	194	28	0.8739	0.8739	103	112	0
GCF_047716275.1	Strix uralensis	Aves	RefSeq	ITPR1	0	complete	124	120	120	4	0.9677	0.9677	62	63	0
GCF_047716275.1	Strix uralensis	Aves	RefSeq	ITPR2	0	complete	118	108	108	10	0.9153	0.9153	56	60	0
GCF_047716275.1	Strix uralensis	Aves	RefSeq	ITPR3	0	complete	114	114	114	0	1	1	58	58	0
GCF_047716275.1	Strix uralensis	Aves	RefSeq	RYR	0	complete	214	205	206	8	0.9579	0.9626	104	108	0
GCF_047716275.1	Strix uralensis	Aves	RefSeq	RYR	2	complete	206	193	193	13	0.9369	0.9369	102	104	0
GCF_047716275.1	Strix uralensis	Aves	RefSeq	RYR	1	complete	200	189	189	11	0.945	0.945	97	101	0
GCF_048418815.1	Hemitrygon akajei	Chondrichthyes	RefSeq	ITPR1	0	complete	116	110	110	6	0.9483	0.9483	59	59	0
GCF_048418815.1	Hemitrygon akajei	Chondrichthyes	RefSeq	ITPR2	0	complete	112	105	105	7	0.9375	0.9375	56	57	0
GCF_048418815.1	Hemitrygon akajei	Chondrichthyes	RefSeq	ITPR3	0	complete	114	103	103	11	0.9035	0.9035	56	58	0
GCF_048418815.1	Hemitrygon akajei	Chondrichthyes	RefSeq	RYR	2	complete	208	195	195	13	0.9375	0.9375	105	105	0
GCF_048418815.1	Hemitrygon akajei	Chondrichthyes	RefSeq	RYR	1	complete	204	200	200	4	0.9804	0.9804	103	103	0
GCF_048418815.1	Hemitrygon akajei	Chondrichthyes	RefSeq	RYR	0	complete	208	196	196	12	0.9423	0.9423	104	105	0
GCF_048593235.1	Sminthopsis crassicaudata	Mammalia	RefSeq	ITPR1	0	complete	120	115	115	5	0.9583	0.9583	60	61	0
GCF_048593235.1	Sminthopsis crassicaudata	Mammalia	RefSeq	ITPR2	0	complete	114	112	112	2	0.9825	0.9825	57	58	0
GCF_048593235.1	Sminthopsis crassicaudata	Mammalia	RefSeq	ITPR3	0	complete	114	114	114	0	1	1	58	58	0
GCF_048593235.1	Sminthopsis crassicaudata	Mammalia	RefSeq	RYR	2	complete	208	191	191	17	0.9183	0.9183	101	105	0
GCF_048593235.1	Sminthopsis crassicaudata	Mammalia	RefSeq	RYR	0	complete	208	201	201	7	0.9663	0.9663	105	105	0
GCF_048593235.1	Sminthopsis crassicaudata	Mammalia	RefSeq	RYR	1	complete	200	192	192	8	0.96	0.96	98	101	0
GCF_048594095.1	Paramormyrops kingsleyae	Actinopteri	RefSeq	ITPR1	0	complete	118	110	111	7	0.9322	0.9407	58	60	0
GCF_048594095.1	Paramormyrops kingsleyae	Actinopteri	RefSeq	ITPR1	1	complete	120	111	111	9	0.925	0.925	58	61	0
GCF_048594095.1	Paramormyrops kingsleyae	Actinopteri	RefSeq	ITPR2	0	complete	114	107	107	7	0.9386	0.9386	57	58	0
GCF_048594095.1	Paramormyrops kingsleyae	Actinopteri	RefSeq	ITPR3	0	complete	114	102	102	12	0.8947	0.8947	57	58	0
GCF_048594095.1	Paramormyrops kingsleyae	Actinopteri	RefSeq	RYR	3	complete	212	186	186	26	0.8774	0.8774	100	107	0
GCF_048594095.1	Paramormyrops kingsleyae	Actinopteri	RefSeq	RYR	2	complete	216	207	207	9	0.9583	0.9583	105	109	0
GCF_048594095.1	Paramormyrops kingsleyae	Actinopteri	RefSeq	RYR	1	complete	214	207	207	7	0.9673	0.9673	105	108	0
GCF_048594095.1	Paramormyrops kingsleyae	Actinopteri	RefSeq	RYR	0	complete	208	205	205	3	0.9856	0.9856	105	105	0
GCF_048934315.1	Petromyzon marinus	Hyperoartia	RefSeq	ITPR1	1	complete	114	103	103	11	0.9035	0.9035	57	58	0
GCF_048934315.1	Petromyzon marinus	Hyperoartia	RefSeq	ITPR1	2	complete	114	99	99	15	0.8684	0.8684	54	58	0
GCF_048934315.1	Petromyzon marinus	Hyperoartia	RefSeq	ITPR1	0	complete	112	98	98	14	0.875	0.875	55	57	0
GCF_048934315.1	Petromyzon marinus	Hyperoartia	RefSeq	RYR	1	complete	210	199	199	11	0.9476	0.9476	103	106	0
GCF_048934315.1	Petromyzon marinus	Hyperoartia	RefSeq	RYR	0	complete	216	214	214	2	0.9907	0.9907	109	109	0
GCF_049350105.2	Macaca mulatta	Mammalia	RefSeq	ITPR1	0	complete	118	118	118	0	1	1	60	60	0
GCF_049350105.2	Macaca mulatta	Mammalia	RefSeq	ITPR2	0	complete	114	112	112	2	0.9825	0.9825	57	58	0
GCF_049350105.2	Macaca mulatta	Mammalia	RefSeq	ITPR3	0	complete	114	113	113	1	0.9912	0.9912	58	58	0
GCF_049350105.2	Macaca mulatta	Mammalia	RefSeq	RYR	0	complete	210	207	207	3	0.9857	0.9857	105	106	0
GCF_049350105.2	Macaca mulatta	Mammalia	RefSeq	RYR	2	complete	206	192	192	14	0.932	0.932	101	104	0
GCF_049350105.2	Macaca mulatta	Mammalia	RefSeq	RYR	1	complete	210	206	206	4	0.981	0.981	105	106	0
GCF_050624435.1	Tenrec ecaudatus	Mammalia	RefSeq	ITPR1	0	complete	112	110	110	2	0.9821	0.9821	60	57	0
GCF_050624435.1	Tenrec ecaudatus	Mammalia	RefSeq	ITPR2	0	complete	112	112	112	0	1	1	57	57	0
GCF_050624435.1	Tenrec ecaudatus	Mammalia	RefSeq	ITPR3	0	complete	114	114	114	0	1	1	58	58	0
GCF_050624435.1	Tenrec ecaudatus	Mammalia	RefSeq	RYR	0	complete	210	205	205	5	0.9762	0.9762	104	106	0
GCF_050624435.1	Tenrec ecaudatus	Mammalia	RefSeq	RYR	2	complete	206	191	191	15	0.9272	0.9272	101	104	0
GCF_050624435.1	Tenrec ecaudatus	Mammalia	RefSeq	RYR	1	complete	212	203	203	9	0.9575	0.9575	104	107	0
GCF_052040795.1	Danio rerio	Actinopteri	RefSeq	ITPR1	0	complete	118	117	117	1	0.9915	0.9915	60	60	0
GCF_052040795.1	Danio rerio	Actinopteri	RefSeq	ITPR1	1	complete	124	111	111	13	0.8952	0.8952	58	63	0
GCF_052040795.1	Danio rerio	Actinopteri	RefSeq	ITPR2	0	complete	112	112	112	0	1	1	57	57	0
GCF_052040795.1	Danio rerio	Actinopteri	RefSeq	ITPR3	0	complete	114	112	112	2	0.9825	0.9825	58	58	0
GCF_052040795.1	Danio rerio	Actinopteri	RefSeq	RYR	1	complete	212	204	204	8	0.9623	0.9623	104	107	0
GCF_052040795.1	Danio rerio	Actinopteri	RefSeq	RYR	0	complete	208	208	208	0	1	1	105	105	0
GCF_052040795.1	Danio rerio	Actinopteri	RefSeq	RYR	3	complete	210	196	196	14	0.9333	0.9333	104	106	0
GCF_052040795.1	Danio rerio	Actinopteri	RefSeq	RYR	5	complete	204	187	187	17	0.9167	0.9167	100	103	0
GCF_052040795.1	Danio rerio	Actinopteri	RefSeq	RYR	2	complete	218	205	205	13	0.9404	0.9404	105	110	0
GCF_052040795.1	Danio rerio	Actinopteri	RefSeq	RYR	4	complete	206	192	192	14	0.932	0.932	102	104	0
GCF_052327205.1	Somniosus microcephalus	Chondrichthyes	RefSeq	ITPR1	0	complete	112	102	102	10	0.9107	0.9107	59	57	0
GCF_052327205.1	Somniosus microcephalus	Chondrichthyes	RefSeq	ITPR2	0	complete	112	108	108	4	0.9643	0.9643	57	57	0
GCF_052327205.1	Somniosus microcephalus	Chondrichthyes	RefSeq	ITPR3	0	complete	114	101	101	13	0.886	0.886	56	58	0
GCF_052327205.1	Somniosus microcephalus	Chondrichthyes	RefSeq	RYR	1	complete	202	201	201	1	0.995	0.995	103	102	0
GCF_052327205.1	Somniosus microcephalus	Chondrichthyes	RefSeq	RYR	2	complete	216	200	200	16	0.9259	0.9259	102	109	0
GCF_052327205.1	Somniosus microcephalus	Chondrichthyes	RefSeq	RYR	0	complete	210	194	194	16	0.9238	0.9238	102	106	0
GCF_054371585.1	Giraffa tippelskirchi	Mammalia	RefSeq	ITPR1	0	complete	118	117	117	1	0.9915	0.9915	60	60	0
GCF_054371585.1	Giraffa tippelskirchi	Mammalia	RefSeq	ITPR2	0	complete	112	111	111	1	0.9911	0.9911	57	57	0
GCF_054371585.1	Giraffa tippelskirchi	Mammalia	RefSeq	ITPR3	0	complete	112	112	112	0	1	1	58	57	0
GCF_054371585.1	Giraffa tippelskirchi	Mammalia	RefSeq	RYR	0	complete	208	208	208	0	1	1	105	105	0
GCF_054371585.1	Giraffa tippelskirchi	Mammalia	RefSeq	RYR	1	complete	210	208	208	2	0.9905	0.9905	105	106	0
GCF_054371585.1	Giraffa tippelskirchi	Mammalia	RefSeq	RYR	2	complete	204	187	187	17	0.9167	0.9167	100	103	0
GCF_054491055.1	Hypomesus nipponensis	Actinopteri	RefSeq	ITPR1	0	complete	116	113	113	3	0.9741	0.9741	58	59	0
GCF_054491055.1	Hypomesus nipponensis	Actinopteri	RefSeq	ITPR1	1	complete	116	107	107	9	0.9224	0.9224	58	59	0
GCF_054491055.1	Hypomesus nipponensis	Actinopteri	RefSeq	ITPR2	0	complete	112	106	106	6	0.9464	0.9464	56	57	0
GCF_054491055.1	Hypomesus nipponensis	Actinopteri	RefSeq	ITPR3	0	complete	114	112	112	2	0.9825	0.9825	58	58	0
GCF_054491055.1	Hypomesus nipponensis	Actinopteri	RefSeq	RYR	3	complete	150	141	141	9	0.94	0.94	102	76	0
GCF_054491055.1	Hypomesus nipponensis	Actinopteri	RefSeq	RYR	1	complete	212	204	204	8	0.9623	0.9623	104	107	0
GCF_054491055.1	Hypomesus nipponensis	Actinopteri	RefSeq	RYR	5	complete	184	174	174	10	0.9457	0.9457	103	93	0
GCF_054491055.1	Hypomesus nipponensis	Actinopteri	RefSeq	RYR	4	complete	206	201	201	5	0.9757	0.9757	104	104	0
GCF_054491055.1	Hypomesus nipponensis	Actinopteri	RefSeq	RYR	0	complete	210	200	200	10	0.9524	0.9524	108	106	0
GCF_054491055.1	Hypomesus nipponensis	Actinopteri	RefSeq	RYR	2	complete	210	203	203	7	0.9667	0.9667	104	106	0
GCF_056507025.1	Lutjanus erythropterus	Actinopteri	RefSeq	ITPR1	1	complete	124	106	106	18	0.8548	0.8548	59	63	0
GCF_056507025.1	Lutjanus erythropterus	Actinopteri	RefSeq	ITPR1	0	complete	118	113	113	5	0.9576	0.9576	58	60	0
GCF_056507025.1	Lutjanus erythropterus	Actinopteri	RefSeq	ITPR2	0	complete	112	107	107	5	0.9554	0.9554	56	57	0
GCF_056507025.1	Lutjanus erythropterus	Actinopteri	RefSeq	ITPR3	0	complete	118	118	118	0	1	1	60	60	0
GCF_056507025.1	Lutjanus erythropterus	Actinopteri	RefSeq	RYR	1	complete	210	202	202	8	0.9619	0.9619	105	106	0
GCF_056507025.1	Lutjanus erythropterus	Actinopteri	RefSeq	RYR	2	complete	212	202	202	10	0.9528	0.9528	104	107	0
GCF_056507025.1	Lutjanus erythropterus	Actinopteri	RefSeq	RYR	5	complete	206	194	194	12	0.9417	0.9417	101	104	0
GCF_056507025.1	Lutjanus erythropterus	Actinopteri	RefSeq	RYR	4	complete	210	198	198	12	0.9429	0.9429	105	106	0
GCF_056507025.1	Lutjanus erythropterus	Actinopteri	RefSeq	RYR	0	complete	228	227	227	1	0.9956	0.9956	115	115	0
GCF_056507025.1	Lutjanus erythropterus	Actinopteri	RefSeq	RYR	3	complete	208	196	196	12	0.9423	0.9423	102	105	0
GCF_057381845.1	Rhamphochromis longiceps	Actinopteri	RefSeq	ITPR1	1	complete	118	105	105	13	0.8898	0.8898	58	60	0
GCF_057381845.1	Rhamphochromis longiceps	Actinopteri	RefSeq	ITPR1	0	complete	116	112	112	4	0.9655	0.9655	58	59	0
GCF_057381845.1	Rhamphochromis longiceps	Actinopteri	RefSeq	ITPR2	0	complete	112	105	105	7	0.9375	0.9375	57	57	0
GCF_057381845.1	Rhamphochromis longiceps	Actinopteri	RefSeq	ITPR3	0	complete	118	118	118	0	1	1	60	60	0
GCF_057381845.1	Rhamphochromis longiceps	Actinopteri	RefSeq	RYR	1	complete	230	225	225	5	0.9783	0.9783	115	116	0
GCF_057381845.1	Rhamphochromis longiceps	Actinopteri	RefSeq	RYR	0	complete	228	225	225	3	0.9868	0.9868	115	115	0
