accession	organism	vclass	vorder	cell	locus_idx	mp_id	bait	bait_paralog	frame_via_cell	reference	strand	contig	start	end	coverage	identity	q_start	q_end	residues	n_blocks	n_exons	n_merges	n_introns	frame_steps	cds_bp	span_bp	total_intron_bp	median_intron_bp	max_intron_bp	min_intron_bp_seen	mean_exon_bp	frame_balance_bp	canonical_junctions	minor_junctions	non_canonical_junctions	frac_canonical	in_scope	excluded_by
GCF_046128005.1	Genypterus blacodes	Actinopteri	Ophidiiformes	RYR	3	MP000070	A0A8V0Y8K1	RYR2	0	Q92736	-	NW_027466916.1	2581659	2655315	1	0.6682	1	4968	4968	100	100	0	99	0	14955	73657	58702	143	14179	55	149.55	48	99	0	0	1	1	
GCF_046128005.1	Genypterus blacodes	Actinopteri	Ophidiiformes	RYR	2	MP000059	A0A6I8Q6P7	RYR1	0	Q92736	+	NW_027466989.1	1674764	1716333	1	0.7868	1	5037	5037	104	104	0	103	0	15186	41570	26384	97	3570	71	146.02	72	102	1	0	1	1	
GCF_046128005.1	Genypterus blacodes	Actinopteri	Ophidiiformes	RYR	5	MP000083	A0AAJ7XD62		0	Q92736	-	NW_027467090.1	297802	346798	1	0.5544	1	5168	5168	101	101	0	100	2	14944	48997	34053	175	2001	77	147.96	-563	98	2	0	1	1	
GCF_047370975.1	Nipponia nippon	Aves	Pelecaniformes	ITPR1	0	MP000003	A0A8V0ZJT0	ITPR1	0	Q14643	+	NW_028262413.1	13959491	14133347	1	0.9921	1	2779	2779	62	62	0	61	0	8337	173857	165520	1349	32462	83	134.47	-3	60	1	0	1	1	
GCF_047370975.1	Nipponia nippon	Aves	Pelecaniformes	ITPR2	0	MP000054	A0A672UP22	ITPR2	0	Q14571	-	NW_028262347.1	75777179	76044506	1	0.9889	1	2700	2700	57	57	0	56	0	8100	267328	259228	1639	40114	102	142.11	-3	55	1	0	1	1	
GCF_047370975.1	Nipponia nippon	Aves	Pelecaniformes	ITPR3	0	MP000018	A0A8V1ACE6	ITPR3	0	Q14573	+	NW_028262342.1	6820449	6862346	1	0.9869	1	2664	2664	58	58	0	57	0	7995	41898	33903	287	8039	83	137.84	0	56	1	0	1	1	
GCF_047370975.1	Nipponia nippon	Aves	Pelecaniformes	RYR	2	MP000034	A0A6I8Q6P7	RYR1	0	Q92736	-	NW_028262291.1	35923906	36177418	1	0.6755	1	5037	5037	102	102	0	101	0	14610	253513	238903	1111	52038	106	143.24	-504	100	1	0	1	1	
GCF_047370975.1	Nipponia nippon	Aves	Pelecaniformes	RYR	0	MP000036	A0A8V0Y8K1	RYR2	0	Q92736	-	NW_028262358.1	42448572	42882047	1	0.9849	1	4968	4968	104	104	0	103	0	14913	433476	418563	1785	101349	122	143.39	6	103	0	0	1	1	
GCF_047370975.1	Nipponia nippon	Aves	Pelecaniformes	RYR	1	MP000032	A0A6I8Q6P7	RYR1	0	Q92736	-	NW_028262365.1	246480	307841	1	0.7914	1	5037	5037	104	104	0	103	0	15054	61362	46308	418	1702	74	144.75	-60	103	0	0	1	1	
GCF_047496795.1	Chiloscyllium punctatum	Chondrichthyes	Orectolobiformes	ITPR1	0	MP000002	P11881	ITPR1	0	Q14643	-	NC_092750.1	63514029	64032077	1	0.8726	1	2749	2749	59	59	0	58	0	8280	518049	509769	2751.5	120300	86	140.34	30	55	3	0	1	1	
GCF_047496795.1	Chiloscyllium punctatum	Chondrichthyes	Orectolobiformes	ITPR2	0	MP000055	A0ABM1LG32	ITPR2	0	Q14571	-	NC_092782.1	15861634	16125395	1	0.814	1	2701	2701	55	55	0	54	0	8082	263762	255680	2746	47806	83	146.95	-21	53	1	0	1	1	
GCF_047496795.1	Chiloscyllium punctatum	Chondrichthyes	Orectolobiformes	ITPR3	0	MP000051	A0A4W3GWE7	ITPR3	0	Q14573	-	NC_092783.1	34660567	34928912	1	0.8382	1	2630	2630	56	56	0	55	1	7958	268346	260388	2632	45875	114	142.11	65	53	1	1	0.9818	1	
GCF_047496795.1	Chiloscyllium punctatum	Chondrichthyes	Orectolobiformes	RYR	2	MP000022	A0A6I8Q6P7	RYR1	0	Q92736	+	NC_092742.1	76334191	76716240	1	0.6707	1	5037	5037	102	102	0	101	1	14761	382050	367289	2360	62369	111	144.72	-353	100	1	0	1	1	
GCF_047496795.1	Chiloscyllium punctatum	Chondrichthyes	Orectolobiformes	RYR	1	MP000041	A0A3Q0HBW9	RYR2	0	Q92736	+	NC_092749.1	28152311	28685561	0.9962	0.8772	20	4986	4967	104	104	0	103	0	14925	533251	518326	3319	47943	113	143.51	21	103	0	0	1	1	
GCF_047496795.1	Chiloscyllium punctatum	Chondrichthyes	Orectolobiformes	RYR	0	MP000027	A0A4W3I1N0		0	Q92736	-	NC_092767.1	63576125	63929904	0.9972	0.886	15	4982	4968	103	103	0	102	0	15060	353780	338720	2239.5	19481	97	146.21	153	101	0	1	0.9902	1	
GCF_047496885.1	Scyliorhinus torazame	Chondrichthyes	Carcharhiniformes	ITPR1	0	MP000063	A0ABM4F3U0	ITPR1	0	Q14643	-	NC_092719.1	128957828	129684827	1	0.8749	1	2750	2750	59	59	0	58	0	8280	727000	718720	3717.5	156333	88	140.34	27	55	3	0	1	1	
GCF_047496885.1	Scyliorhinus torazame	Chondrichthyes	Carcharhiniformes	ITPR2	0	MP000013	Q14571	ITPR2	0	Q14571	-	NC_092719.1	79498875	79827160	1	0.8065	1	2701	2701	56	56	0	55	0	8106	328286	320180	2492	62648	86	144.75	0	55	0	0	1	1	
GCF_047496885.1	Scyliorhinus torazame	Chondrichthyes	Carcharhiniformes	ITPR3	0	MP000071	A0A4W3GWE7	ITPR3	0	Q14573	+	NC_092723.1	44162393	44522998	1	0.8405	1	2630	2630	56	56	0	55	2	7884	360606	352722	3297	80566	116	140.79	-9	55	0	0	1	1	
GCF_047496885.1	Scyliorhinus torazame	Chondrichthyes	Carcharhiniformes	RYR	1	MP000010	A0A3Q0HBW9	RYR2	0	Q92736	-	NC_092707.1	374759082	375547748	0.9962	0.8716	20	4986	4967	103	103	0	102	0	14922	788667	773745	3513	70981	110	144.87	18	102	0	0	1	1	
GCF_047496885.1	Scyliorhinus torazame	Chondrichthyes	Carcharhiniformes	RYR	2	MP000002	A0A6I8Q6P7	RYR1	0	Q92736	+	NC_092708.1	231928502	232521049	1	0.6645	1	5037	5037	102	102	0	101	2	14873	592548	577675	2638	103890	98	145.81	-241	100	1	0	1	1	
GCF_047496885.1	Scyliorhinus torazame	Chondrichthyes	Carcharhiniformes	RYR	0	MP000053	A0A4W3I1N0		0	Q92736	+	NC_092731.1	30112720	30553718	0.9972	0.8842	15	4982	4968	102	102	0	101	0	15009	440999	425990	3002	25978	98	147.15	102	100	1	0	1	1	
GCF_047663525.1	Anas platyrhynchos	Aves	Anseriformes	ITPR1	0	MP000003	A0A8V0ZJT0	ITPR1	0	Q14643	-	NC_092599.1	1846755	2005438	1	0.9914	1	2779	2779	62	62	0	61	0	8337	158684	150347	1314	26448	85	134.47	-3	60	1	0	1	1	
GCF_047663525.1	Anas platyrhynchos	Aves	Anseriformes	ITPR2	0	MP000010	F1P1X4	ITPR2	0	Q14571	+	NC_092587.1	75005606	75277225	1	0.9826	1	2700	2700	57	57	0	56	0	8103	271620	263517	1513.5	38334	101	142.16	0	55	1	0	1	1	
GCF_047663525.1	Anas platyrhynchos	Aves	Anseriformes	ITPR3	0	MP000018	A0A8V1ACE6	ITPR3	0	Q14573	+	NC_092613.1	3788423	3827698	1	0.9936	1	2664	2664	58	58	0	57	0	7995	39276	31281	270	7498	82	137.84	0	56	1	0	1	1	
GCF_047663525.1	Anas platyrhynchos	Aves	Anseriformes	RYR	0	MP000036	A0A8V0Y8K1	RYR2	0	Q92736	+	NC_092589.1	27741600	28144711	1	0.9799	1	4968	4968	106	106	0	105	0	14901	403112	388211	1368	91665	123	140.58	-6	105	0	0	1	1	
GCF_047663525.1	Anas platyrhynchos	Aves	Anseriformes	RYR	2	MP000034	A0A6I8Q6P7	RYR1	0	Q92736	-	NC_092591.1	39383382	39601971	1	0.6772	1	5037	5037	103	103	0	102	1	14756	218590	203834	1059.5	41351	107	143.26	-358	101	1	0	1	1	
GCF_047663525.1	Anas platyrhynchos	Aves	Anseriformes	RYR	1	MP000032	A0A6I8Q6P7	RYR1	0	Q92736	+	NC_092618.1	9937407	9992100	1	0.7797	1	5037	5037	103	103	0	102	9	15161	54694	39533	325.5	2475	72	147.19	47	101	1	0	1	1	
GCF_047716275.1	Strix uralensis	Aves	Strigiformes	ITPR1	0	MP000003	A0A8V0ZJT0	ITPR1	0	Q14643	+	NC_133981.1	12332812	12503102	1	0.9921	1	2779	2779	62	62	0	61	0	8337	170291	161954	1315	31317	83	134.47	-3	60	1	0	1	1	
GCF_047716275.1	Strix uralensis	Aves	Strigiformes	ITPR2	0	MP000054	A0A672UP22	ITPR2	0	Q14571	+	NC_133976.1	64208588	64488618	1	0.9774	1	2700	2700	56	56	0	55	0	8109	280031	271922	1626	38910	98	144.8	6	54	1	0	1	1	
GCF_047716275.1	Strix uralensis	Aves	Strigiformes	ITPR3	0	MP000018	A0A8V1ACE6	ITPR3	0	Q14573	-	NC_133995.1	5671534	5713642	1	0.991	1	2664	2664	58	58	0	57	0	7995	42109	34114	284	7800	82	137.84	0	56	1	0	1	1	
GCF_047716275.1	Strix uralensis	Aves	Strigiformes	RYR	0	MP000036	A0A8V0Y8K1	RYR2	0	Q92736	+	NC_133974.1	85762589	86202282	1	0.9851	1	4968	4968	104	104	0	103	0	14913	439694	424781	1867	100085	122	143.39	6	103	0	0	1	1	
GCF_047716275.1	Strix uralensis	Aves	Strigiformes	RYR	2	MP000034	A0A6I8Q6P7	RYR1	0	Q92736	-	NC_133975.1	97732611	97996791	1	0.674	1	5037	5037	102	102	0	101	1	14818	264181	249363	1250	52029	90	145.27	-296	100	1	0	1	1	
GCF_047716275.1	Strix uralensis	Aves	Strigiformes	RYR	1	MP000032	A0A6I8Q6P7	RYR1	0	Q92736	-	NW_027436919.1	3173	81914	0.9643	0.7817	181	5037	4857	97	97	0	96	3	14611	78742	64131	667.5	2357	74	150.63	37	96	0	0	1	1	
GCF_048418815.1	Hemitrygon akajei	Chondrichthyes	Myliobatiformes	ITPR1	0	MP000003	P11881	ITPR1	0	Q14643	-	NC_133142.1	48751160	49279275	1	0.8681	1	2749	2749	59	59	0	58	0	8283	528116	519833	3529	112041	79	140.39	33	57	1	0	1	1	
GCF_048418815.1	Hemitrygon akajei	Chondrichthyes	Myliobatiformes	ITPR2	0	MP000072	A0A672UP22	ITPR2	0	Q14571	+	NC_133137.1	51048913	51317374	0.9985	0.806	1	2696	2696	56	56	0	55	0	8118	268462	260344	2505	49285	77	144.96	30	55	0	0	1	1	
GCF_048418815.1	Hemitrygon akajei	Chondrichthyes	Myliobatiformes	ITPR3	0	MP000078	A0A4W3GWE7	ITPR3	0	Q14573	-	NC_133150.1	18983420	19293067	1	0.8002	1	2630	2630	56	56	0	55	0	7926	309648	301722	2725	60885	120	141.54	33	54	0	1	0.9818	1	
GCF_048418815.1	Hemitrygon akajei	Chondrichthyes	Myliobatiformes	RYR	2	MP000054	A0A8V0Y8K1	RYR2	0	Q92736	+	NC_133126.1	73602667	73976398	1	0.6767	1	4968	4968	105	105	0	104	1	14723	373732	359009	1995.5	20171	91	140.22	-184	104	0	0	1	1	
GCF_048418815.1	Hemitrygon akajei	Chondrichthyes	Myliobatiformes	RYR	1	MP000053	A0A8V0Y8K1	RYR2	0	Q92736	+	NC_133130.1	28576545	29302866	1	0.87	1	4968	4968	103	103	0	102	0	14919	726322	711403	2826	178242	101	144.84	12	102	0	0	1	1	
GCF_048418815.1	Hemitrygon akajei	Chondrichthyes	Myliobatiformes	RYR	0	MP000058	A0A4W3I1N0		0	Q92736	-	NC_133148.1	27728801	28244458	0.9972	0.8885	15	4982	4968	104	104	0	103	0	14946	515658	500712	3337	36970	85	143.71	39	102	1	0	1	1	
GCF_048593235.1	Sminthopsis crassicaudata	Mammalia	Dasyuromorphia	ITPR1	0	MP000002	P11881	ITPR1	0	Q14643	-	NC_133617.1	712021628	712381558	1	0.9716	1	2749	2749	60	60	0	59	0	8250	359931	351681	1925	121097	90	137.5	0	58	1	0	1	1	
GCF_048593235.1	Sminthopsis crassicaudata	Mammalia	Dasyuromorphia	ITPR2	0	MP000008	Q14571	ITPR2	0	Q14571	+	NC_133621.1	172130249	172632469	1	0.9489	1	2701	2701	57	57	0	56	0	8097	502221	494124	2933.5	86022	105	142.05	-9	55	1	0	1	1	
GCF_048593235.1	Sminthopsis crassicaudata	Mammalia	Dasyuromorphia	ITPR3	0	MP000016	Q14573	ITPR3	0	Q14573	-	NC_133620.1	290077389	290190448	1	0.9368	1	2671	2671	58	58	0	57	0	8004	113060	105056	878	23701	111	138	-12	57	0	0	1	1	
GCF_048593235.1	Sminthopsis crassicaudata	Mammalia	Dasyuromorphia	RYR	2	MP000034	A0A6I8Q6P7	RYR1	0	Q92736	-	NC_133618.1	262487386	263043098	0.9968	0.6721	17	5037	5021	101	101	0	100	2	14740	555713	540973	2040.5	80544	107	145.94	-326	100	0	0	1	1	
GCF_048593235.1	Sminthopsis crassicaudata	Mammalia	Dasyuromorphia	RYR	0	MP000035	Q92736	RYR2	0	Q92736	+	NC_133620.1	388496471	389193765	1	0.9612	1	4967	4967	105	105	0	104	0	14916	697295	682379	2653	196534	170	142.06	12	104	0	0	1	1	
GCF_048593235.1	Sminthopsis crassicaudata	Mammalia	Dasyuromorphia	RYR	1	MP000032	A0A6I8Q6P7	RYR1	0	Q92736	-	NC_133623.1	56804030	56889207	1	0.771	1	5037	5037	98	98	0	97	3	14984	85178	70194	419	4813	80	152.9	-130	97	0	0	1	1	
GCF_048594095.1	Paramormyrops kingsleyae	Actinopteri	Osteoglossiformes	ITPR1	0	MP000075	A0A672IUQ7	ITPR1	0	Q14643	-	NC_132802.1	24608952	24704495	1	0.9067	1	2748	2748	58	58	0	57	0	8259	95544	87285	814	14301	94	142.4	12	57	0	0	1	1	
GCF_048594095.1	Paramormyrops kingsleyae	Actinopteri	Osteoglossiformes	ITPR1	1	MP000076	A0A672IUQ7	ITPR1	0	Q14643	-	NC_132804.1	15426720	15514323	1	0.882	1	2748	2748	58	58	0	57	0	8187	87604	79417	447	16302	73	141.16	-60	57	0	0	1	1	
GCF_048594095.1	Paramormyrops kingsleyae	Actinopteri	Osteoglossiformes	ITPR2	0	MP000021	F1P1X4	ITPR2	0	Q14571	+	NC_132799.1	35692169	35778871	1	0.7758	1	2700	2700	57	57	0	56	0	8043	86703	78660	600	11530	75	141.11	-57	54	2	0	1	1	
GCF_048594095.1	Paramormyrops kingsleyae	Actinopteri	Osteoglossiformes	ITPR3	0	MP000080	A0A8C6KWV8	ITPR3	0	Q14573	+	NC_132802.1	29556282	29599106	1	0.8075	1	2670	2670	57	57	0	56	0	8040	42825	34785	323	5048	46	141.05	30	55	1	0	1	1	
GCF_048594095.1	Paramormyrops kingsleyae	Actinopteri	Osteoglossiformes	RYR	3	MP000063	Q92736	RYR2	0	Q92736	+	NC_132810.1	8106066	8202121	1	0.683	1	4967	4967	100	100	0	99	0	14829	96056	81227	284	18462	61	148.29	-75	98	1	0	1	1	
GCF_048594095.1	Paramormyrops kingsleyae	Actinopteri	Osteoglossiformes	RYR	2	MP000059	A0A6I8Q6P7	RYR1	0	Q92736	+	NC_132813.1	13850591	13908217	1	0.8052	1	5037	5037	105	105	0	104	0	15087	57627	42540	154.5	9032	73	143.69	-27	103	1	0	1	1	
GCF_048594095.1	Paramormyrops kingsleyae	Actinopteri	Osteoglossiformes	RYR	1	MP000058	A0A6I8Q6P7	RYR1	0	Q92736	-	NC_132814.1	8747082	8829328	1	0.809	1	5037	5037	105	105	0	104	0	15198	82247	67049	302.5	13124	74	144.74	84	101	3	0	1	1	
GCF_048594095.1	Paramormyrops kingsleyae	Actinopteri	Osteoglossiformes	RYR	0	MP000066	A0AC58GZ77	RYR2	0	Q92736	-	NC_132816.1	16121868	16269779	1	0.9072	1	4961	4961	105	105	0	104	0	14886	147912	133026	516	44700	76	141.77	0	104	0	0	1	1	
GCF_048934315.1	Petromyzon marinus	Hyperoartia	Petromyzontiformes	ITPR1	1	MP000011	A0A8J0T3U5	ITPR1	0	Q14643	-	NC_133696.1	4193992	4332010	1	0.7048	1	2743	2743	57	57	0	56	0	8328	138019	129691	1297.5	10904	169	146.11	96	54	2	0	1	1	
GCF_048934315.1	Petromyzon marinus	Hyperoartia	Petromyzontiformes	ITPR1	2	MP000006	P11881	ITPR1	0	Q14643	+	NC_133708.1	13310474	13441637	1	0.655	1	2749	2749	54	54	0	53	0	8226	131164	122938	801	48798	77	152.33	-21	50	3	0	1	1	
GCF_048934315.1	Petromyzon marinus	Hyperoartia	Petromyzontiformes	ITPR1	0	MP000001	Q14643	ITPR1	0	Q14643	+	NC_133714.1	6489601	6762249	1	0.736	1	2758	2758	55	55	0	54	1	8476	272649	264173	1518.5	55006	178	154.11	202	51	2	1	0.9815	1	
GCF_048934315.1	Petromyzon marinus	Hyperoartia	Petromyzontiformes	RYR	1	MP000060	A0A8V0Y8K1	RYR2	0	Q92736	-	NC_133672.1	5716832	6045081	0.9998	0.742	1	4967	4967	103	103	0	102	0	15006	328250	313244	1432.5	30578	96	145.69	105	101	1	0	1	1	
GCF_048934315.1	Petromyzon marinus	Hyperoartia	Petromyzontiformes	RYR	0	MP000066	A0AAJ7XD62		0	Q92736	-	NC_133719.1	6658552	6975379	1	0.9998	1	5168	5168	109	109	0	108	0	15507	316828	301321	1456	25305	256	142.27	0	105	3	0	1	1	
GCF_049350105.2	Macaca mulatta	Mammalia	Primates	ITPR1	0	MP000001	Q14643	ITPR1	0	Q14643	+	NC_133407.1	143262560	143593525	1	0.9956	1	2758	2758	60	60	0	59	0	8277	330966	322689	2351	105703	76	137.95	0	58	1	0	1	1	
GCF_049350105.2	Macaca mulatta	Mammalia	Primates	ITPR2	0	MP000008	Q14571	ITPR2	0	Q14571	-	NC_133416.1	28688432	29181099	1	0.9948	1	2701	2701	57	57	0	56	0	8103	492668	484565	3945.5	56527	118	142.16	-3	55	1	0	1	1	
GCF_049350105.2	Macaca mulatta	Mammalia	Primates	ITPR3	0	MP000016	Q14573	ITPR3	0	Q14573	-	NC_133409.1	148585241	148661307	1	0.9921	1	2671	2671	58	58	0	57	0	8016	76067	68051	503	19262	71	138.21	0	57	0	0	1	1	
GCF_049350105.2	Macaca mulatta	Mammalia	Primates	RYR	0	MP000034	Q92736	RYR2	0	Q92736	-	NC_133406.1	11260161	12052517	1	0.9972	1	4967	4967	105	105	0	104	0	14913	792357	777444	2541.5	221951	382	142.03	9	103	1	0	1	1	
GCF_049350105.2	Macaca mulatta	Mammalia	Primates	RYR	2	MP000033	A0A6I8Q6P7	RYR1	0	Q92736	+	NC_133412.1	10486055	11052073	1	0.6716	1	5037	5037	101	101	0	100	1	14750	566019	551269	1925.5	171451	107	146.04	-364	99	1	0	1	1	
GCF_049350105.2	Macaca mulatta	Mammalia	Primates	RYR	1	MP000031	A0A6I8Q6P7	RYR1	0	Q92736	+	NC_133424.1	49520741	49679389	1	0.7872	1	5037	5037	105	105	0	104	0	15156	158649	143493	803.5	15617	81	144.34	42	103	1	0	1	1	
GCF_050624435.1	Tenrec ecaudatus	Mammalia	Afrosoricida	ITPR1	0	MP000002	P11881	ITPR1	0	Q14643	+	NC_134535.1	143553345	143930484	1	0.9782	1	2749	2749	60	60	0	59	0	8250	377140	368890	2494	127364	86	137.5	0	58	1	0	1	1	
GCF_050624435.1	Tenrec ecaudatus	Mammalia	Afrosoricida	ITPR2	0	MP000008	Q14571	ITPR2	0	Q14571	+	NC_134535.1	104330198	104916335	1	0.9596	1	2701	2701	57	57	0	56	0	8106	586138	578032	3929	73535	122	142.21	0	55	1	0	1	1	
GCF_050624435.1	Tenrec ecaudatus	Mammalia	Afrosoricida	ITPR3	0	MP000016	Q14573	ITPR3	0	Q14573	+	NC_134536.1	164495846	164572980	1	0.9577	1	2671	2671	58	58	0	57	0	8010	77135	69125	474	21282	74	138.1	-6	57	0	0	1	1	
GCF_050624435.1	Tenrec ecaudatus	Mammalia	Afrosoricida	RYR	0	MP000034	Q92736	RYR2	0	Q92736	-	NC_134537.1	61480968	62299308	1	0.9599	1	4967	4967	104	104	0	103	0	14895	818341	803446	2843	201497	167	143.22	-9	101	2	0	1	1	
GCF_050624435.1	Tenrec ecaudatus	Mammalia	Afrosoricida	RYR	2	MP000033	A0A6I8Q6P7	RYR1	0	Q92736	-	NC_134543.1	89718102	90297306	1	0.6612	1	5037	5037	101	101	0	100	1	14962	579205	564243	1704.5	162106	109	148.14	-152	100	0	0	1	1	
GCF_050624435.1	Tenrec ecaudatus	Mammalia	Afrosoricida	RYR	1	MP000031	A0A6I8Q6P7	RYR1	0	Q92736	-	NC_134547.1	20130928	20260628	1	0.7901	1	5037	5037	104	104	0	103	0	15162	129701	114539	520	11369	73	145.79	48	101	2	0	1	1	
GCF_052040795.1	Danio rerio	Actinopteri	Cypriniformes	ITPR1	0	MP000009	A0A8M2BDG0	ITPR1	0	Q14643	+	NC_141026.1	42103917	42164063	1	1	1	2711	2711	60	60	0	59	0	8136	60147	52011	368	4110	71	135.6	0	57	2	0	1	1	
GCF_052040795.1	Danio rerio	Actinopteri	Cypriniformes	ITPR1	1	MP000076	A0A672IUQ7	ITPR1	0	Q14643	-	NC_141031.1	38671712	38907389	1	0.8735	1	2748	2748	58	58	0	57	0	8199	235678	227479	1809	32207	74	141.36	-48	57	0	0	1	1	
GCF_052040795.1	Danio rerio	Actinopteri	Cypriniformes	ITPR2	0	MP000029	A0A8M9PQQ3	ITPR2	0	Q14571	+	NC_141038.1	17365080	17531502	1	1	1	2665	2665	57	57	0	56	0	7998	166423	158425	1506	36827	74	140.32	0	55	1	0	1	1	
GCF_052040795.1	Danio rerio	Actinopteri	Cypriniformes	ITPR3	0	MP000046	A0A8M6Z266	ITPR3	0	Q14573	+	NC_141028.1	23179810	23248428	1	0.9977	1	2635	2635	58	58	0	57	0	7911	68619	60708	546	4788	74	136.4	3	56	1	0	1	1	
GCF_052040795.1	Danio rerio	Actinopteri	Cypriniformes	RYR	1	MP000055	A0A6I8Q6P7	RYR1	0	Q92736	+	NC_141030.1	37176064	37304713	1	0.8105	1	5037	5037	104	104	0	103	0	15177	128650	113473	290	9455	70	145.93	63	102	1	0	1	1	
GCF_052040795.1	Danio rerio	Actinopteri	Cypriniformes	RYR	0	MP000064	A0AC58GZ77	RYR2	0	Q92736	+	NC_141032.1	49697979	49979379	1	1	1	4961	4961	105	105	0	104	0	14886	281401	266515	1428	53650	74	141.77	0	104	0	0	1	1	
GCF_052040795.1	Danio rerio	Actinopteri	Cypriniformes	RYR	3	MP000061	Q92736	RYR2	0	Q92736	-	NC_141037.1	825935	1078172	1	0.6679	1	4967	4967	104	104	0	103	0	14922	252238	237316	1278	31102	76	143.48	18	102	0	1	0.9903	1	
GCF_052040795.1	Danio rerio	Actinopteri	Cypriniformes	RYR	5	MP000075	A0AAJ7XD62		0	Q92736	-	NC_141037.1	21252708	21366585	0.9996	0.5455	3	5168	5166	100	100	0	99	2	14877	113878	99001	329	7392	65	148.77	-624	98	1	0	1	1	
GCF_052040795.1	Danio rerio	Actinopteri	Cypriniformes	RYR	2	MP000056	A0A6I8Q6P7	RYR1	0	Q92736	-	NC_141038.1	38544916	38786503	1	0.8065	1	5037	5037	105	105	0	104	0	15138	241588	226450	969	55532	76	144.17	24	104	0	0	1	1	
GCF_052040795.1	Danio rerio	Actinopteri	Cypriniformes	RYR	4	MP000059	A0A6I8Q6P7	RYR1	0	Q92736	-	NC_141040.1	33231579	33382711	1	0.6545	1	5037	5037	102	102	0	101	0	14778	151133	136355	684	21860	71	144.88	-336	100	1	0	1	1	
GCF_052327205.1	Somniosus microcephalus	Chondrichthyes	Squaliformes	ITPR1	0	MP000032	A0ABM4F3U0	ITPR1	0	Q14643	+	NC_140997.1	147995749	148503708	1	0.8496	1	2750	2750	59	59	0	58	1	8260	507960	499700	3067	119246	84	140	7	56	2	0	1	1	
GCF_052327205.1	Somniosus microcephalus	Chondrichthyes	Squaliformes	ITPR2	0	MP000017#58	F1P1X4	ITPR2	0	Q14571	-	NC_141003.1	13643062	13929208	1	0.8164	1	2700	2700	57	57	0	56	0	8109	286147	278038	2340.5	67699	80	142.26	6	56	0	0	1	1	
GCF_052327205.1	Somniosus microcephalus	Chondrichthyes	Squaliformes	ITPR3	0	MP000057	A0A4W3GWE7	ITPR3	0	Q14573	+	NC_141004.1	41648484	41969059	1	0.8496	1	2630	2630	56	56	0	55	0	7968	320576	312608	2350	84795	118	142.29	75	54	0	1	0.9818	1	
GCF_052327205.1	Somniosus microcephalus	Chondrichthyes	Squaliformes	RYR	1	MP000039	A0A3Q0HBW9	RYR2	0	Q92736	+	NC_140989.1	41150768	41813447	0.9962	0.8767	20	4986	4967	103	103	0	102	0	14904	662680	647776	3393	73006	120	144.7	0	101	1	0	1	1	
GCF_052327205.1	Somniosus microcephalus	Chondrichthyes	Squaliformes	RYR	2	MP000021	A0A6I8Q6P7	RYR1	0	Q92736	+	NC_140998.1	121658493	122164358	1	0.6708	1	5037	5037	102	102	0	101	0	14631	505866	491235	2484	60655	104	143.44	-483	100	1	0	1	1	
GCF_052327205.1	Somniosus microcephalus	Chondrichthyes	Squaliformes	RYR	0	MP000043	A0A4W3I1N0		0	Q92736	-	NC_141020.1	19168080	19588499	0.9972	0.8875	15	4982	4968	102	102	0	101	0	15039	420420	405381	2640	23693	147	147.44	132	101	0	0	1	1	
GCF_054371585.1	Giraffa tippelskirchi	Mammalia	Artiodactyla	ITPR1	0	MP000001	Q14643	ITPR1	0	Q14643	-	NC_137283.1	20674093	20993285	1	0.9833	1	2758	2758	60	60	0	59	0	8274	319193	310919	2360	93847	97	137.9	-3	57	2	0	1	1	
GCF_054371585.1	Giraffa tippelskirchi	Mammalia	Artiodactyla	ITPR2	0	MP000008	Q14571	ITPR2	0	Q14571	+	NC_137278.1	178460678	179020754	1	0.9778	1	2701	2701	57	57	0	56	0	8106	560077	551971	4086.5	65972	113	142.21	0	54	2	0	1	1	
GCF_054371585.1	Giraffa tippelskirchi	Mammalia	Artiodactyla	ITPR3	0	MP000016	Q14573	ITPR3	0	Q14573	+	NC_137282.1	124460593	124527399	1	0.9708	1	2671	2671	58	58	0	57	0	8016	66807	58791	499	14259	75	138.21	0	57	0	0	1	1	
GCF_054371585.1	Giraffa tippelskirchi	Mammalia	Artiodactyla	RYR	0	MP000035	Q92736	RYR2	0	Q92736	-	NC_137276.1	81146352	81994089	1	0.9809	1	4967	4967	105	105	0	104	0	14913	847738	832825	2767.5	232892	204	142.03	9	103	1	0	1	1	
GCF_054371585.1	Giraffa tippelskirchi	Mammalia	Artiodactyla	RYR	1	MP000032	A0A6I8Q6P7	RYR1	0	Q92736	-	NC_137281.1	14296151	14423234	1	0.7896	1	5037	5037	105	105	0	104	0	15108	127084	111976	598	13739	81	143.89	-6	103	1	0	1	1	
GCF_054371585.1	Giraffa tippelskirchi	Mammalia	Artiodactyla	RYR	2	MP000034	A0A6I8Q6P7	RYR1	0	Q92736	-	NC_137281.1	91841499	92213555	0.9968	0.6677	17	5037	5021	100	100	0	99	1	14957	372057	357100	1800	33388	100	149.57	-109	98	1	0	1	1	
GCF_054491055.1	Hypomesus nipponensis	Actinopteri	Osmeriformes	ITPR1	0	MP000079	A0A672IUQ7	ITPR1	0	Q14643	+	NC_140369.1	10085201	10137918	1	0.9325	1	2748	2748	58	58	0	57	0	8211	52718	44507	264	6750	73	141.57	-33	57	0	0	1	1	
