n_introns_a	n_introns_b	n_introns_b_in_shared	n_shared_columns	observed	expected_analytic	p_analytic	n_perm	expected_perm	p_perm	accession	organism	vclass	cell_a	cell_b	tolerance	is_operating_point	frame_via_cell
56	57	55	2608	43	1.867	2.34882e-55	1000	1.857	0.001	GCF_025201925.1	Gopherus flavomarginatus	Testudines	ITPR1	ITPR3	2	0	0
57	57	55	2606	47	1.909	3.98008e-64	1000	1.944	0.001	GCF_027244095.1	Hemicordylus capensis	Lepidosauria	ITPR1	ITPR3	2	0	0
59	57	55	2615	47	1.971	1.2544e-63	1000	1.951	0.001	GCF_027409185.1	Cynocephalus volans	Mammalia	ITPR1	ITPR3	2	0	0
58	55	52	2535	48	1.914	1.64622e-67	1000	1.932	0.001	GCF_027579695.1	Neoarius graeffei	Actinopteri	ITPR1	ITPR3	2	0	0
57	57	54	2592	44	1.948	7.07408e-58	1000	1.865	0.001	GCF_027579735.1	Bombina bombina	Amphibia	ITPR1	ITPR3	2	0	0
59	57	55	2615	47	1.971	1.2544e-63	1000	1.924	0.001	GCF_027595985.1	Sorex araneus	Mammalia	ITPR1	ITPR3	2	0	0
59	57	55	2615	48	1.951	4.72295e-66	1000	1.989	0.001	GCF_028372415.1	Notamacropus eugenii	Mammalia	ITPR1	ITPR3	2	0	0
59	57	55	2608	47	1.977	1.42214e-63	1000	1.906	0.001	GCF_028389875.1	Rhea pennata	Aves	ITPR1	ITPR3	2	0	0
59	57	55	2608	47	1.977	1.42214e-63	1000	1.99	0.001	GCF_028858725.1	Colius striatus	Aves	ITPR1	ITPR3	2	0	0
59	55	52	2535	49	1.946	3.52052e-70	1000	2.015	0.001	GCF_029633855.1	Hoplias malabaricus	Actinopteri	ITPR1	ITPR3	2	0	0
56	43	40	2588	26	1.363	3.26806e-30	1000	1.39	0.001	GCF_029633865.1	Lampris incognitus	Actinopteri	ITPR1	ITPR3	2	0	0
59	57	55	2615	47	1.971	1.2544e-63	1000	2.013	0.001	GCF_030020395.1	Manis pentadactyla	Mammalia	ITPR1	ITPR3	2	0	0
59	57	55	2615	48	2.011	1.95318e-65	1000	1.963	0.001	GCF_030445035.2	Dasypus novemcinctus	Mammalia	ITPR1	ITPR3	2	0	0
59	57	55	2608	47	1.977	1.42214e-63	1000	1.988	0.001	GCF_030463565.1	Pelecanus crispus	Aves	ITPR1	ITPR3	2	0	0
59	55	53	2608	45	1.869	2.78153e-61	1000	1.872	0.001	GCF_030490865.1	Poecile atricapillus	Aves	ITPR1	ITPR3	2	0	0
59	57	55	2608	47	1.977	1.42214e-63	1000	2.026	0.001	GCF_030867095.1	Alligator mississippiensis	Crocodylia	ITPR1	ITPR3	2	0	0
59	57	55	2608	47	1.977	1.42214e-63	1000	1.985	0.001	GCF_030867145.1	Opisthocomus hoazin	Aves	ITPR1	ITPR3	2	0	0
59	57	55	2608	47	1.977	1.42214e-63	1000	1.968	0.001	GCF_030936135.1	Gavia stellata	Aves	ITPR1	ITPR3	2	0	0
57	59	56	2572	49	1.935	8.80564e-68	1000	2.012	0.001	GCF_033026475.1	Channa argus	Actinopteri	ITPR1	ITPR3	2	0	0
57	59	57	2572	48	2.007	1.57145e-64	1000	1.983	0.001	GCF_033807715.1	Cololabis saira	Actinopteri	ITPR1	ITPR3	2	0	0
55	58	57	2569	47	1.982	2.27496e-63	1000	1.939	0.001	GCF_033978785.1	Entelurus aequoreus	Actinopteri	ITPR1	ITPR3	2	0	0
59	57	55	2608	47	1.977	1.42214e-63	1000	1.94	0.001	GCF_034619465.1	Leptosomus discolor	Aves	ITPR1	ITPR3	2	0	0
58	57	55	2608	47	1.977	1.42214e-63	1000	2.013	0.001	GCF_034638445.1	Ciconia boyciana	Aves	ITPR1	ITPR3	2	0	0
58	57	52	2550	49	1.973	1.13782e-69	1000	1.978	0.001	GCF_034702125.1	Engraulis encrasicolus	Actinopteri	ITPR1	ITPR3	2	0	0
56	53	51	2525	46	1.897	1.01651e-63	1000	1.914	0.001	GCF_035084215.1	Heptranchias perlo	Chondrichthyes	ITPR1	ITPR3	2	0	0
58	57	55	2608	47	1.977	1.42214e-63	1000	1.978	0.001	GCF_035582795.1	Mycteria americana	Aves	ITPR1	ITPR3	2	0	0
57	57	54	2592	46	1.976	1.11148e-61	1000	1.914	0.001	GCF_035609145.1	Eleutherodactylus coqui	Amphibia	ITPR1	ITPR3	2	0	0
59	56	54	2608	46	1.927	2.65831e-62	1000	1.849	0.001	GCF_036013445.1	Caloenas nicobarica	Aves	ITPR1	ITPR3	2	0	0
56	52	50	2525	46	1.856	9.11735e-65	1000	1.82	0.001	GCF_036365525.1	Heterodontus francisci	Chondrichthyes	ITPR1	ITPR3	2	0	0
59	57	55	2608	47	1.977	1.42214e-63	1000	1.984	0.001	GCF_036370855.1	Dromaius novaehollandiae	Aves	ITPR1	ITPR3	2	0	0
57	57	54	2572	48	1.899	2.07322e-67	1000	1.909	0.001	GCF_036373705.1	Amia ocellicauda	Actinopteri	ITPR1	ITPR3	2	0	0
59	57	55	2608	47	1.977	1.42214e-63	1000	2.016	0.001	GCF_036417535.1	Chlamydotis macqueenii	Aves	ITPR1	ITPR3	2	0	0
59	57	55	2608	47	1.977	1.42214e-63	1000	1.895	0.001	GCF_036417845.1	Apteryx mantelli	Aves	ITPR1	ITPR3	2	0	0
59	57	55	2615	47	1.971	1.2544e-63	1000	2.051	0.001	GCF_036850765.1	Saccopteryx bilineata	Mammalia	ITPR1	ITPR3	2	0	0
56	53	51	2525	47	1.874	3.21572e-67	1000	1.9	0.001	GCF_036971445.1	Narcine bancroftii	Chondrichthyes	ITPR1	ITPR3	2	0	0
59	57	55	2608	47	1.977	1.42214e-63	1000	1.993	0.001	GCF_037157495.1	Lathamus discolor	Aves	ITPR1	ITPR3	2	0	0
60	56	52	2542	41	1.939	5.50552e-51	1000	1.952	0.001	GCF_037176945.1	Latimeria chalumnae	Coelacanthimorpha	ITPR1	ITPR3	2	0	0
59	57	55	2615	47	1.958	9.69161e-64	1000	2.01	0.001	GCF_037893015.1	Macrotis lagotis	Mammalia	ITPR1	ITPR3	2	0	0
57	59	58	2572	49	2.02	2.83272e-66	1000	2.042	0.001	GCF_039877785.1	Chaetodon trifascialis	Actinopteri	ITPR1	ITPR3	2	0	0
57	58	57	2572	49	2.011	8.8823e-67	1000	1.993	0.001	GCF_040054535.1	Antennarius striatus	Actinopteri	ITPR1	ITPR3	2	0	0
59	57	55	2608	46	2.042	8.74793e-61	1000	2.036	0.001	GCF_040807025.1	Struthio camelus	Aves	ITPR1	ITPR3	2	0	0
57	57	55	2572	47	1.947	7.58647e-64	1000	1.92	0.001	GCF_040954835.1	Lepisosteus oculatus	Actinopteri	ITPR1	ITPR3	2	0	0
59	55	53	2608	45	1.869	2.78153e-61	1000	1.863	0.001	GCF_041296385.2	Aphelocoma coerulescens	Aves	ITPR1	ITPR3	2	0	0
59	55	52	2535	49	1.949	4.37242e-70	1000	1.948	0.001	GCF_041902795.1	Electrophorus electricus	Actinopteri	ITPR1	ITPR3	2	0	0
56	59	57	2572	48	2.003	1.16855e-64	1000	2.007	0.001	GCF_042242105.1	Pempheris klunzingeri	Actinopteri	ITPR1	ITPR3	2	0	0
57	59	57	2572	50	2.054	7.10151e-69	1000	2.108	0.001	GCF_043380555.1	Nothobranchius furzeri	Actinopteri	ITPR1	ITPR3	2	0	0
56	59	57	2572	48	2.003	1.16855e-64	1000	2.021	0.001	GCF_045865225.1	Trachurus japonicus	Actinopteri	ITPR1	ITPR3	2	0	0
59	57	55	2608	47	1.977	1.42214e-63	1000	2.021	0.001	GCF_047370975.1	Nipponia nippon	Aves	ITPR1	ITPR3	2	0	0
58	53	51	2525	47	1.859	6.0974e-67	1000	1.869	0.001	GCF_047496795.1	Chiloscyllium punctatum	Chondrichthyes	ITPR1	ITPR3	2	0	0
56	53	51	2525	46	1.906	1.97767e-63	1000	1.848	0.001	GCF_047496885.1	Scyliorhinus torazame	Chondrichthyes	ITPR1	ITPR3	2	0	0
59	57	55	2608	47	1.977	1.42214e-63	1000	1.973	0.001	GCF_047663525.1	Anas platyrhynchos	Aves	ITPR1	ITPR3	2	0	0
59	57	55	2608	47	1.977	1.42214e-63	1000	1.96	0.001	GCF_047716275.1	Strix uralensis	Aves	ITPR1	ITPR3	2	0	0
57	53	51	2525	46	1.885	3.71585e-64	1000	1.859	0.001	GCF_048418815.1	Hemitrygon akajei	Chondrichthyes	ITPR1	ITPR3	2	0	0
59	57	55	2615	47	1.958	9.69161e-64	1000	1.897	0.001	GCF_048593235.1	Sminthopsis crassicaudata	Mammalia	ITPR1	ITPR3	2	0	0
57	55	53	2572	46	1.915	7.61277e-63	1000	1.883	0.001	GCF_048594095.1	Paramormyrops kingsleyae	Actinopteri	ITPR1	ITPR3	2	0	0
59	57	55	2615	47	1.971	1.2544e-63	1000	1.942	0.001	GCF_049350105.2	Macaca mulatta	Mammalia	ITPR1	ITPR3	2	0	0
59	57	55	2615	47	1.971	1.2544e-63	1000	1.956	0.001	GCF_050624435.1	Tenrec ecaudatus	Mammalia	ITPR1	ITPR3	2	0	0
59	55	52	2535	48	1.983	6.14288e-67	1000	1.925	0.001	GCF_052040795.1	Danio rerio	Actinopteri	ITPR1	ITPR3	2	0	0
56	53	51	2525	44	1.811	5.69669e-59	1000	1.799	0.001	GCF_052327205.1	Somniosus microcephalus	Chondrichthyes	ITPR1	ITPR3	2	0	0
59	57	55	2615	47	1.974	1.5443e-63	1000	1.937	0.001	GCF_054371585.1	Giraffa tippelskirchi	Mammalia	ITPR1	ITPR3	2	0	0
57	57	55	2572	48	1.962	4.35634e-66	1000	1.978	0.001	GCF_054491055.1	Hypomesus nipponensis	Actinopteri	ITPR1	ITPR3	2	0	0
58	59	58	2572	52	2.05	1.12432e-72	1000	1.953	0.001	GCF_056507025.1	Lutjanus erythropterus	Actinopteri	ITPR1	ITPR3	2	0	0
57	59	57	2572	49	1.969	8.92194e-67	1000	1.93	0.001	GCF_057381845.1	Rhamphochromis longiceps	Actinopteri	ITPR1	ITPR3	2	0	0
57	59	57	2572	50	1.991	7.61776e-69	1000	2.059	0.001	GCF_900324485.3	Mastacembelus armatus	Actinopteri	ITPR1	ITPR3	2	0	0
57	59	58	2572	49	2.016	2.05716e-66	1000	1.944	0.001	GCF_900634775.2	Gouania willdenowi	Actinopteri	ITPR1	ITPR3	2	0	0
56	57	55	2572	49	2.028	3.73912e-68	1000	2.034	0.001	GCF_900747795.2	Erpetoichthys calabaricus	Cladistia	ITPR1	ITPR3	2	0	0
56	59	58	2572	49	2.012	1.47741e-66	1000	2.039	0.001	GCF_900880675.2	Sparus aurata	Actinopteri	ITPR1	ITPR3	2	0	0
56	58	56	2572	43	2.031	1.93306e-53	1000	2.073	0.001	GCF_901000725.3	Takifugu rubripes	Actinopteri	ITPR1	ITPR3	2	0	0
58	57	55	2605	46	1.941	2.04251e-61	1000	1.953	0.001	GCF_901001135.2	Rhinatrema bivittatum	Amphibia	ITPR1	ITPR3	2	0	0
56	59	57	2572	49	2.061	1.41657e-66	1000	2.115	0.001	GCF_902148855.1	Sphaeramia orbicularis	Actinopteri	ITPR1	ITPR3	2	0	0
56	59	57	2572	48	2.003	1.16855e-64	1000	1.944	0.001	GCF_902150065.1	Myripristis murdjan	Actinopteri	ITPR1	ITPR3	2	0	0
57	58	57	2567	50	1.97	5.56666e-70	1000	1.973	0.001	GCF_902167405.1	Gadus morhua	Actinopteri	ITPR1	ITPR3	2	0	0
55	55	53	2562	49	1.856	1.53358e-70	1000	1.819	0.001	GCF_902362185.1	Chanos chanos	Actinopteri	ITPR1	ITPR3	2	0	0
57	59	58	2572	49	2.016	2.05716e-66	1000	2.042	0.001	GCF_902500255.1	Thalassophryne amazonica	Actinopteri	ITPR1	ITPR3	2	0	0
59	57	55	2608	47	1.977	1.42214e-63	1000	2.028	0.001	GCF_907165065.1	Caprimulgus europaeus	Aves	ITPR1	ITPR3	2	0	0
57	59	58	2572	50	2.059	1.85545e-68	1000	2.055	0.001	GCF_933228915.1	Telmatherina bonti	Actinopteri	ITPR1	ITPR3	2	0	0
59	57	55	2608	47	1.977	1.42214e-63	1000	1.94	0.001	GCF_947461875.1	Haliaeetus albicilla	Aves	ITPR1	ITPR3	2	0	0
59	55	52	2535	49	1.946	3.52052e-70	1000	2.075	0.001	GCF_949152265.1	Phoxinus phoxinus	Actinopteri	ITPR1	ITPR3	2	0	0
56	59	58	2572	49	2.012	1.47741e-66	1000	1.914	0.001	GCF_949606895.1	Notothenia rossii	Actinopteri	ITPR1	ITPR3	2	0	0
56	57	54	2572	48	1.958	3.33223e-67	1000	1.963	0.001	GCF_949987555.1	Borostomias antarcticus	Actinopteri	ITPR1	ITPR3	2	0	0
57	54	53	2572	46	1.91	2.26413e-62	1000	1.896	0.001	GCF_949987685.1	Ammodytes marinus	Actinopteri	ITPR1	ITPR3	2	0	0
59	57	55	2615	47	1.971	1.2544e-63	1000	1.96	0.001	GCF_951640355.1	Cnephaeus nilssonii	Mammalia	ITPR1	ITPR3	2	0	0
55	58	56	2572	43	1.825	6.05585e-55	1000	1.868	0.001	GCF_951799975.1	Gobius niger	Actinopteri	ITPR1	ITPR3	2	0	0
57	59	58	2572	51	2.05	3.47304e-70	1000	2.054	0.001	GCF_960531495.1	Zeus faber	Actinopteri	ITPR1	ITPR3	2	0	0
56	59	58	2572	49	2.011	1.36445e-66	1000	1.994	0.001	GCF_963457635.1	Microchirus variegatus	Actinopteri	ITPR1	ITPR3	2	0	0
56	52	50	2525	46	1.876	8.83141e-65	1000	1.842	0.001	GCF_963514005.1	Raja brachyura	Chondrichthyes	ITPR1	ITPR3	2	0	0
57	57	55	2572	49	1.939	1.23576e-68	1000	1.97	0.001	GCF_963514075.1	Conger conger	Actinopteri	ITPR1	ITPR3	2	0	0
57	59	58	2572	50	1.976	9.71566e-69	1000	1.98	0.001	GCF_963514085.1	Chelon labrosus	Actinopteri	ITPR1	ITPR3	2	0	0
58	60	57	2572	48	2.12	1.09846e-63	1000	2.104	0.001	GCF_963921795.1	Nannobrachium achirus	Actinopteri	ITPR1	ITPR3	2	0	0
59	57	55	2608	47	1.977	1.42214e-63	1000	1.942	0.001	GCF_963921805.1	Phalacrocorax carbo	Aves	ITPR1	ITPR3	2	0	0
50	59	57	2572	41	1.806	5.84074e-51	1000	1.834	0.001	GCF_963971535.1	Notolepis coatsorum	Actinopteri	ITPR1	ITPR3	2	0	0
56	56	53	2572	49	1.969	8.95418e-70	1000	1.907	0.001	GCF_963989245.1	Nansenia antarctica	Actinopteri	ITPR1	ITPR3	2	0	0
59	57	55	2608	47	1.977	1.42214e-63	1000	1.928	0.001	GCF_964195595.1	Calonectris borealis	Aves	ITPR1	ITPR3	2	0	0
59	56	54	2615	48	1.945	1.56056e-66	1000	1.988	0.001	GCF_964237555.1	Oryctolagus cuniculus	Mammalia	ITPR1	ITPR3	2	0	0
59	57	55	2608	47	1.977	1.42214e-63	1000	1.997	0.001	GCF_964237585.1	Gallinula chloropus	Aves	ITPR1	ITPR3	2	0	0
58	57	55	2600	47	1.986	2.02164e-63	1000	2.029	0.001	GCF_964261635.1	Lissotriton helveticus	Amphibia	ITPR1	ITPR3	2	0	0
59	57	55	2608	47	1.977	1.42214e-63	1000	1.981	0.001	GCF_964289735.1	Phaethon aethereus	Aves	ITPR1	ITPR3	2	0	0
59	57	55	2608	47	1.977	1.42214e-63	1000	1.907	0.001	GCF_964417175.1	Larus argentatus	Aves	ITPR1	ITPR3	2	0	0
57	59	58	2572	49	2.02	2.83272e-66	1000	1.929	0.001	GCF_964638095.1	Poromitra crassiceps	Actinopteri	ITPR1	ITPR3	2	0	0
59	57	55	2608	47	1.977	1.42214e-63	1000	2.017	0.001	GCF_965183815.1	Platalea leucorodia	Aves	ITPR1	ITPR3	2	0	0
56	57	55	2572	48	1.948	3.33573e-66	1000	1.984	0.001	GCF_965601325.1	Salmo salar	Actinopteri	ITPR1	ITPR3	2	0	0
59	57	55	2608	47	1.977	1.42214e-63	1000	1.976	0.001	GCF_965638725.1	Aptenodytes patagonicus	Aves	ITPR1	ITPR3	2	0	0
59	102	49	2244	3	1.809	0.270471	1000	1.764	0.27572	GCA_008658365.1	Alca torda	Aves	ITPR1	RYR	2	0	0
59	100	46	2229	3	1.659	0.229517	1000	1.659	0.22478	GCA_009769605.1	Bucorvus abyssinicus	Aves	ITPR1	RYR	2	0	0
59	102	49	2244	3	1.809	0.270471	1000	1.797	0.26673	GCA_009819775.1	Phoenicopterus ruber ruber	Aves	ITPR1	RYR	2	0	0
59	102	47	2237	3	1.729	0.248571	1000	1.718	0.23976	GCA_010411085.1	Cervus hanglu yarkandensis	Mammalia	ITPR1	RYR	2	0	0
57	113	49	2225	2	1.68	0.505371	1000	1.695	0.51548	GCA_011823955.1	Dissostichus mawsoni	Actinopteri	ITPR1	RYR	2	0	0
59	100	46	2229	3	1.659	0.229517	1000	1.748	0.24675	GCA_013398455.1	Loxia curvirostra	Aves	ITPR1	RYR	2	0	0
57	101	43	2213	2	1.436	0.423916	1000	1.397	0.41159	GCA_014281875.1	Nibea albiflora	Actinopteri	ITPR1	RYR	2	0	0
59	102	49	2244	3	1.809	0.270471	1000	1.724	0.25674	GCA_014839755.1	Sylvia borin	Aves	ITPR1	RYR	2	0	0
60	102	49	2244	3	1.876	0.288854	1000	1.847	0.28372	GCA_015883425.2	Lamprotornis superbus	Aves	ITPR1	RYR	2	0	0
56	104	44	2213	2	1.482	0.439877	1000	1.502	0.44955	GCA_017639675.1	Aplochiton taeniatus	Actinopteri	ITPR1	RYR	2	0	0
55	101	45	2225	2	1.474	0.437167	1000	1.508	0.44356	GCA_018340635.1	Bothrops jararaca	Lepidosauria	ITPR1	RYR	2	0	0
48	103	46	2229	2	1.463	0.433267	1000	1.468	0.42957	GCA_019447015.1	Hymenochirus boettgeri	Amphibia	ITPR1	RYR	2	0	0
59	102	49	2244	3	1.809	0.270471	1000	1.77	0.25974	GCA_020745705.1	Hemiprocne comata	Aves	ITPR1	RYR	2	0	0
57	102	43	2213	2	1.432	0.422661	1000	1.482	0.43556	GCA_022829145.1	Albula goreensis	Actinopteri	ITPR1	RYR	2	0	0
59	104	49	2255	3	1.82	0.273547	1000	1.869	0.29271	GCA_023764695.1	Pygathrix nigripes	Mammalia	ITPR1	RYR	2	0	0
55	100	43	2213	2	1.422	0.418888	1000	1.402	0.41259	GCA_023974075.1	Chaenocephalus aceratus	Actinopteri	ITPR1	RYR	2	0	0
57	102	43	2213	2	1.432	0.422661	1000	1.459	0.42857	GCA_027704905.1	Muraenolepis orangiensis	Actinopteri	ITPR1	RYR	2	0	0
59	98	46	2237	3	1.673	0.233351	1000	1.617	0.22178	GCA_028571685.1	Heterohyrax brucei	Mammalia	ITPR1	RYR	2	0	0
56	103	47	2225	2	1.537	0.458514	1000	1.562	0.46853	GCA_029706075.1	Aldrovandia affinis	Actinopteri	ITPR1	RYR	2	0	0
57	101	43	2213	2	1.447	0.427879	1000	1.445	0.42857	GCA_031216635.1	Dissostichus eleginoides	Actinopteri	ITPR1	RYR	2	0	0
59	99	46	2237	3	1.673	0.233351	1000	1.67	0.22677	GCA_031835075.1	Saguinus oedipus	Mammalia	ITPR1	RYR	2	0	0
56	97	42	2213	2	1.454	0.430135	1000	1.446	0.43457	GCA_033238685.1	Lates japonicus	Actinopteri	ITPR1	RYR	2	0	0
58	101	45	2215	2	1.607	0.481972	1000	1.665	0.5015	GCA_036247105.2	Cirrhinus mrigala	Actinopteri	ITPR1	RYR	2	0	0
56	101	44	2213	2	1.441	0.425791	1000	1.447	0.42158	GCA_043380575.1	Atractosteus spatula	Actinopteri	ITPR1	RYR	2	0	0
56	113	49	2225	2	1.731	0.521606	1000	1.731	0.52048	GCA_046255725.1	Amblyopsis spelaea	Actinopteri	ITPR1	RYR	2	0	0
57	102	44	2213	2	1.457	0.431406	1000	1.436	0.42058	GCA_047511595.1	Polymixia lowei	Actinopteri	ITPR1	RYR	2	0	0
59	102	47	2232	3	1.698	0.240151	1000	1.661	0.23277	GCA_048126345.2	Notoryctes typhlops	Mammalia	ITPR1	RYR	2	0	0
57	102	43	2213	2	1.432	0.422661	1000	1.493	0.44755	GCA_048569125.1	Diretmus argenteus	Actinopteri	ITPR1	RYR	2	0	0
56	101	43	2213	2	1.432	0.422661	1000	1.42	0.42557	GCA_050084785.1	Liparis tanakae	Actinopteri	ITPR1	RYR	2	0	0
59	102	49	2244	3	1.809	0.270471	1000	1.865	0.28272	GCA_054084135.1	Copsychus sechellarum	Aves	ITPR1	RYR	2	0	0
59	98	44	2229	3	1.641	0.224693	1000	1.64	0.21778	GCA_054099775.1	Steatornis caripensis	Aves	ITPR1	RYR	2	0	0
59	98	46	2232	3	1.644	0.225708	1000	1.679	0.22078	GCA_054644205.1	Lestoros inca	Mammalia	ITPR1	RYR	2	0	0
57	103	45	2213	2	1.455	0.430471	1000	1.486	0.44356	GCA_054883175.1	Datnioides polota	Actinopteri	ITPR1	RYR	2	0	0
57	101	43	2213	2	1.432	0.422661	1000	1.388	0.41558	GCA_054883375.1	Arapaima gigas	Actinopteri	ITPR1	RYR	2	0	0
57	101	43	2213	2	1.454	0.430172	1000	1.364	0.4026	GCA_056506795.1	Pristigenys meyeri	Actinopteri	ITPR1	RYR	2	0	0
59	102	49	2244	3	1.809	0.270471	1000	1.856	0.28072	GCA_056776345.1	Spizella passerina	Aves	ITPR1	RYR	2	0	0
56	101	43	2213	2	1.432	0.422661	1000	1.412	0.40959	GCA_056783565.1	Hiodon alosoides	Actinopteri	ITPR1	RYR	2	0	0
56	102	43	2213	2	1.432	0.422661	1000	1.347	0.39261	GCA_056783665.1	Albula glossodonta	Actinopteri	ITPR1	RYR	2	0	0
57	100	43	2213	2	1.432	0.422661	1000	1.385	0.4026	GCA_056824565.1	Stylephorus chordatus	Actinopteri	ITPR1	RYR	2	0	0
56	101	44	2213	2	1.479	0.43895	1000	1.482	0.43756	GCA_056824585.1	Alepocephalus tenebrosus	Actinopteri	ITPR1	RYR	2	0	0
56	97	44	2229	2	1.517	0.45193	1000	1.51	0.44555	GCA_057876775.1	Echinorhinus cookei	Chondrichthyes	ITPR1	RYR	2	0	0
59	101	46	2229	3	1.659	0.229517	1000	1.67	0.22877	GCA_058224745.1	Acrocephalus arundinaceus	Aves	ITPR1	RYR	2	0	0
57	100	42	2213	2	1.421	0.418576	1000	1.438	0.43656	GCA_058707665.1	Platax teira	Actinopteri	ITPR1	RYR	2	0	0
54	103	44	2184	3	1.487	0.18478	1000	1.514	0.19381	GCA_951230385.1	Staurois parvus	Amphibia	ITPR1	RYR	2	0	0
56	100	43	2213	2	1.463	0.433488	1000	1.377	0.39461	GCA_965364685.1	Capros aper	Actinopteri	ITPR1	RYR	2	0	0
57	101	44	2213	2	1.458	0.431412	1000	1.534	0.47552	GCA_980438365.1	Acanthurus tractus	Actinopteri	ITPR1	RYR	2	0	0
57	99	42	2213	2	1.423	0.419521	1000	1.479	0.44356	GCA_984656905.1	Parequula melbournensis	Actinopteri	ITPR1	RYR	2	0	0
59	101	48	2255	3	1.679	0.235164	1000	1.668	0.24376	GCA_987193245.1	Pontoporia blainvillei	Mammalia	ITPR1	RYR	2	0	0
59	104	49	2255	3	1.82	0.273547	1000	1.783	0.26074	GCF_000001405.40	Homo sapiens	Mammalia	ITPR1	RYR	2	0	0
59	104	49	2250	3	1.782	0.263086	1000	1.804	0.27772	GCF_000001635.27	Mus musculus	Mammalia	ITPR1	RYR	2	0	0
59	102	46	2229	3	1.659	0.229517	1000	1.684	0.23776	GCF_000004195.4	Xenopus tropicalis	Amphibia	ITPR1	RYR	2	0	0
59	99	46	2229	3	1.659	0.229517	1000	1.736	0.24875	GCF_001715985.3	Manacus vitellinus	Aves	ITPR1	RYR	2	0	0
59	104	49	2250	3	1.782	0.263086	1000	1.773	0.26673	GCF_003668045.3	Cricetulus griseus	Mammalia	ITPR1	RYR	2	0	0
59	102	49	2244	3	1.809	0.270471	1000	1.757	0.26374	GCF_003957555.1	Calypte anna	Aves	ITPR1	RYR	2	0	0
58	100	47	2232	3	1.69	0.237997	1000	1.701	0.24076	GCF_004115215.2	Ornithorhynchus anatinus	Mammalia	ITPR1	RYR	2	0	0
56	102	48	2244	2	1.682	0.506302	1000	1.752	0.54246	GCF_009764475.1	Pristis pectinata	Chondrichthyes	ITPR1	RYR	2	0	0
59	102	49	2244	3	1.809	0.270471	1000	1.819	0.25974	GCF_009769465.1	Tauraco erythrolophus	Aves	ITPR1	RYR	2	0	0
56	99	44	2213	2	1.437	0.424226	1000	1.483	0.44356	GCF_011004845.1	Esox lucius	Actinopteri	ITPR1	RYR	2	0	0
59	102	49	2244	3	1.764	0.258147	1000	1.818	0.27073	GCF_011004875.1	Balearica regulorum gibbericeps	Aves	ITPR1	RYR	2	0	0
56	103	47	2225	2	1.537	0.458514	1000	1.527	0.45255	GCF_013368585.1	Megalops cyprinoides	Actinopteri	ITPR1	RYR	2	0	0
59	102	49	2244	3	1.809	0.270471	1000	1.885	0.28072	GCF_013368605.1	Nyctibius grandis	Aves	ITPR1	RYR	2	0	0
59	99	46	2229	3	1.661	0.23012	1000	1.618	0.22178	GCF_014839835.1	Dryobates pubescens	Aves	ITPR1	RYR	2	0	0
59	102	49	2244	3	1.809	0.270471	1000	1.816	0.27273	GCF_016699485.2	Gallus gallus	Aves	ITPR1	RYR	2	0	0
56	104	46	2228	2	1.531	0.45631	1000	1.535	0.45355	GCF_016859285.1	Xiphias gladius	Actinopteri	ITPR1	RYR	2	0	0
56	101	47	2238	2	1.589	0.475777	1000	1.657	0.51748	GCF_017639515.1	Carcharodon carcharias	Chondrichthyes	ITPR1	RYR	2	0	0
56	102	46	2225	2	1.529	0.455653	1000	1.528	0.44855	GCF_017654505.1	Polyodon spathula	Actinopteri	ITPR1	RYR	2	0	0
59	102	49	2244	3	1.796	0.266814	1000	1.815	0.27473	GCF_017976375.1	Cuculus canorus	Aves	ITPR1	RYR	2	0	0
59	102	49	2244	3	1.809	0.270471	1000	1.811	0.26174	GCF_018139145.2	Gymnogyps californianus	Aves	ITPR1	RYR	2	0	0
57	100	42	2213	2	1.439	0.42502	1000	1.384	0.39461	GCF_018320785.1	Cheilinus undulatus	Actinopteri	ITPR1	RYR	2	0	0
59	98	46	2229	3	1.704	0.241708	1000	1.598	0.23177	GCF_018691265.1	Tyto alba	Aves	ITPR1	RYR	2	0	0
59	103	48	2255	2	1.705	0.513467	1000	1.694	0.51149	GCF_018977255.1	Callorhinchus milii	Chondrichthyes	ITPR1	RYR	2	0	0
55	99	45	2229	2	1.577	0.472047	1000	1.552	0.45155	GCF_019279795.1	Protopterus annectens	Dipnoi	ITPR1	RYR	2	0	0
59	99	46	2232	3	1.644	0.225708	1000	1.645	0.21578	GCF_019393635.1	Dromiciops gliroides	Mammalia	ITPR1	RYR	2	0	0
57	101	44	2213	2	1.448	0.427981	1000	1.452	0.42058	GCF_019740435.1	Gambusia affinis	Actinopteri	ITPR1	RYR	2	0	0
59	103	48	2250	3	1.751	0.254435	1000	1.763	0.26873	GCF_020171115.1	Neogale vison	Mammalia	ITPR1	RYR	2	0	0
59	102	49	2244	3	1.809	0.270471	1000	1.765	0.26673	GCF_020740795.1	Apus apus	Aves	ITPR1	RYR	2	0	0
59	100	46	2237	3	1.673	0.233351	1000	1.607	0.21479	GCF_020826845.1	Diceros bicornis minor	Mammalia	ITPR1	RYR	2	0	0
52	98	44	2229	2	1.335	0.387781	1000	1.381	0.41558	GCF_021028975.2	Sphaerodactylus townsendi	Lepidosauria	ITPR1	RYR	2	0	0
59	98	46	2237	3	1.673	0.233351	1000	1.627	0.23776	GCF_021613505.1	Equus quagga	Mammalia	ITPR1	RYR	2	0	0
